Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHighP_1W,RSHighP_1M,RSHighP_3M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
12-11-2025,NSE:MVKAGRO,ST,813.15,653,107010,698.7753,2.07,3.07,1.92,,3.63,19.53,18.07,11.18,16.08,59.36,87.85,94.33,93.11,NA,-1,-1,-1,-1,HV2Q,-1,-1,-1,10,-1,-1,11.79,4.41,16.95,11.41,32,57.41,209.9,0,0,0,0,0,0,0,0,0,0,NA,0,-0.35,0,0,-55.39,NA,141.27,707.17,1918.55,NA,26.21,197.5,720.25,145.29,5.56,NA,13.99,53.51,81.61,85.48,88.26,4.189478,99,21.59,197.5,578.64,52.89,,,13.99,47.75,69.68,50.59,-17.24,1.43841,99
12-11-2025,NSE:BGRENERGY,BE,3153.39,401.05,394873,1583.63817,5.67,6.51,28.12,S,0.02,-2.92,-2.6,-5.72,16.32,68.58,73.19,66.69,89.4,87.15,-1,-1,HV2Q,-1,-1,HVQ,-1,-1,-1,7,-1,-1.18,3.89,2.82,19.58,27.87,49.5,153.2,0,0,0,0,0,0,-14.2,-14.2,-14.2,-14.2,-14.2,-14.2,0,-4.18,-25.83,-7.86,-62.6,256.93,314.27,1029.72,1052.44,13.82,246.64,76.47,208.76,283.91,22.16,14.23,62.73,66.95,57.84,84.55,2.278671,99,13.82,229.58,-4.18,146.14,,,14.23,58.62,14.23,-27.01,72.56,1.380777,99
12-11-2025,NSE:MAHASTEEL,BE,996.5,766.9,60802,466.29054,4.32,4.56,5.41,,4.89,20.84,22.45,26.15,31.84,52.52,66.52,75.62,71.63,86.39,-1,-1,HVY,HVQ,HVQ,-1,-1,-1,3,-1,-1,14.91,8.19,25.16,18.93,54.37,31.88,126.61,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03,-6.99,-16.76,-3.12,133.38,213.4,314.47,698.02,41.07,59.07,96.78,138.48,94.54,126.4,29.75,46.67,60.28,66.77,66.78,1.780456,99,34.01,45.01,96.78,138.48,,,29.75,26.51,29.06,24.41,-12,1.162966,99
12-11-2025,NSE:AKIKO,ST,287.55,289,29408,84.98912,3.79,4.76,6.11,,3.55,7.73,6.92,12.8,11.59,55.88,73.7,70.24,73.01,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,15,-1,6.48,2.75,9.49,7.58,18.48,48.04,128.01,0,0,0,0,0,0,0,0,0,0,NA,0,-6.84,-0.93,-17.75,-7.87,NA,134.96,324.69,325,NA,20.42,275.46,87.5,19.87,35.65,NA,9.5,50.03,67.46,61.39,68.16,1.778543,99,12.02,209.51,44.48,-3.06,,,9.5,46.27,39.97,-15.94,13.68,1.189911,99
12-11-2025,NSE:TERASOFT,BE,632.66,539.7,24322,131.26583,3.65,4.79,2.44,,5.00,-2.97,1.13,13.83,17.1,46.54,54.1,53.73,85.19,88.89,-1,-1,HV2Q,-1,-1,HVQ,-1,-1,-1,7,-1,3.13,3.88,7.3,10.51,19.9,33.08,79.16,0,0,0,0,0,0,-2.89,-2.89,-2.89,-2.89,-2.89,-2.89,-8.37,-16.62,-6.62,-5.87,-15.4,90.84,113.66,535.02,1086.15,25.58,58.2,72.53,253.87,448.79,75.71,15.01,40.69,47.86,44.88,80.34,1.721432,99,23.08,46.02,17.92,191.87,,,15.01,31.68,13.73,-3.58,72.36,1.258287,99
12-11-2025,NSE:IFBAGRO,EQ,1246.76,1606.9,76631,1231.38354,9.76,9.8,6.57,,6.12,9.38,17.18,35.27,39.46,51.72,70.14,62.64,64.72,70.93,HV2Y,HVQ,-1,HVQ,-1,-1,9.46,-1,-1,1,-1,13.18,9.99,25.75,22.21,61.64,28.26,125.32,0,0,0,0,0,0,0,0,0,0,0,0,-1.45,-15.61,-21.41,-1.67,-7.15,114.25,230.98,258.6,308.67,73.72,39.49,73.13,7.1,52.7,44.19,37.37,45.87,63.9,53.79,59.87,1.657758,99,67.81,39.49,29.59,-9.44,,,37.37,16.42,37.72,-27.89,9.95,1.145585,99
12-11-2025,NSE:CUPID,EQ,6256.09,279.43,3560256,9948.42334,4.97,4.92,4.71,,10.35,13.71,12.29,9.82,11.87,39.98,69.24,72.3,69.08,51.09,-1,-1,-1,HV2Y,HV2Q,-1,-1,-1,-1,9,-1,9.85,3.37,13.67,8.69,24.49,42.07,114.89,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,-18.65,-43.37,-36.78,69.22,221.15,385.97,385.97,19.62,107.78,191.65,49.48,13.24,17.08,9.78,34.13,63,63.45,64.23,1.646062,99,12.46,107.78,112.71,-10.31,,,9.78,28.07,48.33,7.18,-7.25,1.151983,99
12-11-2025,NSE:TAKE,BE,332.85,26.16,534136,139.72998,4.46,6.36,14.31,,4.98,8.75,13.99,17.55,38.34,65.6,69.23,54.93,31.23,-7.61,-1,HV2Y,HV2Q,HVQ,-1,HVQ,-1,-1,-1,-1,-1,10.42,8.3,20.41,26.19,63.14,30.34,134.19,0,0,0,0,0,0,0,0,0,0,-8.21,0,0,-25.68,-63.87,-60.96,-40.43,190.67,214.05,291.03,291.03,54.52,79.22,34.53,20.33,2.52,4.84,36.25,59.75,62.99,46.08,26.38,1.607666,99,54.52,58.29,-25.68,-59.24,,,36.25,40.37,10.14,-49.24,-48.21,1.125176,99
12-11-2025,NSE:APRAMEYA,SM,523.6,282.9,25510,72.16779,4.29,4.49,2.72,,3.89,2.74,2.09,9.33,10.87,42.24,54.29,57.21,78.79,NA,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,15,2.26,1.38,3.69,3.05,6.95,36.79,69.2,0,0,0,0,0,0,0,-2.45,-2.45,-2.45,NA,0,-13.05,-9.42,0,0,NA,86.12,116.45,405.18,NA,15.26,65.89,81.05,130.89,116.16,NA,8.78,36.39,48.05,48.36,73.94,1.561588,99,15.26,52.82,36.17,,,,8.78,31.37,20.45,3.6,54.81,1.179784,99
12-11-2025,NSE:SUMEETINDS,BE,1777.4,36.41,370682,134.96532,6.77,6.6,9.84,,0.80,9.8,1.76,-4.34,6.7,33.81,63.97,75.83,43.97,44.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.55,1.36,3.97,7.7,12.64,36.71,77.98,0,0,0,0,0,0,-6.62,-6.62,-6.62,-6.62,-6.62,-6.62,-10.75,-14.3,-36.8,-69.86,-30.14,74.14,225.32,366.79,366.79,12.83,62.47,208.97,68.21,12.82,142.86,4.61,27.96,57.73,66.98,39.12,1.518152,99,12.83,26.84,180.23,11.19,,,4.61,25.23,45.14,30.15,-127.44,1.125403,99
12-11-2025,NSE:SOMATEX,BE,460.18,120.02,42399,50.88728,3.36,5.96,9.4,,-4.99,-27.96,-0.28,21.4,36.73,31.53,63.01,66.7,58.24,77,-1,-1,-1,HV2Q,HVQ,HV2Y,-1,-1,3,-1,-1,-7.28,8.45,1.27,22.26,30.27,32.48,92.94,0,0,0,0,0,0,-21.85,-21.85,-21.85,-21.85,-21.85,-21.85,-27.54,-21.58,-32.52,-39.26,-2.85,84.45,184.27,228.1,335.64,50.53,17.45,124.66,32.42,75.69,120.31,34.64,25.68,56.77,57.85,53.39,1.515658,99,50.53,17.45,97.74,27.99,,,34.64,-12.05,45.55,7.2,-21.01,1.123738,99
12-11-2025,NSE:MEGASOFT,EQ,1559.06,200.52,331573,664.87018,5.2,6.04,4.05,,-2.43,-10.64,2.9,23.77,21.16,41.1,65.93,60.56,62.91,57.59,-1,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,0,-1.33,5.96,4.93,12.89,20.45,37.46,92.61,0,0,0,0,0,0,-9.63,-9.63,-9.63,-9.63,-9.63,-9.63,-6.99,-3.97,-36.05,-25.98,-25.95,80.05,191.62,308.72,308.72,37.74,62.17,140.75,39.26,56.28,47,19.07,35.25,59.69,51.71,58.06,1.508534,99,30.5,62.17,47.47,0.53,,,19.07,21.45,41.74,-18.53,10.32,1.124168,99
12-11-2025,NSE:CPS,SM,232.39,1043.6,3957,41.29525,3.1,4.01,17.1,,-4.34,0.73,11.15,29.92,32.72,23.8,56.31,56.28,73.46,58.32,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.5,7.5,10.8,15.52,31.16,17.54,59.07,0,0,0,0,0,0,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-20.22,-9.63,-30.66,-6.89,-42.35,58.12,145.55,317.44,317.44,43.6,6.38,87.12,82.4,82.5,10.8,30.63,17.95,50.07,47.43,68.61,1.490201,99,43.16,-4.08,80.86,23.24,,,30.63,-17.1,42.24,-2.83,43.67,1.151247,99
12-11-2025,NSE:SALSTEEL,BE,327.38,40.82,302887,123.63847,1.92,3.47,3.71,,-2.02,1.81,11.02,20.77,32.46,61.02,57.79,50.27,36.53,45.49,-1,-1,HV2Q,HVQ,HV2Y,-1,-1,2,-1,-1,-1,2.53,7.3,10.61,15.4,30.75,31.17,89.95,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-20.91,-31.57,-41.73,-31.35,-12.38,169.62,169.62,169.62,169.62,53.17,82.1,1.47,2.38,13.09,44.35,30.37,55.17,51.55,41.42,31.68,1.465308,99,49.96,60.95,-21.43,-15.12,,,30.37,38.46,-8.72,-20.6,-23.26,1.107338,98
12-11-2025,NSE:VISASTEEL,BE,729.47,65.65,51002,33.48281,6.48,7.43,21.47,,-2.50,-4.4,8.58,2.21,12.03,45.74,48.19,57.08,70.91,77.91,-1,-1,2,-1,-1,-1,-1,-1,-1,5,-1,1.41,4.53,6.21,19.65,32.19,24.37,74.8,0,0,0,0,0,0,-6.45,-6.45,-6.45,-6.45,-6.45,-6.45,0,-21.68,-25.22,-22.07,-14.16,110.42,130.35,276.22,537.38,9.38,85.1,33.06,169.92,173.59,85.44,9.94,39.89,41.95,48.23,66.06,1.461253,99,8.28,63.51,33.06,144.68,,,9.94,34.49,4.1,14.36,36.6,1.144216,99
12-11-2025,NSE:OSELDEVICE,ST,1142.63,637.45,17664,112.59917,5.06,5.07,3.75,,-2.28,-8.46,4.33,6.19,2.76,28.15,67.85,54.96,66.84,NA,-1,-1,-1,HV2Q,-1,2,-1,-1,-1,-1,5,-1.84,2.41,0.58,4.19,4.98,38.27,70.07,0,0,0,0,0,0,-7.8,-7.8,-7.8,-7.8,NA,-7.8,-4.55,-4.89,-39.15,-14.76,NA,36.18,196.28,226.48,NA,10.18,112.39,133.85,16.09,62.62,NA,0.67,22.3,61.61,46.11,61.99,1.453558,99,0.64,89.7,62.79,,,,0.67,22.28,54.83,-42.86,30.75,1.149099,99
12-11-2025,NSE:INDOTHAI,BE,4835.67,365.5,960074,3509.07047,5.02,5.6,4.77,S,-1.97,-4.72,-5.31,-21.26,-2.85,50.21,50.63,52.81,70.78,91.05,-1,-1,HV2Q,-1,-1,HVQ,-1,-1,-1,-1,-1,-3.7,1.61,-2.13,18.9,20.68,28.56,68.92,0,0,0,0,0,0,-19.22,-19.22,-19.22,-19.22,-19.22,-19.22,0,-14.16,-14.04,-17.84,0,147.06,147.06,249.43,1365.22,0,154.09,5.26,623.43,591.46,328.1,-4.94,44.36,44.39,43.96,65.93,1.450446,99,-6.76,100.33,0.54,523.35,,,-4.94,47.75,0.43,1.64,42.47,1.171998,99
12-11-2025,NSE:IZMO,BE,1220.77,856.5,120435,1031.52578,6.17,6.18,7.96,,1.47,-5.5,6.41,-2.22,-21.23,55.84,64.53,50.52,57.35,65.21,-1,-1,HV2Y,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-0.06,-2.89,-2.87,-6.21,-8.55,46.79,71.87,0,0,0,0,0,0,-18.06,-36.49,-36.49,-36.49,-36.49,-18.06,-23.01,-13.64,-52.07,-33.14,-31.51,122.15,188.97,254.29,254.29,9.71,188.9,56.46,25.67,70.44,46.91,-23.32,49.99,58.29,41.67,52.5,1.444254,99,-18.06,147.3,-13.64,-32.9,,,-23.32,59.74,19.26,-42.28,18.18,1.196092,99
12-11-2025,NSE:UNITEDPOLY,BE,915.77,43.71,212420,92.84878,6.03,5.86,5.58,2L,-0.70,-0.41,3.94,-2.22,-1.44,8.37,60.81,61.46,72.56,74.31,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,0.39,0.88,1.28,4.19,5.72,38.96,73.18,0,0,0,0,0,0,-4.35,-11.93,-11.93,-11.93,-11.93,-4.35,-10.66,0,-10.45,-5.79,-13.42,40.77,184.76,275.35,441.3,9.8,122.37,231.81,101.96,108.62,48.54,-3.53,2.52,54.57,52.61,67.71,1.442037,99,2.15,114.62,136.98,90.71,,,-3.53,5.85,56.81,-1.12,33.18,1.151995,99
12-11-2025,NSE:VMARCIND,SM,1385.26,783.6,38685,303.13566,6.72,6.7,2.91,,3.07,25.8,26.95,22.52,30.33,44.48,58.08,59.79,48.1,82.67,HVY,HVQ,-1,HV2Q,-1,-1,10.17,-1,9,-1,-1,17.33,8.13,27.72,15.41,50.99,26.56,105.61,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.34,-33.53,-36.23,-16.99,85.34,174.37,291.21,969.03,41.11,38.1,117.2,63.98,329.88,454.77,28.24,38.63,51.84,50.94,43.25,1.434448,99,33.38,38.1,33.43,15.04,,,28.24,16.48,24.08,1.28,-24.67,1.093431,98
12-11-2025,NSE:LUMAXTECH,EQ,7708.64,1424.7,277791,3957.68838,4.59,4.85,4.42,,-0.34,15.83,18.99,17.52,18.37,30.37,58.1,61.67,63.5,66.58,EEP,EEP,HVQ,EEP,-1,-1,5.81,-1,-1,-1,-1,11.26,3.74,15.58,3.83,20.19,25.56,61.45,0,0,0,0,0,0,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-12.07,-17.1,-11.29,-18.84,-12.32,41.8,136.92,199.94,242.72,26.34,17.24,108.84,25.67,31.37,25.1,16.28,24.52,51.86,52.82,58.65,1.434229,99,20.78,1.34,81.32,4.23,,,16.28,10.87,39.4,5.74,9.15,1.111286,99
12-11-2025,NSE:KAVDEFENCE,BE,335.18,112.64,299461,337.31287,5.17,6.15,2.59,2L,5.00,21.63,3.95,-5.45,-6.28,51.71,58.89,53.05,53.83,88.1,-1,-1,HV2Y,HVY,-1,-1,-1,-1,-1,-1,-1,8.08,-3.53,4.4,-2.34,2.02,40.14,70.42,0,0,0,0,0,0,-18.71,-27.39,-27.39,-27.39,-27.39,-18.71,-22.83,-18.43,-29.77,-19.79,-8.74,111.33,157.11,223.31,1004.31,27.59,124.6,29.47,57.95,418.53,409.9,-8.37,45.86,52.65,44.2,48.98,1.398133,99,-10.38,90.8,0.83,42.67,,,-8.37,50.74,14.44,-16.99,6.04,1.139976,99
12-11-2025,NSE:STALLION,BE,2176.29,234.15,3254412,7620.2057,4.79,6.69,3.16,S,5.00,-5.77,-23.64,-59.73,-31.07,46.41,69.87,59.64,NA,NA,-1,HV2Y,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,10,-6.27,-7.89,-13.13,4.58,-8.96,,,0,0,0,0,0,0,-43.49,-43.49,-43.49,NA,NA,-43.49,-7.48,-9.51,-44.01,NA,NA,104.43,226.25,NA,NA,10.24,224.52,103.14,14.21,NA,NA,-33.16,40.56,63.63,50.79,0,1.371608,99,-30.63,224.52,20.67,,,,-33.16,55.28,43.36,-36.74,104.38,1.188272,99
12-11-2025,NSE:APOLLO,EQ,9255.53,281.65,11386492,32070.05472,4.7,4.62,8.34,2L,1.88,1.33,1.9,-2.56,-12.73,37.06,52.74,54.39,64.55,52.55,-1,-1,HV2Y,EEP,EEP,EEP,-1,-1,-1,-1,-1,1.65,-2.92,-1.23,-7.1,-7.78,37.28,47.02,0,0,0,0,0,0,-11.12,-18.1,-18.1,-18.1,-18.1,-11.12,-7.68,-17.16,-12,-15.08,-29.22,51.2,114.98,207.85,208.76,6.97,86.83,67.16,45.93,40.82,9.45,-14.82,31.21,46.5,45.54,59.7,1.359189,99,-11.12,76.58,38.32,19.58,,,-14.82,40.34,24.49,0.72,26.66,1.130122,99
12-11-2025,NSE:GABRIEL,EQ,18257.14,1261.6,388865,4905.92084,3.97,3.94,5.09,S,-0.19,-0.32,-1.77,-2.61,-0.76,19.94,50.55,61.35,63.58,72.69,-1,-1,-1,-1,HV2Q,EEP,-1,-1,-1,-1,11,0.05,-0.01,0.04,-0.01,0.03,33.78,51.06,0,0,0,0,0,0,-2.54,-4.22,-4.22,-4.22,-4.22,-2.54,-3.49,-9.01,0,-11.07,-16.21,24.52,113.04,217.58,354.22,3.53,29.73,127.99,57.04,75.57,65.42,-2.85,14.09,44.31,52.5,58.73,1.350847,99,1,17.36,104.68,27.01,,,-2.85,16.72,37.81,19.05,10.16,1.106422,98
12-11-2025,NSE:CARTRADE,EQ,14283.22,3177.2,575169,18274.26947,5.38,5.35,3.86,,5.89,8.1,1.32,22.77,23.05,31.74,48.28,44.95,64.61,75.56,EEP,EEP,-1,EEP,-1,EEP,-1,-1,-1,-1,-1,7.47,4.48,12.51,8.04,22.35,24.79,62.69,0,0,0,0,0,0,0,0,0,0,0,0,-10.69,-4.03,-9.46,-0.99,0,43.57,110.22,170.19,401.97,29.49,29.03,56.47,98.57,176.34,77.66,20.96,25.89,42.04,36.1,59.76,1.347114,99,27.16,28.69,26.14,83.25,,,20.96,7.47,23.81,-9.22,40.09,1.109519,98
12-11-2025,NSE:IMFA,EQ,6480.97,1370.8,234799,3218.62469,5.87,5.76,4.96,,1.80,10.23,16.97,20.68,10.43,46.41,54.76,47.4,49.84,54.56,EEP,EEP,HVQ,HVQ,-1,EEP,-1,-1,-1,12,-1,9.55,4.04,14.16,6.85,22.55,28.54,71.5,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,-7.93,-37.06,-26.83,-20.28,87.15,122.57,139.69,157.04,27.14,72.76,28.46,8.44,35.2,28.93,8.34,40.56,48.52,38.55,44.99,1.343685,99,11.37,63.41,4.39,-9.95,,,8.34,36.34,15.17,-19.04,9.01,1.097926,98
12-11-2025,NSE:GARUDA,EQ,2002.26,234.11,2560279,5993.86917,6.21,6.15,2.82,,6.40,3.94,12.02,16.06,14.85,27.7,55.28,46.1,63.23,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,4.78,3.94,9.09,5.07,14.91,27.99,59.58,0,0,0,0,0,0,-3.41,-3.41,-3.41,-3.41,NA,-3.41,-9.2,-12.64,-28.73,-14.1,NA,36.93,128.29,201.46,NA,25.66,48.52,89.68,34.82,62.48,NA,12.76,21.85,49.04,37.25,58.38,1.343233,99,19.06,48.52,27.49,,,,12.76,11.26,37.73,-23.3,36.15,1.109813,98
12-11-2025,NSE:TDPOWERSYS,EQ,11823.76,820.35,1550277,12717.69737,5.06,5.27,6.3,,5.46,0.04,20.95,21.27,26.81,42.36,43.44,55.17,46.46,64.24,EEP,EEP,HVQ,EEP,EEP,EEP,5.15,-1,-1,1,-1,6.85,6.31,14.05,13.21,31.41,22.19,68.89,0,0,0,0,0,0,0,0,0,0,0,0,-6.6,-12.46,-1.88,-22.22,-0.91,66.05,75.65,169.5,209.86,37.79,28.55,55.34,52.41,38.92,65.91,24.72,36.51,37.2,46.32,41.61,1.339324,99,37.79,23.05,22.85,16.05,,,24.72,17.41,1.46,17.94,-15.05,1.083867,97
12-11-2025,NSE:YATRA,EQ,2293.33,184.84,3043335,5625.30041,6.13,6.19,5,,11.88,22.07,16.37,9.96,12.23,48.2,54.73,49.2,40.34,9.38,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-1,-1,18.09,1.22,19.55,-0.28,19.22,30.17,70.73,0,0,0,0,0,0,0,0,0,0,0,0,-1.54,-9.92,-44.15,-45.68,-36.2,60.87,123.18,180.15,180.15,31.03,92.28,45.12,26.83,0,3.31,10.14,42.35,48.49,40.35,35.49,1.336757,99,14.99,92.28,2.88,-36.63,,,10.14,37.15,12.19,-14.99,-13.05,1.088145,97
12-11-2025,NSE:PRAMARA,SM,370.28,320.4,54610,174.97044,4.58,4.25,5.02,,0.80,-0.11,3.03,3.31,7.44,28.82,51.64,55.37,54.74,58.8,-1,-1,-1,-1,HVQ,-1,-1,-1,16,-1,-1,-0.02,2.3,2.34,6.98,10.02,32.05,61.91,0,0,0,0,0,0,-3.04,-3.04,-3.04,-3.04,-3.04,-3.04,0,0,-16.24,-22.7,-21.62,40.68,107.71,208.67,274.74,6.6,47.17,119.7,49.28,67.25,69.59,5.35,22.97,45.4,46.52,49.89,1.315767,98,5.97,47.17,52.34,-7.19,,,5.35,19.27,31.63,4.93,2.98,1.087135,97
12-11-2025,NSE:ABINFRA,EQ,1232.22,20.44,941204,192.3821,4.66,4.62,5.7,,2.51,4.7,10.91,8.71,3.22,8.77,50.62,59.91,59.78,77.45,-1,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,3.64,1.29,4.99,-0.42,4.55,27.39,43.98,0,0,0,0,0,0,0,-6.96,-6.96,-6.96,-6.96,0,-9.96,-1.25,-2.01,-10.77,-6.99,12.8,93.76,184.25,392.63,12.8,16.37,159.33,86.18,97.48,98.15,1.13,2.92,44.38,51.06,54.93,1.310644,98,2.77,16.37,133.66,76.91,,,1.13,1.9,45.46,16.04,4.04,1.097852,98
12-11-2025,NSE:THANGAMAYL,EQ,6757.23,3366.1,143793,4840.21617,6.16,6.28,3.58,,3.78,9.65,38.08,41.62,39.94,41.34,41.01,45.87,35.33,61.26,EEP,EEP,-1,-1,EEP,-1,4.06,-1,-1,-1,-1,15.4,11.22,29.99,13.73,50.68,11.07,69.43,0,0,0,0,0,0,-0.68,-0.68,-0.68,-0.68,-0.68,-0.68,-10.48,-11.45,-21.05,-27.55,-13.44,72.56,86.94,116.81,202.24,72.56,12.28,27.17,27.89,63.59,95.47,37.85,35.49,34.77,37.02,30.48,1.309747,98,64.89,5.11,-1.28,19.23,,,37.85,-1.49,-0.99,5.46,-15.1,1.07333,96
12-11-2025,NSE:RMDRIP,EQ,2044.86,78.85,562297,443.37118,3.86,3.87,7.45,,-1.19,-1.18,-1.28,11.57,12.02,17.32,34.58,50.16,68.34,86.49,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-0.83,2.15,1.35,2.76,4.22,23.93,37.01,0,0,0,0,0,0,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-11.98,-5.38,0,-7.53,0,20.66,48.66,202.05,704.59,14.08,25.24,80.17,240.16,301.02,154.69,9.93,11.47,28.34,41.31,63.49,1.302275,98,13.88,24.87,62.99,240.16,,,9.93,2.19,20.46,21.04,40.87,1.110421,99
12-11-2025,NSE:PANACHE,BE,664.78,420,57432,241.2144,1.07,2.27,3.8,S,-1.18,-6.07,2.04,2.1,-6.19,40.31,55.1,31.11,59.36,82.33,-1,-1,HVY,-1,-1,-1,-1,-1,-1,11,-1,-1.36,1.73,0.37,11.5,13.41,25.65,52.53,0,0,0,0,0,0,-5.72,-10.01,-10.01,-10.01,-10.01,-5.72,-4.44,-12.95,-44.53,-14.9,-14.22,75.04,138.89,138.89,552.68,4.22,107.44,42.6,49.68,349.65,165.27,-8.28,34.46,48.86,22.26,54.51,1.29647,98,-3.91,107.44,-11.6,44.81,,,-8.28,39.96,24.35,-56.2,45.39,1.132211,99
12-11-2025,NSE:TATVA,EQ,3352.08,1507.6,221337,3336.87661,5.94,5.85,4.3,,1.82,-1.38,10.51,8.5,29.08,30.88,49.31,48.98,43.17,18.96,-1,-1,-1,EEP,EEP,-1,-1,-1,4,-1,-1,3.85,5.47,9.86,13.71,27.31,20.87,60.89,0,0,0,0,0,0,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-8.38,-10.7,-29.45,-40.99,-34.27,53.51,99.62,136.67,136.67,37.17,15.21,63.59,19.98,0,6.59,26.99,25.03,43.07,40.13,38.32,1.296104,98,37.17,12.2,32.9,-21.78,,,26.99,-1.3,26.24,-3.43,-7,1.070187,96
12-11-2025,NSE:LUMAXIND,EQ,4654.24,5033.1,27470,1382.59257,4.54,4.46,2.68,2L,1.19,1.52,0.48,-2.02,1.75,32.63,48.79,55.65,49.53,53.31,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-1,10,2.14,0.29,2.44,3.94,6.64,29.06,50.32,0,0,0,0,0,0,-4.4,-5.14,-5.14,-5.14,-5.14,-4.4,-6.8,-15.24,-13.07,-24.78,-14.39,52.74,94.11,142.12,142.12,9.64,50.06,57.29,23.99,7.37,17.31,-0.34,26.78,42.55,46.8,44.68,1.292581,98,4.83,40.36,49.62,-7.02,,,-0.34,27.6,23.57,10.62,-9.44,1.083571,97
12-11-2025,NSE:FORCEMOT,EQ,23068.26,17471,102266,17866.89286,4.2,4.17,2.61,,-0.48,-4.62,5.95,-0.35,9.67,-1.91,39.68,63.36,57.7,61.12,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-0.97,1.18,0.21,-0.7,-0.48,25.06,32.8,0,0,0,0,0,0,-5.27,-20.21,-20.21,-20.21,-20.21,-5.27,-27.93,-7.02,-2.04,-35.66,-25.72,14.17,70.66,177.54,198.16,8.29,3.12,182.83,69.72,11.95,29.24,7.58,-7.76,33.44,54.51,52.85,1.285456,98,8.29,-3.9,162.51,25.79,,,7.58,-16.65,40.39,36.47,-11.06,1.097913,98
12-11-2025,NSE:VIESL,SM,554.45,277.7,79424,220.56045,4.58,5.05,4.13,,6.03,18.53,15.21,15.61,23.39,41.95,48.27,42.02,38.78,NA,-1,-1,-1,HVQ,-1,HVQ,8.82,-1,-1,-1,-1,13.97,3.69,18.33,7.05,27.31,22.38,64.01,0,0,0,0,0,0,0,0,0,0,NA,0,-13,-11.5,-34.23,-26.28,NA,85.38,93.72,142.22,NA,28.86,42.02,40.6,25.29,0.16,NA,21.3,36.1,42.03,33.17,33.93,1.28438,98,24.95,31.33,-3.39,,,,21.3,20.4,10.47,-14.86,-1.21,1.067548,96
12-11-2025,NSE:PARAGMILK,EQ,3713.19,356.4,1896672,6759.73901,4.66,4.71,3.88,,13.34,11.55,10.75,15.35,21.79,36.17,42.53,49.31,43.61,31.24,EEP,EEP,HV2Y,-1,EEP,-1,-1,-1,-1,14,-1,11.1,3.61,15.26,7.24,24.26,23.09,61.57,0,0,0,0,0,0,0,0,0,0,0,0,-6.57,-10.85,-12.61,-30.53,-22.71,67.79,73.2,152.19,152.19,35.18,31.23,60.97,44.95,16.71,27.53,19.7,30.32,36.29,40.46,38.76,1.277027,98,28.59,19.63,26.94,9.79,,,19.7,14.56,9.53,9.03,-6.87,1.068908,96
