Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
07-01-2026,NSE:SWANDEF,BE,8465.49,1771.5,2038,36.10317,0.02,5,1,,5.00,21.64,38.59,51.88,64.09,87.1,95.36,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,21.42,17.74,47.59,43.39,160.72,,,100,100,100,98.75,100,100,100,98.75,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,1954.87,NA,NA,NA,165.19,1583.07,NA,NA,NA,NA,62.05,92,0,0,0,3.705823,99,165.19,,,,,,,62.05,85.74,101.47,-9.8,7.42,2.051468,99
07-01-2026,NSE:MVKAGRO,SM,3661.53,681.45,58140,396.19503,4.5,5,2.18,,-5.00,-12.38,-14.2,-9.3,-17.79,15.33,21.42,75.02,92.53,94.03,92.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-6.6,-0.69,-7.24,5.31,-2.04,50.25,96.93,0,57.14,74.6,87.3,0,0,47.62,73.81,-13.37,-16.79,-16.79,-16.79,-16.79,-13.37,-2,0,0,-20.16,-36.16,31.71,292.43,2006.49,2006.49,0,112.96,1075.63,426.28,57.34,6.96,-19.83,18.06,73.08,80.98,89.05,3.459462,99,-13.37,112.96,1007.55,238.13,,,,-19.83,31.93,69.68,60.3,27.46,1.44453,99
07-01-2026,NSE:POLYSIL,ST,608.2,243.95,77740,189.64673,3.57,4.61,15.61,L,-4.99,-25.58,-29.53,-22.85,-35.83,-11.89,-7.4,68.13,90.45,88.32,84.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-12.76,-4.51,-16.53,-2.62,-18.66,47.66,55.39,0,9.52,55.56,77.78,0,0,36.51,68.25,-24.88,-30.7,-30.7,-30.7,-30.7,-24.88,-5.87,0,0,-49.73,-38.51,0,207.63,1559.52,1559.52,0,84.6,1003.16,428.91,58.5,5.56,-37.87,-10.76,66.19,78.9,83.34,2.481407,99,-24.88,84.6,1003.16,143.35,,,,-37.87,19.58,71.79,60.23,-14.9,1.388041,99
07-01-2026,NSE:CUPID,EQ,10443.37,433.8,7207952,31268.09578,6.24,5.96,3.26,,1.13,-19.43,-8.11,2.92,12.4,39.98,50.44,75.08,86.08,82.54,75.78,2,2,2,2,EP,EP,-1,-1,-1,-1,-1,-1,6,-1,-3.19,3.07,-0.12,16.6,19.76,46.6,124.29,20,80.95,87.3,92.86,20,80.95,68.25,74.6,-17.36,-17.36,-17.36,-17.36,-17.36,-17.36,0,-3.13,-3.45,-48.57,-35.49,101.94,301.89,654.43,654.43,11.34,102.11,273.88,88.03,0,2.64,10.36,47.08,73.14,74.53,77.56,2.250116,99,10.79,102.11,265.18,33.2,,,,10.36,42.08,51.18,34.35,-18.02,1.24493,99
07-01-2026,NSE:TAKE,BE,601.8,42.79,2025917,866.88988,2.82,2.88,6.29,,4.85,6.66,9.02,18.3,21.45,47.16,67.4,73.31,81.94,62.14,46.48,-1,-1,2,2,-1,-1,HV2Y,HV2Y,HV2Y,-1,-1,1,-1,-1,6.97,5.59,13.3,15.12,33.48,50.75,171.04,100,100,100,76.98,100,95.24,82.54,46.83,0,0,0,0,0,0,0,0,-44.56,-67.72,-32.36,192.28,375.44,539.61,539.61,27.01,224.42,90.83,70.7,15.55,1.12,19.41,64.04,71.37,70.39,57.16,2.004698,99,27.01,200.09,72.01,-44.56,,,,19.41,57.14,19.61,22.51,-102.15,1.223236,99
07-01-2026,NSE:DIVINEHIRA,ST,317.04,252.7,29216,73.82883,2.87,3.95,9.34,,2.00,8.94,12.98,28.95,32.21,51.72,58.13,77.38,72.42,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,6,-1,7.77,7.83,16.92,18.63,43.69,,,100,100,100,84.92,100,66.67,61.9,54.76,0,0,0,NA,NA,0,-7.05,-4.56,-33.16,NA,NA,140.67,351.25,NA,NA,53.24,94.77,140.45,29.89,NA,NA,30.17,54.77,75.44,60.87,0,1.720728,99,47.35,90.86,59.7,,,,,30.17,36.89,47.45,-31.76,107.42,1.186774,99
07-01-2026,NSE:BGRENERGY,BE,2504.01,342.65,167373,573.50358,5.48,5.68,5.43,,-0.46,-9.12,7.66,6.23,-10.58,-18.34,15.39,68.51,76.19,69.15,88.56,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-1.25,-1.19,-2.41,-8.72,-10.24,44.98,63.14,0,0,61.9,57.94,0,0,17.46,25.4,-8.36,-26.69,-26.69,-26.69,-26.69,-8.36,-18.94,0,-25.59,-43.72,0,12.57,253.94,379.9,883.78,11.96,73.35,291.33,209.76,134.28,203.47,-12.62,12.03,66.57,64.64,64.17,1.61052,99,-5.46,72.02,262.56,115.78,,,,-12.62,22.14,64.25,14.57,-22.11,1.176453,99
07-01-2026,NSE:INFOBEAN,EQ,2109.52,1004.9,235245,2363.97701,7.94,7.88,3.25,,7.09,18.23,20.63,22.59,36.35,38.35,47.66,62.15,69.95,57.92,61.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,15.8,7.9,25.73,15.03,47.97,26.36,100.93,100,85.71,28.57,38.89,80,61.9,20.63,20.63,0,0,0,0,0,0,-6.26,-23.39,-18.79,-39.5,-15.27,107.73,173.48,259.09,259.09,59.08,35.16,87.94,35.93,3.67,10.72,34.31,44.3,60.21,58.4,52.94,1.597397,99,58.66,19.85,79.66,-9.68,,,,34.31,16.43,29.14,10.82,-32.62,1.124882,99
07-01-2026,NSE:SUNLITE,ST,388.69,391.35,62316,243.87367,4.43,5.27,12.11,,4.33,20.8,26.04,27.38,27.3,33.03,56,54.8,70.21,59.88,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,15.08,6.74,23.4,12.39,40.85,34.6,115.36,100,90.48,71.43,47.62,100,38.1,36.51,21.43,0,0,0,0,NA,0,-9.74,-9.84,-3.39,-44.33,NA,131.43,173.67,326.54,NA,44.01,88.85,87.68,92.81,6.97,NA,25.26,52.64,52.86,58.66,54.9,1.591964,99,31.02,88.85,49.74,8.76,,,,25.26,38.12,-1.26,24.29,-27.23,1.143667,99
07-01-2026,NSE:IFBAGRO,EQ,1419.12,1633,81032,1323.25256,6.56,6.61,6.74,,10.00,16.91,16.07,25.39,26.83,9.03,44.48,57.09,69.26,64.18,71.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.09,4.43,16.23,1.88,18.46,36.28,85.91,20,4.76,55.56,39.68,20,4.76,28.57,18.25,0,0,0,0,0,0,-25.65,-1.38,-14.9,-17.79,-4.21,76.54,134.17,264.43,315.31,34.03,57.86,100.29,56.36,27.67,48.75,24.79,41.12,55.15,57.71,59.2,1.55655,99,27.09,55.28,87.28,25.89,,,,24.79,22.77,24.19,18.55,-9.09,1.126994,99
