Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
20-01-2026,NSE:MVKAGRO,SM,3661.53,699.55,51546,360.59004,6,6.32,2.46,L,-0.24,7.36,-4,-5.68,-2.91,6.37,18.54,71.51,92.78,94.51,94.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1.31,-1.81,-0.49,-2.02,-2.46,48.28,88.6,0,23.81,61.9,80.95,0,0,36.51,67.46,-10.11,-14.58,-14.58,-14.58,-14.58,-10.11,-12.1,0,0,-20.78,-39.76,35.2,244.18,2062.44,2062.44,13.34,66.41,975.19,516.07,56.11,0.92,-0.54,21.38,73.57,87.27,88.12,3.652754,99,-0.91,66.41,975.19,306.73,,,,-0.54,21.29,64.27,67.24,23.04,1.46631,99
20-01-2026,NSE:SWANDEF,BE,8465.49,1748.5,4348,76.02478,0.65,5.25,1.11,,-5.00,8.1,27.98,43.57,57.88,84.87,94.56,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,8.12,16.36,29.27,42.47,124.69,,,100,100,100,98.8,80,95.24,98.41,97.59,-5.99,-5.99,NA,NA,NA,-5.99,0,NA,NA,NA,NA,1652.18,NA,NA,NA,126.12,1848.28,NA,NA,NA,NA,60.25,97.4,0,0,0,3.339437,99,126.12,,,,,,,60.25,87.54,99.24,-7.42,-0.92,2.005522,99
20-01-2026,NSE:POLYSIL,ST,608.2,216,57230,123.6168,5.21,6.15,11.34,L,-1.37,3.06,-25.12,-35.65,-33.29,-38.38,-31.2,57.94,87.45,87.43,84.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7.11,-9.36,-15.06,-15.71,-26.59,43.91,30.89,0,0,42.86,71.43,0,0,25.4,61.9,-31.65,-38.64,-38.64,-38.64,-38.64,-31.65,-18.21,0,0,-33.9,-33.78,3.15,133.14,1369.39,1369.39,3.15,37.19,926.81,518.03,84.35,0.56,-30.92,-28.36,60,81.94,81.04,2.186588,99,-24.84,37.19,926.81,183.46,,,,-30.92,2.01,67.18,62.75,-1.1,1.35525,99
20-01-2026,NSE:CUPID,EQ,10443.37,403.35,9117490,36775.39592,8.38,7.9,3.3,,-5.11,-6.89,3.3,-20.64,-9.42,17.9,37.54,66.86,81.45,82.69,75.93,-1,2,-1,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,1,-7.09,0.35,-6.76,9.34,2.84,46.95,93.86,0,42.86,74.6,87.3,0,42.86,57.14,70.63,-23.16,-23.16,-23.16,-23.16,-23.16,-23.16,0,-0.76,0,-30.93,-35.56,72.67,175.68,601.48,601.48,3.41,113.11,244.87,132.45,30.16,0.14,-7.05,40.38,68.92,75.94,76.3,1.979108,99,-9.91,113.11,244.87,68.68,,,,-7.05,43.37,46.19,36.59,5.79,1.228767,99
20-01-2026,NSE:TAKE,BE,601.8,40.53,2076609,841.64963,4.47,4.44,5.97,,-4.07,-7.23,-0.17,5.48,13.27,27.19,49.3,75.89,78.61,65.16,46.21,-1,-1,2,2,HV2Y,-1,HV2Y,HV2Y,HV2Y,-1,-1,5,-1,-1,-3.02,3.63,0.63,12.52,15.03,51.22,135.83,100,100,100,79.37,20,71.43,74.6,49.21,-8.28,-8.28,-8.28,-8.28,-8.28,-8.28,0,0,-49.03,-63.8,-41.04,87.9,350.33,505.83,505.83,14.69,239.29,181.12,46.04,29.6,1.22,15.64,52.14,77.95,73.1,58.77,1.874025,99,14.69,239.29,133.52,-49.03,,,,15.64,41.99,51.7,3.84,-63.78,1.180832,99
20-01-2026,NSE:DIVINEHIRA,ST,317.04,242.75,27680,67.1932,1.75,2.87,9.44,S,2.00,1.13,-0.1,5.25,21.73,30.13,54.89,76.44,78.58,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,1.12,4.29,5.65,14.7,23.86,47.44,135.63,100,100,100,91.27,0,61.9,61.9,55.56,-3.94,-3.94,-3.94,NA,NA,-3.94,0,-1.22,-33.1,NA,NA,117.71,314.96,NA,NA,21.68,116.03,148.86,30,NA,NA,24.1,57.73,78.5,73.07,0,1.787865,99,21.68,111.11,91.43,,,,,24.1,42.82,47,1.67,99.08,1.209406,99
20-01-2026,NSE:TATSILV,EQ,3016.02,31.31,118041103,36958.66935,7.2,7.26,7.71,,7.97,21.14,26.92,28.33,37.27,51.2,47.65,65.31,70.11,72.15,73.4,EP,EP,-1,EP,EP,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.21,8.98,29.87,19,60.32,31.22,133.09,100,100,53.97,73.02,100,85.71,46.03,57.94,0,0,0,0,0,0,0,-6.18,-2.86,-5.36,-10.2,129.38,192.34,255.39,298.85,60.07,57.75,77,28.98,19.24,11.08,39.64,50.49,67.37,64.6,65.76,1.748639,99,60.07,57.75,73.99,22.57,,,,39.64,17,32.98,6.39,5.92,1.157452,99
20-01-2026,NSE:DHARIWAL,ST,307.03,386.8,47844,185.06059,4.16,4.65,5.75,,3.99,15.98,9.75,9.26,12.71,22.75,58,63.03,75.09,64.89,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,7.96,2.18,10.37,4.96,16.13,40.47,95.09,60,80.95,71.43,65.87,40,33.33,25.4,19.84,0,0,0,0,NA,0,-7.92,-24.3,-9.95,-38.94,NA,120.65,172.97,323.89,NA,19.02,107.85,77.54,56.71,5.59,NA,15.08,60.84,65.09,69.58,58.5,1.738737,99,12.31,91.85,69.04,,,,,15.08,52.34,11.21,25.2,-41.86,1.179684,99
20-01-2026,NSE:HDFCSILVER,EQ,6496.31,302.71,8625399,26109.94531,5.4,5.85,3.87,,7.07,19.25,25.21,27.11,35.87,50.18,47,64.53,69.46,71.46,72.8,HV2Y,HV2Y,2,2,HV2Y,-1,-1,-1,-1,-1,-1,5,-1,-1,16.38,8.75,27.53,18.83,57.11,31.1,128.02,100,100,53.97,73.02,100,85.71,39.68,53.97,0,0,0,0,0,0,0,-9.83,-2.86,-5.48,-10.22,126.53,185.66,247.5,288.79,56.75,57.23,74.84,29.06,18.74,10.94,38.24,49.84,66.59,63.95,65.07,1.723144,99,56.75,57.23,71.64,22.31,,,,38.24,17.81,32.31,6.48,5.65,1.153131,99
20-01-2026,NSE:BGRENERGY,BE,2504.01,370.95,121765,451.68727,4.55,5.05,5.64,,4.79,10.72,6.09,8.57,15.07,-11.65,-8.86,72.49,79.22,66.63,89.01,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,7.71,-0.36,7.32,-6.87,0.43,40.39,68.46,0,0,49.21,57.94,0,0,4.76,25.4,-0.79,-20.64,-20.64,-20.64,-20.64,-0.79,-32.6,0,-29.63,-46.85,0,21.21,283.17,419.54,965.03,18.25,40.01,399.01,192.94,121.27,255.44,17.44,-6.02,74.55,73.71,60.24,1.722385,99,12.55,25.07,399.01,131.68,,,,17.44,-27.72,73.97,17.04,-61.55,1.247395,99
