Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),Price_1D,Change_1W,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score
11-09-2025,NSE:ABAN,EQ,270.52,1.19,4.98,44.06,-2.04,4.38,-22.74,7.01,-61.51,-79.28,2.35,-22.98,-4.5,-60.69,-77.66,0.9114043749317685,11
11-09-2025,NSE:QUESS,EQ,3997.71,2.41,2.51,264.95,-1.76,-1.60,-16.89,-18.92,-28.39,-47.32,-3.63,-17.13,-30.43,-27.57,-45.7,0.9113328494141133,11
11-09-2025,NSE:NDL,EQ,480.01,19.32,2.7,3.49,2.01,2.01,-12.03,-6.59,-53.01,-69.94,-0.02,-12.27,-18.1,-52.19,-68.32,0.9112691754441117,10
11-09-2025,NSE:IRB,EQ,25967.7,114.62,2.56,42.45,-0.61,-4.24,-19.08,-4.85,-39.93,-45.84,-6.27,-19.32,-16.36,-39.11,-44.22,0.9110248717879456,10
11-09-2025,NSE:EMSLIMITED,EQ,2961.46,2.09,2.94,558.2,3.99,-3.24,-4.42,-14.67,-63.71,-45.58,-5.27,-4.66,-26.18,-62.89,-43.96,0.9107904710560505,10
11-09-2025,NSE:DISHTV,EQ,940.88,20.28,4.37,5.62,14.41,10.50,7.65,-17.62,-108.19,-145.73,8.47,7.41,-29.13,-107.37,-144.11,0.9107005470694336,10
11-09-2025,NSE:QUICKHEAL,EQ,1546.91,3.81,4.8,322.75,7.05,11.08,-9.23,2.90,-98.73,-129.56,9.05,-9.47,-8.61,-97.91,-127.94,0.9105539812503717,10
11-09-2025,NSE:RECLTD,EQ,92149.67,40.45,1.75,374.65,2.76,-3.38,-8.13,-8.42,-50.46,-62.14,-5.41,-8.37,-19.93,-49.64,-60.52,0.9103768524357756,10
11-09-2025,NSE:FINCABLES,EQ,12514.26,3.26,2.36,843.6,0.05,-0.27,-15.75,1.06,-57.02,-67.53,-2.3,-15.99,-10.45,-56.2,-65.91,0.9103275851589205,10
11-09-2025,NSE:HARDWYN,EQ,650.59,3.24,4.07,13.31,-1.65,-4.81,-7.44,3.08,-71.73,-67.97,-6.84,-7.68,-8.43,-70.91,-66.35,0.9102366663587217,10
11-09-2025,NSE:KCPSUGIND,EQ,359.54,1.55,4.26,32.81,-3.02,3.96,-10.64,-11.95,-48.13,-82.78,1.93,-10.88,-23.46,-47.31,-81.16,0.910148054982451,10
11-09-2025,NSE:PGEL,EQ,15099.41,68.04,4.7,570.05,2.64,11.24,-32.91,-53.85,-50.34,-5.58,9.21,-33.15,-65.36,-49.52,-3.96,0.9097308706277195,10
11-09-2025,NSE:BRIGADE,EQ,22516.89,4.28,3.09,934.25,0.62,-2.90,-29.53,-2.15,-36.91,-41.16,-4.93,-29.77,-13.66,-36.09,-39.54,0.9094391228412096,10
11-09-2025,NSE:IEX,EQ,12452.49,61.89,2.17,143.42,0.54,3.85,-32.62,-14.30,-28.39,-45.00,1.82,-32.86,-25.81,-27.57,-43.38,0.9094369497896659,10
11-09-2025,NSE:WSI,EQ,484.63,1.65,6.28,74.98,-0.19,4.12,-4.56,-7.28,-64.72,-110.74,2.09,-4.8,-18.79,-63.9,-109.12,0.9089470988604155,10
11-09-2025,NSE:ACLGATI,EQ,898.04,1.26,2.49,61.81,-1.07,0.40,-15.60,-2.15,-58.68,-63.99,-1.63,-15.84,-13.66,-57.86,-62.37,0.9089353166469388,9
11-09-2025,NSE:SPENCERS,EQ,511.5,1.17,4.26,57.98,-3.55,3.79,-9.50,-15.61,-55.92,-73.44,1.76,-9.74,-27.12,-55.1,-71.82,0.9079015909767717,9
11-09-2025,NSE:MEDICO,EQ,317.83,2.59,5.06,39.32,-0.48,0.92,-20.93,-55.21,-26.98,-16.66,-1.11,-21.17,-66.72,-26.16,-15.04,0.9078617252299226,9
11-09-2025,NSE:VARDMNPOLY,EQ,413.46,4.78,5.48,9.04,2.65,-2.43,-35.18,-6.42,-32.19,-33.85,-4.46,-35.42,-17.93,-31.37,-32.23,0.9077243978040955,9
11-09-2025,NSE:ATL,EQ,679.55,1.39,3.92,28.01,0.00,-7.64,-9.93,-0.21,-50.91,-71.90,-9.67,-10.17,-11.72,-50.09,-70.28,0.9075402617649653,9
11-09-2025,NSE:HCC,BE,4608.73,32.32,3.74,27.39,-0.66,3.14,-26.07,6.94,-68.38,-69.22,1.11,-26.31,-4.57,-67.56,-67.6,0.9072905744444496,9
11-09-2025,NSE:ANGELONE,EQ,20021.97,11.06,3.67,2216,-1.85,-14.99,-36.17,5.32,-54.57,-8.95,-17.02,-36.41,-6.19,-53.75,-7.33,0.9071502067971867,9
11-09-2025,NSE:DOLATALGO,EQ,1403.6,3.06,3.71,86.64,5.81,-0.52,-21.35,10.64,-59.79,-96.40,-2.55,-21.59,-0.87,-58.97,-94.78,0.9070094262303946,9
11-09-2025,NSE:RAMASTEEL,EQ,1543.7,53.13,3.15,10.29,-0.39,-4.76,-27.21,-0.58,-30.90,-60.54,-6.79,-27.45,-12.09,-30.08,-58.92,0.9069148101758728,9
11-09-2025,NSE:GEOJITFSL,EQ,1984.84,3.92,2.55,75.96,-0.54,5.11,-10.29,-3.82,-77.33,-91.02,3.08,-10.53,-15.33,-76.51,-89.4,0.9067346724714128,9
11-09-2025,NSE:INFIBEAM,EQ,4404.39,80.29,3.47,16.09,1.06,6.46,-24.36,-7.97,-60.26,-58.13,4.43,-24.6,-19.48,-59.44,-56.51,0.906009378179738,9
11-09-2025,NSE:GVKPIL,BE,506.74,8,2.23,3.64,7.14,1.65,-20.88,-10.16,-38.46,-71.70,-0.38,-21.12,-21.67,-37.64,-70.08,0.9056039118240277,9
11-09-2025,NSE:NIITMTS,EQ,4549.8,1.22,2.62,329.4,-1.87,2.29,-8.42,-30.16,-51.79,-54.05,0.26,-8.66,-41.67,-50.97,-52.43,0.9055733970469141,8
11-09-2025,NSE:RVNL,EQ,63176.11,61.57,3,335.15,2.45,-2.19,-23.21,-1.89,-40.40,-69.94,-4.22,-23.45,-13.4,-39.58,-68.32,0.9049036146747608,8
11-09-2025,NSE:CENTRALBK,EQ,31544.13,40.26,1.8,36.35,2.83,1.24,-5.80,-22.23,-63.30,-62.83,-0.79,-6.04,-33.74,-62.48,-61.21,0.9047472317212687,8
11-09-2025,NSE:KECL,EQ,766.42,1.43,3.32,123.53,5.61,2.32,-14.27,-15.28,-59.73,-57.17,0.29,-14.51,-26.79,-58.91,-55.55,0.9045789137818454,8
11-09-2025,NSE:GANDHAR,EQ,1428.16,1.04,2.5,145.64,-2.23,-3.00,-19.07,-2.25,-65.59,-48.75,-5.03,-19.31,-13.76,-64.77,-47.13,0.9039892295310666,8
11-09-2025,NSE:NEWGEN,EQ,12545.66,13.03,3.22,885.9,-1.49,2.24,-32.74,-11.99,-61.32,-23.72,0.21,-32.98,-23.5,-60.5,-22.1,0.9038510846842677,8
11-09-2025,NSE:FCSSOFT,EQ,408.58,17.89,2.6,2.41,-0.41,-0.41,-13.69,-21.16,-51.87,-49.79,-2.44,-13.93,-32.67,-51.05,-48.17,0.9031607534728859,8
11-09-2025,NSE:KOTARISUG,EQ,250.66,2.06,4.83,31.83,-1.45,8.36,-23.00,-14.26,-54.19,-75.21,6.33,-23.24,-25.77,-53.37,-73.59,0.9029878237748706,8
11-09-2025,NSE:NATCOPHARM,EQ,15455.39,3.73,2.29,848.25,-0.86,-6.08,-8.95,2.74,-75.17,-83.90,-8.11,-9.19,-8.77,-74.35,-82.28,0.9021107068056695,8
11-09-2025,NSE:EMBDL,EQ,12758.39,31.87,3.35,93.85,-3.78,-1.44,-20.69,-28.43,-39.20,-36.66,-3.47,-20.93,-39.94,-38.38,-35.04,0.9015148235219371,8
11-09-2025,NSE:TRITURBINE,EQ,16525.01,5.86,2.21,513.4,-0.28,-1.47,-17.32,-19.50,-52.05,-45.29,-3.5,-17.56,-31.01,-51.23,-43.67,0.9009849023513816,8
11-09-2025,NSE:PATELENG,EQ,3136.86,18.58,2.7,37.52,-0.64,-3.14,-14.85,-15.88,-53.04,-52.03,-5.17,-15.09,-27.39,-52.22,-50.41,0.9009026871345129,8
11-09-2025,NSE:SAKHTISUG,EQ,250.18,1.71,4.29,22.36,-1.12,-3.09,-21.24,-2.01,-52.06,-69.28,-5.12,-21.48,-13.52,-51.24,-67.66,0.9008389052959317,8
11-09-2025,NSE:DAMCAPITAL,EQ,1552.97,2.93,3.07,223.96,0.21,3.04,-21.72,0.21,-75.48,-75.48,1.01,-21.96,-11.3,-74.66,-73.86,0.9007596617085298,7
11-09-2025,NSE:HPAL,EQ,426.12,1.05,3.04,47.52,3.75,3.41,-8.90,-8.08,-76.22,-106.65,1.38,-9.14,-19.59,-75.4,-105.03,0.8999679665484019,7
11-09-2025,NSE:UCOBANK,EQ,35323.94,59.01,2.19,29.31,3.17,4.30,-8.32,-27.74,-69.23,-67.28,2.27,-8.56,-39.25,-68.41,-65.66,0.8999185093525024,7
11-09-2025,NSE:DEEPAKNTR,EQ,24468.91,2.19,2.01,1749.4,0.00,-5.50,-10.34,-13.70,-52.87,-67.43,-7.53,-10.58,-25.21,-52.05,-65.81,0.8996343006467207,7
11-09-2025,NSE:BSOFT,EQ,10222.17,6.4,2.41,375.55,0.47,0.60,-11.80,-15.68,-62.07,-74.04,-1.43,-12.04,-27.19,-61.25,-72.42,0.8991634913455498,7
11-09-2025,NSE:BHARATWIRE,EQ,1170.74,1.71,4.03,168.56,-4.17,-6.24,-25.23,-3.23,-40.98,-65.16,-8.27,-25.47,-14.74,-40.16,-63.54,0.898598563288083,7
11-09-2025,NSE:GANESHBE,EQ,668.35,1.6,3.22,94.92,-1.98,3.55,-13.72,-33.31,-43.12,-73.11,1.52,-13.96,-44.82,-42.3,-71.49,0.8985068955052982,7
11-09-2025,NSE:SONACOMS,EQ,27697.67,60.5,2.95,439.95,0.45,-1.36,-16.12,-17.65,-49.94,-63.40,-3.39,-16.36,-29.16,-49.12,-61.78,0.8984858781096797,7
11-09-2025,NSE:AURIONPRO,EQ,7260.58,1.22,3.55,1237.3,-4.19,-12.68,-12.05,-17.74,-38.38,-53.30,-14.71,-12.29,-29.25,-37.56,-51.68,0.8978602479805923,7
11-09-2025,NSE:TRACXN,EQ,525.41,3.41,3.44,50.98,-0.14,-3.81,-12.26,-6.65,-61.18,-83.62,-5.84,-12.5,-18.16,-60.36,-82,0.8978377462559484,7
11-09-2025,NSE:INDUSINDBK,EQ,57721.74,23.33,1.87,748.6,-0.83,-4.63,-10.86,-25.13,-31.26,-88.26,-6.66,-11.1,-36.64,-30.44,-86.64,0.8975485228239938,7
11-09-2025,NSE:UTKARSHBNK,EQ,2302.36,8.96,2.41,21.65,0.97,4.48,-12.75,-7.85,-67.07,-124.48,2.45,-12.99,-19.36,-66.25,-122.86,0.8975425299384865,7
11-09-2025,NSE:HITECH,EQ,1746.73,7,2.46,94.43,3.25,7.37,-9.28,-20.60,-79.24,-100.97,5.34,-9.52,-32.11,-78.42,-99.35,0.8969309386027444,6
11-09-2025,NSE:JYOTISTRUC,EQ,1808.79,63.77,3.66,16.31,0.80,-1.96,-19.31,-6.07,-88.34,-47.49,-3.99,-19.55,-17.58,-87.52,-45.87,0.8960806991864008,6
11-09-2025,NSE:PAVNAIND,EQ,5768.87,2.51,6.37,34.25,-6.86,-7.90,-29.90,-3.90,-59.74,-33.93,-9.93,-30.14,-15.41,-58.92,-32.31,0.8959931726061618,6
11-09-2025,NSE:UDS,EQ,1630.98,2,3.61,249.45,0.70,-3.77,-20.51,-14.29,-57.35,-48.55,-5.8,-20.75,-25.8,-56.53,-46.93,0.8957690208795839,6
11-09-2025,NSE:TTML,BE,10957.37,5.8,2.54,57.18,0.21,-0.91,-34.49,-6.21,-44.79,-59.55,-2.94,-34.73,-17.72,-43.97,-57.93,0.8955677036691578,6
11-09-2025,NSE:RAJOOENG,EQ,1804.8,5.18,3.57,97.87,-1.76,-3.72,-27.23,-33.85,-33.85,-33.85,-5.75,-27.47,-45.36,-33.03,-32.23,0.8944763640547168,6
11-09-2025,NSE:BIGBLOC,EQ,779.37,1.09,5.84,58.33,1.25,12.77,-12.43,-23.16,-97.65,-110.53,10.74,-12.67,-34.67,-96.83,-108.91,0.8943618029636163,6
11-09-2025,NSE:RKFORGE,EQ,10237.28,4.82,2.78,583.15,2.08,0.34,-12.53,-22.77,-67.08,-66.12,-1.69,-12.77,-34.28,-66.26,-64.5,0.8942401595633546,6
11-09-2025,NSE:SPCENET,BE,280.22,17.96,5.31,7.27,3.85,19.26,-5.78,-3.85,-227.79,-253.51,17.23,-6.02,-15.36,-226.97,-251.89,0.8940921255121871,6
11-09-2025,NSE:AKUMS,EQ,7155.13,3.06,3.07,459.65,-1.31,-4.35,-23.87,-9.56,-35.81,-88.18,-6.38,-24.11,-21.07,-34.99,-86.56,0.89379678637761,6
11-09-2025,NSE:ADSL,EQ,922.03,1.65,3.19,165.92,0.01,2.56,-14.61,-25.14,-60.68,-77.22,0.53,-14.85,-36.65,-59.86,-75.6,0.8929936113787089,6
11-09-2025,NSE:CONFIPET,EQ,1568.18,4.37,2.8,48.76,0.76,-0.57,-21.78,-10.09,-59.47,-78.32,-2.6,-22.02,-21.6,-58.65,-76.7,0.8923002529163324,6
11-09-2025,NSE:POKARNA,EQ,2733,1.51,5.24,857.7,9.36,-5.45,-25.99,-45.23,-45.51,-15.68,-7.48,-26.23,-56.74,-44.69,-14.06,0.8919420512206759,6
11-09-2025,NSE:MANYAVAR,EQ,18027.13,1.38,2.66,726.05,-0.29,-2.89,-8.86,-14.72,-89.58,-72.06,-4.92,-9.1,-26.23,-88.76,-70.44,0.8913064412866674,5
11-09-2025,NSE:ABREL,EQ,19490.9,1.06,3.18,1787.7,-1.66,-3.72,-37.27,-10.34,-58.10,-34.71,-5.75,-37.51,-21.85,-57.28,-33.09,0.890882672973321,5
11-09-2025,NSE:KNRCON,EQ,5367.92,5.01,2.2,196.76,-2.35,-6.88,-9.86,-13.86,-72.19,-76.36,-8.91,-10.1,-25.37,-71.37,-74.74,0.8899189782455196,5
11-09-2025,NSE:GTLINFRA,EQ,1894.74,411.06,2.89,1.49,0.00,0.00,-37.58,-6.71,-55.70,-64.43,-2.03,-37.82,-18.22,-54.88,-62.81,0.8886673313172645,5
11-09-2025,NSE:GENESYS,EQ,2349.4,1.49,4.22,576.1,-6.55,-3.21,-18.39,-28.96,-70.96,-40.09,-5.24,-18.63,-40.47,-70.14,-38.47,0.8882751875557715,5
11-09-2025,NSE:ONEPOINT,BE,1129.06,5.49,3.88,44.23,0.29,-4.75,-33.19,-15.44,-37.19,-62.08,-6.78,-33.43,-26.95,-36.37,-60.46,0.8880480526030898,5
11-09-2025,NSE:TTL,BE,283.63,1.23,4.99,10.65,-0.38,-11.64,-47.97,-6.82,-66.67,-11.37,-13.67,-48.21,-18.33,-65.85,-9.75,0.8872213108694502,5
11-09-2025,NSE:BAJAJHIND,EQ,2585.38,108.04,3,20.8,-1.92,-11.73,-19.90,0.48,-63.27,-87.84,-13.76,-20.14,-11.03,-62.45,-86.22,0.8866037523833227,5
11-09-2025,NSE:OMINFRAL,EQ,1056.55,2.11,3.99,107.81,-1.66,-4.94,-20.28,-16.20,-64.34,-63.09,-6.97,-20.52,-27.71,-63.52,-61.47,0.8866018306275403,5
11-09-2025,NSE:HLVLTD,EQ,767.38,4.05,3.5,11.86,-0.08,-1.69,-20.24,-20.32,-66.53,-72.51,-3.72,-20.48,-31.83,-65.71,-70.89,0.8846886991821709,5
11-09-2025,NSE:NIITLTD,EQ,1457.33,3.8,3.14,110.94,-2.42,-1.85,-22.62,-11.21,-89.58,-69.26,-3.88,-22.86,-22.72,-88.76,-67.64,0.8828984906280182,5
11-09-2025,NSE:IMAGICAA,EQ,3200.51,5.18,3.46,55.34,-0.61,-9.43,-27.92,-18.59,-38.54,-67.18,-11.46,-28.16,-30.1,-37.72,-65.56,0.8828235508769297,5
11-09-2025,NSE:REFEX,EQ,4713.57,3.25,4.38,353.5,-3.51,-15.28,-37.45,-19.93,-54.46,-15.94,-17.31,-37.69,-31.44,-53.64,-14.32,0.8827552574190058,5
11-09-2025,NSE:ESSARSHPNG,EQ,484.32,1.37,4.56,24.11,-2.90,-4.56,-32.97,-4.60,-57.69,-83.78,-6.59,-33.21,-16.11,-56.87,-82.16,0.8825782165854291,4
11-09-2025,NSE:ALANKIT,EQ,382.33,2.1,3.05,13.93,-1.15,-6.53,-13.21,-17.95,-72.29,-85.21,-8.56,-13.45,-29.46,-71.47,-83.59,0.8823039948049765,4
11-09-2025,NSE:PSB,EQ,19690.25,10.57,2.64,29.35,3.30,4.16,-8.82,-41.91,-84.09,-93.73,2.13,-9.06,-53.42,-83.27,-92.11,0.8822771884323699,4
11-09-2025,NSE:SEPC,EQ,2178.8,42.35,3.38,11.92,2.27,7.05,-19.80,-12.93,-96.68,-134.09,5.02,-20.04,-24.44,-95.86,-132.47,0.8819182417436376,4
11-09-2025,NSE:FIVESTAR,EQ,16165.24,10.65,2.66,530,0.63,-8.84,-48.08,-29.90,-19.47,-41.93,-10.87,-48.32,-41.41,-18.65,-40.31,0.8817997295488943,4
11-09-2025,NSE:JINDALSAW,EQ,12662.26,10.34,2.53,202.53,-1.45,-0.40,-21.44,-31.96,-66.57,-70.68,-2.43,-21.68,-43.47,-65.75,-69.06,0.8793418824159875,4
11-09-2025,NSE:UNITECH,BZ,1874.69,20.62,3.87,6.81,-1.32,-6.46,-47.14,-4.85,-61.09,-52.57,-8.49,-47.38,-16.36,-60.27,-50.95,0.8784362018636785,4
11-09-2025,NSE:SWSOLAR,EQ,6086.03,17.27,3.1,267.4,1.25,-2.67,-23.07,4.13,-89.72,-163.78,-4.7,-23.31,-7.38,-88.9,-162.16,0.8782725839847514,4
11-09-2025,NSE:PARACABLES,EQ,1379.05,10.13,3.47,47.3,1.35,-10.30,-15.69,-20.68,-60.34,-89.98,-12.33,-15.93,-32.19,-59.52,-88.36,0.8770912073902809,4
11-09-2025,NSE:EXICOM,EQ,1977.58,3.69,3.79,146.18,-0.72,2.17,-31.60,-2.45,-86.29,-129.48,0.14,-31.84,-13.96,-85.47,-127.86,0.8769693928409074,4
11-09-2025,NSE:SUBEXLTD,BE,703.07,5.74,3.87,12.87,-0.78,5.36,-25.02,-9.09,-106.45,-126.34,3.33,-25.26,-20.6,-105.63,-124.72,0.8769467655845161,4
11-09-2025,NSE:PARSVNATH,BE,638.85,3.56,5.87,14.06,-6.47,-7.40,-29.94,-59.74,-32.65,-38.12,-9.43,-30.18,-71.25,-31.83,-36.5,0.876782127325853,4
11-09-2025,NSE:KAMDHENU,EQ,789.28,7.72,2.86,28.88,1.11,-1.90,-15.20,-21.92,-76.07,-114.40,-3.93,-15.44,-33.43,-75.25,-112.78,0.8767708891341357,3
11-09-2025,NSE:MUFTI,EQ,790.85,2.63,3.51,118.47,-5.72,-1.53,-44.33,-10.58,-61.85,-68.89,-3.56,-44.57,-22.09,-61.03,-67.27,0.8764807142294048,3
11-09-2025,NSE:ELECTCAST,EQ,6022.35,11.61,3.01,97.99,-0.29,-2.27,-33.75,-4.11,-71.73,-114.17,-4.3,-33.99,-15.62,-70.91,-112.55,0.8748820890693741,3
11-09-2025,NSE:ALLCARGO,EQ,3108.54,19.18,2.94,31.18,-1.03,-14.27,-13.95,-5.97,-77.68,-115.81,-16.3,-14.19,-17.48,-76.86,-114.19,0.8748368087167667,3
11-09-2025,NSE:PDSL,EQ,4635.56,1.29,3.38,329.05,2.20,1.61,-27.20,-36.26,-79.14,-61.54,-0.42,-27.44,-47.77,-78.32,-59.92,0.8739976731638761,3
11-09-2025,NSE:VIKASECO,EQ,367.89,35.09,2.77,2.06,-0.97,-4.85,-25.73,-23.79,-65.53,-81.07,-6.88,-25.97,-35.3,-64.71,-79.45,0.8728048836720941,3
11-09-2025,NSE:CELLECOR,ST,683.51,3.97,4.79,33.1,-2.11,-4.08,-11.63,-88.67,-68.13,-42.75,-6.11,-11.87,-100.18,-67.31,-41.13,0.8722495648711076,3
11-09-2025,NSE:IONEXCHANG,EQ,6129.93,1.74,2.75,417.4,-0.01,-7.43,-31.40,-20.48,-72.33,-59.33,-9.46,-31.64,-31.99,-71.51,-57.71,0.8711850703451197,3
11-09-2025,NSE:HILINFRA,EQ,683.5,14.54,4.83,87.78,-5.95,-31.01,-31.01,-31.01,-31.01,-31.01,-33.04,-31.25,-42.52,-30.19,-29.39,0.8708806220006837,3
11-09-2025,NSE:SAKUMA,EQ,398.2,12.68,3.95,2.6,-1.15,-0.38,-32.31,-17.31,-58.08,-130.38,-2.41,-32.55,-28.82,-57.26,-128.76,0.870725403979405,3
11-09-2025,NSE:REGAAL,EQ,1175.16,62.14,5.94,107.5,-0.60,-31.16,-31.16,-31.16,-31.16,-31.16,-33.19,-31.4,-42.67,-30.34,-29.54,0.8704395769451624,3
11-09-2025,NSE:BASML,EQ,231.05,1.12,4.26,28.62,0.70,-0.70,-27.43,-18.34,-78.13,-109.75,-2.73,-27.67,-29.85,-77.31,-108.13,0.8702776665228109,3
11-09-2025,NSE:NAGAFERT,EQ,310.99,5.99,4.61,5.31,-3.01,-8.29,-10.73,-30.51,-91.15,-93.79,-10.32,-10.97,-42.02,-90.33,-92.17,0.869091947631004,3
11-09-2025,NSE:TEJASNET,EQ,10297.44,11.54,3.11,590.85,-1.30,4.71,-18.98,-24.64,-126.31,-123.75,2.68,-19.22,-36.15,-125.49,-122.13,0.8678911107878725,2
11-09-2025,NSE:RCOM,BE,417.6,64.28,7.16,1.34,-2.99,-26.87,-25.37,-51.49,-38.06,-26.87,-28.9,-25.61,-63,-37.24,-25.25,0.8677535641794226,2
11-09-2025,NSE:ORIENTCEM,EQ,4470.81,4.29,2.51,223.07,-1.56,-6.16,-36.46,-50.83,-54.41,-38.16,-8.19,-36.7,-62.34,-53.59,-36.54,0.8675870930858239,2
11-09-2025,NSE:JAIBALAJI,EQ,9266.71,8.3,3.52,99.94,-1.18,-5.17,-3.96,-52.13,-92.06,-121.95,-7.2,-4.2,-63.64,-91.24,-120.33,0.8652523803525244,2
11-09-2025,NSE:HIKAL,EQ,3144.17,5.67,3.89,259.9,0.06,-3.71,-45.88,-44.81,-66.83,-33.46,-5.74,-46.12,-56.32,-66.01,-31.84,0.8645882854360377,2
11-09-2025,NSE:SURAJEST,EQ,1399.76,3.23,5.43,294.4,-1.36,4.26,-24.05,-13.43,-129.30,-162.40,2.23,-24.29,-24.94,-128.48,-160.78,0.8645196873683064,2
11-09-2025,NSE:HFCL,EQ,10084.28,98.02,2.83,70.28,0.41,-4.14,-25.26,-19.34,-86.30,-117.54,-6.17,-25.5,-30.85,-85.48,-115.92,0.8639057205448141,2
11-09-2025,NSE:VIKASLIFE,EQ,416.12,35,2.7,2.25,-0.89,0.89,-17.78,-41.78,-104.89,-114.67,-1.14,-18.02,-53.29,-104.07,-113.05,0.8609645108446803,2
11-09-2025,NSE:SADHNANIQ,BE,276.71,16.48,1.09,10.87,8.83,42.13,-52.62,-135.69,-366.05,-415.70,40.1,-52.86,-147.2,-365.23,-414.08,0.857752383505458,2
11-09-2025,NSE:SHALPAINTS,EQ,596.44,1.39,4.15,73.73,0.75,-0.37,-39.02,-50.52,-60.91,-85.45,-2.4,-39.26,-62.03,-60.09,-83.83,0.8568125555656186,2
11-09-2025,NSE:PPL,EQ,749.72,1.17,4.82,319.35,-1.30,-10.63,-27.98,-40.07,-75.56,-100.97,-12.66,-28.22,-51.58,-74.74,-99.35,0.8497802943214972,2
11-09-2025,NSE:VAKRANGEE,EQ,904.47,21.7,4.03,9,5.00,3.67,-14.11,-53.33,-188.89,-123.78,1.64,-14.35,-64.84,-188.07,-122.16,0.8496601300181145,2
11-09-2025,NSE:PAKKA,EQ,655.34,2.76,4.9,156.61,4.45,-10.54,-23.31,-30.07,-101.84,-121.57,-12.57,-23.55,-41.58,-101.02,-119.95,0.8484319066274214,1
11-09-2025,NSE:SHAREINDIA,EQ,3174.73,3.34,3.15,145.77,-2.46,-13.03,-25.86,-27.54,-105.25,-98.87,-15.06,-26.1,-39.05,-104.43,-97.25,0.8483604497689535,1
11-09-2025,NSE:MARKSANS,EQ,7651.22,13.73,3.25,174.2,1.50,-20.60,-49.23,-18.93,-90.50,-51.03,-22.63,-49.47,-30.44,-89.68,-49.41,0.8461183718810082,1
11-09-2025,NSE:BALAXI,EQ,251.75,1.26,3.2,44.97,-3.40,-9.18,-17.70,-57.73,-86.66,-134.36,-11.21,-17.94,-69.24,-85.84,-132.74,0.8445961444144895,1
11-09-2025,NSE:EASEMYTRIP,EQ,3033.14,236.83,3.87,8.54,0.12,-3.16,-28.81,-46.37,-99.53,-137.53,-5.19,-29.05,-57.88,-98.71,-135.91,0.8429956805935961,1
11-09-2025,NSE:PRAJIND,EQ,7186.17,9.04,2.88,390.45,-2.96,-14.07,-30.32,-33.41,-107.03,-88.27,-16.1,-30.56,-44.92,-106.21,-86.65,0.842757524895156,1
11-09-2025,NSE:RAYMONDREL,EQ,4051.01,2.35,3.89,617.15,1.71,-2.95,-62.04,-62.04,-62.04,-62.04,-4.98,-62.28,-73.55,-61.22,-60.42,0.8424308773268323,1
11-09-2025,NSE:KAMOPAINTS,EQ,320.33,36.67,4.35,9.2,-2.39,0.76,-27.28,-27.50,-92.72,-416.30,-1.27,-27.52,-39.01,-91.9,-414.68,0.8423039784398196,1
11-09-2025,NSE:KCEIL,SM,346.79,1.86,4.98,203.75,-23.19,-61.42,-43.93,-13.01,-47.09,-48.86,-63.45,-44.17,-24.52,-46.27,-47.24,0.841181176059638,1
11-09-2025,NSE:LAXMIDENTL,EQ,1868.71,1.92,3.87,311.3,-6.83,-25.78,-37.95,-39.42,-74.11,-74.11,-27.81,-38.19,-50.93,-73.29,-72.49,0.8357483942613929,1
11-09-2025,NSE:VERTOZ,EQ,654.14,1.15,3.89,75.64,-3.03,-19.54,-21.36,-26.65,-102.14,-334.43,-21.57,-21.6,-38.16,-101.32,-332.81,0.8269720023596232,1
11-09-2025,NSE:JINDWORLD,EQ,3674.54,48.89,4.52,36.65,-0.93,2.37,-62.95,-70.50,-115.63,-99.40,0.34,-63.19,-82.01,-114.81,-97.78,0.8240680629184337,1
11-09-2025,NSE:UYFINCORP,EQ,228.29,12.71,10.1,13.06,0.84,-26.65,-41.50,-46.63,-100.61,-158.81,-28.68,-41.74,-58.14,-99.79,-157.19,0.8092983301613923,1
11-09-2025,NSE:VPRPL,EQ,1607.28,14.71,5,120.14,3.56,-28.04,-40.41,-43.39,-177.72,-98.02,-30.07,-40.65,-54.9,-176.9,-96.4,0.807069862446744,1
11-09-2025,NSE:NECLIFE,BE,321.81,2.96,4.76,15.03,2.46,2.13,-58.75,-94.48,-132.00,-243.78,0.1,-58.99,-105.99,-131.18,-242.16,0.8010753704548144,1
11-09-2025,NSE:VLEGOV,EQ,367.65,3.51,5.99,37.28,13.17,-18.00,-54.88,-19.21,-328.81,-239.67,-20.03,-55.12,-30.72,-327.99,-238.05,0.7927227033562034,1
11-09-2025,NSE:DREAMFOLKS,BE,751.11,1.13,4.54,138.14,-0.90,0.39,-101.17,-82.64,-208.42,-259.64,-1.64,-101.41,-94.15,-207.6,-258.02,0.7751716538255145,1
11-09-2025,NSE:AFFORDABLE,EQ,301.4,1.13,7.31,240.15,-12.83,-63.36,-93.32,-86.01,-165.96,-212.76,-65.39,-93.56,-97.52,-165.14,-211.14,0.7359978460180385,1
11-09-2025,NSE:PATANJALI,EQ,64457.45,5.39,1.8,598.9,-202.29,-197.76,-180.51,-192.14,-209.81,-220.76,-199.79,-180.75,-203.65,-208.99,-219.14,0.6599539618663892,1
