Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHighP_1W,RSHighP_1M,RSHighP_3M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
02-11-2025,NSE:STALLION,BE,2176.29,274.35,3326858,9127.23492,7.42,8.47,5.57,2M,-4.99,-16.89,-51.03,-20.9,8.77,55.45,75.12,58.55,NA,NA,-1,HV2Y,HV2Q,HVQ,-1,-1,-1,-1,-1,5,-1,-11.48,1.51,-10.12,19.65,11.86,,,0,0,0,0,0,0,-33.79,-33.79,-33.79,NA,NA,-33.79,0,-0.23,-45.83,NA,NA,139.52,328.6,NA,NA,1.48,192.05,97.86,10.49,NA,NA,4.65,52.6,67.93,46.74,0,1.507847,99,1.48,187.26,13.15,,,,4.65,52.49,39.7,-71.59,107.59,1.168891,99
02-11-2025,NSE:IFBAGRO,EQ,1246.76,1324.2,42468,562.36126,8.29,8.29,8.54,,1.07,14.44,25.58,25.46,38.34,30.6,63.17,59.42,61.1,64.41,HVQ,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,22,10.32,9.41,21.77,17.29,47.23,24.23,94.31,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-11.18,0,-20.14,-12,-15.63,76.56,181.8,195.51,236.78,54.46,17.09,105.08,8.83,36.66,31.01,34.22,27.75,55.98,47.61,55.99,1.482079,99,54.46,11.16,73.16,-12.94,,,34.22,-11.23,42.47,-15.17,11.72,1.128287,99
02-11-2025,NSE:CPS,SM,232.39,1050.85,3831,40.25806,2.58,3.9,6.9,,2.52,15.97,30.76,33.19,28.15,19.41,54.08,54.03,74.21,57.92,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.21,7.99,23.03,11.36,38.81,15.82,64.9,0,0,0,0,0,0,0,0,0,0,0,0,-14.2,0,-26.61,-0.03,-43.6,59.22,147.26,320.34,320.34,49.67,14.39,99.27,93.04,93.24,7.24,24.03,16.56,46.89,42.22,69.1,1.454841,99,35.17,6.9,72.84,27,,,24.03,-10.85,38.56,-5.08,51.49,1.15188,99
02-11-2025,NSE:OSELDEVICE,ST,1142.63,645.7,20364,131.49035,4.41,4.78,4.31,,4.99,10.4,5.84,8.57,8.02,27.94,66.49,49.45,69.41,NA,-1,-1,HV2Q,HV2Q,-1,2,-1,-1,-1,-1,5,5.44,1.3,6.83,1.59,8.55,39.15,78.39,0,0,0,0,0,0,0,-0.57,-0.57,-0.57,NA,0,-8.55,0,-35.75,-3.09,NA,48.51,215.05,244.1,NA,20.58,110.83,137.58,22.57,84.88,NA,3.9,25.09,59.3,37.64,64.3,1.443188,99,8.34,110.83,49.45,,,,3.9,22.97,49.03,-55.81,47.08,1.157316,99
02-11-2025,NSE:GABRIEL,EQ,18257.14,1273.9,427988,5452.13913,4.32,4.29,5.23,,1.21,2.9,0.6,-1.27,7.26,17.59,57.89,67.02,66.31,72.21,-1,-1,-1,-1,EEP,HVQ,-1,-1,-1,-1,9,0.54,0.31,0.85,1.25,2.13,35.33,57.92,0,0,0,0,0,0,-3.22,-3.29,-3.29,-3.29,-3.29,-3.22,-10.31,-5.42,-10.19,-23.39,-21.73,27.08,133.19,220.68,358.65,4.54,28.22,164.28,35.05,51.25,54.53,3.14,14.74,50.7,55.21,61.2,1.436807,99,2.64,21.02,164.28,6.59,,,3.14,12.46,44.44,16.72,5.42,1.12383,99
02-11-2025,NSE:TAKE,BE,332.85,21.66,476497,103.20925,2.61,5.78,14.07,,-3.13,-15.14,9.6,29.04,46.95,53.37,63.07,41.18,19.07,-29.96,-1,HV2Y,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-0.92,10.81,11.09,27.1,52.38,23.57,99.36,0,0,0,0,0,0,-13.15,-13.15,-13.15,-13.15,-26.45,-13.15,-0.78,-18.88,-64.09,-61.1,-46.47,140.67,196.31,223.77,223.77,79.6,27.67,50.97,19.58,0,2.16,42.83,50.52,55.88,29.37,13.96,1.436692,99,79.6,16.3,-16.53,-59.56,,,42.83,13.42,16.33,-64.23,-30.01,1.090006,97
02-11-2025,NSE:NETWEB,EQ,22837.17,4037.8,3254737,131419.77059,6.25,6.1,4.84,,-1.61,7.94,6.88,1.84,9.64,49.9,64.79,59.78,37.79,62.92,-1,HV2Y,HV2Y,EEP,-1,-1,-1,-1,-1,11,-1,1.78,2.69,4.59,13.22,20.52,35.49,86.82,0,0,0,0,0,0,-7.39,-7.39,-7.39,-7.39,-7.39,-7.39,-1.27,-0.02,-51.99,-45.16,-9.84,98.76,159.77,201.19,201.19,8.63,103.57,50.9,6.05,22.39,89.32,5.52,47.05,57.6,47.97,32.68,1.429348,99,-0.6,96.66,38.42,-39.25,,,5.52,45.87,25.26,-19.2,-47.1,1.105507,98
02-11-2025,NSE:SUMEETINDS,BE,1777.4,33.64,369299,124.23218,8.6,8.24,10.23,S,0.12,-6.9,-10.61,1.01,-2.95,25.21,54.82,72.65,49.46,36.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.07,1.25,-2.86,11.93,10.29,35.78,71.73,0,0,0,0,0,0,-13.72,-13.72,-13.72,-13.72,-13.72,-13.72,0,-10.53,-26.78,-68.49,-41.78,60.9,200.57,331.28,331.28,4.25,99.63,222.56,94.87,9.52,102.38,-7.07,22.36,47.63,60.84,44.35,1.406166,99,-7.23,99.63,185.91,15.15,,,-7.07,28.67,35.13,34.49,-77.19,1.115528,99
02-11-2025,NSE:IZMO,BE,1220.77,819.7,327867,2687.5258,5.87,6.45,3.8,3L,5.00,2.07,-9.36,-20.68,-48.5,54.11,66.18,47.38,54.5,62.62,-1,-1,HV2Y,-1,-1,HVQ,-1,-1,-1,-1,-1,-2.98,-6.38,-8.79,-0.07,-8.86,46.12,69.15,0,0,0,0,0,0,-29.12,-39.22,-39.22,-39.22,-39.22,-29.12,-9.75,-14.12,-56.26,-31.95,-30.07,128.07,199.11,239.07,239.07,5,238.69,55.59,14.68,73.48,50.01,-52.62,51.26,58.99,35.57,49.39,1.402102,99,-29.12,208.56,-12.25,-43.97,,,-52.62,70.42,21.83,-60.56,21.12,1.241535,99
02-11-2025,NSE:PROZONER,BE,1066.39,69.88,2955258,2065.13429,4.47,4.99,4.28,,-2.01,10.03,15.93,16.56,23.48,38.77,49.71,48.98,67.74,43.62,-1,HV2Y,HV2Q,HV2Q,-1,HVQ,-1,-1,9,-1,-1,5.43,6.56,12.83,16,34.31,23.87,76.42,0,0,0,0,0,0,-3.97,-3.97,-3.97,-3.97,-3.97,-3.97,0,0,-13.66,-13.37,-45.22,76.33,105.17,220.11,220.11,20.44,46.37,51.79,60.97,63.31,0.85,19.36,35.92,42.52,37.17,62.63,1.401298,99,16.14,42.28,22.5,12.66,,,19.36,21.29,13.42,-6.43,44.36,1.122989,99
02-11-2025,NSE:UNITEDPOLY,BE,915.77,39.81,144541,57.54177,5.78,5.8,5.87,S,-1.85,-6.71,-10.25,-16.08,-12.48,27.08,51.95,56.17,72.87,75.12,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-5.1,-0.99,-6.03,5.69,-0.36,39.3,64.14,0,0,0,0,0,0,-15.32,-19.79,-19.79,-19.79,-19.79,-15.32,-9.77,0,0,-2.43,-22.04,30.61,159.35,277.92,393,0,124.57,140.51,129.68,116.06,33.75,-16.6,24.23,44.76,44.36,67.76,1.396654,99,-15.32,117.59,70.63,118.7,,,-16.6,36.49,29.64,3.82,45.69,1.145673,99
02-11-2025,NSE:SALSTEEL,BE,327.38,38.53,308105,118.71286,3.11,4.32,4.15,,1.99,5.66,23.85,28.55,26.81,59.3,51.44,47.16,35.74,33.82,-1,-1,HVQ,-1,HV2Y,-1,-1,2,-1,-1,-1,8.46,7.33,17.05,15.21,38.04,25.51,85.3,0,0,0,0,0,0,0,0,0,0,0,0,-19.1,-32.56,-36.73,-33.14,-18.69,154.49,154.49,154.49,154.49,44.58,86.26,0,11.17,13.43,37.94,22.69,56.45,44.25,35.35,30.63,1.396354,99,37.95,66.08,-21.99,-8.28,,,22.69,45.72,-23.78,-13.8,-14.02,1.103157,98
02-11-2025,NSE:APOLLO,EQ,9255.53,276.8,15787620,43700.13216,4.31,4.24,7.33,3L,-1.62,-5.18,-6.02,-19.94,-17.81,38,57.95,55.33,63.1,55.36,-1,-1,HV2Y,EEP,-1,EEP,-1,-1,-1,-1,-1,-3.73,-3.08,-6.61,-1.23,-7.74,37.78,48.28,0,0,0,0,0,0,-19.24,-19.51,-19.51,-19.51,-19.51,-19.24,-5.18,-19.8,-23.06,-18.26,-27.59,62.88,137.39,202.55,203.44,0.18,91.89,61.83,27.59,35.56,11.96,-21.93,35.15,50.76,43.52,57.99,1.371631,99,-15.99,71.16,44.3,-4.6,,,-21.93,48.69,27.72,-11.23,25,1.137709,99
02-11-2025,NSE:AXISCADES,BE,6816.2,1601.1,110732,1772.93005,4.95,4.85,6.31,2L,3.42,9.75,4.93,-4.87,0.44,18.84,50.47,58.58,69.52,57.31,-1,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,31,4.37,-0.97,3.36,1.62,5.07,25.82,41.64,0,0,0,0,0,0,-7.14,-9.26,-9.26,-9.26,-9.26,-7.14,-9.66,-12.25,-17.68,-18.04,-37.48,35.89,108.42,272.18,272.18,13.26,35.29,100.14,84.36,54.15,8.42,-3.68,15.99,43.28,46.77,64.41,1.370306,99,-1.47,11.88,94.94,40.92,,,-3.68,19.8,34.51,11.41,34.01,1.120853,99
02-11-2025,NSE:CARTRADE,EQ,14283.22,3019.5,550492,16622.10594,4.33,4.34,4.04,,-0.02,15.7,17.56,18.03,18.86,30.75,41.44,54.7,67.46,77.07,EEP,EEP,-1,EEP,EEP,-1,-1,-1,-1,-1,-1,7.74,4.93,13.32,5.7,20.18,24.41,58.98,0,0,0,0,0,0,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-10.5,0,-2.15,-17.92,-6.42,43.49,99.78,189.72,377.05,23.56,45.11,52.85,113.68,116.09,55.21,14.74,27.9,34.25,42.89,62.35,1.364593,99,23.56,44.16,52.85,99.13,,,14.74,15.98,10.97,17.67,35.76,1.113605,99
02-11-2025,NSE:SEJALLTD,BE,940.31,935.55,16011,149.79091,4.93,5.78,29.83,,2.55,-0.51,19.4,12.92,17.97,48.04,58.24,43.73,45.3,65.93,-1,-1,HVY,HVQ,-1,-1,-1,-1,-1,5,-1,3.6,5.9,10.1,15.08,29.66,28.32,80.88,0,0,0,0,0,0,-5.25,-5.25,-5.25,-5.25,-5.25,-5.25,-4.51,-9.6,-42.4,-22.4,-3.74,88.9,156.32,192.54,215.37,27.06,64.9,52,23.48,112.9,106.98,13.85,45.19,51.05,31.92,40.19,1.352403,99,16.1,64.49,-2.8,17.7,,,13.85,37.98,15.17,-39.71,10.37,1.092906,97
02-11-2025,NSE:MCLEODRUSS,BE,646.27,61.87,1191604,737.24539,3.26,5.34,8.23,,-2.01,-10.67,10.72,12.17,40.18,37.97,47.5,36.2,57.49,43.11,-1,2,-1,HV2Q,-1,-1,-1,-1,2,-1,-1,-0.66,7.99,7.96,20.27,35.41,16.8,62.75,0,0,0,0,0,0,-9.64,-9.64,-9.64,-9.64,-9.64,-9.64,-15.44,-12.31,-37.33,-23.85,-29.01,74.33,103.19,124.09,187.1,58.6,14.48,36.63,31.71,83.16,22.04,36.06,35.12,40.31,24.39,52.38,1.348175,99,58.6,13.22,0.76,11.88,,,36.06,-2.38,10.91,-26.5,40.96,1.109561,98
02-11-2025,NSE:PRAMARA,SM,370.28,322.85,53630,173.14446,3.52,3.57,5.47,,1.08,2.48,5.96,11.07,14.45,33.75,51.85,60.04,51.68,56.56,-1,-1,-1,-1,HVQ,-1,-1,-1,6,-1,-1,3.25,2.99,6.43,7.55,15.12,31.8,68.8,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,0,-15.97,-30.27,-15.68,47.59,109.78,211.03,277.6,13.54,49.38,106.07,49.76,50.88,82.46,10.33,30.9,44.66,48.23,46.57,1.34815,99,13.4,49.38,74.54,-8.56,,,10.33,23.88,22.87,12.04,-13.34,1.08764,97
02-11-2025,NSE:NACLIND,BE,4088.92,202.62,228078,462.13164,4.55,4.77,3.28,,-0.84,-2.78,2.03,-12.17,1.66,-51.96,5.07,70.96,73.37,64.32,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1.19,-2.26,-3.38,-10.46,-12.53,21.87,11.96,0,0,0,0,0,0,-10.85,-37.33,-37.33,-37.33,-37.33,-10.85,-38.37,-3.18,-8.06,-24.78,-31.03,2.99,23.21,306.46,306.46,2.99,0,443.53,285.84,18.03,6.39,-2.46,-54.81,-2.12,59.15,68.26,1.342165,99,-0.13,-17.23,374.88,178.51,,,-2.46,-53.21,33.07,64.43,15.9,1.207309,99
02-11-2025,NSE:GMBREW,EQ,2787.32,1226.4,1351502,16574.82053,9.44,9.19,3.86,,-1.78,-3.08,11.23,25.79,42.73,43.26,46.28,44.72,37.6,58.13,-1,HV2Y,-1,HV2Q,-1,-1,-1,-1,2,-1,-1,3.68,9.3,14.31,21.64,45.88,12.92,67.53,0,0,0,0,0,0,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-7.67,-12.38,-33.54,-31.62,-22.8,82.27,88.72,103.59,162.41,68.59,4.39,15.52,9.36,45.05,63.75,38.61,40.41,39.09,32.91,32.49,1.337684,99,68.59,-5.41,3.24,-18.11,,,38.61,2.25,0.87,-7.88,-5.3,1.080625,96
02-11-2025,NSE:HBLENGINE,EQ,27777.71,1004.2,1842156,18498.93055,3.53,3.53,3.73,,0.14,7.22,8.24,12.82,18.98,42.02,50.87,50.07,47.78,48.88,-1,-1,EEP,-1,HVQ,EEP,-1,-1,-1,-1,13,3.24,3.84,7.36,6.79,15.18,27.79,59.5,0,0,0,0,0,0,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-10.54,-8.57,-30,-28.87,-22.49,71.01,114.39,147.1,150.17,20.36,45.55,43.26,21.41,24.91,30.63,14.86,39.17,43.68,38.26,42.67,1.325022,98,20.36,29.79,13.58,-20.07,,,14.86,29.76,10.79,-6.6,3.01,1.082332,96
02-11-2025,NSE:FORCEMOT,EQ,23068.26,17654,104360,18423.7144,4.09,4.02,2.74,S,3.25,7.43,5.84,13.32,4.87,-0.09,43,63.71,64.83,67.32,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,4.44,-0.28,4.15,-5.43,-1.21,28.63,38.41,0,0,0,0,0,0,0,-19.38,-19.38,-19.38,-19.38,0,-23.3,-7.72,0,-35.61,-37.59,15.36,81.77,180.44,201.28,15.36,17.1,180.7,62.05,91.09,85.23,0.75,-2.94,35.81,51.9,59.72,1.322406,98,4.75,15.16,176.22,14.82,,,0.75,-3.89,38.59,31.36,10.66,1.110767,99
02-11-2025,NSE:RMDRIP,EQ,2044.86,81.7,593663,485.02267,3.94,3.95,7.57,,0.47,4.48,15.2,15.3,7.16,18.83,39.51,50.92,69.52,87.29,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,5.29,2.65,8.17,1.35,9.64,24.59,45.4,0,0,0,0,0,0,0,0,0,0,0,0,-3.76,0,-1.35,-5.65,0,25.32,73.89,240.42,733.67,18.2,36.94,83.27,229.47,347.05,177.59,3.04,15.98,32.32,39.11,64.41,1.316101,98,8.82,27.49,65.37,217.71,,,3.04,13.89,21.02,13.88,45.5,1.115706,99
02-11-2025,NSE:PRIZOR,ST,359.22,336,21216,71.28576,3.6,4.16,7.7,,-1.23,-3.57,-2.07,-2.08,6.64,27.98,60.12,43.15,56.25,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1.97,1.82,-0.15,6.08,6.31,31.68,55.6,0,0,0,0,0,0,-5.75,-5.75,-5.75,-5.75,NA,-5.75,-4.04,-3.12,-40.29,-14.88,NA,36.14,139.91,219.24,NA,7.19,48.32,129.93,27.32,52.19,NA,2.52,25.13,52.93,31.34,51.14,1.310815,98,3.07,47,29.27,-35.62,,,2.52,24.18,40.17,-47.52,30.63,1.104916,98
02-11-2025,NSE:TDPOWERSYS,EQ,11823.76,774.9,1224113,9485.65164,4.38,4.66,7.08,,13.32,17.15,17.76,21.11,23.75,33.38,46.23,52.3,50.76,64.89,EEP,EEP,HVQ,EEP,-1,EEP,5.15,-1,-1,3,-1,14.95,4.48,20.34,9.36,32.76,19.19,64.28,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-11.87,-21.83,-13.93,63.88,94.53,154.57,192.69,30.16,26.51,69.58,36.89,39.62,44.12,19.63,30.53,39.04,40.49,45.65,1.308728,98,29.51,18.35,53.54,4.32,,,19.63,13.95,14.82,6.31,4.37,1.079026,96
02-11-2025,NSE:TSFINV,EQ,14503.38,654.3,352337,2305.34099,4.17,4.11,3.76,,-2.90,-1.28,1.31,-1.38,5.08,26.48,49.71,58.69,51.93,68.89,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,2,-1,-2.23,2.11,-0.12,9.1,9.88,28.62,53.94,0,0,0,0,0,0,-5.23,-5.23,-5.23,-5.23,-5.23,-5.23,-2.14,-9.94,-22.76,-36.55,-26.17,45.19,98.24,169.31,268.52,6.06,37.81,98,35.44,60.18,86.37,0.96,23.63,42.52,46.88,46.82,1.302422,98,6.06,26.27,80.2,20.82,,,0.96,23.86,27.14,12.87,-8.76,1.084252,97
02-11-2025,NSE:KARNIKA,SM,1048.07,169.05,55220,93.34941,3.59,4.07,9.08,,0.03,-5.86,-6.51,-7.45,-6.48,18.19,28.73,57.33,69.38,84.63,-1,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,34,-2.4,-1.23,-3.58,-3.11,-6.49,25.71,25.86,0,0,0,0,0,0,-6.94,-24.51,-24.51,-24.51,-24.51,-6.94,-19.62,-2.93,-11.02,-5.93,-21.58,23.52,42.29,236.62,526.11,0.48,42.63,90.5,147.44,183.64,103.54,-10.6,15.34,21.54,45.52,64.27,1.301887,98,-2.82,38.89,82.69,84.98,,,-10.6,24.49,8.43,35.15,35.83,1.123203,99
02-11-2025,NSE:ABDL,EQ,18516.81,662.05,489180,3238.61619,3.82,3.84,11.42,,3.54,6.6,18.1,17.67,23.31,25.4,53.86,42.58,54.72,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7.19,4.64,12.41,7.44,21.44,21.32,54.34,0,0,0,0,0,0,0,0,0,0,NA,0,-10.04,-0.61,-30.16,-13.1,NA,35.47,115.16,116.71,NA,25.27,19.73,61.67,6.87,32.99,NA,19.19,22.55,46.67,30.77,49.61,1.297262,98,24.89,19.64,33.18,-2.44,,,19.19,4.04,33.69,-29.42,28.74,1.090628,97
