Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
27-01-2026,NSE:SWANDEF,BE,8465.49,1818.6,5885,107.02461,1.15,5.5,1.11,,4.01,7.23,27.3,43.03,57.48,84.73,94.51,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,9.96,15.65,30.37,41.87,124.29,,,100,100,100,98.81,60,90.48,96.83,96.43,-2.23,-2.23,NA,NA,NA,-2.23,0,NA,NA,NA,NA,1635.8,NA,NA,NA,123.99,1945.63,NA,NA,NA,NA,62,98.31,0,0,0,3.342955,99,123.99,1945.63,,,,,,62,86.4,98.91,-5.33,-1.68,2.007314,99
27-01-2026,NSE:MVKAGRO,SM,3661.53,606.2,43848,265.80658,5.43,5.82,2.41,L,-5.00,-15.67,-1.81,-19.94,-24.86,-16.95,8.11,64.43,90.43,93.71,92.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-8.4,-3.28,-11.31,-5.08,-15.59,46.7,58.35,0,14.29,55.56,77.78,0,0,31.75,64.29,-21.16,-25.98,-25.98,-25.98,-25.98,-21.16,-7.58,-3.96,0,-9.02,-40.16,17.16,175.67,1773.88,1773.88,0,61.68,907.32,566.46,79.29,2.97,-20.34,11.91,67.1,87.63,89.28,3.107896,99,-21.16,61.68,907.32,360.68,,,,-20.34,25.71,60.21,67.77,32.54,1.431558,99
27-01-2026,NSE:POLYSIL,ST,608.2,221.5,51710,114.53765,5.62,6.45,10.29,3L,-3.57,1.13,0.56,-28.42,-35.89,-45.96,-23.02,55.87,86.79,87.7,85.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.01,-7.72,-9.03,-18.22,-23.05,41.3,31.1,0,0,36.51,68.25,0,0,22.22,58.73,-28.03,-37.07,-37.07,-37.07,-37.07,-28.03,-14.49,-5.55,0,-28.66,-33.54,6.26,122.17,1406.8,1406.8,6.26,32.57,814.43,564.97,98.98,1.68,-31.37,-19.22,58.54,83.99,83.27,2.177742,99,-28.03,32.57,814.43,208.85,,,,-31.37,8.78,63.04,64.75,5.16,1.343377,99
27-01-2026,NSE:CUPID,EQ,10443.37,396.5,10099080,40042.8522,9.95,9.34,3.53,S,-0.18,-7.2,-7.06,-5.91,-19.14,15.13,40.76,62.82,81.55,81.92,75.67,-1,-1,2,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,5,-4.03,-1.87,-5.79,4.45,-1.41,46.6,84.63,0,23.81,69.84,84.13,0,23.81,53.97,67.46,-24.46,-24.46,-24.46,-24.46,-24.46,-24.46,0,-7.47,-0.37,-30.74,-32.15,69.74,169.4,589.57,589.57,5.28,120,217.26,156.38,27.25,3.09,-14.62,44.56,65.49,78.75,77.49,1.952495,99,-17.31,112.86,217.26,95.57,,,,-14.62,49.59,36.15,45.04,0.36,1.245305,99
27-01-2026,NSE:HDFCSILVER,EQ,6496.31,322.65,10366116,33446.27327,7.26,7.49,3.96,,9.72,12.38,28.32,30.89,34.88,53.57,56.94,65.2,70.57,72.73,72.42,2,2,2,2,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-1,13.6,9.15,25.04,20.65,57.57,33.14,135.68,100,100,60.32,73.02,60,76.19,42.86,52.38,0,0,0,0,0,0,0,-21.92,0,-2.92,-8.54,141.45,204.47,270.39,314.4,49.94,61.14,51.39,34.94,21.95,13.01,39.4,60.74,67.87,67.77,68.3,1.81747,99,46.05,61.14,46.46,18.29,,,,39.4,33.19,18.09,10.1,5.65,1.170601,99
27-01-2026,NSE:SILVERADD,EQ,2257.51,323.19,1199972,3878.18951,7.86,7.8,7.78,,8.33,12.09,28.05,30.63,34.54,53.47,56.93,65.14,70.57,72.72,72.57,2,2,-1,HVY,HVY,-1,-1,-1,-1,-1,-1,5,-1,-1,13.74,9.08,25.1,20.51,57.37,33.25,135.75,100,100,61.9,73.81,60,80.95,55.56,60.32,0,0,0,0,0,0,0,-17.87,0,-3.07,-8.53,140.76,204.06,271.27,316.21,49.02,61.95,51.64,35.12,22.51,13.56,39.06,60.73,67.81,67.77,68.29,1.815705,99,46.68,61.95,46.4,18.59,,,,39.06,33.51,17.99,10.22,5.63,1.170505,99
27-01-2026,NSE:TATSILV,EQ,3016.02,32.52,184495829,59998.04359,9.33,9.21,7.08,,9.79,10.82,28.17,30.6,34.62,53.32,57.01,65.13,70.51,72.63,72.36,EP,EP,-1,EP,EP,-1,-1,-1,-1,8.04,-1,-1,-1,-1,12.3,9.25,23.75,20.91,56.46,33.31,134.61,100,100,60.32,73.02,40,71.43,47.62,55.56,-3.21,-3.21,-3.21,-3.21,-3.21,-3.21,0,-19.98,0,-3.03,-8.34,138.24,203.64,268.29,314.27,48.9,61.31,50.97,34.68,22.17,13.38,39.14,60.81,67.8,67.71,68.2,1.815029,99,44.92,61.31,45.93,18.62,,,,39.14,33.55,17.79,10.1,5.51,1.170377,99
27-01-2026,NSE:SILVER,EQ,3096.97,333.06,4706436,15675.25574,8.31,8.35,5.63,,8.75,11.61,27.98,30.65,34.33,53.28,57.19,65,70.45,72.58,72.49,2,2,2,EP,EP,-1,-1,-1,-1,-1,-1,4,-1,-1,12.92,9.12,24.24,20.65,56.58,33.2,134.39,100,100,60.32,73.02,60,76.19,42.86,53.97,0,0,0,0,0,0,0,-22.1,0,-3.04,-8.46,142.3,202.4,267.21,312.46,48.85,61.65,49.66,34.92,21.89,13.1,38.85,60.99,67.67,67.65,68.15,1.813294,99,45.63,61.65,44.58,18.69,,,,38.85,34.13,17.15,10.23,5.53,1.170512,99
27-01-2026,NSE:SBISILVER,EQ,5088.38,327.19,5779309,18909.32112,6.12,6.59,5.22,,8.47,11.71,27.88,30.43,34.48,53.23,57.23,64.91,70.48,72.42,NA,EP,EP,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,2,-1,-1,12.95,9.11,24.26,20.59,56.48,33.18,134.2,100,100,61.9,73.81,60,76.19,52.38,58.73,0,0,0,0,NA,0,0,-19.43,0,-3.43,NA,139.56,201.84,266.85,NA,48.54,61.17,49.4,35.18,21.19,NA,39,61.03,67.58,67.68,67.99,1.812037,99,45.66,61.17,44.07,18.88,,,,39,34.04,16.87,10.54,4.88,1.170125,99
27-01-2026,NSE:SILVER1,EQ,2578.3,323.91,2745594,8893.25353,6.6,7.07,24.55,,7.14,11.86,27.78,30.38,34.41,53.34,56.84,65.04,70.41,72.53,72.46,2,2,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-1,13.53,9.02,24.79,20.42,56.81,33.24,134.9,100,100,63.49,74.6,80,90.48,58.73,61.9,0,0,0,0,0,0,0,-17.1,0,-2.99,-8.38,139.58,202.63,267.75,313.78,47.47,61.39,51.24,34.78,22.46,13.66,38.93,60.64,67.71,67.61,68.1,1.810521,99,47.47,61.39,45.77,18.33,,,,38.93,33.5,17.91,10.02,5.51,1.169658,99
