Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
23-02-2026,NSE:SWANDEF,BE,8465.49,1700.5,7458,126.82329,2.58,5.88,1.45,,-4.99,-2.82,5.5,25.95,44.73,80.14,92.87,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1.18,11.84,12.09,38.27,81.57,,,100,100,100,98.86,20,76.19,92.06,93.18,-8.58,-8.58,NA,NA,NA,-8.58,0,NA,NA,NA,NA,1235.51,NA,NA,NA,72.33,1951.97,NA,NA,NA,NA,41.41,93.68,0,0,0,2.681595,99,72.33,1951.97,,,,,,41.41,91.36,97.73,-1.54,-9.43,1.9249,99
23-02-2026,NSE:MVKAGRO,SM,3661.53,512,36270,185.7024,5.41,5.4,4.26,L,3.05,-4.55,-19.34,-15.45,-24.63,-51.99,-35.75,39.44,81.88,93.4,91.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-5.05,-6.37,-10.74,-14.15,-21.8,33.66,17.88,0,0,34.92,61.9,0,0,15.87,48.41,-16.27,-37.48,-37.48,-37.48,-37.48,-16.27,-22.09,0,0,0,-46.98,3.05,61.9,1482.69,1482.69,3.05,23.33,634.34,858.42,186.86,0,-27.95,-34.94,37.96,78.88,81.26,2.413081,99,-15.54,14.55,634.34,670.31,,,,-27.95,-4.66,53.12,68.53,54.15,1.394984,99
23-02-2026,NSE:TAKE,BE,601.8,46.73,1516068,708.45858,4.7,4.63,3.76,S,-1.04,0.11,4.07,8.67,18.17,16.69,35.18,75.22,79.39,77.23,54.01,-1,-1,-1,2,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,12,-1,0.28,3.39,3.8,7.8,12.58,48.32,117.86,100,80.95,92.06,86.51,0,23.81,60.32,52.38,-4.34,-4.34,-4.34,-4.34,-4.34,-4.34,-13.46,0,-34.13,-57.05,-52.54,52.36,365.9,598.51,598.51,27.57,76.55,263.63,73.09,43.95,0,14.85,35.99,73.74,76.39,65.09,1.918779,99,27.57,53.33,221.21,-32.56,,,,14.85,25.05,59.5,15.3,-19.92,1.200075,99
23-02-2026,NSE:CUPID,EQ,10443.37,422.85,11259179,47609.4384,4.9,4.88,3.98,,-0.59,3.93,0.4,3.44,6.07,-10.91,20.26,59.48,75.49,83.64,77.6,-1,-1,-1,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,21,0.29,0.25,0.54,-2.28,-1.7,42.08,69.71,0,0,42.86,68.25,0,0,36.51,53.17,-2.78,-19.44,-19.44,-19.44,-19.44,-2.78,-24.33,0,-0.29,-1.9,-34.54,32.16,148.79,635.39,635.39,8.37,70.04,274.03,197.97,80.24,1.2,2.75,21.07,58,72.49,71.5,1.78971,99,6.65,69.09,216.14,103.87,,,,2.75,19.37,46.92,37.97,23.84,1.197136,99
23-02-2026,NSE:POLYSIL,ST,608.2,195.5,39180,76.5969,4.84,5.06,3.56,3L,-0.76,-1.74,-3.91,-17.54,-17.49,-61.64,-62.2,26.04,78.11,86.91,80.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.59,-4.42,-7.67,-14.69,-19.5,22.94,4.46,0,0,19.05,52.38,0,0,12.7,42.86,-14.93,-44.46,-44.46,-44.46,-44.46,-14.93,-34.74,0,0,0,-37.56,0,32.59,1229.93,1229.93,0,10.19,626.46,883.67,191.16,6.22,-20.81,-61.39,24.56,75.11,74.77,1.74338,99,-11.74,-15.71,626.46,349.07,,,,-20.81,-33.79,52.13,68.86,30.76,1.29637,99
23-02-2026,NSE:DIVINEHIRA,ST,317.04,271,21344,57.84224,3.78,4.02,3.22,,0.22,4.06,17.95,15.13,13.51,18.86,32.6,68.25,83.67,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4.19,4.07,8.61,6.7,16.42,46.15,116.2,100,42.86,80.95,90.48,100,33.33,36.51,55.56,0,0,0,NA,NA,0,-7.24,-0.9,0,NA,NA,64.34,224.94,NA,NA,21.88,110.22,315.11,95.57,NA,NA,10.19,33.41,66.77,80.67,0,1.686619,99,16.79,107.43,315.11,,,,,10.19,26.34,50.62,47.04,90.57,1.223119,99
23-02-2026,NSE:SMLMAH,EQ,5942.49,4858.9,110493,5368.74438,6.46,6.39,10.02,,-0.37,-0.27,18.97,26.02,24.34,21.88,42.13,9.28,64.11,76.25,57.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25,6.24,9.06,8.61,19.33,19.87,48.92,100,33.33,31.75,20.63,60,19.05,19.05,11.11,-5.35,-5.35,-5.35,-5.35,-5.35,-5.35,-17.76,-40.13,0,-21.86,-48.29,71.66,75.71,360.21,360.21,40.44,32.94,65.28,317.49,65.18,0,21.02,42.94,7.8,61.11,64.11,1.5105,99,39.12,27.74,65.28,165.34,,,,21.02,27.77,-59.02,58.89,24.39,1.206414,99
23-02-2026,NSE:MTARTECH,EQ,7602.85,3725.8,603979,22503.04958,6.59,6.62,5.99,,1.86,0.39,8.62,18.59,35.58,34.67,31.52,59.46,55.37,63.74,48.7,-1,-1,2,-1,HV2Y,-1,-1,-1,-1,-1,-1,3,-1,-1,3.34,6.31,10.3,16.05,31.4,26.3,78.28,100,100,47.62,55.56,60,66.67,25.4,34.13,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-11,-5.39,-15.69,-17.09,-32.64,63.45,166.89,203.27,203.27,47.33,7.45,82.78,22.93,35.36,0,32.26,32.33,57.98,52.37,51.6,1.469306,99,47.33,6.07,57.66,-13.37,,,,32.26,-2.05,38.54,-11.65,9.33,1.119603,99
23-02-2026,NSE:SHEETAL,SM,189.14,245.95,13400,32.9573,1.83,2.57,6.3,,0.37,2.28,13.4,14.62,18.44,40.5,42.39,45.72,53.51,69.65,75.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,3.44,5.31,9.24,13.65,26.5,24.06,66.59,100,100,92.06,57.94,60,38.1,60.32,41.27,-2.54,-2.54,-2.54,-2.54,-2.54,-2.54,-7.73,-2.78,-2.41,-3.46,-5.63,73.2,102.34,228.81,343.55,20.92,42.88,27.54,123.24,106.22,34.63,15.12,43.2,44.24,50.51,57.51,1.44126,99,20.92,41.27,27.54,114.46,,,,15.12,33.62,3.52,12.8,25.29,1.128416,99
23-02-2026,NSE:HINDCOPPER,EQ,53457.09,563.35,43728078,246342.12741,6.45,7.42,3.13,2M,-1.00,-1.96,-6.15,-8.38,4.87,27.61,44.39,57.43,57.73,61.92,40.9,-1,-1,2,EP,EP,2,2,2,-1,-1,-1,-1,-1,8,-2.31,-0.36,-2.65,7.01,4.68,35.42,62.1,0,66.67,74.6,59.52,0,14.29,28.57,23.02,-25.88,-25.88,-25.88,-25.88,-25.88,-25.88,-6.44,-13.96,-18.01,-31.79,-38.56,75.94,145.04,199.65,199.65,2.53,71.05,36.28,27.56,26.66,0,1.55,45.2,55.95,54.73,49.78,1.440244,99,0.21,56.19,28.48,-8.89,,,,1.55,45.8,21.19,-0.84,0.49,1.119289,99
23-02-2026,NSE:SUNLITE,ST,388.69,350.05,31716,111.02186,4.57,4.89,7.47,M,1.61,-1.41,-7.91,-3.13,4.34,17.31,24.44,57.45,66.95,61.13,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.71,-0.91,-1.61,3.27,1.72,35.57,57.89,0,52.38,80.95,61.11,0,4.76,25.4,23.02,-10.5,-11.55,-11.55,-11.55,NA,-10.5,-15.39,-4.99,-18.65,-44.76,NA,39.3,132.36,281.53,NA,2.96,86.03,128.02,62.34,26.1,NA,1.02,25.25,55.97,63.95,48.99,1.4341,99,-0.43,86.03,123.21,-11.34,,,,1.02,25.27,41.42,20.78,-27.02,1.109212,98
23-02-2026,NSE:SILVERADD,EQ,2257.51,252.7,1727480,4365.34196,8.44,9.14,10.38,2M,5.94,9.44,2.84,11.76,-18.06,19.41,41.33,56.6,62.61,62.4,65.69,-1,-1,2,2,HVY,-1,-1,-1,-1,-1,-1,-1,-1,11,5.07,-2.21,2.79,1.47,4.33,36.79,65.05,0,19.05,66.67,62.7,0,14.29,58.73,55.56,-28.19,-28.19,-28.19,-28.19,-28.19,-28.19,-3.25,-12.53,-2.64,-3.72,-1.43,68.04,128.61,190.29,225.43,14.13,122.24,56.73,31.56,21.69,22.37,-21.38,42.14,55.12,59.61,50.26,1.428761,99,-21.81,114.31,56.22,23.07,,,,-21.38,54.57,23.75,12.31,-9.99,1.140011,99
23-02-2026,NSE:SILVERIETF,EQ,15350.8,260.87,21123768,55105.57358,7.9,8.71,6.58,M,5.69,9,2.74,10.42,-17.51,19.35,41.27,56.49,62.55,62.3,65.66,-1,-1,2,2,HV2Y,-1,-1,-1,-1,-1,-1,-1,-1,11,4.81,-2.29,2.47,1.46,3.98,36.83,64.59,0,19.05,66.67,62.7,0,14.29,57.14,53.97,-28.97,-28.97,-28.97,-28.97,-28.97,-28.97,-4.8,-11.96,-2.67,-3.53,-1.39,67.63,127.97,187.59,225.03,13.66,119.76,56.77,31.87,21.73,22.53,-20.83,42.08,55.01,59.55,50.16,1.427665,99,-21.65,111.97,55.65,22.86,,,,-20.83,54.28,23.64,12.39,-10.09,1.138929,99
23-02-2026,NSE:HDFCSILVER,EQ,6496.31,250.96,15179325,38094.03402,7.48,8.88,3.51,M,6.08,9.46,2.61,14.25,-17.18,19.2,41.22,56.44,62.45,62.28,65.47,-1,-1,2,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-1,-1,11,5.03,-2.41,2.56,1.28,3.89,36.72,64.18,0,19.05,65.08,61.9,0,14.29,46.03,47.62,-29.39,-29.39,-29.39,-29.39,-29.39,-29.39,-5.65,-17.09,-2.62,-3.66,-1.61,67.51,127.57,188.1,222.32,16.61,120.06,56.79,31.41,21.02,21.58,-20.5,42.03,54.96,59.45,50.14,1.426849,99,-22.22,111.68,55.72,22.88,,,,-20.5,54.1,23.61,12.27,-9.89,1.13829,99
23-02-2026,NSE:TATSILV,EQ,3016.02,25.39,309277062,78525.44604,7.03,8.39,5.98,M,5.88,9.26,2.4,11.97,-16.66,19.22,41.08,56.48,62.43,62.27,65.58,-1,-1,EP,EP,EP,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.72,-2.52,2.14,1.27,3.45,36.89,63.93,0,23.81,66.67,62.7,0,9.52,50.79,50.79,-27.33,-27.33,-27.33,-27.33,-27.33,-27.33,-11.85,-14.37,-2.56,-3.54,-1.34,67.26,128.12,187.54,223.44,13.75,117,56.81,31.24,21.53,22.04,-19.98,41.89,55,59.43,50.13,1.426785,99,-21.92,111.87,56.32,22.91,,,,-19.98,53.75,23.87,12.13,-9.85,1.137332,99
23-02-2026,NSE:SILVER,EQ,3096.97,260.78,7419262,19347.95144,7.3,8.72,4.98,2M,5.87,9.17,2.8,12.26,-17.44,19.34,41.25,56.48,62.43,62.14,65.65,-1,-1,2,2,EP,-1,-1,-1,-1,-1,-1,-1,-1,13,4.84,-2.34,2.44,1.39,3.88,36.78,64.32,0,19.05,65.08,61.9,0,14.29,46.03,48.41,-28.97,-28.97,-28.97,-28.97,-28.97,-28.97,-8.03,-16.29,-2.63,-3.49,-1.05,67.6,127.66,187.36,222.95,13.98,122.81,56.71,31.37,21.34,22.25,-20.76,42.06,55,59.43,50,1.426061,99,-21.7,114.82,55.85,22.92,,,,-20.76,54.24,23.64,12.13,-10.19,1.138412,99
23-02-2026,NSE:SILVERBEES,EQ,30217.98,250.17,122855424,307347.41422,6.83,8.51,3.27,M,5.73,9.13,2.59,12.08,-17.01,19.34,41.21,56.38,62.42,62.14,65.52,-1,-1,2,2,EP,-1,-1,-1,-1,-1,-1,-1,-1,11,4.82,-2.26,2.51,1.49,4.06,36.69,64.37,0,19.05,65.08,61.9,0,14.29,49.21,50,-28.91,-28.91,-28.91,-28.91,-28.91,-28.91,-5.78,-15.62,-2.58,-3.67,-1.46,67.54,127.57,187.45,223.68,13.74,118.77,56.38,31.55,21.65,22.54,-20.33,42.02,54.9,59.42,50,1.425777,99,-21.29,110.98,55.56,22.86,,,,-20.33,54.02,23.54,12.3,-10.16,1.137744,99
23-02-2026,NSE:SBISILVER,EQ,5088.38,256.08,7888799,20201.63648,7.87,9.01,3.33,,5.81,9.25,2.56,13.48,-17.79,19.18,41.12,56.36,62.48,62.26,NA,-1,-1,EP,EP,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,12,4.89,-2.27,2.57,1.36,3.98,36.69,64.25,0,19.05,66.67,62.7,0,14.29,55.56,54.76,-28.52,-28.52,-28.52,-28.52,NA,-28.52,-4.82,-13.19,-2.67,-3.93,NA,67.34,127.4,187.12,NA,15.59,120.85,56.46,31.58,20.56,NA,-21.11,41.93,54.88,59.48,50.12,1.425638,99,-21.73,115.55,55.65,22.82,,,,-21.11,54.27,23.62,12.47,-10.01,1.13875,99
23-02-2026,NSE:SILVER1,EQ,2578.3,253.55,3783792,9593.80462,8.41,9.76,24.63,M,5.63,9.52,1.72,13.19,-19.23,19.35,41.14,56.43,62.43,62.24,65.59,-1,-1,2,2,HV2Y,-1,-1,-1,-1,-1,-1,-1,-1,11,4.76,-2.27,2.43,1.5,3.99,36.82,64.6,0,19.05,68.25,63.49,0,14.29,61.9,56.35,-29.12,-29.12,-29.12,-29.12,-29.12,-29.12,-0.78,-11.5,-2.45,-3.59,-1.41,67.77,127.81,187.86,223.9,15.2,123.61,56.73,31.48,21.69,22.3,-22.55,41.95,54.95,59.43,50.1,1.424381,99,-21.72,116.24,55.95,23.17,,,,-22.55,54.9,23.71,12.23,-9.93,1.140514,99
