Date,Symbol,Security Name,Mkt Cap (Millions),AVOL(20),ADR(20),Price_1D,Change_1W,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (NDX),RS_score
08-09-2025,NYSE:ANF,Abercrombie & Fitch Company Common Stock,4545,2198256,4.64,95.39,1.95,-8.36,13.00,9.81,-62.46,-46.41,-9.93,4.58,-5.18,-73.12,-66.78,0.907995,19
08-09-2025,NYSE:ALSN,"Allison Transmission Holdings, Inc. Common Stock",7524,946064,2.1,89.98,2.97,2.86,-15.09,-8.89,-29.98,1.49,1.29,-23.51,-23.88,-40.64,-18.88,0.907943,19
08-09-2025,NASDAQ:JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",13841,1057189,2.77,142.99,-1.40,1.86,1.94,-14.31,-29.39,-20.86,0.29,-6.48,-29.30,-40.05,-41.23,0.90793,19
08-09-2025,NASDAQ:JKHY,"Jack Henry & Associates, Inc. - Common Stock",11844,858698,1.84,162.53,-0.45,-0.96,-11.88,-17.69,-7.88,-7.11,-2.53,-20.30,-32.68,-18.54,-27.48,0.907875,19
08-09-2025,NYSE:SID,Companhia Siderurgica Nacional S.A. Common Stock,1892,2770336,3.66,1.46,3.42,6.16,-0.68,-5.48,-30.82,-40.41,4.59,-9.10,-20.47,-41.48,-60.78,0.907495,19
08-09-2025,NASDAQ:VERA,"Vera Therapeutics, Inc. - Class A Common Stock",1580,1935450,5.58,24.75,12.57,20.32,8.28,-16.44,-99.52,-55.15,18.75,-0.14,-31.43,-110.18,-75.52,0.907397,18
08-09-2025,NASDAQ:PCTY,Paylocity Holding Corporation - Common Stock,9544,517674,2.33,173.01,-3.60,-6.17,-12.29,-12.77,-19.98,7.23,-7.74,-20.71,-27.76,-30.64,-13.14,0.9073,18
08-09-2025,NYSE:ABM,ABM Industries Incorporated Common Stock,2917,611594,2.3,46.86,-4.93,-0.79,0.53,-16.60,-20.04,-19.50,-2.36,-7.89,-31.59,-30.70,-39.87,0.907277,18
08-09-2025,NYSE:EVH,"Evolent Health, Inc Class A Common Stock",1136,3545873,6.04,9.67,0.21,-0.21,13.86,7.03,-21.10,-210.44,-1.78,5.44,-7.96,-31.76,-230.81,0.907277,18
08-09-2025,NASDAQ:SIGI,"Selective Insurance Group, Inc. - Common Stock",4852,522739,1.8,79.73,1.88,2.50,-9.65,-6.74,-24.77,-13.90,0.93,-18.07,-21.73,-35.43,-34.27,0.907065,18
08-09-2025,NYSE:MKC,"McCormick & Company, Incorporated Common Stock",18830,2483283,2.01,70.15,-0.31,-0.13,-5.82,-17.78,-11.18,-16.99,-1.70,-14.24,-32.77,-21.84,-37.36,0.906983,18
08-09-2025,NYSE:UDR,"UDR, Inc. Common Stock",12952,2157988,1.57,38.75,-2.12,-0.10,-5.99,-14.79,-15.59,-15.07,-1.67,-14.41,-29.78,-26.25,-35.44,0.906834,18
08-09-2025,NYSE:FLR,Fluor Corporation Common Stock,6598,4033234,3.58,40.81,-0.51,-8.14,-8.87,11.44,-34.04,-14.97,-9.71,-17.29,-3.55,-44.70,-35.34,0.906661,18
08-09-2025,NASDAQ:CZR,"Caesars Entertainment, Inc. - Common Stock",5487,5862548,3.67,26.38,-1.48,8.49,2.46,-7.96,-44.73,-40.56,6.92,-5.96,-22.95,-55.39,-60.93,0.906554,18
08-09-2025,NASDAQ:VRNT,Verint Systems Inc. - Common Stock,1227,2905146,2.69,20.34,-0.25,-2.61,6.15,-9.19,-19.37,-46.85,-4.18,-2.27,-24.18,-30.03,-67.22,0.906456,18
08-09-2025,NYSE:CNR,"Core Natural Resources, Inc. Common Stock",3760,684130,3.38,73.05,-1.66,-3.94,8.16,7.84,-74.62,-29.57,-5.51,-0.26,-7.15,-85.28,-49.94,0.906256,18
08-09-2025,NASDAQ:ISRG,"Intuitive Surgical, Inc. - Common Stock",168484,2132123,2.26,470,-0.70,0.04,-18.53,-10.27,-15.26,-2.50,-1.53,-26.95,-25.26,-25.92,-22.87,0.905926,18
08-09-2025,NYSE:DOLE,Dole plc Ordinary Shares,1285,1267731,2.53,13.51,-8.96,-7.99,-2.29,-9.99,-11.77,-19.32,-9.56,-10.71,-24.98,-22.43,-39.69,0.905626,18
08-09-2025,NYSE:MSDL,Morgan Stanley Direct Lending Fund Common Stock,1560,785898,1.25,17.99,-0.72,-0.94,-8.17,-12.51,-17.18,-12.34,-2.51,-16.59,-27.50,-27.84,-32.71,0.905587,18
08-09-2025,NYSE:RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,1197,2443093,2.66,7.74,0.52,4.78,4.01,-23.39,-37.98,-19.64,3.21,-4.41,-38.38,-48.64,-40.01,0.905505,18
08-09-2025,NYSE:WAT,Waters Corporation Common Stock,18415,577748,2.63,309.37,2.45,10.14,-13.51,-27.03,-25.09,-7.17,8.57,-21.93,-42.02,-35.75,-27.54,0.905059,18
08-09-2025,NYSE:FDX,FedEx Corporation Common Stock,53077,1697929,2.44,225,-2.70,0.15,2.40,-12.85,-25.71,-30.15,-1.42,-6.02,-27.84,-36.37,-50.52,0.905044,18
08-09-2025,NYSE:WY,Weyerhaeuser Company Common Stock,18868,3970166,2.12,25.95,0.31,0.92,-3.01,-18.11,-22.24,-16.18,-0.65,-11.43,-33.10,-32.90,-36.55,0.904776,18
08-09-2025,NASDAQ:ON,ON Semiconductor Corporation - Common Stock,19991,7396046,3.67,48.88,-1.45,2.64,-2.64,7.12,-42.82,-44.29,1.07,-11.06,-7.87,-53.48,-64.66,0.904671,18
08-09-2025,NYSE:RES,"RPC, Inc. Common Stock",1039,1471743,3.44,4.71,-1.27,4.88,1.49,-14.86,-36.52,-27.39,3.31,-6.93,-29.85,-47.18,-47.76,0.904505,18
08-09-2025,NYSE:OTIS,Otis Worldwide Corporation Common Stock,34291,3429896,1.48,87.37,1.13,0.05,-9.95,-19.05,-15.67,-7.89,-1.52,-18.37,-34.04,-26.33,-28.26,0.904472,18
08-09-2025,NASDAQ:QNST,"QuinStreet, Inc. - Common Stock",936,636386,3.16,16.23,3.39,0.18,1.05,-12.82,-37.15,-16.76,-1.39,-7.37,-27.81,-47.81,-37.13,0.904218,18
08-09-2025,NYSE:XIFR,"XPLR Infrastructure, LP Common Units representing limited partner interests",1878,1329039,3.53,9.99,-6.11,10.91,10.81,12.31,-87.59,-148.15,9.34,2.39,-2.68,-98.25,-168.52,0.904189,17
08-09-2025,NYSE:BAK,Braskem SA ADR,1412,897120,4.18,3.59,3.06,15.32,-2.79,-2.79,-42.34,-84.12,13.75,-11.21,-17.78,-53.00,-104.49,0.903667,17
08-09-2025,NYSE:BMY,Bristol-Myers Squibb Company Common Stock,95096,9688004,1.96,46.72,-0.98,2.91,-3.62,-30.76,-25.62,-6.93,1.34,-12.04,-45.75,-36.28,-27.30,0.903222,17
08-09-2025,NYSE:DEA,"Easterly Government Properties, Inc. Common Stock",1052,600056,2.29,23.41,2.22,4.44,4.27,-18.97,-28.26,-42.25,2.87,-4.15,-33.96,-38.92,-62.62,0.903028,17
08-09-2025,NYSE:WIT,Wipro Limited Common Stock,28951,6199768,1.57,2.75,-0.36,3.27,-5.09,-18.55,-28.73,-14.00,1.70,-13.51,-33.54,-39.39,-34.37,0.902897,17
08-09-2025,NASDAQ:SGRY,"Surgery Partners, Inc. - Common Stock",2831,1336018,3.09,22.08,-2.76,-5.16,-5.03,-8.92,-4.17,-40.13,-6.73,-13.45,-23.91,-14.83,-60.50,0.902885,17
08-09-2025,NYSE:TFX,Teleflex Incorporated Common Stock,5753,576310,2.43,130.18,2.90,11.28,5.67,-7.43,-44.52,-88.17,9.71,-2.75,-22.42,-55.18,-108.54,0.902442,17
08-09-2025,NYSE:KNX,Knight-Swift Transportation Holdings Inc.,6940,2359487,3.09,42.76,-2.67,3.06,-4.33,-10.17,-32.74,-22.94,1.49,-12.75,-25.16,-43.40,-43.31,0.902294,17
08-09-2025,NYSE:HAL,Halliburton Company Common Stock,18561,10220369,3.01,21.77,-4.41,4.09,5.74,-14.84,-45.71,-35.14,2.52,-2.68,-29.83,-56.37,-55.51,0.901896,17
08-09-2025,NYSE:MMC,"Marsh & McLennan Companies, Inc. Common Stock",100026,1917468,1.33,203.46,-1.16,0.07,-13.05,-15.74,-13.13,-13.74,-1.50,-21.47,-30.73,-23.79,-34.11,0.901762,17
08-09-2025,NYSE:TAP,Molson Coors Beverage Company Class B Common Stock,9877,2129866,2.04,49.88,-1.22,0.76,-4.25,-24.02,-23.26,-11.77,-0.81,-12.67,-39.01,-33.92,-32.14,0.901729,17
08-09-2025,NYSE:ASH,Ashland Inc. Common Stock,2495,441666,2.24,54.58,-2.88,3.35,8.15,-6.94,-44.19,-61.21,1.78,-0.27,-21.93,-54.85,-81.58,0.901677,17
08-09-2025,NASDAQ:SDGR,"Schrodinger, Inc. - Common Stock",1431,1233945,4.69,19.44,-0.36,0.41,-26.65,-8.13,-12.91,-4.68,-1.16,-35.07,-23.12,-23.57,-25.05,0.90151,17
08-09-2025,NASDAQ:VFS,VinFast Auto Ltd. - Ordinary Shares,7531,503583,2.31,3.22,-6.21,-8.07,-6.21,-6.21,-25.47,-9.01,-9.64,-14.63,-21.20,-36.13,-29.38,0.901508,17
08-09-2025,NYSE:RLI,RLI Corp. Common Stock (DE),6266,461652,1.4,68.23,0.73,2.30,-11.29,-11.21,-27.13,-12.90,0.73,-19.71,-26.20,-37.79,-33.27,0.90144,17
08-09-2025,NASDAQ:ALTS,ALT5 Sigma Corporation - Common Stock,502,20038675,19.92,4.13,-90.80,-98.06,-147.22,-24.21,31.96,46.97,-99.63,-155.64,-39.20,21.30,26.60,0.901396,17
08-09-2025,NYSE:ATR,"AptarGroup, Inc. Common Stock",9111,464079,1.64,138.3,-0.70,-1.58,-10.85,-10.47,-24.66,-8.99,-3.15,-19.27,-25.46,-35.32,-29.36,0.901272,17
08-09-2025,NYSE:INVH,Invitation Homes Inc. Common Stock,18543,3682508,1.65,30.1,-3.95,-0.40,-10.27,-13.59,-11.59,-23.65,-1.97,-18.69,-28.58,-22.25,-44.02,0.901208,17
08-09-2025,NYSE:GMED,"Globus Medical, Inc. Class A Common Stock",8042,1184720,2.42,59.55,-2.89,9.20,-0.62,-29.99,-42.91,-18.17,7.63,-9.04,-44.98,-53.57,-38.54,0.901157,17
08-09-2025,NASDAQ:FANG,"Diamondback Energy, Inc. - Common Stock",39741,1804420,2.6,137.28,-8.36,-2.80,-2.39,-2.06,-28.03,-34.24,-4.37,-10.81,-17.05,-38.69,-54.61,0.900895,17
08-09-2025,NYSE:CCI,Crown Castle Inc. Common Stock,41870,3701290,1.99,93.88,-5.60,-13.13,-5.40,-4.10,-11.51,-21.25,-14.70,-13.82,-19.09,-22.17,-41.62,0.900733,17
08-09-2025,NASDAQ:SNY,Sanofi - American Depositary Shares,113542,2745664,1.42,46.8,-5.73,-1.35,-7.84,-26.60,-2.93,-25.06,-2.92,-16.26,-41.59,-13.59,-45.43,0.900627,17
08-09-2025,NYSE:ZTS,Zoetis Inc. Class A Common Stock,67253,2461873,1.83,151.75,-3.06,2.31,-12.13,-12.27,-16.60,-23.45,0.74,-20.55,-27.26,-27.26,-43.82,0.900462,17
08-09-2025,NYSE:GETY,"Getty Images Holdings, Inc. Class A Common Stock",788,613791,5.46,1.9,3.16,6.32,12.63,-9.47,-55.26,-85.79,4.75,4.21,-24.46,-65.92,-106.16,0.900444,16
08-09-2025,NYSE:AMT,American Tower Corporation (REIT) Common Stock,92864,2783366,2.02,193.64,-5.27,-8.45,-9.76,-9.63,-7.31,-20.08,-10.02,-18.18,-24.62,-17.97,-40.45,0.900258,16
08-09-2025,NYSE:CL,Colgate-Palmolive Company Common Stock,68044,4710960,1.67,84.19,0.14,-0.62,-7.19,-14.91,-12.38,-29.20,-2.19,-15.61,-29.90,-23.04,-49.57,0.900221,16
08-09-2025,NASDAQ:INTA,"Intapp, Inc. - Common Stock",3723,1335316,4.12,45.34,-1.43,17.60,-28.43,-34.78,-43.87,3.88,16.03,-36.85,-49.77,-54.53,-16.49,0.900109,16
08-09-2025,NASDAQ:CFLT,"Confluent, Inc. - Class A Common Stock",6978,9136542,4.39,20.24,1.88,16.35,-20.36,-31.47,-55.78,2.22,14.78,-28.78,-46.46,-66.44,-18.15,0.900042,16
08-09-2025,NYSE:SOC,Sable Offshore Corp. Common Stock,2197,2492902,5.65,22.08,-22.19,-31.48,-10.96,-9.38,3.80,-1.31,-33.05,-19.38,-24.37,-6.86,-21.68,0.900032,16
08-09-2025,NASDAQ:OMCL,"Omnicell, Inc. - Common Stock",1485,551897,2.73,32.33,-0.80,4.02,4.11,-14.41,-45.07,-36.19,2.45,-4.31,-29.40,-55.73,-56.56,0.899795,16
08-09-2025,NYSE:PRMB,Primo Brands Corporation Class A Common Stock,9170,5487441,2.45,24.55,-2.28,2.24,-28.23,-28.76,-16.74,10.92,0.67,-36.65,-43.75,-27.40,-9.45,0.899778,16
08-09-2025,NYSE:KRO,Kronos Worldwide Inc Common Stock,741,465527,5.09,6.44,0.93,22.52,-2.48,-22.05,-61.02,-74.69,20.95,-10.90,-37.04,-71.68,-95.06,0.899599,16
08-09-2025,NASDAQ:DNLI,Denali Therapeutics Inc. - Common Stock,2266,2043364,5.18,15.5,1.48,8.19,5.16,-7.68,-54.13,-62.32,6.62,-3.26,-22.67,-64.79,-82.69,0.89954,16
08-09-2025,NASDAQ:PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock",805,776711,4.75,23.28,-10.27,-10.35,-2.47,17.12,-63.92,-29.51,-11.92,-10.89,2.13,-74.58,-49.88,0.899472,16
08-09-2025,NASDAQ:RGEN,Repligen Corporation - Common Stock,6790,713379,3.8,120.7,-1.34,5.95,-6.30,-29.00,-23.03,-19.70,4.38,-14.72,-43.99,-33.69,-40.07,0.899458,16
08-09-2025,NASDAQ:MARA,"MARA Holdings, Inc. - Common Stock",5631,50783888,5.34,15.2,-5.13,-4.93,-3.82,-5.39,-65.33,2.11,-6.50,-12.24,-20.38,-75.99,-18.26,0.899438,16
08-09-2025,NASDAQ:TCPC,BlackRock TCP Capital Corp. - Closed End Fund,617,439862,1.54,7.26,0.69,4.41,-7.71,-14.60,-26.58,-25.62,2.84,-16.13,-29.59,-37.24,-45.99,0.899349,16
08-09-2025,NASDAQ:TXRH,"Texas Roadhouse, Inc. - Common Stock",11129,1105079,1.71,167.48,-3.03,-10.47,-16.55,-6.90,-17.09,-0.17,-12.04,-24.97,-21.89,-27.75,-20.54,0.899233,16
08-09-2025,NASDAQ:HTLD,"Heartland Express, Inc. - Common Stock",668,701263,3.67,8.63,0.46,10.08,-0.35,-16.34,-44.73,-42.76,8.51,-8.77,-31.33,-55.39,-63.13,0.899156,16
08-09-2025,NASDAQ:ADMA,ADMA Biologics Inc - Common Stock,3918,3114440,3.27,16.42,-5.12,-2.01,-25.52,-3.65,-21.32,-2.74,-3.58,-33.94,-18.64,-31.98,-23.11,0.89904,16
08-09-2025,NYSE:VET,Vermilion Energy Inc. Common (Canada),1132,813503,2.71,7.36,-2.58,-6.39,2.17,-2.58,-38.59,-29.62,-7.96,-6.25,-17.57,-49.25,-49.99,0.898951,16
08-09-2025,NASDAQ:LUNR,"Intuitive Machines, Inc. - Class A Common Stock",1508,7614793,4.85,8.44,-3.91,-19.08,-38.74,-3.91,-67.65,37.44,-20.65,-47.16,-18.90,-78.31,17.07,0.898746,16
08-09-2025,NASDAQ:KHC,The Kraft Heinz Company - Common Stock,31839,14224492,2.38,26.9,-3.98,-2.79,0.63,-19.63,-16.91,-34.09,-4.36,-7.79,-34.62,-27.57,-54.46,0.898715,16
08-09-2025,NASDAQ:NEO,"NeoGenomics, Inc. - Common Stock",1024,2642206,4.91,7.93,-10.72,27.36,6.43,-27.36,-124.72,-98.11,25.79,-1.99,-42.35,-135.38,-118.48,0.898582,16
08-09-2025,NASDAQ:FTNT,"Fortinet, Inc. - Common Stock",61577,9273115,2.83,80.36,1.98,6.30,-30.59,-26.03,-18.58,4.34,4.73,-39.01,-41.02,-29.24,-16.03,0.898169,16
08-09-2025,NYSE:HRB,"H&R Block, Inc. Common Stock",6971,2406772,2.82,52.04,3.25,-5.98,-11.93,-6.67,-11.74,-23.65,-7.55,-20.35,-21.66,-22.40,-44.02,0.898047,16
08-09-2025,NYSE:AVY,Avery Dennison Corporation Common Stock,13131,620003,1.76,168.38,-1.94,-0.96,-6.82,-9.24,-21.86,-30.00,-2.53,-15.24,-24.23,-32.52,-50.37,0.89786,15
08-09-2025,NYSE:FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,17540,1083267,2.23,86.79,0.17,-1.66,-23.36,-12.59,-2.81,-18.55,-3.23,-31.78,-27.58,-13.47,-38.92,0.897824,15
08-09-2025,NYSE:ONON,On Holding AG Class A Ordinary Shares,14760,7307943,3.27,45.2,0.27,0.09,-25.13,-3.23,-31.73,-1.11,-1.48,-33.55,-18.22,-42.39,-21.48,0.897818,15
08-09-2025,NYSE:KNF,Knife Riv Holding Co. Common Stock,4543,664972,3.56,80.18,-1.02,-9.64,-15.09,-9.87,-29.11,6.56,-11.21,-23.51,-24.86,-39.77,-13.81,0.897749,15
08-09-2025,NYSE:QSR,Restaurant Brands International Inc. Common Shares,28206,2386432,1.59,62.02,-2.11,-4.92,-14.96,-12.17,-14.19,-10.69,-6.49,-23.38,-27.16,-24.85,-31.06,0.897712,15
08-09-2025,NASDAQ:NVAX,"Novavax, Inc. - Common Stock",1256,7621302,6.17,7.73,3.36,-13.58,3.62,-7.89,-8.80,-53.56,-15.15,-4.80,-22.88,-19.46,-73.93,0.897576,15
08-09-2025,NYSE:LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,3921,463921,3.74,51.22,-3.77,0.74,-43.24,-32.21,-46.11,32.33,-0.83,-51.66,-47.20,-56.77,11.96,0.897558,15
08-09-2025,NASDAQ:PPC,Pilgrim's Pride Corporation - Common Stock,10583,1371442,2.38,44.55,0.22,-12.03,-5.43,-22.60,-15.08,-3.70,-13.60,-13.85,-37.59,-25.74,-24.07,0.897331,15
08-09-2025,NYSE:ALC,Alcon Inc. Ordinary Shares,39961,2598049,1.66,79.97,0.20,-6.85,-9.78,-16.33,-9.22,-18.13,-8.42,-18.20,-31.32,-19.88,-38.50,0.897155,15
08-09-2025,NASDAQ:VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,101338,1620134,2.09,395.25,1.07,4.96,-13.98,-23.54,-15.62,-21.08,3.39,-22.40,-38.53,-26.28,-41.45,0.897137,15
08-09-2025,NYSE:BRO,"Brown & Brown, Inc. Common Stock",31451,2390966,1.46,95.35,-1.68,2.98,-15.96,-24.44,-16.81,-10.98,1.41,-24.38,-39.43,-27.47,-31.35,0.896933,15
08-09-2025,NYSE:AIV,Apartment Investment and Management Company Common Stock,1114,1785479,2.41,7.71,-1.56,-8.17,-8.04,-14.01,-13.23,-17.12,-9.74,-16.46,-29.00,-23.89,-37.49,0.896821,15
08-09-2025,NYSE:BALL,Ball Corporation Common Stock,13869,2269158,2.01,50.96,-3.30,-6.04,-5.44,-6.48,-21.96,-27.28,-7.61,-13.86,-21.47,-32.62,-47.65,0.896789,15
08-09-2025,NYSE:RXO,"RXO, Inc. Common Stock",2793,1954023,4.75,17.03,4.11,13.21,5.87,-16.32,-70.46,-65.47,11.64,-2.55,-31.31,-81.12,-85.84,0.896242,15
08-09-2025,NASDAQ:CLSK,"CleanSpark, Inc. - Common Stock",2578,17969576,5.43,9.17,-3.27,-16.90,-6.76,3.71,-52.13,1.64,-18.47,-15.18,-11.28,-62.79,-18.73,0.896186,15
08-09-2025,NASDAQ:DAWN,"Day One Biopharmaceuticals, Inc. - Common Stock",765,1289624,4.45,7.47,-0.54,19.28,3.75,-16.06,-81.93,-85.94,17.71,-4.67,-31.05,-92.59,-106.31,0.896086,15
08-09-2025,NASDAQ:TENB,"Tenable Holdings, Inc. - Common Stock",3773,1476537,2.71,31.16,0.77,5.58,-5.49,-17.14,-36.14,-28.02,4.01,-13.91,-32.13,-46.80,-48.39,0.896001,15
08-09-2025,NYSE:TECK,Teck Resources Ltd Ordinary Shares,17167,4056267,2.77,35.11,2.62,5.44,-9.85,-13.30,-31.36,-28.40,3.87,-18.27,-28.29,-42.02,-48.77,0.895795,15
08-09-2025,NYSE:KBR,"KBR, Inc. Common Stock",6348,1138993,2,49.27,-2.42,-1.18,-8.73,-5.22,-23.52,-35.44,-2.75,-17.15,-20.21,-34.18,-55.81,0.895471,15
08-09-2025,NYSE:KNTK,Kinetik Holdings Inc. Class A Common Stock,6730,1418744,2.82,41.56,-0.65,0.07,-6.04,-23.17,-38.14,-6.81,-1.50,-14.46,-38.16,-48.80,-27.18,0.895172,15
08-09-2025,NASDAQ:ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",2922,468523,2.41,22.75,-1.14,-12.97,-13.19,-9.14,-21.36,-1.14,-14.54,-21.61,-24.13,-32.02,-21.51,0.895114,15
08-09-2025,NASDAQ:IMTX,Immatics N.V. - Ordinary Shares,706,1003771,7.12,5.81,12.39,-8.78,-2.75,19.79,-38.73,-93.46,-10.35,-11.17,4.80,-49.39,-113.83,0.895103,15
08-09-2025,NYSE:FIS,"Fidelity National Information Services, Inc. Common Stock",36023,3548152,2.03,68.96,-1.23,-1.61,-17.79,-3.35,-23.61,-19.49,-3.18,-26.21,-18.34,-34.27,-39.86,0.89497,14
08-09-2025,NASDAQ:PAYO,Payoneer Global Inc. - Common Stock,2436,2870669,2.89,6.76,-2.81,-3.40,-3.99,-10.65,-57.69,-4.73,-4.97,-12.41,-25.64,-68.35,-25.10,0.89488,14
08-09-2025,NYSE:AMN,AMN Healthcare Services Inc,806,1019425,5.26,21.04,1.24,19.58,-0.29,-25.71,-29.04,-152.99,18.01,-8.71,-40.70,-39.70,-173.36,0.894763,14
08-09-2025,NASDAQ:TW,Tradeweb Markets Inc. - Class A Common Stock,28213,1442835,2.2,119.32,-3.39,-15.91,-17.37,-11.66,-12.55,2.04,-17.48,-25.79,-26.65,-23.21,-18.33,0.894639,14
08-09-2025,NYSE:NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,4502,1049726,1.88,32.66,1.32,7.41,-2.69,-21.03,-33.80,-42.68,5.84,-11.11,-36.02,-44.46,-63.05,0.89461,14
08-09-2025,NYSE:SM,SM Energy Company Common Stock,3070,1748516,3.87,26.71,-6.89,2.02,6.70,-3.29,-66.64,-56.35,0.45,-1.72,-18.28,-77.30,-76.72,0.894392,14
08-09-2025,NASDAQ:CROX,"Crocs, Inc. - Common Stock",4762,2001375,3.57,87.19,-0.01,14.68,-16.37,-14.51,-27.59,-59.33,13.11,-24.79,-29.50,-38.25,-79.70,0.893678,14
08-09-2025,NYSE:FTV,Fortive Corporation Common Stock,16233,4060956,1.87,47.98,0.25,1.10,-14.67,-20.28,-23.37,-12.57,-0.47,-23.09,-35.27,-34.03,-32.94,0.893409,14
08-09-2025,NYSE:TWO,Two Harbors Investment Corp,1079,1964826,1.95,10.28,2.72,3.50,-3.70,-36.87,-14.49,-35.80,1.93,-12.12,-51.86,-25.15,-56.17,0.89337,14
08-09-2025,NYSE:KMX,CarMax Inc,9211,2585173,2.77,61.38,0.05,9.99,-7.05,-24.99,-37.21,-33.35,8.42,-15.47,-39.98,-47.87,-53.72,0.893357,14
08-09-2025,NASDAQ:SAIC,Science Applications International Corporation - Common Stock,4722,474087,2.53,102.6,-14.72,-13.20,-2.65,-8.43,-19.89,-25.94,-14.77,-11.07,-23.42,-30.55,-46.31,0.893151,14
08-09-2025,NYSE:ARR,"ARMOUR Residential REIT, Inc.",1781,3573448,1.74,15.71,2.55,-0.70,-5.28,-21.01,-21.58,-28.77,-2.27,-13.70,-36.00,-32.24,-49.14,0.893104,14
08-09-2025,NYSE:ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",1352,1159072,2.31,7.78,1.67,5.14,-7.97,-9.77,-39.20,-36.50,3.57,-16.39,-24.76,-49.86,-56.87,0.892803,14
08-09-2025,NYSE:YELP,Yelp Inc. Common Stock,2002,901162,2.22,31.74,0.38,-7.69,-16.57,-10.74,-20.70,-7.40,-9.26,-24.99,-25.73,-31.36,-27.77,0.892405,14
08-09-2025,NASDAQ:CHDN,"Churchill Downs, Incorporated - Common Stock",7012,507776,1.99,99.99,-3.74,-2.18,1.91,-12.01,-40.27,-38.30,-3.75,-6.51,-27.00,-50.93,-58.67,0.892262,14
08-09-2025,NASDAQ:IMNM,"Immunome, Inc. - Common Stock",818,739763,5.79,9.4,-1.17,-5.00,2.87,0.64,-44.04,-56.49,-6.57,-5.55,-14.35,-54.70,-76.86,0.892251,14
08-09-2025,NYSE:CLX,Clorox Company (The) Common Stock,15395,1951209,1.84,125.87,6.09,-0.17,-1.45,-19.99,-32.78,-30.44,-1.74,-9.87,-34.98,-43.44,-50.81,0.892112,14
08-09-2025,NASDAQ:EQIX,"Equinix, Inc. - Common Stock",75715,404745,1.53,765.51,-2.70,-1.81,-19.45,-12.28,-25.88,-8.11,-3.38,-27.87,-27.27,-36.54,-28.48,0.892023,14
08-09-2025,NYSE:ENOV,Enovis Corporation Common Stock,1795,1010721,3.62,31.4,1.59,9.17,-1.24,-20.13,-56.15,-40.86,7.60,-9.66,-35.12,-66.81,-61.23,0.891052,14
08-09-2025,NYSE:TDC,Teradata Corporation Common Stock,2009,886566,2.65,21.26,1.32,2.16,-5.27,-8.42,-49.06,-31.33,0.59,-13.69,-23.41,-59.72,-51.70,0.890877,14
08-09-2025,NASDAQ:SBUX,Starbucks Corporation - Common Stock,95676,8238928,2.24,84.17,-4.78,-8.14,-6.50,-26.51,-20.67,-9.69,-9.71,-14.92,-41.50,-31.33,-30.06,0.890867,14
08-09-2025,NYSE:GKOS,Glaukos Corporation Common Stock,5269,699346,3.01,91.88,-4.29,4.22,-1.21,-13.40,-48.02,-42.37,2.65,-9.63,-28.39,-58.68,-62.74,0.89083,14
08-09-2025,NYSE:FVRR,"Fiverr International Ltd. Ordinary Shares, no par value",892,744568,3.36,24.21,2.73,5.37,-39.53,-5.33,-42.34,2.02,3.80,-47.95,-20.32,-53.00,-18.35,0.890643,14
08-09-2025,NASDAQ:BVS,Bioventus Inc. - Class A Common Stock,596,425711,4.33,7.21,-2.64,3.88,7.21,-27.60,-63.94,-33.98,2.31,-1.21,-42.59,-74.60,-54.35,0.890563,13
08-09-2025,NASDAQ:EEFT,"Euronet Worldwide, Inc. - Common Stock",3710,946235,2.72,90.5,-2.97,-0.83,-23.61,-12.67,-16.54,-15.76,-2.40,-32.03,-27.66,-27.20,-36.13,0.890498,13
08-09-2025,NASDAQ:QDEL,QuidelOrtho Corporation - Common Stock,1933,1153988,4.36,28.47,-0.77,14.30,-3.72,-43.31,-40.71,-41.76,12.73,-12.14,-58.30,-51.37,-62.13,0.890391,13
08-09-2025,NYSE:SXC,"SunCoke Energy, Inc. Common Stock",651,1123919,2.99,7.69,-0.39,3.25,-7.15,-17.69,-63.85,-9.23,1.68,-15.57,-32.68,-74.51,-29.60,0.890165,13
08-09-2025,NASDAQ:GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,703,422030,1.62,13.08,-2.83,0.38,-10.55,-20.64,-32.49,-15.83,-1.19,-18.97,-35.63,-43.15,-36.20,0.889789,13
08-09-2025,NYSE:IEX,IDEX Corporation Common Stock,12360,719093,1.92,164.17,-0.20,3.44,-11.66,-14.31,-40.40,-22.06,1.87,-20.08,-29.30,-51.06,-42.43,0.889633,13
08-09-2025,NYSE:WU,Western Union Company (The) Common Stock,2823,8993974,2.37,8.74,0.80,8.47,-8.24,-32.95,-24.60,-39.93,6.90,-16.66,-47.94,-35.26,-60.30,0.889611,13
