Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
22-12-2025,NSE:MVKAGRO,ST,990.82,741.3,64722,479.78419,1.45,2.64,1.5,M,5.00,-2.52,-8.28,-3.51,8.07,21.76,40.48,81.49,93.77,94.38,93.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-0.12,1.34,1.23,10.5,13.11,53.03,140.81,40,85.71,84.13,92.06,0,52.38,65.08,82.54,-9.49,-9.49,-9.49,-9.49,-9.49,-9.49,0,0,0,-27.53,-34.67,64.73,429.88,2191.5,2191.5,6.65,119.79,868.61,324.11,42.81,9.46,7.75,38.88,78.03,80.32,91.15,3.971523,99,6.65,119.79,807.82,163.34,,,,7.75,33.98,67,55.98,21.65,1.444949,99
22-12-2025,NSE:GRETEX,SM,303.92,199.9,17595,35.17241,0.88,3.15,1.82,,4.66,6.95,9.45,5.95,4.95,-19.78,-4.45,33.97,90.92,95.72,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.38,-1.41,2.92,-9.5,-6,29.91,34.1,0,0,22.22,49.21,0,0,0,19.84,-0.05,-23.12,-27.64,-27.64,NA,-0.05,-31.22,-24.42,-4,-26.22,NA,10.44,57.59,3744.23,NA,10.44,0,996.06,2438.46,249.04,NA,4.63,-6.05,30.51,77.47,92.49,3.524502,99,5.21,-31.22,996.06,839.5,,,,4.63,-11.17,34.88,75.9,64.69,1.669403,99
22-12-2025,NSE:CUPID,EQ,8255.36,457.95,3673671,16823.57634,4.25,4.26,4.3,,2.29,10.6,17.02,23.78,26.4,45.26,53.14,79.71,86.26,82.46,73.37,-1,-1,2,2,EP,EP,-1,-1,-1,-1,2,4,-1,-1,8.9,7.86,18.2,18.98,45.89,45.43,167.34,100,100,93.65,87.3,100,80.95,66.67,69.05,0,0,0,0,0,0,0,0,-17.02,-52.94,-39.9,113.27,394.71,696.43,696.43,43.13,98.3,273.2,61.6,0,8.86,26.08,51.54,76.25,72.81,79.23,2.380848,99,35.81,96.71,238.58,9.29,,,,26.08,35.05,54.8,21.96,-15.91,1.24887,99
22-12-2025,NSE:TAKE,BE,428.86,37.09,1880498,697.47671,2.42,2.52,13.28,,4.95,6.04,9.38,12.32,18.9,38.96,71.42,77.06,78.16,54.52,40.95,-1,-1,-1,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,1,0,-1,-1,6.09,5.16,11.86,16.15,33.41,49.3,163.15,100,100,90.48,69.05,100,100,74.6,39.68,0,0,0,0,0,0,0,-8.46,-61.8,-66.18,-29.56,257.67,345.26,454.41,454.41,22.45,199.9,58.45,27.2,0,1.63,18.58,69.82,73.6,64.71,51.29,1.995177,99,22.45,159.76,34.86,-52.27,,,,18.58,63.48,17.82,-5.53,-96.47,1.238478,99
22-12-2025,NSE:MAHASTEEL,BE,1275.64,870.45,29862,259.93378,2.11,2.67,4.2,,5.00,4.07,11.54,13.58,17.74,34.86,55.28,61.52,72.43,76.28,87.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,6.5,4.02,10.96,10.97,24.63,40.36,108.97,100,100,100,85.71,60,38.1,63.49,51.59,0,0,0,0,0,0,-9.6,-3.14,0,-2.22,-8.06,123.71,164.9,370.44,805.78,25.24,115.99,66.67,81.02,149.74,114.87,17.42,53.68,58.06,58.98,73.05,1.754361,99,24.05,102.06,59.01,70.03,,,,17.42,44.36,12.05,18,25.76,1.185878,99
22-12-2025,NSE:BGRENERGY,BE,2979.55,324.95,222423,722.76354,5.53,5.52,4.57,2L,-1.41,-3.72,-16.6,-31.94,-30.5,-37,18.61,69.29,75.06,77.36,87.64,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-3.63,-6.54,-9.55,-9.76,-17.59,50.42,66.2,0,38.1,79.37,57.94,0,0,22.22,25.4,-24.21,-30.48,-30.48,-30.48,-30.48,-24.21,-9.28,-0.25,-31.19,-44.1,0,44.41,235.66,355.11,832.96,6.18,159.14,257.02,186.48,132.7,111.25,-30.82,17.01,65.83,61.61,74.13,1.679937,99,-23.95,157.81,219.92,110.11,,,,-30.82,36.35,60.37,8.42,21.02,1.211331,99
22-12-2025,NSE:AKIKO,ST,313.5,267,12096,32.29632,3.26,4.03,2.65,,2.69,-1.87,-0.28,-7.87,-6.37,0.9,-2.53,68.58,73.41,70.22,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0.26,-1.15,-0.88,-0.28,-1.15,43.09,73.7,0,28.57,69.84,60.32,0,4.76,17.46,26.98,-7.61,-9.37,-9.37,-9.37,NA,-7.61,-3.6,0,-9.2,-23.94,NA,11.25,292.36,292.65,NA,3.89,109.44,302.28,30.28,11.99,NA,-6.69,-4.13,65.12,59.96,66.99,1.564903,99,-3.7,109.44,291.07,23.11,,,,-6.69,2.33,67.45,5.03,-0.17,1.196024,99
22-12-2025,NSE:APRAMEYA,SM,628.13,314.35,21600,67.8996,4.67,4.92,2.8,M,-0.36,-6.25,4.55,-5.92,-9.77,17.61,10.08,46.89,70.92,77.6,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1.78,0.33,-1.46,5.84,4.65,34.51,59.79,40,71.43,57.14,50,0,0,19.05,20.63,-5.88,-10.89,-10.89,-10.89,NA,-5.88,-2.18,-0.3,-7.46,-24.49,NA,28.07,106.81,388.12,NA,4.77,105.39,213.19,198.12,63.21,NA,-10.09,8.48,43.43,57.47,74.37,1.520515,99,-3.38,101.78,197.53,124.7,,,,-10.09,16.8,39.03,34.9,34.78,1.164947,99
22-12-2025,NSE:DHARIWAL,ST,267.15,345,80268,276.9246,1.49,3.14,5.22,,0.17,7.75,5.81,-4.17,14.49,41.26,48.16,55.36,66.52,56.1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,3.91,3.13,7.26,15.34,26.7,35.34,95.94,100,90.48,69.84,55.56,0,28.57,15.87,14.29,-5.92,-5.92,-5.92,-5.92,NA,-5.92,-4,-2.21,-3.02,-26.81,NA,112.37,155.46,278.08,NA,12.89,92.81,96,68.77,2.21,NA,14.17,46.56,51.9,53.07,52.87,1.483387,99,12.89,86.65,46.6,,,,,14.17,38.09,11.99,14.65,-19.33,1.12124,99
22-12-2025,NSE:IFBAGRO,EQ,1432.23,1438.7,91424,1315.31709,5.89,5.8,7.15,M,9.00,15.13,16.95,9.9,3.91,21.99,45.16,48.77,67.12,58.12,69.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.22,-0.21,10.98,0.63,11.69,35.95,74.37,0,14.29,58.73,44.44,0,0,28.57,17.46,-0.48,-10.47,-10.47,-10.47,-10.47,-0.48,-13.96,-14.17,-10.48,-22.54,-1.33,85.6,106.31,221.07,265.9,20.41,84.33,74.32,64.48,20.3,53.23,3.59,43.56,45.31,53.67,54.89,1.442754,99,1.74,71.17,60.13,26.12,,,,3.59,41.65,4.69,25.48,-15.58,1.131327,99
