Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
11-12-2025,NSE:SJS,EQ,5575.17,1691.3,185015,3129.1587,3.11,3.07,4.95,2M,0.88,1.71,1.31,-4.56,-3.35,10.92,17.63,30.17,48.42,23.44,63.45,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-1,0.4,0.2,0.6,3.3,4.03,22.76,34.69,20,47.62,68.25,66.67,0,23.81,44.44,35.71,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-0.93,-3.06,-9.36,-33.04,0,21.31,46.83,106.84,179.48,1.81,49.68,70.37,44.43,44.27,114.11,-2.14,15.61,29.27,35.24,22.43,1.14732,94,-4.07,49.68,50.45,22.34,,,-2.14,17.1,16.37,13.74,-34.41,1.044971,91
11-12-2025,NSE:SHRIPISTON,EQ,11981.55,3131.3,159571,4996.64672,3.55,3.63,14.61,,-0.43,16.17,16.88,14.34,14.05,14.67,14.98,19.58,41.62,32.3,34.65,HV2Y,HV2Y,-1,-1,EEP,-1,-1,-1,-1,-1,-1,7.38,3.79,11.61,3.32,15.44,12.25,31.56,40,9.52,20.63,33.33,40,9.52,19.05,19.05,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,-1.82,-1.29,0,-22.15,-9.71,20.97,34.28,86.39,86.39,20.62,10.68,55.97,49.9,8.81,23.42,15.26,12.96,18.68,28.44,31.29,1.143724,94,16.25,10.11,42.56,13.1,,,15.26,-2.12,6.54,15.03,-1.96,1.044513,91
11-12-2025,NSE:ARHAM,ST,238.57,143,37960,54.2828,5.04,5.17,6.95,S,-2.75,-10.1,-8.71,-2.69,6.57,30.59,32.8,33.22,34.09,3.85,24,-1,-1,-1,HV2Q,-1,-1,-1,-1,-1,18,-1,-4.32,3.38,-0.98,14.12,15.31,20.27,44.63,80,95.24,61.9,30.95,20,66.67,34.92,17.46,-9.18,-9.18,-9.18,-9.18,-20.8,-9.18,0,-9.55,-43.87,-47.8,-23.84,47.27,92.72,92.72,92.72,4.69,80.05,29.51,21.04,5.6,54.06,7.78,30.78,32.32,20.91,2.84,1.143364,94,4.69,73.51,2.23,-30.8,,,7.78,24.87,1.76,-11.08,-31.88,1.030748,87
11-12-2025,NSE:BHAGYANGR,EQ,523.12,126.31,394468,498.25253,6.72,6.6,4.48,2M,4.22,-3.33,-12.68,-18.8,-9.54,20.57,28.44,37.18,38.79,17.05,19.6,-1,-1,HVQ,HVY,-1,-1,-1,-1,-1,-1,-1,-2.59,-2.03,-4.53,6.14,1.72,25.37,36.3,0,38.1,52.38,37.3,0,19.05,19.05,13.49,-21.79,-21.79,-21.79,-21.79,-21.79,-21.79,-2.38,-16.4,-27.29,-36.81,-14.36,40,77.78,90.08,90.08,4.22,58.2,36.03,19.41,6.69,28.87,-8.33,26.42,36.28,25.61,16.04,1.143235,94,-9.58,53.78,14.11,-22.52,,,-8.33,31.47,13.35,-9.82,-21.51,1.045263,91
11-12-2025,NSE:TDPOWERSYS,EQ,12276.72,678.75,1539740,10450.98525,4.33,4.25,5.65,S,-0.29,-6.87,-17.17,-11.79,-20.86,11.54,18.4,24.64,49.03,35.82,54.92,-1,-1,EEP,HVQ,EEP,-1,-1,-1,-1,-1,-1,-5,-2.23,-7.07,3.03,-4.17,25.61,28.83,0,66.67,82.54,57.94,0,0,36.51,26.98,-14.69,-17.26,-17.26,-17.26,-17.26,-14.69,0,-1.88,-1.8,-26.84,-5.49,27.06,45.33,122.98,134.37,0.59,66.05,72.59,68.04,29.5,63.05,-19.65,16.38,23.74,35.85,34.81,1.143052,94,-12.7,63.99,56.72,18.8,,,-19.65,29.29,8.79,19.98,-11.9,1.067134,96
11-12-2025,NSE:SOUTHBANK,EQ,10114.16,39.63,42208887,16727.38192,3.36,3.3,6.09,S,1.46,-0.86,-1.19,4.69,0.88,13.55,27.25,22.31,36.21,33.64,26.57,-1,-1,EEP,-1,-1,-1,-1,-1,-1,8,-1,0.52,1.06,1.6,5.53,7.55,18.6,32.13,100,95.24,66.67,45.24,0,14.29,22.22,14.29,-3.53,-3.53,-3.53,-3.53,-3.53,-3.53,0,-8.77,0,-18.58,-15.3,38.37,38.61,73.06,76.68,4.92,37.39,25.9,37.27,12.71,17.25,2.09,25.23,21.41,23.03,32.63,1.142542,94,3.45,33.15,13.06,23.16,,,2.09,23.4,-5.66,5.51,9.98,1.051969,93
11-12-2025,NSE:CUB,EQ,20538.17,262.15,3669817,9620.42527,3.72,3.75,4.29,S,-0.98,-2.84,-4.91,-1.26,3.99,18.05,22.7,23.73,40.22,29.44,42.88,-1,-1,EEP,HVQ,-1,-1,-1,-1,-1,9,-1,-2.04,0.82,-1.23,6.95,6.14,17.1,28.04,80,95.24,55.56,50.79,0,42.86,33.33,18.25,-7.35,-7.35,-7.35,-7.35,-7.35,-7.35,-3.53,-12.09,-3.07,-16.18,-0.26,30,37.37,79.06,93.4,0.84,29.7,38.42,36.57,22.86,45.01,5.2,20.68,22.83,27.04,28.43,1.141123,94,0.84,20.37,29.96,20.14,,,5.2,16.29,2.47,9.23,-4.02,1.044307,91
11-12-2025,NSE:NAVINFLUOR,EQ,30687.41,6043,290155,17534.06665,2.79,2.76,4.62,M,1.56,4.6,5.1,1.06,0.34,21.54,20.94,27.07,31.81,41.16,47.95,-1,-1,EEP,-1,-1,EEP,-1,-1,-1,-1,-1,3.61,0.77,4.42,5.63,10.65,12.49,26.43,40,57.14,28.57,32.54,20,38.1,22.22,19.84,0,-0.62,-0.62,-0.62,-0.62,0,-0.96,-7.94,-5.58,-3.1,-6.45,32.75,33.89,87.82,98.23,8.63,32.3,24.14,37.15,38.9,19.86,1.55,18.92,26.17,18.63,40.15,1.141121,94,0.08,24.83,17.17,33.61,,,1.55,17.47,8.9,-5.89,27.71,1.053296,93
11-12-2025,NSE:SIKKO,BE,241.33,5.51,6347437,349.74378,5.49,5.44,5.66,,-5.00,-1.91,-2.45,-1.63,1.79,19.54,37.8,30.75,27.9,9.27,29.52,-1,-1,HVQ,HVQ,-1,HV2Y,-1,-1,-1,-1,-1,-2.53,1.77,-0.78,5.67,5.18,20.97,33.09,80,80.95,65.08,32.54,0,0,9.52,4.76,-9.23,-11.28,-11.28,-11.28,-11.28,-9.23,-12.87,-17.29,-33.21,-34.29,-17.32,63.31,63.5,63.5,63.5,5.56,60.58,1.69,8.78,18.87,49.59,3,35.78,29.85,14.72,8.26,1.140476,94,2.77,49.32,-13.82,-26.38,,,3,33.47,-10.2,-16.5,-11.83,1.041894,90
11-12-2025,NSE:NRAIL,EQ,802.88,462.05,41821,193.23393,5.23,5.15,12.93,2M,-1.46,-1.03,-2.93,-8.22,-5.52,3.58,15.49,31.97,47.95,19.78,-4.23,-1,-1,HVQ,HV2Y,HVQ,HV2Q,-1,-1,-1,-1,11,-1.09,-0.33,-1.42,1.65,0.23,24.27,32.35,0,47.62,53.97,65.87,0,19.05,20.63,15.87,-8.77,-8.77,-8.77,-8.77,-12.38,-8.77,0,-8.95,-22.75,-54.39,-29.71,25.27,48.83,112.73,112.73,2.91,42.7,79.79,44.73,7.97,12.93,-4.31,13.47,31.07,34.77,18.77,1.138442,94,-4.4,34.78,64.87,-20.42,,,-4.31,16.71,20.64,11.1,-40.11,1.041263,90
11-12-2025,NSE:SIGMA,BE,524.67,51.81,654187,338.93428,4.14,4.08,5.15,S,0.62,-0.56,-3.28,1.47,-2.66,-1.43,9.47,28.4,48.07,28.46,14.69,-1,-1,HV2Y,-1,HV2Y,-1,-1,-1,-1,-1,-1,0.43,-0.63,-0.19,-1.89,-2.05,25.42,31.34,0,0,52.38,65.08,0,0,19.05,24.6,-3.73,-16.7,-16.7,-16.7,-16.7,-3.73,-14.49,0,-6.67,-39.13,-16.14,11.88,42.22,121.09,121.09,3.95,40.27,100.16,58.3,6.2,18.95,-1.45,7.45,27.5,34.89,27.45,1.137252,94,-1.01,40.27,76.7,-5.25,,,-1.45,8.62,22.05,15.08,-23.75,1.044219,90
11-12-2025,NSE:JAMNAAUTO,EQ,4384.79,125.53,2098212,2633.88552,4.22,4.17,2.96,,2.37,2.19,8.99,12.42,18.08,22.54,13.81,26.98,40.67,16.59,-10.41,-1,HVQ,-1,EEP,-1,-1,-1,-1,8,-1,-1,4.64,4.34,9.39,9.55,20.93,10.47,35.08,100,33.33,22.22,38.89,80,28.57,17.46,27.78,0,0,0,0,-14.07,0,-6.43,-1.56,-30.68,-49.02,-28.33,37.63,43.56,77.18,77.18,20.7,15.24,51.99,29.37,5.12,7.75,19.29,11.79,26.08,27.49,15.58,1.136747,94,19.34,15.24,44.33,-24.99,,,19.29,-8.41,16.42,6.35,-26.56,1.030773,87
11-12-2025,NSE:CANBK,EQ,135152.7,146.8,30889839,45346.28365,2.52,2.51,4.18,S,0.85,-0.4,-3.38,-0.78,2.2,13.22,24.63,20.24,41.86,25.53,17.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-0.09,0.81,0.72,5.35,6.41,18.46,30.51,80,95.24,82.54,42.06,0,57.14,65.08,33.33,-3.44,-3.44,-3.44,-3.44,-3.44,-3.44,0,-6.05,-0.57,-33.45,-14.76,32.3,41.38,81.46,81.46,2.77,38.27,34.17,44.73,5.5,16,3.41,22.61,19.34,28.68,24.52,1.136474,94,2.34,31.14,30.13,13.26,,,3.41,19.74,-4.69,14.72,-14.07,1.046272,91
11-12-2025,NSE:SOUTHWEST,EQ,575.42,191.52,315041,603.36652,6.89,7.37,4.52,S,-0.77,-1.59,-1.95,-0.37,-0.08,32.7,27.27,20.4,43.37,18.81,39.51,-1,-1,HV2Y,-1,HVQ,-1,5.81,-1,-1,-1,-1,-3.14,2.22,-0.94,13.36,14.33,15.73,35.66,80,95.24,39.68,24.6,0,19.05,12.7,7.94,-14.74,-14.74,-14.74,-14.74,-14.74,-14.74,0,-11.99,-6.86,-33.74,0,56.61,56.61,91.94,91.94,6.08,56.73,39.6,52.79,9.32,56.75,1.13,25.25,19.5,30.19,17.8,1.135504,94,2.54,32,30.3,4.27,,,1.13,24.13,-8.31,16.47,-29.37,1.04714,92
11-12-2025,NSE:CHENNPETRO,EQ,15985.64,922.15,4308800,39733.5992,4.63,4.52,10.24,2M,-2.50,-0.89,0.54,-16.72,-12.15,13,21.34,25.86,42.85,32.86,-3.22,-1,-1,EEP,HVQ,HV2Q,HV2Q,-1,-1,-1,-1,-1,-1.55,-0.78,-2.31,4.79,2.6,20.53,29.11,0,42.86,46.03,34.13,0,23.81,30.16,18.25,-15.9,-15.9,-15.9,-15.9,-24.41,-15.9,0,-7.85,-27.53,-56.8,-49.25,27.44,51.61,104.2,104.2,2.85,64.92,41.38,51.38,16.71,8.78,-10.94,19.32,24.96,29.67,31.85,1.135125,94,-10.9,56.9,37.07,-25.69,,,-10.94,26.66,6.89,10.52,-3.46,1.054803,94
11-12-2025,NSE:AGIIL,EQ,3098.77,266.1,878045,2336.47775,4.3,4.24,4.27,S,0.17,-0.51,-3.34,-6.11,4.45,-8.19,11.79,31.69,37.58,32.64,NA,-1,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,10,-1.2,0.25,-0.96,0.97,0.01,20.88,26.4,80,52.38,50.79,61.9,0,4.76,20.63,40.48,-6.2,-7.57,-7.57,-7.57,NA,-6.2,-11.69,-1.19,-2.78,-11.17,NA,14.86,55.25,89.29,NA,5.51,18.96,66.98,100.51,110.08,NA,5.66,9.77,30.79,24.4,31.63,1.134083,94,4.19,18.96,42.79,89.45,,,5.66,4.47,23.71,-3.77,6.08,1.039481,89
11-12-2025,NSE:GOLDIETF,EQ,12442.99,110.85,7641787,8470.92089,1.23,1.54,5.43,,0.81,0.99,2.87,5.21,4.19,6.16,15.28,24.72,33.06,40.45,45.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,1.04,1.22,2.29,2.11,4.49,15.95,24.32,100,42.86,58.73,39.68,100,38.1,53.97,37.3,0,-0.88,-0.88,-0.88,-0.88,0,-5.03,-0.65,-2.23,-1.16,-4.4,18.39,34.64,69.89,85.74,6.42,25.29,26.36,34.44,29.74,15.42,5.4,13.26,23.82,19.88,39.44,1.132857,93,1.7,23.6,25.99,33.5,,,5.4,8.38,12.28,-1.31,25.05,1.047987,92
11-12-2025,NSE:GOLDSHARE,EQ,2930.73,108.7,1010418,1098.32437,1.94,2.13,3.88,,0.69,1.1,2.67,5.2,4,5.98,15.23,24.75,33.03,40.48,45.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1.02,1.19,2.24,2.02,4.35,16.03,24.27,100,42.86,58.73,40.48,100,38.1,53.97,38.1,0,-0.87,-0.87,-0.87,-0.87,0,-4.83,-1.29,-1.8,-1.15,-4.01,18.15,34.36,69.84,85.34,6.2,25.42,26.58,34.76,30.23,15.74,5.21,13.21,23.85,19.85,39.47,1.132546,93,1.78,23.64,26.32,34.32,,,5.21,8.49,12.37,-1.39,25.14,1.048011,93
11-12-2025,NSE:NEPTUNE,SM,389.64,225.2,13600,30.6272,5.09,5.4,2.21,,12.04,21.94,28.51,27.66,25.18,29.31,30.44,38.06,NA,NA,NA,HVQ,HVQ,-1,-1,-1,-1,5.97,-1,-1,-1,-1,21.13,5.12,27.67,4.79,34.1,,,20,4.76,31.75,20.63,20,4.76,22.22,13.49,0,0,0,NA,NA,0,-7.09,0,NA,NA,NA,44.17,64.32,NA,NA,43.21,22.86,19.03,NA,NA,NA,26.39,28.42,37.16,0,0,1.132475,93,36.36,19.59,,,,,26.39,3.83,12.09,87.61,14.01,1.057204,94
11-12-2025,NSE:AXISGOLD,EQ,3007.86,108.07,1918076,2072.86473,1.55,1.82,6.2,S,0.98,1.23,3.06,5.59,4.17,6.26,15.19,24.65,32.94,40.42,45.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1.17,1.2,2.4,2.01,4.5,15.92,24.29,100,42.86,58.73,39.68,60,23.81,49.21,34.92,0,-1.34,-1.34,-1.34,-1.34,0,-5.46,-0.69,-2.43,-1.29,-4.44,18.43,34.72,69.49,85.05,6.83,25.33,26.54,34.75,30.04,15.54,5.38,13.17,23.75,19.76,39.41,1.132287,93,1.38,23.76,26.08,33.67,,,5.38,8.3,12.29,-1.39,25.16,1.047873,92
11-12-2025,NSE:QGOLDHALF,EQ,507.27,107.02,254195,272.03949,1.94,2.15,3.7,,0.67,1.06,2.8,5.3,4.08,6.09,15.11,24.7,32.98,40.38,45.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.99,1.19,2.21,2,4.3,16.01,24.17,100,42.86,58.73,39.68,100,33.33,53.97,37.3,0,-1.12,-1.12,-1.12,-1.12,0,-5.16,-0.42,-2.33,-1.08,-4.43,18.15,34.28,69.66,84.84,6.23,25.43,26.48,34.56,29.93,15.58,5.29,13.09,23.8,19.8,39.37,1.132104,93,1.53,23.6,26.23,33.52,,,5.29,8.3,12.43,-1.38,25.05,1.047803,92
11-12-2025,NSE:PARAGMILK,EQ,4403.23,307.8,1547762,4764.01144,4.11,4.03,4.39,3L,0.93,-1.14,-7.65,-12.04,-15.79,9.44,14.08,29.63,46.97,30.06,29.99,-1,EEP,EEP,-1,EEP,-1,-1,-1,-1,-1,-1,-1.83,-1.84,-3.61,2.37,-1.27,23.75,29.48,0,42.86,66.67,61.9,0,4.76,31.75,34.13,-17.17,-17.17,-17.17,-17.17,-17.17,-17.17,0,-1.33,-7.59,-30.36,-8.16,18.54,46.58,117.8,117.8,2.33,67.79,79.55,53.28,15.5,36.59,-14.58,12.06,28.73,33.79,29.05,1.131992,93,-17.17,61.62,62.46,15.84,,,-14.58,22.6,19.23,12.26,-17.87,1.051188,93
11-12-2025,NSE:GOLDBEES,EQ,33593.83,107.15,39287606,42096.66983,1.04,1.3,9.92,,0.87,1.15,2.84,5.23,4.16,6.05,15.17,24.63,32.91,40.28,45.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1.08,1.18,2.28,2.03,4.4,15.9,24.14,100,42.86,58.73,39.68,100,33.33,52.38,36.51,0,-0.89,-0.89,-0.89,-0.89,0,-5.01,-0.3,-2.58,-1.18,-4.52,18.24,34.26,69.22,84.46,6.18,25.11,26.11,34.24,29.28,15.07,5.37,13.15,23.73,19.73,39.27,1.131838,93,1.69,23.38,25.88,33.14,,,5.37,8.28,12.3,-1.41,25,1.047658,92
11-12-2025,NSE:BSLGOLDETF,EQ,1836.21,113.69,804042,914.11535,1.37,1.61,8.63,,0.72,0.97,2.59,5.44,3.93,6.06,15.16,24.76,32.83,40.33,45.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1.05,1.16,2.23,1.96,4.28,15.97,24.09,100,42.86,58.73,39.68,60,23.81,49.21,34.92,0,-1.34,-1.34,-1.34,-1.34,0,-5.22,-0.61,-2.62,-1.09,-4.44,18.24,34.42,69.61,85.86,6.35,25.41,26.51,34.33,30.09,15.57,5.14,13.14,23.86,19.65,39.32,1.13169,93,1.35,23.43,25.77,34.05,,,5.14,8.49,12.45,-1.66,25.17,1.047739,92
11-12-2025,NSE:SILVERCASE,EQ,441.59,18.94,12845356,2432.91043,3.73,4.22,2.82,,1.77,6.44,12.94,17.11,16,12.78,32.89,42.4,NA,NA,NA,-1,-1,HV2Y,-1,-1,-1,-1,2,-1,-1,-1,5.75,4.19,10.37,5.72,17.07,,,100,38.1,53.97,55.56,40,9.52,36.51,38.89,0,0,0,NA,NA,0,-14.65,-1.09,NA,NA,NA,49.13,75.21,NA,NA,23.39,39.93,37.41,NA,NA,NA,17.21,30.87,41.5,0,0,1.131453,93,14.03,36.68,,,,,17.21,16.91,15.3,87.61,14.01,1.064607,95
11-12-2025,NSE:IXIGO,EQ,10632.64,257.9,3971705,10243.02719,5.03,4.94,5.23,,2.28,4.67,-6.71,-5.04,-7,-23.42,-16.69,27.13,48.21,45.04,NA,-1,-1,-1,EEP,-1,HVQ,-1,-1,-1,-1,-1,0.94,-2.86,-1.87,-8.45,-9.52,24.07,19.17,0,0,28.57,48.41,0,0,9.52,30.16,-7.13,-23.14,-23.14,-23.14,NA,-7.13,-17.76,0,0,-27.75,NA,10.45,55.94,106.09,NA,10.45,15.69,140.49,50.18,6.44,NA,-5.79,-18.71,26.23,35.03,44.03,1.131392,93,-7.13,15.69,124.49,19.74,,,-5.79,-12.26,38.69,16.54,7.89,1.060258,95
11-12-2025,NSE:HDFCGOLD,EQ,15085.34,110.53,6625548,7323.2182,1.77,1.98,10.36,,0.76,0.83,2.7,5.1,4.07,5.93,15.01,24.54,32.83,40.32,45.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0.99,1.18,2.19,2.04,4.32,15.93,24.09,100,42.86,58.73,39.68,100,42.86,55.56,38.1,0,-0.92,-0.92,-0.92,-0.92,0,-4.96,-0.21,-1.99,-1.08,-4.36,18.18,34.19,69.08,85.11,6.14,25.12,26.4,34.19,30.15,15.64,5.28,12.99,23.64,19.65,39.31,1.131258,93,1.72,23.48,26.23,33.24,,,5.28,8.2,12.35,-1.4,25.16,1.047636,92
11-12-2025,NSE:SETFGOLD,EQ,14801.89,110.38,8834362,9751.36878,1.94,2.2,9.89,,0.77,0.92,2.72,5.1,4.04,5.97,15.08,24.6,32.8,40.25,45.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0.98,1.17,2.18,2.04,4.3,15.93,24.06,100,42.86,58.73,39.68,100,38.1,53.97,37.3,0,-1.01,-1.01,-1.01,-1.01,0,-5.01,-0.39,-2.34,-1.17,-4.38,18.17,34.18,68.88,84.86,6.18,25.16,26.22,34.26,29.84,15.44,5.25,13.06,23.7,19.62,39.24,1.131217,93,1.64,23.48,25.9,33.15,,,5.25,8.31,12.34,-1.52,25.1,1.047569,92
11-12-2025,NSE:GOLD1,EQ,9425.5,107.78,2547647,2745.85394,1.76,1.95,4.67,,0.67,1.01,2.53,5.08,3.85,6.04,15.15,24.63,32.86,40.18,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0.96,1.16,2.14,2.06,4.29,15.9,24.02,100,47.62,60.32,41.27,100,42.86,57.14,39.68,0,-0.95,-0.95,-0.95,NA,0,-4.76,-0.22,-2.56,-1.35,NA,18.22,34.12,68.88,NA,6.16,25.32,26.14,34.38,23.73,NA,5.06,13.13,23.73,19.68,39.17,1.131121,93,1.45,23.49,25.74,33.19,,,5.06,8.55,12.32,-1.47,24.91,1.047543,92
11-12-2025,NSE:GOLDETFADD,EQ,1256.18,125.48,430818,540.59043,1.19,1.43,4.53,,0.67,0.8,2.47,5.07,3.85,5.83,15.05,24.8,32.74,40.16,45.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.9,1.16,2.09,2.05,4.22,15.92,23.97,100,47.62,60.32,40.48,100,38.1,53.97,37.3,0,-1.11,-1.11,-1.11,-1.11,0,-4.92,-0.49,-2.36,-1.04,-4.26,18.05,33.99,68.75,84.37,6.09,25.23,26.08,34.24,29.69,15.38,5.06,13.03,23.9,19.56,39.15,1.130903,93,1.53,23.5,25.8,32.94,,,5.06,8.45,12.62,-1.83,25.04,1.04743,92
11-12-2025,NSE:IVZINGOLD,EQ,445.09,11238,2011,225.99618,1.7,1.97,7.1,,0.66,1.41,2.89,5.54,4.16,6.37,14.8,24.54,32.88,40.2,45.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1.08,1.19,2.3,1.66,4.03,16.07,23.95,100,33.33,55.56,38.1,0,0,25.4,23.02,-0.09,-5.19,-5.19,-5.19,-5.19,-0.09,-9.14,-0.25,-2.32,-1.04,-4.53,18.22,34.08,69.2,84.98,6.94,25.09,26.75,35.62,30.58,16.34,5.37,12.78,23.64,19.7,39.19,1.130856,93,1.79,23.46,26.38,33.77,,,5.37,7.9,12.58,-1.34,24.92,1.047358,92
11-12-2025,NSE:GOLDCASE,EQ,878.64,20.32,8022816,1630.23621,3.49,3.54,3.33,S,0.69,1.03,2.71,5.22,3.94,6.2,15.06,24.61,32.73,40.16,45.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.99,1.17,2.19,2.02,4.29,15.87,23.97,100,42.86,58.73,39.68,100,42.86,57.14,38.89,0,-0.78,-0.78,-0.78,-0.78,0,-4.69,-0.58,-2.17,-1.01,-4.93,18.21,34.04,68.63,83.89,6.17,25.37,26.17,34.15,29.82,15.48,5.15,13.04,23.71,19.55,39.15,1.130723,93,1.75,23.47,25.8,33.22,,,5.15,8.38,12.38,-1.62,25.06,1.047421,92
11-12-2025,NSE:LICMFGOLD,EQ,887.33,11644.75,5183,603.54739,1.26,1.49,6.42,,0.49,0.7,2.8,5.9,3.83,6.33,14.74,24.62,32.72,40.39,45.44,-1,-1,-1,HVQ,-1,-1,-1,2,-1,-1,4,0.99,1.23,2.24,1.92,4.24,15.8,23.81,100,33.33,55.56,38.89,0,0,19.05,19.84,-0.07,-2.39,-2.39,-2.39,-2.39,-0.07,-6.13,-8.88,-3.66,-1.19,-5.21,17.92,34.02,70.28,84.88,6.28,25.12,27.11,34.45,30.81,15.9,5.04,12.72,23.72,19.54,39.38,1.130519,93,1.6,23.24,26.16,33.71,,,5.04,8.14,12.73,-1.64,25.41,1.047601,92
11-12-2025,NSE:EGOLD,EQ,619.71,129.4,492237,636.95468,1.73,1.84,4.93,S,0.78,0.97,2.98,5.33,4.06,5.83,15.03,24.57,32.61,40.03,45.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1.04,1.23,2.3,2.08,4.47,15.75,24,100,42.86,58.73,39.68,100,42.86,55.56,38.1,0,-0.77,-0.77,-0.77,-0.77,0,-4.79,-0.18,-1.86,-1.19,-4.84,18.17,33.89,68.27,83.55,6.5,25.03,25.95,34.34,30.05,15.73,5.27,13.01,23.67,19.43,39.02,1.13031,93,1.97,23.16,25.59,32.79,,,5.27,8.24,12.37,-1.73,25.02,1.047193,92
11-12-2025,NSE:GOLDETF,EQ,1695.65,125.56,1611854,2023.84388,1.56,1.75,6.44,S,0.57,0.78,2.52,5.03,3.93,5.85,14.95,24.54,32.69,40.13,45.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.96,1.16,2.15,2.01,4.25,15.88,23.94,100,42.86,58.73,40.48,100,42.86,57.14,39.68,0,-0.74,-0.74,-0.74,-0.74,0,-4.64,-0.17,-2,-1.11,-4.12,18,33.96,68.47,84.67,5.81,25.26,26.26,34.4,29.99,15.61,5.14,12.93,23.64,19.51,39.12,1.130288,93,1.82,23.18,25.95,33.56,,,5.14,8.27,12.41,-1.59,25.07,1.047323,92
11-12-2025,NSE:SHAILY,EQ,12637.65,2461,305672,7522.58792,4.36,4.29,12.91,2M,-1.51,-5.54,-4.91,-4.9,-1.45,1.21,8.7,27.52,30.48,46.9,77.7,-1,-1,HV2Y,EEP,-1,EEP,-1,-1,-1,-1,-1,-2.26,-0.23,-2.48,2.55,0.07,20.44,25.77,0,57.14,63.49,40.48,0,19.05,25.4,18.25,-10.47,-10.47,-10.47,-10.47,-10.47,-10.47,-2.25,-0.34,-11.55,0,-2.06,13.89,59.37,85.24,353.85,0.53,49.5,61.6,97.72,263.88,177.98,-0.24,6.68,26.62,17.3,45.89,1.129946,93,-5.73,49.5,25.11,77.57,,,-0.24,6.8,21.75,-8.3,37.62,1.056669,94
11-12-2025,NSE:PTCIL,EQ,25989.97,18227,19968,3639.56736,2.66,2.64,8.12,,-2.08,-0.18,1.04,5.89,3.85,10.86,23.03,15.37,34.66,36.36,57.52,-1,-1,-1,-1,EEP,HVQ,-1,-1,-1,7,-1,-1.08,1.86,0.79,4.3,5.33,14.42,23.08,100,71.43,68.25,34.13,80,66.67,58.73,29.37,-3.63,-3.63,-3.63,-3.63,-3.63,-3.63,0,-10.77,-11.3,-31.53,-22.65,28.67,36.36,79.71,151.16,7.57,31.11,15.74,52.09,64.1,59.85,5.06,21.01,14.47,21.48,35.35,1.129549,92,5.45,22.89,14.28,9.46,,,5.06,16.75,-8.81,10.41,16.6,1.051024,93
11-12-2025,NSE:TATAGOLD,EQ,2139.97,12.54,53294390,6683.11651,3.26,3.33,6.49,,0.64,0.96,2.63,5.1,3.91,5.82,14.83,24.4,32.62,40.03,44.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.96,1.16,2.15,1.96,4.2,15.85,23.82,100,42.86,58.73,39.68,100,38.1,55.56,38.1,0,-1.03,-1.03,-1.03,-1.03,0,-4.89,-0.09,-2.17,-0.94,-8.18,17.97,33.69,68.32,83.6,6,25,26.69,34.66,29.8,15.51,5.12,12.81,23.5,19.44,39.02,1.12952,92,1.7,23.34,26.09,33.9,,,5.12,8.17,12.38,-1.53,25.02,1.047112,92
