Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
11-12-2025,NSE:MVKAGRO,ST,990.82,755.5,77820,587.9301,0.58,2.09,1.5,,-2.00,-6.29,2.38,11.57,13.57,27.47,49.11,84.16,93.03,94.59,92.98,-1,-1,-1,-1,-1,HV2Q,-1,-1,2,-1,-1,-1.74,5.23,3.68,14.08,20.68,54.76,166.75,100,100,88.89,94.44,40,76.19,76.19,88.1,-7.75,-7.75,-7.75,-7.75,-7.75,-7.75,0,0,0,-17.41,-35.92,92.68,519.01,2235.39,2235.39,20.47,141.27,765.88,270.02,62.75,7.36,14.78,47.09,83.26,79.85,93.58,4.021135,99,18.06,141.27,628.13,125.85,,,14.78,37.93,70,43.63,36.42,1.426721,99
11-12-2025,NSE:GRETEX,SM,303.92,186,16920,31.4712,0.23,3.09,1.51,2M,0.00,-2.15,-4.95,-2.15,-16.13,-26.88,-24.19,34.78,92.66,94.38,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.39,-3.78,-4.99,-11.36,-14.68,34.11,29.49,0,0,23.81,53.97,0,0,0,23.02,-13.89,-28.46,-32.67,-32.67,NA,-13.89,-21.81,-16.38,-4.97,-44.51,NA,2.76,46.63,3476.92,NA,2.76,8.27,1515.38,2232.69,162.5,NA,-14.92,-26.21,33.88,79.48,93.37,3.316855,99,-13.89,-7.49,1515.38,541.8,,,-14.92,-10.14,48.63,76.36,37.45,1.758251,99
11-12-2025,NSE:CUPID,EQ,8255.36,394.4,3733597,14725.30657,4.47,4.52,4.57,,1.23,5.21,16.62,16.45,29.15,37.56,48.61,75.25,82.92,79.2,70.29,-1,-1,-1,HV2Y,HV2Y,HV2Q,-1,-1,4,-1,-1,6.26,7.14,14.43,17.43,38.59,44.23,148.52,100,100,93.65,81.75,80,80.95,65.08,63.49,0,0,0,0,0,0,0,0,-12.84,-49.59,-38.62,98.87,337.49,585.91,585.91,36.96,69.22,252.49,69.74,4.66,11.18,30.36,46.59,74.35,69.74,78.19,2.112406,99,36.96,69.22,208.4,14.57,,,30.36,24.27,52.99,18.58,-7.77,1.213004,99
11-12-2025,NSE:BGRENERGY,BE,2979.55,327.15,230290,753.39374,4.75,4.82,14.1,2L,-4.99,-25.6,-29.15,-26.43,-22.59,-2.58,33.19,66.48,75.94,85.41,87.71,-1,-1,-1,HV2Q,-1,HVQ,-1,-1,-1,-1,-1,-13.54,-3.67,-16.6,1.19,-15.6,51.67,74.63,0,71.43,90.48,57.94,0,0,31.75,25.4,-23.7,-30.01,-30.01,-30.01,-30.01,-23.7,-14.2,-3.29,-24.37,-45.72,-14.17,45.39,237.93,523.86,839.28,0,256.93,195.06,214.84,126.18,37.18,-21.38,31.17,65.58,62.76,84.4,1.897506,99,-22.31,220.94,164.5,124.94,,,-21.38,42.3,50.97,15.83,53.36,1.245313,99
11-12-2025,NSE:TAKE,BE,428.86,34.44,1619668,557.81366,2.94,3.38,15.26,,1.35,2.82,10.22,13.73,24.04,53.16,68.67,73.72,71.52,49.1,32.64,-1,-1,HV2Y,HVQ,-1,HVQ,-1,1,0,-1,-1,4.04,6.33,11.07,20.25,39.27,46.53,160.48,100,100,82.54,63.49,100,100,63.49,34.13,0,0,0,0,0,0,0,-6.82,-59.38,-59.04,-26.81,232.43,313.45,414.8,414.8,25.42,190.67,61.29,35.28,10.1,5.6,25.25,66.65,72.82,58.34,48.09,1.822035,99,25.42,190.67,4.76,-50.79,,,25.25,55.55,17.27,-20.79,-64.69,1.188935,99
11-12-2025,NSE:MAHASTEEL,BE,1275.64,806.3,51103,412.04349,1.59,2.39,4.25,,2.00,5.49,10.32,9.39,4.89,35.17,51.98,61.06,70.27,73.98,87.27,-1,-1,HVY,HVY,HVQ,HVQ,-1,-1,12,-1,-1,4.62,3.8,8.76,12.54,24.35,38.93,103.61,100,100,100,85.71,60,28.57,55.56,49.21,0,0,0,0,0,0,0,-3.65,-4.52,-2.34,-6.59,108.08,161.74,335.77,739.02,16.01,133.38,65.79,69.7,149.43,118.3,6.1,49.96,60.16,57.09,72.97,1.672347,99,3.36,121.71,60.66,65.29,,,6.1,46.31,20.04,11.27,26.49,1.181547,99
11-12-2025,NSE:AKIKO,ST,313.5,260,14624,38.0224,3.48,3.94,3.02,2M,1.17,-9.62,-10,-10.38,-11.15,1.73,24.96,68.85,72.77,69.94,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-3.45,-1.33,-4.71,1.69,-3.07,45.15,76.72,0,61.9,80.95,60.32,0,23.81,28.57,26.98,-11.74,-11.74,-11.74,-11.74,NA,-11.74,0,0,-12.34,-24.16,NA,26.92,282.07,282.35,NA,1.17,134.96,186.7,25.78,11.67,NA,-9.94,22.94,67.95,59.59,68.93,1.605178,99,-8.93,115.91,183.16,24.23,,,-9.94,29.29,59.62,0.2,3.63,1.170811,99
11-12-2025,NSE:APRAMEYA,SM,628.13,315,22220,69.993,5.6,5.97,2.71,2M,-2.39,-1.13,-3.81,-11.98,10.19,19.95,22.52,42.73,66.13,79.48,NA,-1,-1,HVQ,2,HVQ,-1,-1,-1,-1,-1,16,-1.92,1.23,-0.71,7.21,7.01,35.68,66.38,40,85.71,61.9,52.38,0,28.57,28.57,20.63,-10.7,-10.7,-10.7,-10.7,NA,-10.7,-2.45,-3.84,0,-11.85,NA,28.34,107.24,389.13,NA,6.38,86.12,170.42,222.14,90.54,NA,11.4,20.5,41.83,52.95,78.47,1.552326,99,6.38,82.22,133.32,,,,11.4,10.53,27.22,28.46,53.42,1.168569,99
11-12-2025,NSE:VENUSREM,EQ,741.87,833.4,110956,924.7073,7.12,7.09,3.72,,4.72,8.31,13.68,17.31,35.48,44.76,45.53,44.65,63.76,59.86,57.57,-1,-1,HV2Y,-1,HVQ,HVQ,-1,-1,4,-1,-1,9.49,7.92,18.91,20.29,49.18,20.96,88.74,100,76.19,25.4,42.86,80,57.14,19.05,19.05,0,0,0,0,0,0,0,-17.88,0,-28.25,-20.53,93.23,95.73,202.07,202.07,50.22,24.68,62.44,67.18,9.48,15.92,36.69,43.51,43.75,50.58,58.85,1.485893,99,47.87,13.46,48.59,28.41,,,36.69,12.38,-0.47,22.12,3.25,1.123856,99
11-12-2025,NSE:SABTNL,EQ,2613.81,1583.4,58939,933.24013,4.98,5.96,36.9,,2.23,17.83,11.52,24.71,43.79,44.95,36.64,60.56,71.41,-34.76,97.27,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,5,-1,-1,11.04,8.86,21.83,20.82,53.86,17.55,86.61,100,38.1,12.7,28.57,80,19.05,6.35,14.29,0,0,0,-28.67,-28.67,0,-26.73,-29.52,-71.87,-79.61,0,105.7,167.53,326.62,3383.83,69.46,15.62,117.31,68.27,945.38,4827.94,45,34.62,59.66,58.23,-35.77,1.479672,99,69.46,-21.5,117.31,-0.22,,,45,-15.94,38.89,15.13,-357.39,1.10518,98
11-12-2025,NSE:OSELDEVICE,SM,1229.77,602.85,24468,147.50534,6.62,6.57,3.74,,-3.64,-20.26,-32.07,-33.3,-5.74,-2.82,4.32,54.64,67.51,66.05,NA,-1,-1,-1,HV2Q,-1,2,-1,-1,-1,-1,9,-10.72,-2.29,-12.72,4.78,-8.34,36.11,43.48,0,71.43,57.14,75.4,0,28.57,22.22,24.6,-24.98,-24.98,-24.98,-24.98,NA,-24.98,-7.8,-6.56,-18.81,-41.85,NA,12.58,124.78,208.76,NA,0,36.18,181.43,54.89,10.93,NA,-4.53,2.3,53.74,54.33,65.04,1.409575,99,-7.57,36.18,180.54,,,,-4.53,6.31,53.73,15.99,9.52,1.129453,99
11-12-2025,NSE:UNIHEALTH,SM,280.28,295.7,78420,231.88794,6.83,8.69,4.23,S,4.99,0.74,-19.51,1.18,45.89,45.21,43.34,37.94,52.96,50.56,56.71,-1,HV2Y,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,0.29,5.2,5.78,22.9,37.21,19.32,70.05,100,80.95,26.98,18.25,0,28.57,9.52,6.35,-20.51,-20.51,-20.51,-20.51,-20.51,-20.51,-7.97,-9.43,-0.81,-18.82,-14.68,94.67,94.67,125.73,164.02,84.81,5.33,25.98,40.08,24.2,30.54,47.1,41.32,37.04,39.78,49.55,1.407895,99,84.81,-3.61,20.67,23.99,,,47.1,-7.92,-8.38,11.81,8.91,1.111732,99
11-12-2025,NSE:SMLMAH,EQ,4146.13,3835,61849,2371.90915,3.44,4.13,3.26,,1.54,8.21,20.97,25.3,21.34,16.4,2.96,50.82,68.03,58.69,46.27,-1,-1,-1,EEP,EEP,HV2Q,-1,2,-1,-1,-1,9.63,5.41,15.89,6.18,23.52,16,47.06,0,0,0,38.89,0,0,0,19.84,0,0,-18.35,-18.35,-18.35,0,-35.77,-20.76,-7.6,-48.05,-32.86,38.68,118.23,263.23,263.23,38.68,7.49,237.16,78.65,16.12,0,22.55,0.94,49.92,54.85,57.68,1.398575,99,31.72,-21.86,194.8,-7.6,,,22.55,-26.56,50.46,22.61,-15.22,1.120153,99
11-12-2025,NSE:INDOTHAI,BE,5143.69,350.65,624119,2188.47327,4.98,5.31,5.56,M,-4.81,-19.78,-25.65,-24.21,-4.23,-7.2,47.8,50.01,43.65,67.43,91.29,-1,-1,HVY,-1,-1,HVQ,-1,-1,-1,-1,-1,-10.41,-2.45,-12.56,1.55,-11.18,39.1,45.85,0,61.9,68.25,34.13,0,19.05,33.33,16.67,-23.84,-23.84,-23.84,-23.84,-23.84,-23.84,-19.22,-13.67,-16.5,-5.88,-2.52,85.06,137.02,218.37,1305.69,0,147.06,23.72,226.49,692.14,357.79,-3.02,45.78,49.11,30.47,66.42,1.397734,99,-8.63,108.79,-7.09,226.49,,,-3.02,46.72,5.37,-25.12,56.22,1.162724,99
11-12-2025,NSE:DPEL,ST,690.03,277.3,38070,105.56811,3.61,3.95,2.15,M,1.41,8.78,-1.89,2.34,-1.75,-0.69,42.46,49.5,62.13,56.35,NA,-1,-1,HV2Q,HVQ,HVQ,-1,-1,-1,-1,-1,-1,3.32,-0.84,2.47,-0.34,2.11,35.47,58.24,0,9.52,69.84,34.92,0,0,25.4,12.7,-3.63,-9.29,-9.29,-9.29,NA,-3.63,-7.7,-1.08,-13.17,-31.73,NA,44.84,124.26,196.74,NA,11.48,128.18,69.73,106.26,54.64,NA,-0.54,40.44,48.6,48.95,55.34,1.394038,99,-3.63,117.88,57.97,59.87,,,-0.54,40.25,13.36,12.64,-1.28,1.119978,99
11-12-2025,NSE:IZMO,BE,1345.21,876.1,86203,755.22448,5.6,6.02,11.18,M,2.40,-2.65,-0.42,-14.47,2.24,-18.51,10.36,63.07,68.63,42.15,65.99,-1,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,0.21,-1.21,-0.99,-3.78,-4.59,40.2,59.54,0,0,28.57,43.65,0,0,19.05,29.37,-12.64,-35.04,-35.04,-35.04,-35.04,-12.64,-36.49,-5,-48.96,-56.65,-4.99,12.22,165.53,262.4,262.4,10.08,122.15,200.21,33.82,13.67,94.47,3.45,8.34,62.17,55.45,41.14,1.390729,99,6.93,113.25,172.22,-18.44,,,3.45,5.11,59.95,2.66,-70.42,1.114932,99
11-12-2025,NSE:SOMATEX,BE,458.93,108.49,28232,30.6289,0.92,2.44,10.44,3L,-2.00,-2.47,-13.39,-25.43,-10.63,30,25.6,60.97,62.53,49.93,69.12,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-4.64,-3.52,-7.88,4.81,-3.22,36.72,52.95,0,42.86,34.92,36.51,0,0,12.7,13.49,-23.44,-29.36,-29.36,-29.36,-29.36,-23.44,-21.85,-22.98,-35.65,-38.22,-17.45,66.73,153.72,196.58,260.43,0,84.45,120.67,18.14,35.05,80.47,-9.42,23.58,60.07,49.35,48.92,1.366747,99,-13.91,49.04,101.25,18.14,,,-9.42,29.54,48.69,-8.4,-19.62,1.107617,99
11-12-2025,NSE:SUNLITE,ST,282.72,300.1,52692,158.12869,6.55,6.84,11.24,,-3.12,-5.03,8.13,11.65,21.04,43.65,46.35,46.42,57.35,41.02,NA,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,2,-1,1.72,5.6,7.75,17.83,31.14,27.55,81,100,100,61.9,46.03,20,52.38,31.75,19.05,-4.79,-4.79,-4.79,-4.79,NA,-4.79,-9.6,-9.55,-23.23,-38.89,NA,81.71,109.86,227.08,NA,27.16,65.7,75.48,75.26,0,NA,22.25,44.33,45.52,44.17,40.01,1.36517,99,27.16,52.87,30.63,,,,22.25,28.85,1.26,8.01,-24.27,1.088827,98
11-12-2025,NSE:DHARIWAL,ST,267.15,305.95,89748,274.58401,2.02,3.65,6.98,S,-1.99,-10.57,-15.59,2.29,13.03,35.9,41.05,48.31,58.46,49.98,NA,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,5,-1,-5.33,3.7,-1.69,18.43,20.52,33.44,81.08,80,95.24,71.43,56.35,0,33.33,15.87,15.87,-16.57,-16.57,-16.57,-16.57,NA,-16.57,-11.34,-1.39,0,-19.46,NA,88.33,126.55,235.29,NA,9.5,73.92,97.64,73.32,5.04,NA,14.24,39.03,47.41,45.28,48.97,1.363871,99,9.5,47.83,37.41,,,,14.24,29.02,13.45,7.24,-6.41,1.093848,98
11-12-2025,NSE:PRAMARA,SM,379.53,348.3,92200,321.1326,3.34,3.29,6.03,,0.23,-0.47,-0.45,4.71,8.01,14.86,24.62,52.97,60.25,56.93,69.82,-1,-1,-1,-1,HV2Q,-1,-1,-1,-1,3,-1,0.01,1.63,1.67,5.93,8.09,31.92,58.78,100,100,100,100,40,71.43,85.71,88.89,-2.31,-2.31,-2.31,-2.31,-2.31,-2.31,-3.04,-2.18,-11.46,-25.16,-18.92,30.94,105.06,235.55,307.37,8.42,40.68,152.94,57.8,61.93,75.44,9.22,22.6,52.07,47.07,55.92,1.36037,99,8.42,40.53,87.67,-2.3,,,9.22,14.86,38.75,3.09,5.67,1.096167,98
11-12-2025,NSE:MEGASOFT,BE,1464.34,181.72,254300,462.11396,5.63,5.92,4.27,,0.02,-8.77,-9.86,-3.37,-10.35,13.01,11.51,43.17,67.96,61.97,50.42,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,5,-4.25,-0.72,-4.93,4.17,-0.79,36.45,56.11,0,19.05,55.56,73.02,0,0,17.46,24.6,-12.53,-18.11,-18.11,-18.11,-18.11,-12.53,-9.63,0,-3.33,-45.49,-23.31,24.82,112.71,270.4,270.4,5.36,80.05,227.76,110.5,15.08,36.56,-9.14,9.49,42.27,54.78,60.96,1.357191,99,-9.51,74.67,163,85.54,,,-9.14,16.61,36.92,31.22,-4.66,1.118419,99
11-12-2025,NSE:STALLION,BE,1768.95,224.75,2201370,4947.57908,5.91,6.49,2.69,M,5.00,21.64,20.87,7.79,-4.18,-36.55,15.22,64.69,69.64,NA,NA,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,-1,13.11,-2.98,9.84,-25.25,-12.31,44.6,58.29,0,0,47.62,58.73,0,0,25.4,30.95,0,-45.76,-45.76,NA,NA,0,-43.49,-5.36,-37.02,NA,NA,34.87,203.72,NA,NA,34.87,104.43,197.69,28.48,NA,NA,-2.97,13.2,63.79,56.46,0,1.356829,99,1.03,104.43,163.52,,,,-2.97,15.42,59.49,1.63,114.01,1.154912,99
11-12-2025,NSE:MAXVOLT,ST,467.67,453.4,92656,420.1023,5.62,6.32,10.35,,0.10,3.9,-1.25,1.07,15.88,33.71,48.96,48.76,62.16,NA,NA,-1,-1,HVQ,-1,2,-1,-1,-1,-1,6,-1,3.36,3.55,7.16,14.69,25.61,,,100,100,71.43,48.41,0,28.57,33.33,19.84,-3.97,-3.97,-3.97,NA,NA,-3.97,-2.89,-10.83,-10.27,NA,NA,108.89,124.85,NA,NA,13.22,75.72,38.27,40.79,NA,NA,17.09,46.94,47.86,48.98,0,1.349068,99,13.22,63.34,32.99,,,,17.09,36.13,0.75,13.76,114.01,1.129853,99
11-12-2025,NSE:LUMAXTECH,EQ,9928.53,1477.8,264087,3902.67769,4.4,4.31,3.74,S,-0.09,-5.79,-1.47,5.74,3.59,21.3,24.5,32.16,64,62.34,66.79,-1,-1,EEP,-1,EEP,-1,-1,-1,-1,-1,-1,-1.26,2.69,1.47,9.24,11.8,25.83,50.75,100,100,47.62,51.59,0,52.38,25.4,23.81,-5.47,-5.47,-5.47,-5.47,-5.47,-5.47,-0.34,-10.08,-3.46,-20.94,-6.17,37.84,48.97,211.12,226.26,10.75,41.8,134.91,111.07,17.45,22.86,4.8,22.48,31.26,50.82,61.33,1.344982,99,3.81,36.56,107.24,94.04,,,4.8,18.48,11.29,34.55,9.4,1.117881,99
11-12-2025,NSE:VMARCIND,SM,1804.69,679.95,43305,294.45235,5.73,5.54,5.49,,-1.46,1.38,-5.73,-8.84,-15.24,19.71,36,53.31,64.43,41.08,86.55,-1,-1,HVQ,HV2Q,-1,-1,-1,-1,-1,-1,-1,0.11,-0.24,-0.14,7.8,8.32,32.94,61.52,0,61.9,52.38,61.11,0,4.76,15.87,22.22,-12.29,-13.23,-13.23,-13.23,-13.23,-12.29,0,-14.38,-35.75,-51.06,-18.93,60.82,138.08,239.47,691.56,11.08,85.34,117.27,58.51,214.3,420.6,-14.03,33.98,52.41,51.25,40.07,1.343057,99,-12.29,71.77,71.41,-28.44,,,-14.03,41.26,28.19,11.44,-51.63,1.108304,99
11-12-2025,NSE:IFBAGRO,EQ,1432.23,1261,91997,1160.08217,6.11,5.94,7.3,3L,-1.93,2.45,-7.23,-14.56,-27.43,22.86,38.51,40.5,61.92,54.34,64.7,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,-1.56,-2.07,-3.56,5.5,2.05,35.39,57.96,0,47.62,58.73,50,0,0,28.57,17.46,-19.91,-21.53,-21.53,-21.53,-21.53,-19.91,0,-15.65,-8.88,-21.36,-5.7,62.68,80.83,181.41,220.7,5.54,114.25,73.04,67.43,22.11,46.44,-26.22,36.49,39.6,48.74,53.33,1.321438,99,-19.91,110.27,61.06,29.7,,,-26.22,48.55,4.38,23.61,-5.91,1.141358,99
11-12-2025,NSE:SUMEETINDS,BE,1851.61,30.23,297915,90.0597,5.8,5.77,9.21,2L,4.97,-4.1,-4.23,-12.8,-20.44,-12.37,10.68,36.22,70.89,51.7,21.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.06,-3.44,-4.34,-7.62,-11.12,32.69,32.04,0,0,46.03,42.06,0,0,22.22,14.29,-14.07,-22.47,-22.47,-22.47,-22.47,-14.07,-6.62,-3.98,-7.13,-69.86,-50,18.8,170.1,287.56,287.56,4.97,74.14,192.23,147.18,12.82,73.81,-19.23,8.66,35.32,57.71,50.69,1.315833,99,-12.68,54.15,192.23,85.38,,,-19.23,22.64,29.74,41.97,-51.9,1.126388,99
11-12-2025,NSE:TERASOFT,BE,688.65,485.35,20842,101.15665,6.28,6.41,3.44,S,4.76,-0.58,-10.35,-3.88,-11.2,7.82,23.24,41.4,59.41,61.75,89.16,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,-0.28,-1.71,-1.96,-0.1,-2.05,33.61,47.53,0,19.05,65.08,60.32,0,9.52,33.33,28.57,-16.23,-16.23,-16.23,-16.23,-16.23,-16.23,-2.89,0,-2.27,-25.74,-14.94,30.03,86.64,190.19,931.56,4.88,90.84,118.93,306.29,332.92,308.04,-9.99,21.22,40.5,46.23,60.74,1.315291,99,-14.35,90.84,97.4,306.29,,,-9.99,27.77,24.8,18.35,19.76,1.108703,99
11-12-2025,NSE:LUMAXIND,EQ,4799.97,5590.5,26519,1482.5447,4.57,4.53,5.18,,-0.29,-2,3.55,9.59,9.97,11.55,25.12,42.61,56.65,56.89,55.58,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,10,-0.02,2.7,2.75,5.26,8.46,28.6,51.9,100,80.95,74.6,76.98,60,47.62,33.33,38.1,-2.86,-2.86,-2.86,-2.86,-2.86,-2.86,-5.14,-3.56,-0.25,-18.33,-18.78,34.92,77.12,168.94,168.94,14.15,52.74,94.16,54.34,16.58,9.83,11.18,23.1,41.71,43.47,55.88,1.313158,99,13.6,50.12,74.9,10.08,,,11.18,13.63,24.49,12.08,14.55,1.089331,98
11-12-2025,NSE:NACLIND,BE,3873.8,191.5,202996,388.73734,4.75,4.91,3.9,L,4.99,7.36,-0.86,3.62,4.96,-12.86,-33.6,10.93,63.7,72.18,67.23,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,5.69,-1.64,3.98,-5.34,-1.29,-1.84,-3.08,0,0,0,24.6,0,0,0,10.32,-0.85,-24.14,-40.77,-40.77,-40.77,-0.85,-38.25,-20.86,-18.47,-11.12,-31.88,15.75,15.75,259.56,284.15,15.75,0.93,279.6,242.17,39.46,6.88,6.17,-35.62,10.03,50.52,71.17,1.312999,99,5.24,-37.48,262.09,197.01,,,6.17,-43.78,34.47,46.85,37.37,1.158679,99
11-12-2025,NSE:CPS,SM,229.95,899.9,3723,33.50328,2.5,4.05,16.46,2M,3.20,-2.79,-5.01,-17.79,-16.12,13.32,24.55,40.55,34.02,72.22,52.56,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,-0.81,-2,-2.75,4.95,2.31,20.78,29.15,0,38.1,19.05,25.4,0,14.29,11.11,13.49,-17.52,-17.52,-17.52,-17.52,-17.52,-17.52,-0.56,-22.84,-18.64,-0.04,-47.97,36.35,65.12,257.24,259.96,7.79,58.33,59.76,114,137.5,0,-14.91,22.53,39.65,20.84,71.21,1.302329,98,-14.7,19.19,12.12,55.98,,,-14.91,31.82,22.35,-23.37,71.9,1.162465,99
11-12-2025,NSE:DIVINEHIRA,ST,200.79,164.9,37024,61.05258,5.1,5.75,8.69,2M,-2.43,-7.34,-10.07,-7.97,18.47,35.66,46.63,66.65,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-3.59,3.7,0.11,16.77,20.27,,,100,100,100,70.63,0,42.86,63.49,43.65,-10.53,-10.53,-10.53,NA,NA,-10.53,0,-2.33,NA,NA,NA,87.49,222.7,NA,NA,16.83,79.03,100,NA,NA,NA,19.68,44.61,65.75,0,0,1.291804,98,16.83,79.03,,,,,19.68,31.35,38.64,87.61,14.01,1.141316,99
11-12-2025,NSE:JINDALPHOT,EQ,1397.59,1521,27296,415.17216,5.62,5.55,4.27,,1.05,0.93,6.16,7.62,8.93,-2.27,26.7,43.96,59.31,43.02,59.38,-1,-1,HVY,HVQ,HVQ,-1,-1,-1,-1,-1,-1,2.06,2.19,4.35,4.85,9.66,28.54,53.47,100,85.71,92.06,53.17,0,0,3.17,2.38,0,-2.22,-2.22,-2.22,-2.22,0,-10.95,-9.74,-14.41,-37.26,-6.65,39.77,85.48,181.46,181.46,13.76,68.92,90.08,57.73,14.52,59.02,10.14,24.68,43.06,46.13,42.01,1.290066,98,10.33,67.81,81.94,4.35,,,10.14,16.31,24.69,15,-26.02,1.075925,97
11-12-2025,NSE:SILVERIETF,EQ,10043.45,186.62,9785380,18261.47616,2.72,3.3,5.92,,2.05,6.47,13.04,17.29,16.19,12.84,33.22,42.63,47.94,50.77,57.5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,5.88,4.26,10.6,6.25,17.96,24.11,55.44,100,42.86,55.56,55.56,100,42.86,47.62,43.65,0,0,0,0,0,0,-10.13,-0.75,-0.74,-2.59,-7.88,49.27,76.34,116.8,132.52,23.81,40.34,37.38,29.03,29.48,22.44,17.4,31.2,41.73,34.76,49.76,1.288755,98,14.04,37.24,27.32,26.58,,,17.4,17.12,15.22,-3.13,19.44,1.078444,97
11-12-2025,NSE:TATSILV,EQ,1285.19,18.18,48596236,8834.7957,2.97,3.44,7.1,,1.96,6.55,12.87,17.16,16.01,11.72,33.28,42.63,47.96,50.72,57.43,-1,-1,HV2Y,-1,-1,-1,-1,1,-1,-1,-1,5.83,4.17,10.43,5.73,17.15,24.49,55.15,100,38.1,53.97,54.76,100,28.57,42.86,40.48,0,0,0,0,0,0,-12.59,-0.66,-0.57,-2.57,-7.72,49.88,76.16,115.91,131.59,23.17,40.87,37.37,29.24,29.06,22.24,17.22,31.26,41.73,34.78,49.71,1.288488,98,13.55,37.69,27.28,26.58,,,17.22,17.36,15.15,-3.09,19.3,1.078425,97
11-12-2025,NSE:SILVER1,EQ,2115.45,181.28,1484877,2691.78503,2.77,3.37,6.47,,2.16,6.33,12.9,17.28,16.1,15.04,33.14,42.82,47.71,50.57,NA,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,5.83,4.24,10.52,6.33,17.98,24.03,55.3,100,47.62,57.14,56.35,100,42.86,47.62,43.65,0,0,0,0,NA,0,-9.81,-0.44,-0.99,-2.39,NA,49.61,76.46,115.76,NA,23.51,40.33,37.61,28.61,21.09,NA,17.31,31.12,41.92,34.53,49.56,1.2875,98,13.91,36.97,27.35,26.32,,,17.31,17.11,15.62,-3.83,19.47,1.078003,97
11-12-2025,NSE:SILVERBEES,EQ,18425.83,178.85,50108586,89619.20606,1.93,2.88,8.18,,2.03,6.5,12.94,17.25,15.98,13.94,33.27,42.53,47.71,50.52,57.41,-1,-1,HV2Y,-1,-1,-1,-1,0,-1,-1,2,5.84,4.19,10.47,5.93,17.43,24.2,54.93,100,38.1,53.97,54.76,80,19.05,39.68,38.89,0,0,0,0,0,0,-13.79,-0.76,-1.05,-2.69,-7.93,49.92,75.93,115.61,131.4,23.61,40.45,37.13,28.85,29.28,22.33,17.19,31.25,41.63,34.53,49.51,1.286789,98,13.85,37.21,26.84,26.39,,,17.19,17.38,15.02,-3.38,19.39,1.078025,97
11-12-2025,NSE:SBISILVER,EQ,2544.17,183.35,2894911,5307.81932,2.47,3.24,4.57,,1.96,6.34,13.02,17.26,16.02,14.02,33.25,42.36,47.66,50.68,NA,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,4,5.79,4.23,10.46,6.09,17.62,24.14,55.05,100,42.86,55.56,56.35,100,38.1,49.21,43.65,0,0,0,0,NA,0,-11.34,-1.23,-0.69,-1.92,NA,49.53,75.25,115.88,NA,23.63,40.44,37.21,29.35,20.41,NA,17.23,31.23,41.46,34.48,49.67,1.286664,98,13.83,37.2,27.11,26.68,,,17.23,17.32,14.78,-3.19,19.79,1.07823,97
