Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
10-12-2025,NSE:INDOTHAI,BE,5143.69,368.35,643443,2370.12229,4.92,5.27,5.65,,-1.80,-16.66,-24.51,-18.6,-1.22,2.55,52.67,51.85,46.3,68.84,91.85,-1,-1,HVY,-1,-1,HVQ,-1,-1,-1,-1,-1,-8.02,-1.39,-9.28,3.17,-6.31,39.05,53.71,20,61.9,68.25,34.13,0,19.05,33.33,16.67,-19.99,-19.99,-19.99,-19.99,-19.99,-19.99,-17.59,-17.77,-15.52,-5.78,-2.03,101.25,148.99,234.44,1376.65,0.78,152.03,17.85,246.85,693,360.11,-0.05,50.71,51.56,32.83,68.28,1.450676,99,0.78,104.86,-11.77,246.85,,,-0.05,50.14,-0.03,-24.74,56.9,1.179041,99
10-12-2025,NSE:OSELDEVICE,SM,1229.77,625.65,24360,152.40834,6.81,6.81,3.75,S,-3.08,-14.07,-22.18,-21.82,-4.26,5.64,9.61,55.89,67.05,67.91,NA,-1,-1,-1,HV2Q,-1,2,-1,-1,-1,-1,8,-9.5,-1.18,-10.56,5.97,-4.88,36.39,49.52,20,71.43,58.73,75.4,0,28.57,22.22,24.6,-22.14,-22.14,-22.14,-22.14,NA,-22.14,-5.65,-8.39,-18.05,-38.79,NA,16.83,133.28,220.44,NA,0,42.42,188.74,56.33,16.77,NA,-3.09,7.65,55.6,53.58,67.35,1.433763,99,-1.85,42.42,188.74,,,,-3.09,10.21,52.89,12.1,17.52,1.132219,99
10-12-2025,NSE:SUNLITE,ST,282.72,309.75,52500,162.61875,6.45,6.75,11.44,,3.70,0.9,15.22,13.38,22.2,45.41,48.94,50.61,58.03,41.57,NA,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,5.39,5.98,12.09,18.06,36.79,27.15,87.77,100,100,60.32,45.24,40,52.38,31.75,19.05,-1.73,-1.73,-1.73,-1.73,NA,-1.73,-8.05,-11.15,-26.95,-37.93,NA,92.39,116.61,237.6,NA,31.25,68.53,72.37,66.76,0,NA,23.37,46.98,50.32,44.56,41.01,1.397995,99,30.72,53.41,23.55,,,,23.37,31.28,4.96,1.82,-24.31,1.093331,98
10-12-2025,NSE:SMLMAH,EQ,4146.13,3776.7,61635,2327.76905,3.47,4.13,3.3,,3.76,6.47,23.04,24.44,21.58,19.15,2.57,49.94,68.48,57.56,46.5,-1,-1,-1,EEP,EEP,HV2Q,-1,2,-1,-1,-1,10.32,4.87,15.97,5.07,22.17,16.08,45.59,0,0,0,39.68,0,0,0,20.63,0,-0.68,-19.59,-19.59,-19.59,0,-36.94,-21.66,-7.44,-49.56,-32.08,36.57,114.91,257.71,257.71,36.57,5.52,233.36,79.07,12.75,0.51,22.75,0.61,49.65,55.01,57,1.395401,99,25.19,-23.14,200.13,-7.44,,,22.75,-27.34,50.32,23.83,-19.72,1.119753,99
10-12-2025,NSE:DPEL,ST,690.03,273.45,37410,102.29765,3.15,3.61,2.04,M,4.45,2.63,-1.68,2.91,-5.23,1.23,43.06,48.8,62.33,56.68,NA,-1,-1,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,-1,2.65,-1.34,1.29,-0.29,1,35.55,56.7,0,14.29,69.84,34.92,0,0,25.4,12.7,-4.97,-10.55,-10.55,-10.55,NA,-4.97,-5.87,-3.47,-13.21,-33.03,NA,71.39,121.15,192.62,NA,9.93,132.71,65.64,106.19,51.69,NA,-4.06,41.1,48.51,48.86,56.12,1.393276,99,-3.08,120.84,48.29,59.09,,,-4.06,42.79,11.78,13.22,-0.08,1.126006,99
10-12-2025,NSE:IZMO,BE,1345.21,855.55,88487,757.05053,5.68,6.08,11.13,2M,-2.27,-6.08,-6.97,-14.72,1.34,-15.62,3.38,62.92,69.41,39.64,66.82,-1,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-2.1,-1.35,-3.41,-4.59,-7.65,41.02,56.57,0,0,30.16,43.65,0,0,19.05,29.37,-14.69,-36.56,-36.56,-36.56,-36.56,-14.69,-37.41,0,-49.96,-58.7,-3.19,9.59,164.47,253.9,253.9,7.5,123.16,216,31.21,8.27,98.16,2.51,1.42,62.63,55.94,39.08,1.381121,99,-0.11,123.16,200.82,-21.36,,,2.51,-1.03,63.33,4.27,-82.37,1.121183,99
10-12-2025,NSE:UNIHEALTH,SM,280.28,281.65,78380,220.75727,6.65,8.5,4.49,S,-0.04,-9.69,-32.08,5.68,41.77,42.5,41.42,38.22,53.49,47.83,51.3,-1,HV2Y,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-4.42,5.68,1.34,23.4,32.31,18.7,62.74,100,76.19,25.4,18.25,0,28.57,9.52,7.14,-24.29,-24.29,-24.29,-24.29,-24.29,-24.29,-5.67,-10.81,-5.95,-23.55,-14.24,85.42,85.42,115,151.47,76.03,7.97,24.06,32.82,16.96,31.21,42.94,39.46,37.93,40.02,47.27,1.380355,99,76.03,2.12,18.62,24.29,,,42.94,-3.71,-3.75,11.5,2.74,1.099834,98
10-12-2025,NSE:DHARIWAL,ST,267.15,312.15,90972,283.9691,2.49,4.01,6.93,S,-1.99,-10.59,-7.91,4.28,7.38,33.99,43.3,52.59,57.87,50.34,NA,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-4.54,4.66,0.13,19.21,23.93,33.27,85.72,100,100,73.02,57.14,0,33.33,17.46,16.67,-14.88,-14.88,-14.88,-14.88,NA,-14.88,-3.68,-3.23,-6.21,-16.67,NA,92.15,131.14,242.08,NA,17.31,88.95,93.97,62.19,8.68,NA,8.55,41.34,52.3,44.4,49.78,1.377552,99,17.31,58.06,39.26,,,,8.55,35.68,18.08,-2.06,-2.95,1.100747,98
10-12-2025,NSE:MEGASOFT,BE,1464.34,181.69,258619,469.88486,5.56,5.86,4.13,,-3.92,-7.26,-4.65,-4.74,-13.12,15.29,15.44,43.98,69.48,61.62,51.07,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,4,-5.16,-0.27,-5.41,4.95,-0.49,36.58,56.91,0,23.81,57.14,73.81,0,0,19.05,25.4,-12.54,-18.12,-18.12,-18.12,-18.12,-12.54,-7.38,0,-4.72,-48.09,-22.61,24.8,112.68,270.34,270.34,5.35,84.54,213.15,107.48,9.6,37.81,-11.95,13.48,43.69,56.01,61.06,1.375476,99,-9.39,74.01,163.83,101.17,,,-11.95,22.15,35.44,32.31,-10.81,1.124784,99
10-12-2025,NSE:SOMATEX,BE,458.93,110.7,28790,31.87053,1.36,2.83,10.47,3L,2.00,-2.48,-13.36,-25.44,-14.11,34.66,25.65,60.89,63.88,48.46,69.33,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-3.69,-3.27,-6.74,6.22,-0.55,36.59,56.83,0,47.62,34.92,36.51,0,0,12.7,13.49,-21.88,-27.92,-27.92,-27.92,-27.92,-21.88,-17.75,-21.47,-34.21,-39.24,-13.28,70.12,161.45,202.62,267.77,2,94.13,124.99,22.05,32.82,89.57,-12.94,23.69,60.6,50.41,47.9,1.368204,99,-7.77,53.71,102.46,22.05,,,-12.94,31.75,49.1,-5.56,-27.8,1.109863,99
10-12-2025,NSE:VMARCIND,SM,1804.69,690.05,43325,298.96416,5.73,5.54,5.53,,1.08,2.53,-5.33,-5.72,-10.17,25.53,34.12,54.63,66.48,43.08,87.3,-1,-1,HVQ,HV2Q,-1,-1,-1,-1,-1,-1,-1,1.62,-0.28,1.33,8.5,10.75,32.74,64.66,0,66.67,52.38,61.11,0,9.52,15.87,22.22,-11.94,-11.94,-11.94,-11.94,-11.94,-11.94,0,-10.56,-36.65,-53.19,-20.52,63.21,141.61,244.51,703.32,12.73,79.81,126.96,56.29,215.55,435.81,-9,32.16,54.34,53.01,42.52,1.367886,99,-11.94,74.75,87.97,-32.23,,,-9,37.1,32.84,12.9,-54.88,1.106992,98
10-12-2025,NSE:PRAMARA,SM,379.53,347.5,89410,310.69975,3.37,3.32,5.81,,-0.22,-1.19,-2.6,6.2,8.53,17.38,24.19,53.04,61.47,54.24,68.86,-1,-1,-1,-1,HV2Q,-1,-1,-1,-1,3,-1,-0.21,1.8,1.61,6.19,8.32,31.92,59.11,100,100,100,100,60,71.43,85.71,89.68,-2.54,-2.54,-2.54,-2.54,-2.54,-2.54,-3.81,-1.84,-11.78,-27.62,-14.05,32.36,112.15,234.78,306.43,8.46,39.56,153.81,57.23,56.61,85.96,9.7,22.23,52.75,48,53.68,1.357998,99,8.46,39.38,90.29,2.19,,,9.7,14.01,39.75,4.74,-3.83,1.093423,98
10-12-2025,NSE:LUMAXTECH,EQ,9928.53,1479.1,276854,4094.94751,4.46,4.37,4.51,S,-2.16,-5.27,-1.76,5.53,3.35,19.48,22.99,29.79,65.46,63.85,66.5,-1,-1,EEP,-1,EEP,-1,-1,-1,-1,-1,-1,-1.45,3.1,1.71,9.32,12.17,26.02,51.62,100,95.24,46.03,51.59,20,52.38,25.4,23.81,-5.39,-5.39,-5.39,-5.39,-5.39,-5.39,0,-8.21,0,-24.07,-9.85,37.96,49.1,211.39,226.55,10.85,44.1,139.79,118.64,12.79,18.05,4.52,21.03,29.5,51.99,63.29,1.356241,99,3.82,44.1,114.1,98.23,,,4.52,17.22,10.52,37.6,10.26,1.126452,99
10-12-2025,NSE:IFBAGRO,EQ,1432.23,1285.8,91854,1181.05873,6.14,5.97,7.31,3L,0.07,1.76,-10.13,-10.03,-17.76,23.23,41.14,41.51,62.82,53.87,66.03,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,0.03,-2.08,-2.01,6.49,4.79,35.26,61.85,0,52.38,58.73,50.79,0,4.76,28.57,17.46,-19.98,-19.98,-19.98,-19.98,-19.98,-19.98,0,-17.67,-8.65,-21.72,-2.87,65.88,84.38,186.94,227.01,7.62,101.89,68.9,67.84,21.57,50.84,-16.59,39.18,41.22,49.35,53.31,1.345404,99,-19.98,95.18,57.63,26.75,,,-16.59,46.92,2.33,23.23,-9.16,1.137091,99
10-12-2025,NSE:MAXVOLT,ST,467.67,452.95,94448,427.80222,5.68,6.39,9.16,,4.37,8.38,3.48,-4.24,13.29,39,47.18,48.71,62.8,NA,NA,-1,-1,HVQ,-1,2,-1,-1,-1,-1,5,-1,4.04,3.51,7.83,14.94,26.76,,,100,100,69.84,48.41,0,28.57,33.33,19.84,-4.07,-4.07,-4.07,NA,NA,-4.07,0,-7.8,-10.27,NA,NA,108.68,124.62,NA,NA,18.76,80.95,42.96,40.79,NA,NA,14.46,45.22,48.42,49.33,0,1.341042,99,18.76,71.54,39.46,,,,14.46,35.98,4.6,14.25,114.92,1.129831,99
10-12-2025,NSE:STALLION,BE,1768.95,214.05,2406472,5151.05332,6.25,6.68,2.53,M,5.00,21.64,12.54,4.27,-4.18,-54.96,9.43,63.65,69.42,NA,NA,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,-1,10.96,-5.03,5.65,-26.54,-16.51,44.92,51.56,0,0,49.21,58.73,0,0,25.4,30.95,-8.58,-48.34,-48.34,NA,NA,-8.58,-46.18,-3.71,-38.25,NA,NA,28.45,189.26,NA,NA,28.45,94.69,202.87,25.97,NA,NA,-3.01,7.47,63.36,55.95,0,1.339256,99,-8.58,77.72,184.14,,,,-3.01,9.96,61.56,2.66,114.92,1.155392,99
10-12-2025,NSE:LUMAXIND,EQ,4799.97,5607,27205,1525.38435,4.63,4.59,5.19,,-2.57,-1.58,2.27,9.11,11.29,12.32,25.21,42.63,57.23,56.54,56.16,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,10,0.27,2.97,3.34,5.23,9.05,28.75,53.04,100,76.19,74.6,76.98,80,47.62,33.33,38.89,-2.57,-2.57,-2.57,-2.57,-2.57,-2.57,-6.26,-3.39,0,-19.19,-17.88,35.32,77.64,169.73,169.73,14.49,50.94,94.5,54.73,15.36,11.04,12.46,23.25,42.34,43.76,55.98,1.317507,99,11.4,46.68,73.04,8.48,,,12.46,12.59,25,12.23,13.31,1.089335,98
10-12-2025,NSE:DIVINEHIRA,ST,200.79,169,38176,64.51744,5.13,5.79,8.62,2M,-1.46,-3.02,-6.07,-0.36,21.27,37.87,47.37,68.05,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1.98,4.47,2.61,17.63,24.58,,,100,100,100,69.84,0,47.62,63.49,43.65,-8.3,-8.3,-8.3,NA,NA,-8.3,0,-1.28,NA,NA,NA,92.15,230.72,NA,NA,25.7,92.83,102.16,NA,NA,NA,22.44,45.41,67.76,0,0,1.312458,99,25.7,92.83,,,,,22.44,30.05,40.99,86.79,14.92,1.147024,99
10-12-2025,NSE:JINDALPHOT,EQ,1397.59,1505.2,27096,407.84899,5.74,5.67,4.71,,0.23,-0.93,2.23,2.97,8.47,7.87,26.49,43.38,63.05,42.41,60.68,-1,-1,HVY,HVQ,HVQ,-1,-1,-1,-1,-1,-1,1.47,2.17,3.71,5.01,9.19,28.45,52.59,100,85.71,92.06,52.38,0,0,3.17,2.38,-0.92,-3.23,-3.23,-3.23,-3.23,-0.92,-11.43,-10.43,-14.42,-43.61,-6.62,38.32,83.55,178.53,178.53,12.58,68,88.63,57.7,2.92,59.08,9.64,24.53,43.09,49.58,41.85,1.308102,99,8.66,64.57,78.78,2.36,,,9.64,16.59,24.68,21.52,-40.94,1.082949,97
10-12-2025,NSE:TERASOFT,BE,688.65,463.3,20526,95.09696,5.9,6.18,3.43,S,-4.99,-6.5,-10.1,-12.17,-10.94,1.47,23.02,39.81,58.21,59.11,89.19,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,-4.87,-1.84,-6.59,0.2,-6.41,33.82,41.42,0,23.81,66.67,61.11,0,9.52,34.92,28.57,-20.03,-20.03,-20.03,-20.03,-20.03,-20.03,-7.51,-0.93,-4.18,-27.02,-13.2,24.36,78.16,177.01,884.7,0.12,81.75,109.58,298.36,325.49,316.37,-9.77,21.06,39.52,44.74,58.55,1.293375,99,-14.16,78.13,81.06,295.64,,,-9.77,27.51,23.51,17.36,17.06,1.102258,98
10-12-2025,NSE:SUMEETINDS,BE,1851.61,28.8,305152,87.88378,5.68,5.66,9.21,2L,-4.76,-6.25,-7.19,-14.72,-25.42,-15.62,2.84,34.31,70.83,48.61,9.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-5.96,-3.64,-9.26,-7.33,-15.46,33.11,26.38,0,0,47.62,42.06,0,0,22.22,14.29,-20.9,-26.13,-26.13,-26.13,-26.13,-20.9,-7.36,-0.49,-8.86,-71.23,-49.32,13.18,157.33,269.23,269.23,0,72.76,217.98,142.56,7.69,76.19,-24.25,0.88,34.02,57.36,48.05,1.287688,98,-20.9,49.88,217.98,75.19,,,-24.25,19.43,34.09,42.39,-61.27,1.12483,99
10-12-2025,NSE:SEJALLTD,BE,898.9,851.5,15018,127.87827,4.96,5.07,19.5,2M,3.49,-3.58,-10.66,-3.9,3.09,4.32,34.31,40.46,61.24,33.95,54.36,-1,-1,HVY,-1,HVQ,-1,-1,-1,-1,-1,-1,-1.27,-1.43,-2.66,1.86,-0.82,33.63,49.45,0,47.62,71.43,56.35,0,4.76,26.98,18.25,-13.51,-13.76,-13.76,-13.76,-13.76,-13.51,-16.43,-3.03,-25.27,-51.35,-17.09,44.99,82.96,166.26,187.04,4.73,61.16,69.35,58.52,11.26,89.6,4.26,32.35,40.17,47.77,33.39,1.285792,98,-1.72,45.54,61.41,54.04,,,4.26,29.11,11.07,21.68,-55.49,1.083286,97
10-12-2025,NSE:KMEW,EQ,2916.27,3142.6,108338,3404.62999,6.81,6.68,5.19,,-3.53,7.95,12.66,10.48,12.61,24.33,43.25,46.63,49.83,24.29,NA,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,6,-1,4.37,4.4,9.18,9.96,21.26,26.6,65.2,100,100,69.84,52.38,60,38.1,33.33,23.02,-3.53,-3.53,-3.53,-3.53,NA,-3.53,-4.24,-8.34,-29.51,-33.74,NA,79.38,101.88,138.93,NA,19.37,68.57,35.59,27.52,5.92,NA,13.78,41.29,46.34,36.36,23.73,1.281033,98,14.79,68.57,9.28,,,,13.78,31.96,7.65,-7.21,-35.99,1.066369,95
10-12-2025,NSE:NACLIND,BE,3873.8,182.39,198823,362.63327,4.39,4.58,3.84,L,5.00,0.69,-2.36,-3.26,1.13,-24.61,-42.28,5.43,62.74,70.83,65.87,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,1.95,-2.53,-0.57,-5.96,-6.16,-1.33,-7.39,0,0,0,24.6,0,0,0,10.32,-5.57,-28.71,-43.58,-43.58,-43.58,-5.57,-39.58,-19.73,-17.55,-13.12,-31.99,10.25,10.25,242.45,265.88,10.25,0,285.01,246.02,36.33,6.72,2.3,-44.24,5.14,49.27,70.27,1.279132,98,0.21,-39.58,273.27,193.05,,,2.3,-47.01,35.23,47.39,36.64,1.157421,99
10-12-2025,NSE:TATSILV,EQ,1285.19,17.83,48454428,8639.42451,3.05,3.55,7.1,,2.47,3.42,13.46,14.3,15.54,6.95,31.52,41.17,47.28,49.75,57.49,-1,-1,HV2Y,-1,-1,-1,-1,1,-1,-1,-1,5.15,3.92,9.44,5.23,15.48,24.39,52.73,100,33.33,53.97,53.97,80,23.81,42.86,39.68,0,0,0,0,0,0,-13.8,0,0,-3.19,-7.72,46.99,72.77,111.76,130.36,20.8,38.93,38.28,29.99,28.24,22.24,16.71,29.56,40.88,33.81,49.19,1.274893,98,16.76,33.99,29.07,28.08,,,16.71,15.82,15.79,-2.82,19.6,1.075324,97
10-12-2025,NSE:SILVERADD,EQ,1440.93,176.82,875008,1547.18915,2.55,3.36,7.44,,2.28,3.35,13.56,13.65,15.85,11.83,31.37,41.01,47.05,49.63,57.62,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,5.15,4.02,9.55,5.76,16.24,24.01,52.98,100,38.1,55.56,55.56,100,38.1,49.21,43.65,0,0,0,0,0,0,-12.21,0,0,-2.88,-7.61,46.93,72.98,112.09,131.93,21.22,38.56,39.4,30.31,29.29,22.99,17.02,29.41,40.72,33.58,49.07,1.273626,98,16.71,33.29,29.15,28.37,,,17.02,15.35,15.75,-2.97,19.79,1.074921,97
