Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
10-12-2025,NSE:AXISNIFTY,EQ,1123.13,283.39,16799,47.60669,1.88,1.86,2.46,,-0.38,-0.82,-1.4,-0.86,0.33,2.72,3.91,3.57,14.1,5.42,14.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.74,0.12,-0.63,1.08,0.46,4.29,4.96,100,95.24,47.62,24.6,100,95.24,47.62,23.81,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.34,-2.58,-3.98,-14.47,-5.82,4.88,5.96,17.83,19.78,0,5.61,12.57,13.63,3.63,14.11,1.5,1.95,3.28,0.63,4.86,1.011859,73,-0.69,5.61,11.01,0.19,,,1.5,0.49,1.35,-2.28,4.81,1.003918,69
10-12-2025,NSE:HDFCNIFTY,EQ,4678.35,288.54,132548,382.454,1.04,1.05,4.97,S,-0.28,-0.82,-1.48,-0.87,0.33,2.5,3.83,3.35,14.24,5.54,14.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.73,0.11,-0.63,1.06,0.44,4.29,4.94,100,80.95,42.86,22.22,100,80.95,42.86,21.43,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.31,-2.56,-3.58,-14.45,-5.77,5.03,6.07,17.81,19.7,0,5.72,12.84,13.87,3.44,13.93,1.5,1.87,3.06,0.77,4.98,1.011816,73,-0.34,5.72,10.94,0.36,,,1.5,0.41,1.2,-1.94,4.77,1.004043,69
10-12-2025,NSE:LOWVOLIETF,EQ,3806.81,22.91,2383077,545.96294,1.74,1.72,3.93,,-0.13,-0.48,-1.18,-0.92,1,2.88,1.18,5.06,14.49,6.33,13.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.56,0.19,-0.37,1.1,0.73,4.32,5.29,0,0,4.76,14.29,0,0,4.76,14.29,-1.46,-1.46,-1.46,-1.46,-3.25,-1.46,-1.26,0,-8.15,-17.27,-9.37,4.66,6.51,18.4,20.26,0.17,4.81,15.39,12.4,2.83,12.65,2.17,-0.78,4.77,1.02,5.77,1.011786,73,0.17,4.81,14.34,-4.1,,,2.17,-2.92,5.63,-3.28,5.37,1.003496,68
10-12-2025,NSE:SETFNIF50,EQ,215448.09,275.62,733472,2021.59553,1.37,1.36,4.87,,-0.29,-0.83,-1.54,-0.92,0.3,2.54,3.84,3.5,14.11,5.52,14.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.77,0.11,-0.66,1.08,0.42,4.31,4.94,100,95.24,46.03,24.6,100,95.24,46.03,23.02,-1.61,-1.61,-1.61,-1.61,-1.61,-1.61,-1.27,-2.69,-3.67,-14.26,-5.69,4.93,6.02,17.76,19.79,0,5.7,12.45,13.64,3.82,14.2,1.47,1.88,3.21,0.64,4.96,1.011754,73,-0.43,5.7,10.94,0.21,,,1.47,0.45,1.35,-2.21,4.92,1.00397,69
10-12-2025,NSE:TOP10ADD,EQ,806.15,100.66,365830,368.24448,0.89,0.89,4.17,,-0.61,-0.56,-0.81,0.1,1.73,4.08,6.6,1.72,11.94,3.68,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.56,0.47,-0.09,1.79,1.73,2.79,4.65,100,71.43,23.81,11.9,100,71.43,23.81,11.9,-1.42,-1.42,-1.42,-1.42,NA,-1.42,-1.23,-6.86,-9.64,-19.04,NA,7.65,7.66,14.82,NA,1.14,5.8,6.77,12.84,1.11,NA,2.9,4.64,1.43,-1.53,3.12,1.011749,73,1.14,5.23,5.32,,,,2.9,1.85,-3.52,-2.81,5.53,1.003408,68
10-12-2025,NSE:SEQUENT,EQ,5815.72,200.69,1825056,3662.70489,4.94,4.87,3.73,2L,-1.39,-5.95,-9.26,-25.57,-13.97,-6.77,6.53,5.78,24.24,0.63,38.66,-1,EEP,HVY,-1,EEP,-1,-1,-1,-1,-1,-1,-3.9,-2.79,-6.51,0.03,-6.48,15.41,10.56,0,38.1,41.27,26.19,0,14.29,28.57,16.67,-20.36,-20.36,-20.36,-20.36,-20.36,-20.36,0,-6.13,-18.57,-34.52,-14.12,10.62,19.43,58.42,102.92,2.82,36.11,48.08,49.27,53.74,101.65,-12.8,4.57,5.49,10.77,0.07,1.011703,73,-15.75,36.11,21.16,7.35,,,-12.8,14.88,0.9,6.38,-16.24,1.010175,74
10-12-2025,NSE:COFORGE,EQ,60319.06,1820.2,1656616,30153.72443,2.53,2.58,9.9,,-2.84,-5.07,-2.8,-2.09,1.27,5.5,6.79,-0.57,14.14,3.11,38.95,-1,-1,-1,-1,HVQ,EEP,-1,-1,-1,-1,-1,-3.84,1.3,-2.57,4.34,1.85,5.32,7.57,80,47.62,15.87,23.81,60,42.86,14.29,20.63,-7.97,-7.97,-7.97,-7.97,-7.97,-7.97,-1.83,-13.02,-6.78,-20.41,0,18.31,18.31,44.08,111.56,2.01,16.81,34.3,44.89,81.65,104.98,2.44,4.83,-0.86,0.67,2.55,1.011507,73,-0.41,11.84,11.25,39.71,,,2.44,2.49,-6.19,1.41,2.08,1.004371,70
10-12-2025,NSE:UTISENSETF,EQ,53692.06,930.55,11229,104.49146,1.32,1.34,9.63,,-0.22,-0.73,-1,-0.43,0.64,3.19,4.65,3.12,13.54,4.55,14.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.61,0.2,-0.41,1.21,0.81,3.92,4.92,100,95.24,39.68,19.84,100,95.24,39.68,19.84,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.22,-3.8,-3.28,-13.68,-4.71,5.36,6.01,16.94,19.02,0,5.33,10.4,13.29,5.78,16.77,1.81,2.69,2.83,0.07,3.99,1.011465,73,-0.13,5.33,9.43,0.97,,,1.81,0.94,0.09,-2.46,4.53,1.003477,68
10-12-2025,NSE:NIFTYBEES,EQ,54966.72,291.56,5615701,16373.13784,1.22,1.21,3.12,,-0.27,-0.77,-1.53,-0.96,0.25,2.58,3.78,3.49,14.09,5.36,14.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.73,0.1,-0.63,1.06,0.43,4.31,4.95,100,90.48,46.03,23.81,100,90.48,46.03,23.02,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-1.25,-2.58,-3.62,-14.21,-5.5,5.06,5.97,17.81,19.74,0,5.7,12.62,13.7,3.68,14.21,1.42,1.82,3.2,0.62,4.8,1.011461,73,-0.4,5.7,11,0.34,,,1.42,0.43,1.4,-2.23,4.76,1.00383,69
10-12-2025,NSE:NIFTYIETF,EQ,35705.28,290.05,684390,1985.0732,1.64,1.61,4.5,,-0.32,-0.82,-1.57,-0.99,0.18,2.58,3.79,3.46,14.11,5.44,14.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.79,0.11,-0.69,1.08,0.39,4.32,4.93,100,95.24,46.03,23.02,100,95.24,46.03,23.02,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.2,-2.6,-3.8,-14.41,-5.77,4.96,5.9,17.75,20.11,0,5.72,12.36,13.67,3.59,14.05,1.35,1.83,3.17,0.64,4.88,1.01145,73,-0.41,5.72,10.97,0.31,,,1.35,0.52,1.36,-2.17,4.82,1.003905,69
10-12-2025,NSE:AKZOINDIA,EQ,15105.27,3516.5,151480,5326.7942,3.72,3.66,3.95,,-1.39,-0.37,2.78,4.12,5.98,5.31,3.44,8.24,9.72,-3.76,30.4,-1,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,1.01,1.44,2.49,2.2,4.8,-1.71,3.04,0,0,0,1.59,0,0,0,0,-1.39,-1.39,-9.19,-9.19,-22.18,-1.39,-9.28,-12.32,-28.58,-29.74,-19.25,9.3,13.45,13.45,46.14,6.58,2.76,9.55,3.75,33.13,53.01,7.15,1.48,7.95,-3.75,-4.32,1.011426,73,6.23,-9.28,4.05,-12.48,,,7.15,-5.8,6.67,-11.59,-0.02,0.996277,60
10-12-2025,NSE:SENSEXIETF,EQ,25337.47,964.68,19063,183.89695,1.12,1.12,4.56,S,-0.37,-0.86,-1.43,-0.95,0.71,3.06,4.16,3.32,13.57,4.78,14.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.74,0.17,-0.57,1.26,0.7,3.93,4.81,100,71.43,23.81,11.9,100,71.43,23.81,11.9,-1.56,-1.56,-1.56,-1.56,-1.56,-1.56,-1.13,-3.36,-3.41,-13.65,-4.87,5.31,5.9,16.91,19,0.23,5.15,10.96,13.03,3.49,14.01,1.88,2.2,3.03,0.1,4.22,1.011304,73,0.06,5.15,9.88,0.54,,,1.88,0.38,0.82,-2.61,4.75,1.003404,68
10-12-2025,NSE:PHOENIXLTD,EQ,62339.07,1737.8,517146,8986.96319,2.25,2.23,4.08,,-0.08,0.96,-0.8,1.31,0.06,8.29,10.49,6.37,9.16,-3.87,16.6,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,0.41,0.34,0.76,2.01,2.82,5.7,9.04,80,57.14,58.73,29.37,20,9.52,31.75,15.87,-0.79,-2,-2,-6.98,-15.13,-0.79,-2.06,-7.54,-12.9,-22.91,-11.85,12.81,22.61,22.61,24.31,3.57,22.54,9.75,16.39,23.91,41.69,1.23,8.53,6.08,-4.31,-4.43,1.01119,72,0.32,22.54,-1.28,-9.43,,,1.23,7.33,-2.9,-10.23,0.57,0.999405,63
10-12-2025,NSE:GRAPHITE,EQ,11214.56,541.2,1337210,7236.98052,3.07,3.06,12.47,3L,0.07,-0.74,-3.14,-5.05,-5.28,-9.01,3.94,-2.17,27.58,-5.19,-17.98,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1,-0.51,-1.61,-2.09,-2.4,-4.38,7.3,3.15,0,0,7.94,21.43,0,0,1.59,12.7,-9.26,-14.91,-14.91,-14.91,-21.42,-9.26,-10.42,-11.45,-9.1,-43.09,-17.34,3.65,5.95,44.53,44.53,2.86,11.55,29.83,47.67,4.67,23.09,-4.11,1.98,-2.46,14.11,-5.75,1.01108,72,-4.79,8.88,26.53,8.35,,,-4.11,5.66,-4.66,15.91,-30.33,1.008363,72
10-12-2025,NSE:PRUDENT,EQ,10339.66,2643.8,40383,1067.64575,3.06,3.02,7.32,,-1.06,6.25,4.01,7.09,4.65,0.84,-6.59,-9.77,33.34,-11.59,52.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.99,0.67,3.69,-1.31,2.34,1.21,3.6,0,0,0,8.73,0,0,0,2.38,-1.06,-11.72,-13.69,-13.69,-24.9,-1.06,-15.82,-8,-17.57,-49.94,-16.2,8.83,8.83,63.32,107.24,8.83,1.19,50.76,79.27,45.71,143.92,5.82,-8.55,-10.06,19.87,-12.15,1.011032,72,5.98,-4.46,48.93,20.29,,,5.82,-14.88,-1.29,26.06,-52.48,1.012045,75
10-12-2025,NSE:AADHARHFC,EQ,21403.44,483.4,308802,1492.74887,1.67,1.66,9.44,,-0.93,-0.2,-0.71,-0.99,-1.87,-6.28,-6,6.38,19.63,10.19,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.33,-0.74,-1.06,-2.46,-3.43,5.45,2.13,0,0,14.29,26.98,0,0,11.11,11.11,-3.13,-10.46,-10.46,-10.46,NA,-3.13,-8.78,-1.81,-11.34,-23.89,NA,0.47,11.32,32.75,NA,0.47,0,27.83,24.28,17.92,NA,-0.7,-7.96,6.09,6.16,9.63,1.010952,72,-2.66,-2.25,27.83,4.36,,,-0.7,-7.15,13.38,0.94,3.17,1.006249,71
10-12-2025,NSE:NIFTYETF,EQ,4802.19,278.09,229587,638.45849,0.99,1,3.57,,-0.39,-0.73,-1.7,-1.01,0.29,2.43,3.6,3.37,14.05,5.01,14.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.79,0.09,-0.7,1.03,0.33,4.3,4.84,100,76.19,41.27,20.63,100,76.19,41.27,20.63,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.42,-2.55,-3.79,-14.42,-5.42,4.75,5.99,17.75,19.93,0,5.68,12.85,13.78,3.58,14.46,1.46,1.64,3.08,0.58,4.45,1.010822,72,-0.49,5.68,11.13,0.44,,,1.46,0.22,1.46,-2.16,4.41,1.003497,68
10-12-2025,NSE:HDFCSENSEX,EQ,1006.41,95.22,45879,43.68598,1.51,1.5,8.01,,-0.30,-0.82,-1.08,-0.57,0.86,3.1,4.01,3.13,13.52,4.44,14.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.59,0.19,-0.4,1.21,0.82,3.88,4.88,100,90.48,30.16,15.08,100,90.48,30.16,15.08,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.41,-2.89,-3.25,-13.62,-4.56,5.29,5.96,16.81,18.88,0.28,5.05,11.64,13.15,3.39,14.24,2.03,2.05,2.84,0.05,3.88,1.010778,72,0.12,5.05,10.28,0.69,,,2.03,0.08,0.78,-2.49,4.43,1.003095,68
10-12-2025,NSE:MPHASIS,EQ,51069.97,2857.5,608514,17388.28755,2.19,2.21,3.62,,-0.74,-0.12,2.01,5.03,2.8,1.76,0.15,6.51,19.24,-6.78,13.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.13,1.04,0.92,1.5,2.46,4.65,7.46,0,0,12.7,24.6,0,0,11.11,16.67,-3.25,-4.77,-4.77,-10.63,-10.63,-3.25,-7.44,-2.42,-16.45,-27.82,-3.98,8.14,8.86,35.93,35.93,7.49,5.11,35.73,27.08,3.52,36.87,3.97,-1.81,6.22,5.77,-7.34,1.010441,72,1.12,3.03,21.78,-13.48,,,3.97,-5.83,8.08,0.4,-17.29,0.997092,61
10-12-2025,NSE:ICICIB22,EQ,14718.84,114.88,347474,399.17813,1.62,1.62,4.95,,-0.08,-0.44,-1.93,-1.92,-1.42,2.52,7.32,2.99,14.23,0.27,10.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.66,-0.15,-0.81,0.78,-0.03,5.47,5.75,0,52.38,61.9,30.95,0,52.38,61.9,30.95,-2.3,-2.3,-2.3,-2.3,-5.14,-2.3,-0.21,-4.77,-7.62,-18.64,-5.4,6.83,9.44,21.36,21.36,0,10.99,8.04,17.74,4.09,20.02,-0.25,5.36,2.7,0.76,-0.29,1.010032,72,-1.54,8.89,6.51,-5.07,,,-0.25,5.52,-2.98,-1.62,-1.36,1.002422,67
10-12-2025,NSE:MAHABANK,EQ,46095.39,56.72,22792563,12927.94173,2.7,2.69,3.19,S,-0.54,0.14,-5.69,-7.79,-0.65,0.23,7.63,0.42,16.82,-2.84,-15.04,-1,-1,EEP,-1,HV2Q,EEP,-1,-1,-1,-1,-1,-1.05,-0.91,-1.95,-0.41,-2.35,7.36,5.41,0,19.05,25.4,34.92,0,4.76,19.05,15.87,-7.23,-7.23,-7.23,-7.23,-21.77,-7.23,-4.9,-10.18,-10.52,-34.92,-19.54,5.06,9.18,30.03,30.03,0.89,9.89,20.11,29.48,5.69,18.99,0.52,5.67,0.13,3.35,-3.4,1.010007,72,-1.48,2.57,9.72,-7.71,,,0.52,5.13,-6.11,3.26,-8.71,1.002299,67
10-12-2025,NSE:MWL,EQ,669.75,262.01,45038,118.00406,5.86,5.72,36.45,,-0.23,0.94,9.92,8.6,16.65,9.21,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.91,3,5.06,4.72,10.26,,,0,0,0,0,0,0,0,0,-0.94,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,NA,NA,NA,NA,NA,17.82,0,0,0,0,1.009473,72,18.8,,,,,,17.82,96.9,1.7,-13.21,14.92,1.02021,81
10-12-2025,NSE:ICICIPRULI,EQ,91030.11,642.85,1417850,9114.64873,1.98,1.98,4.6,,3.09,4.92,3.26,4.5,2.82,7.69,6.95,0.82,14.44,-4.95,3.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.11,0.63,3.76,1.71,5.57,0.02,5.59,0,0,0,1.59,0,0,0,1.59,0,0,-5.51,-7.55,-18.73,0,-1.84,-12.08,-19.4,-30.47,-14.71,9.8,9.8,19.8,19.8,5.85,6.7,11.47,18.81,1.32,24.28,3.99,4.99,0.53,0.97,-5.51,1.009423,72,1.56,2.4,8.72,-15.9,,,3.99,1.15,-4.89,0.51,-7.74,0.99917,63
10-12-2025,NSE:STARHEALTH,EQ,30534.74,468.85,734806,3445.13793,2.72,2.69,6.16,2M,-0.33,-0.58,-4.47,-8.3,-4.51,-2.08,6.15,1.59,21.68,-4.95,-19.32,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1,-0.97,-1.55,-2.48,-0.76,-3.21,10.61,8.27,0,33.33,49.21,25.4,0,23.81,31.75,15.87,-10.26,-10.26,-10.26,-10.26,-26.48,-10.26,-2.77,-8.09,-27.54,-42.42,-22.85,6.9,11.98,36.65,36.65,2.4,12.67,28.24,34.48,2.3,7.75,-3.34,4.19,1.3,8.21,-5.51,1.0094,72,-5.78,12.67,19.26,-27.54,,,-3.34,7.1,-3.16,7.21,-19.08,1.003482,68
10-12-2025,NSE:GRANULES,EQ,13635.56,554.85,1039310,5766.61154,2.78,2.77,4.94,,-1.00,-2.42,1.61,0.16,3.5,-2.04,5.36,2.23,12.82,-2.18,19.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.42,0.16,-0.27,-0.11,-0.37,8.88,9.33,0,0,44.44,22.22,0,0,33.33,16.67,-2.69,-3.39,-3.39,-9.94,-22.73,-2.69,-6.76,-3.2,-22.31,-32.64,-21.05,7.82,26.29,28.71,41.51,4.13,21.82,21.8,25.83,23.36,44.59,4.67,3.4,1.94,-0.65,-2.74,1.009382,72,2.29,21.82,6.3,-22.31,,,4.67,-1.17,-1.6,-2.38,-2.29,0.999144,63
10-12-2025,NSE:JPPOWER,EQ,12233.42,18.35,70584442,12952.24511,4.79,4.99,5.07,S,-1.92,-5.5,-4.74,-10.46,1.85,2.18,-4.9,1.96,26.32,-6.92,8.45,-1,HVQ,-1,HV2Y,HV2Q,-1,-1,-1,-1,-1,-1,-2.3,0.04,-2.27,2.2,-0.07,5.23,5.45,0,0,0,23.02,0,0,0,10.32,-15.2,-15.2,-32.61,-32.61,-32.61,-15.2,-10.04,-29.31,-21.37,-40.91,-14.25,5.28,8.52,40.83,40.83,4.02,3.33,47.28,38.07,3.76,31.24,3.02,-6.86,1.67,12.85,-7.48,1.009175,72,2.06,-6,41.13,0.33,,,3.02,-9.99,8.25,11.64,-30.2,1.001372,66
10-12-2025,NSE:ICIL,EQ,6169.39,285.15,417143,1189.48326,4.53,4.44,8.27,M,-1.55,-8.85,-9.57,-12.43,4.59,8.35,16.79,2.28,3.98,-20.06,-22.51,-1,-1,HVQ,-1,-1,EEP,-1,-1,-1,-1,-1,-4.66,-0.59,-5.21,4.18,-1.08,1.68,0.62,20,76.19,25.4,12.7,0,38.1,12.7,6.35,-12.09,-12.09,-12.09,-30.65,-36.19,-12.09,-9.05,-32.04,-34.26,-38.73,-23.39,9.55,27.54,27.54,27.54,1.35,21.68,6.13,11.75,3.91,11.61,5.76,14.83,1.99,-9.49,-20.62,1.008883,72,-9.16,16.56,-15.93,-34.26,,,5.76,9.68,-15.74,-11.47,-10.12,0.99324,55
10-12-2025,NSE:STEELCAS,EQ,2206.16,209.93,117363,246.38015,3.71,3.63,10.09,2M,-2.83,-2.51,-5.51,-7.42,-6.13,-9.04,-3.95,-7.8,19.05,22.7,38.04,-1,-1,HV2Y,-1,HV2Q,-1,-1,-1,-1,-1,-1,-2.71,-0.67,-3.36,-0.89,-4.22,4.88,0.7,0,0,0,23.02,0,0,0,11.9,-6.9,-8.65,-15.87,-15.87,-15.87,-6.9,-3.05,-12.55,0,-7.26,-2.08,2.41,2.51,36.92,71.69,0,8.8,42.33,53.44,38.99,32.72,-4.96,-5.91,-8.09,5.58,22.14,1.008823,72,-5.4,8.8,21.13,45.51,,,-4.96,-1.04,-2,11.69,19.43,1.020075,81
10-12-2025,NSE:ERIS,EQ,21317.42,1609.2,172948,2783.07922,3.58,3.53,8.37,,-5.41,2.98,-0.46,-0.11,0.78,1.04,-6.26,-5.13,23.4,9.89,47.48,HV2Y,HV2Y,-1,-1,-1,EEP,-1,-1,-1,-1,-1,0.62,-0.02,0.6,0.05,0.65,1.41,2.1,0,0,0,20.63,0,0,0,3.97,-5.41,-6.1,-12.91,-12.91,-12.91,-5.41,-11.38,-7.45,0,-19.05,-1.78,6,6,39.55,91.64,6,1.18,36.28,46.71,46.8,72.68,1.95,-8.22,-5.42,9.93,9.33,1.008817,72,2.16,-7.45,34.69,15.88,,,1.95,-10.2,2.77,13.93,-2.71,1.010269,74
10-12-2025,NSE:INDIASHLTR,EQ,9734.99,848.1,148864,1262.51558,2.85,2.83,4.6,3L,-0.13,-1.77,-3.63,-4.8,0.51,-4.53,-4.59,-4.44,11.91,21.82,28.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.15,-0.84,-1.98,-1.05,-3,0.63,-2.39,0,0,0,7.94,0,0,0,1.59,-7.71,-7.71,-15.37,-15.37,-15.37,-7.71,-11.38,-11.49,-2.36,-5.63,-16.25,0.52,0.52,37.73,51.16,0.44,0,19.34,43.85,41.28,25.39,1.68,-6.55,-4.73,-1.56,21.26,1.008715,72,0.44,-9.42,19.34,15.84,,,1.68,-8.23,1.84,2.44,26.17,1.015676,78
10-12-2025,NSE:DCMSHRIRAM,EQ,18900.21,1206.7,185848,2242.62782,3.46,3.46,9.47,S,-1.47,-1.21,-4.33,2.39,-2.32,1.28,-2.48,9.29,14.96,7.06,25.24,-1,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-0.82,-0.33,-1.15,-0.1,-1.25,3.59,2.43,0,0,0,21.43,0,0,0,10.32,-4.87,-12.54,-16.32,-16.32,-16.32,-4.87,-10.51,-14.25,-17.18,-22.36,-15.15,5.12,8.98,30.65,33.59,2.77,7.56,26.12,18.51,20.12,31.28,-1.15,-4.44,9,1.49,6.5,1.008712,72,-2.39,-8.7,18.54,-2.96,,,-1.15,-3.25,13.18,-6.96,5.63,1.003104,68
10-12-2025,NSE:WCIL,EQ,1246.4,122.69,272560,334.40386,3.87,3.87,4.87,,-0.15,2.31,4.25,2.8,-2.79,-2.59,-12.57,10,29.15,-6.18,NA,-1,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,1.34,-0.57,0.77,-2.69,-1.87,13.05,12.86,0,0,19.05,46.03,0,0,14.29,17.46,-3.42,-15.31,-15.31,-15.31,NA,-3.42,-12.95,0,-33.65,-47.77,NA,5.51,17.15,72.58,NA,5.51,10.03,94.27,55.32,1.7,NA,-1.62,-14.53,9.71,15.68,-6.74,1.008536,72,-3.42,9.79,59.3,,,,-1.62,-12.62,21.75,8.07,-34.95,1.001713,66
10-12-2025,NSE:MOGOLD,EQ,852.65,126.75,1278021,1619.89162,1.45,1.71,7.5,,-0.12,0.43,1.58,3.67,2.56,3.87,14.16,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.35,1.1,1.47,1.78,3.3,,,100,33.33,57.14,60,60,19.05,41.27,48.89,-0.94,-2.09,NA,NA,NA,-0.94,-4.6,NA,NA,NA,NA,16.61,NA,NA,NA,4.88,25.38,NA,NA,NA,NA,3.73,12.2,0,0,0,1.008428,71,2.92,22.16,,,,,3.73,8.8,101.7,-13.21,14.92,1.015437,78
10-12-2025,NSE:BERGEPAINT,EQ,67476.16,549.1,388952,2135.73543,2.56,2.56,5.1,S,1.69,-1.68,-4.84,-7.26,0.53,2.93,3.6,-4.33,11.86,12.06,-4.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.83,-0.66,-1.48,1.42,-0.06,0.81,0.75,0,0,0,0,0,0,0,0,-6.95,-6.95,-8.51,-8.51,-12.17,-6.95,-0.93,-11.8,-8.36,-22.58,-22.75,6.58,6.58,24.51,24.51,1.85,6.02,9.69,29.91,9.75,5.97,1.7,1.64,-4.62,-1.61,11.5,1.008261,71,-1.96,-0.88,5.74,-3.8,,,1.7,-0.02,-6.53,2.31,15.15,1.00952,73
10-12-2025,NSE:360ONE,EQ,43485.71,1102.8,808431,8915.37707,3.14,3.1,4.71,,-1.35,-4.11,-4.28,-1.49,2.97,1.67,5.34,3.67,10.82,-1.5,36.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.56,0.23,-2.34,1.22,-1.13,5.4,4.52,0,0,0,19.05,0,0,0,7.94,-7.27,-7.27,-11.99,-14.98,-14.98,-7.27,-9.76,-16.69,-18.11,-24.18,-3.23,10.08,10.08,36.39,54.04,3.51,6.81,29.11,31.38,51.24,72.13,4.14,3.38,3.38,-2.65,-2.06,1.008244,71,1.27,2.61,8.04,-4.01,,,4.14,-0.66,-0.06,-5.79,1.11,0.998687,62
10-12-2025,NSE:NIFTY,IN,,25758,,,,,,,-0.32,-0.89,-1.74,-1.14,0.24,2.24,3.45,2.54,13.28,4.07,12.83,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,,,-1.75,-1.75,-1.75,-1.75,-1.75,,,,,,,,,,,,,,,,,1.41,1.49,2.25,-0.19,3.51,1.008161,,,,,,,,1.41,0.12,0.75,-2.19,4.31,1.002599,
10-12-2025,NSE:HCLTECH,EQ,435678.93,1666,2486827,41430.53782,1.73,1.76,4.1,,0.51,1.53,2.89,0.2,5.76,10.77,14.34,-0.13,5.59,-15.49,8.27,-1,-1,-1,-1,EEP,-1,-1,-1,7,-1,-1,0.78,1.58,2.39,4.69,7.43,-0.71,6.67,100,71.43,23.81,11.9,100,42.86,14.29,7.14,-1.34,-1.34,-4.25,-16.5,-16.5,-1.34,0,-17.98,-16.39,-21.16,0,20.28,20.28,21.24,27.8,4.52,13.35,3.86,21.4,20.67,47.6,6.93,12.38,-0.42,-7.88,-16.05,1.008098,71,4.52,6.39,-9.99,-6.84,,,6.93,6,-15.19,-7.51,-7.4,0.994483,57
