Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
23-01-2026,NSE:SWANDEF,BE,8465.49,1748.5,4348,76.02478,0.65,5.25,1.11,,-5.00,8.1,27.98,43.57,57.88,84.87,94.56,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,8.12,16.36,29.27,42.47,124.69,,,100,100,100,98.8,80,95.24,98.41,97.59,-5.99,-5.99,NA,NA,NA,-5.99,0,NA,NA,NA,NA,1652.18,NA,NA,NA,126.12,1848.28,NA,NA,NA,NA,63.12,99.18,0,0,0,3.375689,99,126.12,,,,,,,63.12,86.51,98.17,-4.65,-2.51,2.010687,99
23-01-2026,NSE:MVKAGRO,SM,3661.53,638.1,44562,284.35012,5.53,5.9,2.45,L,-3.31,-8.16,-1.79,-17.47,-21.96,-8.92,10.92,66.87,91.21,94.08,93.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-5.35,-2.53,-7.68,-4,-11.24,47.14,67.91,0,19.05,57.14,78.57,0,0,31.75,65.08,-17.01,-22.09,-22.09,-22.09,-22.09,-17.01,-4.98,-2,0,-12,-40.71,23.33,195.96,1872.49,1872.49,3.39,69.54,927.85,553.48,73.42,2.02,-16.72,15.54,69.58,89.15,89.56,3.296802,99,-15.7,69.54,880,349.79,,,,-16.72,26.38,60.98,68.81,30.11,1.446554,99
23-01-2026,NSE:POLYSIL,ST,608.2,229.7,53090,121.94773,5.63,6.45,10.4,3L,4.96,2.31,-0.91,-29.52,-37.57,-38.05,-21.05,58.27,87.51,87.94,85.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.17,-8.21,-6.5,-17.83,-20.65,41.97,36.75,0,0,38.1,69.05,0,0,22.22,59.52,-25.36,-34.74,-34.74,-34.74,-34.74,-25.36,-10.23,-3.62,0,-30,-32.44,10.19,134.99,1462.59,1462.59,10.19,41.96,850.6,552.04,95.24,3.36,-32.33,-16.43,60.98,85.45,83.42,2.24549,99,-23.69,41.96,850.6,199.53,,,,-32.33,11.43,63.7,65.41,0.97,1.353522,99
23-01-2026,NSE:CUPID,EQ,10443.37,397.2,9941979,39489.54059,9.74,9.13,3.33,S,-3.17,-15.45,-0.49,-32.15,-18.08,15.11,39.33,62.75,81.53,81.87,75.65,-1,-1,2,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,4,-4.71,-1.55,-6.17,5.51,-0.7,46.73,86.42,0,28.57,69.84,84.92,0,28.57,53.97,68.25,-24.33,-24.33,-24.33,-24.33,-24.33,-24.33,0,-5.07,0,-30.57,-31.83,70.04,169.87,590.78,590.78,5.47,118.41,229.34,157.34,27.57,3.58,-12.84,43.95,65.46,79.47,77.35,1.951125,99,-15.92,113.08,229.34,91.92,,,,-12.84,48.04,36.77,45.78,-0.7,1.241641,99
23-01-2026,NSE:SILVER1,EQ,2578.3,302.32,2654153,8024.03535,6.27,6.75,24.54,,8.19,9.59,25.3,26.81,32.36,50.64,53.22,63.12,68.59,70.49,71.69,2,2,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-1,9.24,8.53,19.43,19.7,48.73,32.73,121.11,100,100,61.9,74.6,80,90.48,57.14,61.9,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,0,-16.13,-0.04,-3.89,-8.14,123.61,182.46,243.23,286.2,42.31,55.47,53.01,32.71,21.32,13.96,37.6,57.84,65.83,66.53,65.97,1.736969,99,42.31,55.47,47.55,22.73,,,,37.6,30.25,19.34,10.18,3.56,1.156389,99
23-01-2026,NSE:ESILVER,EQ,1093.09,312.87,374864,1172.837,6.82,7.14,5.07,,9.04,9.35,25.37,27.88,32.82,50.81,52.09,63.15,68.68,70.54,71.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,8.75,8.8,19.24,20.04,49.13,32.57,121.17,100,100,58.73,73.02,60,76.19,41.27,53.97,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,0,-19.35,0,-4.3,-8.15,122.87,183.11,242.53,285.55,43.58,54.98,56.74,32.53,20.75,13.57,38.06,56.71,65.86,66.62,66.02,1.733422,99,43.58,54.66,51.56,22.66,,,,38.06,28.11,21.25,10.36,3.44,1.155104,99
23-01-2026,NSE:SILVERADD,EQ,2257.51,298.34,1173777,3501.8463,7.19,7.31,7.78,,7.93,8.92,24.32,26.92,31.74,50.31,52.77,62.8,68.48,70.48,71.45,-1,2,-1,HVY,HVY,-1,-1,-1,-1,-1,-1,5,-1,-1,8.3,8.57,18.45,19.77,47.64,32.74,119.49,100,100,60.32,73.81,60,80.95,53.97,60.32,-3.25,-3.25,-3.25,-3.25,-3.25,-3.25,0,-16.87,0,-4.17,-8.63,122.24,180.68,242.72,284.21,41.01,56.23,53.49,33.12,21.12,13.43,36.98,57.39,65.51,66.42,65.96,1.729594,99,41.01,56.23,48.11,23.09,,,,36.98,30.23,19.4,10.61,3.84,1.155515,99
23-01-2026,NSE:TAKE,BE,601.8,38.24,2117206,809.61957,4.81,4.71,5.82,,-3.73,-8.89,-15.56,-5.49,-1.8,20.79,37.84,72.93,77.07,59.57,42.47,-1,-1,2,2,HV2Y,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-5.63,1.38,-4.31,9.71,5.98,51.05,116.52,80,95.24,98.41,78.57,0,57.14,69.84,49.21,-13.46,-13.46,-13.46,-13.46,-13.46,-13.46,0,0,-44.32,-63.38,-35.45,76.55,324.89,471.6,471.6,0.34,275.41,225.17,54.71,31.09,10.82,3.44,42.46,75.64,75.01,55.05,1.729171,99,-2,275.41,172.9,-44.2,,,,3.44,38.36,54.63,10.62,-78.79,1.171534,99
23-01-2026,NSE:SILVER,EQ,3096.97,306.27,4472007,13696.41584,8.1,8.12,5.63,,6.62,8.04,23.88,26.94,31.32,49.98,52.69,62.47,68.25,70.06,71.28,2,2,2,EP,EP,-1,-1,-1,-1,-1,-1,4,-1,-1,6.9,8.7,17.09,19.98,46.31,32.69,117.37,100,100,58.73,73.02,60,76.19,41.27,53.97,-8.03,-8.03,-8.03,-8.03,-8.03,-8.03,0,-20.82,0,-4.23,-8.08,122.81,178.07,237.67,279.28,40.02,55.46,52.11,33.02,20.41,13.57,36.56,57.31,65.18,66.19,65.54,1.720361,99,40.02,55.11,47.21,23.24,,,,36.56,30.53,18.85,10.75,3.17,1.154026,99
23-01-2026,NSE:SILVERIETF,EQ,15350.8,306.55,13065938,40053.63294,6.71,7.04,7.29,,6.39,8.12,23.64,26.62,31.37,50.02,51.49,62.63,68.33,70.33,71.28,2,2,2,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-1,7.24,8.63,17.37,19.9,46.53,32.75,117.89,100,100,60.32,73.81,60,76.19,52.38,58.73,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,0,-14.55,0,-4.14,-8.8,119.76,178.5,238.47,281.95,40.66,56.01,56.53,33.09,20.96,13.32,36.61,56.11,65.34,66.27,65.81,1.717933,99,40.66,55.84,51.15,22.62,,,,36.61,28.74,21.13,10.61,3.8,1.153182,99
