Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
30-12-2025,NSE:MVKAGRO,ST,3787.79,762.15,58074,442.61099,3.25,4.06,1.51,,3.09,2.74,0.28,-5.31,1.29,31.21,36.1,80.14,93.7,94.61,93.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,1.21,1.35,2.6,8.97,12.7,51.84,134.04,80,80.95,82.54,91.27,0,28.57,57.14,78.57,-6.94,-6.94,-6.94,-6.94,-6.94,-6.94,0,0,0,-24.71,-35.53,53.43,393.78,2255.95,2255.95,7.95,119.81,969.26,367.85,48.38,8.02,2.41,32.06,79.93,84.27,89.26,3.973824,99,-0.67,119.81,914.69,197.06,,,,2.41,30.16,72.92,59.05,18.87,1.453659,99
30-12-2025,NSE:POLYSIL,ST,706.66,306.9,84730,260.03637,2.75,3.64,17.12,2L,4.74,1.68,0.36,-7.97,-11.76,16.42,23.05,77.45,93.21,90.78,85.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0.94,-1.02,-0.08,2.25,2.23,50.31,105.73,0,38.1,65.08,82.54,0,19.05,46.03,73.02,-12.81,-12.81,-12.81,-12.81,-12.81,-12.81,0,0,0,-61.57,-47.83,27.42,335.01,1987.76,1987.76,6.78,115.05,1011.29,370.75,41.84,4.81,-10.64,19.01,77.24,83.78,85.43,3.207815,99,-12.28,115.05,1011.29,117.27,,,,-10.64,26.05,74.69,60.63,-31.23,1.426751,99
30-12-2025,NSE:CUPID,EQ,12742.79,509,3882877,19763.84393,3.72,3.77,3.25,,4.60,10.03,19.57,25.34,35.31,52.85,57.66,78.98,87.22,84.95,78.18,-1,-1,2,2,EP,EP,-1,-1,-1,-1,1,0,-1,-1,10,8.27,19.91,20.55,50.92,46.11,180.07,100,100,93.65,91.27,100,95.24,68.25,73.02,0,0,0,0,0,0,-2.35,-2.89,-4.45,-51.34,-42.69,137.04,375.43,785.22,785.22,45.82,91.1,274.82,86.09,3.4,3.81,36.43,53.62,78.77,77.79,79.6,2.543569,99,45.82,91.1,236.49,24.3,,,,36.43,29.44,54.34,29.97,-13.27,1.258451,99
30-12-2025,NSE:TAKE,BE,576.35,39.64,2000944,793.1742,2.59,2.66,12.23,,3.47,6.43,12.08,15.21,21.82,40.62,73.69,78.43,80.27,59.41,43.62,-1,2,-1,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,1,0,-1,-1,5.93,5.66,12.28,15.31,32.57,50.41,167.33,100,100,98.41,73.02,80,95.24,80.95,42.86,0,0,0,0,0,0,0,-9.93,-61.62,-67.35,-32.82,262.01,341.92,492.53,492.53,21.89,208.97,55.9,27.8,0,0,22.94,69.65,78.22,70.84,54.06,2.131848,99,21.89,208.97,40.57,-54.98,,,,22.94,61.24,22.01,-0.7,-101.25,1.26051,99
30-12-2025,NSE:MAHASTEEL,BE,1526.76,959.55,20841,199.97982,3.74,3.97,4.65,,3.90,9.29,12.98,19.75,23.14,36.43,57.27,63.71,72.01,79.95,88.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,8.37,5.49,14.67,12.14,30.52,41.02,121.31,100,100,100,85.71,80,57.14,63.49,50.79,0,0,0,0,0,0,-6.88,-0.3,-0.78,0,-14.32,132.51,192.01,418.59,898.49,27.56,122.47,75.55,88.21,179.45,100.23,24.26,53.23,63.5,62.58,74.6,1.850716,99,27.56,122.47,57.27,78.59,,,,24.26,39.31,19.05,13.65,32.85,1.199463,99
30-12-2025,NSE:BGRENERGY,BE,2265.87,356.1,197738,704.14502,5.67,5.64,5.46,2L,5.00,8.75,5.35,-6.4,-20.4,-13.45,36.81,71.48,75.43,73.64,89.4,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,6.08,-4.01,1.99,-12.05,-8.98,48.4,76.4,0,14.29,71.43,57.94,0,0,22.22,25.4,-16.94,-23.82,-23.82,-23.82,-23.82,-16.94,-8.28,-15.13,-29.95,-39.66,0,50.86,267.83,398.74,922.39,16.35,149.53,203.75,191.62,151.22,169.54,-19.28,32.77,71.27,66,68.29,1.719074,99,-16.94,149.53,162.41,101.77,,,,-19.28,42.42,58.85,4.61,-2.79,1.198148,99
30-12-2025,NSE:SOMATEX,BE,408.62,141.15,25062,35.37501,1.64,3.36,1.35,L,4.62,20.51,24.24,21.54,14.59,10.47,53.16,69.04,72.99,66.81,74.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.47,3.27,18.35,-1.85,16.2,37.84,86.94,0,0,34.92,36.51,0,0,12.7,13.49,0,-8.09,-8.09,-8.09,-8.09,0,-21.51,-36.92,-33.59,-42.05,-28.8,104.89,228.79,285.87,329.03,37.41,85.26,79.16,21.36,26.68,55.65,15.71,49.12,68.83,63.56,61.46,1.715875,99,19.49,44.28,79.16,19.04,,,,15.71,40.06,37.89,3.51,-18.37,1.159121,99
30-12-2025,NSE:KESORAMIND,BE,374.35,13.92,3737336,520.23717,4.76,7.83,3.56,,4.82,21.41,38.29,43.68,60.63,62.64,58.62,55.89,60.7,25.37,41.55,-1,-1,EP,-1,-1,-1,HV2Y,HV2Y,HV2Y,-1,0,-1,-1,-1,20.76,15.49,42.9,30.49,105.58,14.58,140.68,100,71.43,23.81,11.9,100,66.67,22.22,11.11,0,0,0,0,0,0,-13.15,-17.6,-44.23,-50.31,-5.64,196.8,196.8,365.55,365.55,160.19,16.84,92.64,105.35,0,30.91,61.75,54.58,55.68,51.27,20.02,1.613067,99,154.48,6,17.07,-41.69,,,,61.75,-10.21,-2.61,1.67,-85.41,1.147457,99
30-12-2025,NSE:AKIKO,ST,278.93,257,12064,31.00448,3.75,4.2,2.39,2M,-3.02,-3.89,-5.84,-4.18,-9.73,0.56,-2.14,69.55,72.41,67.51,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.01,-1.35,-3.31,-1.95,-5.16,41.54,62.21,0,14.29,61.9,60.32,0,4.76,14.29,26.98,-11.07,-12.76,-12.76,-12.76,NA,-11.07,-4.28,-4.28,-15.31,-24.05,NA,7.08,277.66,277.94,NA,0,77.53,285.75,18.38,11.83,NA,-8.61,-6.18,69.34,62.98,62.16,1.544805,99,-10.76,77.53,269.72,14.74,,,,-8.61,1.81,74.18,0.15,-13.27,1.192862,99
30-12-2025,NSE:APRAMEYA,SM,611.18,312.65,18360,57.40254,4.52,4.69,3.12,,-2.60,-0.54,-6.83,4.03,-5.07,12.36,7.66,48.5,67.7,77.61,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1.87,-0.01,-1.88,3.74,1.93,34.15,54.78,0,47.62,49.21,46.83,0,0,15.87,20.63,-6.39,-11.37,-11.37,-11.37,NA,-6.39,-6.87,0,-10.75,-16.56,NA,27.38,105.69,351.15,NA,4.2,78.34,219.89,187.5,80.36,NA,-3.95,3.62,48.29,58.27,72.26,1.503926,99,-6.1,78.34,188.7,112.96,,,,-3.95,7.02,48.22,28.03,35.19,1.156946,99
