Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(50),ADR(20),ATR(20),RPS,CMP,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
17-10-2025,NSE:MVKAGRO,ST,683.42,119208,1.12,2.19,0,569.85,0.00,3.83,7.51,16.21,25.57,65.03,91.14,93.26,91.27,NA,-1,-1,-1,HV2Q,HVQ,HVQ,-1,-1,1,-1,-1,0,0,0,0,NA,0,0,0,-20.78,-53.71,NA,180.37,975.19,1661.51,NA,31.73,215.24,516.07,56.11,0.92,NA,24.92,64.27,83.02,84.29,91.82,4.097669,99,,,,,,,24.92,52.9,67.24,23.04,-19.1,1.449807,99
17-10-2025,NSE:POLYSIL,ST,500.96,144120,1.36,2.35,0,283.7,-1.66,2.01,7.65,15.1,24.57,66.87,90.08,90.55,88.72,NA,-1,-1,-1,HV2Y,HV2Y,-1,-1,2,0,-1,-1,-1.66,-1.66,-1.66,-1.66,NA,-1.66,0,0,-22.66,-50.6,NA,195.98,888.5,1829.93,NA,29.99,233.85,539.46,91.5,0,NA,23.92,66.11,81.96,81.58,89.27,3.454785,99,,,,,,,23.92,55.96,62.63,3.88,-8.94,1.394845,99
17-10-2025,NSE:BGRENERGY,BE,1908.53,512298,4.3,5.91,0,403.8,5.00,16.89,34.88,43.1,34.34,74.73,80.91,69.34,88.63,72.3,-1,-1,HV2Q,-1,HVQ,HV2Y,-1,0,9,-1,-1,0,0,0,0,0,0,0,-29.63,-46.85,0,-59.71,317.11,399.01,1059.35,1060.34,79.45,173.89,42.9,121.27,255.75,31.98,33.69,73.97,72.79,60.37,89.18,2.543233,99,,,,,,,33.69,61.41,17.04,-61.55,73.36,1.385341,99
17-10-2025,NSE:STALLION,EQ,1550.81,3720195,10.71,10.45,0,393.65,-5.00,22.04,27.21,46.61,48.56,74.29,81.52,NA,NA,NA,HV2Y,HV2Y,HVQ,-1,-1,-1,-1,-1,6,-1,-1,-5,-5,-5,NA,NA,-5,-2.45,-19.67,NA,NA,NA,279.17,514.98,NA,NA,100.19,173.64,63.85,NA,NA,NA,47.91,73.53,73.4,0,0,1.832615,99,,,,,,,47.91,49.91,20.69,99.08,10.46,1.27516,99
17-10-2025,NSE:INDOTHAI,EQ,2502.25,866238,5.54,5.94,0,449.6,-0.63,16.39,32.15,44.78,55.75,54.5,55.93,57.66,80.14,92.09,2,2,HVQ,-1,HVQ,HV2Y,-1,0,0,-1,-1,-0.63,-0.63,-0.63,-0.63,-0.63,-0.63,-6.16,-3.52,-5.61,0,0,203.91,203.91,393.63,1702.37,118.93,34.48,23.92,694.39,663.14,257.97,55.1,53.74,47.81,48.69,80.69,1.808007,99,,,,,,,55.1,-2.92,-4.3,3.01,63.55,1.243263,99
17-10-2025,NSE:AKIKO,ST,284.32,37152,4.83,5.31,3,240,-2.83,-4.17,-4.65,-13.19,1.23,68.69,65.63,67.48,66.52,NA,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,6,-1,-12.49,-12.49,-12.49,-12.49,NA,-12.49,0,-18.67,-11.62,-16.39,NA,252.68,252.68,252.94,NA,0,248.35,10.51,30.13,23.11,NA,0.58,67.93,57.51,58.51,67.07,1.742509,99,,,,,,,0.58,68.19,-17.2,4.47,7.51,1.26377,99
17-10-2025,NSE:CUPID,EQ,5758.62,3912035,4.19,4.13,1,251.93,-0.76,2.25,14.77,13.36,17.17,46.95,70.29,72.29,68.55,58.73,-1,-1,HV2Y,HV2Q,HV2Q,-1,-1,-1,-1,3,-1,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,0,0,-29.16,-48.91,-42.02,72.19,244.87,338.14,338.14,21.65,131.48,132.45,30.16,0.14,0,16.52,46.19,62.17,63.32,69.1,1.705057,99,,,,,,,16.52,35.84,36.59,5.79,-3.02,1.160267,99
17-10-2025,NSE:UNITEDPOLY,BE,920.36,188948,4.79,5.91,3,42.67,-2.78,-3.91,-7.92,-14.2,9.66,53.27,61.66,64.38,72.93,76.48,-1,-1,HV2Q,HV2Q,HV2Y,HV2Y,-1,-1,-1,-1,-1,-14.02,-14.02,-14.02,-14.02,-14.02,-14.02,-8.32,-9.45,-8.52,-7.32,-16.64,111.13,177.98,305.07,428.42,8.52,109.97,65.2,96.41,88.24,43.02,9.01,52.51,53.54,55.41,73.48,1.627973,99,,,,,,,9.01,48.16,10.54,6.16,34.48,1.177576,99
17-10-2025,NSE:SUMEETINDS,BE,1462.66,353004,8.11,8.08,0,38.33,3.01,11.37,0.7,12.82,29.65,30.96,57.84,72.87,65.04,40.52,-1,-1,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,0,0,0,0,0,0,-4.11,-5.9,-22.16,-64.38,-54.11,83.33,242.48,391.41,391.41,43.11,140.92,239.26,107.18,23.81,59.52,29,30.2,49.72,63.9,65.59,1.575404,99,,,,,,,29,1.75,31.51,34.72,-18.39,1.140594,99
17-10-2025,NSE:TERASOFT,BE,560.03,18911,1.88,2.98,2,455.95,1.99,1.88,-7.08,-0.97,4.47,31.98,49.57,57.36,80.16,84.74,-1,-1,-1,-1,HVQ,HV2Y,-1,-1,-1,6,-1,-6.62,-6.62,-6.62,-6.62,-6.62,-6.62,0,0,-13.32,-10.93,-4.3,61.23,119.63,528.98,902.09,6.7,67.49,85.44,239.83,327.25,98.77,3.82,31.22,41.45,48.39,80.71,1.544106,99,,,,,,,3.82,28.68,18.44,14.53,63.94,1.187129,99
17-10-2025,NSE:KAVDEFENCE,BE,219.35,239300,3.64,6.2,1,125.04,-5.01,4.26,-11.96,-7.17,17.69,53.73,65.84,56.07,58.7,86.56,-1,2,HVY,HV2Q,-1,HV2Y,-1,-1,-1,5,-1,-19.39,-19.39,-19.39,-19.39,-19.39,-19.39,0,-13.24,-35.23,-16.7,0,134.6,197.64,258.9,1125.88,15.71,134.92,37.71,59.72,438.53,406.27,17.04,52.97,57.72,47.1,59.25,1.531861,99,,,,,,,17.04,43.68,18.75,-29.53,16.45,1.138665,99
17-10-2025,NSE:APRAMEYA,SM,538.17,24760,5.36,5.48,3,256.5,-2.55,4.31,-13.06,-12.55,-10.43,36.06,60.84,53.66,75.24,NA,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,15,-11.55,-11.55,-11.55,-11.55,NA,-11.55,-0.09,-9.09,-17.02,0,NA,68.75,170,358.04,NA,4.5,86.35,81.72,79.38,112.23,NA,-11.08,35.3,52.72,44.69,75.79,1.497395,99,,,,,,,-11.08,41.99,31.33,-19.24,57.03,1.184278,99
17-10-2025,NSE:MAHASTEEL,EQ,637.82,53263,4.94,5.15,1,560.7,0.41,6.78,18.1,26.65,29.99,34.58,55.48,66.27,61.19,74.84,-1,HVY,HVY,HVQ,HV2Q,HV2Y,-1,3,3,-1,-1,-2.02,-2.02,-2.02,-2.02,-2.02,-2.02,-2.31,-0.19,-7.04,-15.78,-0.87,70.63,129.14,203.03,483.45,44.1,19.53,98.24,150.73,96.82,126.43,29.34,33.82,47.36,57.3,61.74,1.49235,99,,,,,,,29.34,6.45,24.52,23.32,-4.59,1.119679,99
17-10-2025,NSE:ARIHANTACA,SM,239.18,6240,4.1,4.71,3,512,0.00,3.32,16.79,21.88,22.87,46.29,51.17,58.01,68.25,78.13,-1,-1,HV2Q,-1,-1,HV2Y,-1,-1,10,-1,-1,0,0,0,0,0,0,-1.26,-14.66,-0.95,-6.32,-15.12,86.18,113.33,220,378.5,29.88,44.47,37.5,109.29,100.93,51.92,22.22,45.53,43.05,49.04,68.8,1.492164,99,,,,,,,22.22,30.25,1.67,13.08,34.86,1.136848,99
17-10-2025,NSE:IZMO,BE,1573.96,356695,5.42,6.66,2,896.8,0.04,-15.78,-22.51,-43.23,-6.9,52.6,68.44,47.1,53.39,67.02,-1,-1,HV2Y,-1,HVQ,HV2Y,-1,-1,-1,-1,-1,-33.51,-33.51,-33.51,-33.51,-33.51,-33.51,0,-12.91,-55.34,-25.16,-21.63,149.53,227.24,270.96,270.96,0.04,181.29,75.84,17.08,90.79,68.11,-7.55,51.84,60.32,38.13,53.94,1.458349,99,,,,,,,-7.55,55.55,26,-68.52,22.35,1.165602,99
17-10-2025,NSE:DPEL,ST,598.16,76350,2.67,3.09,3,266.5,0.57,-4.77,10.98,8.86,6.4,46.72,51.2,48.78,70.08,NA,-1,-1,HVQ,HVQ,HVQ,-1,-1,3,5,-1,-1,-4.55,-4.55,-4.55,-4.55,NA,-4.55,0,-11.97,-19.37,-11.25,NA,115.53,115.53,292.49,NA,16.73,101.74,51.95,91.53,101.03,NA,5.75,45.96,43.08,39.81,70.63,1.443334,99,,,,,,,5.75,42.96,1,-5.88,52.04,1.158456,99
17-10-2025,NSE:OSELDEVICE,ST,1026.54,23432,2.93,3.8,0,600,-1.32,-3.31,2.65,-5.16,-6.12,42.63,63.67,48.03,66.2,NA,-1,-1,HV2Q,HV2Q,2,2,-1,-1,-1,12,-1,-7.61,-7.61,-7.61,-7.61,NA,-7.61,0,-3.11,-35.27,-7.42,NA,105.59,192.75,238.5,NA,12.04,133.78,75.75,23.48,76.61,NA,-6.77,41.87,55.55,39.06,66.75,1.441253,99,,,,,,,-6.77,45.83,29.24,-43.95,45.42,1.161706,99
17-10-2025,NSE:APOLLO,EQ,11453.5,16342295,4.61,4.49,2,293.65,0.07,-8.12,-16.72,-16.36,-15.75,38.82,59.22,56.08,65.97,57.77,-1,-1,HV2Y,EEP,EEP,EEP,-1,-1,-1,-1,-1,-14.61,-14.61,-14.61,-14.61,-14.61,-14.61,-1.13,-16.05,-20.85,-8.57,-29.15,72.8,162.8,221.91,221.91,0.86,100.01,69.41,31.27,41.37,4.86,-16.4,38.06,51.1,47.11,66.52,1.421339,99,,,,,,,-16.4,47.03,25.93,-8.62,32.97,1.15186,99
17-10-2025,NSE:KCK,SM,238.19,326450,8.23,8.54,6,35.9,0.28,-3.2,-16.3,11.28,-5.85,-18.8,78.33,62.56,-33.82,87.02,-1,HVY,-1,HVQ,HV2Q,HV2Y,-1,-1,-1,-1,-1,-18.22,-27.18,-27.18,-43.91,-43.91,-18.22,-22.92,-11.05,-87.84,-79,-5.6,16.18,418.04,418.04,672.04,16.18,0,515.44,3.6,189.03,933.12,-6.5,-19.56,70.21,53.59,-33.27,1.392175,99,,,,,,,-6.5,-12.35,74.34,-73.67,-246.98,1.278621,99
17-10-2025,NSE:GABRIEL,EQ,18961,516779,4.82,4.78,2,1235.4,-2.43,-2.9,-4.4,-1.51,-6.15,16.25,54.63,64.73,63.49,68.27,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,7,-6.15,-6.21,-6.21,-6.21,-6.21,-6.15,-0.44,-6.79,-6.18,-20.54,-17.74,26.07,130.27,210.99,344.79,4.57,121.45,160.47,41.08,56.87,62.41,-6.8,15.49,46.51,55.76,64.04,1.388772,99,,,,,,,-6.8,20.99,38.41,21.34,6.93,1.120832,99
17-10-2025,NSE:KRISHANA,EQ,3386.3,205136,4.91,4.8,4,567.45,-0.43,-0.53,18.27,3.71,-0.19,13.12,52.75,67.36,58.44,60.79,-1,-1,-1,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,-1,-1.64,-5.73,-5.73,-5.73,-5.73,-1.64,-5.56,-6.58,-7.12,-39.55,-23.01,28.14,111.51,213.73,213.73,28.14,36.27,172.57,48.23,1.75,13.47,-0.84,12.36,44.63,58.39,58.99,1.377986,99,,,,,,,-0.84,13.17,38.2,30.01,-16.9,1.113502,98
17-10-2025,NSE:PRAMARA,ST,301.71,58520,3.71,3.76,0,312.8,3.03,5.2,7.75,11.76,14.29,35.33,53.79,58.76,49.65,60.05,-1,-1,-1,HVQ,HVQ,HV2Y,-1,-1,10,-1,-1,0,0,0,0,0,0,-1.25,-1.08,-21.86,-30.27,-14.86,54.66,111.71,201.35,265.85,17.59,51.3,94.89,39.26,50.88,84.21,13.64,34.57,45.67,49.79,50.2,1.365397,99,,,,,,,13.64,24.43,21.13,9.84,-11.63,1.091595,97
17-10-2025,NSE:IXIGO,EQ,11155.78,4801008,5.43,5.36,1,331.3,-1.27,3.92,13.55,15.71,18.19,35.52,52.39,55.89,53.31,NA,-1,-1,EEP,EEP,HVQ,HVQ,-1,-1,-1,-1,7,-1.27,-1.27,-1.27,-1.27,NA,-1.27,-15.77,0,-12.87,-20.96,NA,54.9,129.99,164.74,NA,24.92,63.9,70.7,26.05,7.77,NA,17.54,34.76,44.27,46.92,53.86,1.365241,99,,,,,,,17.54,21.08,18.74,6.45,4.59,1.093347,97
17-10-2025,NSE:NETWEB,EQ,18537.15,2930427,7.03,6.93,3,3833.1,1.94,-5.07,-12.49,5.73,23.6,49.52,60.95,34.3,31.94,63.64,-1,HV2Y,EEP,EEP,EEP,EEP,-1,-1,-1,2,-1,-12.09,-12.09,-12.09,-12.09,-12.09,-12.09,-6.45,-21.15,-49.45,-14.96,-6.37,109.75,171.58,185.92,188.9,26.18,70.1,44.34,11.67,89.81,96.62,22.95,48.76,52.83,25.33,32.49,1.354659,99,,,,,,,22.95,33.81,15.22,-69.15,6.87,1.088474,97
17-10-2025,NSE:PURPLEUTED,ST,409.91,16280,4.8,5.53,0,507,4.75,7.31,14.2,21.87,7.35,25.44,63.62,66.42,NA,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,11,-0.65,-0.65,-0.65,NA,NA,-0.65,-4.13,0,-19.77,NA,NA,52.23,171.7,NA,NA,28,45.68,206.94,49.78,NA,NA,6.7,24.68,55.5,57.45,0,1.354656,99,,,,,,,6.7,19.42,43.78,6.78,110.46,1.137454,99
17-10-2025,NSE:ABINFRA,EQ,1224.88,968278,4.39,4.39,2,19.27,-2.11,-2.66,-3.05,3.11,-2.56,11.07,57.58,56.55,63.02,76.85,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-1,-4.9,-12.29,-12.29,-12.29,-12.29,-4.9,-10.05,-1.48,-20.63,-8.81,-10.94,13.15,145.88,167.98,368.5,3.64,32.63,138.32,73.79,104.02,73.63,-3.21,10.31,49.46,47.58,63.57,1.348984,99,,,,,,,-3.21,13.18,44.88,-3.35,25.36,1.121131,99
17-10-2025,NSE:TFCILTD,EQ,3342.7,7269219,1.87,1.86,2,73.49,-0.58,-0.49,-0.64,1.01,1.77,21.21,51.53,57.64,58.76,43.83,-1,-1,HVQ,HVY,HVQ,HV2Y,-1,-1,-1,4,-1,-2.96,-2.96,-2.96,-2.96,-2.96,-2.96,-0.92,-0.67,-9.01,-39.81,-41.4,33.69,96.03,186.78,186.78,1.93,61.75,125.96,39,14.04,2.46,1.12,20.45,43.41,48.67,59.31,1.331287,99,,,,,,,1.12,19.68,31.06,11.69,13.1,1.10064,98
17-10-2025,NSE:KARNIKA,SM,1153.15,69620,3.25,3.58,2,176.05,-2.22,0.8,-0.54,-2.75,-5.08,22.22,29,57.4,68.86,83.13,-1,-1,-1,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,26,-6.85,-21.39,-21.39,-21.39,-21.39,-6.85,-17.39,-2.08,-7.68,-2.19,-16.92,32.57,48.18,250.56,592.29,4.64,46.59,103.28,156.73,194.93,115.61,-5.73,21.46,20.88,48.43,69.41,1.325618,99,,,,,,,-5.73,25.87,1.29,39.08,37.35,1.130207,99
17-10-2025,NSE:FORCEMOT,EQ,24501.88,109956,4.12,4.03,3,17565,5.67,10.16,4.32,-1.11,-13.01,4.12,50.51,62.88,60.49,78.54,-1,-1,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-7.26,-19.78,-19.78,-19.78,-19.78,-7.26,-9.35,0,-8.37,-34.47,-30.25,14.78,97.05,182.87,423.96,14.78,44.84,167.55,40,94.49,107.01,-13.66,3.36,42.39,53.91,61.04,1.319953,99,,,,,,,-13.66,15.04,40.96,24.08,4.02,1.112714,98
17-10-2025,NSE:PANACHE,EQ,452.64,56814,4.68,5.77,2,419.6,1.99,-6.29,-2.61,8.27,36.76,37.72,40.44,29.67,55.13,83.11,-1,-1,-1,-1,-1,HV2Y,-1,-1,-1,5,-1,-10.09,-10.09,-10.09,-10.09,-10.09,-10.09,-2.37,-23.14,-26.5,-4.17,0,74.87,138.67,158.09,552.06,55.28,39.45,48.64,98.33,358.59,192.6,36.11,36.96,32.32,20.7,55.68,1.313573,98,,,,,,,36.11,1.41,-3.05,-19.01,46.65,1.105871,98
17-10-2025,NSE:BHARATSE,EQ,969.32,300557,6.56,6.95,0,216.28,-7.88,-0.24,9.56,17.76,30.18,52.19,62.51,NA,NA,NA,-1,2,HVQ,HV2Y,-1,-1,-1,-1,-1,3,-1,-7.88,-7.88,-7.88,NA,NA,-7.88,-12.24,-8.84,NA,NA,NA,106.93,189.76,NA,NA,47.13,50.05,42.11,NA,NA,NA,29.53,51.43,54.39,0,0,1.313112,98,,,,,,,29.53,31.41,14.16,99.08,10.46,1.133749,99
17-10-2025,NSE:VOLERCAR,ST,252.9,42784,1.04,2.13,0,217,0.00,-9.68,-3.87,-4.59,6.22,57.86,62.67,NA,NA,NA,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,4,-1,-9.21,-9.21,-9.21,NA,NA,-9.21,-3.55,-18.13,NA,NA,NA,150.58,163.67,NA,NA,4.55,147.27,14.03,NA,NA,NA,5.57,57.1,54.55,0,0,1.303718,98,,,,,,,5.57,54.95,4.01,99.08,10.46,1.170768,99
17-10-2025,NSE:LEMERITE,SM,961.01,51552,3.77,3.85,0,491.5,4.00,5.03,8.56,18.39,25.3,32.4,39.01,40.9,58.94,88.11,-1,-1,-1,-1,-1,HV2Y,-1,6,1,-1,-1,0,0,0,0,0,0,-2.25,-1.96,-5.44,0,-3.88,53.71,72.15,145.75,783.2,26.92,27.15,16.37,98.97,522.06,332.12,24.65,31.64,30.89,31.93,59.49,1.303343,98,,,,,,,24.65,9.4,2.36,2.17,40.99,1.098856,98
17-10-2025,NSE:NACLIND,BE,4769.74,237013,5.01,5.2,6,198.29,-0.11,-9,-3.15,-16.22,-22.55,-45.37,4.3,66.84,72.86,62.96,-1,-1,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-16.17,-38.67,-38.67,-38.67,-38.67,-16.17,-24.84,0,0,-15.94,-31.21,0.79,20.58,297.77,297.77,0.79,37.97,408.83,280.66,31.9,2.65,-23.2,-46.13,-3.82,57.87,73.41,1.296709,98,,,,,,,-23.2,-18.73,26.75,64.43,28.62,1.182477,99
17-10-2025,NSE:PRIZOR,ST,328.22,23200,3.94,4.84,0,354,3.22,3.08,11.45,23.43,13.05,30.85,55.65,40.32,50,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-0.7,-0.7,-0.7,-0.7,NA,-0.7,-5.84,-2,-30.04,-5.86,NA,50.57,169.71,236.34,NA,30.6,61.79,132.59,49.17,68.33,NA,12.4,30.09,47.53,31.35,50.55,1.29549,98,,,,,,,12.4,20.36,28.45,-35.47,26.67,1.090072,97
17-10-2025,NSE:VIVIANA,ST,915.65,14113,6.87,7.26,0,1685.95,4.82,5.63,1.42,7.38,19.05,27.28,49.28,40.42,56.35,91.01,-1,HVQ,-1,HVQ,-1,HV2Y,-1,-1,-1,2,-1,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,0,-10.82,-26.01,-13.08,-32.91,49.01,103.33,167.84,1022.47,21.34,20.62,94.77,35.84,644.07,445.19,18.4,26.52,41.16,31.45,56.9,1.294569,98,,,,,,,18.4,10.06,22.84,-18.4,37.19,1.094028,97
17-10-2025,NSE:COMSYN,EQ,621.26,290881,2.7,2.65,2,155.81,0.44,-1.65,1.06,-0.82,1.1,17.78,47.18,51.58,60.96,42.14,-1,-1,HV2Y,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,3,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-0.87,-6.39,-7.4,-23.9,-38.65,21.18,88.68,160.9,182.88,2.59,22.89,94.09,49.42,36.98,10.44,0.45,17.02,39.06,42.61,61.51,1.293956,98,,,,,,,0.45,16.76,28.33,7.4,29.84,1.099571,98
17-10-2025,NSE:MADHAVBAUG,ST,294.59,16312,2.98,3.93,3,261,0.71,-9.85,-7.28,-10.34,-10.54,34.87,59.89,46.07,42.53,15.71,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-1,5,-11.07,-13.86,-13.86,-13.86,-13.86,-11.07,-4.79,-1.71,-37.68,-40.61,-36.71,52.63,178.55,192.93,192.93,0.73,94.93,90.8,17.51,16.61,24.28,-11.19,34.11,51.77,37.1,43.08,1.292968,98,,,,,,,-11.19,40.96,30.99,-35.35,3.89,1.100901,98
17-10-2025,NSE:AXISCADES,EQ,7194,119915,5.53,5.37,1,1517.2,-0.33,-9.99,-12.46,-10.31,-11.24,11.26,44,53.44,65.14,48.56,-1,-1,-1,HVQ,HVQ,EEP,-1,-1,-1,-1,24,-14.01,-14.01,-14.01,-14.01,-14.01,-14.01,0,-9.08,-11.8,-12.7,-33.92,28.77,97.5,252.67,252.67,0,43.24,107.36,97.51,64.19,17.52,-11.89,10.5,35.88,44.47,65.69,1.289707,98,,,,,,,-11.89,20.11,29.47,15.95,35.58,1.111258,98
17-10-2025,NSE:MEGASOFT,EQ,1156.64,250595,5.42,5.48,2,145.58,-4.58,-8.59,-6.53,-13.81,-4.42,27.54,58.13,36.76,56.53,49.86,-1,-1,-1,HVQ,HV2Q,HV2Y,-1,-1,-1,-1,0,-14.34,-14.34,-14.34,-14.34,-14.34,-14.34,-6.27,-3.64,-42.94,-13.82,-37,38.65,133.56,196.74,196.74,0,77.94,115,24.26,81.96,25.06,-5.07,26.78,50.01,27.79,57.08,1.289249,98,,,,,,,-5.07,30.5,34.79,-51.95,41.73,1.116433,98
17-10-2025,NSE:TATSILV,EQ,512.32,29998721,5.68,5.64,1,16.39,1.11,2.07,13.48,18.36,24.83,33.74,42.89,46.8,45.45,57.41,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-6.18,-6.18,-6.18,-6.18,-6.18,-6.18,-2.3,-2.86,-5.36,-10.2,-4.39,53.03,77,94.66,138.23,31.65,19.38,23.27,19.24,26.74,29.94,24.18,32.98,34.77,37.83,46,1.287321,98,,,,,,,24.18,11.74,6.39,5.92,7.94,1.074889,96
17-10-2025,NSE:AXISILVER,EQ,505.74,1031644,5.37,5.73,1,167.67,1.78,3.82,13.92,18.1,24.72,33.61,42.83,46.38,45.31,57.43,HV2Y,HV2Y,-1,-1,-1,-1,4.5,-1,1,-1,-1,-9.75,-9.75,-9.75,-9.75,-9.75,-9.75,-2.42,-2.64,-5.54,-9.76,-4.15,52.68,76.48,94.38,137.69,31.18,19.34,23.38,19.65,27.45,30,24.07,32.85,34.71,37.41,45.86,1.284955,98,,,,,,,24.07,11.71,6.47,5.29,8.46,1.074415,96
17-10-2025,NSE:INM,SM,434.41,14640,3.01,3.37,1,642,-1.08,4.52,3.43,6.54,6.38,22.12,34.93,53.27,60.83,NA,-1,-1,-1,HV2Q,HVQ,HVQ,-1,-1,-1,-1,16,-1.08,-1.08,-1.08,-1.08,NA,-1.08,-1.09,-5.66,0,-14.58,NA,31.02,53.64,146.92,NA,7.9,22.66,73.61,67.37,31.78,NA,5.73,21.36,26.81,44.3,61.38,1.284432,98,,,,,,,5.73,16.7,9.03,27.27,26.63,1.097966,98
17-10-2025,NSE:LUMAXIND,EQ,4075.61,36887,4.88,4.78,3,5006.5,0.99,1.23,-5.98,4.74,12.26,21.83,50.21,51.59,49.04,50.78,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,2,-1,-5.64,-5.64,-5.64,-5.64,-5.64,-5.64,0,0,-15.93,-18.32,-14.03,51.93,115.52,140.84,140.84,17.25,38.79,88.27,19.91,11.92,17.81,11.61,21.07,42.09,42.62,49.59,1.283302,98,,,,,,,11.61,10.79,28.89,1.85,5.2,1.079572,96
17-10-2025,NSE:SBISILVER,EQ,1469.3,2133256,4.68,5.06,0,164.54,1.98,4.19,13.02,17.41,24.38,33.26,42.48,46.48,45.01,NA,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-5.26,-5.26,-5.26,-5.26,NA,-5.26,-2.36,-2.63,-5.38,-10.01,NA,51.79,75.66,93.74,NA,30.61,18.94,23.15,18.75,10.49,NA,23.73,32.5,34.36,37.51,45.56,1.281893,98,,,,,,,23.73,11.64,6.39,6.03,7.71,1.073687,96
17-10-2025,NSE:SILVERBEES,EQ,12719.26,36191416,4.11,4.74,1,160.6,2.16,4.16,12.98,17.58,24.18,33.29,42.62,46.28,44.96,57.1,HV2Y,HV2Y,-1,-1,-1,-1,-1,3,0,-1,-1,-7.87,-7.87,-7.87,-7.87,-7.87,-7.87,-2.29,-2.62,-5.57,-10.24,-4.4,51.93,75.69,93.61,136.45,30.53,19.77,23.11,19.24,27.02,30.14,23.53,32.53,34.5,37.31,45.51,1.281187,98,,,,,,,23.53,11.9,6.56,5.47,8,1.073522,96
17-10-2025,NSE:ESILVER,EQ,363.64,303149,5.79,6.11,0,167.57,-0.68,2.67,13.08,17.78,24.03,33.11,42.39,46.05,44.92,57.03,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-9.84,-9.84,-9.84,-9.84,-9.84,-9.84,-2.08,-2.51,-5.71,-9.91,-4.09,51.63,75.23,92.63,136.58,30.52,19.55,22.85,18.96,27.63,30.3,23.38,32.35,34.27,37.08,45.47,1.27899,98,,,,,,,23.38,11.85,6.45,5.44,8.37,1.073197,96
17-10-2025,NSE:HDFCSILVER,EQ,1975.83,5387604,5.12,5.56,1,160.43,1.97,2.02,12.72,17.29,24.01,33.07,42.37,46.16,44.75,57.03,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,2,-1,-1,-9.83,-9.83,-9.83,-9.83,-9.83,-9.83,-2.47,-2.86,-5.48,-10.22,-4.13,51.39,74.84,92.82,135.72,29.93,19.59,23.27,18.74,26.92,30.22,23.36,32.31,34.25,37.19,45.3,1.278705,98,,,,,,,23.36,11.81,6.48,5.65,7.86,1.07298,95
17-10-2025,NSE:SILVERETF,EQ,476.72,1770233,5.35,5.67,1,161.98,0.24,2.81,12.38,17.12,23.82,33.02,42.42,46.04,44.73,56.83,HV2Y,HVY,-1,-1,-1,-1,-1,-1,1,-1,-1,-8.72,-8.72,-8.72,-8.72,-8.72,-8.72,-2.57,-2.5,-5.46,-10.09,-6.02,51.37,75.45,92.35,134.38,30.03,19.81,23.17,16.72,26.47,29.55,23.17,32.26,34.3,37.07,45.28,1.277899,98,,,,,,,23.17,11.96,6.63,5.36,8.02,1.072824,95
17-10-2025,NSE:BAFNAPH,BE,326.91,24480,2.14,3.58,3,143.9,-2.00,-10.65,-17.62,-16.71,12.89,37.65,47.99,42.43,44.93,34.02,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,11,-1,-18.39,-18.39,-18.39,-18.39,-18.39,-18.39,0,-1.62,-18.06,-24.45,-27.72,76.82,99.86,102.76,102.76,9.34,68.26,26.42,5.45,9.77,5.01,12.24,36.89,39.87,33.46,45.48,1.277765,97,,,,,,,12.24,28.31,9.16,-11.61,14.79,1.078668,96
