Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(50),ADR(20),ATR(20),RPS,CMP,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
17-10-2025,NSE:JAYBARMARU,BE,1077.85,150818,4.79,4.8,3,92.02,-2.80,-5.68,-12.32,-14.91,-1.28,16.86,30.9,11.76,-8.03,-41.93,-1,-1,HV2Q,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-15.73,-15.73,-15.73,-15.73,-33,-15.73,-8.61,-9.11,-47.74,-41.5,-28.38,28.25,54.19,62.55,62.55,0,29.9,35.15,12.33,2.94,5.7,-1.93,16.1,22.78,2.79,-7.48,1.050352,83,,,,,,,-1.93,17.8,9.47,-28.61,-11.97,1.00905,71
17-10-2025,NSE:KAYNES,EQ,47996.81,517988,3.55,3.53,3,7019,0.39,-1.18,-3.62,-6.9,-3.4,15.18,19.6,11.72,19.04,58.33,-1,-1,EEP,-1,EEP,EEP,-1,-1,-1,-1,-1,-7.56,-7.56,-7.56,-7.61,-7.61,-7.56,0,-9.98,-25.73,-18.44,0,27.22,28.19,77.62,186.52,2.64,31.55,50.66,44.62,152.95,131.95,-4.05,14.42,11.48,2.75,19.59,1.050247,83,,,,,,,-4.05,17.86,-2.2,-10.73,18.76,1.025331,82
17-10-2025,NSE:HUBTOWN,EQ,4420.58,921264,4.8,4.65,3,309.55,-0.05,-0.34,0.9,-4.35,-5.57,4.59,33.08,13.89,13.57,49.99,-1,-1,HV2Y,HV2Q,HVQ,HVQ,-1,-1,-1,-1,-1,-4.86,-14.88,-14.88,-14.88,-14.88,-4.86,-10.13,-4.34,-36.83,-18.72,-18.42,11.79,86.05,86.05,166.51,11.79,59.55,77.52,20.94,129.49,130.35,-6.22,3.83,24.96,4.92,14.12,1.049946,83,,,,,,,-6.22,9.51,22.44,-29.59,10.08,1.022465,80
17-10-2025,NSE:PARAS,EQ,6005.77,550606,3.37,3.37,2,705.45,0.33,-2.34,-2.88,-0.72,-6.01,-14.49,26.6,28.87,24.36,42.84,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-5.69,-13.07,-24.44,-24.44,-24.44,-5.69,-19.9,-13.49,-27.62,-35.69,-31.61,12.96,35,68.98,130.61,5.17,19.75,93.47,24.04,64.03,74.44,-6.66,-15.25,18.48,19.9,24.91,1.049864,83,,,,,,,-6.66,-8.11,28.47,2.18,4.12,1.029226,84
17-10-2025,NSE:AJMERA,EQ,4097.29,108438,3.95,3.91,3,1020.55,-2.14,-0.88,0.88,-1.13,2.98,7.54,15.36,-0.76,33.94,35.24,-1,-1,-1,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,-1,-4.95,-4.95,-4.95,-12.84,-12.84,-4.95,-2.34,-5.63,-26.22,-12.17,-19.64,23.24,35.12,39.4,71.74,3.02,19.56,28.89,40.28,83.05,20.01,2.33,6.78,7.24,-9.73,34.49,1.049193,82,,,,,,,2.33,4.59,1.04,-19.97,44.9,1.04173,89
17-10-2025,NSE:GUJTHEM,EQ,4204.97,213914,4.56,4.54,0,431.55,0.30,2.57,2,4.59,10.66,13.97,26.79,NA,NA,NA,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,6,0,0,0,NA,NA,0,-3.76,-0.07,NA,NA,NA,26.85,63.53,NA,NA,12.88,22.38,69.59,NA,NA,NA,10.01,13.21,18.67,0,0,1.048653,82,,,,,,,10.01,3.6,7.48,99.08,10.46,1.033305,85
17-10-2025,NSE:SWELECTES,EQ,1385.51,134891,4.94,4.87,2,841.25,-4.58,-11.05,-7.76,-5.84,-4.18,30.1,35.66,-11.4,-39.43,-5.5,-1,-1,HVQ,-1,HV2Q,HV2Y,-1,-1,-1,10,-1,-9.95,-9.95,-9.95,-31.03,-42.45,-9.95,-3.38,-38.12,-58.68,-35.89,-19.76,43.15,57.91,78.65,78.65,0,58.14,24.87,14.94,31.91,65.1,-4.83,29.34,27.54,-20.37,-38.88,1.048582,82,,,,,,,-4.83,32.8,0.53,-74.07,-14.7,1.010112,71
17-10-2025,NSE:DIFFNKG,EQ,1492.93,346443,4.02,3.94,2,361.6,-4.73,-3.53,-1.59,-1.05,-7.81,2.92,23.42,15.2,28.56,NA,-1,-1,HV2Q,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-8.74,-9.52,-9.52,-26.16,NA,-8.74,-2.45,0,-43.45,-37.38,NA,15.29,52.28,52.28,NA,3.18,31.51,47.84,36.29,50.93,NA,-8.46,2.16,15.3,6.23,29.11,1.048556,82,,,,,,,-8.46,9.84,13.7,-11.66,26.22,1.031999,85
17-10-2025,NSE:DENTA,EQ,1222.86,1317757,5.31,5.21,3,411.55,-3.53,-9.71,-8.02,-4.42,-1.15,22.55,26.62,NA,NA,NA,-1,HV2Y,HV2Y,EEP,EEP,-1,-1,-1,-1,-1,-1,-12,-12,-12,NA,NA,-12,-5.01,-10.68,NA,NA,NA,34.41,49.9,NA,NA,0,46.97,18.08,NA,NA,NA,-1.8,21.79,18.5,0,0,1.048137,82,,,,,,,-1.8,23.32,-2.17,99.08,10.46,1.039932,88
17-10-2025,NSE:MAANALU,BE,605.75,58847,5.83,5.97,4,131.81,0.80,-1.24,15.85,17.37,15.67,9.89,36.59,9.81,-67.61,-20.82,HVQ,HVQ,-1,-1,HVQ,HV2Y,4.44,-1,-1,-1,-1,-1.22,-1.22,-1.22,-47.42,-47.42,-1.22,-12.73,-9.66,-66.66,-52.58,-3.08,29.64,56.79,72.87,72.87,26.24,9.33,55.78,9.61,5.49,93.41,15.02,9.13,28.47,0.84,-67.06,1.048119,82,,,,,,,15.02,-6.96,22.21,-43.15,-75.38,0.989762,48
17-10-2025,NSE:IEL,BE,393.3,121563,2.28,2.91,0,20.31,3.15,3.79,5.71,2.56,6.11,7.19,6.65,7.88,31.91,33.04,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1.5,-6.96,-19.98,-19.98,-19.98,-1.5,-24.86,-25.73,-22.64,-23.66,-4.62,24.83,42.43,65.53,106.61,13.53,17.21,32.19,92.88,90.34,40.69,5.46,6.43,-1.47,-1.09,32.46,1.048095,82,,,,,,,5.46,1.04,-8,0.4,36.54,1.034971,86
17-10-2025,NSE:KRBL,EQ,9028.56,1991065,3.48,3.43,1,381.1,0.83,2.68,8.55,4.88,-6.21,-3.91,19.55,26.76,25.32,5.59,-1,-1,EEP,EEP,-1,EEP,-1,-1,-1,-1,-1,-5.28,-21.77,-21.77,-21.77,-21.77,-5.28,-16.91,-1.39,-4.83,-23.22,-21.71,10.88,29.06,53.51,53.51,10.88,21.58,59.52,23.5,6.69,8.79,-6.86,-4.67,11.43,17.79,25.87,1.048094,82,,,,,,,-6.86,2.05,15.16,8.05,8.49,1.026417,83
17-10-2025,NSE:ASHOKLEY,EQ,82845.08,16365463,2.19,2.2,2,134.51,-1.99,-2.26,-3.93,-4.42,-1.68,8,18.6,21.92,14.98,34.58,-1,-1,EEP,EEP,EEP,HV2Y,-1,-1,-1,-1,-1,-6.62,-6.62,-6.62,-6.62,-6.62,-6.62,-0.38,-2.15,-16.47,-19.87,-12.76,16.54,22.12,37.18,68.35,0,18.5,26.2,11.66,31.45,43.12,-2.33,7.24,10.48,12.95,15.53,1.048014,82,,,,,,,-2.33,9.41,4.1,3.16,1.58,1.018369,78
17-10-2025,NSE:INDOBORAX,BE,784.7,31882,3.99,4.43,6,232.02,-2.47,-1.52,-9.62,-3.59,-3.29,-4.65,22.98,29.68,14.52,16.41,-1,-1,HV2Y,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-8.77,-20.85,-20.85,-20.85,-20.85,-8.77,-18.25,0,-27.92,-34.2,-20,1.81,29.24,56.97,56.97,1.81,22.33,64.28,20.91,9.5,33.11,-3.94,-5.41,14.86,20.71,15.07,1.047673,82,,,,,,,-3.94,-1.43,18.98,7.79,-11.11,1.019101,79
17-10-2025,NSE:CGRAPHICS,SM,578.01,49952,3.72,3.74,2,215.7,0.70,-3.96,-0.6,-7.26,-8.28,3.62,32.61,9.41,20.72,NA,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-9.45,-14.4,-14.4,-14.4,NA,-9.45,-7.32,0,-35.56,-39.6,NA,4.2,59.36,59.36,NA,2.52,20.92,53.6,7.27,30.4,NA,-8.93,2.86,24.49,0.44,21.27,1.047622,82,,,,,,,-8.93,10.87,22.67,-35.35,22.95,1.030079,84
17-10-2025,NSE:BAHETI,SM,573.48,26055,3.41,3.43,6,557.7,0.26,-2.1,-1.03,0.11,0.32,-3.45,-4.31,32.72,29.16,64.68,-1,-1,-1,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-4.08,-6.1,-12.35,-12.35,-12.35,-4.08,-9.62,-9.32,-0.02,-20,-4.17,3.01,11.43,69.95,250.42,3.01,11.07,75.82,118.66,135.75,148.22,-0.33,-4.21,-12.43,23.75,29.71,1.047498,82,,,,,,,-0.33,-3.9,-8.25,34.58,5.17,1.037777,87
17-10-2025,NSE:UNOMINDA,EQ,76411.03,1039774,3.14,3.09,3,1217.8,-1.41,-0.16,-8.06,-7.21,-7.04,8.29,28.22,13.75,16.07,46.35,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-10.87,-10.87,-10.87,-10.87,-10.87,-10.87,-1.33,-0.24,-25.58,-10.58,-12.98,16.94,38.84,51.68,100.31,2.73,25.66,39.1,8.88,72.77,68.13,-7.69,7.53,20.1,4.78,16.62,1.047236,82,,,,,,,-7.69,14.21,14.31,-21.08,13.14,1.022637,81
17-10-2025,NSE:CEATLTD,EQ,13712.58,116140,2.77,2.74,0,3732.4,0.90,5.16,5.93,7.49,8.1,-3.28,19.09,18.45,19.6,25.41,-1,-1,-1,EEP,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,-2.48,-4.71,-4.71,-4.71,0,-12.24,-1.58,-11.59,-10.89,-7.67,22.8,24.47,56.69,66.93,11.28,12.86,61.84,26.78,36.14,34.22,7.45,-4.04,10.97,9.48,20.15,1.047203,82,,,,,,,7.45,-12.5,14.24,-1.71,11.87,1.020102,79
17-10-2025,NSE:RAMKY,EQ,4155.33,334925,4.14,4.23,3,647.35,0.68,3.38,10.94,6.56,11.42,4.16,25.68,10.62,4.19,-14.78,HV2Y,HV2Y,-1,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,0,0,0,-5.31,-15.38,0,-8.12,-0.58,-37.12,-41.68,-37.48,20.39,49.4,57.99,57.99,15.62,11.84,51.42,17.41,30.99,40.42,10.77,3.4,17.56,1.65,4.74,1.046891,82,,,,,,,10.77,-8.31,15.04,-21.19,3.26,1.010502,72
17-10-2025,NSE:JAICORPLTD,EQ,2767.71,4989622,4.64,4.79,3,156.84,-2.68,-3.47,5.94,5.66,-2.37,28.62,41.92,-2.01,-136.9,-131.73,-1,-1,HV2Q,-1,HVQ,HV2Y,-1,-1,-1,-1,-1,-3.97,-9.27,-9.27,-59.66,-61.92,-3.97,-7.12,-29.92,-77.28,-61.15,-9.79,51.43,88.94,88.94,88.94,12.45,55.02,34.88,9.39,0,45.82,-3.02,27.86,33.8,-10.98,-136.35,1.046747,82,,,,,,,-3.02,30.15,11.21,-76.55,-121.76,0.989349,47
17-10-2025,NSE:FINOPB,EQ,2296.83,374485,4.18,4.16,1,328.85,-0.36,8.8,12.42,19.99,15.34,14.72,23.5,8.58,-23.35,-0.88,-1,-1,HV2Y,EEP,EEP,EEP,-1,2,-1,-1,-1,-2.13,-2.13,-2.13,-24.45,-27.98,-2.13,-8.92,-8.24,-44.9,-34.15,-11.16,34.75,42.89,63.66,63.66,25.78,14.07,39.58,25.21,17.83,58.98,14.69,13.96,15.38,-0.39,-22.8,1.046565,82,,,,,,,14.69,-0.85,2.87,-20.42,-24.46,0.996408,56
17-10-2025,NSE:YESBANK,EQ,66537.6,104275566,2.5,2.49,0,22.25,-3.76,-7.87,1.8,4.04,4.94,9.48,18.7,19.01,5.39,-34.83,EEP,EEP,-1,HV2Q,-1,HV2Y,-1,-1,-1,-1,-1,-7.41,-7.41,-7.41,-7.41,-29.14,-7.41,0,-13.49,-31.76,-42.61,-32.96,20.01,25.71,38.11,38.11,6.1,14.08,25.02,12.29,5.26,0.48,4.29,8.72,10.58,10.04,5.94,1.046002,82,,,,,,,4.29,4.67,2.76,-0.53,-6.35,1.010529,72
17-10-2025,NSE:CSBBANK,EQ,6069.4,609153,3.16,3.13,4,392.3,0.23,0.64,1.67,8.56,9.52,-9.11,12.36,24.27,22.2,0.29,-1,-1,-1,HVQ,EEP,EEP,-1,-1,-1,-1,-1,-1.42,-9.86,-9.86,-9.86,-9.86,-1.42,-18.44,-0.58,-4.98,-27.91,-25.95,12.79,13.97,42.84,42.84,12.79,0,55.85,25.18,0.73,0,8.87,-9.87,4.24,15.3,22.75,1.045968,82,,,,,,,8.87,-20.7,12.26,12.66,7.73,1.02329,81
17-10-2025,NSE:ACCENTMIC,ST,646.5,22190,4.27,4.33,3,283.55,4.71,10.42,14.11,11.94,7.71,3,30.03,7.69,6.58,4.61,-1,-1,HV2Q,HVQ,HV2Q,HV2Q,-1,-1,-1,-1,-1,0,-10.25,-10.25,-10.25,-10.25,0,-17.17,-2.38,-29.93,-15.64,-14.62,16.45,49.17,65.07,65.07,16.45,19.8,60.12,15.5,19.34,20.79,7.06,2.24,21.91,-1.28,7.13,1.045892,81,,,,,,,7.06,-5.21,20.45,-32.84,9.25,1.014395,75
17-10-2025,NSE:GANDHITUBE,EQ,1111.91,49964,4.68,4.62,3,871.1,-0.93,-7.13,-8.34,-1.97,-10.31,15.45,21.67,18.14,11.32,4.96,-1,-1,HV2Q,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,-10.16,-13.22,-13.22,-13.22,-13.22,-10.16,-4.27,-5.63,-24.31,-20.9,-10.35,25.82,38.83,46.96,46.96,0,38.8,24.25,15.11,4.26,12.96,-10.96,14.69,13.55,9.17,11.87,1.045808,81,,,,,,,-10.96,23.25,-0.06,-5.43,2.12,1.022092,80
17-10-2025,NSE:BHARTIHEXA,EQ,85650,251860,3.05,3.09,3,1816.2,3.76,3.54,9.76,4.87,4.95,0.88,12.83,23.13,18.9,NA,-1,-1,HVQ,HVQ,HV2Q,HV2Q,-1,-1,-1,-1,-1,0,-2.33,-8.49,-8.49,NA,0,-13.02,-9.29,0,-9.68,NA,11.39,14.59,45.69,NA,11.39,1.69,44.42,48.61,73.2,NA,4.3,0.12,4.71,14.16,19.45,1.045779,81,,,,,,,4.3,-4.4,4.64,10.89,4.97,1.019472,79
17-10-2025,NSE:SGIL,EQ,879.66,31236,3.63,3.57,3,532.2,0.83,-1.01,-1.42,-3.34,-6.37,-0.54,18.75,24.53,24.06,27.58,-1,-1,-1,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-5.81,-10.76,-10.76,-10.76,-10.76,-5.81,-5.07,-3.49,-11.84,-18.11,-8.38,2.98,21.99,55.09,81.67,1.89,9.95,52.26,33.36,37.1,37.96,-7.02,-1.3,10.63,15.56,24.61,1.045721,81,,,,,,,-7.02,5.37,11.77,6.19,9.84,1.025051,82
17-10-2025,NSE:AMCL,SM,235.57,98362,5.89,6.12,0,300,-1.45,9.33,7.08,32,33.82,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1.45,NA,NA,NA,NA,-1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.28,NA,NA,NA,NA,NA,33.17,0,0,0,0,1.045349,81,,,,,,,33.17,99.89,-7.42,-0.92,10.46,1.062082,94
17-10-2025,NSE:KOLTEPATIL,EQ,4127.17,123569,3.41,3.34,4,434.65,-0.20,0.69,0.25,-6.27,-6.38,-4.67,22.88,32.3,10.79,-14.92,-1,-1,HVQ,HVQ,EEP,EEP,-1,-1,-1,-1,-1,-7.19,-8.03,-11.73,-11.73,-22.2,-7.19,-6.09,-7.61,-27.34,-47.33,-30.6,8.03,30.98,73.93,73.93,4.35,14.92,82.05,34.13,0,10.23,-7.03,-5.43,14.76,23.33,11.34,1.045186,81,,,,,,,-7.03,1.5,18.9,11.3,-21.32,1.018183,78
17-10-2025,NSE:TATACOMM,EQ,48165,947145,3.73,3.77,4,1926.9,-2.25,2.94,16.25,13.91,12.13,10.14,18.78,12.97,-1.27,8.67,EEP,EEP,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-2.25,-2.25,-2.25,-2.25,-10.74,-2.25,-6.33,-4.2,-27.5,-22.32,-9.61,24.56,27.82,46.39,46.39,19.46,9.44,31.56,18.9,2.73,16.97,11.48,9.38,10.66,4,-0.72,1.045181,81,,,,,,,11.48,-2.38,2.2,-8.07,-5.91,1.005717,67
17-10-2025,NSE:LLOYDSENT,EQ,8547.42,4093775,4.42,4.34,6,68.74,0.76,-2.62,-0.47,5.66,-0.84,-6.8,30.04,28.58,NA,NA,-1,-1,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-2.55,-13.23,-19.03,NA,NA,-2.55,-18.35,-13.53,-15.28,NA,NA,10.87,58.52,NA,NA,10.87,7.84,113.34,39.74,NA,NA,-1.49,-7.56,21.92,19.61,0,1.045063,81,,,,,,,-1.49,-6.02,27.08,-3.01,110.46,1.034527,86
17-10-2025,NSE:SEQUENT,EQ,5038.09,928882,4.18,4.12,0,202.36,-5.94,-6.76,0.26,3.95,5.51,6.37,27.19,11.6,4.33,34.55,HVY,HVY,-1,HV2Q,EEP,EEP,-1,-1,-1,-1,-1,-6.5,-6.5,-6.5,-8.99,-12.86,-6.5,-1.44,-5.2,-36.55,-22.97,-16.63,20.42,41.3,59.74,104.61,9.87,13.78,49.56,16.31,80.88,95.75,4.86,5.61,19.07,2.63,4.88,1.044844,81,,,,,,,4.86,0.8,14.81,-22.33,2.24,1.010626,72
17-10-2025,NSE:NAVA,EQ,20333.64,1019662,2.89,2.85,3,613.25,0.13,-1.83,-6.34,-13.13,-15.04,-0.44,23.36,30.6,16.45,59.14,-1,-1,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-14.51,-14.51,-14.51,-14.51,-14.51,-14.51,-1.26,0,-28.58,-35.33,-22.14,5.89,42.47,68.43,175.71,0.76,29.31,69.17,29.09,91.36,130.37,-15.69,-1.2,15.24,21.63,17,1.044603,81,,,,,,,-15.69,12.58,16.28,8.52,-9.93,1.023698,81
17-10-2025,NSE:KALAMANDIR,EQ,2481.46,1705264,4.82,5.04,5,174.76,-3.58,-6.25,-5.3,11.57,5.06,8.17,28.26,10.2,1.06,-39.28,-1,HV2Y,HV2Y,EEP,EEP,EEP,-1,-1,-1,-1,-1,-6.7,-7.28,-7.28,-9.42,-29.73,-6.7,-11.97,-11.03,-35.02,-36.93,-30.52,15.5,53.96,53.96,53.96,15.5,23.33,41.39,0,3.32,13.83,4.41,7.41,20.14,1.23,1.61,1.044486,81,,,,,,,4.41,3.16,14.46,-26.1,0.28,1.009174,71
17-10-2025,NSE:SHARDACROP,EQ,8100,186194,2.98,2.94,6,804.1,-2.37,-1.97,-5.81,-6.32,-12.31,0.63,28.88,9.91,29,53.37,-1,-1,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-10.45,-30.4,-30.4,-30.4,-30.4,-10.45,-21.83,-13,-33.05,-15.18,-6.22,0,54.06,76.32,150.38,0,16.88,75.21,25.39,125.58,77.77,-12.96,-0.13,20.76,0.94,29.55,1.044377,81,,,,,,,-12.96,11.41,21.01,-27.61,31.66,1.037334,87
17-10-2025,NSE:SRF,EQ,87383.07,349012,2.02,2.01,4,3169.4,-0.65,4.57,7.89,9.16,6.99,-1.04,5.65,20.81,26.08,27.56,-1,-1,-1,-1,EEP,EEP,-1,1,-1,-1,-1,-0.65,-0.74,-3.56,-3.56,-3.56,-0.65,-10.3,-2.56,-1.12,-6.14,-12.22,13.27,13.27,47.85,47.85,13.27,3.93,28.53,39.5,17.08,6.81,6.34,-1.8,-2.47,11.84,26.63,1.04429,81,,,,,,,6.34,-8.74,-0.8,15.15,17.11,1.026034,82
17-10-2025,NSE:STARHEALTH,EQ,26281.36,1048143,2.74,2.73,0,503.95,2.75,5,9.32,9.53,10.62,13.88,22.53,8.49,-9.1,-11.45,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1,-1,0,0,0,-10.37,-20.98,0,-0.35,-9.35,-38.78,-27.69,-13.79,18.97,41.98,46.88,46.88,14.9,7.58,26.49,13.79,0.99,10.13,9.97,13.12,14.41,-0.48,-8.55,1.043816,81,,,,,,,9.97,3.54,2.63,-19.04,-8.76,1.002152,63
17-10-2025,NSE:FIEMIND,EQ,5361.31,130127,3.04,3,2,1933.7,-2.39,-0.45,-0.17,-3.89,-4.69,-4.29,27.19,25.64,11.89,40.2,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1,-1,-5.94,-11.8,-11.8,-11.8,-11.8,-5.94,-7.66,0,-19.52,-17.82,-2.62,7,36.68,49.03,92.87,1.4,12.02,55.42,10.29,43.41,69.93,-5.34,-5.05,19.07,16.67,12.44,1.043739,81,,,,,,,-5.34,0.28,22.76,-3.04,-8.03,1.017472,78
17-10-2025,NSE:SOLARINDS,EQ,133020.38,117177,2.21,2.27,5,14058,0.16,-0.37,1.46,-0.64,-5.42,-7.75,12.98,34.53,19.63,50.84,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-4.18,-6.9,-20.12,-20.12,-20.12,-4.18,-15.79,-13.93,0,-25.55,-8.61,5.49,12.69,63.29,113.2,5.49,7.43,75.94,42.09,45.12,78.15,-6.07,-8.51,4.86,25.56,20.18,1.043627,81,,,,,,,-6.07,-2.32,11.82,23.85,-12.3,1.024892,82
17-10-2025,NSE:UTIAMC,EQ,17459.76,133829,2.81,2.77,3,1401.8,1.69,6.44,6.23,2.7,2.63,-1.66,26.61,15.55,14.55,34.53,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,0,-4.99,-4.99,-4.99,-4.99,0,-7.48,-0.81,-26.25,-15.14,-7.83,9.39,42.75,52.59,73.28,9.39,10.28,55.12,11.98,46.33,48.07,1.98,-2.42,18.49,6.58,15.1,1.043447,81,,,,,,,1.98,-4.51,20.39,-15.99,9.27,1.017755,78
17-10-2025,NSE:HYUNDAI,EQ,226292.7,999228,3.58,3.53,3,2346.8,-0.48,-2.49,-6.85,-16.62,-12.96,9,29.19,24.06,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-16.46,-16.46,-16.46,NA,NA,-16.46,0,-4.69,-13.3,NA,NA,14.48,41.26,NA,NA,0,38.94,35.15,5.16,NA,NA,-13.61,8.24,21.07,15.09,0,1.043349,81,,,,,,,-13.61,19.33,14.77,-8.16,110.46,1.03313,85
17-10-2025,NSE:AUTOBEES,EQ,354.65,376600,2.01,2.01,2,279.85,0.59,1.83,1.64,1.87,-0.31,12.11,21.93,16.59,3.32,28.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-0.47,-0.47,-0.47,-0.47,-0.73,-0.47,0,0,-22.5,-17.2,-4.03,16.18,25.6,38.09,41.77,3.17,17.4,21.37,7.81,23.63,43.31,-0.96,11.35,13.81,7.62,3.87,1.042909,81,,,,,,,-0.96,12.27,3.75,-7.75,-5.46,1.010684,72
17-10-2025,NSE:SBFC,EQ,11712.19,1835916,2.84,2.94,3,112.83,4.56,3.61,3.95,3.47,4.1,-4.22,13.44,24.47,20.35,22.05,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,-4.84,-5.2,-5.2,-5.2,0,-9.09,-1.2,-7.53,-19.31,-14.91,11.35,17.48,43.13,53.82,6.45,6.78,45.51,23.9,16.18,22.52,3.45,-4.98,5.32,15.5,20.9,1.042903,81,,,,,,,3.45,-8.79,9.52,11.83,5,1.020398,79
17-10-2025,NSE:AARTIDRUGS,EQ,4791.68,173365,3.09,3.11,4,517.65,-1.32,0.47,5.03,2.04,0.45,-0.03,30.95,18.85,1.57,-3.23,-1,-1,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-1.47,-5.03,-5.03,-5.03,-14.4,-1.47,-5.46,-2.36,-40.89,-30.54,-15.75,10.24,48.32,60.89,60.89,10.15,19.03,60.93,11.1,0,17.32,-0.2,-0.79,22.83,9.88,2.12,1.042805,80,,,,,,,-0.2,-0.6,23.55,-18.43,-10.84,1.011309,73
17-10-2025,NSE:MEDANTA,EQ,36466.79,386210,2.56,2.55,3,1371.7,-1.74,1.63,3.13,3.13,-0.42,1.94,7.48,24.77,23.69,8.23,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1.74,-3.89,-3.89,-3.89,-7.76,-1.74,-3.48,0,-2.02,-30.61,-29.61,6.3,21.68,36.95,41.87,5.54,22.19,34.3,31.25,6.72,8.25,-1.07,1.18,-0.64,15.8,24.24,1.042648,80,,,,,,,-1.07,2.24,-1.77,17.77,9.03,1.025052,82
17-10-2025,NSE:MANALIPETC,EQ,1176.47,723190,4.26,4.22,1,72.58,-0.64,-0.59,9.53,9.01,5.32,4.77,22.43,21.07,-1.34,-7.74,-1,-1,HV2Y,HV2Q,-1,HV2Y,-1,-1,-1,-1,-1,-2.73,-8.42,-8.42,-8.42,-28.72,-2.73,-13.29,-6.38,-44.71,-43.73,-27.76,14.16,39.93,40.66,40.66,13.69,8.08,33.95,9.11,2.43,30.87,4.67,4.01,14.31,12.1,-0.79,1.042475,80,,,,,,,4.67,-0.69,11.13,-2.68,-17.92,1.006436,68
17-10-2025,NSE:PILANIINVS,EQ,6089.74,6261,3.07,3.23,0,5630,4.97,5.92,0.41,4.71,6.37,4.89,21.6,16.13,6.03,41.86,-1,-1,HV2Q,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,0,0,0,-25.29,-25.29,0,-5.67,-4.18,-41.43,-37.35,-5.85,15.7,36.33,69.36,89.89,7.13,8.33,61.07,32.78,60.36,79.69,5.72,4.13,13.48,7.16,6.58,1.042214,80,,,,,,,5.72,-1.68,10.14,-7.89,-1.59,1.009739,71
17-10-2025,NSE:PSUBNKBEES,EQ,3131.08,2371390,2.13,2.12,1,85.14,-0.79,-0.81,0.56,3.16,4.29,5.37,14.88,19.53,13.23,10.24,-1,-1,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1.21,-1.21,-1.21,-1.21,-5.09,-1.21,0,-0.69,-12.59,-23.63,-17.65,13.2,24.42,35.77,35.77,5.12,8.36,28.48,15.56,4.45,12.02,3.64,4.61,6.76,10.56,13.78,1.042193,80,,,,,,,3.64,1.02,2.63,4.54,2.62,1.014705,76
