Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
29-11-2025,NSE:MVKAGRO,ST,990.82,752.3,80190,603.26937,1.63,3.04,1.52,,2.00,9.42,16.64,23.31,30.31,35.26,55.4,86.66,95.6,94.9,91.88,-1,-1,-1,-1,HV2Q,-1,-1,0,10,-1,-1,8.02,6.5,15.53,12.92,32.67,56.02,201.63,100,76.19,88.89,100,66.67,80.95,0,0,0,0,0,0,-9.6,0,0,-60.1,-53.71,119.81,635.03,2225.5,2225.5,45.4,124.78,916.82,210.2,2.32,0,30.39,49.59,82.18,82.64,89.14,4.929015,99,43.3,124.78,916.82,74.67,,,30.39,30.11,71.51,58.14,-7.74,1.483384,99
29-11-2025,NSE:GRETEX,SM,303.92,200,17505,35.01,0.62,3.63,1.5,M,1.32,2,5,-7.78,-16.5,-17.63,-12.25,47.45,94.67,93.55,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.5,-4.02,-2.42,-8.75,-10.27,38.33,45.5,0,0,26.98,0,0,0,-15.25,-23.08,-27.6,-27.6,NA,-15.25,-15.66,-18.73,0,-56.71,NA,7.41,81.24,3746.15,NA,7.41,26.08,1978.7,1921.15,104.81,NA,-16.42,-18.06,42.97,81.71,87.79,3.585945,99,-9.91,26.08,1940.91,619.86,,,-16.42,-2.24,54.6,80.99,-12.86,1.832311,99
29-11-2025,NSE:BGRENERGY,BE,2979.55,428.75,296104,1269.5459,5.53,5.44,28.42,,1.48,1.1,5.38,5.42,5.77,47.52,61.83,73.33,76.42,91.23,90.79,-1,-1,-1,HV2Q,-1,HVQ,-1,-1,-1,18,-1,2.07,2.3,4.47,11.77,18.41,51.61,144.69,100,100,100,0,0,42.86,-2.18,-8.28,-8.28,-8.28,-8.28,-2.18,-13.57,-9.76,-21.14,-30.29,-32.42,149.53,342.88,1037.27,1132.04,10.03,317.32,129.19,228.28,190.46,8.02,5.85,56.02,68.85,63.46,85.47,2.443189,99,1.49,300.05,70.42,110.57,,,5.85,53.61,31.55,2.72,71.08,1.354552,99
29-11-2025,NSE:CUPID,EQ,8255.36,329.25,3481275,11462.09794,5.63,5.66,4.63,,0.12,-2.36,4.98,20.92,27.12,34.54,47.76,67.06,78.98,74.67,70.82,-1,-1,-1,HV2Y,HV2Y,HV2Q,-1,-1,-1,8,-1,2.6,6.48,9.71,14.65,28.54,43.36,126.95,100,90.48,93.65,40,57.14,65.08,-2.35,-2.35,-2.35,-2.35,-2.35,-2.35,-5.47,0,0,-48.22,-37.59,91.1,265.22,472.61,472.61,40.95,59.59,199.11,88.64,3.16,13.04,27.2,41.95,62.58,66.02,68.91,1.834881,99,39.37,59,151.26,24.71,,,27.2,22.44,38.35,27.31,-12.25,1.17311,99
29-11-2025,NSE:TAKE,BE,428.86,30.99,1321542,409.54587,3.76,4.88,13.75,,0.23,2.94,7,27.04,24.04,66.34,66.44,71.41,65.38,46.43,31.75,-1,-1,HV2Y,HVQ,-1,HVQ,-1,0,6,-1,-1,4.05,7.86,12.93,24.95,50.47,40.73,153.86,100,100,80.95,100,66.67,49.21,0,0,0,0,0,0,-5.61,-10.19,-60.23,-61.33,-40.18,208.97,272.03,363.23,363.23,43.07,161.56,55.46,32.44,10.05,0,24.12,60.63,66.93,52.42,40.67,1.686346,99,38.6,128.32,-7.39,-53.69,,,24.12,49.93,16.23,-29.99,-46.44,1.160143,99
29-11-2025,NSE:AKIKO,ST,313.5,282,23024,64.92768,3.15,3.62,5.71,,-1.40,-0.71,-3.12,8.48,9.38,6.91,45.41,67.94,71.08,73.83,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,18,-1,0.18,1.51,1.71,3.9,5.84,47.9,103.17,60,90.48,90.48,0,28.57,38.1,-4.28,-4.28,-4.28,-4.28,NA,-4.28,-8.21,0,-2.16,-12.64,NA,77.53,314.4,314.71,NA,9.26,164.13,126.4,42.59,28.63,NA,9.46,39.6,63.46,58.12,68.07,1.679743,99,7.27,164.13,92.2,20.05,,,9.46,33.87,42.7,0.91,17.77,1.163495,99
29-11-2025,NSE:APRAMEYA,SM,628.13,328.5,23290,76.50765,5.34,5.83,2.81,S,0.46,-5.04,3.23,16.59,16.59,12.12,46.27,54.49,65.3,78.02,NA,-1,-1,HVQ,HVQ,HVQ,-1,-1,-1,-1,14,-1,1.31,4.04,5.58,8.06,14.84,37.09,82.55,100,61.9,66.67,0,28.57,41.27,-6.87,-6.87,-6.87,-6.87,NA,-6.87,-5.52,-2.16,-5.41,-5.82,NA,78.34,121.96,429.84,NA,20.64,80.26,95.57,166.96,103.57,NA,16.67,40.46,50.01,52.34,72.26,1.620612,99,20.29,71.25,57.94,,,,16.67,29.69,16.72,14.87,44.94,1.16951,99
29-11-2025,NSE:OSELDEVICE,SM,1229.77,791.15,23504,185.9519,6.53,6.69,3.89,,-0.63,2.09,14.42,14.28,22.41,21.84,28.53,66.04,69.13,73.83,NA,-1,-1,-1,HV2Q,-1,2,-1,-1,-1,-1,5,5.07,5.05,10.66,9.45,22.2,37.99,97.07,100,85.71,66.67,40,42.86,22.22,-1.55,-1.55,-1.55,-1.55,NA,-1.55,-5.47,-8.4,-20.22,-27.49,NA,48.39,200.02,305.2,NA,28.64,46.09,188.72,52.19,38.32,NA,22.49,22.72,61.56,56.17,68.07,1.616272,99,28.64,46.09,136.24,,,,22.49,1.99,53.9,0.24,23.48,1.154933,99
29-11-2025,NSE:DHARIWAL,ST,267.15,359.4,156804,563.55358,6.19,7.52,6.65,,-1.99,14.97,14.5,16.49,45.88,42.42,54.65,59.56,64.94,60.21,NA,-1,-1,HV2Y,-1,-1,-1,-1,2,-1,-1,-1,9.58,10.03,21.8,21,54.17,30.95,123.26,100,80.95,66.67,100,42.86,19.05,-1.99,-1.99,-1.99,-1.99,NA,-1.99,-9.37,-10.88,-7.89,-20.15,NA,124.62,166.12,293.86,NA,92.35,28.64,78.63,59.29,2.48,NA,45.96,48.84,55.08,51.98,54.45,1.613686,99,92.35,28.64,30.4,,,,45.96,10.31,12.25,4.43,-5.22,1.134728,99
29-11-2025,NSE:INDOTHAI,BE,5143.69,424.75,851057,3614.86461,4.68,4.99,5.73,,-3.60,-2.8,5.14,10.39,5.03,39.14,62.34,55.59,53.16,74.52,93.11,-1,-1,HV2Q,-1,-1,HVQ,-1,-1,-1,11,-1,-2.24,4,1.83,12.4,16.24,36.62,83.4,100,80.95,65.08,60,19.05,33.33,-7.74,-7.74,-7.74,-7.74,-7.74,-7.74,-10.84,-24.56,-10.15,-5.23,-0.62,187.11,187.11,286.01,1602.75,16.21,172.68,0,415.13,697.59,333.93,5.11,56.53,51.11,40.2,68.76,1.594902,99,7.91,132.37,-19.73,415.13,,,5.11,54.46,-16.52,-14.35,53.86,1.230451,99
29-11-2025,NSE:MAHASTEEL,BE,1275.64,737.5,54980,405.4775,2.69,3.39,4.83,S,2.00,2.92,-7.39,10.01,17.29,44.41,53.67,56.3,67.32,70.2,86.41,-1,-1,HVY,-1,HVQ,HVQ,-1,-1,11,-1,-1,2.27,3.79,6.29,16.19,26.83,36.16,98.67,100,100,93.65,0,52.38,57.14,-6.88,-6.88,-6.88,-6.88,-6.88,-6.88,0,-7.14,-1.99,0,-2.14,122.47,144.21,298.58,667.43,22.53,85.64,46.29,89.38,150.78,128.7,17.37,47.86,51.82,54.36,64.44,1.593856,99,21.96,68.55,41.76,82.81,,,17.37,38.1,7.08,16.34,17.07,1.155575,99
29-11-2025,NSE:UNIHEALTH,SM,280.28,335.75,71440,239.8598,5.12,7.04,3.78,,-4.99,4.27,51.02,53.09,48.82,54.76,51.88,49.83,60.46,49.29,56.65,HV2Y,HV2Y,-1,-1,HV2Y,-1,17.97,0,-1,-1,-1,9.63,15.92,30.38,25.51,75.03,13.1,101.41,100,38.1,12.7,60,28.57,9.52,-9.74,-9.74,-9.74,-9.74,-9.74,-9.74,-1.15,-12.68,-8.95,-22.53,-0.64,121.03,121.03,156.3,199.78,116.61,13.13,23.32,39.85,18.53,52.01,48.9,46.07,45.35,47.5,43.53,1.503511,99,99.85,1.69,15.23,30.78,,,48.9,0.1,-2.85,12.31,-19.98,1.120197,99
29-11-2025,NSE:MEGASOFT,BE,1464.34,207.74,318819,662.31459,5.83,6.24,4.2,M,4.06,13.2,5.43,-1.16,1.59,24.15,32.4,57.93,69.81,67.42,64.57,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,2,7.21,1.05,8.35,7.57,17.22,37.42,87.32,0,61.9,69.84,0,19.05,22.22,-6.38,-6.38,-6.38,-6.38,-6.38,-6.38,0,-3.89,-18.19,-41.29,-30.57,63.77,152.26,323.44,323.44,20.45,87.14,186.24,78.15,23.95,33.77,1.67,26.59,53.45,56.85,61.66,1.496017,99,3.21,87.14,127.82,55.43,,,1.67,25.42,39.18,19.36,0.35,1.130494,99
29-11-2025,NSE:LUMAXTECH,EQ,9928.53,1536.3,301006,4624.35518,5.21,5.46,4.25,,2.45,13.15,6.89,21.88,24.78,15.48,27.14,54.65,63.74,67.24,70.31,-1,EEP,HVQ,EEP,-1,-1,-1,-1,-1,-1,-1,6.18,4.66,11.37,8.37,21.55,25.91,64.07,100,57.14,38.1,80,33.33,22.22,0,0,0,0,0,0,-12.63,-6.45,0,-17.21,-15.14,46.59,89.3,223.43,239.18,36.23,16.49,135.66,46.68,34.01,21.07,24.86,21.33,50.17,50.78,61.48,1.458121,99,35.31,7.74,100.04,28.13,,,24.86,-2.76,39.18,11.16,17.93,1.117855,99
29-11-2025,NSE:SOMATEX,BE,458.93,120.55,34326,41.37999,2.12,4.29,9.89,S,-2.01,-10.62,-9.76,-16.11,-4.83,45.16,29.27,61.99,67.13,61.68,72.13,-1,-1,-1,HV2Q,HVQ,HV2Y,-1,-1,-1,-1,-1,-5.91,1.52,-4.46,17.39,15.65,35.11,78.22,40,85.71,36.51,0,19.05,12.7,-21.51,-21.51,-21.51,-21.51,-21.51,-21.51,0,-18.65,-30.36,-39.79,-10.47,85.26,185.53,229.55,300.5,0.44,94.21,133.08,35.44,37.09,59.83,-4.75,23.46,57.51,54.17,55.92,1.445748,99,-9.14,30.76,112.57,34.02,,,-4.75,26.64,47.68,4.65,-8.31,1.122418,99
29-11-2025,NSE:IZMO,BE,1345.21,897.65,102785,922.64955,5.05,5.59,9.85,S,2.03,-6.14,4.17,3.39,11.58,-50.25,21.34,66.13,66.79,51.72,69.7,-1,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-0.85,0.27,-0.58,-7.36,-7.4,45.64,70.35,0,0,42.86,0,0,26.98,-10.49,-33.44,-33.44,-33.44,-33.44,-10.49,-41.15,0,-52.04,-52.96,-18.75,40.74,200.22,271.31,271.31,14.98,120.84,192.06,25.75,19.91,74.3,11.66,15.53,61.65,53.83,45.96,1.435331,99,14.98,106.13,137.97,-27.2,,,11.66,5.15,58.36,-6.96,-37.09,1.115548,99
29-11-2025,NSE:DIVINEHIRA,ST,200.79,179.9,40672,73.16893,4.51,5.34,8.81,,-0.88,-2.45,18.51,32.18,36.96,49.75,53.64,73.99,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,4.96,9.47,15.93,21.21,47.14,,,100,100,100,40,80.95,73.02,-2.39,-2.39,-2.39,NA,NA,-2.39,-0.44,-7.44,NA,NA,NA,107.14,266.4,NA,NA,61.35,82.9,89.55,NA,NA,NA,37.04,47.83,69.51,0,0,1.424983,99,59.42,61.19,,,,,37.04,20.57,45.3,91.12,8.27,1.175762,99
29-11-2025,NSE:SUNLITE,ST,282.72,289.45,44196,127.92532,8.21,8.38,3.38,,4.99,3.82,14.49,9.45,35.69,37.55,47.14,59.25,52,38.5,NA,-1,HVY,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,8.78,6.53,16.38,16.2,38.88,23.84,82.34,100,95.24,47.62,40,52.38,23.81,0,0,0,0,NA,0,-2.54,-14.04,-43.69,-33.66,NA,92.13,137.25,215.48,NA,53.96,30.17,66.76,28.56,4.43,NA,35.77,41.33,54.77,39.04,32.74,1.408482,99,53.96,9.47,10.11,,,,35.77,11.92,24.33,-26.68,-19.83,1.082705,97
29-11-2025,NSE:SALSTEEL,BE,340.63,40.79,160509,65.47162,1.62,2.5,2.95,,-2.02,-6.35,3.63,-2.21,9.19,31.82,56.95,55.38,51.29,39.69,54.16,-1,-1,HV2Q,HVQ,-1,HV2Y,-1,-1,-1,-1,-1,-2.44,3.56,1.17,13.13,16.45,35.03,79.24,100,100,77.78,40,57.14,36.51,-7.78,-7.78,-7.78,-7.78,-7.78,-7.78,-0.08,-17.09,-38.45,-32.8,-16.81,127.5,169.42,169.42,169.42,7.97,144.65,15.98,8.14,10.7,37.05,9.27,51.14,50.9,38.33,33.93,1.387404,99,7.97,132.23,-10.64,-25.74,,,9.27,46.7,-2.22,-18.06,-15.53,1.116092,99
29-11-2025,NSE:IFBAGRO,EQ,1432.23,1357.9,88913,1207.34963,7.32,7.33,7.21,S,0.42,-1.81,-13.65,-9.4,3.88,39.28,43.37,50.08,59.64,58.03,67.75,-1,HV2Y,HVQ,HV2Q,HVQ,-1,-1,-1,-1,-1,22,-3.78,2.18,-1.64,16.32,17.54,33.71,77.31,60,90.48,58.73,0,33.33,28.57,-15.5,-15.5,-15.5,-15.5,-15.5,-15.5,-1.93,-16.35,0,-10.24,-6.66,81.05,94.72,203.04,245.35,3.64,74.03,71.61,51.27,39.38,44.95,3.96,37.56,45.6,46.68,52.27,1.381021,99,3.64,49.14,49.15,11.01,,,3.96,35.19,13.27,10.27,4.27,1.11148,99
29-11-2025,NSE:UNITEDPOLY,BE,963.74,39.66,192718,76.43196,5.81,5.87,5.27,3L,1.85,6.05,-7.87,-9.98,-4.49,-25.14,17.83,57.89,60.72,65.51,75.72,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,0.16,-2.56,-2.33,-5.18,-7.14,37.71,49.09,0,0,33.33,0,0,7.94,-13.22,-20.09,-20.09,-20.09,-20.09,-13.22,-16.5,-22.5,-12.7,-12.87,-1.26,27.73,158.37,228.58,391.15,8.9,49.87,170.01,96.89,92.94,69.41,-4.41,12.02,53.41,47.76,59.75,1.379256,99,-2.22,49.87,107.84,82.73,,,-4.41,15.47,50.18,-2.17,20.47,1.11814,99
29-11-2025,NSE:TERASOFT,BE,688.65,512.6,24134,123.71088,6.19,6.73,2.47,,-4.29,5.28,-13.02,-6.87,1.1,11.99,41.47,48.89,60.21,59.45,90.64,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,17,-1,0.02,0.3,0.32,4.2,4.72,35.14,61.46,0,61.9,73.02,0,23.81,39.68,-11.52,-11.52,-11.52,-11.52,-11.52,-11.52,-4.99,-13.29,-9.97,-23.12,0,68.7,102.93,206.49,1026.59,10.77,79.26,79.4,274.29,348.24,356.86,1.18,35.66,44.41,47.25,53.69,1.375643,99,6.44,60.68,50.1,260.04,,,1.18,34.92,14.1,13.28,6.35,1.113431,99
29-11-2025,NSE:DPEL,ST,690.03,277.95,37300,103.67535,1.37,2.64,1.9,,-1.63,0.63,-1.46,-7.79,0.2,14.37,50.89,44.5,56.79,56.66,NA,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,10,-1,-0.46,0.51,0.05,3.98,4.2,36.54,64.19,0,52.38,69.84,0,28.57,25.4,-9.08,-9.08,-9.08,-9.08,NA,-9.08,-0.64,-15.38,-4.37,-21.91,NA,105.89,124.79,197.43,NA,4.69,124.34,46.07,127.17,76.88,NA,0.28,45.08,40.02,43.83,50.9,1.372751,99,-1.61,103.97,19.63,67.03,,,0.28,44.9,-11.58,13.26,7.98,1.133331,99
29-11-2025,NSE:PRAMARA,SM,379.53,353.55,70140,247.97997,5.14,4.78,5.23,,1.06,2.22,9.07,6.82,12.05,21.02,29.57,55.37,56.29,60.91,63.33,-1,-1,-1,-1,HVQ,-1,-1,-1,-1,4,-1,2.74,3.11,6.04,7.36,14.46,31.91,68.12,100,100,100,100,80.95,90.48,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-1.4,0,-14.7,-16.46,-25.3,36.82,123.13,240.61,313.51,11.23,45.44,139.88,52.02,80.76,61.64,12.13,23.76,50.89,43.33,55.15,1.367567,99,10.69,45.44,63.82,9.89,,,12.13,14.03,38.05,-6.82,18.85,1.099285,98
29-11-2025,NSE:VENUSREM,EQ,741.87,691.15,100210,692.60142,6.48,7.06,4.71,,-3.92,-1.42,17.26,35.43,36.66,36.42,33.4,41.35,54.84,57.38,53.24,-1,HV2Y,-1,-1,HVQ,HVQ,-1,4,-1,-1,-1,4.48,9.15,15.01,16.85,38.31,15.6,63.88,100,33.33,11.11,40,19.05,6.35,-3.92,-3.92,-3.92,-3.92,-3.92,-3.92,-17.72,-16.73,0,-25.85,-30.03,60.25,62.32,150.51,150.51,59.12,1.51,64.72,46.92,13.14,2.43,36.74,27.59,36.87,41.88,51.62,1.36393,99,57.28,-14.99,48.39,14.12,,,36.74,-11.03,13.36,14.11,13.91,1.098479,98
29-11-2025,NSE:SUMEETINDS,BE,1851.61,32.31,352919,114.02813,5.6,5.57,9.24,3L,2.54,-0.9,-3.71,-10.99,-6.72,-7.08,35.29,49.49,69.05,43.05,29.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.76,-2.45,-3.13,-1.93,-4.97,35.58,47.52,0,0,49.21,0,0,23.81,-12.11,-17.13,-17.13,-17.13,-17.13,-12.11,-11.57,-25.65,-21.39,-65.75,-36.99,51.36,188.69,314.23,314.23,4.66,64.91,161.35,109.23,28.21,119.05,-6.64,29.48,45.01,56.09,37.29,1.3581,99,-3.84,35.88,101.04,77.39,,,-6.64,33.47,23.36,29.85,-75.73,1.108624,98
29-11-2025,NSE:LUMAXIND,EQ,4799.97,5610.6,31345,1758.64257,5.38,5.3,2.37,,4.06,10.4,12.71,18.18,11.2,13.31,26.03,50.03,59.53,59.51,59.03,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,10,6.07,2.69,9.01,3.64,13.13,28.86,59.02,100,38.1,74.6,60,14.29,25.4,0,0,0,0,0,0,-6.11,0,-5.44,-23.49,-23.44,35.44,91.27,169.9,169.9,22.22,51.19,92.5,34.88,9.22,4.91,11.28,20.22,45.55,46.57,53.75,1.346795,99,14.15,30.36,81.27,-2.79,,,11.28,10.81,33.86,10.14,8.21,1.093187,98
29-11-2025,NSE:VMARCIND,SM,1804.69,714.35,38630,275.95341,5.98,5.98,5.71,,-0.63,-3.98,-6.69,12.58,18.74,39.11,35.54,54.41,57.63,40.56,89.23,-1,HVY,HVQ,HV2Q,-1,-1,-1,-1,-1,0,-1,-1.19,3.88,2.8,15.7,21.95,30.84,76.32,100,100,58.73,0,28.57,15.87,-8.84,-8.84,-8.84,-8.84,-8.84,-8.84,-5.21,-9.4,-34.1,-38.75,-14.07,68.96,150.12,256.64,784.64,26.94,37.3,129.91,62.58,312.89,479.26,18.82,29.73,49.93,44.67,34.8,1.333264,99,26.5,29.62,60.06,-30.31,,,18.82,14.78,30.7,-1.82,-32.02,1.072761,96
29-11-2025,NSE:CPS,SM,229.95,968.9,3915,37.93244,2.95,3.83,16.38,M,2.53,6.15,-6.31,-7.85,4.3,26.62,20.43,45.61,43.23,71.58,55.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.12,1.03,0.92,10.56,12.84,20.3,41.58,0,57.14,19.05,0,33.33,11.11,-11.19,-11.19,-11.19,-11.19,-11.19,-11.19,0,-12.39,-19.86,-0.9,-42.68,46.8,89.98,287.56,287.56,6.55,40.48,81.41,110.8,120,10.16,4.38,14.62,41.13,30.27,65.82,1.327633,99,-0.32,22.01,37.43,45.56,,,4.38,10.96,33.07,-13.24,58.2,1.132054,99
29-11-2025,NSE:NACLIND,BE,3873.8,190.89,202152,385.88795,4.16,4.15,3.88,,-1.16,4.3,4.04,0.72,-6.96,-15.62,-42.6,5.9,68.41,73.89,69.33,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,1.97,-1.68,0.28,-6.45,-5.79,5.03,-0.8,0,0,0,0,0,0,-6.58,-32.56,-40.96,-40.96,-40.96,-6.58,-36.85,-15.81,-14.13,-22.91,-36.27,7.36,11.91,280.94,282.93,7.36,3.78,380.49,260.34,20.96,0,-6.88,-48.41,1.42,55.45,68.13,1.322898,99,-6.58,-30.38,354.5,207.85,,,-6.88,-39.21,35.43,57.55,25.6,1.183593,99
29-11-2025,NSE:SABTNL,EQ,2613.81,1344.85,36781,494.64928,3.68,5.04,15.63,,-4.00,6.92,27.05,42.03,40.81,28.53,14.6,56.86,62.74,-32.78,NA,HV2Y,HV2Y,-1,HVQ,-1,-1,-1,0,-1,-1,-1,7.53,10.68,20.39,14.96,41.56,14.99,66.53,0,0,3.17,0,0,0,-4,-4,-5.53,-39.42,NA,-4,-36.63,-19.32,-73.86,-77.43,NA,74.71,149.23,262.35,NA,74.71,0,163.95,56.32,1057.16,NA,40.89,8.79,52.38,49.78,-38.54,1.313185,98,69.56,-10.85,133.88,10.73,,,40.89,-50.16,50.9,4.76,-248.11,1.08331,97
29-11-2025,NSE:SEJALLTD,BE,898.9,929.65,18903,175.73174,4.66,4.87,26.46,,0.88,-3.56,6.31,11.16,-0.49,23.75,41.05,42.16,61.85,43.86,63.27,-1,-1,HVY,-1,HVQ,-1,-1,-1,-1,16,-1,0.35,2.66,3.08,6.57,10.33,34.42,68.23,100,57.14,73.02,20,4.76,26.98,-5.58,-5.84,-5.84,-5.84,-5.84,-5.58,-5.38,-4.99,-20.73,-47.71,-23.06,81.57,99.75,190.7,213.38,16.05,93.05,71.37,69.29,19.57,75.95,-0.41,35.24,37.68,48.89,38.1,1.312111,98,1.9,93.05,52.3,67.47,,,-0.41,35.45,3.3,25.16,-38.88,1.100039,98
29-11-2025,NSE:LTF,EQ,75066.37,312.35,8239706,25736.72169,2.91,2.9,6.72,,1.33,7.57,5.83,2.8,14.14,24.35,30.71,45.05,55.94,54.88,52.91,-1,HV2Y,-1,-1,-1,-1,-1,-1,6,-1,-1,3.93,2.68,6.8,6.86,14.66,25.15,53.2,100,100,100,60,57.14,79.37,0,0,0,0,0,0,-1.24,-2.81,-8.76,-27.61,-25.86,43.83,82.35,138.64,138.64,16.6,37,62.14,31.14,5.14,3.7,14.22,24.9,40.57,42.98,49.12,1.311539,98,16.6,30.17,59.45,1.56,,,14.22,13.4,22.11,10.95,5.86,1.083098,97
29-11-2025,NSE:IMFA,EQ,7111.15,1348.1,273231,3683.42711,6.27,6.31,4.85,S,6.16,3.39,-1.68,11.21,14.04,16.7,37.3,53.96,52.22,39.47,58.61,-1,EEP,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,4.63,1.81,6.56,5.44,12.7,30.45,62.03,20,52.38,69.84,20,23.81,44.44,-1.66,-1.66,-1.66,-1.66,-1.66,-1.66,-6.75,-2.37,-37.02,-34.63,-5.39,56.43,115.9,135.72,135.85,19.41,63.05,47.79,8.52,20.78,53.02,14.12,31.49,49.48,39.26,33.71,1.303658,98,16.36,55.97,30.64,-11.52,,,14.12,21.17,27.99,-12.67,-18.43,1.069525,96
29-11-2025,NSE:CARTRADE,EQ,15628.56,3087.7,496423,15328.05297,4.51,4.42,4.07,,1.05,2.04,0.24,6.24,4.28,21.17,26.43,49.86,50.19,58.13,79.16,-1,-1,EEP,EEP,-1,EEP,-1,-1,-1,-1,0,0,2.27,2.32,9,12.45,25.45,50.84,100,100,49.21,0,14.29,17.46,-5.52,-5.52,-5.52,-5.52,-5.52,-5.52,-5.73,-8.51,-14.7,-12.95,-1.04,33.27,104.29,139.13,387.83,7.6,41.78,63.89,83.16,142.98,104.25,4.36,20.62,45.38,37.23,52.37,1.291905,98,2.24,41.78,54.39,76.93,,,4.36,17.26,33.26,-8.22,24.21,1.088793,97
29-11-2025,NSE:JINDALPHOT,EQ,1397.59,1466.2,22108,324.1475,5.36,5.39,4.65,,2.73,2.88,8.81,6.81,7.67,24.94,41.49,40.58,57.84,40.02,62.26,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,2.69,1.92,4.7,5.8,11.15,27.73,53.8,100,76.19,88.89,0,0,4.76,-0.37,-5.74,-5.74,-5.74,-5.74,-0.37,-12.97,-16.96,-12.52,-37.33,-5.26,42.43,78.79,171.32,171.32,10.69,65.09,58.74,61.2,13.43,61.39,7.75,35.68,36.1,44.88,34.26,1.290991,98,10.69,59.25,41.3,-0.92,,,7.75,30.74,-0.13,20.16,-34.01,1.084747,97
29-11-2025,NSE:THANGAMAYL,EQ,10113.78,3254,154233,5018.74182,6.9,6.95,6.95,,0.61,7.03,-1.29,-4.16,37.02,38.04,31.13,41.01,47.42,40.55,65.77,-1,EEP,-1,-1,-1,EEP,-1,-1,-1,-1,-1,1.85,5.5,7.77,17.87,31.22,16.28,56.74,100,80.95,42.86,0,14.29,12.7,-3.99,-3.99,-3.99,-3.99,-3.99,-3.99,-9.25,0,-23.67,-31.97,-23.08,66.81,80.72,109.59,188.65,56.37,10.78,44.35,23.64,53.63,73.69,37.1,25.32,36.53,34.46,34.79,1.283222,98,56.37,10.78,35.25,4.1,,,37.1,-15.24,15.77,1.98,-4.79,1.069493,96
29-11-2025,NSE:VIESL,ST,672.74,291.5,71808,209.32032,5.05,5.38,4.15,,-0.66,-1.46,9.28,22.13,18.59,24.53,41.68,40.87,51.89,31.73,NA,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,15,-1,2.83,5.08,8.32,10.18,20.6,27.12,65.47,100,80.95,82.54,60,52.38,34.92,-1.44,-1.44,-1.44,-1.44,NA,-1.44,-2.96,-6.67,-21.09,-35.78,NA,71.22,94.59,154.25,NA,30.08,58.41,48.28,50.33,10.39,NA,18.67,35.87,36.39,38.93,25.97,1.270336,98,29.47,47.39,22.35,,,,18.67,22.47,0.04,9.74,-33.62,1.064825,95
29-11-2025,NSE:AIMTRON,SM,1904.61,961.85,62516,601.31015,5.91,5.92,2.54,,-2.40,-3.3,1.43,4.31,17.1,26.56,30.61,40.42,50.77,49.33,NA,-1,HVQ,-1,-1,-1,-1,-1,-1,5,-1,-1,-0.44,4.32,4.06,12.67,19.15,21.02,50.86,100,90.48,30.16,0,52.38,17.46,-5.02,-5.02,-5.02,-5.02,NA,-5.02,0,-17.58,-11.97,-32,NA,44.17,75.58,151.99,NA,19.91,22.7,74.86,50.13,87.14,NA,17.18,24.8,35.94,37.81,43.57,1.266386,98,18.21,5.98,48.85,6.64,,,17.18,10.4,15.56,8.48,5.36,1.070833,96
