Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
26-11-2025,NSE:IIFL,EQ,23858.86,570.75,1670525,9534.52144,3.29,3.31,4.78,,2.40,2.31,5.33,5.52,11.46,22.6,19.67,26.88,46.47,28.48,37.43,-1,-1,-1,-1,HVQ,-1,-1,-1,-1,2,-1,3.65,2.18,5.95,7.18,14.15,13.59,32.11,100,71.43,23.81,40,47.62,15.87,0,0,0,0,0,0,-2.23,-14.53,-21.31,-49.48,-32.49,36.1,36.1,101.25,101.25,11.08,20.51,61.67,47.16,0,30.76,10.98,15.9,22.13,32.51,19.57,1.148715,93,11.08,-2.23,45.95,-10.77,,,10.98,5.96,7.95,17.14,-27.75,1.039327,89
26-11-2025,NSE:SHRIRAMFIN,EQ,153790,856.6,6405147,54866.4892,2.72,2.76,11.86,,2.19,4.5,3.98,7.02,15.99,27.02,27.52,22.73,35.4,34.57,47.07,-1,EEP,-1,-1,-1,-1,-1,-1,7,-1,-1,3.62,3.34,7.2,10.21,19.4,8.44,30.4,100,100,36.51,100,90.48,33.33,0,0,0,0,0,0,0,-12.17,-8.79,-23.75,-22.77,49.85,49.85,67.42,89.45,18.36,25.88,11.3,29.37,22.38,23.95,15.51,23.75,17.98,21.44,25.66,1.148529,92,18.36,16.85,11.3,5.28,,,15.51,10.41,-7.63,6.74,4.59,1.043012,90
26-11-2025,NSE:ORICONENT,EQ,918.73,58.46,340125,198.83708,4.09,4.02,5.75,,2.81,0.63,-0.05,1.45,8.31,9.44,10.96,27.73,31.63,52.65,43.29,-1,-1,-1,HV2Q,-1,HVQ,-1,-1,-1,-1,-1,1.65,1.26,2.95,2.89,6.01,14.89,24.57,100,42.86,42.86,60,33.33,22.22,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-5.92,-4.44,-3.16,-14.23,-40.6,11.31,44.42,110.97,111.2,10.22,19.16,33.6,52.64,44.4,0,7.83,7.19,22.98,17.67,43.74,1.14813,92,9.41,19.16,30.06,6.24,,,7.83,-0.42,17.81,-4.26,36.62,1.061978,95
26-11-2025,NSE:PRICOLLTD,EQ,7523.74,624.95,903324,5645.32334,4.24,4.41,5.92,,0.03,-5.78,4.62,14.14,15.63,11.69,28.67,28.9,34.2,27.58,42.96,-1,EEP,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,0.47,3.89,4.54,7.25,12.71,14.58,31.95,100,61.9,55.56,20,42.86,39.68,-5.47,-5.47,-5.47,-5.47,-5.47,-5.47,-4.46,-4.64,-22.86,-28.62,-14.47,39.87,50.17,57.08,77.74,20.69,26.71,12.05,11.69,21.33,33.55,15.15,24.9,24.15,20.24,18.67,1.146979,92,16.5,20.48,3.59,-16.03,,,15.15,12.15,-0.69,-2.2,-4.2,1.03511,87
26-11-2025,NSE:ANURAS,EQ,12352.54,1231.8,389713,4800.48473,3.14,3.15,6.05,,0.56,9.25,12.99,12.73,11.14,9.86,8.63,19.57,48.3,41.12,26.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.18,2.92,8.35,2.99,11.69,10.08,24.2,0,0,0,0,0,0,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-5.51,-3.32,-0.03,-33.54,-24.3,15.69,24.46,96.07,96.07,15.28,2.81,79.15,57.7,0,5.31,10.66,4.86,14.82,34.34,32.21,1.146887,92,12.81,-4.42,77.62,23.74,,,10.66,-6.13,10.95,26.07,-8.03,1.052064,93
26-11-2025,NSE:HBLENGINE,EQ,28745.12,884.5,2987246,26422.19087,4.69,4.95,3.79,S,0.33,-5.75,-10.24,-12.48,-12.2,6.23,11.78,36.24,48.3,39.17,46.57,-1,-1,-1,EEP,HVQ,EEP,-1,-1,-1,-1,-1,-4.91,-1.82,-6.61,2.84,-3.88,27.69,32.93,0,61.9,73.02,0,28.57,38.1,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,0,-2.54,-19.99,-35.13,-20.47,14.68,58.23,117.64,117.64,0.33,77.54,92,38.78,13.93,34.03,-12.68,8.01,31.49,34.34,30.26,1.146858,92,-11.7,73.25,59.59,-12.98,,,-12.68,18.07,26.7,9.26,-11.78,1.051561,92
26-11-2025,NSE:IXIGO,EQ,10632.64,277,4131428,11444.05556,4.05,4.52,6.5,S,-0.05,2.83,0.38,5.79,-15.36,-0.29,-4.17,37.19,47.87,48.47,NA,-1,-1,-1,EEP,-1,HVQ,-1,-1,-1,-1,-1,1.12,-1.95,-0.81,-3.86,-4.5,27.39,31.53,0,9.52,46.03,0,0,19.05,-14.7,-17.45,-17.45,-17.45,NA,-14.7,-4.77,0,-2.98,-21.89,NA,7.57,67.49,121.35,NA,7.57,45.33,130.59,39.02,15.07,NA,-15.84,-7.94,32.44,33.91,39.56,1.145121,92,-14.08,45.33,101.21,4.33,,,-15.84,6.39,38.69,7.34,7.03,1.061549,95
26-11-2025,NSE:UJJIVANSFB,EQ,10409.99,55.93,11838140,6621.0717,3.01,3.03,5.1,,3.84,3.25,8.81,7.1,3.45,19.52,21.78,19.38,43.21,41.55,16.41,-1,-1,HVQ,HV2Q,EEP,HVQ,-1,-1,-1,-1,-1,3.96,1.96,6.04,5.37,12.05,11.73,26.94,100,90.48,34.92,100,42.86,19.05,0,0,0,0,-0.21,0,0,-14.8,-0.7,-43.34,-41.68,31.82,34.22,78.23,78.23,9.67,29.59,39.42,43.69,0,0,2.97,18.01,14.63,29.25,32.64,1.144287,92,4.41,24.65,36.85,2.99,,,2.97,15.67,-4.08,19.9,2.94,1.054165,93
26-11-2025,NSE:RNFI,SM,873.34,358.35,45672,163.66561,3.87,4.08,4.04,2M,2.65,0.74,-3.67,-6.67,-1.16,-4.65,14.05,30.07,18.28,57.95,NA,-1,-1,-1,HV2Q,-1,HV2Y,-1,-1,-1,-1,-1,1.71,-0.9,0.8,-0.09,0.72,20.29,26.36,0,33.33,55.56,0,14.29,20.63,-7.44,-7.44,-7.44,-7.44,NA,-7.44,-3.94,-4.82,-21.22,-7.94,NA,21.21,55.8,175.87,NA,8.44,44.42,46.7,126.58,164.78,NA,-1.64,10.28,25.32,4.32,49.04,1.143635,92,0.38,44.42,7.32,78.3,,,-1.64,11.72,17.62,-26.52,54.41,1.086911,97
26-11-2025,NSE:PRIZOR,SM,347.14,304.3,19296,58.71773,4.39,4.39,5.21,S,-0.67,-8.66,-1.87,-9.96,-15.68,7.61,7,32.4,51.25,41.19,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.85,-1.66,-5.43,-0.64,-6.02,30.04,34.33,0,9.52,57.14,0,4.76,20.63,-13.91,-14.64,-14.64,-14.64,NA,-13.91,-1.26,0,-8.33,-33.89,NA,12.27,66.97,189.12,NA,0,48.21,168.88,95.44,18.21,NA,-16.16,3.23,27.65,37.29,32.28,1.143044,92,-13.91,48.21,100.78,31.4,,,-16.16,16.29,26.29,18.22,-14.76,1.055824,94
26-11-2025,NSE:COMSYN,BE,551.86,138.11,140521,194.07355,3.29,3.41,4.78,M,-1.40,-1.25,-2.78,-11.49,-9.28,-10.97,0.01,25.63,50,48.87,48.63,-1,-1,HV2Y,-1,HVQ,HV2Y,-1,-1,-1,-1,21,-1.99,-2.58,-4.46,-4.74,-8.79,20.81,15.19,0,0,50.79,0,0,46.03,-13.59,-13.59,-13.59,-13.59,-13.59,-13.59,-4.78,-2.42,-10.57,-22.31,-13.39,3.06,30.74,109.26,150.74,0,15.18,109.24,86.47,25.36,28.2,-9.76,-3.76,20.88,36.04,39.96,1.142878,92,-8.37,15.18,109.24,51.89,,,-9.76,5.19,24.61,23.11,3.61,1.060493,94
26-11-2025,NSE:APEX,EQ,903.13,309.27,751542,2324.29394,6.83,6.86,5.96,,-0.80,6.82,13.23,23.64,23.11,25.4,25.18,28.42,31.92,23.65,34.96,HV2Y,HV2Y,HVY,EEP,-1,HVQ,-1,-1,-1,-1,-1,4.33,6.1,11.1,10.77,24.51,6.56,33.25,100,42.86,14.29,20,23.81,7.94,-6.78,-6.78,-6.78,-6.78,-6.78,-6.78,-7.49,-10.17,-20.02,-32.32,-24.1,46.25,46.25,57.19,57.87,32.44,12.46,17.61,12.52,9.83,23.18,22.63,21.41,23.67,17.96,14.74,1.142751,92,30.23,-4.36,5.01,-19.22,,,22.63,-0.62,3.31,-4.77,-6.28,1.030047,85
26-11-2025,NSE:SACHEEROME,SM,653.29,340.5,79296,270.00288,7.56,7.68,4.37,,-4.99,4.65,21.76,37.12,36.86,36.56,45.49,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,8.09,1,-1,-1,9,4.33,10.5,16.56,17.39,41.09,,,100,52.38,57.14,60,38.1,17.46,-8.21,-8.21,NA,NA,NA,-8.21,-10.12,NA,NA,NA,NA,77.34,NA,NA,NA,59.86,27.26,NA,NA,NA,NA,36.38,41.72,0,0,0,1.141453,92,56.19,22.61,,,,,36.38,10.36,98.98,-9.66,5.87,1.080893,97
26-11-2025,NSE:TVSELECT,EQ,1201.08,564.05,481268,2714.59215,5.76,5.75,4.62,2L,2.30,-10.63,-4.99,-11.05,-18.31,7.84,26.35,28.5,42.53,40.96,53.4,HV2Y,HV2Y,HVQ,HV2Y,HV2Q,HVQ,-1,-1,-1,-1,-1,-4.07,-1.56,-5.54,1.1,-4.49,26.07,29.19,0,52.38,50.79,0,9.52,20.63,-14.92,-15.9,-15.9,-15.9,-15.9,-14.92,-0.51,-21.17,-15.88,-32.39,-30.55,41.97,42.96,105.6,125.08,2.3,68.36,51.43,47,29.48,33.01,-18.79,22.58,23.75,28.57,32.05,1.141214,92,-12.75,60.85,25.27,-4.39,,,-18.79,34.43,1.9,9.97,3.14,1.066726,95
26-11-2025,NSE:TSFINV,EQ,11704.87,532.95,298029,1588.34556,4.61,4.44,2.64,S,1.13,0.55,1.34,-13.09,-27.15,-9.38,8.61,34.52,50.11,43.44,65.21,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-1,-0.97,-4.57,-5.29,-8.34,-12.59,26.58,19.06,0,14.29,57.14,0,9.52,33.33,-22.23,-22.81,-22.81,-22.81,-22.81,-22.23,-1.85,-8.82,-18.09,-37.58,-29.24,13.76,51.73,119.37,200.17,2.23,50.37,100.47,43.63,49.76,69.78,-27.63,4.84,29.77,36.15,34.53,1.140884,92,-22.23,39.76,84.91,9.66,,,-27.63,24.82,27.33,14.14,-7.5,1.063655,95
26-11-2025,NSE:ATHERENERG,EQ,24524.5,692.5,4477461,31006.41743,5.59,5.39,4.41,,1.10,1.08,9.23,3.66,-6.04,15.98,39.68,53.55,NA,NA,NA,-1,-1,HV2Y,EEP,-1,-1,-1,-1,-1,17,-1,2.08,1.11,3.23,4.18,7.73,,,0,23.81,74.6,0,0,39.68,-5.96,-9.58,-9.58,NA,NA,-5.96,-4.11,-4.19,NA,NA,NA,60.97,125.42,NA,NA,10.68,119.67,39.14,NA,NA,NA,-6.52,35.91,48.8,0,0,1.140172,92,-5.96,119.67,,,,,-6.52,39.81,21.96,90.34,5.87,1.101647,98
26-11-2025,NSE:GMBREW,EQ,2622.6,1032.5,1512749,15619.13343,5.73,5.57,4.57,S,3.78,-1.69,-17.3,-21.03,-10.2,30.41,34.34,30.99,37.41,26.55,54.25,-1,-1,HV2Y,HV2Q,-1,-1,-1,-1,-1,-1,-1,-3.34,-2.36,-5.57,9.15,3.94,22.73,34.52,0,61.9,39.68,0,19.05,20.63,-17.89,-18.33,-18.33,-18.33,-18.33,-17.89,-10,-14.64,-28.12,-34.81,-23.5,53.41,53.45,71.4,106.27,3.78,69.1,12.54,18.28,38.28,62.26,-10.68,30.57,26.24,23.45,17.64,1.136821,92,-14.69,58.8,1.06,-16.11,,,-10.68,37.11,-6.12,-0.36,-11.48,1.055267,94
26-11-2025,NSE:INOXGREEN,EQ,9157.07,219.6,2441161,5360.78956,4.48,4.37,10.18,2L,0.46,-6.03,-18.15,-22.97,-16.76,10.62,32.46,16.49,45.02,35.26,44.9,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-5.53,-3.14,-8.41,2.73,-5.84,27.37,29.64,0,57.14,58.73,0,23.81,39.68,-19.32,-19.32,-19.32,-19.32,-19.32,-19.32,-2.65,-19.19,-16.94,-45.32,-35.61,51.01,51.01,109.64,109.64,0.46,76.32,41.58,75.07,5.04,23.69,-17.24,28.69,11.74,31.06,26.35,1.136228,92,-18.19,49.34,13.19,-13.02,,,-17.24,38.85,-24.67,24.5,-11.89,1.078672,97
26-11-2025,NSE:INTERARCH,EQ,4378.46,2440.2,141323,3448.56385,5.71,5.79,5.92,S,0.73,-5.59,-5.51,10.55,14.99,17.58,15.49,11.39,42.54,40.43,NA,-1,EEP,-1,-1,EEP,HVQ,-1,-1,-1,-1,-1,-1.55,3,1.5,9.85,12.59,9.4,24.27,100,38.1,12.7,20,19.05,6.35,-6.98,-6.98,-6.98,-6.98,NA,-6.98,-9.82,-13.44,0,-24.82,NA,31.21,31.21,77.05,NA,18.5,11.54,49.62,90.7,23.66,NA,14.51,11.72,6.64,28.58,31.52,1.136221,92,18.5,-9.82,38.49,,,,14.51,-2.72,-5.87,25.49,2.19,1.051955,93
26-11-2025,NSE:GPECO,SM,586.81,493.95,37544,185.44859,4.85,4.78,12.16,,1.78,-3.46,-0.58,-3.83,-0.51,-18.64,-20.23,33.88,52.93,39.78,NA,-1,HVQ,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-0.25,-1.33,-1.56,-4.13,-5.47,17.91,15.15,0,0,11.11,0,0,7.94,-6.94,-19.88,-19.88,-19.88,NA,-6.94,-19.47,-0.18,-15.86,-47.21,NA,2.2,57.43,112.45,NA,2.2,2.46,143.85,46.59,4.35,NA,-0.99,-24,29.13,38.97,30.87,1.135462,92,-6.84,-15.01,143.4,3.5,,,-0.99,-22.94,43.99,19.15,-22.07,1.05789,94
26-11-2025,NSE:CARYSIL,EQ,2952.2,1000.1,166876,1668.92688,4.63,4.58,14.06,S,4.30,-2.21,-2.9,1.85,9.19,11.97,13.97,20.96,50.42,25.61,5.35,-1,-1,HVQ,-1,EEP,-1,-1,-1,-1,-1,-1,0.81,1.25,2.09,4.99,7.45,14.75,26.05,40,47.62,30.16,0,38.1,20.63,-3.65,-3.65,-3.65,-3.65,-3.65,-3.65,-5.34,-7.4,-14.18,-51.24,-26.84,23.64,27.58,102.65,102.65,10.27,15.86,74.35,60.17,0,0,8.71,10.2,16.21,36.46,16.7,1.135308,92,10.27,3.35,63.12,-8.45,,,8.71,1.95,7.11,27.61,-44.18,1.042853,90
26-11-2025,NSE:NAVINFLUOR,EQ,30687.41,5822,275018,16011.54796,2.76,3.24,3.79,S,0.68,-3.45,-3.44,-4,13.32,20.48,14.14,27,29.83,43.96,48.45,-1,EEP,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1.15,2.21,1.09,9.14,11.25,10.39,24.15,100,76.19,25.4,40,61.9,20.63,-4.26,-4.26,-4.26,-4.26,-4.26,-4.26,-2.75,-3.67,-8.95,-3.94,-14.17,27.89,36.63,80.95,96.25,16.98,10.86,32.87,32.26,39.7,11.57,12.84,10.37,22.25,15.87,35.05,1.132637,91,16.49,0.87,23.61,27.45,,,12.84,-2.36,13.96,-5.78,26.01,1.046762,91
26-11-2025,NSE:BANCOINDIA,EQ,11664.69,684.45,1965703,13454.25418,5.9,5.74,5.12,L,1.60,-15.05,-16.46,-19.83,-5.21,-20.7,13.92,20.35,54.89,25.02,58.2,-1,-1,HV2Y,-1,EEP,-1,-1,-1,-1,-1,-1,-6.4,-2.42,-8.61,-3.31,-11.53,27.34,21.75,0,0,25.4,0,0,15.87,-16.55,-21.78,-21.78,-21.78,-21.78,-16.55,-17.71,-12.58,-5.76,-46.63,-2.61,18.71,27.48,122.04,142.13,1.6,34.12,91.14,76.85,18.35,96.73,-5.69,10.15,15.6,40.93,16.11,1.132324,91,-5.15,17.34,89.33,61.37,,,-5.69,14.87,6.46,33.7,-60.36,1.054188,94
26-11-2025,NSE:SMSPHARMA,EQ,2734.64,322.3,705529,2273.91997,4.72,4.73,6.5,M,17.82,12.21,10.67,12.86,7.01,13.29,27.27,18.52,42.4,25.75,42.35,-1,-1,HV2Y,-1,HV2Q,-1,-1,-1,-1,-1,-1,11.63,0.74,12.46,1.73,14.45,13.36,32.09,0,38.1,36.51,0,4.76,4.76,0,0,0,0,-14.46,0,-0.29,-13.3,-30.3,-50.73,-36.49,42.76,50.11,75.88,80.81,18.69,39.58,27.92,43.31,21.93,57.18,6.53,23.5,13.77,28.44,16.84,1.131094,91,7.54,26.38,22.75,-14.23,,,6.53,18.48,-13.05,19.65,-23.04,1.042854,90
26-11-2025,NSE:FIEMIND,EQ,6171.96,2282.6,111113,2536.26534,3.14,3.13,12.59,,1.71,-1.44,6.26,7.29,8.63,9.94,12.38,29.48,39.54,36.17,55.3,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-1,1.72,2.34,4.15,5.49,10.2,13.55,27.48,80,19.05,25.4,0,0,14.29,-2.67,-2.67,-2.67,-2.67,-2.67,-2.67,-4.87,-4.4,-7.99,-21.12,-16.72,19.7,43.26,75.92,127.67,9.91,15.41,54.14,24.07,37.65,45.32,8.15,8.61,24.73,25.58,27.26,1.13027,91,8.55,4.98,44.6,7.37,,,8.15,0.8,18.49,4.61,0.3,1.037576,88
26-11-2025,NSE:YATHARTH,EQ,7666.43,774.3,498193,3857.5084,3.63,3.58,6.39,,0.28,0.88,4.42,-6.12,-2.32,-1.38,8.73,33.68,51.22,21.17,48,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,-0.07,-0.65,-0.71,-1.02,-1.72,24.12,29.52,0,0,52.38,0,0,23.81,-5.76,-6.92,-6.92,-6.92,-6.92,-5.76,-4.75,-3.24,-25.14,-44.94,-11.02,11.4,54.75,115.77,115.77,4.63,27.52,96.93,43.1,0.94,63.11,-2.8,4.96,28.93,37.26,12.26,1.130103,91,-3.11,26.39,83.42,2.53,,,-2.8,7.49,26.32,16.79,-55.73,1.036707,88
26-11-2025,NSE:PGIL,EQ,7664.59,1754.6,240798,4225.04171,5.84,5.77,14.34,,2.66,-0.7,3.48,25.85,23.11,22.93,22.85,25.56,18.18,34.83,65.39,EEP,EEP,HVQ,-1,-1,EEP,-1,-1,-1,-1,-1,4.12,5.87,10.61,11.17,24.51,4.13,29.88,100,33.33,11.11,60,23.81,7.94,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-17.68,-17.41,-22.78,-15.12,0,45.74,45.74,90.94,227.02,35.24,12.06,47.3,51.41,167.55,113.1,22.63,19.08,20.81,4.22,25.92,1.128754,91,33.37,-11.51,-7.01,33.13,,,22.63,-3.64,2.49,-19.58,26.22,1.040186,89
26-11-2025,NSE:VIVIANA,SM,939.71,863.55,23676,204.4541,5.75,5.95,3.11,L,-3.18,-15.31,-6.28,-11.94,-22.28,-19.35,11.06,37.94,44.9,38.3,87.46,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,-6.08,-3.17,-8.96,-4.24,-12.67,27.46,20.39,0,4.76,57.14,0,0,25.4,-17.49,-21.49,-21.49,-21.49,-21.49,-17.49,-4.01,-10.61,-25.8,-34.12,-22.29,16.81,66.64,119.51,712.75,1.52,49.32,95.23,36.23,347.82,401.47,-22.76,7.29,33.19,30.94,29.39,1.128681,91,-17.27,41.97,54.97,2.69,,,-22.76,23.95,29.2,1.56,-6.11,1.053434,93
26-11-2025,NSE:VINCOFE,EQ,2201.53,163.39,3057185,4995.13457,4.41,4.33,6.22,2M,2.26,-0.21,-2.91,0.23,9.5,7.71,7.71,31.15,43.07,30.78,NA,-1,HVQ,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,0.61,0.66,1.28,4.41,5.95,17.82,28.93,20,52.38,23.81,0,19.05,6.35,-5.12,-5.12,-5.12,-5.12,NA,-5.12,-5.77,-3.89,-19.79,-33.68,NA,18.74,43.75,110.53,NA,5.66,7.46,94.3,44.94,0,NA,9.02,3.94,26.4,29.11,21.87,1.127309,91,5.3,0.83,60.36,,,,9.02,-5.3,24.38,7.65,-15.72,1.034131,86
26-11-2025,NSE:CCL,EQ,14045.8,1022.75,534498,5466.5783,3.8,3.96,12.07,S,4.01,-0.97,-3.76,13.11,16.82,10.11,14.13,17.7,41.87,30.51,43.16,-1,EEP,-1,-1,EEP,-1,-1,-1,-1,-1,-1,1.64,2.52,4.26,7.09,12.22,13.11,29.15,100,52.38,28.57,0,14.29,12.7,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-8.84,-5.33,0,-28.55,-14.57,23.33,30.08,85.68,85.68,20.23,2.59,59.44,52.82,7.34,28.33,16.34,10.36,12.95,27.91,21.6,1.125296,91,20.23,1.15,46.15,17.6,,,16.34,-6.54,3.13,19.71,-13.68,1.037879,88
26-11-2025,NSE:RICOAUTO,EQ,1504.5,105.8,2470219,2613.4917,5.76,5.76,3.19,,2.04,-9.77,12.04,21.88,18.53,4.08,11.22,33.6,37.57,20.56,-25.95,-1,-1,-1,HVQ,-1,HV2Q,-1,-1,-1,-1,-1,1.39,4.72,6.41,4.9,11.9,16.14,33.44,0,0,33.33,0,0,20.63,-8.9,-8.9,-8.9,-8.9,-30.67,-8.9,-19.7,-4.78,-43.91,-56.72,-44.92,31.66,56.86,84.77,84.77,31.66,27.78,64.04,22.69,0,0,18.05,7.45,28.85,23.61,11.65,1.125256,91,24.51,21.27,29.52,-42.71,,,18.05,-12.29,24.19,-3.68,-21.38,1.025868,83
26-11-2025,NSE:SIKKO,BE,241.33,111.43,334757,373.01973,5.21,5.12,7.32,,-1.36,2.64,2.87,3.86,3.01,37.72,36.83,31.28,26.55,13.44,35.05,-1,-1,HVQ,HVQ,-1,HV2Y,-1,-1,-1,7,-1,0.46,2.7,3.25,11.69,16.91,14.37,36.53,100,100,53.97,0,0,9.52,-2.31,-10.29,-10.29,-10.29,-10.29,-2.31,-12.99,-15.13,-36.68,-32.31,-20.24,65.33,65.33,65.33,66.72,11.34,60.36,0.6,9.15,24.58,46.81,2.53,33.06,26.53,12.59,4.53,1.124555,91,5.77,45.96,-13.28,-31.78,,,2.53,31.56,-9.8,-16.56,-11.97,1.035372,87
26-11-2025,NSE:KIRLOSENG,EQ,16105.97,1147.85,670121,7691.9839,3.67,4.03,5.09,,-0.83,-2.56,7.77,11.56,17.99,15.23,14.91,24.97,45.91,7.77,25.59,EEP,EEP,-1,-1,EEP,-1,-1,-1,-1,-1,-1,1.99,4.58,6.88,9.1,17.58,12.76,34.78,100,61.9,22.22,40,38.1,12.7,-2.84,-2.84,-2.84,-2.84,-19.11,-2.84,-3.62,0,-36.79,-56.24,-25.39,33.01,37.99,99.24,99.24,21.41,9.08,69.54,49.5,0,39.18,17.51,11.14,20.22,31.95,-1.14,1.123738,91,14.13,2.82,61.18,-35.12,,,17.51,-7.07,10.8,18.25,-64.64,1.02621,83
26-11-2025,NSE:EXCEL,BE,215.84,1.45,3799018,55.08576,5.39,5.28,3.53,S,0.69,-2.07,-8.28,0,-8.28,-6.21,7.59,50.34,45.52,-6.21,65.52,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-2.11,-1.61,-3.65,-3.59,-6.99,30.61,34.03,0,0,49.21,0,0,26.98,-10.49,-15.7,-15.7,-21.62,-21.62,-10.49,-8.72,0,-61.08,-57.3,0,6.62,107.14,119.7,222.22,2.84,45.37,103.03,9.09,75.56,242.22,-8.76,3.82,45.59,31.56,-15.12,1.122888,91,-7.64,40.18,63.41,-15.29,,,-8.76,11.34,45.25,-19.38,-89.07,1.031637,85
26-11-2025,NSE:GLOBAL,EQ,386.85,81.49,122497,99.82281,5.46,5.34,5.61,,2.17,6.72,9.69,12.87,21.81,17.68,20.37,26.49,35.6,12.93,-13.58,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,4.52,4.49,9.43,8.53,19.63,10.15,33.15,100,57.14,26.98,80,52.38,19.05,-0.24,-0.24,-0.24,-5.29,-22.41,-0.24,-8.45,-7.06,-30.38,-50.03,-32.44,44.92,44.92,95.14,95.14,23.92,13.32,55.39,43.44,1.39,6.47,21.33,16.6,21.74,21.64,4.02,1.122633,91,23.92,-4.15,20.97,-18.76,,,21.33,-5.15,6.67,2.73,-29.34,1.021517,81
26-11-2025,NSE:MANAKCOAT,EQ,1480.62,141.45,1509833,2135.65878,4.75,4.63,5.8,2L,5.57,2.23,-1.5,-10.85,-27.47,-0.66,-3.59,31.28,39.16,55.09,76.56,-1,-1,HV2Y,HV2Q,-1,HV2Y,-1,-1,-1,-1,-1,1.52,-2.85,-1.3,-2.28,-3.5,16.75,15.91,0,9.52,4.76,0,0,1.59,-16.69,-21.55,-21.55,-21.55,-21.55,-16.69,0,-12.19,-17.61,-27.05,-12.82,8.98,38.91,126.03,386.92,6.78,38.92,98.74,67.62,196.25,118.66,-27.95,-7.36,26.53,25.2,46.18,1.121677,91,-16.69,12.31,62.81,50.7,,,-27.95,15.42,32.65,1.8,32.06,1.072444,96
26-11-2025,NSE:JKTYRE,EQ,12646.02,456,1450606,6614.76336,3.33,3.31,5.93,S,3.24,2.06,-2.38,0.59,9.67,17.71,28.44,17.57,37.93,20.71,3.42,-1,-1,EEP,-1,HV2Y,HVQ,-1,-1,-1,7,-1,1.29,1.66,3,7.37,11.2,15.13,31.02,100,100,60.32,0,66.67,42.86,-2.32,-2.32,-2.32,-2.32,-5.35,-2.32,-2.21,-17.08,-15.25,-45.87,-30.86,42.19,46.18,79.95,79.95,7.51,32.04,28.77,48.34,0.12,0,9.19,24.67,12.82,23.97,11.8,1.119621,91,6.85,19.39,13.38,-9.53,,,9.19,17.47,-16.22,15.04,-21.86,1.035672,87
26-11-2025,NSE:DYNAMATECH,EQ,6509.26,9051,35838,3243.69738,4.59,4.55,10.41,S,0.45,-7.45,-0.75,6.42,13.9,23.36,28.65,22.49,30.81,21.04,25.24,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,2,-1,-1.31,3.09,1.84,10.25,13.47,12.15,29.16,100,90.48,44.44,20,57.14,30.16,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-4.73,-11.53,-19.7,-29.93,-20.04,41.01,41.07,57.71,57.71,17.87,21.46,12.52,22.24,0,12.75,13.42,24.88,17.74,16.85,12.13,1.119568,91,16.16,11.19,1.57,-6.36,,,13.42,13.83,-9.66,1.08,-8.26,1.029009,84
