Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_1M,HighMomo_10D,6EMA_10D,10EMA_21D,21EMA_50D,50SMA_65D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
21-09-2025,NSE:MVKAGRO,ST,683.42,1.19,1.26,441.2,1.99,9.39,16.14,31.1,68.9,89.53,90.56,88.15,0,0,0,0,-1,-1,0,0,0,215.37,868.61,1263.83,29.64,67,77.48,88.9,90.2,3.423014,99,29.64,54.43,55.98,21.65,-21.79,1.374278,99
21-09-2025,NSE:POLYSIL,ST,500.96,1.54,1.05,222.6,1.99,9.37,17.88,33.76,70.69,91.15,87.87,85.4,0,0,0,0,-1,-1,0,0,0,234.49,1010.22,1414.29,32.3,68.79,79.1,86.21,87.45,3.285601,99,32.3,55.31,59.46,-25.26,-16.59,1.3864,99
21-09-2025,NSE:BGRENERGY,BE,1908.53,5.47,4.9,264.48,5.00,11.79,20.68,43.46,62.27,69.35,72.18,82.4,0,0,-1,0,-1,-1,-0.25,-0.25,-0.25,173.19,257.02,659.35,42,60.37,57.3,70.52,84.45,2.045296,99,42,32.83,8.42,21.02,40.5,1.230384,99
21-09-2025,NSE:IZMO,BE,1573.96,6.22,6.99,1056.85,5.00,21.64,29.05,61.39,67.11,74.93,41.4,55.28,159,0,0,0,-1,-1,0,0,0,195.29,303.99,337.17,59.93,65.21,62.88,39.74,57.33,1.839907,99,59.93,14.37,13.41,-121.92,27.47,1.220322,99
21-09-2025,NSE:APOLLO,EQ,11453.5,326.13,7.92,343.9,0.06,6.27,11.4,41.02,43.43,65.73,71.91,67.57,72.83,0,-1,0,-1,-1,0,0,0,102.37,217.98,277,39.56,41.53,53.68,70.25,69.62,1.703296,99,39.56,3.64,29.07,29.83,-11.66,1.157784,99
21-09-2025,NSE:CUPID,EQ,5758.62,38.48,4.99,214.59,3.62,7.58,18.35,22.26,56.7,70.69,62.57,60.39,0,0,-1,-1,0,-1,0,0,0,131.81,273.2,273.2,20.8,54.8,58.64,60.91,62.44,1.644383,99,20.8,43.86,21.96,-15.91,-2.03,1.153242,99
21-09-2025,NSE:UNITEDPOLY,BE,920.36,1.56,0.28,40.1,1.98,9.38,17.86,10.02,54.21,63,60.04,74.43,0,0,0,-1,0,-1,-4.64,-4.64,-4.64,114.32,182.02,297.74,8.56,52.31,50.95,58.38,76.48,1.634196,99,8.56,48.67,8.84,3.81,39.78,1.190423,99
21-09-2025,NSE:NACLIND,BE,4769.74,2.29,5.19,236.55,1.24,-6.72,-11.65,-8.86,24.89,57.65,75.4,76.29,0,0,-1,-1,-1,-1,-26.83,-26.83,-26.83,32.74,137.74,374.52,-10.32,22.99,45.6,73.74,78.34,1.633418,99,-10.32,30.56,33.27,53.71,7.41,1.179003,99
21-09-2025,NSE:MEGASOFT,EQ,1156.64,2.47,5.47,156.54,4.76,-0.47,8.6,21.59,45.43,65.22,51.04,63.42,0,0,-1,0,-1,-1,-3.47,-3.47,-3.47,74.52,219.08,219.08,20.13,43.53,53.17,49.38,65.47,1.499435,99,20.13,29.96,25.91,-28.95,29.07,1.138237,99
21-09-2025,NSE:DPEL,ST,598.16,1.46,4.73,239.75,-2.14,4.28,39.96,41.98,42.5,57.46,46.61,65.61,57.82,8.67,0,-1,-1,-1,-3.89,-3.89,-3.89,93.89,96.76,253.09,40.52,40.6,45.41,44.95,67.66,1.496209,99,40.52,0.46,15.66,-13.69,39.37,1.145379,99
21-09-2025,NSE:SMLISUZU,EQ,5400.82,1.01,4.86,3742.8,2.37,0.17,-0.6,-12.3,51.3,69.4,59.1,47.17,0,0,-1,-1,-1,-1,-20.31,-20.31,-20.31,112.99,201.33,254.5,-13.76,49.4,57.35,57.44,49.22,1.485739,99,-13.76,56.2,26.81,-21.87,-25.39,1.161731,99
21-09-2025,NSE:GABRIEL,EQ,18961,6.54,4.76,1282.7,2.84,4.01,6.31,7.52,53.75,55.4,59.51,58.32,0,0,-1,-1,0,-1,-2.62,-2.62,-2.62,116.6,147.51,222.89,6.06,51.85,43.35,57.85,60.37,1.473767,99,6.06,49.55,-6.78,21.01,0.84,1.144482,99
21-09-2025,NSE:JSLL,EQ,10165.31,2.67,4.39,816.2,-0.60,3.38,5.62,11.25,47.71,58.77,43.17,66.69,0,0,0,0,-1,-1,-2.6,-2.6,-2.6,93.05,145.59,202.52,9.79,45.81,46.72,41.51,68.74,1.447742,99,9.79,40.64,10.81,-26.04,45.16,1.154783,99
21-09-2025,NSE:AXISCADES,EQ,7194,1.32,5.17,1683.8,0.44,6.23,14.67,30.03,16.71,45.65,64.7,66.75,0,0,0,-1,-1,-1,-0.23,-0.23,-0.23,42.91,123.17,291.4,28.57,14.81,33.6,63.04,68.8,1.439763,99,28.57,-19.48,24.4,46.85,9.61,1.131486,99
21-09-2025,NSE:FORCEMOT,EQ,24501.88,1.32,5.5,18589,-1.86,1.07,4.65,-10.9,23.28,59.85,63.5,62,0,0,-1,-1,-1,6,-15.11,-15.11,-15.11,35.51,134.41,199.36,-12.36,21.38,47.8,61.84,64.05,1.407815,99,-12.36,30.38,37.32,20.89,-0.34,1.128287,98
21-09-2025,NSE:BANCOINDIA,EQ,11867.8,20.29,5.46,835.6,4.16,26.03,27.15,29.3,31.83,59.62,34.09,59.94,36.95,7.87,-1,-1,-1,-1,0,0,0,55.63,161.53,171.08,27.84,29.93,47.57,32.43,61.99,1.374545,99,27.84,3.14,30.41,-51.4,43.01,1.13056,99
21-09-2025,NSE:TFCILTD,EQ,3342.7,82.12,2.92,72.4,-0.49,-0.64,4.41,13.8,35.58,60.91,50.26,50.64,0,0,0,0,-1,-1,-0.63,-0.63,-0.63,57.62,158.85,182.53,12.34,33.68,48.86,48.6,52.69,1.368514,99,12.34,24.83,28.97,-15.45,4.54,1.100216,98
21-09-2025,NSE:STALLION,EQ,1550.81,26.06,7.32,196.64,-0.98,-4.56,3.83,22.07,62.37,61.64,NA,NA,0,0,-1,0,-1,-1,-5.27,-5.27,NA,161.77,207.2,NA,20.61,60.47,49.59,0,0,1.361037,99,20.61,51.27,-12.3,111.8,3.78,1.166962,99
21-09-2025,NSE:KRISHANA,EQ,3386.3,1.49,3.91,546.9,-2.44,-1.16,-3.49,-6.62,6.88,57.14,62.61,54.8,0,0,-1,-1,0,-1,-9.15,-9.15,-9.15,31.09,146.2,202.37,-8.08,4.98,45.09,60.95,56.85,1.333954,98,-8.08,12.23,43.63,24.56,-17.13,1.112215,98
21-09-2025,NSE:POCL,EQ,3965.47,5.39,5.73,1325.4,3.47,4.66,5.13,20.42,46.84,61.62,31.18,20.4,0,0,0,-1,0,-1,0,0,0,88.87,144.09,167.6,18.96,44.94,49.57,29.52,22.45,1.320128,98,18.96,32.77,17.45,-67.51,-11.89,1.078456,96
21-09-2025,NSE:ROSSTECH,EQ,2860.03,2.16,5.35,750.45,0.59,0.61,4.7,8.55,46.51,67.05,31.34,NA,0,0,-1,0,-1,-1,0,0,NA,88.32,189.08,NA,7.09,44.61,55,29.68,0,1.317035,98,7.09,41.07,28.05,-96.59,103.78,1.108843,98
21-09-2025,NSE:KHAICHEM,EQ,1240.49,4.92,5.59,128.79,0.79,-0.3,2.9,16.74,34.05,62.1,40.45,36.56,24.98,0,-1,-1,-1,2,-2.63,-2.63,-2.63,54.65,178.95,178.95,15.28,32.15,50.05,38.79,38.61,1.314346,98,15.28,20.35,32.19,-45.34,-2.75,1.085705,96
21-09-2025,NSE:VIMTALABS,EQ,3674.62,36.09,6.64,825.05,4.36,5.83,-6.32,14.27,42.12,33.06,39.76,61.1,0,0,-1,-1,-1,-1,-5.95,-5.95,-5.95,88.28,93.44,219.91,12.81,40.22,21.01,38.1,63.15,1.309285,98,12.81,32.05,-26,21.81,39.2,1.119379,98
21-09-2025,NSE:IXIGO,EQ,11155.78,38.38,5.63,284.65,4.42,-8.5,-2.86,2.24,39.49,53.92,45.61,45.47,0,0,-1,-1,-1,6,-11.54,-11.54,-11.54,72.12,112.28,127.47,0.78,37.59,41.87,43.95,47.52,1.301603,98,0.78,37.66,13.49,-6.22,3.53,1.093058,97
21-09-2025,NSE:JAYNECOIND,EQ,6758.15,260.17,5.36,69.58,-5.74,4.93,12.4,8.9,44.35,56.31,40.41,26.39,0,0,0,-1,-1,-1,-5.74,-5.74,-5.74,97.17,132.4,139.52,7.44,42.45,44.26,38.75,28.44,1.289896,98,7.44,38.48,11.14,-24.58,-19.76,1.077583,96
21-09-2025,NSE:GMDCLTD,EQ,18189.6,112.03,6.13,572.05,3.62,0.38,11.02,26.6,31.86,55.96,38.13,34.6,28.93,0,0,-1,-1,-1,0,0,0,51.94,119.4,139.97,25.14,29.96,43.91,36.47,36.65,1.28765,98,25.14,6.73,25.02,-28.68,-1.93,1.072995,95
21-09-2025,NSE:NETWEB,EQ,18537.15,32.94,7.24,3279.4,7.96,11.45,6.1,37.53,46.21,54.12,9.7,15.09,60.42,0,-1,-1,-1,-1,0,0,0,86.18,132.35,144.62,36.07,44.31,42.07,8.04,17.14,1.287512,98,36.07,13.45,4.36,-85.01,9.74,1.071487,95
21-09-2025,NSE:CCCL,EQ,1174.98,52.38,10.85,26.04,-1.14,14.44,21.35,42.2,30.26,49.31,30.88,31.99,93.76,19.98,-1,-1,-1,-1,-4.75,-4.75,-9.21,74.77,100.31,128.02,40.74,28.36,37.26,29.22,34.04,1.284149,98,40.74,-21.1,16.96,-24.56,5.39,1.080065,96
21-09-2025,NSE:BALAJITELE,EQ,1491.27,1.65,5.89,123.22,0.82,4,11.16,25.53,29.03,56.18,28.76,45.07,0,0,0,-1,-1,-1,0,0,0,41.88,119.17,141.14,24.07,27.13,44.13,27.1,47.12,1.282209,98,24.07,4.26,27.9,-50.76,26.68,1.091233,97
21-09-2025,NSE:QPOWER,EQ,7767.64,9.84,5.4,1001.2,1.25,5.67,9.26,21.74,42.83,66.19,NA,NA,0,0,0,-1,0,-1,0,0,NA,63.94,266.07,NA,20.28,40.93,54.14,0,0,1.278936,97,20.28,26.51,30.51,111.8,3.78,1.140682,99
21-09-2025,NSE:SUNDARMHLD,EQ,13770.44,5,5.23,607.95,3.51,3.89,20.13,17.85,22.07,55.27,49.1,36.98,0,0,-1,-1,-1,-1,-3.76,-3.76,-3.76,34.91,116.64,150.24,16.39,20.17,43.22,47.44,39.03,1.278367,97,16.39,4.71,32.25,-2,-20.02,1.073274,95
21-09-2025,NSE:CARTRADE,EQ,12068.11,5.61,5.65,2540.6,6.05,7.97,-2.75,4.16,35.41,33.3,39.88,61.47,0,0,-1,-1,0,-1,-7.19,-7.19,-7.19,60.81,83.31,200.08,2.7,33.51,21.25,38.22,63.52,1.274597,97,2.7,32.16,-13.62,21.67,39.69,1.114128,98
21-09-2025,NSE:INDOTHAI,EQ,2502.25,7.22,6.58,210.75,2.62,5.31,24.96,20.6,11.83,6.34,46.08,68.14,0,0,-1,-1,-1,-1,-0.6,-0.6,-0.6,42.46,42.46,209.95,19.14,9.93,-5.71,44.42,70.19,1.26974,97,19.14,-11.49,-16.57,54.23,44.7,1.130699,99
21-09-2025,NSE:COMSYN,EQ,621.26,3.47,3.21,155.34,0.00,0.47,0.6,11.16,13.85,48.65,45.46,56.57,0,0,-1,-1,-1,3,-0.07,-0.07,-0.07,23.88,114.2,182.03,9.7,11.95,36.6,43.8,58.62,1.268728,97,9.7,2.59,30.04,5.58,24.16,1.092389,97
21-09-2025,NSE:MIRCELECTR,BE,797.86,9.83,5.57,28.48,-0.42,-1.05,1.69,7.02,49.73,56.9,21.06,17.7,0,0,-1,0,-1,-1,-3.39,-3.39,-3.39,105.63,175.03,175.03,5.56,47.83,44.85,19.4,19.75,1.267489,97,5.56,45.49,3.91,-71.34,-0.47,1.086814,97
21-09-2025,NSE:SHREERAMA,BE,807.48,12.31,7.56,60.63,0.00,6.09,-3.84,29.31,29.44,46.07,20.19,50.59,59.26,0,-1,-1,-1,-1,-6.39,-6.39,-6.39,52.18,91.56,134,27.85,27.54,34.02,18.53,52.64,1.257222,97,27.85,-0.25,13.21,-36.18,41.87,1.096208,97
21-09-2025,NSE:AIIL,EQ,53161.52,2.64,3.53,3160.4,-1.17,0.81,2.25,9.49,18.11,52.71,43.81,47.99,0,0,-1,-1,-1,2,-3.78,-3.78,-3.78,26.8,108.83,124.21,8.03,16.21,40.66,42.15,50.04,1.255335,97,8.03,9.09,31.9,-7.02,11.21,1.081868,96
21-09-2025,NSE:MANGCHEFER,EQ,3650.27,4.37,3.74,306.8,0.56,0.21,-10.1,-17.28,11.16,52.48,46.91,58.06,0,0,-1,-1,-1,-1,-15.76,-15.76,-15.76,16.08,108.34,148.7,-18.74,9.26,40.43,45.25,60.11,1.254682,97,-18.74,23.81,36.16,0.09,24.78,1.107832,98
21-09-2025,NSE:ASHAPURMIN,EQ,5922.62,8.64,4.74,620,0.58,1.98,9.33,17.49,33.57,46.98,30.26,48.15,0,7.51,0,-1,-1,-1,-2.31,-2.31,-2.31,50.6,87.45,185.91,16.03,31.67,34.93,28.6,50.2,1.25443,97,16.03,19.05,9.83,-19.73,29.43,1.083192,96
21-09-2025,NSE:GALLANTT,EQ,15972.8,3.74,4.93,661.5,-1.43,-3.96,3.24,3.93,23.45,52.64,46.82,42.54,0,0,-1,-1,-1,-1,-15.72,-15.72,-15.72,26.25,105.37,119.69,2.47,21.55,40.59,45.16,44.59,1.252864,97,2.47,19.87,27.78,-0.49,-4.26,1.075173,95
21-09-2025,NSE:SYRMA,EQ,16032.26,15.81,4.29,827.55,1.93,0.27,-0.45,12.98,38.78,46.51,26.81,45.27,0,0,-1,-1,-1,-1,-3.81,-3.81,-3.81,64.42,98.41,118.03,11.52,36.88,34.46,25.15,47.32,1.247756,97,11.52,29.2,2.28,-25.02,29,1.085128,96
21-09-2025,NSE:GARUDA,EQ,1898.98,22.02,5.93,204.35,-0.61,0.42,0.79,1.67,40.58,46.44,53.58,NA,19.63,0,-1,-1,0,-1,-6.92,-6.92,NA,70.79,128.99,NA,0.21,38.68,34.39,51.92,0,1.244169,96,0.21,39.13,-0.5,25.15,103.78,1.106429,98
21-09-2025,NSE:SHAILY,EQ,10868.38,1.91,4.77,2349.9,-1.34,4.29,6.57,18.6,26.81,23.25,35.36,59.14,0,0,-1,0,-1,-1,-5.15,-5.15,-5.15,52.18,69,160.46,17.14,24.91,11.2,33.7,61.19,1.237172,96,17.14,9.64,-15.22,27.58,40.56,1.097968,98
21-09-2025,NSE:SRM,EQ,1280.29,4.81,5.56,559.45,4.14,12.62,11.14,11.82,20.64,43.87,32.83,55.05,0,0,-1,-1,-1,-1,0,0,0,26.79,84.42,120.86,10.36,18.74,31.82,31.17,57.1,1.232256,96,10.36,9.55,18.93,-7.88,36.86,1.08896,97
21-09-2025,NSE:PROZONER,EQ,740.12,11.96,5.14,48.27,0.00,10.71,10.01,9.09,25.67,39.11,48.91,40.79,0,14.12,-1,-1,-1,-1,-2.09,-2.09,-2.09,37.99,71.23,121.12,7.63,23.77,27.06,47.25,42.84,1.227402,96,7.63,17.79,7.74,27.89,-12.12,1.065621,94
21-09-2025,NSE:GVT&D,EQ,77991.77,4.02,3.49,3068.7,2.77,9.14,10.42,9.07,23.22,50.24,32.55,45.22,0,0,-1,-1,0,-1,0,0,0,34.23,136.86,136.86,7.61,21.32,38.19,30.89,47.27,1.222878,96,7.61,15.12,24.84,-23.73,22.56,1.076826,95
21-09-2025,NSE:PARAGMILK,EQ,3521.59,19.22,4.86,294.14,-1.41,5.72,14.83,17.04,28.21,46.95,32.32,37.02,0,0,0,-1,-1,-1,-1.41,-1.41,-1.41,39.33,96.81,108.14,15.58,26.31,34.9,30.66,39.07,1.218329,96,15.58,13.03,15.76,-15.79,10.73,1.062152,93
21-09-2025,NSE:COOLCAPS,SM,1191.26,2.83,6.04,103.2,7.84,7.46,20.3,21.03,19.8,22.67,23.14,61.42,0,0,-1,-1,-1,-1,0,0,0,34.9,37.99,154.91,19.57,17.9,10.62,21.48,63.47,1.215801,96,19.57,-2,-6.76,12.4,53.58,1.10897,98
21-09-2025,NSE:LUMAXTECH,EQ,7584.59,1.88,5.81,1117.6,0.74,2.17,4.38,-4,3.53,52.44,42.69,48.98,0,0,-1,-1,-1,-1,-9.94,-9.94,-9.94,12.66,135.28,135.28,-5.46,1.63,40.39,41.03,51.03,1.213734,96,-5.46,6.8,40.35,-8.69,14.75,1.088701,97
21-09-2025,NSE:RAMCOIND,EQ,3389.03,5.61,4.19,391.3,5.29,7.14,19.67,24.62,33.78,40.26,22.82,36.9,0,0,-1,0,-1,-1,0,0,0,54.42,72.8,74.98,23.16,31.88,28.21,21.16,38.95,1.213615,96,23.16,11.71,-0.57,-17.39,22.02,1.064004,94
21-09-2025,NSE:LAURUSLABS,EQ,50203.72,13.8,2.27,932.1,0.96,3.87,5.52,6.01,30.16,37.01,38.62,45.87,0,0,-1,-1,0,-1,0,0,0,39.89,66.08,116.11,4.55,28.26,24.96,36.96,47.92,1.212315,96,4.55,25.25,-0.54,14.36,15.59,1.072491,95
21-09-2025,NSE:YATRA,EQ,2373.36,34.3,6.16,152.43,0.12,-8.09,-0.56,-1.05,42.77,52.8,24.37,10.21,0,0,-1,-1,-1,-1,-7.48,-7.48,-7.48,84.05,96.46,131.02,-2.51,40.87,40.75,22.71,12.26,1.207152,96,-2.51,42.93,7.18,-48.46,-14.94,1.067722,94
21-09-2025,NSE:PFOCUS,EQ,5687.96,31.07,4.26,184.02,-2.96,-2.65,13.94,9.67,37.56,45.7,31.25,21.05,0,9.65,0,-1,-1,-1,-3.81,-3.81,-3.81,62.75,104.9,104.9,8.21,35.66,33.65,29.59,23.1,1.202468,96,8.21,30.44,2.69,-14.82,-11.05,1.05369,91
21-09-2025,NSE:IMFA,EQ,5762.3,1.57,3.97,1070.95,-1.54,3.73,8.88,22.22,33.59,41.1,13.6,37.49,0,0,0,0,-1,-1,-1.54,-1.54,-1.54,50.69,87.26,87.26,20.76,31.69,29.05,11.94,39.54,1.199292,95,20.76,14.18,0.95,-34.89,31.44,1.068517,94
21-09-2025,NSE:NESCO,EQ,10746.55,1.23,4.11,1533.2,3.88,-0.27,7.27,4.71,33.03,41.25,33.68,37.01,0,0,-1,-1,0,-1,-2.85,-2.85,-2.85,50.56,70.93,76.23,3.25,31.13,29.2,32.02,39.06,1.198312,95,3.25,29.28,1.92,-1.08,8.81,1.064688,94
21-09-2025,NSE:ANANDRATHI,EQ,25154.42,1.12,2.39,3042,-0.77,2.13,3.29,8.07,32.06,43.96,30.7,34.99,0,0,-1,0,-1,-1,-0.77,-0.77,-0.77,46.98,80.8,84.05,6.61,30.16,31.91,29.04,37.04,1.19829,95,6.61,25.66,7.15,-11.85,9.96,1.061327,93
21-09-2025,NSE:LTF,EQ,61821.78,65.68,2.02,246.7,-0.27,4.76,6.56,12.23,22.96,42.19,42.48,28.97,0,0,0,0,-1,-1,-0.27,-0.27,-0.27,27.63,68.63,88.48,10.77,21.06,30.14,40.82,31.02,1.194364,95,10.77,11.79,14.61,12.3,-19.7,1.04955,90
21-09-2025,NSE:SIRCA,EQ,2680.15,4.95,2.83,489.7,0.29,4.86,4.48,8.27,22.77,51.04,31.87,30.14,0,0,-1,-1,0,-1,0,0,0,32.28,103.03,104.25,6.81,20.87,38.99,30.21,32.19,1.19326,95,6.81,15.37,26.26,-27.37,1.25,1.058218,92
21-09-2025,NSE:MOSCHIP,EQ,5160.43,137.33,7.53,269.76,3.35,5.35,8.26,37.27,35.08,44.48,NA,NA,62.72,0,0,-1,-1,-1,-0.21,-0.21,NA,72.56,93.92,NA,35.81,33.18,32.43,0,0,1.192532,95,35.81,-3.93,4.14,111.8,3.78,1.084276,96
21-09-2025,NSE:YATHARTH,EQ,7481.43,6.44,3.85,776.45,-1.62,0.8,-0.64,5.94,33.79,49.5,22.07,28.29,0,0,-1,-1,0,-1,-3.16,-3.16,-3.16,55.18,92.81,116.37,4.48,31.89,37.45,20.41,30.34,1.192467,95,4.48,29.17,13.38,-42.51,11.75,1.062826,93
21-09-2025,NSE:MBAPL,EQ,3773.22,1.9,3.68,430.2,0.20,2.6,3.25,-2.79,12.75,29.56,49.65,49.54,0,0,-1,-1,-1,-1,-5.91,-5.91,-5.91,6.74,69,112.95,-4.25,10.85,17.51,47.99,51.59,1.192164,95,-4.25,14.68,8.91,40.33,3.55,1.073927,95
21-09-2025,NSE:IOLCP,EQ,3501.78,96.84,5.42,119.93,0.91,3.48,19.19,18.24,28.06,48.76,30.08,14.93,0,0,-1,-1,-1,-1,0,0,0,35.44,102.07,102.07,16.78,26.16,36.71,28.42,16.98,1.19138,95,16.78,11.57,18.43,-24.65,-17.89,1.043007,88
21-09-2025,NSE:PARADEEP,EQ,14759.53,86.5,5.19,179.67,5.76,5.01,-11.87,-19.54,7.88,49.88,37.03,51.52,0,0,-1,-1,-1,-1,-22.41,-22.41,-22.41,13.8,98.4,118.68,-21,5.98,37.83,35.37,53.57,1.189207,95,-21,22.5,35.25,-13.83,26.79,1.094074,97
21-09-2025,NSE:RELTD,EQ,3285.4,2.03,5.14,182.64,1.77,13.1,20.21,21.48,26.89,38.57,23.14,37.24,0,0,-1,-1,-1,-1,0,0,0,43.34,87.88,87.88,20.02,24.99,26.52,21.48,39.29,1.186685,95,20.02,6.45,5.62,-13.31,22.12,1.058789,93
21-09-2025,NSE:MAHKTECH,EQ,556.92,11.71,1.13,28.74,3.98,6.61,10.23,13.67,24.08,10.44,34.38,53.86,0,0,-1,-1,-1,-1,0,0,0,34.93,54.02,116.09,12.21,22.18,-1.61,32.72,55.91,1.18382,94,12.21,11.61,-28.32,38.53,33.47,1.086613,97
21-09-2025,NSE:HNGSNGBEES,EQ,1246.56,2.67,2.64,526.07,1.72,1.68,8.3,16.13,27.98,15.99,34.31,46.23,0,0,-1,0,-1,-1,0,0,0,38.92,51.15,86.99,14.67,26.08,3.94,32.65,48.28,1.180276,94,14.67,13.68,-26.99,33.6,21.93,1.072562,95
21-09-2025,NSE:MANAKCOAT,EQ,1395.51,1.66,4.49,139.2,1.05,0.31,-4.68,-7.62,7.64,45.22,26.49,54.71,0,0,-1,-1,-1,-1,-16.59,-16.59,-16.59,7.61,82.97,140.04,-9.08,5.74,33.17,24.83,56.76,1.17673,94,-9.08,13.74,30.33,-22.37,42.16,1.095655,97
21-09-2025,NSE:GOKULAGRO,EQ,5974.03,5.85,4.43,404.6,2.90,10.58,18.25,17.67,27.84,46.86,12.33,27.27,0,8.87,-1,0,-1,-1,0,0,0,39.52,83.96,99.8,16.21,25.94,34.81,10.67,29.32,1.173612,94,16.21,11.91,16.01,-53.18,20.82,1.056144,92
21-09-2025,NSE:HBLENGINE,EQ,23256.66,19.86,3.95,838.35,-2.33,-4.17,-2.88,5.53,31.01,50.05,16.31,23.31,0,0,-1,-1,-1,-1,-7.82,-7.82,-7.82,49.97,82.31,106.29,4.07,29.11,38,14.65,25.36,1.172012,94,4.07,26.53,17.25,-55.75,12.15,1.057838,92
21-09-2025,NSE:GODFRYPHLP,EQ,54546.82,18.13,5.62,3525,0.97,4.15,-4.71,-4.62,24.26,41.36,44.28,22.12,0,0,-1,-1,-1,-1,-5.06,-5.06,-5.06,32.5,73.69,149.74,-6.08,22.36,29.31,42.62,24.17,1.168119,94,-6.08,27.17,12.22,16.78,-35.98,1.050346,90
21-09-2025,NSE:HLEGLAS,EQ,3445.39,4.3,5.3,523,1.68,0.33,-5.12,-2.33,18.95,55.73,23.94,22.98,0,0,-1,-1,-1,-1,-8.86,-8.86,-8.86,28.34,125.88,133.51,-3.79,17.05,43.68,22.28,25.03,1.167487,94,-3.79,20.36,35.03,-60.01,2.52,1.06459,94
21-09-2025,NSE:ABDL,EQ,15431.61,4.24,3.11,549.65,-0.14,0.72,8.91,4.96,23.11,42.66,28.18,34.51,0,0,-1,-1,0,-1,-2.6,-2.6,-2.6,29.62,79.92,83.37,3.5,21.21,30.61,26.52,36.56,1.164154,94,3.5,18.65,15.08,-13.46,12.6,1.054908,91
21-09-2025,NSE:HYUNDAI,EQ,226292.7,8.53,3.61,2809.3,3.25,8.85,9.53,11.43,28.59,43.75,35.06,NA,0,0,-1,0,-1,-1,0,0,NA,40.49,77.44,NA,9.97,26.69,31.7,33.4,0,1.162616,94,9.97,18.93,10.89,-3.65,103.78,1.057478,92
21-09-2025,NSE:NAVA,EQ,20333.64,10.75,3.58,717.3,0.38,1.88,5.39,16.72,21.01,41.34,28.5,22.79,0,0,-1,-1,-1,-1,0,0,0,25.57,66.64,97.01,15.26,19.11,29.29,26.84,24.84,1.158219,94,15.26,4.71,15.38,-10.08,-4.2,1.040391,86
21-09-2025,NSE:CAMLINFINE,EQ,4280.65,3.46,4.97,229.75,0.73,2.12,11.29,8.73,-31.27,25.83,47.59,53.1,0,0,-1,-1,-1,-1,-29.85,-29.85,-29.85,14.17,72.19,143.56,7.27,-33.17,13.78,45.93,55.15,1.158213,94,7.27,-44.26,33.15,41.13,14.29,1.085781,97
21-09-2025,NSE:CHOICEIN,EQ,16658.1,4.66,1.96,809.65,-1.29,-0.96,2.85,1.57,12.99,39.89,31.92,43.19,0,0,-1,-1,-1,1,-1.86,-1.86,-1.86,17.21,67.3,79.58,0.11,11.09,27.84,30.26,45.24,1.157965,94,0.11,11.16,20.57,-1.46,20.33,1.061616,93
21-09-2025,NSE:HUBTOWN,EQ,4420.58,10.41,3.53,325.35,1.51,-2.26,-0.43,-2.97,37.05,46,12.49,20.12,0,0,-1,-1,-1,-1,-10.53,-10.53,-10.53,56.64,95.55,95.55,-4.43,35.15,33.95,10.83,22.17,1.157102,93,-4.43,38.42,3.88,-50.26,12.49,1.063439,93
21-09-2025,NSE:KMEW,EQ,2705.65,1.44,6.44,2509.3,0.08,13.08,30.26,25.93,32.95,40.5,11.24,NA,0,0,-1,-1,-1,-1,0,0,NA,61.19,90.78,NA,24.47,31.05,28.45,9.58,0,1.157039,93,24.47,9.05,0.9,-37.38,103.78,1.038543,84
21-09-2025,NSE:ACL,BE,885.68,1.35,4.52,96.09,-2.00,3.83,-9.02,24.95,30.79,41.07,12.6,4.23,49.95,0,-1,0,-1,-1,-8.28,-8.28,-8.28,55.54,95.54,95.54,23.49,28.89,29.02,10.94,6.28,1.15531,93,23.49,7.35,4.49,-36.5,-5.81,1.031748,80
21-09-2025,NSE:SUBROS,EQ,6569.24,1.44,4.21,1004.7,-1.71,8.38,5.02,14.16,8.38,44.17,35.74,23.2,0,0,-1,-1,-1,-1,-2.56,-2.56,-2.56,27.56,81.24,85.28,12.7,6.48,32.12,34.08,25.25,1.15385,93,12.7,-7.18,28.71,-3.3,-15.73,1.044537,88
21-09-2025,NSE:ACUTAAS,EQ,12075.67,3.01,2.92,1458.1,-0.88,1.1,-1.13,4.06,22.35,22.56,29.66,47.19,0,0,-1,-1,-1,-1,-3.05,-3.05,-3.05,34.21,36.74,97.56,2.6,20.45,10.51,28,49.24,1.15196,93,2.6,18.62,-10.08,20.97,28.7,1.068118,94
21-09-2025,NSE:STLTECH,EQ,6062.83,23.25,4.85,123.9,0.58,3.41,11.23,-4.04,14.49,52,27.73,22.16,0,0,-1,-1,-1,-1,-9.94,-9.94,-9.94,24.05,123.4,123.4,-5.5,12.59,39.95,26.07,24.21,1.147429,93,-5.5,17.36,33.52,-38.77,-3.93,1.055295,91
