Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_1M,HighMomo_10D,6EMA_10D,10EMA_21D,21EMA_50D,50SMA_65D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
21-09-2025,NSE:ENDURANCE,EQ,40678.29,1.69,3.4,2879.5,-1.11,0.43,-3.07,0.76,10.54,33.33,21.69,15.29,0,0,-1,-1,-1,-1,-5.32,-5.32,-5.32,16.27,59.89,68.33,-0.7,8.64,21.28,20.03,17.34,1.079674,81,-0.7,9.42,15.13,-5.66,-4.38,1.025313,77
21-09-2025,NSE:MCX,EQ,40933.84,5.05,2.7,8051.5,0.66,4.01,5.54,-2.14,-0.42,36.48,16.16,30.54,0,0,-1,-1,-1,-1,-11.14,-11.14,-11.14,8.95,61.37,78.11,-3.6,-2.32,24.43,14.5,32.59,1.079437,81,-3.6,1.25,26.4,-20.2,20.93,1.044114,88
21-09-2025,NSE:ASHOKLEY,EQ,82845.08,157.62,2.56,140.89,1.54,4.83,7.18,5.53,16.55,27.7,18.08,13.48,0,0,0,-1,-1,-1,0,0,0,22.07,42.61,43.68,4.07,14.65,15.65,16.42,15.53,1.079096,81,4.07,11.22,3.01,-1.5,-1.83,1.022502,75
21-09-2025,NSE:AARTIDRUGS,EQ,4791.68,1.99,3.43,525.35,1.68,2.99,10.32,9.01,16.12,32.95,16.79,-0.83,0,0,-1,-1,-1,-1,-3.61,-3.61,-3.61,21.36,63.28,63.28,7.55,14.22,20.9,15.13,1.22,1.078933,81,7.55,7.37,9.71,-12.3,-17.39,1.014293,68
21-09-2025,NSE:MSUMI,EQ,32150.3,121.42,3.5,48.46,-0.04,-3.36,6.79,11.51,17.6,29.07,14.21,3.8,0,0,-1,0,-1,-1,-3.25,-3.25,-3.25,30.62,44.66,54.66,10.05,15.7,17.02,12.55,5.85,1.07876,81,10.05,6.43,3.57,-9.15,-8.36,1.015824,69
21-09-2025,NSE:STARCEMENT,EQ,11341.8,4.81,3.79,273.45,1.22,0.48,-6.89,-5.6,22.71,21.9,16.77,24.1,0,0,-1,-1,-1,-1,-8.47,-8.47,-8.47,30.38,30.83,58.42,-7.06,20.81,9.85,15.11,26.15,1.078588,81,-7.06,26.37,-11.41,5.24,12.59,1.039544,85
21-09-2025,NSE:TANLA,EQ,9946.3,9.05,3.2,753.7,7.73,7.71,12.61,16.07,13.38,41.24,7.2,-25.75,0,0,-1,-1,-1,-1,0,0,-20.48,25.17,73.52,78.2,14.61,11.48,29.19,5.54,-23.7,1.078571,81,14.61,-3.64,21.81,-46.11,-31.73,1.009244,62
21-09-2025,NSE:DIXON,EQ,110425.33,2.32,1.71,18177,-0.84,0.41,1.77,7.16,22.72,25.89,-4.2,23.03,0,0,0,-1,-1,-1,-0.84,-0.84,-4.03,28.32,44.77,44.77,5.7,20.82,13.84,-5.86,25.08,1.078378,81,5.7,16.32,-6.24,-28.81,29.91,1.039264,85
21-09-2025,NSE:HARIOMPIPE,EQ,1718.68,3.5,4.26,550.15,1.79,11.74,11.8,8.29,30.15,37.1,-4.08,-34.17,0,0,-1,-1,-1,-1,0,0,-30.56,45.16,65.04,69.77,6.83,28.25,25.05,-5.74,-32.12,1.076839,80,6.83,23.39,-0.4,-53.67,-25.13,1.0081,60
21-09-2025,NSE:PENIND,EQ,3385.8,6.72,4.23,250.31,1.61,2.86,1.16,-5.08,11.84,25.96,17.45,30.46,0,0,-1,-1,-1,-1,-4.83,-4.83,-4.83,17.65,45.65,73.75,-6.54,9.94,13.91,15.79,32.51,1.075315,80,-6.54,15.66,5.66,0.3,19.54,1.039085,85
21-09-2025,NSE:CUMMINSIND,EQ,113347.08,4.41,1.85,4080.4,-0.50,1.23,3.52,6.42,19.82,28.2,13.15,6.44,0,0,0,-1,0,-1,-1.09,-1.09,-1.09,25.13,50.5,51.67,4.96,17.92,16.15,11.49,8.49,1.074813,80,4.96,13.88,0.1,-9.17,-3.94,1.01859,71
21-09-2025,NSE:SACHEEROME,SM,510.55,1.16,6.58,228.35,-0.20,7.31,12.61,20.95,31.92,NA,NA,NA,0,0,-1,-1,-1,1,-4.54,NA,NA,55.02,NA,NA,19.49,30.02,0,0,0,1.074319,80,19.49,13.44,89.65,11.8,3.78,1.052714,91
21-09-2025,NSE:AADHARHFC,EQ,23384.27,6.14,2.58,539.15,0.11,6.03,4.75,4.39,18.85,20.63,20.25,13.46,0,0,-1,-1,-1,-1,0,0,0,24.16,33.7,48.06,2.93,16.95,8.58,18.59,15.51,1.073967,80,2.93,14.69,-8.17,11.33,-4.74,1.023125,75
21-09-2025,NSE:FLAIR,EQ,3388.46,1.62,3.9,320.7,-1.94,-0.83,-0.19,4.8,22.08,36.57,0.58,-1.92,0,0,-1,-1,-1,-1,-9.11,-9.11,-9.11,29.68,45.26,62.51,3.34,20.18,24.52,-1.08,0.13,1.07384,80,3.34,17.71,8.25,-44.95,1.27,1.019951,73
21-09-2025,NSE:SARDAEN,EQ,20261.92,13.43,4.08,573.65,0.89,-2.83,0.74,-4.51,24.81,3.01,16.86,31.76,0,0,-1,-1,-1,-1,-8.38,-8.38,-8.38,35.33,37.22,40.98,-5.97,22.91,-9.04,15.2,33.81,1.07377,80,-5.97,27.61,-39.34,26.08,21.71,1.054067,91
21-09-2025,NSE:BSE,EQ,88948.37,47.31,3.17,2182.6,-0.71,-0.85,-6.28,-15.6,-23.16,36.67,12.52,47.59,0,0,-1,-1,-1,-1,-22.61,-27.38,-27.38,4.12,49.07,96.41,-17.06,-25.06,24.62,10.86,49.64,1.073493,80,-17.06,-6.98,38.23,-26.33,43.87,1.083566,96
21-09-2025,NSE:MFSL,EQ,53872.42,5.43,2.18,1561.7,0.41,-1.6,-1.01,-5.24,-2.15,31.11,26.65,27.42,0,0,-1,-1,-1,-1,-5.88,-5.88,-5.88,6.06,41.69,58.31,-6.7,-4.05,19.06,24.99,29.47,1.073357,80,-6.7,2.5,22.21,5.32,4.82,1.034719,82
21-09-2025,NSE:DDEVPLSTIK,EQ,3621.68,2.86,3.75,348,0.27,-0.47,8.41,6.78,21.71,34.83,NA,NA,0,0,-1,-1,-1,-1,-0.77,-0.77,NA,34.78,48.26,NA,5.32,19.81,22.78,0,0,1.073103,80,5.32,15.57,6.41,111.8,3.78,1.04998,90
21-09-2025,NSE:LANDMARK,EQ,2578.7,1.27,4.2,627.05,-3.34,-1.81,-0.54,13.47,16.12,34.56,-3.43,4.37,0,0,-1,-1,-1,-1,-4.16,-4.16,-9.19,31.44,66.79,66.79,12.01,14.22,22.51,-5.09,6.42,1.072789,80,12.01,2.62,11.64,-46.25,11.32,1.02149,74
21-09-2025,NSE:INTELLECT,EQ,14715.92,4.32,3.48,1061.15,2.03,3.69,14.57,6.92,-1.57,38.28,21.1,6.28,0,0,-1,-1,-1,-1,-11.4,-13.58,-13.58,17.59,73.29,73.29,5.46,-3.47,26.23,19.44,8.33,1.072647,80,5.46,-9.56,28.88,-16.03,-15,1.023876,76
21-09-2025,NSE:IRMENERGY,EQ,1463.78,12.75,4.47,360.1,-4.42,23.76,22.35,22.44,20.44,30.87,-3.46,-23.94,42.75,14.13,-1,-1,-1,-1,-4.42,-4.42,-22.7,36.17,38.15,50.54,20.98,18.54,18.82,-5.12,-21.89,1.072522,79,20.98,-3.02,2.76,-37.85,-16.02,1.004255,54
21-09-2025,NSE:KOLTEPATIL,EQ,4127.17,1.71,3.7,466.55,2.27,0.32,0.45,13.76,5.97,27.03,18.82,10.72,0,0,-1,-1,-1,-1,-5.25,-5.25,-5.25,15.96,44.44,86.69,12.3,4.07,14.98,17.16,12.77,1.072173,79,12.3,-9.47,12.05,0.55,-6.2,1.018637,71
21-09-2025,NSE:TRANSRAILL,EQ,10724.37,16.87,3.73,799.3,1.11,1.92,4.57,1.19,22.41,37.11,NA,NA,0,0,-1,-1,-1,2,-0.73,-0.73,NA,28.3,80.98,NA,-0.27,20.51,25.06,0,0,1.071864,79,-0.27,21.04,8.6,111.8,3.78,1.055583,91
21-09-2025,NSE:VARROC,EQ,9671.38,3.37,3.53,633,0.64,4.97,4.88,12.61,10.92,32.93,2.68,11.89,0,0,-1,-1,-1,-1,-1.47,-1.47,-1.47,24,57.89,57.89,11.15,9.02,20.88,1.02,13.94,1.071446,79,11.15,-2.37,14.36,-33.31,13.24,1.024469,76
21-09-2025,NSE:POLYCAB,EQ,113710.32,2.01,1.67,7549,1.46,3.9,4.25,5.18,20.51,31.17,0.87,10.92,0,0,-1,-1,0,-1,0,0,0,20.03,52.98,61.32,3.72,18.61,19.12,-0.79,12.97,1.071294,79,3.72,15.73,3.06,-32.22,13.92,1.025656,77
21-09-2025,NSE:KIMS,EQ,29826.36,2.96,2.5,744.6,0.58,-1.91,0.22,-1.87,15.05,22.06,19.94,22.87,0,0,-1,-1,-1,-1,-5.67,-5.67,-5.67,19.37,30.88,46.45,-3.33,13.15,10.01,18.28,24.92,1.071257,79,-3.33,16.17,-2.1,9.08,7.45,1.030449,79
21-09-2025,NSE:STEELCAS,EQ,2315.96,2.38,5.65,229.33,2.30,7.4,6.39,4.53,5.39,14.01,22.59,32.11,0,0,-1,-1,-1,-1,-8.1,-8.1,-8.1,11.99,49.58,55.5,3.07,3.49,1.96,20.93,34.16,1.07093,79,3.07,0.46,-1.23,21.78,16.07,1.035491,82
21-09-2025,NSE:HEMIPROP,EQ,4863.52,19.49,4.65,170.48,0.29,-1.56,-3.38,18.51,21.41,30.68,-5.11,-13.05,0,0,-1,-1,-1,-1,-4.35,-4.35,-17.69,36.62,48.81,48.81,17.05,19.51,18.63,-6.77,-11,1.070875,79,17.05,3.12,1.45,-39.85,-3.77,1.009104,62
21-09-2025,NSE:ANURAS,EQ,12307,2.9,2.72,1078,-0.81,-2.26,-3.02,-6.52,-5.15,26.77,30.9,29.07,0,0,-1,-1,-1,-1,-7.4,-7.4,-7.4,0,53.45,71.59,-7.98,-7.05,14.72,29.24,31.12,1.0707,79,-7.98,0.85,20.01,17.44,1.13,1.034854,82
21-09-2025,NSE:FIEMIND,EQ,5361.31,2.11,4.42,2042,-0.54,-5.2,-0.04,-1.99,7.5,33.82,19.78,15.26,0,0,-1,-1,-1,-1,-6.86,-6.86,-6.86,12.99,57.38,57.38,-3.45,5.6,21.77,18.12,17.31,1.070125,79,-3.45,8.87,18.1,-9.4,-1.86,1.025319,77
21-09-2025,NSE:M&M,EQ,447782.3,31.18,2.34,3592.1,-1.38,0.06,0.86,5.47,11.35,22.29,15.33,23.24,0,0,-1,-1,-1,-1,-2.95,-2.95,-2.95,16.88,44.19,44.19,4.01,9.45,10.24,13.67,25.29,1.06952,79,4.01,5.78,1.99,2.84,13.12,1.027822,78
21-09-2025,NSE:DATAPATTNS,EQ,15947.03,2.95,4.03,2860.2,0.93,5.22,13.4,10.49,-3.41,42.3,8.86,3.86,0,0,-1,-1,-1,-1,-5.46,-9.81,-9.81,19.04,75.73,102.62,9.03,-5.31,30.25,7.2,5.91,1.068833,79,9.03,-15.97,33.86,-46.16,-1.7,1.030607,80
21-09-2025,NSE:KRBL,EQ,9028.56,14.1,4.8,395.45,-1.71,-12.3,-15.3,-18.79,13.43,33.14,22.52,18.54,0,0,-1,-1,-1,-1,-18.82,-18.82,-18.82,18.79,47.01,59.3,-20.25,11.53,21.09,20.86,20.59,1.068144,78,-20.25,26.68,12.42,-4.09,-1.36,1.036324,83
21-09-2025,NSE:TOLINS,EQ,734.47,13.29,7.36,186.26,-3.30,-3.55,14.24,22.55,17.21,37.5,-17.38,-28.53,0,0,-1,-1,-1,-1,-5.03,-5.03,-24.58,30.06,62.09,68.88,21.09,15.31,25.45,-19.04,-26.48,1.067935,78,21.09,-7.33,14.15,-75.99,-5.72,1.008774,62
21-09-2025,NSE:PRICOLLTD,EQ,6557.22,5.87,3.45,539.85,-1.06,4.02,8.87,16.96,19.65,20.98,-2.61,9.81,0,0,0,0,-1,-1,-1.06,-1.06,-6.28,29.72,31.4,35.69,15.5,17.75,8.93,-4.27,11.86,1.067927,78,15.5,2.81,-8.7,-18.05,15.88,1.02085,73
21-09-2025,NSE:AVONMORE,EQ,576.22,4.7,5.83,20.31,0.54,-6.3,4.33,2.31,12.9,15.31,22.5,23.02,0,0,-1,-1,-1,-1,-6.58,-13.09,-29.18,17.33,23.39,57.27,0.85,11,3.26,20.84,25.07,1.067791,78,0.85,10.4,-7.58,20.29,4.44,1.02871,79
21-09-2025,NSE:MAMATA,EQ,1217.35,16.43,4.51,499.4,4.15,9.89,19.11,15.69,16.44,29.86,NA,NA,0,0,-1,-1,-1,-1,-5.01,-5.01,NA,26.62,49.88,NA,14.23,14.54,17.81,0,0,1.067764,78,14.23,0.45,5.71,111.8,3.78,1.040559,87
21-09-2025,NSE:ARIHANTCAP,EQ,1124.42,4.95,4.09,107.74,-1.25,-4.97,3.16,-1.72,30.38,30.65,-0.24,-9,0,0,-1,-1,0,-1,-6.85,-6.85,-9.81,44.79,70.69,81.08,-3.18,28.48,18.6,-1.9,-6.95,1.06737,78,-3.18,31.11,-9.96,-32.74,-4.96,1.022314,74
21-09-2025,NSE:STAR,EQ,8065.11,2.52,3.38,871,-0.54,-4.45,-2.22,-0.7,5.07,27.27,20.76,23.1,0,0,-1,-1,-1,-1,-8.75,-8.75,-8.75,9.18,51.27,52.65,-2.16,3.17,15.22,19.1,25.15,1.06675,78,-2.16,5.29,13.03,2.85,6.73,1.027975,79
21-09-2025,NSE:NSLNISP,EQ,13770.92,98.69,3.55,46.92,3.87,1.3,9.51,14.62,20.16,28.47,5.03,-13.13,0,0,-1,-1,-1,-1,0,0,-13.42,31.58,42.01,42.01,13.16,18.26,16.42,3.37,-11.08,1.066426,78,13.16,6.05,0.06,-20.98,-15.34,1.00607,57
21-09-2025,NSE:ARVINDFASN,EQ,7528.57,3.09,2.67,564.65,0.05,2,4.13,8.32,13.08,35.27,8.76,-4.51,0,0,0,-1,-1,-1,-0.35,-0.35,-10.94,25.19,55.29,55.29,6.86,11.18,23.22,7.1,-2.46,1.0657,78,6.86,4.75,15.18,-29.16,-10.76,1.012695,66
21-09-2025,NSE:SEQUENT,EQ,5038.09,7.45,3.08,200.64,1.03,9.04,8.39,11.76,6.75,30.63,9.34,11.27,0,0,-1,-1,-1,-1,0,0,-13.6,19.4,58.38,58.38,10.3,4.85,18.58,7.68,13.32,1.065603,78,10.3,-6.12,15.26,-18.89,5.91,1.020604,73
21-09-2025,NSE:MTARTECH,EQ,5507.5,3.43,3.7,1798.3,1.47,6.66,21.7,16.68,4.54,30.56,11.75,2.24,0,9.56,-1,-1,-1,-1,0,0,-0.53,28.82,44.02,46.38,15.22,2.64,18.51,10.09,4.29,1.065536,78,15.22,-15.01,16.91,-15.29,-6.99,1.015419,69
21-09-2025,NSE:TARIL,EQ,16057.37,7.2,2.7,533.8,2.60,6.68,5.65,6.97,7.67,21.02,-9.04,38.17,0,0,-1,-1,-1,-1,-4.49,-7.04,-13.85,13.74,20.55,76.1,5.51,5.77,8.97,-10.7,40.22,1.06479,77,5.51,0.32,4.11,-26.26,47.07,1.057667,92
21-09-2025,NSE:INDORAMA,EQ,1409.75,1.02,4.59,53.15,-1.06,-0.98,1.79,-4.42,13.6,35.54,18.44,-0.7,0,0,-1,-1,-1,-1,-6.28,-6.28,-6.28,15.54,57.25,61.35,-5.88,11.7,23.49,16.78,1.35,1.064615,77,-5.88,16.82,15.04,-14.73,-19.68,1.017418,70
21-09-2025,NSE:ACMESOLAR,EQ,17907.57,20.55,4.13,295,-2.91,-8.07,-0.44,1.53,16.05,32.25,12.53,NA,0,0,-1,-1,0,-1,-7.47,-7.47,NA,20.11,54.88,NA,0.07,14.15,20.2,10.87,0,1.062774,77,0.07,14.31,8.95,-17.32,103.78,1.024207,76
21-09-2025,NSE:BHARATSE,EQ,969.32,2.91,6.33,153.97,4.74,-9.61,-4.13,12.07,33.35,NA,NA,NA,0,0,-1,-1,-1,-1,-10.51,NA,NA,53.01,NA,NA,10.61,31.45,0,0,0,1.062468,77,10.61,23.76,89.65,11.8,3.78,1.056501,92
21-09-2025,NSE:DBL,EQ,9210.62,5.13,3.67,565.8,-1.34,3.16,17.76,14.42,13.72,20.62,13.73,1.71,0,0,-1,-1,-1,-1,-1.68,-1.68,-1.68,23.34,34.79,49.86,12.96,11.82,8.57,12.07,3.76,1.061657,77,12.96,-1.27,-2.35,3.13,-10.16,1.010946,64
21-09-2025,NSE:MCLOUD,EQ,4821.84,38.45,3.46,82.64,0.55,5.89,3.35,-5.51,8.47,45.73,NA,NA,0,0,-1,-1,-1,-1,-15.08,-15.08,NA,13.84,76.09,NA,-6.97,6.57,33.68,0,0,1.061541,77,-6.97,12.81,30.36,111.8,3.78,1.072057,95
21-09-2025,NSE:CUB,EQ,15706.53,21.04,2.74,211.91,2.13,3.56,5.59,-0.78,9.95,27.23,13.94,20.12,0,0,-1,-1,-1,-1,-8.07,-8.07,-8.07,10.58,37.54,44.75,-2.24,8.05,15.18,12.28,22.17,1.06141,77,-2.24,10.21,8.85,-6.47,10.96,1.026441,78
21-09-2025,NSE:BDL,EQ,59749.69,17.37,2.86,1631.6,1.33,3.99,11.53,6.26,-16.57,30.94,21.53,24.82,0,0,-1,-1,-1,-1,-17.81,-19.05,-19.05,14.59,36.19,76.03,4.8,-18.47,18.89,19.87,26.87,1.061314,77,4.8,-24.79,30.41,-1.83,7.98,1.036296,83
21-09-2025,NSE:MOTILALOFS,EQ,57026.93,8.1,2.94,944.7,2.35,2.83,7.58,-1.65,12.61,35.58,-4.48,19.18,0,0,-1,-1,-1,-1,-1.62,-1.62,-8.25,13.23,67.01,67.01,-3.11,10.71,23.53,-6.14,21.23,1.06116,77,-3.11,13.59,15.93,-50.38,26.43,1.037415,83
21-09-2025,NSE:CHENNPETRO,EQ,11071.56,8.26,2.91,742.4,-0.33,1.02,5.39,11.17,14.74,24.58,21.11,-18.01,0,0,0,-1,-1,-1,-5.69,-5.69,-21.31,18.4,29.48,64.39,9.71,12.84,12.53,19.45,-15.96,1.060608,77,9.71,3.58,1.19,7.19,-45.8,1.003119,53
21-09-2025,NSE:MAHLOG,EQ,3577.45,1.35,2.68,362.85,0.96,7.7,11.62,11.42,18.22,33.36,3.22,-20.9,0,0,-1,-1,-1,-1,-3.9,-3.9,-21.46,23.39,51.96,63.95,9.96,16.32,21.31,1.56,-18.85,1.060504,77,9.96,7.23,8.17,-33.42,-21.15,1.003635,53
21-09-2025,NSE:PSPPROJECT,EQ,3119.81,1.73,3.6,783.75,-1.73,0.18,9.89,16.31,6.32,19.93,13.4,11.22,0,0,0,-1,-1,-1,-6.05,-6.05,-6.05,20.91,24.65,32.72,14.85,4.42,7.88,11.74,13.27,1.060381,77,14.85,-12.37,4.18,3.65,1.26,1.016917,70
21-09-2025,NSE:EIDPARRY,EQ,19108.97,2,2.92,1066.3,-2.54,-0.59,-4.36,-8.38,10.42,30.47,13.09,21.57,0,0,-1,-1,-1,-1,-13.74,-13.74,-13.74,9.83,44.49,61.57,-9.84,8.52,18.42,11.43,23.62,1.059832,76,-9.84,16.91,12.03,-13.19,13.54,1.031864,80
21-09-2025,NSE:IRISDOREME,BE,605.25,1.16,3.95,31.8,0.03,1.67,-0.66,-3.36,3.33,29.18,24.52,14.04,0,0,-1,-1,-1,-1,-9.35,-9.35,-9.35,4.33,48.04,92.07,-4.82,1.43,17.13,22.86,16.09,1.059768,76,-4.82,6.04,16.39,5.22,-10.11,1.02143,74
21-09-2025,NSE:NAVNETEDUL,EQ,3679.36,6.85,3.76,163.09,2.40,5.94,4.57,13.8,13.94,17.8,12.43,6.38,0,0,-1,-1,-1,-1,0,0,0,19.59,22.16,26.4,12.34,12.04,5.75,10.77,8.43,1.059542,76,12.34,-0.27,-5.87,5.27,-3.14,1.013565,67
21-09-2025,NSE:RUSHIL,EQ,933.36,38.59,9.44,31.81,2.68,6.07,12.51,26.41,11.16,27.38,-8.49,-15.97,0,0,-1,-1,-1,-1,-4.1,-4.1,-17.48,47.68,52.71,52.71,24.95,9.26,15.33,-10.15,-13.92,1.059181,76,24.95,-21.16,7.91,-37.59,-3.12,1.008634,61
21-09-2025,NSE:MSPL,EQ,2156.66,17.87,5.24,38.13,0.32,1.55,18.59,15.53,29.03,28.82,-23.42,-29.53,26.08,0,-1,-1,-1,-1,-6.22,-6.22,-39.66,42.12,56.66,69.62,14.07,27.13,16.77,-25.08,-27.48,1.058657,76,14.07,15.55,-10.65,-61.6,-1.17,1.005389,56
21-09-2025,NSE:MODEFENCE,EQ,827.08,24.66,2.6,91.42,0.56,3.22,9.58,7.71,-6.48,30.65,15.87,18.51,0,0,-1,-1,-1,-1,-8.41,-8.41,-8.41,12.41,37.39,62.76,6.25,-8.38,18.6,14.21,20.56,1.057884,76,6.25,-15.81,24.52,-9.51,6.91,1.027134,78
21-09-2025,NSE:BELRISE,EQ,13978.22,112.38,4.14,157,1.70,8.11,12.98,5.56,35.05,NA,NA,NA,0,0,-1,-1,0,-1,0,NA,NA,60.02,NA,NA,4.1,33.15,0,0,0,1.057651,76,4.1,30.79,89.65,11.8,3.78,1.063545,94
21-09-2025,NSE:MON100,EQ,10789.39,6.93,1.57,213.92,0.23,3.21,4.24,4.88,15.64,17.17,0.46,25.72,0,0,-1,-1,0,-1,0,0,-3.11,17.31,30.97,35.84,3.42,13.74,5.12,-1.2,27.77,1.056934,76,3.42,10.87,-8.54,-8.36,29.15,1.034228,81
21-09-2025,NSE:SHALBY,EQ,2630.04,11.37,4.1,240.57,2.23,5.85,8.78,17.81,23.91,16.46,2.14,-19.2,0,0,-1,-1,-1,-1,0,0,-15.97,33.22,33.61,33.61,16.35,22.01,4.41,0.48,-17.15,1.056275,76,16.35,6.98,-20.14,-5.34,-18.02,1.002532,52
21-09-2025,NSE:LALPATHLAB,EQ,28667.98,1.52,3.1,3473.5,5.73,3.73,6.45,0.65,16.16,27.1,12.86,3.76,0,0,-1,-1,0,-1,0,0,-3.66,26.9,44.77,50.34,-0.81,14.26,15.05,11.2,5.81,1.05613,76,-0.81,15.17,2.7,-7.74,-6.66,1.015134,68
21-09-2025,NSE:CENTRUM,EQ,1550.14,2.47,4.38,36.91,-1.86,2.11,0.16,-2.52,16.17,34.98,3.01,2.74,0,0,-1,-1,-1,-1,-9.6,-9.6,-9.6,18.76,60.13,60.27,-3.98,14.27,22.93,1.35,4.79,1.055801,76,-3.98,17.79,12.08,-37.37,3.5,1.020508,73
21-09-2025,NSE:CANBK,EQ,106843.2,165.59,2.1,117.76,2.04,5.77,9.02,4.65,8.95,28.74,10.7,9.4,0,0,0,-1,-1,-1,0,0,0,13.42,37.62,45.56,3.19,7.05,16.69,9.04,11.45,1.054817,76,3.19,4.07,11.38,-13.51,2.33,1.016998,70
21-09-2025,NSE:PROSTARM,EQ,1230.48,16.05,6.12,207.39,-6.80,-5.45,0.14,-0.75,36.7,NA,NA,NA,0,0,-1,-1,-1,-1,-13.45,NA,NA,58.17,NA,NA,-2.21,34.8,0,0,0,1.054421,75,-2.21,36.73,89.65,11.8,3.78,1.072444,95
21-09-2025,NSE:GLAND,EQ,33181.94,1.83,2.69,2022.8,0.31,0.08,6.46,3.92,14.8,21.92,13.61,7.78,0,0,-1,-1,-1,-1,-3.77,-3.77,-3.77,15.96,45.23,45.23,2.46,12.9,9.87,11.95,9.83,1.054377,75,2.46,10.89,-1.99,1.16,-2.98,1.015338,68
21-09-2025,NSE:GUJTHEM,EQ,4204.97,1.08,3.38,386.3,1.05,2.32,0.52,0.23,16.9,33.95,NA,NA,0,0,-1,-1,-1,6,-3.57,-3.57,NA,18.93,57,NA,-1.23,15,21.9,0,0,1.05359,75,-1.23,16.27,10.16,111.8,3.78,1.047384,89
21-09-2025,NSE:CARRARO,EQ,2598.12,1.72,3.88,454.9,0.66,0,4.86,8.1,10.8,33.01,NA,NA,0,0,-1,-1,-1,-1,-9.09,-9.09,NA,12.06,78.95,NA,6.64,8.9,20.96,0,0,1.052193,75,6.64,2.5,14.54,111.8,3.78,1.043246,88
21-09-2025,NSE:VMM,EQ,70786.65,318.64,2.73,152.35,4.10,-0.16,-0.09,1.43,14.92,34.22,NA,NA,0,0,-1,-1,0,-1,-0.54,-0.54,NA,19.45,53.07,NA,-0.03,13.02,22.17,0,0,1.05217,75,-0.03,13.24,12.33,111.8,3.78,1.046738,89
21-09-2025,NSE:DBREALTY,EQ,9484.61,9.44,3.57,175.37,4.73,3.66,1.33,-0.7,-1.94,39.47,10.27,6.73,0,0,-1,-1,-1,-1,-18.56,-18.56,-18.56,4.73,59.25,72.22,-2.16,-3.84,27.42,8.61,8.78,1.052141,75,-2.16,-1.67,30.27,-36.44,-0.17,1.02559,77
21-09-2025,NSE:JAICORPLTD,EQ,2767.71,71.11,6.59,158.67,-0.43,-0.13,-0.88,22.68,31.32,41.8,-111.76,-121.94,45.28,0,-1,0,-1,-1,-8.21,-8.21,-60.42,53.2,91.15,91.15,21.22,29.42,29.75,-113.42,-119.89,1.052042,75,21.22,10.73,4.92,-252.07,-1.03,1.000719,49
21-09-2025,NSE:FAZE3Q,EQ,1280.4,1.77,6.63,526.85,-2.60,1.91,21.96,5.5,-5.71,32.84,14.89,11.93,0,0,-1,-1,-1,-1,-28.3,-28.3,-28.3,28.14,51.92,59.97,4.04,-7.61,20.79,13.23,13.98,1.051702,75,4.04,-12.31,26.12,-14.92,0.3,1.022718,75
21-09-2025,NSE:KPRMILL,EQ,39100.1,4.43,3.33,1133.45,1.34,10.81,12.73,9.85,3.29,20.92,5.31,23.28,0,0,-1,-1,-1,-1,-8.81,-13.23,-13.23,19.36,26.96,44.09,8.39,1.39,8.87,3.65,25.33,1.051646,75,8.39,-7.72,7.88,-7.94,22.76,1.027273,78
21-09-2025,NSE:BEML,EQ,18082.04,3.79,3,4356.2,0.03,-1.47,6.27,6.11,-6.5,41,-1.78,9.85,0,9.11,-1,-1,-1,-1,-9.03,-9.03,-9.03,13.48,58.85,80.43,4.65,-8.4,28.95,-3.44,11.9,1.0509,75,4.65,-13.87,34.25,-60.69,15.2,1.036111,83
21-09-2025,NSE:CHALET,EQ,22588.02,2.29,3.22,1029.9,-2.45,0.79,0.87,3.1,12.85,25.27,3.22,14.39,0,0,-1,-1,-1,-1,-3.26,-3.26,-3.26,20.02,30.11,54.17,1.64,10.95,13.22,1.56,16.44,1.050493,75,1.64,9.63,3.91,-17.72,15.33,1.021833,74
21-09-2025,NSE:DEEPAKFERT,EQ,18430.72,2.33,2.85,1457.3,0.43,3.88,3.68,-2.37,-5.28,24.05,11.69,33.2,0,0,-1,-1,-1,-1,-16.42,-16.42,-16.42,5.01,33.28,57.1,-3.83,-7.18,12,10.03,35.25,1.050353,74,-3.83,-3.29,17.51,-4.48,28.14,1.038791,84
21-09-2025,NSE:DIGISPICE,BE,695.56,3.22,6.86,29.91,-0.70,12.97,17.25,5.72,22.13,34.37,-11.9,-20.29,0,0,-1,-1,-1,-1,-8.17,-8.17,-14.98,41.62,71.01,71.01,4.26,20.23,22.32,-13.56,-18.24,1.049931,74,4.26,16.97,5.36,-58.7,-3.72,1.00829,61
21-09-2025,NSE:KOTHARIPRO,EQ,541.37,1.47,5.64,90.56,-5.09,14.69,17.99,11.94,9.39,22.71,6.67,6.27,0,0,-1,-1,-1,-1,-6.7,-6.7,-11.67,21.93,33.98,43.91,10.48,7.49,10.66,5.01,8.32,1.049834,74,10.48,-3.34,4.36,-8.96,3.35,1.012605,66
