Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(50),ADR(20),ATR(20),CMP,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_1M,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
10-10-2025,NSE:ASTRAZEN,EQ,22400,22821,2.24,201.85,9262,0.21,-0.74,2.53,2.02,2.87,1.64,12.95,23.47,15.29,-1,-1,-1,HV2Q,HV2Y,HVQ,-1,-1,-1,-1,-1,-1.62,-1.62,-11.87,-11.87,15.54,18.18,46.89,1.74,2.21,0.71,19.2,14.62,1.041134,77,1.74,0.45,-1.23,21.17,-6.92,1.01617,72
10-10-2025,NSE:NBCC,EQ,29948.4,7928778,2.92,3.18,112.66,-0.87,-0.41,3.08,2.54,6.34,-1.16,26.26,20.75,-2.81,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-1.99,-2.3,-12.46,-12.46,14.65,29.48,54.63,5.21,-0.59,14.02,16.48,-3.48,1.041017,77,5.21,-6.29,14.37,1.61,-25.98,1.006366,63
10-10-2025,NSE:MOIL,EQ,7250.18,938372,3.35,12.3,387.05,-0.71,-1.2,6.91,7.78,9.56,3.62,21.78,11.29,6.55,-1,-1,-1,EEP,-1,EEP,-1,-1,-1,-1,-1,-1.74,-1.74,-1.74,-1.74,20.54,29.66,34.7,8.43,4.19,9.54,7.02,5.88,1.040634,77,8.43,-4.85,6.1,-4.32,-1.58,1.009571,67
10-10-2025,NSE:KAJARIACER,EQ,19176.38,372684,2.55,30.21,1242,2.66,2.88,3.88,1.83,-0.13,3.75,36.52,12.75,-14.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-5.13,-5.13,-11.79,6.82,59.34,59.34,-1.26,4.32,24.28,8.48,-15.09,1.04036,77,-1.26,5.6,21.31,-28.37,-27.38,1.006304,63
10-10-2025,NSE:M&M,EQ,447782.3,2691363,2,71.24,3454.9,0.35,-0.21,-2.17,-5.42,-4.33,8.47,26.95,10.02,11.42,-1,-1,-1,-1,-1,HV2Y,-1,-1,-1,-1,15,-5.14,-6.66,-6.66,-6.66,12.42,36.93,38.68,-5.46,9.04,14.71,5.75,10.75,1.040062,77,-5.46,13.98,7.46,-14.1,5.32,1.017038,73
10-10-2025,NSE:SBICARD,EQ,83212.56,935828,2.46,21.79,921.75,-0.15,3.22,3.77,3.26,7.31,-1.49,8.16,20.48,20.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.15,-0.15,-9.37,-9.37,17.14,17.14,38.85,6.18,-0.92,-4.08,16.21,20.03,1.039897,77,6.18,-7.77,-3.23,22.5,4.03,1.019855,75
10-10-2025,NSE:GCHOTELS,ST,481.44,32376,2.86,7.53,222.2,4.98,11.43,12.96,14.49,13.66,23.27,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,-7.22,NA,NA,36.32,NA,NA,12.53,23.84,0,0,0,1.039668,77,12.53,12.85,87.26,9.09,3.76,1.033276,82
10-10-2025,NSE:VINCOFE,EQ,1950.08,1571362,3.24,4.72,140.03,0.40,-4.51,-8.83,-10.96,-4.42,2.89,36.55,9.01,NA,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,-1,-10.76,-10.76,-10.76,NA,3.96,58.89,NA,-5.55,3.46,24.31,4.74,0,1.039477,77,-5.55,8.72,21.92,-34.32,103.76,1.021922,76
10-10-2025,NSE:INDOFARM,EQ,1244.3,782272,5.09,12.27,231.17,-2.62,-3.66,-2.56,-11.84,-9.87,20.79,36.12,-18.39,NA,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,-12.91,-12.91,-12.91,NA,28.76,64.41,NA,-11,21.36,23.88,-22.66,0,1.039459,77,-11,29.62,6.62,-76.26,103.76,1.01575,72
10-10-2025,NSE:LEMONTREE,EQ,13667.84,4591753,2.48,4.23,164.43,0.35,-5.36,-3.1,-4.68,-5.13,3.84,15.68,9.32,30.65,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,-6.83,-7.59,-7.59,-7.59,15.71,26.73,43.49,-6.26,4.41,3.44,5.05,29.98,1.039312,77,-6.26,10.26,-0.43,1.55,27.28,1.032633,82
10-10-2025,NSE:GILLANDERS,EQ,257.03,43863,4.71,5.61,126.9,0.28,7.29,10.33,7.34,4.31,-3.95,21.8,3.1,28.04,-1,-1,HV2Q,HVQ,-1,HV2Y,-1,-1,-1,-1,-1,0,-13.14,-13.14,-13.14,18.09,32.16,55.69,3.18,-3.38,9.56,-1.17,27.37,1.039293,77,3.18,-6.91,12.03,-14.81,29.49,1.031464,81
10-10-2025,NSE:VISHNU,EQ,3363.74,320127,3.2,15.22,487.05,1.47,0.74,0.94,-3.12,1.28,-3.14,17.94,21.65,17.65,-1,-1,EEP,HVQ,-1,EEP,-1,-1,-1,-1,-1,-4.61,-14.47,-14.51,-14.51,7.59,24.64,33.73,0.15,-2.57,5.7,17.38,16.98,1.039202,77,0.15,-2.76,7.7,13.61,-1.35,1.017123,73
10-10-2025,NSE:AARTIPHARM,EQ,8343.52,360341,2.81,24.65,831.4,-0.40,0.54,-1.43,-8.29,-8.29,-9.64,22.68,19.66,28.98,-1,-1,HVQ,HV2Y,HVQ,HV2Y,-1,-1,-1,-1,-1,-11.51,-13.84,-13.84,-13.84,9.75,33.15,47.27,-9.42,-9.07,10.44,15.39,28.31,1.039118,77,-9.42,0.48,16.74,5.19,15.36,1.029877,80
10-10-2025,NSE:VEEDOL,EQ,3481.32,33812,3.61,71.04,1864.8,-0.73,1.02,0.45,-4.84,10.08,9.45,24.69,8.6,-10.13,-1,HV2Y,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-5.94,-5.94,-5.94,-12.9,15.45,34.15,37.46,8.95,10.02,12.45,4.33,-10.8,1.039074,76,8.95,1.02,4.09,-12.28,-16.74,1.000607,55
10-10-2025,NSE:MALLCOM,EQ,836.16,7266,4.81,65.1,1435.8,5.48,9.79,4.14,5.86,11.01,14.1,21.8,-4.94,0.79,-1,-1,HV2Q,HV2Q,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,-15.72,20.23,32.45,32.45,9.88,14.67,9.56,-9.21,0.12,1.038865,76,9.88,5.19,-3.78,-25.12,9.22,1.008515,65
10-10-2025,NSE:VADILALIND,EQ,4040.28,12459,3.31,182.65,5309.5,-0.52,-3.4,-5.34,-5.9,-6.42,0.94,-2.69,27.4,30.2,-1,-1,-1,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,-1,-10.36,-10.36,-27.73,-27.73,10.3,10.3,53.64,-7.55,1.51,-14.93,23.13,29.53,1.038825,76,-7.55,8.64,-16.41,38.39,7.63,1.035773,83
10-10-2025,NSE:AFIL,EQ,332.86,2942531,6.08,0.51,8.81,2.92,-5.79,-3.63,13.85,14.07,16.46,10.99,9.51,-12.64,-1,HV2Q,-1,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,-5.47,-5.47,-9.46,-17.29,28.43,30.52,35.14,12.94,17.03,-1.25,5.24,-13.31,1.038689,76,12.94,4.49,-19.29,7.43,-20.73,1.000403,55
10-10-2025,NSE:DIXON,EQ,110425.33,236703,2.25,387.5,17445,2.03,4.9,-4.34,-5.08,-2.59,9.15,25.53,-5.77,22.56,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-4.83,-4.83,-4.83,-7.89,10.51,31.34,38.94,-3.72,9.72,13.29,-10.04,21.89,1.038505,76,-3.72,13.16,5.29,-32.94,30.54,1.031636,81
10-10-2025,NSE:LLOYDSENT,EQ,8547.42,4495701,4.08,2.68,70.54,0.40,2.1,8.07,4.59,-1.18,-20.35,37.65,22.97,NA,-1,-1,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-0.08,-14.9,-16.91,NA,13.77,62.67,NA,-2.31,-19.78,25.41,18.7,0,1.038343,76,-2.31,-17.23,35.45,-14.44,103.76,1.041183,86
10-10-2025,NSE:NMDC,EQ,67345.32,20100977,2.18,1.67,77.13,-2.12,0.04,0.97,0.52,2.4,10.94,20.17,14.47,1.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.12,-2.12,-2.12,-5.16,13.46,25.8,28.55,1.27,11.51,7.93,10.2,0.48,1.03823,76,1.27,10.47,-2.37,1.94,-11.82,1.007142,64
10-10-2025,NSE:IEL,BE,393.3,108091,0.87,0.36,19.54,-2.01,2,-1.28,0.46,-3.02,3.28,11.05,-6.04,39.87,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-5.24,-10.49,-23.01,-23.01,20.1,37.03,71.4,-4.15,3.85,-1.19,-10.31,39.2,1.038199,76,-4.15,7.83,-4.7,-10.13,47.05,1.053082,91
10-10-2025,NSE:DYNAMATECH,EQ,4916.33,18915,4.25,293.3,7797,1.62,9.96,11.48,10.47,13.99,7.24,23.73,-3.38,2.19,HV2Y,HV2Y,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,-10.75,21.52,33.32,35.86,12.86,7.81,11.49,-7.65,1.52,1.038145,76,12.86,-6.13,5.04,-26.46,9.15,1.009378,66
10-10-2025,NSE:GRANULES,EQ,13225.45,1787085,2.84,15.81,568.55,0.42,1.98,6.75,4.47,7.72,16.67,21.85,-8.36,3.59,-1,-1,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,0,0,0,-7.72,29.41,31.88,31.88,6.59,17.24,9.61,-12.63,2.92,1.037971,76,6.59,11.41,-6.52,-29.56,14.79,1.012471,69
10-10-2025,NSE:VARROC,EQ,9671.38,255693,3.64,22.17,606.15,1.31,-2.19,-4.4,-3.76,-0.53,6.63,33.32,-2.5,7.34,-1,-1,-1,-1,HV2Y,EEP,-1,-1,-1,-1,-1,-6.18,-6.18,-6.18,-6.18,18.74,51.2,51.2,-1.66,7.2,21.08,-6.77,6.67,1.037772,76,-1.66,8.84,15.84,-44.62,13.36,1.019213,74
10-10-2025,NSE:SBIN,EQ,796186.92,8557069,1.58,13.42,880.65,2.15,1.52,2.21,2.99,7.09,8.25,12.72,11.57,12.49,-1,-1,-1,-1,-1,EEP,-1,-1,9,-1,-1,0,0,0,0,10.91,18.65,27.85,5.96,8.82,0.48,7.3,11.82,1.037715,76,5.96,2.97,-7.86,7.77,4.8,1.013143,69
10-10-2025,NSE:CCL,EQ,11851.27,217857,3.01,26.02,829.65,-0.14,-3.4,-8.26,-6,-10.59,-6.21,31.71,14.89,20.1,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-9.75,-11.1,-11.1,-11.1,0,44.59,50.63,-11.72,-5.64,19.47,10.62,19.43,1.037545,76,-11.72,5.68,22.96,-15.54,9.89,1.027233,79
10-10-2025,NSE:OLECTRA,EQ,13494.07,883428,2.69,43.01,1517.4,-1.10,-1.83,-6.22,-9.7,-6.27,17.97,27.27,5.2,-2.89,-1,-1,HV2Y,EEP,EEP,EEP,-1,-1,-1,-1,-1,-9.19,-9.19,-9.19,-13.4,25.17,39.22,49.31,-7.4,18.54,15.03,0.93,-3.56,1.037536,76,-7.4,24.53,-1.4,-21.25,-4.78,1.012377,69
10-10-2025,NSE:HERCULES,EQ,604.8,53321,6.1,11.21,203.94,-3.81,15.56,12.83,8.53,15.01,1.09,22.75,-7.66,14.06,HVQ,HVQ,-1,HV2Q,HV2Q,HV2Q,-1,-1,-1,-1,-1,-3.81,-3.81,-6.04,-28.92,29.82,38.26,56.43,13.88,1.66,10.51,-11.93,13.39,1.03729,76,13.88,-14.66,9.16,-30.28,23.93,1.021129,76
10-10-2025,NSE:DBL,EQ,9210.62,467868,4.56,23.73,524.4,1.50,3.85,-1.26,-9.36,6.55,5.42,15.5,16.25,7.36,-1,HV2Q,HV2Q,HVQ,-1,HV2Y,-1,-1,-1,-1,-1,-8.87,-8.87,-8.87,-8.87,14.31,24.93,38.9,5.42,5.99,3.26,11.98,6.69,1.036944,76,5.42,0.51,-2.07,9.97,-6.85,1.009191,66
10-10-2025,NSE:BELRISE,EQ,13978.22,12019090,3.55,5.52,155.24,-1.03,-5.01,-3.52,0.55,8.72,25.55,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-4.77,-4.77,NA,NA,32.37,NA,NA,7.59,26.12,0,0,0,1.036875,76,7.59,20.15,87.26,9.09,3.76,1.038032,85
10-10-2025,NSE:TANLA,EQ,9946.3,1053085,4.03,27.84,711.3,-0.90,-1.83,-1.31,1.64,2.06,10.5,35.67,1.71,-20.03,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-5.63,-5.63,-5.63,-19.19,18.13,54.61,68.18,0.93,11.07,23.43,-2.56,-20.7,1.036868,76,0.93,10.34,15.39,-43.71,-18.35,1.002755,58
10-10-2025,NSE:VEDL,EQ,178215.94,9386915,2.69,12.54,482.2,-0.41,2.33,4.26,5.51,10.06,8.92,22,7.04,-3.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.41,-0.41,-0.41,-7.62,14.63,30.13,30.13,8.93,9.49,9.76,2.77,-4.42,1.036854,76,8.93,0.45,1.63,-10.09,-7.85,1.003119,59
10-10-2025,NSE:MANALIPETC,EQ,1176.47,654041,3.76,2.51,73.01,2.99,10.07,9.55,4.93,2.33,3.77,27.15,15.49,-2.33,-1,-1,HV2Y,HV2Q,-1,HV2Y,-1,-1,-1,-1,-1,0,-7.87,-7.87,-7.87,14.83,40.76,41.49,1.2,4.34,14.91,11.22,-3,1.036849,75,1.2,3.19,11.56,-6.91,-17.33,1.005707,62
10-10-2025,NSE:SETCO,EQ,235.3,114728,5.82,1.01,17.88,4.99,2.68,-9.12,6.26,15.38,2.13,-1.34,-5.03,31.49,-1,HVQ,-1,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-8.35,-8.35,-11.88,-15.9,28.17,28.17,84.9,14.25,2.7,-13.58,-9.3,30.82,1.036595,75,14.25,-13.94,-16.28,5.45,38.53,1.037542,85
10-10-2025,NSE:FUSION,EQ,3087.67,420386,3.2,5.93,193.68,0.52,0.26,0.33,3.86,10.57,0.77,29.25,11.4,-13.1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,6,-1,-1,-0.16,-0.24,-7.6,-12.78,31.33,43.19,46.75,9.44,1.34,17.01,7.13,-13.77,1.036541,75,9.44,-9.23,15.96,-16.13,-23.9,1.00169,57
10-10-2025,NSE:SCHAEFFLER,EQ,65022.33,56581,2.82,116.86,4115.6,-1.48,-4.15,0.38,-0.53,3.99,-2.62,25.39,14.95,8.51,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-3.98,-3.98,-4.64,-4.64,8.83,37.96,40.37,2.86,-2.05,13.15,10.68,7.84,1.036176,75,2.86,-5.17,14.55,-4.9,-3.81,1.011861,68
10-10-2025,NSE:STYLAMIND,EQ,2932.01,62584,3.75,65.33,2018,-0.83,14.84,15.36,14.32,10.48,18.76,20.61,-12.36,-3.62,2,2,HVY,-1,-1,EEP,-1,-1,-1,-1,-1,-0.83,-0.83,-0.83,-24.22,26.2,30.25,34.11,9.35,19.33,8.37,-16.63,-4.29,1.036019,75,9.35,10.97,-10.46,-32.44,11.54,1.007967,64
10-10-2025,NSE:MIDHANI,EQ,7638.79,410586,3.01,11.87,388.6,-1.35,-3.17,-1.42,-4.43,2.11,-7.23,32.5,12.53,5.89,-1,-1,HV2Y,EEP,EEP,EEP,-1,-1,-1,-1,-1,-5.81,-10,-16.18,-16.18,7.57,48.38,66.26,0.98,-6.66,20.26,8.26,5.22,1.03569,75,0.98,-7.82,24.31,-20.49,-3.83,1.015929,72
10-10-2025,NSE:RVHL,EQ,367.65,58915,7.48,4.22,59.12,0.49,7.68,4.16,-4.8,15.26,16.36,17.96,-19.23,1.91,-1,HV2Q,HV2Q,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-6.78,-6.78,-6.78,-26.36,51.82,51.82,51.82,14.13,16.93,5.72,-23.5,1.24,1.035518,75,14.13,3.02,-10.82,-36.25,21.49,1.012624,69
10-10-2025,NSE:TATACOMM,EQ,48165,678312,3.35,55.65,1870.2,10.22,13.71,11.3,9.98,15.37,6.25,16.29,9.83,-5.87,EEP,EEP,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,0,0,0,-6.68,20.89,24.06,42.09,14.24,6.82,4.05,5.56,-6.54,1.035501,75,14.24,-9.07,-2.02,1.36,-13.65,1.00156,56
10-10-2025,NSE:BLISSGVS,EQ,1599.41,1153793,3.45,5.2,159.2,1.02,4.91,7.27,3.59,4.08,3.4,24.7,-11.52,24.18,-1,-1,HV2Y,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,0,-13.09,-13.09,-13.09,9.95,42.35,46.15,2.95,3.97,12.46,-15.79,23.51,1.035366,75,2.95,1.01,9.31,-39.01,35.78,1.033935,82
10-10-2025,NSE:OCCLLTD,BE,695.81,48872,4.27,5.64,127.73,1.32,-1.81,-2.56,-10.75,-10,-5.97,38.41,16.35,NA,-1,-1,-1,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-9.71,-16.26,-16.26,NA,3.89,67.32,NA,-11.13,-5.4,26.17,12.08,0,1.035332,75,-11.13,5.39,29.14,-26.73,103.76,1.031214,81
10-10-2025,NSE:BHARTIHEXA,EQ,85650,246813,2.8,47.83,1751.9,0.26,6.44,1.38,2.33,0.73,-2.27,18.54,14.72,20.9,-1,-1,HVQ,HVQ,HV2Q,HV2Q,-1,-1,-1,-1,-1,-0.82,-5.79,-11.73,-11.73,7.45,22.3,40.53,-0.4,-1.7,6.3,10.45,20.23,1.035053,75,-0.4,-1.3,7.61,4.39,11.01,1.019425,74
10-10-2025,NSE:UNIONBANK,EQ,107137.65,9274667,2.41,3.31,139.27,1.04,1.12,0.36,1.92,4.85,-3.3,13.23,19,18.12,-1,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-0.73,-6.11,-10.37,-10.37,11.58,20.5,37.55,3.72,-2.73,0.99,14.73,17.45,1.034922,75,3.72,-6.85,3.26,15.74,2.67,1.016487,72
10-10-2025,NSE:INFIBEAM,EQ,4572.17,11427783,3.86,0.66,19.56,1.35,14.52,17.59,17.02,17.84,15.59,26.04,-14.92,-29.36,-1,-1,-1,HV2Q,HVQ,HV2Y,-1,-1,-1,-1,-1,0,0,-5.99,-26.34,32.34,36.22,39.16,16.71,16.16,13.8,-19.19,-30.03,1.034738,75,16.71,-1.02,-0.36,-46.29,-8.81,0.994544,46
10-10-2025,NSE:SKYGOLD,EQ,4537.51,1081134,4.9,14.05,342.65,1.68,16.99,19.2,15.12,18.33,5.75,10.46,-13.72,18.32,-1,-1,-1,HVQ,-1,EEP,-1,-1,-1,-1,-1,0,0,-12.94,-29.86,32.4,32.4,32.4,17.2,6.32,-1.78,-17.99,17.65,1.034254,75,17.2,-13.68,-7.74,-17.91,31.93,1.024656,77
10-10-2025,NSE:CHOLAFIN,EQ,134220.89,1505436,2.47,38.91,1614.2,-0.44,2.68,1.33,1.71,5.69,4.18,9.35,20.95,8.41,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1.22,-1.22,-3.06,-3.06,13.62,13.62,37.84,4.56,4.75,-2.89,16.68,7.74,1.034171,75,4.56,0.12,-7.34,21.89,-12.11,1.011028,68
10-10-2025,NSE:ACMESOLAR,EQ,17907.57,1456206,3.94,11.33,285,1.39,-0.44,1.46,-6.61,-6.09,-0.73,31.64,18.23,NA,-1,-1,HV2Q,HV2Q,-1,-1,-1,-1,-1,-1,-1,-10.6,-10.6,-10.6,NA,6.98,45.79,NA,-7.22,-0.16,19.4,13.96,0,1.034015,75,-7.22,6.77,19.39,-10.52,103.76,1.024427,77
10-10-2025,NSE:BDL,EQ,59749.69,1589330,3.1,47.56,1537.1,1.11,-1.55,-1.22,-4.76,2.63,-23.14,16.24,22.92,27.83,-1,-1,-1,EEP,EEP,EEP,-1,-1,-1,-1,-1,-5.79,-17.21,-23.74,-23.74,7.95,19.54,65.83,1.5,-22.57,4,18.65,27.16,1.033884,75,1.5,-24.74,19.24,17.07,10.13,1.028901,80
10-10-2025,NSE:SRF,EQ,87383.07,356773,1.83,52.78,3024.5,0.92,3.47,4.81,2.88,1.53,-7.77,8.74,23.67,23.7,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-1,0,-6.18,-7.97,-7.97,8.1,10.21,41.09,0.4,-7.2,-3.5,19.4,23.03,1.033832,75,0.4,-7.73,2.58,25.46,3.79,1.022,76
10-10-2025,NSE:SPLPETRO,EQ,15814.28,343220,4,32.78,801.15,0.36,-5.75,-6.21,-2.7,2.56,-3.3,26.31,17.84,2.42,-1,-1,HVY,-1,-1,HV2Y,-1,-1,-1,-1,-1,-7.92,-7.92,-9.72,-9.72,9.93,35.24,49.32,1.43,-2.73,14.07,13.57,1.75,1.033481,75,1.43,-4.29,15.93,-2.41,-15.01,1.008379,65
10-10-2025,NSE:SAILIFE,EQ,18832.44,1711061,2.64,24.1,861.45,1.16,-2.46,-2.33,-3.85,-0.03,9.1,20.91,15.11,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-5.71,-6.96,-6.96,NA,10.14,34.55,NA,-1.16,9.67,8.67,10.84,0,1.033296,75,-1.16,10.85,0.25,1.76,103.76,1.017492,73
10-10-2025,NSE:SBFC,EQ,11712.19,1803238,2.59,2.88,108.76,0.11,0.36,-0.14,0.82,1.63,-6.18,18.27,16.67,20.46,-1,-1,-1,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-3.01,-8.62,-8.62,-8.62,7.33,25.14,37.97,0.5,-5.61,6.03,12.4,19.79,1.033248,74,0.5,-6.22,10.29,7.13,8.31,1.018823,74
10-10-2025,NSE:NH,EQ,36153.47,345109,2.6,45.74,1769.9,-0.25,0.95,2.8,-1.01,-0.71,-11.31,5,23.65,30.44,-1,-1,-1,HV2Y,HV2Y,EEP,-1,-1,-1,-1,-1,-2.06,-12.37,-21.8,-21.8,2.88,4.76,48.05,-1.84,-10.74,-7.24,19.38,29.77,1.033054,74,-1.84,-8.81,1.91,28.72,12.65,1.028791,80
10-10-2025,NSE:CEATLTD,EQ,13712.58,109948,2.44,83.28,3539.9,1.04,0.81,2.45,2.81,4.56,-7.21,23.94,11.18,16.35,-1,-1,-1,EEP,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,-9.43,-9.62,-9.62,16.47,32.22,48.61,3.43,-6.64,11.7,6.91,15.68,1.032898,74,3.43,-10.61,16.31,-7.68,9.58,1.01803,74
10-10-2025,NSE:DALBHARAT,EQ,45383.27,403008,1.87,43.84,2227.7,-0.31,-1.17,-1.55,-9.9,-7.8,2.51,18.82,19.23,16.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-10.04,-10.04,-10.04,-10.04,3.18,22.97,38.62,-8.93,3.08,6.58,14.96,16.12,1.032549,74,-8.93,11.29,3.99,9.59,0.73,1.017883,74
10-10-2025,NSE:INTELLECT,EQ,14715.92,404498,3.48,35.33,1008.15,3.41,2.19,-5.08,-3.16,-0.74,-13.8,37.12,2.91,13.91,-1,-1,HVQ,EEP,HV2Y,EEP,-1,-1,-1,-1,-1,-5.97,-15.83,-17.9,-17.9,11.72,64.64,64.64,-1.87,-13.23,24.88,-1.36,13.24,1.032419,74,-1.87,-11.24,32,-45.31,15.09,1.03219,82
10-10-2025,NSE:GLAND,EQ,33181.94,239024,2.83,55.12,1923.4,-1.51,-1.46,-2.57,-4.84,1.09,4.12,25.89,3.81,11.14,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-4.91,-8.5,-8.5,-8.5,3.46,38.1,38.1,-0.04,4.69,13.65,-0.46,10.47,1.032301,74,-0.04,4.79,9.96,-20.69,11.38,1.015019,71
10-10-2025,NSE:NATCAPSUQ,EQ,256.15,45736,8.16,19.5,238.8,-1.22,-8.54,-8.83,13.56,18.08,6.27,13.85,NA,NA,-1,HVQ,-1,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-13.77,-13.77,-13.77,NA,27.26,27.26,NA,16.95,6.84,1.61,0,0,1.032135,74,16.95,-12.69,-4.65,109.09,3.76,1.01742,73
10-10-2025,NSE:SANDHAR,EQ,2779.61,148853,3.88,17.76,517.8,7.93,12.07,10.44,11.61,10.92,0.15,29.15,4.2,-7.78,-1,-1,-1,HV2Y,EEP,EEP,-1,-1,-1,-1,-1,0,-1,-6.48,-12.89,26.76,43.43,51.54,9.79,0.72,16.91,-0.07,-8.45,1.032065,74,9.79,-10.37,16.3,-26.13,-8.75,1.00444,61
10-10-2025,NSE:LGBBROSLTD,EQ,4404.34,33167,3.14,44.29,1395.1,2.66,-1.05,-0.18,1.35,3.62,6.79,20.82,8.17,6.31,-1,-1,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-3.25,-3.25,-3.25,-3.25,13.4,26.27,26.29,2.49,7.36,8.58,3.9,5.64,1.031762,74,2.49,5.01,2.31,-6.88,1.73,1.008804,66
10-10-2025,NSE:UPL,EQ,58357.27,2472552,2.06,14.03,681.3,0.93,1.07,1.79,-2.59,-2.3,2.88,9.8,20.09,18.3,-1,-1,EEP,-1,-1,-1,-1,-1,-1,-1,-1,-3.31,-6.65,-6.65,-6.65,5.14,10.92,37.88,-3.43,3.45,-2.44,15.82,17.63,1.031346,74,-3.43,6.78,-5.61,20.49,1.53,1.018076,74
10-10-2025,NSE:GLENMARK,EQ,59056.16,708511,2.34,48.92,1939.3,0.19,-2.11,-4.71,-8.72,-9.88,1.82,25.71,15.33,13.62,-1,-1,HV2Y,-1,-1,EEP,-1,-1,-1,-1,-1,-9.06,-12.91,-12.91,-12.91,1.07,44.47,51.63,-11.01,2.39,13.47,11.06,12.95,1.031158,74,-11.01,12.37,11.59,-4.88,1.75,1.017465,73
10-10-2025,NSE:EIDPARRY,EQ,19108.97,228676,2.13,22.41,1026.5,-1.04,-1.5,-3.43,-6.59,-5.8,-8.11,25.83,13.55,21.91,-1,-1,HV2Q,HV2Q,-1,EEP,-1,-1,-1,-1,-1,-6.32,-16.96,-16.96,-16.96,1.35,36.31,55.54,-6.93,-7.54,13.59,9.28,21.24,1.031138,74,-6.93,-0.47,18.66,-7.47,13.44,1.02399,77
10-10-2025,NSE:JKTYRE,EQ,10248.35,637169,2.31,8.63,382.3,0.39,2.31,2.37,2.04,6.8,3.27,28.67,2.16,-2.21,-1,-1,HVQ,EEP,EEP,EEP,-1,-1,-1,-1,-1,0,0,-2.85,-9.15,22.55,40.47,50.87,5.67,3.84,16.43,-2.11,-2.88,1.030963,74,5.67,-2.07,13.52,-28.08,-0.7,1.006705,63
10-10-2025,NSE:HAL,EQ,328702.91,1184443,1.98,95.76,4832.9,-0.28,-0.78,1.19,-0.49,5.7,-1.71,16.37,13.85,13.8,-1,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1.69,-1.69,-5.75,-5.75,11.55,19.9,56.5,4.57,-1.14,4.13,9.58,13.13,1.030795,74,4.57,-6.14,5.03,6.09,3.7,1.012655,69
