Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
11-02-2026,NSE:SWANDEF,BE,8465.49,1854.2,7050,130.7211,2.08,5.88,1.3,,3.40,-0.31,21.39,38.4,54.03,83.48,94.07,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,8.37,14.11,26.17,40.42,111.75,,,100,100,100,98.84,40,85.71,95.24,95.35,-0.31,-0.31,NA,NA,NA,-0.31,0,NA,NA,NA,NA,1505.37,NA,NA,NA,107.16,1949.16,NA,NA,NA,NA,52.88,94.3,0,0,0,3.070297,99,107.16,1949.16,,,,,,52.88,88.49,94.15,-0.42,-2.78,1.975404,99
11-02-2026,NSE:MVKAGRO,SM,3661.53,594,36390,216.1566,5.25,5.27,4.18,M,-0.75,-0.5,-2.37,-13.11,-9.1,-27.19,-9.93,55.33,86.64,93.77,93.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1.93,-3.44,-5.19,-11.08,-14.65,40.27,42.88,0,0,47.62,68.25,0,0,25.4,54.76,-15.29,-27.47,-27.47,-27.47,-27.47,-15.29,-20.87,0,0,0,-41.96,2.8,119.47,1736.17,1736.17,2.8,25.25,707.17,720.25,145.29,5.56,-10.25,-9.7,49.7,80.61,85.13,2.731056,99,-12.7,20.67,707.17,484.47,,,,-10.25,0.63,53.51,69.68,50.59,1.396671,99
11-02-2026,NSE:TAKE,BE,601.8,47.14,1560374,735.5603,5.28,5.16,4.93,,0.70,10.8,14.38,16.86,7.81,26.94,44.51,80.91,82.92,74.99,57.47,-1,-1,-1,2,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,12,-1,7.48,3.55,11.44,7.12,19.98,49.44,137.3,100,76.19,92.06,80.95,60,19.05,69.84,51.59,0,0,0,0,0,0,-1.65,0,-51.59,-66.39,-50.77,71.67,423.78,604.63,604.63,28.69,156.7,214.05,34.53,20.33,2.52,6.66,44.74,75.28,76.89,66.35,2.091457,99,7.8,156.7,209.59,-50.11,,,,6.66,41.2,59.75,10.14,-49.24,1.237109,99
11-02-2026,NSE:POLYSIL,ST,608.2,212.9,39350,83.77615,6.17,6.07,3.72,3L,3.35,-0.16,-4.18,2.09,1.64,-46.52,-45.09,41.94,82.74,88.49,82.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.49,-4.65,-4.91,-17.87,-19.33,31.66,18.05,0,0,31.75,58.73,0,0,19.05,49.21,-7.76,-39.52,-39.52,-39.52,-39.52,-7.76,-40.51,0,0,-10.37,-40.24,4.8,68.9,1348.3,1348.3,4.8,0,724.83,740.82,150,0,0.49,-44.86,36.31,76.71,79.85,1.984693,99,-3.16,-25.84,724.83,323.29,,,,0.49,-46.13,54.14,69.85,30.55,1.327091,99
11-02-2026,NSE:CUPID,EQ,10443.37,433.95,11272208,48915.74662,7.38,7.12,4.07,,-0.23,1.5,10.08,13.22,0.65,9.11,35.61,61.35,80.19,82.17,79.39,-1,-1,2,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,14,2.82,0.57,3.41,-0.82,2.57,44.33,84.23,0,0,55.56,74.6,0,0,49.21,58.73,-6.65,-17.33,-17.33,-17.33,-17.33,-6.65,-17.86,0,-0.15,-18.65,-26.75,50.7,162.79,654.7,654.7,15.23,84.58,221.15,191.65,49.48,13.24,-0.5,35.84,55.72,74.16,73.53,1.872907,99,-1.12,73.53,221.15,94.68,,,,-0.5,36.58,34.13,48.33,7.18,1.209206,99
11-02-2026,NSE:DIVINEHIRA,ST,317.04,243,21120,51.3216,3.09,3.84,3.24,,4.97,5.76,5.43,-0.41,1.23,32.14,44.67,71.6,80.78,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4.83,0.45,5.3,5.54,11.48,46.4,107.99,0,47.62,82.54,91.27,0,0,38.1,55.56,-0.74,-3.84,-3.84,NA,NA,-0.74,-5.03,0,-19.3,NA,NA,72.16,223.57,NA,NA,9.29,125.35,205.57,56.82,NA,NA,0.08,44.9,65.97,74.75,0,1.659244,99,1.25,124.4,200.45,,,,,0.08,45.37,42.83,31.9,97.22,1.215136,99
11-02-2026,NSE:HINDCOPPER,EQ,53457.09,603.7,44537276,268871.53521,6.64,7.61,3.55,,1.03,-1.65,-25.9,7.69,9.61,40.86,43.73,60.44,63.26,60.5,46.84,-1,-1,2,EP,EP,2,2,2,-1,-1,-1,-1,7,-1,0.13,2.87,3.09,14.07,19.97,33.82,81.28,80,95.24,71.43,57.94,0,23.81,28.57,23.02,-20.57,-20.57,-20.57,-20.57,-20.57,-20.57,-3.46,-6.71,-19.96,-41.17,-36.75,92.69,162.59,221.12,221.12,13.49,74.18,50.96,27.05,17.98,8.72,8.46,43.96,54.81,57.23,51.86,1.481312,99,11.91,60.12,46.55,-19.96,,,,8.46,39.14,23.84,6.71,-10.29,1.118916,99
11-02-2026,NSE:SALSTEEL,BE,366.38,47.53,118629,56.38436,4.01,4.98,7.86,,-2.00,13.17,16.56,17.29,13.74,26.53,14.12,66.53,63.75,57.29,60.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.57,3.94,11.99,4.98,17.85,30.25,68.97,80,38.1,41.27,50,80,19.05,17.46,23.02,-2,-2,-2,-2,-2,-2,-7.32,-4,-43.14,-41.73,-31.35,40.62,213.94,213.94,213.94,28.42,53.85,169.62,1.47,2.38,9.43,12.59,14.35,60.9,57.72,48.65,1.441306,99,18.29,50.62,128.68,-42.83,,,,12.59,1.83,55.17,-8.72,-20.6,1.130721,99
11-02-2026,NSE:BGRENERGY,BE,2504.01,350.55,124677,437.05522,5.56,5.83,9.33,,4.07,3.57,0.19,-0.54,5.52,6.68,-14.41,64.06,69.32,61.89,88.95,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,3.64,-0.28,3.35,-1.58,1.73,30.15,45.64,0,0,23.81,57.94,0,0,0,25.4,-5.5,-18.24,-25,-25,-25,-5.5,-29.14,-14.2,-13.1,-25.83,-7.86,14.54,211.99,390.97,906.46,9.34,8.22,314.27,254.93,208.76,283.58,4.37,-14.18,58.43,63.29,53.25,1.439523,99,9.34,-6,265.62,196.19,,,,4.37,-19.7,62.73,14.23,-27.01,1.167953,99
11-02-2026,NSE:ESILVER,EQ,1093.09,259.32,476283,1235.09708,10.35,10.9,4.51,,1.10,-8.97,-42.26,-26.15,2.09,28.07,39.41,55.27,62.18,63.19,64.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.18,-1,-1,18,-1,-1.97,-1.26,-3.19,9.92,7.47,36.41,69.01,0,57.14,65.08,65.87,0,42.86,46.03,51.59,-29.71,-29.71,-29.71,-29.71,-29.71,-29.71,0,-15.46,-0.93,-4.22,-4.86,71.07,131.6,183.75,219.56,10.33,80.87,64.3,33.35,20.85,17.63,0.94,39.64,49.64,56.15,54.55,1.437243,99,-0.45,45.02,61.9,22.16,,,,0.94,39.51,20.32,15.04,-0.12,1.120121,99
