Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
25-09-2025,NSE:JUBLPHARMA,EQ,17505,1.67,2.78,1080.3,-0.41,-2.83,-5.49,0.29,-9.59,16.43,1.73,-8.65,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-13.34,-13.34,-15.14,4.72,29.38,29.38,0.42,-8.4,8.84,-1.32,-5.04,0.993131,47,-0.25,-8.85,15.06,-12.67,-3.68,0.997313,44
25-09-2025,NSE:NIACL,EQ,33149.52,9.53,2.8,195.83,-0.16,1.56,1.69,1.16,2.85,15.72,-9.33,-19.06,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-4.77,-4.77,-18.18,12.15,29.64,36.94,1.29,4.04,8.13,-12.38,-15.45,0.992932,47,0.62,2.76,4.57,-24.82,-2.02,0.992051,38
25-09-2025,NSE:AJAXENGG,EQ,7733.9,1.08,2.86,650.45,-0.92,-1.61,-4.74,-6.77,2.15,7.54,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-10.23,-12.66,NA,3.39,11.48,NA,-6.64,3.34,-0.05,0,0,0.992899,47,-7.31,9.42,-3.17,104.91,6.88,1.009817,64
25-09-2025,NSE:SAKSOFT,EQ,2926.73,3.3,3.36,211.96,-1.61,-1.92,2,-5.21,3.98,23.18,-2.72,-39.7,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-17.42,-17.42,-27.51,2.53,47.67,47.67,-5.08,5.17,15.59,-5.77,-36.09,0.992713,47,-5.75,9.79,11.32,-28.81,-29.12,0.986946,31
25-09-2025,NSE:PHARMABEES,EQ,1039.04,29.65,2.82,22.73,-0.57,-0.22,0.4,-0.97,2.29,2.99,-0.79,-2.9,0,0,0,0,0,-1,-1,-1,-1,-1,-4.49,-4.49,-7.24,2.5,10.33,11.58,-0.84,3.48,-4.6,-3.84,0.71,0.992567,47,-1.51,4.28,-7.96,1.01,4.78,1.00001,48
25-09-2025,NSE:GREENPANEL,EQ,3722.35,14.73,4.55,285.8,-1.72,-8.45,4.55,7.23,6.79,18.89,-27.22,-33.68,HV2Y,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-14.22,-14.22,-32.87,6.18,28.87,28.87,7.36,7.98,11.3,-30.27,-30.07,0.992549,47,6.69,0.59,4.31,-51.95,1.81,0.988088,32
25-09-2025,NSE:ASIANPAINT,EQ,239396.58,10.14,1.59,2457.2,0.42,-1.48,-3.5,-1.45,7.22,6.38,7.12,-34.05,0,0,0,0,0,-1,-1,-1,-1,-1,-7.09,-7.09,-27.79,2.9,8.84,12.75,-1.32,8.41,-1.21,4.07,-30.44,0.992493,47,-1.99,9.6,-9.58,5.69,-37.44,0.987986,32
25-09-2025,NSE:HUHTAMAKI,EQ,1812.6,3.36,3.71,235.86,-0.22,1.06,2.87,7.72,7.48,20.42,-19.35,-57.19,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-1.71,-1.71,-40.99,13.85,31.36,34.16,7.85,8.67,12.83,-22.4,-53.58,0.992491,47,7.18,0.79,5.31,-45.06,-24.83,0.978354,20
25-09-2025,NSE:RRKABEL,EQ,14226.25,1.12,2.7,1262.9,-2.32,2.18,3.38,3.63,-6.79,26.6,-10.79,-32.73,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-14.14,-14.14,-29.26,8.21,42.89,47.09,3.76,-5.6,19.01,-13.84,-29.12,0.992401,47,3.09,-9.76,22.59,-46.04,-12.92,0.991611,37
25-09-2025,NSE:DRREDDY,EQ,110332.3,12.42,1.8,1298.1,-0.79,-1.02,-0.47,1.09,-3.35,7.55,-3.51,-0.19,0,0,0,0,0,-1,-1,-1,-1,-1,-3.59,-6.42,-8.22,6.56,17.22,17.22,1.22,-2.16,-0.04,-6.56,3.42,0.992312,47,0.55,-3.43,1.86,-7.05,10.09,1.000695,49
25-09-2025,NSE:NAVKARCORP,EQ,1934.47,4.44,3.75,122.86,-2.75,-3.27,-3.42,1.33,8.55,13.88,-28.57,-9.91,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-11.9,-11.9,-26.93,15.98,43.47,43.47,1.46,9.74,6.29,-31.62,-6.3,0.992224,47,0.79,8.38,-2.86,-44.38,21.39,1.002045,53
25-09-2025,NSE:JSFB,EQ,4850.43,1.21,2.42,471.1,1.68,0.85,0.15,-3.16,-8.18,7.71,19.59,-23.49,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-9.24,-11.4,-21.19,3.16,15.4,27.38,-3.03,-6.99,0.12,16.54,-19.88,0.992023,46,-3.7,-3.81,6.01,17.79,-46.7,0.993425,40
25-09-2025,NSE:HINDZINC,EQ,191575.96,39.73,2.35,452.9,-1.86,-1.45,4.43,4.02,2.38,1.44,-3.51,-8.07,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,0,-12.6,-16.71,12.36,16.51,20.47,4.15,3.57,-6.15,-6.56,-4.46,0.991943,46,3.48,-0.64,-9.65,-0.11,2.48,0.996181,43
25-09-2025,NSE:SAMMAANCAP,EQ,11869.54,206.16,3.7,135.3,0.21,0.17,-1.06,10.64,-6.06,12.82,-12.25,-16.91,0,0,HV2Y,HV2Y,0,-1,-1,-1,-1,-1,-4.75,-4.94,-20.47,18.65,32.86,32.86,10.77,-4.87,5.23,-15.3,-13.3,0.991178,46,10.1,-17.63,9.12,-23.85,2.73,0.992845,39
25-09-2025,NSE:LIQUIDBEES,EQ,10840.42,23.5,0.03,1000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.13,1.19,-7.59,-3.05,3.61,0.99096,46,-0.54,1.06,-8.68,4.91,6.88,1.001234,52
25-09-2025,NSE:URBANCO,EQ,26686.24,864.32,7.59,175.4,-1.78,4.89,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,52
25-09-2025,NSE:VIKRAN,EQ,2953.08,207.32,5.76,102.98,-2.40,-6.79,-2.98,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,52
25-09-2025,NSE:STLNETWORK,EQ,1400.33,89.93,7.82,33.04,8.19,23.55,31.81,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,52
25-09-2025,NSE:VIKRAMSOLR,EQ,12226.04,88.92,4.79,327.1,0.08,-6.48,-15.81,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:SHRINGARMS,EQ,1824.49,74.49,3.87,189.63,-1.06,2.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:LIQUIDIETF,EQ,1681.22,3.83,0.17,999.99,0.00,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.13,1.19,-7.59,-3.05,3.61,0.990959,46,-0.54,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:AHCL,EQ,701.6,15.85,6.47,140.19,-0.26,7.94,23.93,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:SHREEJISPG,EQ,4126.72,10.68,2.31,249.95,-1.13,-1.24,-0.96,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,46,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:MEIL,EQ,1353.88,3.97,3.49,479.4,-1.37,-3.55,-11.88,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:GEMAROMA,EQ,1420.85,8.23,4.95,258.8,-2.04,-8.23,-16.92,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:PATELRMART,EQ,788.25,4.7,4.29,236.75,-2.97,-1.48,-11.36,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:DEVX,BE,521.19,19.25,6.29,54.03,-5.01,-18.55,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:SGMART,EQ,4813.2,1.27,3.47,378.7,-0.22,0.57,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:ANONDITA,SM,634.84,3.48,6.17,372.75,-4.47,5.62,8.56,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:AMANTA,BE,547.49,8.57,5.02,143.86,-2.02,2.26,-3.38,NA,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,51
25-09-2025,NSE:TIGERLOGS,EQ,530.74,7.29,10.45,50.19,-3.55,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.990959,45,99.46,1.06,-8.68,4.91,6.88,1.001234,50
25-09-2025,NSE:PREMIERENE,EQ,47103.67,11.34,3.04,1044.7,3.20,-3.22,0.28,3.91,2.46,12.35,-24.09,-5.21,0,0,0,0,0,-1,-1,-1,-1,-1,-5.94,-6.79,-23.59,6.56,24.47,24.47,4.04,3.65,4.76,-27.14,-1.6,0.990819,45,3.37,-0.44,1.46,-36.66,22.1,1.002102,53
25-09-2025,NSE:VESUVIUS,EQ,10655.44,1.52,2.54,512.95,-0.78,-4.07,-2.28,-2.63,-11.61,10.66,6.54,-0.86,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-7.2,-17.02,-17.02,3.59,25.64,42.81,-2.5,-10.42,3.07,3.49,2.75,0.990672,45,-3.17,-7.69,11.27,0.3,-1.04,1.00042,49
25-09-2025,NSE:WABAG,EQ,9718.19,1.68,2.5,1523.1,-1.40,-1.86,-0.35,-3.7,1.9,0.65,-6.45,7.96,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-10.42,-10.89,-22.92,4.21,15.39,21.05,-3.57,3.09,-6.94,-9.5,11.57,0.990671,45,-4.24,6.46,-9.95,-2.24,20.42,1.008727,63
25-09-2025,NSE:CNXSMALLCAP,IN,,,,18069.55,0.00,-2.25,1.08,2.88,-4.07,9.44,-3.42,-6.99,0,0,0,0,0,0,-1,-1,-1,-1,-6.13,-6.13,-8.6,,,,3.01,-2.88,1.85,-6.47,-3.38,0.990632,,0.33,-3.5,4.9,-10.72,4.58,0.997118,
25-09-2025,NSE:SALASAR,EQ,1716.41,250.14,7.01,9.56,-0.31,-3.35,3.45,19.04,16.84,15.69,-53.56,-119.46,0,HV2Y,0,HV2Y,0,-1,-1,-1,-1,-1,-13.93,-15.15,-57.78,28.37,28.37,28.37,19.17,18.03,8.1,-56.61,-115.85,0.990611,44,18.5,-1.65,-10.06,-77.22,-36.04,0.964105,7
25-09-2025,NSE:GSFC,EQ,8399.51,12.72,2.59,202.14,-0.44,-4.21,-1.23,-3.11,-0.48,10.39,-1.01,-7.58,0,0,HVY,0,HV2Y,-1,-1,-1,-1,-1,-7.97,-7.97,-10.61,1.82,17.64,19.81,-2.98,0.71,2.8,-4.06,-3.97,0.990578,44,-3.65,3.61,2.14,-7.81,0.38,0.996885,44
25-09-2025,NSE:MMTC,EQ,10077,27.15,3.91,68.25,-2.69,3.16,4.69,6.48,-4.48,19.65,-8.86,-31.88,0,0,HVQ,HV2Y,HV2Y,-1,5,-1,-1,-1,-6.29,-20.5,-27.72,12.17,40.86,40.86,6.61,-3.29,12.06,-11.91,-28.27,0.990396,44,5.94,-10.66,14.42,-30.58,-14.26,0.987032,31
25-09-2025,NSE:NTPC,EQ,328910.92,87.7,1.53,347.6,1.34,3.22,6.31,2.8,4.82,-1.06,4.13,-21.96,0,0,0,0,0,-1,-1,-1,-1,-1,-2.04,-7.21,-23.17,5.06,5.06,14.19,2.93,6.01,-8.65,1.08,-18.35,0.990241,44,2.26,3.13,-14.86,10.05,-20.34,0.991074,36
25-09-2025,NSE:BRIGHOTEL,EQ,3205.87,4.87,2.56,83.12,-0.70,-2.54,0.95,-0.72,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-0.59,0,0,0,0,0.990071,44,-1.26,101.06,-8.68,4.91,6.88,1.000337,49
25-09-2025,NSE:RAYMONDREL,EQ,4400.86,2.53,3.65,631.1,-2.70,-1.44,-0.88,-0.84,NA,NA,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-0.71,0,0,0,0,0.989928,44,-1.38,101.06,-8.68,4.91,6.88,1.000192,48
25-09-2025,NSE:EXIDEIND,EQ,35287.75,24.99,2.36,399.6,-0.91,-4.8,-5.67,-0.16,3.45,10.25,-6.68,-15.1,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-8,-8,-25.89,4.99,11.77,18.06,-0.03,4.64,2.66,-9.73,-11.49,0.989906,44,-0.7,4.67,-1.64,-13.95,-1.01,0.992954,39
25-09-2025,NSE:CIFL,EQ,1469.2,3.18,5.87,37.9,3.52,9.58,9.13,8.1,-11.13,NA,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-11.39,NA,NA,10.75,NA,NA,8.23,-9.94,0,0,0,0.989467,44,7.56,-19.87,91.32,4.91,6.88,0.990604,36
25-09-2025,NSE:SINCLAIR,EQ,558.73,1.59,4.65,97.79,-4.80,-11.08,-13.64,-1.37,9.02,7.9,-26.18,-2.36,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-11.13,-11.13,-25.61,11.59,21.16,26.99,-1.24,10.21,0.31,-29.23,1.25,0.989302,44,-1.91,11.31,-9.91,-32.1,25.76,1.006581,59
25-09-2025,NSE:HEIDELBERG,EQ,4846.8,1.69,1.84,207.32,-2.56,-1.69,-5.61,-2.12,2.31,5.56,-1.01,-9.67,0,0,0,0,0,-1,-1,-1,-1,-1,-5.42,-5.42,-12.18,1.34,11.98,11.98,-1.99,3.5,-2.03,-4.06,-6.06,0.988997,44,-2.66,5.4,-5.35,-2.05,-1.69,0.995698,43
25-09-2025,NSE:PANACEABIO,EQ,2621.53,2.2,4.35,407.35,0.07,-12.78,-4.63,0.97,-4.12,-9.92,-10.02,18.83,0,HVQ,0,0,HV2Y,-1,-1,-1,-1,-1,-8.53,-25.79,-25.79,8.05,8.05,53.71,1.1,-2.93,-17.51,-13.07,22.44,0.988794,44,0.43,-4.08,-14.24,4.82,33.1,1.018332,72
25-09-2025,NSE:DABUR,EQ,95016.58,27.34,2.13,517.8,0.54,-3.35,-5.74,-0.15,7.25,2.12,2.95,-28.37,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-8.4,-8.4,-23.41,4.95,12.16,12.16,-0.02,8.44,-5.47,-0.1,-24.76,0.988541,44,-0.69,8.45,-14.21,5.75,-25.39,0.988868,34
25-09-2025,NSE:CIPLA,EQ,127229.34,9.96,1.63,1538,0.71,-1.4,-1.68,-4.11,1.82,0.92,4.29,-6.48,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-5.71,-5.71,-10.16,3.09,9.03,9.03,-3.98,3.01,-6.67,1.24,-2.87,0.988532,43,-4.65,6.76,-9.6,8.31,-4.37,0.998544,46
25-09-2025,NSE:APTUS,EQ,16518.56,41.04,2.79,320.75,-0.79,-2.56,-6.22,-5.14,-0.58,5.19,5.36,-8.26,0,0,0,0,0,-1,-1,-1,-1,-1,-11.89,-11.89,-18.73,0,7.56,16.87,-5.01,0.61,-2.4,2.31,-4.65,0.988177,43,-5.68,5.4,-2.95,5.09,-7.52,0.996832,44
25-09-2025,NSE:AFCONS,EQ,17221.52,8.38,2.32,456.6,0.27,0.58,2.08,5.6,4.11,-6.32,-13.94,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-3.92,-8.92,NA,11.74,11.74,NA,5.73,5.3,-13.91,-16.99,0,0.987844,43,5.06,-0.52,-19.55,-2.26,106.88,0.992258,38
25-09-2025,NSE:FMCGIETF,EQ,663.13,13.67,1.69,59.08,0.07,-1.78,-2.52,-0.74,1.39,5.38,1.02,-15.22,0,0,0,0,0,-1,-1,-1,-1,-1,-3.48,-3.48,-15.43,1.38,5.35,10.14,-0.61,2.58,-2.21,-2.03,-11.61,0.987793,43,-1.28,3.18,-4.63,0.29,-9.52,0.99227,38
25-09-2025,NSE:TOP10ADD,EQ,733.14,2.37,0.94,95.32,-0.26,-1.03,0.74,-0.24,-4.32,2.82,2.19,-3.22,0,0,0,0,0,-1,-1,-1,-1,-1,-6.27,-6.27,-13.58,1.19,7.44,7.92,-0.11,-3.13,-4.77,-0.86,0.39,0.987672,43,-0.78,-3.01,-1.83,4.26,1.35,0.997975,46
25-09-2025,NSE:GOCLCORP,EQ,1819.56,1.62,3.92,359.2,-1.32,-2.53,0.75,-5.16,-3.79,18.49,-2.12,-16.59,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-10.46,-10.46,-18.38,6.38,41.85,41.85,-5.03,-2.6,10.9,-5.17,-12.98,0.987647,43,-5.7,2.37,12.78,-20.36,-7.3,0.993688,40
25-09-2025,NSE:ANTHEM,EQ,47540.29,4.83,2.69,820.75,-0.13,-5.33,0.68,-2.79,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,7,-1,NA,NA,NA,NA,NA,NA,-2.66,0,0,0,0,0.987597,43,-3.33,101.06,-8.68,4.91,6.88,0.997837,45
25-09-2025,NSE:SHANTIGOLD,EQ,1614.23,5.8,3.18,223.14,-0.22,1.3,-1.23,-2.83,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-2.7,0,0,0,0,0.987547,43,-3.37,101.06,-8.68,4.91,6.88,0.997787,45
25-09-2025,NSE:SHRIRAMPPS,EQ,1667.75,9.71,3.47,95.33,-0.12,1.19,6.21,6.62,-8.68,22.37,-10.44,-34.84,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-8.19,-10.98,-31.6,8.09,39.31,39.31,6.75,-7.49,14.78,-13.49,-31.23,0.987448,43,6.08,-15.32,19.89,-37.36,-15.21,0.987917,32
25-09-2025,NSE:BBOX,EQ,8306.57,2.41,4.35,478.05,-3.90,-2.52,5.24,0.06,-6.1,24.79,-35.41,-3.37,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-12.21,-15.55,-31.51,8.5,47.63,47.63,0.19,-4.91,17.2,-38.46,0.24,0.987397,43,-0.48,-5.1,20.43,-75.13,30.55,1.014354,69
25-09-2025,NSE:DIVISLAB,EQ,164590.52,3.49,1.74,5984,-1.11,-1.13,-0.79,-4.42,-10.07,3.12,2.29,9.27,0,0,0,0,0,-1,-1,-1,-1,-1,-15.56,-15.56,-15.56,0,12.13,12.13,-4.29,-8.88,-4.47,-0.76,12.88,0.986807,43,-4.96,-4.35,3.3,4.06,14.02,1.006474,59
25-09-2025,NSE:ELLEN,EQ,7465.36,2.41,2.85,510.85,-0.75,-6.31,-7.9,-3.49,NA,NA,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-3.36,0,0,0,0,0.986777,43,-4.03,101.06,-8.68,4.91,6.88,0.997008,44
25-09-2025,NSE:HDBFS,EQ,65162.47,6.94,1.7,772.9,-0.22,-1.91,-1.53,-3.51,NA,NA,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-3.38,0,0,0,0,0.986756,42,-4.05,101.06,-8.68,4.91,6.88,0.996987,44
25-09-2025,NSE:INDGN,EQ,14093.77,3.31,2.33,572.35,-0.43,-2.35,2.58,0.59,-1.43,7.61,-2.68,-12.22,0,0,0,0,0,-1,-1,-1,-1,-1,-2.99,-7.71,-21.95,5.46,7.54,13.48,0.72,-0.24,0.02,-5.73,-8.61,0.986732,42,0.05,-0.98,0.23,-6.23,-2.41,0.992891,39
25-09-2025,NSE:EIEL,EQ,4655.41,17.97,3.4,254.5,-4.68,-2.68,2.29,-4.28,2.86,14.73,-26.1,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-11.29,-11.29,NA,10.33,31.38,NA,-4.15,4.05,7.14,-29.15,0,0.986554,42,-4.82,7.91,3.53,-42.97,106.88,0.989126,34
25-09-2025,NSE:SAMBHV,EQ,3624.46,12.46,3.17,120.99,0.12,-4.21,0.38,-3.72,NA,NA,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-3.59,0,0,0,0,0.986517,42,-4.26,101.06,-8.68,4.91,6.88,0.996746,44
25-09-2025,NSE:GREENPLY,EQ,4055.5,1.43,3.08,316.95,-0.13,-1.92,7.32,1.1,-0.28,8.01,0.85,-22.94,HVQ,0,0,0,0,-1,-1,-1,-1,-1,-9.39,-9.39,-21.04,8.02,17.73,20.71,1.23,0.91,0.42,-2.2,-19.33,0.986424,42,0.56,-0.34,-0.41,-2.88,-17.11,0.987942,32
25-09-2025,NSE:TIMETECHNO,EQ,10846.07,22.58,3.51,219,-3.42,-8.82,-8.74,-9.9,-3.63,12.57,-6.67,4.95,0,0,0,0,0,-1,-1,-1,-1,-1,-8.13,-8.13,-10.94,2.68,44.77,44.77,-9.77,-2.44,4.98,-9.72,8.56,0.986384,42,-10.44,6.76,6.95,-17.09,17.77,1.007146,60
25-09-2025,NSE:LICI,EQ,565644.54,10.76,1.39,894.25,-0.38,1,1.86,0.02,-6.36,11.51,-0.83,-11.89,0,0,HV2Y,HV2Y,0,-1,-1,-1,-1,-1,-8.7,-8.7,-14,4.23,15.77,21.8,0.15,-5.17,3.92,-3.88,-8.28,0.986245,42,-0.52,-5.32,8.12,-9.03,-4.08,0.9933,40
25-09-2025,NSE:EBGNG,EQ,4312.49,6.94,4.34,362.45,-2.87,-2.66,4.7,-3.99,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,2,-1,NA,NA,NA,NA,NA,NA,-3.86,0,0,0,0,0.98621,42,-4.53,101.06,-8.68,4.91,6.88,0.996436,44
25-09-2025,NSE:GVPIL,EQ,2384.56,2.93,4.47,337.45,-2.17,-8.82,-4.42,-10.39,4.39,22.74,-18.4,-17.1,0,0,HVQ,HV2Y,2,-1,-1,-1,-1,-1,-13.57,-13.57,-24.99,18.68,54.07,54.07,-10.26,5.58,15.15,-21.45,-13.49,0.986183,42,-10.93,14.44,10.52,-48.35,7.98,1.000003,48
25-09-2025,NSE:VAIBHAVGBL,EQ,4129,5.34,4.2,245.31,-0.75,-3.21,2.74,12.09,2.04,4.36,-17.99,-25.68,0,HVQ,0,0,HV2Y,-1,-1,-1,-1,-1,-5.37,-7.39,-27.06,18,20.15,20.15,12.22,3.23,-3.23,-21.04,-22.07,0.986119,42,11.55,-10.37,-6.31,-18.46,0.37,0.986543,30
25-09-2025,NSE:MOL,EQ,2197.27,6.31,2.84,84.89,-1.29,0.22,4.02,-0.8,-15.18,20.7,2.9,-20.85,0,0,0,0,0,-1,-1,-1,-1,-1,-18.15,-18.15,-27.09,4.62,35.98,36.76,-0.67,-13.99,13.11,-0.15,-17.24,0.986041,42,-1.34,-13.21,22.47,-17.54,-17.58,0.993435,40
25-09-2025,NSE:SARLAPOLY,EQ,850.73,1.15,3.58,98.96,-0.85,-3.48,-4.05,-6.43,-13.43,17.39,-18,13.86,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-19.82,-19.82,-22.98,0.61,32.68,40.16,-6.3,-12.24,9.8,-21.05,17.47,0.985805,42,-6.97,-5.52,18.49,-37.93,33.88,1.020137,74
25-09-2025,NSE:FEDERALBNK,EQ,48669.54,48.6,1.5,193.58,-0.79,-2.78,-1.29,-0.74,-8.69,3.24,-0.45,3.81,0,0,0,0,0,-1,-1,-1,-1,-1,-11.61,-11.61,-11.61,1.81,3.53,9.53,-0.61,-7.5,-4.35,-3.5,7.42,0.985609,41,-1.28,-6.83,2.3,1.09,11.13,1.002072,53
25-09-2025,NSE:GODREJCP,EQ,126850.99,14.55,2.44,1186,-0.52,-4.84,-5.92,-6.38,0.06,6.24,9.81,-21.83,0,0,HVQ,0,0,-1,-1,-1,-1,-1,-8.08,-8.49,-17.95,1.76,5.25,20.09,-6.25,1.25,-1.35,6.76,-18.22,0.985496,41,-6.92,7.12,-2.49,8.72,-28.2,0.991537,37
25-09-2025,NSE:MAHLIFE,EQ,8104.57,2.12,2.33,370.4,-1.32,-3.37,-0.51,6.34,0.76,15.89,-17.7,-32.68,0,0,0,0,0,-1,-1,-1,-1,-1,-3.32,-3.32,-29.37,9.46,42.61,42.61,6.47,1.95,8.3,-20.75,-29.07,0.985324,41,5.8,-4.91,6.57,-35.02,-5.85,0.984944,28
25-09-2025,NSE:JSWCEMENT,EQ,20374.13,52.34,2.58,146.44,-0.50,-0.91,-1.07,-4.81,NA,NA,NA,NA,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-4.68,0,0,0,0,0.985277,41,-5.35,101.06,-8.68,4.91,6.88,0.995493,42
25-09-2025,NSE:ARISINFRA,EQ,1293.45,11.34,4.45,156.86,-3.76,-1.28,-5.55,5.09,-11.17,NA,NA,NA,0,0,0,0,0,-1,-1,-1,-1,-1,-10.66,NA,NA,15.47,NA,NA,5.22,-9.98,0,0,0,0.985162,41,4.55,-16.08,91.32,4.91,6.88,0.989642,35
