Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
25-09-2025,NSE:MVKAGRO,ST,683.42,1.18,1.48,468.15,1.99,9.4,17.88,31.1,68.92,89.49,91.58,89.05,0,0,0,HVY,HV2Y,-1,1,0,-1,-1,0,0,0,215.49,948.3,1376.04,31.23,70.11,81.9,88.53,92.66,3.608053,99,30.56,55.95,57.51,24.83,-23.2,1.385926,99
25-09-2025,NSE:POLYSIL,ST,500.96,1.71,1.32,236.15,1.99,9.38,17.87,33.77,70.7,91.17,88.02,86.45,0,0,0,HV2Y,HV2Y,-1,0,0,-1,-1,0,0,0,234.75,1012.47,1538.44,33.9,71.89,83.58,84.97,90.06,3.359321,99,33.23,56.81,61.19,-30.82,-6.19,1.394173,99
25-09-2025,NSE:IZMO,BE,1573.96,1.28,5.51,1223.35,5.00,21.64,35.8,47.17,70.56,77.01,51.73,62.59,0,HV2Y,HV2Y,0,HV2Y,-1,3,0,-1,-1,0,0,0,258.9,391.02,431.33,47.3,71.75,69.42,48.68,66.2,1.906258,99,46.63,45.34,13.23,-105.1,29.38,1.212933,99
25-09-2025,NSE:UNITEDPOLY,BE,920.36,1.29,0.47,46.41,5.00,16.94,24.71,26.87,58.09,68.23,65.2,75.97,0,0,HVQ,2,HV2Y,-1,0,-1,-1,-1,0,0,0,147.99,226.63,362.6,27,59.28,60.64,62.15,79.58,1.791854,99,26.33,43.75,15.52,-4.63,37.83,1.194448,99
25-09-2025,NSE:BGRENERGY,BE,1908.53,5.42,5.71,232.8,-5.00,-13.9,6.11,22.11,56.34,63.85,63.42,78.78,0,HVQ,HVQ,0,2,-1,-1,4,-1,-1,-13.35,-13.35,-13.35,137.33,210.15,559.66,22.24,57.53,56.26,60.37,82.39,1.765427,99,21.57,45.01,8.52,3.72,48.88,1.206437,99
25-09-2025,NSE:APOLLO,EQ,11453.5,244.92,6.9,341.55,0.98,0.48,17.11,26.59,42.21,63.35,72.43,68.96,0,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,5,-1,-1,-0.64,-0.64,-0.64,101.07,215.95,274.59,26.72,43.4,55.76,69.38,72.57,1.669129,99,26.05,22.34,27.9,29.7,-5.73,1.151391,99
25-09-2025,NSE:CUPID,EQ,5758.62,39.19,5.21,221.93,0.83,5.97,8.67,22.57,53.3,70.22,64.89,61.91,0,0,HV2Y,HV2Y,0,-1,4,19,-1,-1,-1.65,-1.65,-1.65,103.98,279.58,279.58,22.7,54.49,62.63,61.84,65.52,1.653931,99,22.03,40.75,27.56,-12.99,-1.6,1.150671,99
25-09-2025,NSE:NACLIND,BE,4769.74,2.13,5.33,219.6,-2.25,-10.66,-16.51,-22.79,14.09,53.71,72.42,74.86,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-28.72,-28.72,-28.72,10.8,131.61,362.29,-22.66,15.28,46.12,69.37,78.47,1.53784,99,-23.33,31.1,37.43,45.33,15.73,1.173429,99
25-09-2025,NSE:MEGASOFT,EQ,1156.64,2.91,5.4,165.47,-2.64,8.13,2.82,15.78,42.81,67.37,48.49,61.9,0,0,0,2,2,-1,-1,9,-1,-1,-2.52,-2.52,-2.52,69.96,237.71,237.71,15.91,44,59.78,45.44,65.51,1.488248,99,15.24,33.16,34.26,-52.92,32.9,1.144072,99
25-09-2025,NSE:GABRIEL,EQ,18961,6.33,4.69,1285.7,-0.29,-2,1.77,11.7,50.43,54.18,61.96,59.37,0,0,0,HV2Y,HV2Y,-1,-1,-1,2,-1,-4.79,-4.79,-4.79,87.54,141.99,215.7,11.83,51.62,46.59,58.91,62.98,1.485748,99,11.16,44.93,-1.12,21.89,0.08,1.135913,99
25-09-2025,NSE:AXISCADES,EQ,7194,1.5,5.12,1683.2,-0.06,-0.27,8.02,24.17,21.33,42.76,65.2,68.31,0,0,0,2,HV2Y,-1,-1,-1,-1,28,-5.15,-5.15,-5.15,42.05,121.82,289.03,24.3,22.52,35.17,62.15,71.92,1.451447,99,23.63,-2.68,18.57,44.1,15.83,1.133262,99
25-09-2025,NSE:JSLL,EQ,10165.31,2.57,4.32,813.7,-1.86,-2.98,6.27,12.01,47.7,57.2,44.45,65.97,0,HVQ,HVQ,0,0,-1,-1,6,-1,-1,-2.5,-2.5,-2.5,92.55,114.63,180.51,12.14,48.89,49.61,41.4,69.58,1.450197,99,11.47,41.62,9.48,-24.89,45.62,1.150548,99
25-09-2025,NSE:DPEL,ST,598.16,1.54,5.29,235.05,2.96,-6.13,32.12,41.29,41.08,46.37,43.57,63.75,HVQ,HVQ,0,0,0,10.24,-1,-1,-1,-1,-2.63,-2.63,-2.63,96.44,98.45,257.73,41.42,42.27,38.78,40.52,67.36,1.437057,99,40.75,0.7,0.31,-0.33,42.65,1.134913,99
25-09-2025,NSE:TFCILTD,EQ,3342.7,80.42,2.4,72.9,0.14,0.97,1.67,16.67,36.99,60.75,55.59,54.14,0,0,0,HVY,0,-1,-1,7,-1,-1,-0.21,-0.21,-0.21,54.79,160.1,183.89,16.8,38.18,53.16,52.54,57.75,1.418976,99,16.13,25.45,29.03,-8.25,3.62,1.107124,98
25-09-2025,NSE:STALLION,EQ,1550.81,26.63,7.59,207.34,-4.61,2.34,8.1,28.73,62.31,64.41,NA,NA,0,0,0,0,0,-1,-1,6,-1,-1,-3.32,-3.32,NA,167.72,228.32,NA,28.86,63.5,56.82,0,0,1.402596,99,28.19,48.17,-3.1,104.91,6.88,1.168357,99
25-09-2025,NSE:INDOTHAI,EQ,2502.25,10.02,6.61,240.28,4.11,17.2,23.83,32.04,23.14,17.76,54.14,71.7,2,0,0,2,2,-1,4,-1,-1,-1,0,0,0,67.83,67.83,256.28,32.17,24.33,10.17,51.09,75.31,1.396058,99,31.5,-12.03,-15.69,49.15,45.17,1.156115,99
25-09-2025,NSE:FORCEMOT,EQ,24501.88,1.2,5.09,18041,-0.39,-10.03,-1.78,-11.81,23.03,53.11,62.87,62.54,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,9,-18.89,-18.89,-18.89,23.83,112.82,186.01,-11.68,24.22,45.52,59.82,66.15,1.384035,99,-12.35,32.22,30.4,25.74,5.98,1.12323,99
25-09-2025,NSE:BANCOINDIA,EQ,11867.8,22.44,5.66,826.15,1.36,9.97,24.93,28.68,27.66,57.21,39.58,58.88,HV2Y,0,0,0,HV2Y,-1,-1,-1,-1,-1,-0.77,-0.77,-0.77,54.43,159.51,168.99,28.81,28.85,49.62,36.53,62.49,1.367245,99,28.14,-0.37,32.16,-36.29,38.83,1.119972,98
25-09-2025,NSE:BALAJITELE,EQ,1491.27,2.53,6.47,134.18,-2.01,10.72,19.47,31.38,30.86,57.18,40.53,51.09,HVQ,0,0,0,2,-1,4,-1,-1,-1,-1.51,-1.51,-1.51,55.28,134.34,163.91,31.51,32.05,49.59,37.48,54.7,1.355376,98,30.84,0.31,29.38,-33.97,24.64,1.103048,98
25-09-2025,NSE:MANGCHEFER,EQ,3650.27,4.36,4.02,331.4,4.87,7.62,1.8,-9.67,16.78,55.08,53.67,62.78,0,0,HVY,0,HV2Y,-1,-1,-1,-1,-1,-10.1,-10.1,-10.1,23.87,116.26,162.47,-9.54,17.97,47.49,50.62,66.39,1.337131,98,-10.21,25.18,37.35,1.76,26.54,1.120385,98
25-09-2025,NSE:GMDCLTD,EQ,18189.6,147.33,6.86,606.2,-3.38,9.65,13.83,30.47,33.44,55.18,46.22,38.89,HV2Y,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-4.02,-4.02,-4.02,59.93,130.95,152.6,30.6,34.63,47.59,43.17,42.5,1.336033,98,29.93,5.33,23.98,-15.07,-6.75,1.080552,96
25-09-2025,NSE:JAYNECOIND,EQ,6758.15,230.03,5.06,71.94,1.24,0.61,12.23,16.83,44.48,55.45,44.75,32.62,0,0,HV2Y,0,HV2Y,-1,-1,-1,2,-1,-2.84,-2.84,-2.84,103.23,139.55,146.88,16.96,45.67,47.86,41.7,36.23,1.329401,98,16.29,34.3,11.07,-19.11,-15.06,1.079979,96
25-09-2025,NSE:KRISHANA,EQ,3386.3,1.25,3.67,540.05,0.93,-5.27,-4.75,-10.27,4.6,55.27,62.52,54.43,0,0,0,HV2Y,0,-1,-1,-1,-1,5,-9.23,-9.23,-9.23,30.97,145.97,202.1,-10.14,5.79,47.68,59.47,58.04,1.325947,98,-10.81,14.54,44.44,21.11,-14.69,1.111945,98
25-09-2025,NSE:ROSSTECH,EQ,2860.03,2.44,5.37,781.2,0.26,5.81,11.19,13.97,47.95,63.37,36.89,NA,0,0,0,0,0,-1,-1,6,-1,-1,-2.73,-2.73,NA,93.1,175.86,NA,14.1,49.14,55.78,33.84,0,1.325886,98,13.43,40.56,20.94,-67.38,106.88,1.103391,98
25-09-2025,NSE:EMKAY,EQ,671.48,3.88,7.78,379.55,0.23,36.85,41.46,43.86,40.63,45.81,12.26,46.65,HVQ,0,0,0,HV2Y,4.19,-1,-1,-1,-1,-10,-10,-10,65.8,94.53,101.33,43.99,41.82,38.22,9.21,50.26,1.322894,98,43.32,-4.7,0.05,-56.99,46.07,1.115472,98
25-09-2025,NSE:KHAICHEM,EQ,1240.49,5.19,5.34,127.3,-2.45,-2.32,-2.41,17.01,34.13,59.66,44.47,33.61,0,HVQ,0,0,HV2Y,-1,-1,-1,20,-1,-6.27,-6.27,-6.27,41.11,168.53,168.53,17.14,35.32,52.07,41.42,37.22,1.315863,98,16.47,21.69,30.08,-32.75,-12.67,1.078618,96
25-09-2025,NSE:LUMAXTECH,EQ,7584.59,2.35,6.14,1258.4,6.97,11.56,11.33,9.49,11.55,56.06,51.07,54.18,HVQ,0,HVY,HVY,0,-1,-1,-1,-1,-1,0,0,0,29.04,169.49,169.49,9.62,12.74,48.47,48.02,57.79,1.309096,98,8.95,3.34,41.63,-6.44,13.23,1.102158,98
25-09-2025,NSE:COOLCAPS,SM,1191.26,4.46,5.93,94.75,-0.84,15.06,26.47,31.42,27.37,30.93,28.39,63.51,0,0,0,2,HV2Y,-1,-1,-1,-1,-1,-3.3,-3.3,-3.3,43.03,46.3,170.26,31.55,28.56,23.34,25.34,67.12,1.296944,98,30.88,-4.84,-3.78,1.25,55.92,1.125271,99
25-09-2025,NSE:NETWEB,EQ,18537.15,36.76,7.16,3416.4,-3.51,14.28,8.38,30.58,46.21,52.98,19.23,22.09,0,2,HV2Y,HV2Y,HV2Y,-1,-1,6,-1,-1,0,0,0,101.61,156.02,169.54,30.71,47.4,45.39,16.18,25.7,1.291333,98,30.04,23.58,3.89,-66.85,10.42,1.07149,95
25-09-2025,NSE:ASHAPURMIN,EQ,5922.62,9.81,5.12,639.4,-2.44,2.13,5.44,24.73,32.84,42.62,37.57,51,0,HVQ,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-0.83,-0.83,-0.83,53,96.51,199.72,24.86,34.03,35.03,34.52,54.61,1.286176,98,24.19,11.84,5.88,-3.88,28.39,1.085894,97
25-09-2025,NSE:COMSYN,EQ,621.26,3.9,3.04,153.26,-0.89,-0.55,-0.24,9.89,10.97,50.41,42.37,56.54,0,HV2Y,0,0,HV2Y,-1,-1,-1,-1,3,0,0,0,25.27,116.62,185.2,10.02,12.16,42.82,39.32,60.15,1.26842,97,9.35,2.26,35.62,-11.31,31.48,1.098438,97
25-09-2025,NSE:IXIGO,EQ,11155.78,37.2,5.51,277.8,-0.23,2.43,-8.33,-3.87,36.57,49.35,40.45,47.02,0,0,HVY,0,0,-1,-1,-1,9,-1,-13.22,-13.22,-13.22,63.23,101.48,123.15,-3.74,37.76,41.76,37.4,50.63,1.267103,97,-4.41,39.99,11.47,-12.67,17.92,1.094696,97
25-09-2025,NSE:CARTRADE,EQ,12068.11,5.62,5.72,2493,3.67,2.76,1.58,4.15,34.64,27.51,35.18,62.28,0,0,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-10.34,-10.34,-10.34,53.09,77.08,189.88,4.28,35.83,19.92,32.13,65.89,1.264666,97,3.61,32.87,-19.59,15.48,48.69,1.120747,98
25-09-2025,NSE:VIMTALABS,EQ,3674.62,37.16,6.76,731.9,-2.47,-7.28,-8.83,11.59,36.11,21.1,34.29,61.1,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-14.42,-14.42,-14.42,71.33,76.02,191.1,11.72,37.3,13.51,31.24,64.71,1.262358,97,11.05,28.8,-32.18,21.63,47.68,1.118345,98
25-09-2025,NSE:SYRMA,EQ,16032.26,17.89,4.49,858.4,4.95,6.98,1.35,12.69,37.23,45.38,30.68,48.18,0,0,0,0,HV2Y,-1,-1,-1,15,-1,-2.91,-2.91,-2.91,49.98,100.26,120.08,12.82,38.42,37.79,27.63,51.79,1.261944,97,12.15,29.16,4.3,-21.98,32.12,1.088202,97
25-09-2025,NSE:PROZONER,EQ,740.12,13.28,5.17,49.24,1.59,-0.12,13.26,17.45,28.11,35.01,49.84,45.11,HVQ,HVQ,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,36.98,77.51,129.23,17.58,29.3,27.42,46.79,48.72,1.259494,97,16.91,13.98,0.92,27.72,-2.55,1.074969,95
25-09-2025,NSE:PFOCUS,EQ,5687.96,36.24,4.46,191.34,-2.18,1.87,1.11,20.7,40.7,47.67,30.55,30.44,0,0,HV2Y,0,2,-1,-1,-1,-1,-1,-2.76,-2.76,-2.76,39,111.78,111.78,20.83,41.89,40.08,27.5,34.05,1.257962,97,20.16,26.28,3.09,-27.81,6.71,1.066065,94
25-09-2025,NSE:IMFA,EQ,5762.3,1.87,4.33,1174.75,1.08,11.04,13.91,26.95,33.48,44.37,24.13,43.67,0,0,HVQ,0,HV2Y,-1,4,1,-1,-1,-1.32,-1.32,-1.32,63.11,102.69,102.69,27.08,34.67,36.78,21.08,47.28,1.253364,97,26.41,10,7.68,-31.47,32.63,1.07952,96
25-09-2025,NSE:PARADEEP,EQ,14759.53,123.83,5.6,192.73,10.93,10.44,5.58,-16.81,14.01,50.58,43.93,57.18,0,0,HVY,0,HV2Y,-1,-1,-1,-1,-1,-16.53,-16.53,-16.53,22.42,90.97,135.25,-16.68,15.2,42.99,40.88,60.79,1.249243,97,-17.35,27.44,33.85,-8.55,30.52,1.105759,98
25-09-2025,NSE:SUBROS,EQ,6569.24,3.98,4.86,1132.65,0.35,14.59,17.4,23.03,15.13,48.15,45.43,33.87,HVQ,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-0.83,-0.83,-0.83,42.62,102.62,107.15,23.16,16.32,40.56,42.38,37.48,1.240866,97,22.49,-9.2,30.23,-0.34,-14.31,1.065328,94
25-09-2025,NSE:GALLANTT,EQ,15972.8,3.89,4.95,663.7,-0.09,-0.88,-9.96,6.81,17.7,47.79,48.96,40.88,0,0,HVQ,2,0,-1,-1,-1,-1,-1,-15.56,-15.56,-15.56,26.49,87.62,120.11,6.94,18.89,40.2,45.91,44.49,1.240589,97,6.27,12.75,27.87,7.16,-8.94,1.069177,95
25-09-2025,NSE:SHREEPUSHK,EQ,1251.47,12.35,6.06,454.65,-0.02,15.48,25.82,26.97,31.28,35.5,28.79,44.64,HV2Y,0,0,2,HV2Y,4.06,-1,-1,-1,-1,-1.66,-1.66,-1.66,42.72,97.35,97.35,27.1,32.47,27.91,25.74,48.25,1.235778,96,26.43,6.96,-2.54,-5.49,29.13,1.074272,95
25-09-2025,NSE:SHAILY,EQ,10868.38,1.6,4.69,2321.4,3.08,-6.73,3.21,7.57,27.63,24.52,37.63,57.67,0,HVQ,HVQ,0,HV2Y,-1,-1,-1,2,-1,-7.95,-7.95,-7.95,47.69,64.02,152.78,7.7,28.82,16.93,34.58,61.28,1.230133,96,7.03,22.76,-12.98,22.28,39.02,1.096544,97
25-09-2025,NSE:AIIL,EQ,53161.52,2.25,3.26,3059.5,1.48,-7.06,-1.76,0.57,11.11,49.27,44.56,46.21,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-8.59,-8.59,-8.59,20.47,98.4,113.01,0.7,12.3,41.68,41.51,49.82,1.224897,96,0.03,11.66,34.25,-4.37,9.85,1.077548,96
25-09-2025,NSE:SUNDARMHLD,EQ,13770.44,5.04,5.31,582.95,-1.20,-8.36,1.98,16.45,12.63,44.68,50.18,30.41,0,0,0,0,HV2Y,-1,-1,-1,-1,22,-9.27,-9.27,-9.27,27.18,91.34,135.91,16.58,13.82,37.09,47.13,34.02,1.223089,96,15.91,-3.52,28.01,14.84,-32.78,1.0595,93
25-09-2025,NSE:MIRCELECTR,BE,797.86,9.08,5.36,26.92,-4.06,-7.73,-9.51,1,43.2,53.23,20.1,16.62,0,0,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-12.72,-12.72,-12.72,85.78,148.47,148.47,1.13,44.39,45.64,17.05,20.23,1.221713,96,0.46,43.68,8.98,-65.91,2.52,1.074796,95
25-09-2025,NSE:QPOWER,EQ,7767.64,10.21,5.46,972.2,-7.11,-1.68,2.25,15.39,30.77,63.76,NA,NA,0,0,0,0,0,-1,-1,-1,-1,0,-2.94,-2.94,NA,55.67,271.43,NA,15.52,31.96,56.17,0,0,1.221089,96,14.85,19.24,38.97,104.91,6.88,1.131542,99
25-09-2025,NSE:SRM,EQ,1280.29,5.31,5.39,558.75,2.20,1.23,9.77,15.31,12.55,41.54,33.58,51.93,HV2Y,0,0,2,HV2Y,-1,-1,-1,-1,-1,-1.45,-1.45,-1.45,25.96,83.22,119.42,15.44,13.74,33.95,30.53,55.54,1.216864,96,14.77,-2.21,24.47,-8.7,34.5,1.081514,96
25-09-2025,NSE:SHREERAMA,BE,807.48,6.69,6.46,58.03,-3.86,-7.63,-3.14,12.96,26.28,43.82,12.68,51.42,0,HVQ,HVQ,0,HV2Y,-1,-1,-1,-1,-1,-10.38,-10.38,-10.38,45.71,83.41,124.04,13.09,27.47,36.23,9.63,55.03,1.212463,96,12.42,16.36,15.12,-50.52,51.25,1.098478,97
25-09-2025,NSE:GVT&D,EQ,77991.77,3.66,3.62,3022.8,0.88,1,8.51,8.82,20.76,46.34,28.68,46.84,0,0,0,0,0,-1,-1,-1,-1,-1,-3.71,-3.71,-3.71,29.25,128.08,128.08,8.95,21.95,38.75,25.63,50.45,1.210635,96,8.28,14.15,23.6,-27.99,32.34,1.077922,96
25-09-2025,NSE:POCL,EQ,3965.47,5.17,5.52,1220.9,-5.45,-6.63,-0.07,5.31,37.55,51.57,25.66,14.7,0,0,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-8.72,-8.72,-8.72,42.62,122.8,144.26,5.44,38.74,43.98,22.61,18.31,1.207448,96,4.77,35.11,13.78,-48.6,-7.85,1.058046,93
25-09-2025,NSE:LAURUSLABS,EQ,50203.72,13.9,2.43,909.75,-0.03,1.74,1.47,4.02,26.36,32.82,38.53,48.29,0,0,0,0,0,-1,-1,-1,13,-1,-3.84,-3.84,-3.84,27.72,59.71,107.83,4.15,27.55,25.23,35.48,51.9,1.206608,96,3.48,24.34,0.09,13.42,22.76,1.075185,96
25-09-2025,NSE:SIRCA,EQ,2680.15,5.55,2.83,507.55,1.22,4.08,8.89,10.06,24.55,46.83,35.94,32.3,0,0,HV2Y,0,0,-1,-1,-1,4,-1,-1.64,-1.64,-1.64,34.86,106.99,108.24,10.19,25.74,39.24,32.89,35.91,1.205597,96,9.52,17.17,20.85,-15.58,1.21,1.057053,92
25-09-2025,NSE:RAMCOIND,EQ,3389.03,5.83,4.32,381.35,-0.99,0.9,8.99,19.29,29.88,39.46,25.53,36.94,0,HVQ,HVQ,0,HV2Y,-1,4,1,-1,-1,-5.56,-5.56,-5.56,33.8,63.19,65.26,19.42,31.07,31.87,22.48,40.55,1.20312,95,18.75,14.19,4.98,-18.1,22.2,1.061111,93
25-09-2025,NSE:DECCANCE,EQ,1575.84,1.02,4.24,1139.8,3.87,2.42,2.3,5.47,21.56,30.07,45.42,45.09,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,18,-1,-1.6,-1.6,-1.6,30.9,57.12,99.36,5.6,22.75,22.48,42.37,48.7,1.202626,95,4.93,18.08,2.17,26.85,6.29,1.068994,95
25-09-2025,NSE:PARAGMILK,EQ,3521.59,20.37,4.9,280.98,-3.42,-3.43,5.88,17.87,18.89,43.31,30.66,37.74,HV2Y,0,0,HV2Y,2,-1,-1,-1,-1,-1,-8,-8,-8,29.23,83.67,94.24,18,20.08,35.72,27.61,41.35,1.196404,95,17.33,2.31,21.42,-17.39,17.09,1.060333,93
25-09-2025,NSE:YATRA,EQ,2373.36,31.53,5.77,149.01,1.48,-9.17,-8.74,2.17,41.72,46.94,24.59,9.27,0,HV2Y,HVQ,0,0,-1,-1,-1,-1,-1,-11.99,-11.99,-11.99,75.08,84.95,119.76,2.3,42.91,39.35,21.54,12.88,1.194935,95,1.63,41.48,0.28,-37.2,-13.43,1.058904,93
25-09-2025,NSE:YATHARTH,EQ,7481.43,5.93,3.73,784.95,0.05,-1.89,-1.67,9.97,33.01,45.07,20.01,31.87,0,0,0,0,0,-1,-1,-1,5,-1,-2.59,-2.59,-2.59,47.78,88.62,117.64,10.1,34.2,37.48,16.96,35.48,1.193303,95,9.43,26.65,9.32,-40.7,21.7,1.06299,94
25-09-2025,NSE:MAHKTECH,EQ,556.92,9.2,0.83,28.59,-0.24,3.6,8.39,13.68,23.26,12.59,35.19,53.03,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-1.57,-1.57,-1.57,32.82,51.61,108.32,13.81,24.45,5,32.14,56.64,1.19159,95,13.14,12.16,-22.58,30.76,34.4,1.085058,97
25-09-2025,NSE:LTF,EQ,61821.78,58.23,2.01,246.82,0.17,1.59,5.71,11.8,18.36,37.16,44.7,27.88,0,0,0,0,0,-1,2,2,-1,-1,-1.62,-1.62,-1.62,24.68,64.27,86.46,11.93,19.55,29.57,41.65,31.49,1.185509,95,11.26,8.49,14.36,16.91,-23.54,1.048682,89
25-09-2025,NSE:HNGSNGBEES,EQ,1246.56,2.32,2.2,524.14,-0.38,-0.02,3.69,11.53,25.74,20.7,34.07,45.85,0,0,0,0,HV2Y,-1,-1,4,-1,-1,-0.73,-0.73,-0.73,36.6,50.21,83.7,11.66,26.93,13.11,31.02,49.46,1.180386,95,10.99,17.12,-15.46,21.77,24.74,1.070017,95
25-09-2025,NSE:CCCL,EQ,1174.98,46.22,8.08,24.77,-0.52,-10.38,23.86,19.82,20.75,47.52,31.57,9.2,HV2Y,HVQ,HVQ,0,HV2Y,7.72,-1,-1,-1,-1,-11.63,-11.63,-15.76,62.15,78.96,111.56,19.95,21.94,39.93,28.52,12.81,1.180061,95,19.28,2.22,25.09,-25.47,-25.8,1.039409,85
25-09-2025,NSE:AGIIL,EQ,2890.48,1.97,2.75,1237.6,4.22,5.85,5.16,5.01,20.48,24.77,25.94,55.23,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,9,-1,0,0,0,33.91,79.64,172.22,5.14,21.67,17.18,22.89,58.84,1.179992,95,4.47,17.35,-3.29,6.46,46.43,1.087694,97
25-09-2025,NSE:CHOICEIN,EQ,16658.1,4.71,2,826.3,1.28,0.31,4.8,2.66,14.13,39.86,35.5,44.61,0,0,0,HV2Y,0,-1,-1,-1,-1,1,-0.74,-0.74,-0.74,18.74,69.48,81.92,2.79,15.32,32.27,32.45,48.22,1.179782,95,2.12,12.85,21.29,-2.34,21,1.065282,94
25-09-2025,NSE:MANAKCOAT,EQ,1395.51,1.73,4.62,142.39,-2.14,2.21,-2.63,-2.91,4.95,41.47,26.26,55.4,0,0,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-16.08,-16.08,-16.08,8.26,84.07,141.49,-2.78,6.14,33.88,23.21,59.01,1.17856,95,-3.45,8.7,29.74,-21.08,46.4,1.093713,97
25-09-2025,NSE:MBAPL,EQ,3773.22,1.52,2.99,419.85,-0.63,-2.58,2.25,-3.17,0.25,31.86,48.31,47.29,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-8.92,-8.92,-8.92,3.31,63.58,106.12,-3.04,1.44,24.27,45.26,50.9,1.175731,94,-3.71,4.37,23.01,29.06,4.9,1.06875,95
25-09-2025,NSE:VIESL,SM,606.08,1.03,6.26,234.35,7.03,6.61,21.89,27.52,29.12,41.11,11.67,13.31,0,0,0,0,0,-1,-1,1,-1,-1,-9.2,-9.2,-9.2,48.23,79.14,93.68,27.65,30.31,33.52,8.62,16.92,1.172306,94,26.98,3.27,8.24,-45.09,8.74,1.041646,86
25-09-2025,NSE:ANANDRATHI,EQ,25154.42,1.12,2.56,2882.4,-3.05,-6.1,-1.68,2.73,28.2,38.43,29.53,33.5,0,0,HV2Y,0,0,-1,-1,-1,2,-1,-6.24,-6.24,-6.24,38.45,70.84,73.91,2.86,29.39,30.84,26.48,37.11,1.170974,94,2.19,27.25,5.57,-9.55,12.52,1.057122,92
25-09-2025,NSE:GODFRYPHLP,EQ,54546.82,16,5.16,3408,1.79,-4.78,-5.51,-6.44,19.01,38.78,47.93,23.93,0,HVQ,0,HV2Y,HV2Y,-1,-1,-1,-1,13,-9.91,-9.91,-9.91,21.72,62.98,136.99,-6.31,20.2,31.19,44.88,27.54,1.170675,94,-6.98,24.97,15.73,19.85,-39.21,1.052984,91
25-09-2025,NSE:ROHLTD,EQ,1387.72,3.06,5.81,545.8,0.01,6.85,2.95,7.98,29.31,23.03,37.35,33.89,0,HV2Y,HV2Y,0,0,-1,-1,-1,-1,-1,-4.31,-4.31,-4.31,39.54,56.36,75.14,8.11,30.5,15.44,34.3,37.5,1.1688,94,7.44,24.25,-17.57,23.51,1.35,1.058799,93
25-09-2025,NSE:GARUDA,EQ,1898.98,17.74,5.17,193.28,-3.44,-5.25,-8.57,-9.49,36.21,41.6,38.81,NA,0,0,0,0,0,-1,-1,-1,16,-1,-10.69,-10.69,NA,62.94,119.71,NA,-9.36,37.4,34.01,35.76,0,1.16729,94,-10.03,42.8,-0.24,0.14,106.88,1.084144,97
25-09-2025,NSE:HBLENGINE,EQ,23256.66,18.48,3.92,829.4,2.11,-5.88,-4.55,5.92,28.85,43.9,21.31,26.34,0,HVQ,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-9.83,-9.83,-9.83,46.7,78.33,101.78,6.05,30.04,36.31,18.26,29.95,1.166893,94,5.38,25.44,12.47,-35.35,13.27,1.052923,91
25-09-2025,NSE:GOKULAGRO,EQ,5974.03,6.28,4.45,407.05,-1.30,2.69,16.51,19.2,25.21,38.21,13.98,32.49,0,0,HVQ,0,HV2Y,-1,-1,6,-1,-1,-2.36,-2.36,-2.36,38.79,84.07,99.93,19.33,26.4,30.62,10.93,36.1,1.165629,94,18.66,8.5,8.71,-34.31,28.4,1.055376,91
25-09-2025,NSE:HDFCSILVER,EQ,1975.83,36.69,1.81,130.39,0.15,6.5,7.32,13.77,21.73,27.59,36.19,33.68,0,0,0,0,0,-1,-1,2,-1,-1,0,0,0,30.16,52.32,59.48,13.9,22.92,20,33.14,37.29,1.16508,94,13.23,10.29,-1.19,16.79,2.95,1.050006,90
