Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
09-12-2025,NSE:MVKAGRO,ST,990.82,786.6,79458,625.01663,0.82,2.23,1.49,,-2.00,0.51,9.87,17.06,23.19,30.73,52.08,85.37,94.08,95.02,93.64,-1,-1,-1,-1,HV2Q,HV2Q,-1,1,0,-1,-1,1.88,6.55,9.03,14.73,27.86,55.15,185.09,100,100,88.89,94.44,80,85.71,79.37,89.68,-3.96,-3.96,-3.96,-3.96,-3.96,-3.96,0,0,0,-31.07,-42.09,108.67,570.02,2331.53,2331.53,25.42,132.25,748.87,255.8,44.05,2.89,23.53,49.37,84.58,78.78,93.25,4.413179,99,24.83,132.25,662.96,117.37,,,23.53,34.58,71.44,44.88,31.96,1.445691,99
09-12-2025,NSE:GRETEX,SM,303.92,186,16935,31.4991,0.23,3.09,1.47,2M,0.54,-2.69,-0.11,-6.99,-15.89,-33.33,-23.12,32.9,93.01,94.11,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.69,-3.98,-5.46,-11.31,-15.06,34.81,30.29,0,0,25.4,54.76,0,0,0,23.02,-13.89,-28.46,-32.67,-32.67,NA,-13.89,-21.97,-17.1,-2.23,-47.15,NA,2.76,53.34,3476.92,NA,2.76,8.05,1577.66,2300,150,NA,-15.55,-25.83,32.11,77.71,92.34,3.296749,99,-13.89,-7.69,1577.66,576.42,,,-15.55,-9.28,47.48,74.95,31.74,1.803462,99
09-12-2025,NSE:BGRENERGY,BE,2979.55,362.45,236656,857.75967,4.85,4.83,28.95,2L,-4.34,-14.91,-14.42,-14.21,-7.5,16.02,39.23,68.87,80.3,88.59,89.93,-1,-1,-1,HV2Q,-1,HVQ,-1,-1,-1,-1,-1,-9.36,-1.09,-10.34,5.15,-5.47,51.74,95.88,20,80.95,93.65,57.94,0,0,33.33,25.4,-15.46,-22.46,-22.46,-22.46,-22.46,-15.46,-16.64,0,-22.18,-50.76,-25.67,65.82,274.39,735.14,940.63,0,246.79,197.34,223.97,105.17,18.79,-7.16,36.52,68.08,65,86.82,2.159594,99,-9.6,216.12,193.81,127.23,,,-7.16,40.43,50.75,22.09,58.07,1.267824,99
09-12-2025,NSE:CUPID,EQ,8255.36,391.55,3721648,14572.11274,5.29,5.32,4.63,,3.04,9.83,14.06,19.89,33.26,45.14,51.98,73.78,83.56,78.53,70,-1,-1,-1,HV2Y,HV2Y,HV2Q,-1,-1,5,-1,-1,8.54,7.22,16.99,17.06,41.05,44,151.85,100,100,93.65,80.16,80,76.19,65.08,61.9,0,0,0,0,0,0,0,0,-8.31,-51.84,-37.1,99.19,334.33,580.96,580.96,54.62,58.26,226.99,78.57,0,13.92,33.6,49.27,72.99,68.26,76.76,2.118549,99,54.62,55.6,190.65,18.94,,,33.6,25.01,47.37,22.68,-14.62,1.210433,99
09-12-2025,NSE:TAKE,BE,428.86,33.69,1586313,534.42885,2.75,3.67,15.26,,0.24,1.66,8.96,12.82,29.53,56.54,66.76,74.03,73.55,48.2,35.44,-1,-1,HV2Y,HVQ,-1,HVQ,-1,1,0,-1,-1,3.52,6.79,11.07,21.58,41.63,45.43,159.56,100,100,82.54,61.9,100,100,60.32,32.54,0,0,0,0,0,0,-4.81,-3.28,-60.73,-62.8,-27.14,225.19,304.44,403.59,403.59,35.19,163.78,67.41,30.79,0,5.12,29.87,64.05,73.24,58.25,46.43,1.82772,99,35.19,161.74,19.79,-52.42,,,29.87,49.78,23.85,-16.46,-79.88,1.171,99
09-12-2025,NSE:MAHASTEEL,BE,1275.64,775,52769,408.95975,1.77,2.53,4.32,,0.65,1.94,10.32,1.85,10.12,34.53,48.15,60.26,69.17,73.58,86.9,-1,-1,HVY,HVY,HVQ,HVQ,-1,-1,11,-1,-1,2.43,3.61,6.26,13.22,22.45,38.32,98.53,100,100,100,85.71,20,28.57,53.97,47.62,-2.15,-2.15,-2.15,-2.15,-2.15,-2.15,0,0,-6.36,-2.65,-8.82,100.15,151.58,318.85,706.45,11.51,111.99,72.06,68.76,148.65,113.08,10.46,45.44,59.47,53.87,71.81,1.633826,99,6,90.95,71,68.76,,,10.46,39.27,25.35,7.78,30.27,1.162704,99
09-12-2025,NSE:APRAMEYA,SM,628.13,325.4,22490,73.18246,5.76,6.18,2.91,2M,8.45,-1.84,3.3,-1.91,13.61,12.42,28.98,52.06,66.35,80.95,NA,-1,-1,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,16,0.89,1.73,2.67,7.53,11.03,36.1,73.75,60,85.71,63.49,53.17,0,28.57,30.16,22.22,-7.75,-7.75,-7.75,-7.75,NA,-7.75,-3.07,0,-4.44,-9.54,NA,33.33,114.08,405.28,NA,19.5,84.93,156.07,178.57,95.54,NA,13.95,26.27,51.27,51.05,79.18,1.622932,99,19.5,63.43,112.31,,,,13.95,14.75,34.48,15.18,59.35,1.175884,99
09-12-2025,NSE:AKIKO,ST,313.5,257,15872,40.79104,3.49,4.05,2.96,M,-4.01,-12.45,-5.49,-14.63,-5.45,-1.91,31.13,66.93,71.79,69.63,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-6.38,-0.49,-6.84,2.8,-4.16,45.79,76.8,20,71.43,84.13,60.32,0,33.33,31.75,26.98,-12.76,-12.76,-12.76,-12.76,NA,-12.76,-2.66,0,-8.01,-22.34,NA,38.28,277.66,277.94,NA,0,120.33,160.29,34.07,14.35,NA,-5.11,28.42,66.14,56.49,67.86,1.588506,99,-7.92,110.57,160.29,29.28,,,-5.11,31.65,53.96,0.08,8.31,1.156907,99
09-12-2025,NSE:INDOTHAI,BE,5143.69,375.1,656869,2463.91562,4.91,5.26,5.64,,-2.19,-12.26,-22.74,-18.41,2.32,8.85,55.73,52.6,47.2,69.44,92.27,-1,-1,HV2Q,-1,-1,HVQ,-1,-1,-1,-1,-1,-7.97,-0.54,-8.47,4.6,-4.06,38.92,57.08,40,61.9,68.25,34.13,0,19.05,33.33,16.67,-18.53,-18.53,-18.53,-18.53,-18.53,-18.53,-19.02,-21.69,-15.32,-5.67,-2.14,115.15,153.55,240.57,1403.71,2.63,147.67,12.23,265.05,693.91,359.57,2.66,53.02,51.81,31.9,67.67,1.475248,99,0.6,98.37,-16.06,265.05,,,2.66,51.64,-5.09,-26.03,58.08,1.185971,99
09-12-2025,NSE:SABTNL,EQ,2613.81,1502.6,54373,817.0087,4.3,5.8,36.58,,4.80,12.82,9.69,28.01,46.28,41.7,30.96,62.3,71.04,-36.5,NA,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,10.82,8.29,20.83,19.26,49.64,16.53,79.28,100,28.57,9.52,26.98,40,9.52,3.17,12.7,0,0,0,-32.31,NA,0,-35.74,-27.13,-74.48,-80.4,NA,95.21,153.88,304.85,NA,77.28,4.87,133.75,52.65,904.85,NA,46.62,28.25,61.51,55.74,-38.27,1.472129,99,77.28,-35.74,133.75,-5.84,,,46.62,-31.55,47.37,8.57,-355.42,1.112813,99
09-12-2025,NSE:OSELDEVICE,SM,1229.77,645.55,23848,153.95076,6.63,6.65,3.8,S,-2.09,-13.41,-15.05,-8.12,-2.96,12.9,10.62,57.34,66.39,69.2,NA,-1,-1,-1,HV2Q,-1,2,-1,-1,-1,-1,7,-8.55,-0.14,-8.68,6.97,-1.83,36.65,54.96,20,76.19,60.32,75.4,0,28.57,22.22,24.6,-19.67,-19.67,-19.67,-19.67,NA,-19.67,-3.86,-6.53,-18.23,-35.57,NA,20.55,140.7,230.63,NA,1.27,51.06,194.61,55.99,22.91,NA,-2.62,7.91,56.55,51.09,67.43,1.440029,99,-1.03,51.06,179.89,,,,-2.62,10.15,54.25,6.58,24.33,1.134282,99
09-12-2025,NSE:VENUSREM,EQ,741.87,758,109098,826.96284,7.37,7.31,5.16,,-0.64,-0.7,10.65,26.79,38.13,39.96,38.71,41.6,62.39,56.97,55.36,-1,HV2Y,-1,-1,HVQ,HVQ,-1,-1,4,-1,-1,3.3,7.77,12,19.7,39.47,19.69,73.66,100,66.67,22.22,42.86,80,47.62,15.87,19.05,-1.69,-1.69,-1.69,-1.69,-1.69,-1.69,-8.05,-15.96,-3.71,-32.28,-22.52,75.75,78.02,174.74,174.74,42.74,8.73,66.24,60.46,3.32,13.01,38.47,36,40.81,47.09,55.2,1.432846,99,42.74,-4.32,57.96,28.88,,,38.47,-2.1,6.68,20.98,1.55,1.114289,99
09-12-2025,NSE:MEGASOFT,BE,1464.34,189.11,267877,506.58219,5.66,5.95,4.14,S,0.64,-5.36,4.24,-5.18,-10.59,17.64,20.56,48.73,72.07,62.4,53.1,-1,-1,-1,-1,HVQ,HVQ,-1,-1,-1,-1,3,-2.4,0.33,-2.08,5.71,3.85,36.74,64.17,0,28.57,58.73,74.6,0,0,20.63,26.19,-8.97,-14.78,-14.78,-14.78,-14.78,-8.97,-5.75,0,-9.25,-50.56,-21.09,29.9,121.36,285.47,285.47,9.65,87.78,206.2,97.62,4.39,40.51,-10.25,17.85,47.94,56.77,60.63,1.424046,99,-7.98,73.51,170.86,89.28,,,-10.25,25.13,37.44,30.89,-18.64,1.131638,99
09-12-2025,NSE:IZMO,BE,1345.21,875.4,95003,831.65626,5.51,5.93,11.37,M,10.00,-2.62,-0.86,-8.34,5.02,-18.94,10.06,64.47,71.52,41.39,67.56,-1,-1,-1,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,-0.29,-1.23,-1.5,-5.34,-6.5,41.91,60.95,0,0,31.75,43.65,0,0,20.63,29.37,-12.71,-35.09,-35.09,-35.09,-35.09,-12.71,-38.35,0,-50.93,-60.67,-3.81,12.13,175.98,262.11,262.11,10,119.81,200.96,28.65,3.12,106.35,5.36,7.35,63.68,56.22,39.62,1.42235,99,3.71,102.45,200.78,-19.08,,,5.36,2.27,62.48,5.21,-89.85,1.123458,99
09-12-2025,NSE:LUMAXTECH,EQ,9928.53,1511.7,282537,4271.11183,4.43,4.34,4.56,S,1.60,-2.57,2.51,9.59,8.3,18.38,24.09,34.98,67.96,64.63,67.78,-1,EEP,EEP,-1,EEP,-1,-1,-1,-1,-1,-1,0.4,3.58,4.13,9.42,14.95,26.18,55.71,100,90.48,44.44,51.59,40,52.38,25.4,24.6,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,0,-7.52,-0.82,-28.01,-9.84,41,52.39,218.25,233.75,13.3,39.75,141.6,106.93,9.72,21.12,8.64,21.38,34.19,52.66,62.86,1.391526,99,5.75,33.41,124.62,90.3,,,8.64,14.18,16.33,36.09,5.58,1.127665,99
09-12-2025,NSE:DHARIWAL,ST,267.15,318.5,92748,295.40238,3.1,4.46,7.15,S,-1.98,-10.6,-0.74,6.58,5.76,36.45,45.1,54.16,59.34,51.16,NA,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-3.57,5.63,2.18,19.88,27.53,33.07,90.53,100,100,73.02,57.14,0,33.33,17.46,16.67,-13.14,-13.14,-13.14,-13.14,NA,-13.14,0,-4.4,-7.48,-17.93,NA,96.06,135.84,249.04,NA,19.69,96.18,91.62,60,7.02,NA,6.1,42.39,53.37,44.04,49.39,1.390901,99,10.17,71.81,32.97,,,,6.1,38.71,18.48,-3.33,-4.15,1.105948,98
09-12-2025,NSE:UNIHEALTH,SM,280.28,281.75,81080,228.4429,6.51,8.38,4.52,S,2.08,-15.42,-25.75,21.42,44.99,42.96,41.79,41.14,51.45,48.66,48.89,-1,HV2Y,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-5.31,6.73,1.51,24.24,33.99,18.04,63.47,100,71.43,23.81,17.46,0,28.57,9.52,7.14,-24.26,-24.26,-24.26,-24.26,-24.26,-24.26,-10.84,-11.35,-10.35,-20.16,-15.58,85.48,85.48,115.08,151.56,76.09,2.04,25.19,26.6,22.14,29.15,45.33,39.08,40.35,36.15,46.89,1.387886,99,71.8,-4.62,25.19,24.19,,,45.33,-8.85,0.85,2.89,10.23,1.101771,98
09-12-2025,NSE:DPEL,ST,690.03,261.8,37010,96.89218,2.88,3.43,2.03,2M,0.89,-2.54,-7.26,-3.48,-12.15,1.74,44.06,47.31,62.53,55.48,NA,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,-1.15,-1.8,-2.9,-0.16,-3.05,35.63,50.61,0,19.05,69.84,34.92,0,0,25.4,12.7,-9.02,-14.36,-14.36,-14.36,NA,-9.02,-3.96,-9.21,-14.48,-36.22,NA,68.14,111.73,180.15,NA,5.25,137.44,55.8,103.17,44.48,NA,-11.81,41.35,46.52,47.23,53.71,1.374213,99,-9.02,121.42,42.18,54.91,,,-11.81,47.08,7.78,14.26,-2.84,1.133793,99
09-12-2025,NSE:SUNLITE,ST,282.72,298.7,51060,152.51622,6.74,7,10.36,,4.99,0,15.87,8.67,17.86,42.07,49.56,49.4,54.44,38.7,NA,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,2.86,5.99,9.41,18,33.43,26.7,82.03,100,100,58.73,44.44,40,47.62,30.16,18.25,-5.23,-5.23,-5.23,-5.23,NA,-5.23,-6.39,-15.37,-27.83,-35.02,NA,88.87,108.88,225.56,NA,26.57,71.57,64.2,64.74,3.3,NA,18.2,46.85,48.61,39.14,36.93,1.358907,99,23.94,48.7,15.88,,,,18.2,35.56,1.65,-4.67,-18.56,1.088853,98
09-12-2025,NSE:SMLMAH,EQ,4146.13,3639.7,60163,2189.75271,3.44,4.04,3.3,,5.00,7.57,22.23,21.07,15.34,15.02,-1.37,48.25,68.45,55.4,46.18,-1,-1,-1,EEP,EEP,HV2Q,-1,-1,-1,-1,-1,8.81,4.2,13.58,3.9,18.19,16.19,41.02,0,0,0,40.48,0,0,0,21.43,0,-4.28,-22.51,-22.51,-22.51,0,-34.4,-21.44,-7.79,-51.34,-31.21,31.62,107.12,244.73,244.73,31.62,9.78,234.27,78.4,8.77,1.8,15.68,-4.08,47.46,53.15,53.63,1.357165,99,22.9,-16.04,209.95,-6.33,,,15.68,-22.78,50.93,24.4,-25.38,1.112832,99
09-12-2025,NSE:VMARCIND,SM,1804.69,682.65,42740,291.76461,6.11,5.87,5.44,,11.53,-1.08,-5.97,-10.78,-9.02,30.26,35.08,53.21,64.85,43.59,86.49,-1,HVY,HVQ,HV2Q,-1,-1,-1,-1,-1,-1,-1,0.89,-0.51,0.38,9.13,10.47,32.49,63.62,0,71.43,52.38,61.11,0,14.29,15.87,22.22,-12.88,-12.88,-12.88,-12.88,-12.88,-12.88,0,-12.81,-35.36,-51.44,-22.08,61.46,139.02,240.81,694.7,11.53,76.02,121.27,59.46,227.35,425.31,-8.68,32.37,52.42,49.55,41.82,1.34792,99,-10.21,72.57,91.61,-27.4,,,-8.68,37.41,29.91,10.24,-44.5,1.102057,98
09-12-2025,NSE:IFBAGRO,EQ,1432.23,1284.9,91448,1175.01535,6.32,6.15,7.27,S,7.54,3.39,-12.51,-17.01,-12.71,25.24,40.12,42.46,62.93,55.38,66.73,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,-0.04,-2.29,-2.28,7.38,5.51,35.1,62.57,0,57.14,58.73,51.59,0,9.52,28.57,17.46,-20.04,-20.04,-20.04,-20.04,-20.04,-20.04,-2.51,-16.3,-10.21,-21.99,-6.1,69.77,84.25,186.74,226.78,7.54,93.09,71.71,64.99,21.13,45.82,-12.37,37.41,41.67,47.63,53.61,1.347656,99,-15.14,78.42,60.97,26.43,,,-12.37,43.83,5.9,20.94,-4.41,1.128067,99
09-12-2025,NSE:PRAMARA,SM,379.53,348.25,89430,311.43998,3.46,3.41,5.68,,-0.40,-0.26,-1.41,6.15,6.79,18.35,23.85,53.42,59.12,55.02,65.83,-1,-1,-1,-1,HV2Q,-1,-1,-1,-1,3,-1,-0.05,2,2,6.44,9.02,31.93,60.15,100,100,100,99.21,80,71.43,87.3,89.68,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,-1.77,-1.19,-12.32,-23.05,-15.32,32.64,113.39,235.5,307.31,9.56,45.79,155.49,56.26,66.49,83.22,7.13,21.14,52.63,43.82,53.25,1.338913,99,9.56,45.79,98.06,6.64,,,7.13,15.26,40.82,-2.39,5.92,1.090972,98
09-12-2025,NSE:LUMAXIND,EQ,4799.97,5755,27980,1610.249,4.62,4.58,5.19,,2.22,2.13,3.7,11.17,15.52,13.44,27.47,44.45,58.34,57.59,58.19,-1,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,10,2.97,3.24,6.42,5.19,12.25,28.86,57.79,100,71.43,74.6,76.98,100,47.62,33.33,39.68,0,0,0,0,0,0,-8.37,-3.83,0,-19.2,-17.75,38.89,82.33,176.85,176.85,17.51,47.55,93.61,53.79,15.34,11.21,15.86,24.76,43.66,43.04,55.82,1.336729,99,15.71,43.59,74.06,8.33,,,15.86,11.11,25.39,10.37,14.18,1.091099,98
09-12-2025,NSE:SOMATEX,BE,458.93,108.53,28754,31.20672,1.44,2.92,10.5,3L,-2.00,-6.66,-18,-30.56,-22.52,36.52,22.99,59.86,64.08,44.65,68.63,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-6.34,-3.12,-9.17,7.59,-1.72,36.4,54.54,0,52.38,34.92,36.51,0,0,12.7,13.49,-23.41,-29.33,-29.33,-29.33,-29.33,-23.41,-13.42,-20.25,-33.8,-40.76,-8.71,66.79,156.33,196.69,260.56,0,104.35,128.49,24.14,29.5,99.57,-22.18,20.28,59.07,48.78,42.88,1.333582,99,-14.08,58.56,109.05,24.14,,,-22.18,34.1,49.86,-4.12,-38.13,1.108067,98
09-12-2025,NSE:TERASOFT,BE,688.65,487.65,20498,99.9585,5.62,6.16,3.35,S,4.31,-1.96,0.37,-8.67,-9.05,4.48,26.18,43.94,62.19,60.36,90.21,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,21,-0.95,-1.41,-2.33,0.9,-1.44,34.03,49.41,0,28.57,68.25,61.9,0,9.52,36.51,28.57,-15.83,-15.83,-15.83,-15.83,-15.83,-15.83,-4.31,0,-6.05,-30.49,-11.43,36.73,87.52,191.57,936.45,5.38,88.05,111.55,290.57,305.25,324.88,-8.71,23.47,43.15,46.89,58.59,1.332738,99,-5.13,80.64,85.95,288.3,,,-8.71,29.27,26.04,17.93,11.13,1.108599,98
09-12-2025,NSE:SUMEETINDS,BE,1851.61,30.24,318178,96.21703,5.8,5.74,9.22,3L,2.86,-2.28,-4.66,-12.37,-21.56,-22.02,7.42,38.62,73.54,49.74,3.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.54,-3.24,-5.6,-6.71,-11.53,33.62,33.28,0,0,49.21,42.06,0,0,23.81,14.29,-16.95,-22.44,-22.44,-22.44,-22.44,-16.95,-5.72,-0.44,-10.6,-72.6,-47.95,18.84,170.19,287.69,287.69,2.86,75.82,233.29,137.95,2.56,80.95,-21.22,4.71,37.83,58.24,47.97,1.332506,99,-16.28,50.04,233.29,78.46,,,-21.22,20.8,35.68,42.27,-74.03,1.134088,99
09-12-2025,NSE:KMEW,EQ,2916.27,3257.6,107332,3496.44723,6.76,6.64,5.29,,3.19,9.47,13.16,16.81,11.96,30.66,46.78,51.38,54.31,27.52,NA,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,6,-1,9.25,4.35,14.22,9.59,26.33,26.51,71.89,100,100,68.25,51.59,60,38.1,33.33,23.02,0,0,0,0,NA,0,0,-10.89,-33.43,-37.44,NA,85.95,109.26,147.67,NA,23.74,76.03,31.82,20.42,0,NA,12.3,44.07,50.59,39.01,25.75,1.324076,99,18.61,71.78,9.97,,,,12.3,36.5,10.63,-8.61,-42.65,1.077949,97
09-12-2025,NSE:UNITEDPOLY,BE,963.74,35,187276,65.5466,5.98,6.03,6.46,,-4.99,-8.71,-9.26,-14.17,-30.57,-25.74,4.03,51.77,65.51,60.04,73.06,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-7.13,-3.43,-10.22,-7.65,-16.6,34.86,28.05,0,0,33.33,50.79,0,0,7.94,23.81,-20.49,-29.48,-29.48,-29.48,-29.48,-20.49,-7.92,-20.12,-11.76,-32.5,-7.16,2.16,90.63,189.98,333.44,0,47.18,171.04,99.01,49.47,73.19,-30.23,1.32,50.98,50.21,58.27,1.321206,99,-20.49,19.76,171.04,99.01,,,-30.23,23.46,51.73,13.87,0.1,1.119779,99
09-12-2025,NSE:DIVINEHIRA,ST,200.79,171.5,37632,64.53888,5.05,5.71,8.8,2M,0.12,1.17,-2.04,5.8,26.09,36.73,47.67,68.43,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-0.96,5.14,4.4,18.37,27.9,,,100,100,100,69.05,0,52.38,65.08,43.65,-6.95,-6.95,-6.95,NA,NA,-6.95,0,-0.39,NA,NA,NA,95,235.62,NA,NA,28.9,101.51,103.98,NA,NA,NA,26.43,44.96,67.64,0,0,1.320007,99,28.9,101.51,,,,,26.43,26.15,41.65,85.37,15.97,1.145783,99
09-12-2025,NSE:STALLION,BE,1768.95,203.86,2428136,4949.99805,6.55,6.9,2.53,M,5.00,14.73,3.56,-5.61,-4.19,-51.65,1.23,62.58,69.7,NA,NA,-1,-1,HV2Y,HVQ,-1,-1,-1,-1,-1,-1,-1,8.32,-7.05,1.19,-27.14,-20.41,45.13,45.04,0,0,50.79,58.73,0,0,25.4,30.95,-12.94,-50.8,-50.8,NA,NA,-12.94,-48.74,0,-39.45,NA,NA,22.34,175.49,NA,NA,22.34,85.44,214.56,23.51,NA,NA,-3.85,-1.48,61.79,54.4,0,1.316589,98,-8.58,65.69,207.59,,,,-3.85,2.16,64.09,4.4,115.97,1.158351,99
09-12-2025,NSE:MAXVOLT,ST,467.67,434,96032,416.77888,5.84,6.52,9.24,S,4.78,-0.65,4.03,-3.76,12.09,38.32,46.77,48.61,60.51,NA,NA,-1,-1,HVQ,-1,2,-1,-1,-1,-1,4,-1,0.59,3.4,4.13,15.2,22.8,,,100,100,68.25,48.41,0,33.33,33.33,19.84,-8.08,-8.08,-8.08,NA,NA,-8.08,0,-10.98,-13.85,NA,NA,99.95,115.22,NA,NA,13.79,75.79,38.03,35.18,NA,NA,12.43,44.06,47.82,45.21,0,1.316314,98,10.5,69.96,37.09,,,,12.43,36.42,5.42,8.53,115.97,1.12089,99
09-12-2025,NSE:JINDALPHOT,EQ,1397.59,1501.8,25838,388.03508,5.47,5.4,4.53,,0.12,0.69,2.42,9.89,6.94,23.05,24.08,43.31,64.02,40.77,61.14,-1,-1,HVY,HVQ,HVQ,-1,-1,-1,-1,-1,-1,1.57,2.21,3.87,5.22,9.58,28.35,52.94,100,85.71,92.06,51.59,0,0,3.17,2.38,-1.15,-3.45,-3.45,-3.45,-3.45,-1.15,-10.15,-7.69,-14.51,-45.21,-4.18,38.01,83.14,177.91,177.91,12.33,70.43,105,57.53,0,63.24,7.28,21.37,42.52,48.72,39,1.296005,98,9.01,69.8,105,2.01,,,7.28,15.38,27.32,21.89,-48.64,1.081146,97
09-12-2025,NSE:SEJALLTD,BE,898.9,822.75,15012,123.51123,4.96,5.09,19.48,M,1.19,-7.27,-17.5,-6.81,2.63,1.34,35.25,38.17,60.67,32.97,53.81,-1,-1,HVY,-1,HVQ,-1,-1,-1,-1,-1,-1,-4.87,-1.41,-6.2,2.45,-3.84,33.68,44.99,0,47.62,71.43,57.14,0,4.76,26.98,18.25,-16.43,-16.67,-16.67,-16.67,-16.67,-16.43,-18.86,-7.64,-25.01,-52.3,-18.71,47.09,76.78,157.27,177.35,1.19,56.46,61.41,59.07,9.08,85.89,2.97,32.54,37.38,45.37,31.2,1.27073,98,-0.29,38.87,61.41,56.72,,,2.97,30.46,6.49,21.76,-54.44,1.082542,97
09-12-2025,NSE:SILVERADD,EQ,1440.93,172.88,918426,1587.77487,2.54,3.26,7.42,,0.35,3.49,13.01,14.44,15.33,13.55,30.21,40.1,46.34,49.09,57.21,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,2,3.99,3.83,8.14,5.39,14.3,23.86,50.11,100,33.33,55.56,54.76,100,33.33,49.21,42.86,0,0,0,0,0,0,-13.64,0,0,-3.78,-8.69,43.66,69.13,107.36,130.69,18.52,36.3,38.6,29.73,28.1,21.56,15.67,27.5,39.31,31.04,47.32,1.25692,98,16.18,31.34,28.87,29.73,,,15.67,14.53,16.14,-4.2,21.08,1.07103,96
09-12-2025,NSE:SILVERIETF,EQ,10043.45,178.78,9871489,17648.24803,2.76,3.33,5.88,,0.34,3.55,12.95,14.67,15.43,13.96,30.13,40.08,46.27,49.06,57.03,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,3.96,3.84,8.12,5.38,14.26,23.83,50.01,100,33.33,55.56,53.97,100,33.33,47.62,42.06,0,0,0,0,0,0,-13.11,0,0,-3.68,-8.68,43.46,68.93,107.69,129.62,18.61,35.68,37.71,29.52,28.03,21.38,15.77,27.42,39.29,30.97,47.29,1.25652,98,16.02,31.18,28.69,29.52,,,15.77,14.34,16.22,-4.3,21.16,1.070899,96
09-12-2025,NSE:SILVER,EQ,1951.31,178.62,2803166,5007.01511,2.63,3.19,3.18,,0.17,3.41,12.89,14.53,15.4,11.3,29.96,40.06,46.17,49.04,57.08,-1,-1,HV2Y,-1,-1,-1,-1,1,-1,-1,3,3.88,3.81,7.99,5.11,13.81,23.93,49.63,100,28.57,53.97,53.17,0,0,36.51,37.3,0,-2.4,-2.4,-2.4,-2.4,0,-17.43,0,0,-3.63,-8.76,42.96,68.57,106.74,130.75,18.19,35.54,37.86,29.64,28.1,21.28,15.74,27.25,39.27,30.87,47.27,1.255661,98,15.69,31.02,29.06,29.64,,,15.74,14.17,16.41,-4.44,21.3,1.070712,96
09-12-2025,NSE:TATSILV,EQ,1285.19,17.4,48036236,8358.30506,2.86,3.36,7.12,,0.06,3.51,12.76,14.25,15.17,12.24,29.94,40.06,46.21,49.02,56.9,-1,-1,HV2Y,-1,-1,-1,-1,1,-1,-1,-1,3.8,3.73,7.82,4.86,13.33,24.24,49.59,100,28.57,53.97,53.17,80,19.05,42.86,38.89,0,-0.4,-0.4,-0.4,-0.4,0,-15.51,0,0,-3.6,-8.65,43.45,68.6,106.65,129.55,17.89,36.16,38.05,29.73,27.69,21.01,15.51,27.23,39.27,30.91,47.25,1.255288,98,15.54,31.55,29.68,29.73,,,15.51,14.37,16.42,-4.37,21.21,1.070701,96
