Symbol,Series,Date,Mkt Cap (₹ Crores),ExchangeTried,Avg_Vol,Price_1D,Price_1M,Price_3M,Price_6M,Price_9M,Price_12M,RS,RS_score
CONCOR,EQ,23-08-2025,42182.21,NSE,12.73,547.9,609.35,593.92,562.68,628.6,783.679984,0.9313453262697564,16
OIL,EQ,23-08-2025,66747.85,NSE,20.34,409.4,453.4,427.7,400.55,485.45,672.70001,0.9311265074254377,16
VTL,EQ,23-08-2025,12219.83,NSE,5.79,414.75,484.3,494.65,430.6,448.3,486.79999,0.930727881677468,16
IDEA,EQ,23-08-2025,71181.37,NSE,4589.47,7.07,7.48,6.93,8.27,7.1,15.94,0.9306138554294697,16
ORIENTPPR,EQ,23-08-2025,600.48,NSE,3.11,27.69,29.08,29.38,25.28,37.47,48.299999,0.9300819490891397,16
SNOWMAN,EQ,23-08-2025,902.28,NSE,2.82,53.59,58.06,59.72,49.75,68,81.309998,0.9299368170459729,16
HCLTECH,EQ,23-08-2025,405692.93,NSE,31.97,1466.3,1529.8,1673.6,1709.9,1820.55,1686.75,0.9297846325519731,16
REGAAL,EQ,23-08-2025,1299.45,NSE,213.77,124.08,141,141,141,141,141,0.9297505654859091,16
KALYANKJIL,EQ,23-08-2025,52662.77,NSE,70.05,511.15,611.8,568.35,507.05,701.35,541.90002,0.9293329998404567,16
KPEL,EQ,23-08-2025,2876.67,NSE,4.01,434.4,529.95,470.4,397.55,578.65,544.95,0.9287411552179239,15
PETRONET,EQ,23-08-2025,41700,NSE,16.26,276.95,306.75,318.3,284.9,313.95,378.39999,0.928520587297842,15
KPITTECH,EQ,23-08-2025,33196.07,NSE,9.32,1196.6,1274.1,1335.5,1310.4,1305.2,1827.85,0.9283808594525151,15
GTLINFRA,EQ,23-08-2025,1971.04,NSE,441.7,1.53,1.62,1.47,1.59,2.05,2.81,0.9282638414749759,15
ABLBL,EQ,23-08-2025,16998.71,NSE,12.76,142.81,151.55,167,167,167,167,0.9282395188021794,15
ALLCARGO,EQ,23-08-2025,3388.63,NSE,20.37,33.71,35.96,30.44,32.5,54.16,67.309998,0.9281553116633698,15
SPARC,EQ,23-08-2025,4695.51,NSE,2.54,146.08,155.92,164.58,137.04,195.98,213.41,0.9276647595193999,15
GPTINFRA,EQ,23-08-2025,1516.25,NSE,2.35,117.14,134.56,139.47,102.82,133.53,185.61,0.9273606420142331,15
INFY,EQ,23-08-2025,621286.08,NSE,84.24,1487.5,1574.5,1580.5,1842.3,1824.75,1872.2,0.927083773679998,15
PATELENG,EQ,23-08-2025,3376.66,NSE,30.3,39.05,39.09,41.91,44.49,53.32,53.830002,0.9264199727666911,14
HMAAGRO,EQ,23-08-2025,1578.43,NSE,3.23,31.44,30.57,34.21,34.2,41.32,51.130001,0.926358323779093,14
NOCIL,EQ,23-08-2025,3093.3,NSE,2.59,183.97,192.96,183.87,195.18,261.75,287.54999,0.9259936047982523,14
JYOTICNC,EQ,23-08-2025,21741.65,NSE,2.51,954.6,1031.6,1246.1,957.9,1167.9,1085.2,0.925913433233514,14
JWL,EQ,23-08-2025,14492.36,NSE,31.17,340.9,362.8,401.1,306.95,440.8,542.04999,0.9255065794238228,14
CAPACITE,EQ,23-08-2025,2529.66,NSE,3.24,299.55,325.65,345.55,327.7,362.55,374.79999,0.9253611591765648,14
ZEEMEDIA,EQ,23-08-2025,793.04,NSE,19.17,12.71,13.91,14.55,13.64,19.41,13.21,0.9242122787426376,14
GODREJPROP,EQ,23-08-2025,61927.98,NSE,8.81,2052.9,2324.1,2246.9,1974.05,2692.75,2978.6499,0.9238305786281744,14
CROMPTON,EQ,23-08-2025,20677.34,NSE,19.6,316.7,340,356.95,332.6,390.7,453.54999,0.9237696319513224,14
PNBHOUSING,EQ,23-08-2025,20927.34,NSE,46.46,799.75,1063.6,1046.8,781.25,865.15,810.90002,0.9237334797550634,13
SCILAL,EQ,23-08-2025,2331.32,NSE,3.39,49.67,52.72,52.64,49.91,63.39,87.830002,0.9235895080411983,13
RAYMONDLSL,EQ,23-08-2025,7217.62,NSE,2.42,1159.7,1116.9,1074.95,1135.05,2006.2,3020,0.9232482199413716,13
TRIVENI,EQ,23-08-2025,7464.42,NSE,3.39,340.05,370.6,423.5,370.9,365.7,450.75,0.9230546838808912,13
ONMOBILE,EQ,23-08-2025,568.82,NSE,7.84,52.35,54.24,57.61,51.19,76.32,79.760002,0.9227860324467266,13
AUROPHARMA,EQ,23-08-2025,60461.45,NSE,14.95,1050.4,1117.4,1180.9,1169.6,1250.1,1537.3,0.921878877302556,13
IRB,EQ,23-08-2025,26933.94,NSE,83.79,43.78,48.6,51.03,47.7,47.42,64.760002,0.9214806924024017,13
ESAFSFB,EQ,23-08-2025,1536.22,NSE,3.7,29.47,32.5,30.14,29.65,39.31,51,0.9213152241837296,13
HILINFRA,BE,23-08-2025,749.48,NSE,22.81,99.15,115,115,115,115,115,0.9209347067474905,13
GRANULES,EQ,23-08-2025,11205.29,NSE,10.77,458.5,475.85,520,522.25,552.65,675.45001,0.920830579639141,13
BATAINDIA,EQ,23-08-2025,14337.25,NSE,2.11,1104.8,1205.2,1285.1,1296.3,1282.65,1419.25,0.9202289147270202,12
HCC,BE,23-08-2025,5039.69,NSE,31.86,27.29,28.08,31.11,26.1,36.12,49.48,0.9199571837345978,12
GREENPANEL,EQ,23-08-2025,3249.63,NSE,2.77,264.4,315,261.53,306.75,336.35,364.89999,0.9196996343572447,12
AWFIS,EQ,23-08-2025,4106.21,NSE,5.35,576.05,634.65,661.95,645.8,670.35,794.79999,0.9196972424994175,12
IOB,EQ,23-08-2025,73868.28,NSE,36.14,38.07,39.09,38.14,46.13,51.13,62.119999,0.9196955394335347,12
URJA,EQ,23-08-2025,729.85,NSE,9.47,13.6,14.71,15.13,13.15,17.54,24.059999,0.918534639030463,12
QUESS,EQ,23-08-2025,4040.95,NSE,2.46,272.4,309.85,328.85,289.95415116,320.16736884,349.84367957,0.9183563059189221,12
TATATECH,EQ,23-08-2025,27867.4,NSE,7.03,683.6,716.15,763.4,720.95,948.55,1004.4,0.918201638623725,12
RECLTD,EQ,23-08-2025,100088.84,NSE,57.08,375.6,400,406.8,389.1,516.6,599.90002,0.9177111248249854,12
GEOJITFSL,EQ,23-08-2025,2086.44,NSE,3.91,73.46,75.37,85.04,76.13,112.65,99.28243728,0.9166893535051458,11
MRPL,EQ,23-08-2025,22240.48,NSE,25.7,124.89,155.89,141.99,111,147.97,212.22,0.9164245889714799,11
ELECTCAST,EQ,23-08-2025,6538.54,NSE,15.22,103.26,114,105,100,147.27,205.53999,0.9154434390496056,11
ADANIGREEN,EQ,23-08-2025,153017.54,NSE,18.35,957.2,1033.9,1011.85,890.35,1412.7,1924.6,0.9145519108182386,11
NIITMTS,EQ,23-08-2025,4550.12,NSE,2.02,331.4,334,348.9,450.05,460.25,463.85001,0.9137043615525635,11
ARVIND,EQ,23-08-2025,7896.52,NSE,4.46,294.05,336.65,354.6,314.25,345.2,406.25,0.913464355999786,11
NATCOPHARM,EQ,23-08-2025,15797.49,NSE,5.81,882.45,1034.9,879.55,870.45,1364.65,1441.5,0.913133477380586,11
NIITLTD,EQ,23-08-2025,1559.48,NSE,4.41,112.44,122.26,136.15,124.55,188.19,114.41,0.9131062763670631,11
TRITURBINE,EQ,23-08-2025,17017.54,NSE,9.45,534.05,629,590.8,546.9,691.65,788.65002,0.9128545646843158,11
FIVESTAR,EQ,23-08-2025,17234.09,NSE,9.59,588.75,728.75,707.25,685.25,636.35,716.70001,0.9127239658859774,10
CLEAN,EQ,23-08-2025,12197.36,NSE,17.18,1153.8,1304.8,1425.3,1305.95,1290.75,1564.9,0.912483726616066,10
ASHOKA,EQ,23-08-2025,5144.81,NSE,7.93,182.22,203,214.86,206.55,234.19,235.3,0.9115237063846395,10
TEXRAIL,EQ,23-08-2025,5656.46,NSE,14.38,143.82,158.48,159.34,141.29,199.45,251.3,0.9113001392140848,10
RENUKA,EQ,23-08-2025,6268.4,NSE,21.16,29.02,31.55,32.58,29.98,39.86,48.459999,0.9096058580470987,10
CARBORUNIV,EQ,23-08-2025,17940.07,NSE,4.84,926.65,977.15,1001.8,980.55,1408.4,1540.65,0.9095071622355185,10
EMBDL,EQ,23-08-2025,13616.14,NSE,37.34,99.69,119.09,104.77,130.73,120.61,131.57001,0.9094254787587569,10
TTML,BE,23-08-2025,11475.43,NSE,5.37,59.04,63.59,74.87,63.74,68.36,93.099998,0.90878876428701,10
HIMATSEIDE,EQ,23-08-2025,1632.89,NSE,5.5,127.24,156.57,162.34,129.04,163.65,148.32001,0.9081979486014193,10
JISLJALEQS,EQ,23-08-2025,3656.66,NSE,49.62,49.64,53.09,57.36,60.93,65.57,67.559998,0.907682748724089,9
AARTIIND,EQ,23-08-2025,13845.91,NSE,16.83,382.3,427,468.1,418.3,434.9,621.40002,0.907032160793103,9
TIPSMUSIC,EQ,23-08-2025,7567.63,NSE,2.26,581.6,623.2,677.95,649.75,899.05,753.15,0.9067386363285508,9
EQUITASBNK,EQ,23-08-2025,6245.74,NSE,31.31,54.88,62.64,63.97,61.42,65.95,84.040001,0.9067292206266242,9
INFIBEAM,EQ,23-08-2025,4491.07,NSE,86.36,15.91,16.45,17.90012184,17.42624249,23.94431882,26.11139023,0.9057397529703208,9
CYIENT,EQ,23-08-2025,13711.22,NSE,4.09,1230.1,1280.3,1351.2,1439.3,1813.2,1934.8,0.9057375293053779,9
ABB,EQ,23-08-2025,108931.5,NSE,4.02,5063,5711,5996.5,5241.9,6701.6,7800.75,0.9056708138736689,9
IREDA,EQ,23-08-2025,41323.79,NSE,50.37,147.48,156.91,173.55,165.48,190.15,240.45,0.9055761081954131,9
FINCABLES,EQ,23-08-2025,13024.31,NSE,3.21,849.5,922.45,976.7,912.25,1118.05,1462.1,0.905394582346444,9
NEWGEN,EQ,23-08-2025,12348.72,NSE,22.13,866.45,883.2,1255.55,967.75,1109.85,1113.4,0.9039429019662442,9
TCS,EQ,23-08-2025,1121607.13,NSE,27.99,3054,3179.1,3537.3,3904.5,4039.55,4523.2998,0.9032751204453692,8
DIGITIDE,EQ,23-08-2025,3142.83,NSE,4.87,206.73,267.4,245,245,245,245,0.9031066835797581,8
SANSTAR,EQ,23-08-2025,1547.25,NSE,3.69,83.85,93.27,93.4,95.96,114.6,132.75999,0.9024939036218672,8
GOKEX,EQ,23-08-2025,5740.01,NSE,6.1,754.6,915.35,956.8,897.6,874.15,920.04999,0.9022914920136308,8
JINDALSAW,EQ,23-08-2025,13109.92,NSE,13.04,203.15,226.97,215.86,234.35,300.95,322.350005,0.9017625044919498,8
IMAGICAA,EQ,23-08-2025,3304.06,NSE,5.92,57.57,66.99,63.71,66.49,70.44,98.099998,0.9017236501610337,8
WELSPUNLIV,EQ,23-08-2025,11423.51,NSE,29.86,118.68,137.56,149.71,120.52,148.66,185.74001,0.9009435321167284,8
CENTRALBK,EQ,23-08-2025,32901.84,NSE,42.65,35.82,37.72,37.29,47.13,52.65,60.32,0.89943043046709,8
GANESHBE,EQ,23-08-2025,689.3,NSE,2.56,95.68,96.86,112.26,119.44,129.33,162.25999,0.899156128873017,8
SWSOLAR,EQ,23-08-2025,6508.65,NSE,18.27,278.65,304.95,288,264.15,476.1,698.95001,0.8986695988872117,7
HLVLTD,EQ,23-08-2025,812.21,NSE,5.68,12.22,13.2,14.09,13.58,17.12,21.32,0.8984071179292187,7
DWARKESH,EQ,23-08-2025,763.44,NSE,4.1,40.87,46.01,47.57,40.22,60.75,73.629997,0.8979420325809341,7
IGIL,EQ,23-08-2025,15302.77,NSE,10.88,350.8,404.9,375.55,432.95,510,510,0.897834671254154,7
SONATSOFTW,EQ,23-08-2025,10574.82,NSE,36.97,372.8,428.2,399.6,420.2,547,621.65002,0.8977883249235827,7
RKFORGE,EQ,23-08-2025,10427.36,NSE,5.4,572.4,630.1,611.4,644.3,946.85,924.5,0.8977511079639849,7
SURAJEST,EQ,23-08-2025,1593.24,NSE,2.24,318.6,321,322.45,336.05,592.55,795.84998,0.8977043502759331,7
RAJOOENG,EQ,23-08-2025,1936.84,NSE,10.89,105.67,126.86,131,131,131,131,0.8967257682638,7
RUSHIL,EQ,23-08-2025,669.43,NSE,5.12,23.26,26.96,26.05,26.61,31.87,37.549999,0.8963791460268682,7
REDTAPE,EQ,23-08-2025,6918.94,NSE,3.47,124.41,130.06,145.22,156.9,201.9875,166.899995,0.8959614020077995,6
NDL,EQ,23-08-2025,501.63,NSE,26.45,3.41,3.78,4.06,4,5.13,4.7040001,0.8950109047527165,6
SONACOMS,EQ,23-08-2025,27504.94,NSE,28.49,449.65,489,545,487.3,680.4,699.59998,0.8949750923884608,6
KAMDHENU,EQ,23-08-2025,838.52,NSE,8.56,28.33,29.75,31,32.95,47.845,49.160001,0.8936787593181175,6
BSOFT,EQ,23-08-2025,10609.98,NSE,13.31,375.4,403.85,418.55,477.5,552.15,613.59998,0.8926328192185178,6
OLAELEC,EQ,23-08-2025,21502.8,NSE,1733.67,47.19,43.05,52.52,61.29,69.32,137.78999,0.8921228892944326,6
DOLATALGO,EQ,23-08-2025,1450.94,NSE,2.52,82,94.95,93.76,81.14,127.61,154.44,0.8919155789924117,6
AKUMS,EQ,23-08-2025,7574.59,NSE,2.9,480.05,540.95,581.9,516.2,580.65,1063.95,0.8917702844222448,6
INDUSINDBK,EQ,23-08-2025,59800.33,NSE,46.62,760.1,851.15,800.1,1048.25,1000.2,1381.3,0.8917622766000323,6
PARACABLES,EQ,23-08-2025,1495.58,NSE,10.29,48.6,56.88,54.17,58.87,66.77,80.010002,0.8906137667687273,6
ONEPOINT,BE,23-08-2025,1182.95,NSE,3.96,45.51,49.05,65.66,46.89,63.67,68.349998,0.8902103874748832,5
UCOBANK,EQ,23-08-2025,36640.59,NSE,63.34,28.91,30.96,31.04,38.66,42.48,52.200001,0.8898545075960953,5
SULA,EQ,23-08-2025,2183.24,NSE,8.4,267.3,302.9,301.05,302.45,394.5,484.64999,0.889472751446603,5
ACE,EQ,23-08-2025,11884.5,NSE,3.39,985.4,1140.6,1355.2,1165.55,1242,1306.5,0.8890466038262076,5
INOXWIND,EQ,23-08-2025,23143.81,NSE,84.81,144.05,163.38450312,187.92076644,168.36273252,187.36872516,216.24245568,0.8883294276597987,5
RVNL,EQ,23-08-2025,68388.66,NSE,39.24,323.75,373.7,412.05,342.45,432.15,561.70001,0.8882154031314022,5
PAISALO,EQ,23-08-2025,2758.68,NSE,72.5,30.32,32.38,32.11,40.34,43.39,63.540001,0.8879878661761992,5
CELLECOR,ST,23-08-2025,719.43,NSE,3.52,33.35,35.5,40.95,52.3,57.55,34.849998,0.8877181594698489,5
MICEL,EQ,23-08-2025,1168.91,NSE,9.24,50.27,54.5,58.26,59.82,86.05,76.760002,0.8871409434809862,5
IEX,EQ,23-08-2025,12869.8,NSE,340.12,143.92,187.89,194.5,167.21,162.49,195.32001,0.8865437464901635,4
CONFIPET,EQ,23-08-2025,1678.15,NSE,4.91,49.58,54.15,61.31,58.46,69.02,85.669998,0.8862342917152656,4
KNRCON,EQ,23-08-2025,5680.94,NSE,5.74,199.61,224.48,223.61,242.1,311.85,332.10001,0.8861953854260239,4
PGEL,EQ,23-08-2025,15868.76,NSE,91.25,563.7,791.15,771.55,783,675.9,531.75,0.8860956661780482,4
SEPC,EQ,23-08-2025,2347.59,NSE,58.95,11.87,12.65,14.28,13.50857603,21.57789988,17.96744212,0.88599748030247,4
UDS,EQ,23-08-2025,1690.9,NSE,3.01,256.65,283.95,340.8,310.25,396.8,324.60001,0.8856320949668274,4
BAJAJHIND,EQ,23-08-2025,2738.66,NSE,51.95,21.14,25.84,23.97,21.99,31.13,42.040001,0.8840127091594161,4
ICIL,EQ,23-08-2025,4951.36,NSE,2.94,251.15,296.7,320.6,312.6,317.5,388.10001,0.882056540210635,4
SUBEXLTD,BE,23-08-2025,748.03,NSE,5.37,13.17,14.01,14.22,15.24,22.93,30.33,0.8819905975389921,4
GVKPIL,BE,23-08-2025,541.47,NSE,6.31,3.36,3.93,4.04,4.11,5.21,4.89,0.880619337483781,3
UTKARSHBNK,EQ,23-08-2025,2361.85,NSE,17.36,21.41,22.97,23.48,25.63,35.37,48.689999,0.8798287357350573,3
MUKKA,EQ,23-08-2025,816,NSE,3.13,26.68,29.36,30.75,33.72,41.63,49.27,0.8782853206100936,3
ARISINFRA,EQ,23-08-2025,1156.16,NSE,3.62,143.91,145.97,205,205,205,205,0.8768200031699239,3
PARSVNATH,BE,23-08-2025,678.45,NSE,10.72,15.51,20.79,21.37,22.46,17.4,18.219999,0.8765781316292095,3
DAMCAPITAL,EQ,23-08-2025,1590.43,NSE,4.81,224.08,250.25,271.49,250.5,393,393,0.8763639522791611,3
MOREPENLAB,EQ,23-08-2025,2701.41,NSE,38.72,49.03,61.62,66.62,51.44,75.93,68.07,0.8757253932994891,3
JAIBALAJI,EQ,23-08-2025,9534,NSE,6.59,102.53,118.25,106.92,135.74,184.35,183.180004,0.8753371818401546,3
VPRPL,EQ,23-08-2025,1890.23,NSE,4.19,148.88,169.88,179.34,171.2,272.65,233.89999,0.8752781992692652,3
HFCL,EQ,23-08-2025,10501.22,NSE,83.62,73.62,80.71,85.97,87.03,129.24,140.78999,0.8745009936746685,3
JYOTISTRUC,EQ,23-08-2025,1895.25,NSE,63.93,15.84,17.76,20.25,18.52,27.51212513,23.96564025,0.8744116471906094,2
HITECH,EQ,23-08-2025,1791.61,NSE,8.32,86.71,95.32,94.68,102.07,165.81,184.47,0.8738972948972551,2
TRACXN,EQ,23-08-2025,555.67,NSE,2.4,51.19,59.32,62.92,60.76,76.87,93.529999,0.8729768463781526,2
PROTEAN,EQ,23-08-2025,3438.29,NSE,7.46,851.1,830.95,973.6,1369.25,1535,1535,0.8721772173826959,2
PSB,EQ,23-08-2025,20924.88,NSE,12.6,28.83,31.1,30.51,42.82,47.62,60.889999,0.8717799719881891,2
SALASAR,EQ,23-08-2025,1365.88,NSE,53.44,7.85,7.45,8.89,10.56,16.12,19.190001,0.870823538534433,2
ORIENTCEM,EQ,23-08-2025,4990.62,NSE,13.04,237.71,255.58,349.85,329.6,337.85,327.60001,0.8706857092475054,2
TEJASNET,EQ,23-08-2025,10957.55,NSE,11.9,621.15,615.55,740.5,780.7,1285.25,1262.95,0.8701901273534235,2
ADSL,EQ,23-08-2025,882.81,NSE,3.53,157.04,177.58,200.79,228.5,251.45,216.63,0.8678899835082285,2
DISHTV,EQ,23-08-2025,961.14,NSE,20.17,5.19,5.7,5.37,7.1,10.71,14.58,0.8582256503038175,1
EXICOM,EQ,23-08-2025,2056.29,NSE,4.95,144.03,170.2,165.03372384,162.887554,266.346414,386.98426642,0.858013375953642,1
PRAJIND,EQ,23-08-2025,7596.99,NSE,7.16,407.6,492.7,489.45,532.6,694.85,776.45001,0.8557357843110176,1
MUFTI,EQ,23-08-2025,802.74,NSE,4.12,121.14,166.49,181.81,133.49,168.38,194.66,0.8538559943948238,1
MARKSANS,EQ,23-08-2025,8224.47,NSE,22.73,179.96,237.2,251.83,239.57,305.35,220.57001,0.8532440041859489,1
MOBIKWIK,EQ,23-08-2025,1789.69,NSE,10.23,228.98,258.72,271.15,331.15,440,440,0.8518699729039759,1
EASEMYTRIP,EQ,23-08-2025,3306.63,NSE,220.75,8.95,10.42,11.13,11.81,15.08,19.5699995,0.8510421463998592,1
SIGACHI,EQ,23-08-2025,1202.9,NSE,52.18,31.4,40.25,43.43,34.73,49.77,61.93,0.8508521960149614,1
SHAREINDIA,EQ,23-08-2025,3420.71,NSE,4.38,152.25,178.35,185.85,208.87,270.15,301.25,0.8507282894999864,1
HIKAL,EQ,23-08-2025,3125.67,NSE,5.1,254.9,342.15,379.35,347.05,393,322.29999,0.8481024359869188,1
RAYMONDREL,EQ,23-08-2025,4333.95,NSE,3.77,638,768.8,1000,1000,1000,1000,0.8337914948042288,1
VAKRANGEE,EQ,23-08-2025,983.54,NSE,14.27,9.04,9.99,10.58,15.77,22.3,21.1,0.828546710421733,1
JINDWORLD,EQ,23-08-2025,3663.51,NSE,11.64,36.1,41.32,61.26,71.75,67.12,75.52,0.8009772563010285,1
THEMISMED,EQ,23-08-2025,961.36,NSE,3.91,103.67,122.16,140.54,182.26,286.2,263.35001,0.8004526108653316,1
NIFTY,IN,23-08-2025,,NSE,2834.06,24870.1,25219.9,25001.15,22959.5,23518.5,24698.85,,
NIFTYJR,IN,23-08-2025,,NSE,,67540.1,68363,67372.3,59446.55,67775.5,73971.297,,
BANKNIFTY,IN,23-08-2025,,NSE,1063.04,55149.4,57210.45,55572,49258.9,50626.5,50803.148,,
CNXMIDCAP,IN,23-08-2025,,NSE,,57629.75,59307.1,57067.25,49849.85,54548.25,58247.852,,
CNX500,IN,23-08-2025,,NSE,,22991.3,23428.4,22908.3,20652.35,22004.35,23280.35,,
CNXSMALLCAP,IN,23-08-2025,,NSE,,17919.5,18893.2,17707.8,15413.1,17677.35,18839.949,,
NIFTYMIDSML400,IN,23-08-2025,,NSE,,19868.6,20504.95,19422.95,16989.6,19076,20203.051,,
NIFTY_TOTAL_MKT,IN,23-08-2025,,NSE,,12940.85,13195.65,12888.4,11609.6,12406.05,13118.45,,
NIFTY_MICROCAP250,IN,23-08-2025,,NSE,,23634.85,24503.05,23276.5,20551.3,23716.8,24732.15,,
