Symbol,Series,Date,Mkt Cap (₹ Crores),ExchangeTried,Avg_Vol,Price_1D,Price_1M,Price_3M,Price_6M,Price_9M,Price_12M,RS,RS_score
SMALLCAP,EQ,23-08-2025,692.26,NSE,21.19,45.4,48.08,45.31,40.47,48.17,52.52,0.977959766074314,39
DHANBANK,EQ,23-08-2025,1073.58,NSE,4.55,27.1,28.93,29.79,23.18,25.58588233,32.53583435,0.9774749811081528,39
MAHLOG,EQ,23-08-2025,3224.86,NSE,2.18,327.2,358.1,294.2397906,278.3571402,367.2634706,452.83810473,0.9774409798044199,39
DLF,EQ,23-08-2025,191589.38,NSE,24.97,762.55,841.95,777.8,674.75,763.15,867.34998,0.9772429035659235,38
MOM30IETF,EQ,23-08-2025,581.25,NSE,8.37,31.24,31.78,31.11,28.73,33.8,36.869999,0.977190784946022,38
RBA,EQ,23-08-2025,4689.56,NSE,7.26,80.17,84.4,82.13,68.99,78.82,106.42,0.9771585082374948,38
IDEAFORGE,EQ,23-08-2025,2004.69,NSE,5.33,499.05,500.9,512.55,383.5,586.85,700.90002,0.977148016455619,38
EPL,EQ,23-08-2025,7617.85,NSE,7.53,237.66,232.43,239.18,245.13,260.3,250.69,0.9770720615710001,38
NAVKARCORP,EQ,23-08-2025,1845.37,NSE,9.77,120.91,131.66,109.03,112.49,136.17,145.03,0.9769149558815938,38
GICRE,EQ,23-08-2025,67193.52,NSE,11.2,380.8,380.6,431.5,361.5,371.3,406.95001,0.9767023966952308,38
GPPL,EQ,23-08-2025,7582.27,NSE,10.59,156.06,161.31,147.92,130.27,173.45,230.52,0.9763713999623591,38
ANANTRAJ,EQ,23-08-2025,19047.53,NSE,19.43,547.1,562.75,522.25,519.05,653.45,593.54999,0.976327186570044,38
FEDERALBNK,EQ,23-08-2025,49062.52,NSE,82.31,196.34,212.81,201.9,181.54,206.65,203.7,0.9761803829808069,38
SHK,EQ,23-08-2025,3144.92,NSE,4.51,225,264,237.09,173.06,272.2,223.67,0.9759357812693057,37
PERSISTENT,EQ,23-08-2025,83470.68,NSE,4.43,5369,5605.5,5691,5531.3,5710.3,4935.1499,0.9756937138433371,37
UNIECOM,EQ,23-08-2025,1476.04,NSE,5.92,140.84,125.32,139.77,117.88,174.93,238.41,0.974986156474998,37
EBGNG,EQ,23-08-2025,3830.79,NSE,33.98,344.85,355,355,355,355,355,0.9749564477904007,37
NTPC,EQ,23-08-2025,328232.15,NSE,89.04,337,343.05,343.5,302.35,366.7,406.25,0.9748398901489816,37
OSWALGREEN,EQ,23-08-2025,1100.43,NSE,3.85,42.6,44.94,41.45,38.68,49.1,48.169998,0.9748247511173369,37
GODREJAGRO,EQ,23-08-2025,14493.88,NSE,2.9,746.05,848.6,748.6,705.2,725.6,817,0.9747445038631182,37
MOTISONS,EQ,23-08-2025,2015.19,NSE,20.45,20.06,22.55,17.04,20.04,29.5,18.82,0.9746357299893895,37
VOLTAS,EQ,23-08-2025,45179,NSE,10.96,1353.2,1367.6,1253.8,1241.6,1686.75,1659.15,0.9745819036152291,37
EKC,EQ,23-08-2025,1604.57,NSE,24.23,144.39,138.06,131.56,129.1,201.92,190.67999,0.974405595438368,36
LODHA,EQ,23-08-2025,129038.31,NSE,16.48,1261,1334,1439.1,1167.8,1260.15,1259.25,0.9740980828257861,36
INDGN,EQ,23-08-2025,13763.19,NSE,7.05,572.5,558.95,609.15,576.2,635.4,584.09998,0.9740584258791749,36
OMAXE,EQ,23-08-2025,1681.59,NSE,2.16,90.24,99.07,80.35,78.91,103.79,124.64,0.9739484756607623,36
PREMIERENE,EQ,23-08-2025,46249.45,NSE,9.1,1008.6,1089.9,1043.7,969.05,1093.8,990,0.9739003749489625,36
KEC,EQ,23-08-2025,21724.58,NSE,9.53,824.75,857.8,861.45,729.8,994.95,843.34998,0.9738845237350683,36
EFCIL,EQ,23-08-2025,3344.99,NSE,2.13,336.95,347.7,347.7,347.7,347.7,347.7,0.9738061740983723,36
ENGINERSIN,EQ,23-08-2025,10973.32,NSE,20.32,191.51,240.6,200.08,156.37,181.3,219.2,0.9735266082733061,36
STARHEALTH,EQ,23-08-2025,25940.11,NSE,10.18,444.55,442.45,463.65,394.05,462.1,597.04999,0.9734466433438457,36
NFL,EQ,23-08-2025,4756.16,NSE,19.96,98.19,97.69,99.03,86.22,107.95,133.35001,0.9733114521072275,35
SAREGAMA,EQ,23-08-2025,9294.38,NSE,4.21,489.3,494.65,554.9,477.25,469.8,529.45001,0.9732947664400757,35
MGL,EQ,23-08-2025,13137.44,NSE,3.17,1327.1,1483.4,1341.4,1277.4,1126.05,1836.7,0.9729885542849024,35
PARKHOTELS,EQ,23-08-2025,3271.03,NSE,7.3,153.3,155.97,159.68,162.82,141.1,181.77,0.9728438029015727,35
ICICIPRULI,EQ,23-08-2025,90996.36,NSE,7.95,626.05,628.9,650,575.2,685.2,742.5,0.9725260553532763,35
CIFL,EQ,23-08-2025,1388.48,NSE,2.25,35.28,37.92,36.8,35.79,35.79,35.79,0.9718583526519566,35
ELECON,EQ,23-08-2025,12666.25,NSE,2.89,556.15,594.8,673.3,445.85,573.1,610.40002,0.9718084688265459,35
SJVN,EQ,23-08-2025,38315.5,NSE,71.42,99.54,98.78,101.97,88.62,105.83,138.50999,0.9717505520029789,35
TBZ,EQ,23-08-2025,1276.56,NSE,6.15,190.56,197.88,195.26,185.97,234.15,181.14,0.9714289684965864,35
IPCALAB,EQ,23-08-2025,34478.4,NSE,2.22,1418.4,1459.9,1465.7,1476.75,1574.5,1384.3,0.971419171789934,34
REFEX,EQ,23-08-2025,4830.57,NSE,4.07,378.85,424.45,435.6,372.85,481.95,273,0.9713473708446773,34
GIPCL,EQ,23-08-2025,2979.99,NSE,2.1,187.66,205.47,203.28,163.7,187.6,218.05,0.9712354203268942,34
HAVELLS,EQ,23-08-2025,97467.88,NSE,7.74,1556,1572.7,1567.4,1532.55,1632.7,1889.7,0.9710430541971634,34
MOSCHIP,EQ,23-08-2025,3259.52,NSE,8.63,173.94,171.27,171.59,170.81,203.5,203.5,0.9709558981665601,34
APEX,EQ,23-08-2025,717.97,NSE,2.82,225.78,247,220.23,210.55,239.14,270.04999,0.9708546531445514,34
DCBBANK,EQ,23-08-2025,3850.9,NSE,16.68,122.17,141.73,141.91,108.2,115.27,122.83,0.9707913187202305,34
HDBFS,EQ,23-08-2025,66066.69,NSE,20.9,795.3,800.3,835,835,835,835,0.9706889680535269,34
SSWL,EQ,23-08-2025,3349.51,NSE,2.53,211.4,246.4,239.42,178.19,207.84,224.39,0.9703825700459217,34
LTIM,EQ,23-08-2025,155381.67,NSE,2.14,5224.5,5298,5111.6,5472.6,5885.95,5707.7998,0.9701812150281804,34
CAMS,EQ,23-08-2025,19275.37,NSE,4.33,3905,4242,3977.7,3381.8,4538.1,4410.0498,0.9698346735178058,33
SANGHIIND,EQ,23-08-2025,1692.55,NSE,2.12,65.95,69.3,63.21,54.88,81.36,89.989998,0.9697271145203251,33
KITEX,EQ,23-08-2025,4153.39,NSE,10.93,197.78,261.6,280.28,200.27,211.7670902,114.77022954,0.9694028104712413,33
CASTROLIND,EQ,23-08-2025,20636.84,NSE,13.17,206.24,228.66,207.95,208.12,190.13,250.7,0.9693527561193173,33
RITES,EQ,23-08-2025,12375.55,NSE,4.51,256.05,273.4,276.96,207.85,274.7,330.92499,0.9693255231344832,33
NHPC,EQ,23-08-2025,82178.43,NSE,87.51,80.71,86.48,87.06,73.21,80.01,96.800003,0.9691222250881146,33
LATENTVIEW,EQ,23-08-2025,8788.81,NSE,2.52,419.9,448.55,418.6,400.85,446.4,501.04999,0.9685440789688561,33
SUNPHARMA,EQ,23-08-2025,394081.16,NSE,23.58,1641.8,1682.5,1676.1,1714.2,1777.25,1766.35,0.9680933753814599,33
MUFIN,EQ,23-08-2025,1465.74,NSE,2.44,87.92,89.89,82.02,73.99,117.47,126.34,0.9672445546315432,33
FINOPB,EQ,23-08-2025,2280.18,NSE,2.62,265,279.35,244.85,232.65,341.9,352.39999,0.9670900935689929,32
CAMPUS,EQ,23-08-2025,8094.58,NSE,3.83,266.7,288.4,276.99,282.9,262.65,285.10001,0.9667914382813229,32
PCBL,EQ,23-08-2025,14511.55,NSE,7.69,380.2,406.45,403.45,370.2,390,423.29999,0.9665963818533907,32
AXISBANK,EQ,23-08-2025,334140.57,NSE,65.49,1070.9,1104.8,1215.2,992.95,1133.95,1168,0.966436227618703,32
KELLTONTEC,EQ,23-08-2025,1281.34,NSE,70.85,25.81,28.362,24.478,24.462,28.222,32.729998,0.9663878119532271,32
GREENPOWER,EQ,23-08-2025,1697.38,NSE,43.38,14.26,14.52,13.15,12.8,17.82,21,0.9660916663142549,32
YESBANK,EQ,23-08-2025,60888.26,NSE,503.09,19.28,19.9,20.99,17.66,19.56,24.51,0.9660429758224931,32
SENCO,EQ,23-08-2025,6301.72,NSE,10.99,378.95,354.45,364.1,325.45,560.375,548.475,0.9659636149918442,32
JUBLFOOD,EQ,23-08-2025,41312.91,NSE,14.93,619.15,658.95,661.55,681.65,613.05,625.29999,0.965900861481818,32
BLS,EQ,23-08-2025,15115.01,NSE,21.74,368.15,367.35,412.45,370.1,385.6,401.95001,0.9654755700038058,31
GSPL,EQ,23-08-2025,17321.29,NSE,4.63,305.7,331.65,333.6,284.8,325.25,326.95001,0.9654098401251806,31
VERANDA,EQ,23-08-2025,2143.49,NSE,4.84,221.47,245.14,214.11,198.82,245.5,290.10001,0.9652469829701762,31
TRENT,EQ,23-08-2025,193491.83,NSE,10.93,5418,5359,5526,5096.45,6423.85,6793.8999,0.9649268216527891,31
HUDCO,EQ,23-08-2025,42700.53,NSE,32.45,211.84,225.22,238.26,183.21,206.7,283.95001,0.9648792182432084,31
SANDUMA,EQ,23-08-2025,7409.86,NSE,2.3,449.45,476.7,523.35,414.6,436.3,516.65002,0.964804997784869,31
UNITECH,BZ,23-08-2025,1853.78,NSE,18.23,7.39,7.7,6.39,7.75,9.07,9.89,0.9646646882477992,31
SWANENERGY,EQ,23-08-2025,14539.7,NSE,22.85,475.3,512,439.75,441.65,539.3,678.95001,0.9643016870307801,31
GATEWAY,EQ,23-08-2025,3447.54,NSE,30.65,68.93,65.57,64.46,69.82,83.37,102.41,0.9636604923395516,31
HPL,EQ,23-08-2025,3211.81,NSE,3.84,490.9,582.45,548.25,392.2,490.15,617,0.9634811220343401,31
MTNL,EQ,23-08-2025,1265.66,NSE,24.51,46.09,49.89,44.57,49.05,43.94,63.25,0.9627817003205226,30
AEGISLOG,EQ,23-08-2025,25833.6,NSE,2.94,735.05,753.45,807.2,687.4,839.9,817.54999,0.9627353485940076,30
OBEROIRLTY,EQ,23-08-2025,60394.33,NSE,5.2,1657.4,1769.6,1741.4,1590.25,1932.75,1755.35,0.9624786204336372,30
JSWENERGY,EQ,23-08-2025,90971.35,NSE,33.81,517.9,533.85,504.9,431.5,709.9,709.90002,0.9624443739856584,30
POWERGRID,EQ,23-08-2025,264183.65,NSE,91.01,283.35,299.25,296.7,263.2,315.05,340.5,0.9624308699162688,30
INDUSTOWER,EQ,23-08-2025,91742.11,NSE,75.6,353.55,405.25,380.5,339.3,328.15,428.29999,0.9619532630415133,30
PNGJL,EQ,23-08-2025,7884.65,NSE,2.94,582.25,597,546.2,574.7,670.35,830,0.9618217172446184,30
QUADFUTURE,EQ,23-08-2025,1628,NSE,3.15,410.65,474.15,461.1,496,370,370,0.96177683216472,30
TATACOMM,EQ,23-08-2025,45352.05,NSE,4.55,1604.5,1741.6,1690.7,1507.45,1736.7,1879.45,0.9611914669250436,30
MOTHERSON,EQ,23-08-2025,103197.15,NSE,142.9,95.16,98.83,99.99323334,83.19325014,110.23988976,126.33986699,0.9608316354860696,29
NTPCGREEN,EQ,23-08-2025,87229.36,NSE,48.22,103.31,107.96,112.58,104.83,111.5,111.5,0.9605298207717919,29
MANINFRA,EQ,23-08-2025,6411.08,NSE,5.81,165.65,182.81,164.36,167.8,179.95,192.24001,0.9602141223814745,29
SYNCOMF,BE,23-08-2025,1626.2,NSE,7.11,17.32,18.26,19.93,17.16,20.18,16.280001,0.9598205624523904,29
NSLNISP,EQ,23-08-2025,11467.46,NSE,111.22,38.75,39.28,39.51,35.88,44.02,55.09,0.9596086070865373,29
MOIL,EQ,23-08-2025,6715.01,NSE,5.43,329.75,393.55,374.5,304.1,289.8,405.85001,0.9596001683164074,29
PRAKASH,EQ,23-08-2025,2935.15,NSE,22.46,162.07,180.99,175.61,146.1,167.11,199.49001,0.9595740940347828,29
INOXGREEN,BE,23-08-2025,5688.76,NSE,5.56,151.97,171.86,179.47,124.94,149.62,195.61,0.9593757734052686,29
FINPIPE,EQ,23-08-2025,12918.33,NSE,7.4,211.72,207.93,223.51,186.54,262.6,292.14999,0.9593191681981788,29
BHARATWIRE,EQ,23-08-2025,1306.67,NSE,2.13,186.57,208.43,183.09,154.83,222.88,270.85001,0.9590385670193641,28
RTNINDIA,EQ,23-08-2025,7389.61,NSE,30.82,52.66,59.48,48.5,45.62,63.43,79.919998,0.9588826089541189,28
ANGELONE,EQ,23-08-2025,23077.38,NSE,7.65,2518.6,2825.8,2989,2211.6,2677.45,2696.8999,0.9581724852282881,28
GNFC,EQ,23-08-2025,7830.47,NSE,4.23,531.55,552.9,546.4,557.1,561.05,658.65002,0.9581271825119325,28
GAIL,EQ,23-08-2025,116708.02,NSE,100.06,176.81,186.39,193.15,160.17,186.68,236.72,0.9579234316864051,28
LINCOLN,EQ,23-08-2025,1097.93,NSE,3.15,550.55,550.6,559.75,575.5,623.45,699.40002,0.9573932844306222,28
KCP,EQ,23-08-2025,2696.39,NSE,2.65,204.51,218.15,224.52,190.98,230.29,234.35001,0.9573440903863446,28
DEN,EQ,23-08-2025,1765.73,NSE,5.11,36.42,38.77,34.99,33.78,43.63,51.689999,0.9572023915263818,28
MONARCH,EQ,23-08-2025,2666.98,NSE,3.17,334.4,380.15,303.3,358.6,405.6,379.79999,0.956994064124607,28
VGUARD,EQ,23-08-2025,16254.03,NSE,2.68,372.65,405.55,384,338.9,425.55,478.04999,0.9569167060288513,28
PRINCEPIPE,EQ,23-08-2025,3853.05,NSE,4.48,342.65,353.9,336.8,278.45,441.5,601.54999,0.9559633726057624,27
RAILTEL,EQ,23-08-2025,11598.71,NSE,13.06,354.5,402.75,385.3,304.35,374.45,469.89999,0.9558330250418545,27
HEMIPROP,EQ,23-08-2025,3909.91,NSE,4.47,136.61,133.95,137.33,134.02,162.06,199.16,0.9556863118929291,27
PFC,EQ,23-08-2025,131971.07,NSE,53.79,399.85,419.15,412.5,372.35,471.4,521.20001,0.9555959281006745,27
UNITDSPR,EQ,23-08-2025,97246.81,NSE,11.35,1329.9,1342.3,1555.5,1349.7,1487.4,1407.25,0.9555112806198387,27
ONGC,EQ,23-08-2025,300102.56,NSE,79.36,236.29,245.55,245.94,233.65,248,330.10001,0.9553924425259299,27
GUJGASLTD,EQ,23-08-2025,29951.85,NSE,2.3,432.05,476.35,461.45,391.45,451.25,588,0.9553402462540829,27
BCLIND,EQ,23-08-2025,1219.02,NSE,5.98,41.85,45.84,40.37,36.29,53.37,59.959999,0.9550404298630257,27
NAUKRI,EQ,23-08-2025,91946.41,NSE,20.22,1380.6,1475,1473.5,1467.78,1525.02,1481.55,0.954997573712426,27
KALPATARU,EQ,23-08-2025,8091.39,NSE,2.12,386.2,417.4,414,414,414,414,0.9549480770339098,26
IFCI,EQ,23-08-2025,14740.59,NSE,42.81,54.04,61.81,58.45,44.73,60.55,71.75,0.9546240893865139,26
RAMASTEEL,EQ,23-08-2025,1672.99,NSE,45.63,10.44,11.58,10.89,10.39,12.29,11.13,0.9546057812879643,26
SHALBY,EQ,23-08-2025,2127.79,NSE,2.42,198.31,207.32,201.23,200.51,213.94,272.14999,0.9545294530870038,26
TECHM,EQ,23-08-2025,148907.94,NSE,15.54,1505,1546.6,1601.4,1664.95,1699.65,1628.6,0.9544723051050323,26
AEROENTER,EQ,23-08-2025,1029.19,NSE,2.26,91.58,106.55,83.72,97.8,106.19,108.65,0.9542669299992793,26
ABFRL,EQ,23-08-2025,9255.72,NSE,107.67,81.25,75.73,86.75,85.3537,96.5928,107.6315,0.954178913983279,26
PPLPHARMA,EQ,23-08-2025,25588.03,NSE,40.09,192.75,205.04,205.27,199.88,250.6,185.19,0.9541069690121543,26
LICHSGFIN,EQ,23-08-2025,31766.14,NSE,18.94,563.5,619.65,603.35,538.5,616.45,674.70001,0.9540847064875362,26
ELGIEQUIP,EQ,23-08-2025,16011.83,NSE,3.53,499.6,589.75,479.2,484.95,556.65,628.15002,0.954023639259732,25
ADANIENSOL,EQ,23-08-2025,97712.33,NSE,23.27,800.15,863.1,878.7,702,871.55,1099.9,0.9538203741484331,25
SERVOTECH,EQ,23-08-2025,2845.65,NSE,5.33,124.84,140.74,121.73,118.52,177.8,130.75999,0.9537649513613287,25
FUSION,EQ,23-08-2025,2635.94,NSE,3.75,167.19,180.43,172.17,156.63699559,164.3763413,280.90241,0.9537300771106639,25
ANDHRSUGAR,EQ,23-08-2025,1082.93,NSE,2.66,79.22,83.43,76.47,76.76,95.31,112.24,0.9536430554220445,25
HINDZINC,EQ,23-08-2025,182026.74,NSE,16.1,424.9,446.85,450.95,415.55,492.15,512.59998,0.9533104437364207,25
JAICORPLTD,EQ,23-08-2025,2328.95,NSE,18.14,129.4,107.36,108.28,113.53,296.35,379.70001,0.953033965693343,25
SYNGENE,EQ,23-08-2025,26835.77,NSE,9.9,667.4,680.75,650.15,700.9,850.8,829.25,0.9526809759778856,25
WIPRO,EQ,23-08-2025,262500.42,NSE,78.8,248.64,261.4,250.24,305.35,281,262.32501,0.9523605858101338,25
NETWORK18,EQ,23-08-2025,8695.34,NSE,85.23,56.02,60.1,50.01,46.42,84.17,98.900002,0.9523518117423301,25
ATGL,EQ,23-08-2025,67847.28,NSE,5.34,617.75,652.1,669.7,574.45,671.75,859.09998,0.9517189456024066,24
MMTC,EQ,23-08-2025,9810,NSE,6.33,64.13,69.17,64.08,56.2,75.27,103.39,0.9514181846257661,24
HINDCOPPER,EQ,23-08-2025,23122.51,NSE,39.78,237.98,276.05,243.85,215.33,263.2,318.64999,0.9510999228524208,24
SUZLON,EQ,23-08-2025,79797.96,NSE,833.22,58.51,65.98,64.37,51.42,62.22,79.43,0.9510781552133589,24
BODALCHEM,EQ,23-08-2025,851.76,NSE,4.45,66.76,75.78,76.35,59.93,72.42,78.739998,0.9506632102567739,24
TARC,EQ,23-08-2025,4849.91,NSE,4.1,158.63,195.23,165.39,120.45,201.51,217.44,0.9498175607912555,24
ITC,EQ,23-08-2025,508632.77,NSE,129.58,398.3,414.95,442.9,408.6,441.14889947,470.83570481,0.9496689317958293,24
COALINDIA,EQ,23-08-2025,232642.99,NSE,61.41,374.45,390.75,402.7,360.1,412.25,524.59998,0.9495465524091521,24
ALOKINDS,EQ,23-08-2025,9076.46,NSE,66.79,18.19,20.4,18.71,16.66,20.6,25.389999,0.9490528849178628,24
AWL,EQ,23-08-2025,33752.65,NSE,8.8,258.4,280.35,258.75,235.75,327.65,357.79999,0.9486636960376095,23
GRAVITA,EQ,23-08-2025,12798.39,NSE,3.06,1727.4,1725,1954.3,1676.75,2089.8,2137.1499,0.9482970443108654,23
IKS,EQ,23-08-2025,27142.87,NSE,2.44,1554.6,1604.6,1569.9,1688.35,1900,1900,0.9479640177212423,23
IRCTC,EQ,23-08-2025,58040,NSE,6.59,725,761.95,792.9,725.45,800.1,931,0.9479217515816282,23
ZENTEC,EQ,23-08-2025,12839.29,NSE,4.17,1492.6,1900.1,1877.8,1080,1768.9,1697.7,0.9478021202605034,23
JKTYRE,EQ,23-08-2025,9037.18,NSE,5.15,324.95,353.55,378.2,282.7,379.95,404.85001,0.9474529826772449,23
ADVENZYMES,EQ,23-08-2025,3501.88,NSE,5.99,306.3,334.2,288.3,300.95,377.8,458.14999,0.9470663604009336,23
KANSAINER,EQ,23-08-2025,19258.53,NSE,4.05,232.62,247.05,254.7,229.73,261.1,295.39999,0.9470396521136869,23
BLUSPRING,EQ,23-08-2025,1221.39,NSE,6.86,81.28,88.51,89,89,89,89,0.9468235548021038,23
TVSSCS,EQ,23-08-2025,5853.08,NSE,9.95,131.88,132.35,130.17,127.64,182.42,189.73,0.9465599023157002,22
ASTRAL,EQ,23-08-2025,38159.56,NSE,13.03,1425.1,1483.1,1508.7,1384.5,1729.15,1896.75,0.9462838361276323,22
POLYMED,EQ,23-08-2025,19870.99,NSE,2.07,2070.6,2085.1,2435,2105.8,2607.7,2194.3999,0.9462767979972025,22
JYOTHYLAB,EQ,23-08-2025,12665.23,NSE,2.37,340.65,340,337.8,345.05,404.75,563.70001,0.9462128857882135,22
JKPAPER,EQ,23-08-2025,5966.35,NSE,2.2,348.7,386,370.45,316.6,409.9,475.29999,0.9459841333477494,22
ITBEES,EQ,23-08-2025,2628.49,NSE,82.13,38.72,40.32,40.8,44.28,44.8,44.490002,0.9456535771345841,22
HATHWAY,EQ,23-08-2025,2651.62,NSE,27.22,14.75,15.65,15.3,13.63,18.32,21.049999,0.9455864619891411,22
RELAXO,EQ,23-08-2025,11911.71,NSE,2.57,476.85,495.95,440.6,450.75,659.35,801.29999,0.9455267183863548,22
EMIL,EQ,23-08-2025,5039.05,NSE,8.43,131.41,135.26,123.43,129.75,168.21,221.97,0.9454787146085393,22
NCC,EQ,23-08-2025,13719.08,NSE,33.03,216.96,224.44,234.37,190.8,279.35,317.89999,0.9447740172025622,22
JBMA,EQ,23-08-2025,15017.39,NSE,3.08,638.4,645.3,731.45,587.5,721,962.55,0.9446475714117107,21
RAJESHEXPO,EQ,23-08-2025,5598.13,NSE,3.5,185.94,199.04,196.64,156.4,237.2,294.04999,0.9446010918018058,21
JTLIND,EQ,23-08-2025,2846.21,NSE,22.95,75.97,79.5,70.78,86.47,94.35,105.685,0.9444458996904549,21
BEPL,EQ,23-08-2025,2710.07,NSE,3.84,107.16,112.72,113.1,105.09,121.77,156.69,0.9443762351023425,21
SKYGOLD,EQ,23-08-2025,4546.93,NSE,16.66,304.95,324.05,370.05,368.75,359.09,264.56,0.9433613458867027,21
EDELWEISS,EQ,23-08-2025,9166.48,NSE,63.64,93.86,113.16,101.09,99.42,107.65,94.019997,0.9431140342452481,21
MAHLIFE,EQ,23-08-2025,7444.12,NSE,2.03,346.8,380.95,339.1,327.348555,430.86433,534.42599164,0.9430335895253024,21
BAJAJHFL,EQ,23-08-2025,94255.37,NSE,54.87,112.93,122.27,124.19,109.44,127.51,150,0.9429730658604479,21
FIRSTCRY,EQ,23-08-2025,20298.99,NSE,14.54,383.8,362.8,375.15,387.9,553.5,632.09998,0.9425142526498543,21
IRCON,EQ,23-08-2025,15965.25,NSE,22.67,171.19,187.61,187.63,154.54,188.77,266,0.9422661633203583,20
UGROCAP,EQ,23-08-2025,1962.08,NSE,2.43,168.41,172.23,177.6398976,157.3065576,224.499672,241.4033018,0.941985519162711,20
BHEL,EQ,23-08-2025,76048.26,NSE,75.08,218.59,251.2,261.86,193.47,225.88,296.39999,0.9415860775966928,20
CMSINFO,EQ,23-08-2025,7335.48,NSE,4.67,440.05,501.55,483.85,432.25,472.9,574.04999,0.9409774021495149,20
WEL,EQ,23-08-2025,2100.31,NSE,2.87,144.25,170.58,180.06,161.07,133.7,149.28,0.9407154438040278,20
SIGNATURE,EQ,23-08-2025,15843.99,NSE,2.89,1121.9,1221.4,1186.6,1129,1289.1,1534,0.9405848770008294,20
RATNAVEER,EQ,23-08-2025,788.63,NSE,3.44,147.78,151.3,156.73,139.45,240.64,173.44,0.9399574050242991,20
FCL,EQ,23-08-2025,2901.61,NSE,2.6,255.05,275.05,239.68,272.8,334.45,366.20001,0.9393410950573937,20
TATAMOTORS,EQ,23-08-2025,252287.79,NSE,108.64,680.3,690.1,729,686.6,783.2,1086.9,0.9391653591208282,20
SAMMAANCAP,EQ,23-08-2025,10172.24,NSE,87.33,121.83,134.28,123.22,121.43,150.63,170.56,0.9387818905701504,19
CEIGALL,EQ,23-08-2025,4396.93,NSE,2.51,252.41,266.7,251.2,255.25,317.2,389.10001,0.9383667952780885,19
DELTACORP,EQ,23-08-2025,2435.38,NSE,47.82,88,89.8,91.38,89.35,114.3,127.67,0.9377733151553642,19
ACC,EQ,23-08-2025,34740.64,NSE,4.3,1821.1,1950,1958.4,1911.5,2185.7,2325.75,0.937629453296718,19
RGL,EQ,23-08-2025,1270.72,NSE,5.27,114.7,116.56,135.95,134.47,170.02,100.54,0.9373619312937861,19
HINDOILEXP,EQ,23-08-2025,2254.75,NSE,2.98,168.93,168.61,178.79,202.34,181.99,253.2,0.9373222485485769,19
DCXINDIA,EQ,23-08-2025,2775.75,NSE,14.3,267.05,271.65,330.4,251.2,315.1,354.79999,0.9372132741851394,19
RATEGAIN,EQ,23-08-2025,5873.76,NSE,5.68,495.05,456.95,525.4,539.9,692.25,720.79999,0.937186076155069,19
TRIDENT,EQ,23-08-2025,14594.82,NSE,135.37,28.49,31,33.13,27.84,31.87,37.27,0.9371360605284806,19
ALEMBICLTD,EQ,23-08-2025,2779.66,NSE,2.89,105.52,118.7,111.98,99.97,125.26,151.16,0.9370034825343783,19
BALKRISIND,EQ,23-08-2025,46887.15,NSE,2.83,2396.1,2740.4,2492,2670.55,2769.65,2841.55,0.936608864298268,18
AVANTIFEED,EQ,23-08-2025,8823.27,NSE,4.99,642.75,750.7,860.9,658.25,618.45,687.70001,0.93650197976747,18
ARE&M,EQ,23-08-2025,18078.33,NSE,5.44,987.75,1011.35,1049.85,965.1,1247.8,1542.1,0.9362255285803935,18
RADIANTCMS,EQ,23-08-2025,626.48,NSE,3.76,59.21,58.55,64.76,62.97,73.9,83.419998,0.9359936544599591,18
GAEL,EQ,23-08-2025,4816.04,NSE,4.15,103.54,111.26,114.74,107.06,120.79,135.28999,0.9358347901977622,18
BRIGADE,EQ,23-08-2025,23617.06,NSE,4.65,962.5,1049.4,1083,987.3,1149.25,1169.05,0.9357574976596356,18
MAMATA,EQ,23-08-2025,1031.56,NSE,10.52,414.25,486.6,391.55,381.45,600,600,0.9355643509412219,18
ADANIENT,EQ,23-08-2025,273887.09,NSE,9.49,2324.9,2614.5,2547.7,2223.7,2821.5,3070.6499,0.9352791471377472,18
REPCOHOME,EQ,23-08-2025,2326.66,NSE,2.15,367.25,437.3,390.75,336.95,449.2,490.20001,0.9352430597470337,18
BHARATFORG,EQ,23-08-2025,55096.43,NSE,9.4,1123,1223.7,1249.7,1082.65,1323.35,1577.4,0.9351404458437491,17
TORNTPOWER,EQ,23-08-2025,64852.39,NSE,4.91,1282,1357,1426.1,1239.35,1582.4,1797.35,0.9350486716097456,17
HAPPSTMNDS,EQ,23-08-2025,9072.53,NSE,4.37,591.8,616,608.2,676.7,736.5,786.29999,0.934693664701702,17
IRFC,EQ,23-08-2025,163905.2,NSE,83.22,124.98,134.85,140.18,121.78,145.18,179.91,0.9342239319383088,17
COLPAL,EQ,23-08-2025,63916.62,NSE,6.11,2299.3,2285.3,2510.3,2462.4,2733.5,3557.2,0.9337494573720699,17
TITAGARH,EQ,23-08-2025,11555.01,NSE,20.2,858.85,921.85,910.75,771.6,1112.7,1449.6,0.9334119538867192,17
KTKBANK,EQ,23-08-2025,6497.68,NSE,9.65,172.46,189.41,198.49,174.03,200.45,218.23,0.9333943585507125,17
MOS,SM,23-08-2025,594.09,NSE,2.34,46.2,52.1,58,52.05,61.49,39.079998,0.9322093416941026,17
HARDWYN,EQ,23-08-2025,677.95,NSE,7.37,13.92,14.28,12.79,14.49,24.97140325,20.3285501,0.9318104884904553,17
SUNTV,EQ,23-08-2025,22679.57,NSE,2.15,573.1,592.15,633.55,585.3,740.6,791.70001,0.9314613513958425,16
