Symbol,Series,Date,Mkt Cap (₹ Crores),ExchangeTried,Avg_Vol,Price_1D,Price_1M,Price_3M,Price_6M,Price_9M,Price_12M,RS,RS_score
NELCAST,EQ,31-08-2025,1282.83,NSE,10.73,147.01,161.6,136.71,105.8,113.29,144.56,1.06080498219266,77
KALAMANDIR,EQ,31-08-2025,2671.64,NSE,9.5,176.24,188.48,127.14,156.09,163.71,174.00999,1.0603852020936437,77
SAURASHCEM,EQ,31-08-2025,1256.6,NSE,3.61,112.24,107.88,89.23,87.84,105.36,126.07,1.0603531510807627,77
AUBANK,EQ,31-08-2025,53563.9,NSE,24.63,718.05,739.95,693.05,537.6,591.6,633.45001,1.0601738158875103,77
DDEVPLSTIK,EQ,31-08-2025,3210.36,NSE,2.17,309,306.3,275.45,262.7,265,265,1.0600046441239652,77
DIXON,EQ,31-08-2025,101027.56,NSE,2.81,16690,16784,14692,13971.9,15501.1,13393.45,1.0597668809735508,77
KARURVYSYA,EQ,31-08-2025,20532.02,NSE,18.63,214.05,216.70824665,184.74159277,177.79159555,191.69992332,186.27492549,1.0588000695629958,77
RICOAUTO,EQ,31-08-2025,1204.17,NSE,97.82,89.55,72.65,75.17,70.54,88.23,125.25,1.0577749602870852,77
AVONMORE,EQ,31-08-2025,538.97,NSE,5.85,19.21,17.65,21.5,19.42,15.50467061,12.69924167,1.0574224282738394,76
PARAGMILK,EQ,31-08-2025,2736.09,NSE,5.27,226.78,252.42,210.86,156.71,207.27,195.74001,1.0572657163868862,76
RTNINDIA,EQ,31-08-2025,8433.23,NSE,138.36,61.36,56.96,46.65,46.33,62.9,82.68,1.057247549758012,76
NILASPACES,EQ,31-08-2025,553.41,NSE,4.91,13.65,14.19,11.19,12.37,13.82,10.24,1.056947736800981,76
AVALON,EQ,31-08-2025,5543.39,NSE,4.7,830.7,821.35,859.9,692.45,905.9,506.35001,1.05669782407116,76
MON100,EQ,31-08-2025,10301.67,NSE,7.41,204.42,204.15,179.04,203.24,172.21,160.92,1.0563033418444396,76
ANTHEM,EQ,31-08-2025,46212.08,NSE,15.96,818.05,782.45,723.05,723.05,723.05,723.05,1.056228154882282,76
IOLCP,EQ,31-08-2025,2658.77,NSE,17.32,90.74,93.12,87.92,68.24,71.06,90.090002,1.0557088860072852,76
IPL,EQ,31-08-2025,2428.8,NSE,11.78,211.23,227.48,208.26,136.54,182.95,212.71001,1.0549901125730299,76
TECHNOE,EQ,31-08-2025,17631.02,NSE,2.35,1512.7,1462.5,1409.8,1000.4,1456.3,1711.3,1.0541753448860367,76
ULTRACEMCO,EQ,31-08-2025,372327.13,NSE,2.61,12640,12221,11210,11157.25,11121.05,11337.1,1.0536973131877199,75
SOUTHBANK,EQ,31-08-2025,7666.43,NSE,70.24,29.27,29.62,29.48,24.04,23.12,25.65,1.051793708231541,75
POLYCAB,EQ,31-08-2025,106645.73,NSE,2.68,7091,6962.5,5991,5840.1,6872.65,6766.5,1.0516414904528917,75
SAMHI,EQ,31-08-2025,4667.45,NSE,15.36,211.38,227.16,192.47,153.42,186.43,207.34,1.0510899295741116,75
APOLLOHOSP,EQ,31-08-2025,109434.5,NSE,5.36,7610,7456,6880.5,6317.55,7076.55,6780,1.0507769663584576,75
BHARTIARTL,EQ,31-08-2025,1076671.53,NSE,93.47,1888.8,1918.3,1856.2,1639.25,1577.25,1513.55,1.0507355718518943,75
KAJARIACER,EQ,31-08-2025,19224.17,NSE,7.03,1209.6,1162.7,1039.75,881.35,1222.5,1348,1.0506903843660533,75
EIHOTEL,EQ,31-08-2025,24945.78,NSE,11.3,399,379,369.6,320.35,362.75,385.95001,1.0505653966007913,75
INDOFARM,EQ,31-08-2025,1071.07,NSE,8.86,223.17,202.79,164.68,194.18,256,256,1.0504463604393834,75
BLUESTARCO,EQ,31-08-2025,38719.32,NSE,5.13,1881.7,1744.9,1532.3,1913.75,1814.55,1688.95,1.0498977089971486,74
MANINDS,EQ,31-08-2025,2601.33,NSE,3.77,382.5,454.8,376.05,242.3,299.8,431.04999,1.04985431256049,74
DBREALTY,EQ,31-08-2025,9059.17,NSE,8.31,168.94,185.28,167.01865941,112.85161729,140.79789178,176.74739661,1.0493408389943704,74
BAJFINANCE,EQ,31-08-2025,546926.27,NSE,65.54,877.85,886.55,918.05,839.67,661.795,677.83501,1.0492373555497394,74
JAMNAAUTO,EQ,31-08-2025,4145.4,NSE,71.88,103.76,93.88,92.29,76.49,102.9,125.01,1.049129828625429,74
AGARWALEYE,EQ,31-08-2025,13626.43,NSE,3.25,432.45,445.25,338.5,412.6,402,402,1.0488799686538788,74
COFORGE,EQ,31-08-2025,57731.64,NSE,17.73,1724.3,1720.5,1710.1,1499.24,1723.31,1205.22998,1.0480611688017227,74
DYCL,EQ,31-08-2025,2034.29,NSE,5.61,419,399.6,434.475,328.25,479.7,295.20001,1.047448243254891,74
SUNFLAG,EQ,31-08-2025,4793.84,NSE,3.2,265.6,282.9,260.09,234.05,200.11,232.60001,1.0473355494173922,74
SINDHUTRAD,EQ,31-08-2025,3586.53,NSE,17.24,23.46,28.3,21.92,15.57,22.93,20.17,1.0472595457385778,73
WCIL,EQ,31-08-2025,1237.74,NSE,7.57,121.79,108.14,103.51,93.74,117.4,171,1.0469840328852291,73
JPPOWER,EQ,31-08-2025,12747.43,NSE,362.89,18.39,21.43,15.54,13.92,16.25,18.190001,1.0468975372769813,73
UJJIVANSFB,EQ,31-08-2025,8264,NSE,57.38,42.68,43.97,43.03,32.35,33.46,43.73,1.0468256739530943,73
HINDUNILVR,EQ,31-08-2025,624991.28,NSE,20.08,2659.8,2453.6,2348.3,2241.65,2479.2,2821.1499,1.0467516784807211,73
SBFC,EQ,31-08-2025,11559.97,NSE,18.4,105.6,106.68,112.92,87.05,87.63,84.989998,1.046667060657281,73
MAXHEALTH,EQ,31-08-2025,111806.09,NSE,21.25,1154.3,1274.3,1125.2,1010.25,985.75,860.84998,1.045723511953913,73
SDBL,EQ,31-08-2025,2658.42,NSE,9.62,137.23,154.01,143.77,116.87,103.14,108.86,1.0456621407261053,73
BRITANNIA,EQ,31-08-2025,140161.26,NSE,4.67,5824,5626,5510.5,4831.9,5013.6,5796.9502,1.0452271027064326,73
M&M,EQ,31-08-2025,397929.23,NSE,27.38,3199.5,3199.4,2976.8,2669.35,2985.2,2793.1001,1.0451846156315192,72
RAMCOCEM,EQ,31-08-2025,24784.71,NSE,2.32,1046.8,1193.3,975.95,852.35,959.85,822.20001,1.0433591594036846,72
CUB,EQ,31-08-2025,14523.76,NSE,19.2,196.05,204.33,195.7,150.98,179.19,167.87,1.0433563398867953,72
SKIPPER,EQ,31-08-2025,5813.57,NSE,17.26,512.95,479.7,491.6,417.25,551.95,432.89999,1.0431025796736888,72
AVANTEL,EQ,31-08-2025,3961.29,NSE,11.98,149.76,132.59,140.58,115.32792256,145.90844784,175.92829848,1.042881877100998,72
ABSLAMC,EQ,31-08-2025,24104.45,NSE,3.04,835.1,874.2,747.05,662.8,845.35,730.95001,1.0427681596476668,72
DIGISPICE,EQ,31-08-2025,601.87,NSE,4.17,25.74,21.3,20.93,23.25,26,37.169998,1.0414687488833851,72
EPACK,EQ,31-08-2025,3630.46,NSE,13.61,380.05,367.15,371.4,389.8,378.35,261.79999,1.0406354902218615,72
HDFCLIFE,EQ,31-08-2025,166917.86,NSE,21.98,772.05,756.35,776.85,622.85,682.4,725.65002,1.0403247335500836,72
MARICO,EQ,31-08-2025,94227.83,NSE,21.97,725.85,698.2,716.45,624.8,628.35,688.54999,1.039632378787687,71
TORNTPHARM,EQ,31-08-2025,120617.96,NSE,3,3559.8,3768.1,3174.7,3039.35,3225.55,3342.8,1.0384210756400247,71
BRIGHOTEL,EQ,31-08-2025,3300.83,NSE,32.22,87.1,81.1,81.1,81.1,81.1,81.1,1.038240171563529,71
GOLDIAM,EQ,31-08-2025,4065.04,NSE,10.93,363.05,335.4,375.6,398.15,316.3,271.07999,1.0380411534206497,71
JAYBARMARU,BE,31-08-2025,940.69,NSE,3.36,85.97,71.75,77.52,70.75,92.82,105.89,1.0379043840429993,71
WEBELSOLAR,EQ,31-08-2025,5625.26,NSE,2.77,1330.5,1387.8,1457.7,1114.4,1317.35,908.54999,1.0378523869029572,71
NAVNETEDUL,EQ,31-08-2025,3483.68,NSE,6.14,154.17,151.47,141.01,133.24,137.04,158.8,1.0376378027517361,71
AARTIPHARM,EQ,31-08-2025,7629.27,NSE,4.35,841.35,937.3,911,764.35,626.25,665.90002,1.037524491675805,71
PREMEXPLN,EQ,31-08-2025,2700.96,NSE,9.73,503.65,459.05,578,366.2,431.3,558.95001,1.0374135147688284,71
MOTILALOFS,EQ,31-08-2025,51476.14,NSE,8.51,857.3,937.4,809.9,613.45,912.05,760.09998,1.0370019144390359,71
GLAND,EQ,31-08-2025,31119.19,NSE,3,1871.5,2102.1,1588.6,1526.6,1740.6,1854.25,1.0368414794525769,70
CENTRUM,BE,31-08-2025,1534.74,NSE,2.66,36.26,40.21,34.14,27.09,31.75,37.330002,1.036627983291037,70
SHK,EQ,31-08-2025,3420.38,NSE,8.94,248.95,255.04,243.68,169.24,279.35,237.77,1.036180697890681,70
PARAS,EQ,31-08-2025,5215.21,NSE,5.12,648.7,674,802.85,447,515.6,636.025,1.0361187374290521,70
FACT,EQ,31-08-2025,59918.86,NSE,5.96,924.9,943.25,882.95,706.4,854,972.84998,1.0353852959237377,70
SHYAMMETL,EQ,31-08-2025,25287.95,NSE,2.25,905.3,992.15,843.1,728.65,838.1,825.25,1.0350286816793257,70
SBILIFE,EQ,31-08-2025,181127.22,NSE,8.32,1805.5,1833.4,1812.2,1495.4,1506.75,1796.25,1.0347603130920184,70
MSUMI,EQ,31-08-2025,27587.71,NSE,76.3,41.56,38.98,38.58662808,32.7333006,41.71329162,47.11995288,1.0335723778838126,70
INTELLECT,EQ,31-08-2025,13557.31,NSE,4.11,977.2,1038.8,1172.55,725.3,724.05,983.15002,1.0335333273702765,70
ASHOKLEY,EQ,31-08-2025,74558.43,NSE,157.12,126.98,123.3,118.015,111.265,115.77,130.074995,1.0335159932202798,69
TITAN,EQ,31-08-2025,321396.35,NSE,7.51,3628.8,3379.2,3555,3179.9,3327.5,3630.2,1.0333170353695693,69
GRASIM,EQ,31-08-2025,189054.44,NSE,6.89,2775.6,2743,2545.8,2431.05,2617.2,2736.6001,1.032776976443845,69
HOMEFIRST,EQ,31-08-2025,12557.46,NSE,4.05,1218.6,1304.3,1274.8,933.65,1108.95,1092.75,1.0315112016586694,69
DIACABS,EQ,31-08-2025,7281.16,NSE,16.61,137.84,165.13,113.41,100.78,140.43,151.535,1.031293711748713,69
JIOFIN,EQ,31-08-2025,197773.3,NSE,142.45,311.7,321.1,286.65,233.67,326.05,323.25,1.031192887256015,69
CSBBANK,EQ,31-08-2025,6336.57,NSE,7.51,362.6,421.7,364.85,286.45,306.35,325.10001,1.030929170895078,69
EIEL,EQ,31-08-2025,4375.09,NSE,26.88,249.6,257.65,237.93,234.65,220,220,1.030903920364589,69
SUMICHEM,EQ,31-08-2025,28037.02,NSE,5.81,566.15,604.7,506.75,495.5,543.25,524,1.030119806798248,69
NETWEB,EQ,31-08-2025,12561.86,NSE,16.69,2207.6,1972.8,1999.1,1599.5,2837,2687.75,1.0296082132851674,68
WAAREERTL,EQ,31-08-2025,10633.15,NSE,2.24,1023.6,1085,1055.3,884.95,884.95,884.95,1.0295786752115312,68
BDL,EQ,31-08-2025,52785,NSE,18.22,1435.7,1623.1,2015.5,1009.6,1032.1,1311.6,1.0290888869157957,68
JSFB,EQ,31-08-2025,5184.52,NSE,2.2,490.65,460.2,482.7,420.2,412.9,599.79999,1.0290656065199777,68
SWIGGY,EQ,31-08-2025,102114.84,NSE,200.47,409.75,413.8,333.05,360.55,461.9,420,1.0290319811437887,68
OSWALAGRO,EQ,31-08-2025,1040.45,NSE,4.82,78.13,80.6,84.46,66.85,72.02,62.810001,1.028519072091916,68
DEEPAKFERT,EQ,31-08-2025,17509.19,NSE,2.15,1387.8,1607.4,1483.7,1069.6,1306.15,1086,1.0284233613406855,68
TARIL,EQ,31-08-2025,14765.16,NSE,13.49,490.2,509.25,521.6,425.3,489.25,365.79999,1.028063631070791,68
HINDALCO,EQ,31-08-2025,158204.75,NSE,52.59,703.95,692.7,633.5,653.55,666.1,711.84998,1.0280550636548178,68
MODEFENCE,EQ,31-08-2025,644.55,NSE,18.62,81.49,85.8,95.08,58.79,70.09,78.690002,1.0277764538965282,67
SGLTL,BE,31-08-2025,3566.51,NSE,2.19,178.6,184.87,184.01,135.08,172,172,1.0277478119411423,67
ASKAUTOLTD,EQ,31-08-2025,9533.82,NSE,2.09,481.95,504.5,451.05,436.1,450.1,437.25,1.0272701013668883,67
VISHNU,EQ,31-08-2025,3316.62,NSE,3.96,492.25,516.05,544.85,444.3,396.5,420.64999,1.026741872458988,67
HONASA,EQ,31-08-2025,9526.25,NSE,16.1,292.95,265.25,316.45,223.79,225.1,508.85001,1.026599466461587,67
BLUESTONE,EQ,31-08-2025,8107.75,NSE,34.86,534.8,510,510,510,510,510,1.0255472612475873,67
ARVINDFASN,EQ,31-08-2025,6913.92,NSE,3.05,519.7,540.8,460.45,420.5,570.45,519.15002,1.025378228841609,67
CIPLA,EQ,31-08-2025,128190.57,NSE,15.1,1589.4,1574,1465.7,1475.75,1492.7,1593.95,1.0251985334408116,67
MEDPLUS,EQ,31-08-2025,10113.03,NSE,2.44,841.95,911.1,966.4,722.8,750.35,637.45001,1.0248147158574448,67
NAZARA,EQ,31-08-2025,10687.92,NSE,26.75,1161.1,1367.8,1295.1,922.55,996.25,933.45001,1.0248046088588738,67
AEGISVOPAK,EQ,31-08-2025,27223.35,NSE,6.04,247.77,241.87,235,235,235,235,1.0246592859075547,66
SAMBHV,EQ,31-08-2025,3563.76,NSE,21.7,120.45,134.59,110,110,110,110,1.0237238661545809,66
GODIGIT,EQ,31-08-2025,32961.7,NSE,7.48,357.65,360.8,345,299.3,340.8,369.39999,1.0237224970586587,66
SRF,EQ,31-08-2025,84540.36,NSE,4.47,2836.4,3110,2861,2778.9,2234.65,2538.55,1.0233317478713233,66
ACI,EQ,31-08-2025,8172.15,NSE,3.36,656.35,639.8,626,483.1,708.55,790.79999,1.022705635989299,66
BORORENEW,EQ,31-08-2025,7338.41,NSE,3.12,551.7,607.75,541.8,549.85,436.3,509.20001,1.0216824580535997,66
LOWVOLIETF,EQ,31-08-2025,3764.15,NSE,13.5,22.28,21.89,21.45,20.33,21.14,22.4,1.0210014688327964,66
TIRUMALCHM,EQ,31-08-2025,2979.49,NSE,3.26,291.3,292.1,249.8,230.07,344.7,338.25,1.0209737689136715,66
BFUTILITIE,EQ,31-08-2025,3028.48,NSE,2.56,805.2,745.6,748.3,698.15,958.55,800.95001,1.020540659818885,66
BAJAJFINSV,EQ,31-08-2025,306141.01,NSE,10.61,1913.5,1972.6,2017.4,1879.35,1594.4,1686.2,1.020256435080521,65
MAZDOCK,EQ,31-08-2025,105080.49,NSE,14.43,2603.1,2720.4,3478.2,2119.45,2117.075,2153.75,1.0200902494714723,65
HDFCBANK,EQ,31-08-2025,1463857.94,NSE,157.08,951.6,1010.8,972.45,846.25,892.775,819.975,1.019923280211104,65
AXISBPSETF,EQ,31-08-2025,1107.12,NSE,5.78,12.91,12.79,12.68,12.4,12.18,11.96,1.0194667645479878,65
NORTHARC,EQ,31-08-2025,3802.31,NSE,10.49,236.15,244.69,214.63,173.76,229.05,350,1.0191298280984338,65
BIKAJI,EQ,31-08-2025,19796.82,NSE,2.93,790.3,767.9,765.4,675.3,781.95,855.79999,1.0190334155541203,65
JSWSTEEL,EQ,31-08-2025,251148.12,NSE,17.42,1026.6,1034.9,993.5,981.9,963.6,963.5,1.0190035856829414,65
ICICIBANK,EQ,31-08-2025,996963.66,NSE,79.36,1397.8,1486.2,1445.8,1232.95,1304.95,1213.3,1.0189703390238363,65
BALMLAWRIE,EQ,31-08-2025,3724.12,NSE,2.29,218.07,214.69,212.42,163.16,222.43,275.70001,1.0185726880321855,65
HARIOMPIPE,EQ,31-08-2025,1491.07,NSE,5.69,483.1,447.95,389.15,379.65,569.7,868.70001,1.018462236970274,64
WOCKPHARMA,EQ,31-08-2025,23166.25,NSE,4.51,1427.5,1697.3,1465.3,1316.55,1327.55,1059.1,1.018180179997227,64
HEG,EQ,31-08-2025,8952.23,NSE,33.15,462,525.35,523.5,359.25,411.15,404.76,1.0179204255245022,64
APLAPOLLO,EQ,31-08-2025,44421.76,NSE,6.07,1604.7,1514.9,1811.7,1489.2,1482,1428.05,1.0176599191932685,64
BEML,EQ,31-08-2025,16053.95,NSE,2.52,3839.4,4063.4,4230.1,2634.2,4015.25,3915,1.0175405311551735,64
GMRAIRPORT,EQ,31-08-2025,91176.76,NSE,90.93,86.07,90.22,84.08,69.93,80.19,95.940002,1.0173277533600427,64
HERITGFOOD,EQ,31-08-2025,4279.29,NSE,2.5,461.5,465.05,404.9,397.95,478.65,543.65002,1.0172477391308212,64
ASIANPAINT,EQ,31-08-2025,241717.84,NSE,14.01,2518.6,2401.5,2259.1,2257.6,2505,3171.3501,1.016830635470203,64
CGCL,EQ,31-08-2025,17800.83,NSE,55.91,185.36,181.18,151.69,173.55,211.57,214.87,1.0166665865808757,64
ALKEM,EQ,31-08-2025,63411.3,NSE,2.05,5303.5,5070.7,5098.5,4601.25,5484.4,5818.6499,1.0158148469268466,63
TAJGVK,EQ,31-08-2025,2569.82,NSE,3.31,408.75,411.95,450.75,453.6,340.25,330.04999,1.015450905754378,63
CGPOWER,EQ,31-08-2025,109277.48,NSE,31.97,694.3,659.05,686.7,589.95,735.45,738.04999,1.015425848506845,63
THOMASCOOK,EQ,31-08-2025,8373.24,NSE,16.69,177.73,168.98,172.62,132.57,200.85,224.95,1.0153854997511889,63
CHAMBLFERT,EQ,31-08-2025,21715.26,NSE,29.37,540.1,532.7,551,550,479.8,504.29999,1.0152307701145198,63
ARKADE,EQ,31-08-2025,3211.05,NSE,8.6,173.21,193.57,184.58,146.09,142.48,175,1.0147211178474653,63
VIPIND,EQ,31-08-2025,5964.83,NSE,3.81,419.1,460.85,361.7,324.7,495.25,462.64999,1.0146580680122015,63
ZUARIIND,EQ,31-08-2025,924.41,NSE,5.23,308.1,291.55,282.4,263,332.5,376.64999,1.014625564282733,63
ELLEN,EQ,31-08-2025,7300.46,NSE,4.59,517.4,566.95,486,486,486,486,1.0145239872279241,63
LIQUID1,EQ,31-08-2025,1390.38,NSE,4.69,1066.36,1061.39,1052.78,1036.6,1020.81,1004.88,1.0144229115322223,62
LIQUIDCASE,EQ,31-08-2025,5418.94,NSE,91.08,110.21,109.69,108.83,107.18,105.58,103.96,1.0142172538519385,62
LIQUIDADD,EQ,31-08-2025,2286.99,NSE,5.66,1088.55,1083.57,1075.02,1058.83,1043.01,1027.1801,1.0141249090673963,62
INDRAMEDCO,EQ,31-08-2025,4024.44,NSE,2,439,463.95,441.1,396.5,431.25,390.95001,1.0140717945206443,62
IGL,EQ,31-08-2025,28911.43,NSE,23.57,206.74,205.95,206.66,201.4,160,262.57501,1.0136797801298127,62
PIDILITIND,EQ,31-08-2025,155042.34,NSE,3.97,3050.3,2892.9,3107.2,2795.7,3012.05,3108.6499,1.0134029099823192,62
AMBUJACEM,EQ,31-08-2025,138723.11,NSE,20.13,563.2,610.05,553.5,481.95,493.7,627.65002,1.0131772647937882,62
LIQUIDBETF,EQ,31-08-2025,896.7,NSE,2.94,1045.85,1041.03,1032.88,1017.4,1002.23,1000,1.0130607190705023,62
DEVYANI,EQ,31-08-2025,21454.19,NSE,42.76,174.22,166.93,167.59,176.53,166,179.47,1.0126158426648904,62
KIRLOSBROS,EQ,31-08-2025,15416.45,NSE,2.02,1941.6,1938.4,1812.2,1750.55,2228.4,1845.5,1.0125433668292276,62
LTGILTBEES,EQ,31-08-2025,2882.09,NSE,38.13,28.59,28.86,28.98,27.59,26.91,26.690001,1.0123391832102584,61
PRESTIGE,EQ,31-08-2025,67275.75,NSE,6.28,1561.8,1640.2,1466.6,1216.3,1706.15,1761.55,1.0123042423340198,61
PSPPROJECT,EQ,31-08-2025,2709.91,NSE,3.59,686.2,798.6,639.05,625.15,620.65,675,1.0118771925672896,61
KSB,EQ,31-08-2025,14428.72,NSE,4.9,825.9,855.45,846.2,641.9,834.15,912.20001,1.011020362111077,61
LTFOODS,EQ,31-08-2025,14688.8,NSE,6.98,421.35,500.7,439.9,376.25,362.35,371.20001,1.011003514102985,61
GODREJCP,EQ,31-08-2025,127638.77,NSE,14.02,1242.6,1210.6,1231.4,1052.2,1240.1,1454.75,1.0107292190414219,61
SAKSOFT,EQ,31-08-2025,2819.37,NSE,5.22,212.07,217.47,201.64,178.93,219.1,235.8,1.0104280451867613,61
DATAPATTNS,EQ,31-08-2025,13419.36,NSE,2.8,2402.8,2584.4,2848.2,1553.6,2357.6,2865.55,1.0102778964722694,61
LOTUSDEV,EQ,31-08-2025,8821.46,NSE,143.37,181.11,178,178,178,178,178,1.0099507311929856,61
SCI,EQ,31-08-2025,9836.28,NSE,14.53,211.5,215.43,201.52,161.49,224.75,274.54999,1.009839504870422,60
ZYDUSLIFE,EQ,31-08-2025,98912.8,NSE,10.27,981.05,994.85,930,885.35,953,1108.45,1.0097555691812505,60
BANKIETF,EQ,31-08-2025,2932.87,NSE,2.98,55.03,57.4,56.63,49.74,53,52.02,1.0095183920828863,60
CASHIETF,EQ,31-08-2025,717.48,NSE,2.17,1025.9,1021.16,1012.98,1001.47,1001.47,1001.47,1.0094872822517145,60
BANKBEES,EQ,31-08-2025,7301.96,NSE,4.35,554.99,579.52,572.1,502.52,535.07,524.48999,1.008939225311164,60
SAPPHIRE,EQ,31-08-2025,10469.05,NSE,2.51,327.05,326.05,318.1,326.35,316.75,324.11,1.0088270875716407,60
KOTAKBANK,EQ,31-08-2025,389591.32,NSE,33.17,1960.3,1972.7,2074.7,1953.05,1783.6,1812.5,1.0086441547697211,60
MPHASIS,EQ,31-08-2025,52916.87,NSE,4.04,2788,2774.3,2558.8,2567.55,2999.1,3019.75,1.0086250762015734,60
JKPAPER,EQ,31-08-2025,6345.81,NSE,16.32,374.7,362.75,366.05,294.95,410.6,476.5,1.0082696315932511,60
INDIQUBE,EQ,31-08-2025,4600.3,NSE,8.95,218.96,216,216,216,216,216,1.008064359046423,59
AVTNPL,EQ,31-08-2025,1096.6,NSE,2.37,72.56,72.27,65.86,62.73,77.71,89.720001,1.0079984971614606,59
INDHOTEL,EQ,31-08-2025,108145.26,NSE,26.13,758.45,748.2,769.85,757.55,796.75,661.59998,1.0079506757655745,59
NIFTYIETF,EQ,31-08-2025,31508.59,NSE,6.04,275.21,278.61,276.6,254.19,269.2,277.13,1.0077281002133125,59
BSLNIFTY,EQ,31-08-2025,2992.39,NSE,2.46,28.4,28.73,28.5,26.27,27.79,28.66,1.0076725166972162,59
ADANIPORTS,EQ,31-08-2025,283626.24,NSE,22.1,1312.8,1395.9,1432.8,1083.25,1128.85,1482.55,1.0075144282363335,59
PRICOLLTD,EQ,31-08-2025,5606.55,NSE,6.57,459.85,437.9,449.75,433.2,467.45,506.60001,1.00732358313064,59
ADVENZYMES,EQ,31-08-2025,3837.52,NSE,14.29,345.95,348.4,305.1,289.8,379.45,463.5,1.0072763270471954,59
NIFTYETF,EQ,31-08-2025,4481.02,NSE,2.01,263.77,266.8,265.3,243.89,258.25,266.64999,1.007263605961746,59
SETFNIF50,EQ,31-08-2025,70031.99,NSE,5.01,260.99,264.51,262.82,241.41,255.72,263.26001,1.0069307105127216,58
DIVISLAB,EQ,31-08-2025,161803.1,NSE,4.82,6131.5,6676.5,6612,5757.05,6072.5,4926.25,1.0068141633291052,58
LT,EQ,31-08-2025,495872.01,NSE,14.68,3601,3495.6,3675.1,3315.1,3702.6,3641.8999,1.0067624844825298,58
EDELWEISS,EQ,31-08-2025,10132.2,NSE,110.61,107.16,104.99,108.56,98.76,108.48,109.85,1.0067234385022694,58
NIFTYBEES,EQ,31-08-2025,49456.77,NSE,40.26,276.06,280.09,277.97,255.53,270.54,278.84,1.0066209104129469,58
WELCORP,EQ,31-08-2025,22107.39,NSE,3.62,842.4,924.55,935.55,778.4,755.45,729.25,1.0065602405089118,58
POLICYBZR,EQ,31-08-2025,81747.8,NSE,11.75,1770.8,1790.1,1761.6,1562.75,1850.8,1819.35,1.0063809942906232,58
NIACL,EQ,31-08-2025,30908.24,NSE,64.37,188.26,173.52,186.46,160.41,189.23,264.75,1.0061096786779484,58
GRAPHITE,EQ,31-08-2025,9964.16,NSE,8.14,510.8,550.4,546.15,420.4,480.9,527.5,1.0060071740455208,58
FMCGIETF,EQ,31-08-2025,640.18,NSE,8.62,59.99,58.57,58.87,55.01,60.81,66.720001,1.0057946437349028,57
IIFL,EQ,31-08-2025,18151.35,NSE,17.52,427.6,514.9,435.85,319.5,411.4,460.10001,1.005402443731019,57
IDFCFIRSTB,EQ,31-08-2025,49947.7,NSE,155.42,67.99,70.31,67.97,60.63,65.14,74.110001,1.00537806615004,57
CHOLAHLDNG,EQ,31-08-2025,32363.45,NSE,2.23,1725.7,1912.5,1866.2,1505.85,1532.55,1689.35,1.005005171029005,57
SBIN,EQ,31-08-2025,740664.76,NSE,80.32,802.5,799.2,812.3,722,839.4,815.04999,1.0049714173072488,57
FSL,EQ,31-08-2025,24481.8,NSE,13.37,351,330,371.45,368.05,358.3,315.29999,1.004937210508583,57
JINDALSTEL,EQ,31-08-2025,96816.56,NSE,19.41,945.8,984.35,948.9,880.35,892.8,985.59998,1.0045755278767383,57
TATASTEEL,EQ,31-08-2025,192870.49,NSE,231.13,154.48,161.69,161.02,140.76,144.47,155.7,1.0045610566620538,57
KIRLOSENG,EQ,31-08-2025,13030.8,NSE,5.5,898.45,920.8,904.65,585.3,1109.05,1295.6,1.004526302644942,57
RAYMOND,EQ,31-08-2025,4014.4,NSE,4.67,599.6,687.95,629.9,460.36666667,554.25,673.63333333,1.0045226014764195,57
MCLOUD,EQ,31-08-2025,4581.66,NSE,52.2,78.55,88.98,76.89,68.03,77.9,77.9,1.004140979766285,56
SPORTKING,EQ,31-08-2025,1355.86,NSE,2.3,107.34,125.99,108.99,77.66,95.06,150.265,1.0041313246400865,56
JUBLINGREA,EQ,31-08-2025,11531.95,NSE,3.02,725.4,803.7,702.4,679.75,742.95,662.70001,1.0040279919704542,56
IIFLCAPS,EQ,31-08-2025,9159.84,NSE,3.78,295.9,338.15,305.64,233.2,328.75,269.53,1.0037261462300797,56
PVRINOX,EQ,31-08-2025,11047.5,NSE,5.65,1119.9,988.15,985.25,1012,1479.7,1511.9,1.0035638622384393,56
DRREDDY,EQ,31-08-2025,104787.97,NSE,15.59,1260.1,1299.8,1251.2,1151.8,1208.65,1388.66,1.003286680996643,56
JSWINFRA,EQ,31-08-2025,62464.55,NSE,8.1,296,311.35,290.85,259.3,307.3,309.14999,1.003233926088734,56
MUNJALAU,EQ,31-08-2025,868.3,NSE,4.76,86.56,78.07,82.98,72.83,106.86,112.36,1.002844623590936,56
MANKIND,EQ,31-08-2025,102121.47,NSE,5.56,2471.4,2554.7,2467.7,2327.75,2580.6,2352.95,1.0027905124590084,56
MIDCAPETF,EQ,31-08-2025,1113.38,NSE,21.78,21.14,21.86,21.49,18.93,21.01,22.040001,1.0027472311518177,55
BPCL,EQ,31-08-2025,133862.35,NSE,57.64,308.2,334.95,318.4,251.3,293.85,351.14999,1.0021297015761357,55
TATACONSUM,EQ,31-08-2025,105046.28,NSE,7.64,1065.4,1061.6,1106.3,1004,963.55,1220.05,1.0021248550876911,55
FINOPB,EQ,31-08-2025,2371.72,NSE,3.11,280.95,263.6,238.99,241,357.1,422.95001,1.0020446159198013,55
