Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
05-01-2026,NSE:MVKAGRO,SM,3661.53,727.55,56418,410.46916,4.2,4.73,2.16,,0.07,-1.62,2.96,-5.92,-10.37,27.78,27.56,77.5,93.35,94.41,93.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2.39,0.42,-1.98,7.08,5.49,50.78,114.31,40,66.67,77.78,88.89,0,9.52,50.79,75.4,-11.17,-11.17,-11.17,-11.17,-11.17,-11.17,0,0,0,-24.16,-36.16,40.62,335.79,2149,2149,3.05,117.03,1057.08,406.03,49.46,6.96,-11.69,23.28,75.27,80.93,87.41,3.730177,99,-11.17,116.82,954.1,230.71,,,,-11.69,31.36,71.09,60.04,22.01,1.45691,99
05-01-2026,NSE:SWANDEF,BE,8465.49,1606.9,1883,30.25793,0.02,5,1,,5.00,21.64,38.59,51.88,64.09,87.1,95.36,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,21.42,17.74,47.6,43.39,160.72,,,100,100,100,98.72,100,100,100,98.72,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,1954.86,NA,NA,NA,165.19,1426.72,NA,NA,NA,NA,62.77,91.08,0,0,0,3.694034,99,165.19,,,,,,,62.77,84.09,102.15,-10.42,6.19,2.047134,99
05-01-2026,NSE:POLYSIL,ST,608.2,270.25,77280,208.8492,3.56,4.31,16.13,L,-4.99,-8.42,-6.35,-15.45,-27.66,6.96,5.49,72.32,91.69,89.47,85.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-8.21,-2.28,-10.25,0.14,-10.13,48.57,74.73,0,19.05,58.73,79.37,0,0,39.68,69.84,-20.07,-23.22,-23.22,-23.22,-23.22,-20.07,-1.99,0,0,-51.56,-38.62,9.68,254.43,1738.44,1738.44,0,99.94,1017.72,408.84,52.72,5.37,-28.98,1.21,70.09,79.27,82.47,2.737309,99,-20.07,99.94,1017.72,133.75,,,,-28.98,22.97,72.86,59.57,-20.54,1.40291,99
05-01-2026,NSE:CUPID,EQ,10443.37,390.05,5591758,21810.65208,5.51,5.21,3.2,,-7.12,-24.75,-14.78,-1.01,4.15,38.18,44.95,71.95,84.21,80.59,71.47,-1,-1,2,2,EP,EP,-1,-1,-1,-1,-1,-1,6,-1,-14.51,4.67,-10.31,18.51,10.06,46.47,105.59,60,90.48,90.48,92.86,60,85.71,69.84,74.6,-25.69,-25.69,-25.69,-25.69,-25.69,-25.69,0,-3.24,-2.3,-49.49,-37.92,81.57,261.36,578.35,578.35,6.83,113.36,273.44,90.28,0,2.6,2.83,40.67,69.72,71.79,73.59,2.053766,99,6.83,108.83,253.58,32.54,,,,2.83,39.56,51.2,33.28,-16.72,1.224561,99
05-01-2026,NSE:TAKE,BE,601.8,40.6,2088077,847.75926,2.68,2.73,11.61,,0.22,5.64,12.96,14.78,17.56,41.21,68.82,74.46,82.71,60.37,42.86,-1,2,-1,2,-1,-1,HV2Y,HV2Y,-1,-1,-1,1,-1,-1,3.93,5.51,10,15.04,29.48,50.73,162.76,100,100,100,76.19,100,95.24,82.54,46.03,0,0,0,0,0,0,0,0,-53.46,-70.69,-32.82,205.49,351.11,506.88,506.88,21.12,223.07,73.19,55.01,4.93,0.44,16.24,64.54,72.23,70.29,53.37,2.034803,99,21.12,208.2,71.78,-50.76,,,,16.24,59.18,20.24,21.88,-123.01,1.239114,99
05-01-2026,NSE:DIVINEHIRA,ST,317.04,243,29568,71.85024,3.35,4.3,9.19,,1.59,5.35,17.9,31.3,27.16,50.91,55.84,77.57,68.23,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,6,-1,7.24,7.79,16.3,18.46,42.63,,,100,100,100,83.33,80,57.14,60.32,53.17,0,0,0,NA,NA,0,-3.96,0,-36.26,NA,NA,131.43,338.63,NA,NA,47.36,101.25,143.86,23.86,NA,NA,25.84,51.56,75.34,55.81,0,1.650186,99,35.83,97.21,46.28,,,,,25.84,36.38,51.36,-52.07,106.19,1.175668,99
05-01-2026,NSE:SOMATEX,BE,447.43,135.45,23174,31.38918,1.9,3.7,1.28,,-2.00,0.39,21.11,21.5,17.93,-13.39,45.77,66.96,72.26,65.38,73.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2.66,4.79,7.82,0.58,8.45,37.92,74.69,0,0,34.92,36.51,0,0,12.7,13.49,-5.87,-11.8,-11.8,-11.8,-11.8,-5.87,-27.61,-29.9,-31.99,-42.9,-28.74,96.62,201.6,270.28,311.7,31.86,70.85,94.24,22.33,24.82,55.78,16.61,41.49,64.73,59.84,58.38,1.635086,99,19.87,32.61,85.51,2.78,,,,16.61,30.92,41.23,5.62,-18.62,1.138591,99
05-01-2026,NSE:BGRENERGY,BE,2504.01,348.35,186496,649.65882,5.34,5.6,5.37,,-2.99,2.64,5.38,1.39,-17.96,-18.49,24.51,68.14,76.65,70.83,89.18,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-0.11,-1.14,-1.24,-9.24,-9.59,46.17,67.96,0,0,65.08,57.94,0,0,20.63,25.4,-12.65,-25.48,-25.48,-25.48,-25.48,-12.65,-12.09,-0.83,-23.46,-43.9,0,26.17,259.83,387.89,900.14,13.82,105.57,254.97,218.63,133.53,191.7,-19.28,20.23,65.91,64.23,63.83,1.63348,99,-12.65,105.57,228.7,124.7,,,,-19.28,33,59.95,16.29,-18.72,1.176858,99
05-01-2026,NSE:IFBAGRO,EQ,1419.12,1517.1,91309,1385.24884,6.92,6.94,6.76,,-4.80,11.26,13,17.2,18.92,4.02,42.27,51.61,68.23,61.61,67.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.65,3.56,10.59,0.64,11.29,36.36,74.89,0,0,57.14,38.89,0,0,28.57,17.46,-4.8,-5.59,-5.59,-5.59,-5.59,-4.8,-23.45,-4.74,-10.85,-21.06,-4.61,71.18,117.55,238.56,285.83,26.98,62.53,93.47,63.81,22.58,48.13,17.6,37.99,49.38,55.81,54.61,1.481837,99,24.13,59.44,77.6,28.78,,,,17.6,25.81,18.33,23.92,-14.65,1.118814,99
05-01-2026,NSE:KESORAMIND,BE,352.91,11.36,3756530,426.74181,4.11,7.32,4.16,,-4.94,-16.9,8.27,27.9,52.02,54.58,50.35,50.35,64.96,9.11,24.41,-1,-1,EP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.18,11.25,7.97,30.28,54.87,20.26,94.22,100,90.48,30.16,15.08,20,66.67,22.22,11.11,-18.39,-18.39,-18.39,-18.39,-18.39,-18.39,-13.63,-19.31,-48.77,-63.85,-6.21,142.22,142.22,279.93,279.93,73.7,16.2,88.63,88.63,0,30.12,50.7,46.07,48.12,52.54,2.11,1.4804,99,73.7,2.64,37.56,-46.91,,,,50.7,-6.49,2.15,19.01,-153.24,1.111176,99
