Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Off_3M_peak,Off_6M_peak,Off_12M_peak,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
14-09-2025,NSE:EIDPARRY,EQ,20002.06,1.99,2.99,1072.6,-3.75,-4.96,-8.93,8.20,36.22,14.53,21.29,-13.23,-13.23,-13.23,-11.61,6.98,23.61,15.07,22.63,1.068499,79,-11.61,17.23,19,-18.97,8.72,1.034763,83
14-09-2025,NSE:DYCL,EQ,2034.29,5.63,4.67,430.75,0.48,2.73,8.35,-0.64,28.73,-7.45,37.99,-14.2,-14.2,-18.75,5.67,-1.86,16.12,-6.91,39.33,1.068484,79,5.67,-8.3,17.66,-35.73,43.09,1.060762,93
14-09-2025,NSE:CREDITACC,EQ,22291.09,2.53,2.81,1292.6,-3.67,-8.30,-0.72,8.60,27.53,29.09,6.71,-7.88,-7.88,-7.88,-3.4,7.38,14.92,29.63,8.05,1.068147,79,-3.4,10.76,9.19,17.19,-30.76,1.017666,72
14-09-2025,NSE:CGPOWER,EQ,109277.48,51.31,2.35,785.4,6.25,11.60,16.15,14.41,24.01,-1.50,15.44,,,-8.48,13.47,13.19,11.4,-0.96,16.78,1.067926,79,13.47,-0.57,-0.3,-18.54,17.49,1.02464,77
14-09-2025,NSE:WAAREERTL,EQ,10633.15,3.84,3.28,1097.5,7.41,6.73,8.60,9.42,19.37,19.37,19.37,-8.73,-8.73,-8.73,5.92,8.2,6.76,19.91,20.71,1.067566,79,5.92,2.4,-0.54,15.04,0.8,1.022706,76
14-09-2025,NSE:TOLINS,EQ,604.49,11.85,6.7,192.88,17.18,20.57,19.76,16.91,37.54,-16.65,-18.21,,,-21.9,17.08,15.69,24.93,-16.11,-16.87,1.067507,79,17.08,-2.05,13.31,-71.71,-0.53,1.012783,67
14-09-2025,NSE:SMARTWORKS,EQ,5586.73,3.22,3.97,516.15,-1.77,5.22,9.75,15.72,15.72,15.72,15.72,-4.93,-4.93,-4.93,7.07,14.5,3.11,16.26,17.06,1.066231,79,7.07,8.12,-11.52,15.04,0.8,1.021382,75
14-09-2025,NSE:AVL,EQ,6471.75,19.78,5.87,494.9,-1.64,-1.67,15.75,22.99,13.28,-0.80,11.09,-4.29,-4.29,-6.3,13.07,21.77,0.67,-0.26,12.43,1.065543,79,13.07,10.1,-24.14,-1.19,12.6,1.022155,76
14-09-2025,NSE:TEMBO,EQ,968.87,1.02,6.1,601.5,-3.85,-8.83,13.33,19.70,13.18,-24.64,32.68,-8.11,-8.11,-31.84,10.65,18.48,0.57,-24.1,34.02,1.065078,79,10.65,8.86,-19.65,-28.51,46.79,1.058871,93
14-09-2025,NSE:FLAIR,EQ,3267.26,1.6,4,323.35,0.63,4.25,0.34,21.00,34.42,-3.82,7.19,-8.36,-8.36,-8.36,-2.34,19.78,21.81,-3.28,8.53,1.064974,79,-2.34,22.23,5.47,-43.28,11.4,1.026708,79
14-09-2025,NSE:POONAWALLA,EQ,33646.23,10.31,3.15,439.45,1.79,1.80,-1.66,5.20,34.22,18.33,13.47,-7,-7,-7,-4.34,3.98,21.61,18.87,14.81,1.064462,78,-4.34,8.25,19.1,-9.13,-5.15,1.023393,76
14-09-2025,NSE:ENRIN,EQ,119880.85,4.69,3.16,3386.4,-1.16,0.34,7.07,16.14,16.14,16.14,16.14,-3.95,-3.95,-3.95,4.39,14.92,3.53,16.68,17.48,1.064458,78,4.39,11.26,-11.52,15.04,0.8,1.022041,75
14-09-2025,NSE:ASHOKLEY,EQ,74558.43,202.84,2.97,134.09,2.48,5.30,10.99,12.45,22.89,14.62,9.05,-2.33,-2.33,-2.33,8.31,11.23,10.28,15.16,10.39,1.064433,78,8.31,3.14,0.41,4.32,-5.73,1.015324,70
14-09-2025,NSE:LAXMIINDIA,EQ,672.79,23.42,7.08,162.95,-2.22,20.39,8.41,15.61,15.61,15.61,15.61,-2.75,-2.75,-2.75,5.73,14.39,3,16.15,16.95,1.063646,78,5.73,9.35,-11.52,15.04,0.8,1.021156,74
14-09-2025,NSE:NELCAST,EQ,1282.83,1.36,4.18,147.07,0.82,0.04,-13.50,12.44,41.58,10.21,6.37,-15.5,-15.5,-15.5,-16.18,11.22,28.97,10.75,7.71,1.063044,78,-16.18,24.36,21.76,-38.66,-3.47,1.031177,81
14-09-2025,NSE:SENORES,EQ,3178.62,2.9,4.07,689.9,-4.24,-0.04,2.44,19.27,20.53,13.03,13.03,-7.44,-7.44,-7.44,-0.24,18.05,7.92,13.57,14.37,1.062756,78,-0.24,18.75,-9.96,5.6,0.8,1.022047,75
14-09-2025,NSE:SHRIPISTON,EQ,11099.23,1.01,3.49,2588.5,0.44,2.93,6.06,5.89,30.14,13.15,14.77,-4.02,-4.02,-4.02,3.38,4.67,17.53,13.69,16.11,1.062712,78,3.38,1.32,14.24,-9.27,2.67,1.021538,75
14-09-2025,NSE:AUTOBEES,EQ,324.54,5.6,2.83,276.41,1.97,7.34,11.52,13.65,23.27,12.05,5.89,-1.23,-1.23,-1.95,8.84,12.43,10.66,12.59,7.23,1.062103,78,8.84,3.91,-0.38,0.42,-6.21,1.013287,68
14-09-2025,NSE:JGCHEM,EQ,1810.79,1.99,3.64,471.55,0.24,1.56,-5.41,18.13,34.27,3.62,10.72,-9.94,-9.94,-9.94,-8.09,16.91,21.66,4.16,12.06,1.062024,78,-8.09,23.83,8.19,-31.6,8.17,1.028164,79
14-09-2025,NSE:POLYCAB,EQ,106645.73,1.99,1.6,7254.5,0.37,2.25,6.22,16.87,31.90,-2.60,8.14,-0.96,-0.96,-3.8,3.54,15.65,19.29,-2.06,9.48,1.061919,78,3.54,12.86,6.56,-35.61,11.26,1.021981,75
14-09-2025,NSE:MANINDS,EQ,2601.33,4.73,3.85,409.7,-3.34,6.64,3.22,8.58,36.32,8.93,5.41,-10.79,-10.79,-10.79,0.54,7.36,23.71,9.47,6.75,1.06153,78,0.54,7.04,18.83,-27.98,-3.07,1.019519,73
14-09-2025,NSE:ASAHIINDIA,EQ,20370.94,2.47,3.43,846.9,4.33,1.25,3.40,12.53,28.32,6.58,17.19,-4.25,-4.25,-4.25,0.72,11.31,15.71,7.12,18.53,1.06147,78,0.72,10.95,6.53,-15.3,12.16,1.02499,78
14-09-2025,NSE:INDRAMEDCO,EQ,4024.44,2.31,3.67,489.65,1.53,10.34,4.47,16.60,33.28,-4.23,9.07,-3.71,-3.71,-13.46,1.79,15.38,20.67,-3.69,10.41,1.061171,77,1.79,14.2,8.48,-41.17,13.56,1.0244,77
14-09-2025,NSE:INDIACEM,EQ,11822.58,18.12,3.13,391.65,-0.91,2.59,5.83,14.98,26.30,12.13,6.54,-3,-3,-3,3.15,13.76,13.69,12.67,7.88,1.061164,77,3.15,11.21,1.8,-4.19,-5.56,1.015055,69
14-09-2025,NSE:MOTILALOFS,EQ,51476.14,8.43,2.89,918,4.90,6.61,0.73,10.53,35.43,-6.38,20.77,-4.4,-4.4,-10.85,-1.95,9.31,22.82,-5.84,22.11,1.060931,77,-1.95,11.38,16.31,-49.71,26.32,1.038672,85
14-09-2025,NSE:CCL,EQ,11646.31,1.72,3.44,887.6,-3.42,1.81,2.73,6.07,33.77,8.05,15.83,-4.89,-4.89,-4.89,0.05,4.85,21.16,8.59,17.17,1.060826,77,0.05,4.94,17.96,-23.78,9.27,1.026022,78
14-09-2025,NSE:MAHEPC,EQ,462.25,5.63,5.81,152.65,-5.31,-7.39,0.79,8.86,26.63,20.05,12.68,-15.99,-15.99,-15.99,-1.89,7.64,14.02,20.59,14.02,1.060596,77,-1.89,9.63,7.98,6.07,-8.42,1.018742,73
14-09-2025,NSE:VARROC,EQ,8112.96,1.92,3.23,601.55,-0.09,11.17,13.61,10.93,28.27,2.69,5.15,-1.84,-1.84,-5.05,10.93,9.71,15.66,3.23,6.49,1.058908,77,10.93,-1.61,7.95,-20.61,3.32,1.01505,69
14-09-2025,NSE:ADANIPOWER,EQ,231319.91,66.07,2.87,648.55,5.99,7.39,8.80,11.97,22.13,18.77,2.06,,,-3.95,6.12,10.75,9.52,19.31,3.4,1.058618,77,6.12,4.98,0.01,10.73,-19.78,1.010594,65
14-09-2025,NSE:HOMEFIRST,EQ,12557.46,2.19,2.84,1302.8,3.19,6.46,5.05,2.68,22.88,21.53,16.77,-11.91,-11.91,-11.91,2.37,1.46,10.27,22.07,18.11,1.058082,77,2.37,-1,9.23,13.3,-5.27,1.019751,73
14-09-2025,NSE:CHENNPETRO,EQ,9616.7,9.51,3.26,734.85,4.42,12.17,10.08,12.64,30.18,17.62,-22.08,-6.64,-6.64,-22.11,7.4,11.42,17.57,18.16,-20.74,1.05798,77,7.4,4.35,8.56,-2.96,-47.38,1.000967,52
14-09-2025,NSE:SINCLAIR,EQ,507.47,1.02,4.21,111.3,2.86,11.25,13.32,20.20,19.83,-3.53,6.36,-0.36,-0.36,-16.59,10.64,18.98,7.22,-2.99,7.7,1.057509,77,10.64,9.44,-11.98,-14.1,10.35,1.016783,71
14-09-2025,NSE:PICCADIL,EQ,5517.9,3.15,4.09,713.8,15.94,18.35,15.75,11.89,11.89,11.89,11.89,-1.38,-1.38,-1.38,13.07,10.67,-0.72,12.43,13.23,1.056893,77,13.07,-3.09,-11.52,15.04,0.8,1.016913,71
14-09-2025,NSE:PRICOLLTD,EQ,5606.55,5.63,3.37,518.15,5.06,11.25,17.06,14.99,17.14,1.60,7.38,-0.74,-0.74,-10.05,14.38,13.77,4.53,2.14,8.72,1.056186,77,14.38,-1,-8.99,-3.71,6.67,1.014826,69
14-09-2025,NSE:NSLNISP,EQ,11063.04,132.94,4.45,46.31,8.31,18.33,22.59,15.68,21.77,-3.11,-13.30,,,-14.54,19.91,14.46,9.16,-2.57,-11.96,1.055561,77,19.91,-7.43,-4.3,-16.76,-9.08,1.004219,57
14-09-2025,NSE:ANTHEM,EQ,46212.08,13.93,3.37,833.5,0.44,1.85,10.80,13.25,13.25,13.25,13.25,-1.52,-1.52,-1.52,8.12,12.03,0.64,13.79,14.59,1.055376,76,8.12,4.24,-11.52,15.04,0.8,1.017691,72
14-09-2025,NSE:HINDALCO,EQ,158204.75,47.42,1.69,758.05,1.88,7.14,12.00,15.34,9.09,11.76,13.13,,,-0.46,9.32,14.12,-3.52,12.3,14.47,1.054404,76,9.32,5.29,-18.9,17.98,2.35,1.018809,73
14-09-2025,NSE:ARVINDFASN,EQ,6913.92,3.04,2.83,553.35,2.17,6.08,7.44,13.84,29.98,3.83,-0.26,-1.21,-1.21,-12.72,4.76,12.62,17.37,4.37,1.08,1.053859,76,4.76,8.42,7.21,-22.31,-3.46,1.011679,66
14-09-2025,NSE:JAYBARMARU,BE,940.69,1.12,4.56,94.69,-2.99,9.21,8.08,17.32,29.65,3.70,-10.74,-7.15,-7.15,-9.83,5.4,16.1,17.04,4.24,-9.4,1.05313,76,5.4,11.55,3.4,-21.86,-14.19,1.005972,60
14-09-2025,NSE:APOLLOHOSP,EQ,109434.5,4.03,1.4,7874.5,0.89,3.36,8.10,11.18,21.90,7.83,12.87,-0.69,-0.69,-0.69,5.42,9.96,9.29,8.37,14.21,1.052795,76,5.42,4.84,0.56,-2.99,6.28,1.017372,72
14-09-2025,NSE:DEVYANI,EQ,21454.19,50.41,3.39,187.23,4.01,6.95,18.04,11.49,13.60,9.19,3.44,-0.88,-0.88,-15.5,15.36,10.27,0.99,9.73,4.78,1.052051,76,15.36,-6.48,-9.14,9.93,-5.52,1.010718,65
14-09-2025,NSE:TNPETRO,BE,958.2,1.71,4.55,100.32,-2.71,-5.49,0.85,5.93,31.38,15.79,4.58,-11.36,-11.36,-11.36,-1.83,4.71,18.77,16.33,5.92,1.051972,76,-1.83,6.63,15.53,-7.68,-12.52,1.014288,68
14-09-2025,NSE:ASKAUTOLTD,EQ,9533.82,2.39,3.44,515.75,-2.05,6.55,8.59,12.15,21.29,4.35,13.89,-6.18,-6.18,-6.18,5.91,10.93,8.68,4.89,15.23,1.051789,76,5.91,5.39,-1.11,-6.48,10.77,1.018808,73
14-09-2025,NSE:ELGNZ,SM,299.67,1,4.65,139.4,-3.98,4.88,7.46,6.99,22.78,12.48,12.48,-6.47,-6.47,-6.47,4.78,5.77,10.17,13.02,13.82,1.051476,76,4.78,1,5.45,1.71,0.8,1.016066,71
14-09-2025,NSE:SOLARA,EQ,2227.1,1.11,4.13,677.55,1.89,9.53,10.92,25.44,25.91,-13.75,-15.73,-2.79,-2.79,-20.51,8.24,24.22,13.3,-13.21,-14.39,1.050844,76,8.24,17.8,-10.9,-38.49,-0.94,1.007469,62
14-09-2025,NSE:MSPL,EQ,1756.5,11.87,4.75,37.54,17.31,17.26,17.66,25.36,25.84,-24.24,-25.25,,,-40.59,14.98,24.14,13.23,-23.7,-23.91,1.050604,76,14.98,10.85,-10.88,-52.49,-0.01,1.003431,56
14-09-2025,NSE:GLAND,EQ,31119.19,1.83,2.72,2021.2,6.38,7.41,4.34,16.40,18.13,12.88,6.06,-3.85,-3.85,-3.85,1.66,15.18,5.52,13.42,7.4,1.050392,76,1.66,14.1,-9.45,8.62,-7.03,1.013865,68
14-09-2025,NSE:AADHARHFC,EQ,21775.79,4.53,2.44,506.65,-1.36,0.73,0.09,13.59,15.74,16.67,15.44,-2.91,-2.91,-2.91,-2.59,12.37,3.13,17.21,16.78,1.05035,75,-2.59,15.01,-9.03,16.14,-0.67,1.020784,74
14-09-2025,NSE:GOODLUCK,EQ,3935.44,3.78,5.19,1069.2,-14.98,-11.41,9.21,6.71,35.85,6.91,-15.02,-15.48,-15.48,-17.85,6.53,5.49,23.24,7.45,-13.68,1.050313,75,6.53,-1.26,19.72,-30.08,-22.76,1.006614,61
14-09-2025,NSE:MAZDOCK,EQ,105080.49,14.16,2.61,2924.7,8.68,11.00,8.00,-9.43,21.27,16.68,25.61,-12.5,-22.03,-22.03,5.32,-10.65,8.66,17.22,26.95,1.050112,75,5.32,-17.44,16.53,9.21,11.52,1.028277,79
14-09-2025,NSE:NATIONALUM,EQ,34234.82,76.4,2.62,218.3,2.82,14.71,14.56,14.94,13.83,-14.62,21.60,,,-15.01,11.88,13.72,1.22,-14.08,22.94,1.04984,75,11.88,1.95,-12.83,-17.97,32.4,1.032669,82
14-09-2025,NSE:KRN,EQ,5388.98,5.64,4.07,850.6,-2.77,-1.38,-5.98,15.37,-10.77,1.79,43.57,-10.96,-11,-12.33,-8.66,14.15,-23.38,2.33,44.91,1.049694,75,-8.66,21.65,-42.41,26.38,43.34,1.069523,95
14-09-2025,NSE:INDIGO,EQ,217045.04,16.95,1.91,5727.5,1.00,1.42,-3.49,8.13,19.20,21.83,16.05,-6.95,-6.95,-6.95,-6.17,6.91,6.59,22.37,17.39,1.049461,75,-6.17,12.73,0.54,18.29,-6.6,1.020381,74
14-09-2025,NSE:BHARTIHEXA,EQ,87800,2.03,2.64,1706.2,-2.33,-3.97,-2.64,-4.55,21.72,17.53,29.86,-14.03,-14.03,-14.03,-5.32,-5.77,9.11,18.07,31.2,1.049206,75,-5.32,-0.37,13.61,9.68,15.76,1.031618,81
14-09-2025,NSE:KROSS,EQ,1219.87,60.1,6.2,217.47,-3.88,13.35,26.64,12.84,13.27,-5.31,-10.36,-3.74,-3.74,-16.3,23.96,11.62,0.66,-4.77,-9.02,1.048805,75,23.96,-17.32,-11.02,-6.39,-3.99,1.006202,60
14-09-2025,NSE:ZUARI,EQ,1526.71,8.44,6.78,266.85,-8.26,-35.54,-40.40,18.70,30.40,3.86,29.26,-30.44,-30.44,-30.44,-43.08,17.48,17.79,4.4,30.6,1.048607,75,-43.08,43.6,2.86,-23.08,27.22,1.071358,95
14-09-2025,NSE:MON100,EQ,10301.67,6.24,1.68,207.06,1.07,1.27,2.35,12.99,9.57,8.93,25.76,-0.59,-0.59,-6.22,-0.33,11.77,-3.04,9.47,27.1,1.0486,75,-0.33,12.39,-15.44,14.34,19.28,1.030381,80
14-09-2025,NSE:TRAVELFOOD,EQ,16483.64,3.15,4.32,1279.8,-2.29,2.13,9.64,12.10,12.10,12.10,12.10,-2.7,-2.7,-2.7,6.96,10.88,-0.51,12.64,13.44,1.04801,75,6.96,4.22,-11.52,15.04,0.8,1.015853,71
14-09-2025,NSE:PARAS,EQ,5215.21,4.66,3.34,692.25,4.52,6.29,5.19,-17.39,33.43,18.34,14.70,-25.85,-25.85,-25.85,2.51,-18.61,20.82,18.88,16.04,1.047904,75,2.51,-22.31,31.77,-7.62,-3.66,1.029235,80
14-09-2025,NSE:INDIAGLYCO,EQ,5049.82,2.53,4.19,838.75,1.89,2.68,-2.32,-12.64,34.08,12.17,24.21,-20.57,-20.57,-20.57,-5,-13.86,21.47,12.71,25.55,1.047552,75,-5,-8.59,29.96,-18.2,14.51,1.036825,84
14-09-2025,NSE:UJJIVANSFB,EQ,8264,79.97,2.95,46.62,8.69,8.45,7.40,-5.26,24.47,22.24,8.71,-6.57,-9.21,-9.21,4.72,-6.48,11.86,22.78,10.05,1.047371,74,4.72,-12.17,16.73,12.09,-16.61,1.0148,69
14-09-2025,NSE:INTELLECT,EQ,13557.31,5.3,3.89,1021.95,11.29,4.38,8.80,-16.24,36.03,16.56,3.68,-16.77,-16.77,-16.77,6.12,-17.46,23.42,17.1,5.02,1.04721,74,6.12,-25.96,33.45,-15.4,-14.64,1.025206,78
14-09-2025,NSE:SAURASHCEM,EQ,1256.6,2.36,4.39,114.62,-2.62,2.08,-4.44,23.02,29.95,2.13,-10.90,-9.96,-9.96,-12.11,-7.12,21.8,17.34,2.67,-9.56,1.047087,74,-7.12,27.79,-2.51,-24.68,-12.51,1.013273,67
14-09-2025,NSE:SSWL,EQ,3395.1,2.94,3.15,243.4,7.55,11.20,11.79,-2.03,28.05,8.96,8.47,-11.24,-11.24,-11.24,9.11,-3.25,15.44,9.5,9.81,1.046981,74,9.11,-14.17,17.97,-11.49,0.26,1.016636,71
14-09-2025,NSE:ABSLAMC,EQ,24104.45,2.57,2.75,847.15,2.24,1.42,-0.30,9.62,30.18,0.31,14.60,-5.6,-5.6,-5.6,-2.98,8.4,17.57,0.85,15.94,1.046925,74,-2.98,11.39,11.23,-27.74,15.13,1.024457,77
14-09-2025,NSE:MODEFENCE,EQ,644.55,18.8,2.82,88.48,6.58,7.90,5.39,-9.03,30.18,14.34,16.03,-11.35,-11.35,-11.35,2.71,-10.25,17.57,14.88,17.37,1.046643,74,2.71,-13.74,24.44,-7.64,2.77,1.024068,77
14-09-2025,NSE:NDTV,BE,909.17,1.12,4.34,131.73,15.72,14.86,22.37,6.57,27.35,-4.32,-16.61,,-2.45,-15.65,19.69,5.35,14.74,-3.78,-15.27,1.046549,74,19.69,-18.85,10.71,-28.54,-10.98,1.004477,57
14-09-2025,NSE:BDL,EQ,52785,16.56,2.97,1566.5,7.86,8.35,5.14,-21.29,27.01,22.93,21.02,-21.09,-22.28,-22.28,2.46,-22.51,14.4,23.47,22.36,1.046312,74,2.46,-26.36,28.3,9.46,-1.68,1.030006,80
14-09-2025,NSE:GROWWDEFNC,EQ,210.59,2.73,2.68,80.47,6.66,7.80,5.51,-9.46,29.99,13.71,16.96,-11.56,-11.56,-11.56,2.83,-10.68,17.38,14.25,18.3,1.046277,74,2.83,-14.33,24.52,-8.21,4.57,1.02494,78
14-09-2025,NSE:USHAMART,EQ,11572.57,4.94,3.37,387.25,1.37,1.48,9.57,20.61,16.68,-6.09,6.18,-0.79,-0.79,-12.16,6.89,19.39,4.07,-5.55,7.52,1.046206,74,6.89,13.71,-16.46,-12.3,12.37,1.01654,71
14-09-2025,NSE:SAGILITY,EQ,20527.63,348.35,3.94,44.45,3.40,1.30,1.78,12.46,6.07,4.93,30.12,-4.65,-5.53,-17.49,-0.9,11.24,-6.54,5.47,31.46,1.045694,74,-0.9,12.38,-18.82,13.82,27.3,1.036563,84
14-09-2025,NSE:JAICORPLTD,EQ,2106.94,79.63,7.97,158.87,-0.76,24.40,31.48,28.22,35.15,-137.55,-123.11,-8.09,-8.09,-60.37,28.8,27,22.54,-137.01,-121.77,1.045085,74,28.8,-3.27,-1.86,-251.3,6.88,1.001393,53
14-09-2025,NSE:IPL,EQ,2428.8,6.63,3.84,213.75,3.35,1.18,-2.50,2.22,36.94,11.17,-1.03,-7.11,-7.11,-7.11,-5.18,1,24.33,11.71,0.31,1.044407,73,-5.18,6.11,23.99,-25.82,-12.94,1.015744,70
14-09-2025,NSE:UPL,EQ,53522.08,22.82,2.64,693.1,0.61,-3.27,0.64,8.74,11.20,20.65,16.36,-5.04,-5.04,-5.04,-2.04,7.52,-1.41,21.19,17.7,1.044396,73,-2.04,9.65,-8.82,25.68,-4.61,1.019919,74
14-09-2025,NSE:ESCORTS,EQ,39995.18,2.8,3.5,3689.1,-0.04,3.29,8.39,15.15,20.53,4.80,0.13,-2.21,-2.21,-15.67,5.71,13.93,7.92,5.34,1.47,1.044011,73,5.71,8.88,-5.18,-4.76,-4.11,1.008396,62
14-09-2025,NSE:SCODATUBES,EQ,1015.46,2.87,4.17,176.5,-1.67,4.07,-1.75,-1.82,20.68,20.68,20.68,-16.95,-16.95,-16.95,-4.43,-3.04,8.07,21.22,22.02,1.043932,73,-4.43,1.43,10.58,15.04,0.8,1.021604,75
14-09-2025,NSE:AARTIDRUGS,EQ,4280.56,1.94,3.72,509.65,7.55,7.87,3.96,9.01,28.71,12.73,-6.85,-6.49,-6.49,-6.49,1.28,7.79,16.1,13.27,-5.51,1.043862,73,1.28,6.75,10.13,-7.36,-21.64,1.005539,59
14-09-2025,NSE:DMART,EQ,309228.35,6.4,2.37,4616.6,-3.83,-3.01,7.89,12.23,21.94,17.32,-16.13,-4.4,-4.4,-14.37,5.21,11.01,9.33,17.86,-14.79,1.043769,73,5.21,6.22,-0.46,9.13,-39.66,1.00032,51
14-09-2025,NSE:RUCHIRA,EQ,433.11,2.07,3.3,149.85,-3.20,3.44,9.21,7.59,20.93,8.66,5.67,-3.1,-3.1,-3.1,6.53,6.37,8.32,9.2,7.01,1.042085,73,6.53,-0.28,2.91,-0.47,-2.47,1.010152,64
14-09-2025,NSE:MCLEODRUSS,EQ,389.62,5.24,4.99,38.44,2.86,2.81,5.33,9.60,20.68,-34.83,33.51,-12.18,-12.18,-25.83,2.65,8.38,8.07,-34.29,34.85,1.041495,73,2.65,6.01,0.74,-54.95,51.48,1.065201,94
14-09-2025,NSE:BAJAJFINSV,EQ,306141.01,11.33,1.54,2081.5,3.22,8.07,8.34,3.39,11.59,20.09,10.62,,-1.12,-1.12,5.66,2.17,-1.02,20.63,11.96,1.041298,73,5.66,-3.9,-3.03,24.66,-11.05,1.01347,68
14-09-2025,NSE:BHARTIARTL,EQ,1076671.53,43.35,1.39,1902.6,0.38,0.73,2.75,3.27,14.28,17.03,18.92,-6.46,-6.46,-6.46,0.07,2.05,1.67,17.57,20.26,1.040972,73,0.07,2.04,-0.14,18.25,3.08,1.019114,73
14-09-2025,NSE:SGLTL,BE,3566.51,1.94,3.43,183.15,-0.80,2.48,11.01,6.44,20.84,6.09,6.09,-3.03,-6.17,-8.17,8.33,5.22,8.23,6.63,7.43,1.040828,73,8.33,-3.64,3.87,-3.6,0.8,1.010563,65
14-09-2025,NSE:ELLEN,EQ,7300.46,3.62,3.57,550.55,4.91,6.02,5.89,11.72,11.72,11.72,11.72,-10.23,-10.23,-10.23,3.21,10.5,-0.89,12.26,13.06,1.040811,73,3.21,7.7,-11.52,15.04,0.8,1.015111,70
14-09-2025,NSE:DATAPATTNS,EQ,13419.36,2.15,3.66,2711,8.64,11.37,6.86,-10.75,39.84,3.06,-0.57,-10.39,-14.51,-14.51,4.18,-11.97,27.23,3.6,0.77,1.040536,73,4.18,-17.41,34.16,-46.09,-2.95,1.026016,78
14-09-2025,NSE:COROMANDEL,EQ,68280.14,3.67,3.28,2228.8,-1.31,-3.60,-7.56,-2.81,21.53,20.12,23.41,-17.19,-17.19,-17.19,-10.24,-4.03,8.92,20.66,24.75,1.039975,72,-10.24,5.91,12.15,13.25,4.92,1.024826,78
14-09-2025,NSE:PRECAM,EQ,1619.7,36.59,6.07,227.94,19.71,25.02,24.79,10.04,30.25,-41.90,-16.49,-10.59,-10.59,-37.68,22.11,8.82,17.64,-41.36,-15.15,1.039844,72,22.11,-18.1,10.94,-88.4,18.71,1.016949,71
14-09-2025,NSE:SBFC,EQ,11559.97,20.63,2.8,106.67,-0.14,1.00,4.04,-3.53,19.11,12.47,22.68,-10.38,-10.38,-10.38,1.36,-4.75,6.5,13.01,24.02,1.039334,72,1.36,-6.39,10.35,6.84,12.46,1.022893,76
14-09-2025,NSE:UTIAMC,EQ,16508.71,1.11,2.6,1352.4,2.03,4.72,1.23,9.09,30.20,-1.33,6.56,-8.34,-8.34,-8.34,-1.45,7.87,17.59,-0.79,7.9,1.039237,72,-1.45,9.45,11.7,-30.13,8.59,1.016955,72
14-09-2025,NSE:CUB,EQ,14523.76,16.95,2.64,204.37,2.10,4.07,-2.11,4.00,24.26,8.92,18.03,-11.34,-11.34,-11.34,-4.79,2.78,11.65,9.46,19.37,1.038938,72,-4.79,7.48,9.59,-5.23,10.81,1.0214,75
14-09-2025,NSE:MARICO,EQ,94227.83,18.87,1.98,734.55,0.39,1.18,4.15,5.90,17.32,16.43,7.97,-2.3,-2.3,-2.3,1.47,4.68,4.71,16.97,9.31,1.038497,72,1.47,3.33,0.62,13.95,-9.32,1.011026,65
14-09-2025,NSE:KPIL,EQ,21179.21,2.18,2.6,1293.8,2.28,3.46,5.05,10.26,29.83,0.73,-5.67,-0.48,-0.48,-8.08,2.37,9.04,17.22,1.27,-4.33,1.037985,72,2.37,6.98,10.29,-26.43,-5.64,1.00715,61
14-09-2025,NSE:TATASTEEL,EQ,192870.49,256.79,2.04,169.78,1.24,9.01,5.67,10.40,11.03,11.46,11.96,,,,2.99,9.18,-1.58,12,13.3,1.037618,72,2.99,6.51,-10.81,15.52,1.37,1.01461,69
14-09-2025,NSE:FAZE3Q,EQ,1057.88,1.85,7,516.8,20.44,16.02,4.97,-8.84,30.34,14.54,5.45,-29.67,-29.67,-29.67,2.29,-10.06,17.73,15.08,6.79,1.036956,72,2.29,-13.04,24.48,-7.64,-9.84,1.015529,70
14-09-2025,NSE:BAJAJCON,EQ,3215.26,7.78,2.76,223.92,-0.56,-4.69,-0.50,20.79,28.37,-1.92,-18.21,-8.72,-8.72,-16.29,-3.18,19.57,15.76,-1.38,-16.87,1.036887,72,-3.18,22.69,-1.96,-27.25,-15.18,1.004931,58
14-09-2025,NSE:EDELWEISS,EQ,10132.2,121.93,4.37,115.37,-0.79,7.12,18.09,7.24,19.68,-8.62,1.98,-4.98,-4.98,-18.78,15.41,6.02,7.07,-8.08,3.32,1.036637,72,15.41,-11.75,1.9,-20.2,10.56,1.010886,65
14-09-2025,NSE:LLOYDSME,EQ,67585.19,2.82,2.95,1296.5,0.24,0.59,-6.50,-14.69,10.86,13.20,41.39,-18.4,-18.4,-18.4,-9.18,-15.91,-1.75,13.74,42.73,1.036564,72,-9.18,-6.18,10.76,17.67,33.28,1.045957,89
14-09-2025,NSE:OPTIEMUS,EQ,4893.15,3.24,4.27,637.5,1.28,12.77,10.16,4.82,31.35,-21.53,9.94,-6.88,-6.88,-25.11,7.48,3.6,18.74,-20.99,11.28,1.036444,71,7.48,-4.45,16.36,-61.99,26.69,1.028081,79
