Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Off_3M_peak,Off_6M_peak,Off_12M_peak,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
14-09-2025,NSE:BGRENERGY,BE,1239.88,6.91,5.33,233.3,10.08,26.35,48.03,54.86,62.86,75.28,79.52,,,,45.35,53.64,50.25,75.82,80.86,1.941877,99,45.35,14.64,6.2,48.47,17.98,1.21163,99
14-09-2025,NSE:NACLIND,BE,5595.46,2.41,5.25,252.45,-4.61,-10.06,-16.76,27.55,73.30,74.97,77.62,-21.91,-21.91,-21.91,-19.44,26.33,60.69,75.51,78.96,1.763524,99,-19.44,39.45,51.63,21.29,11.39,1.221985,99
14-09-2025,NSE:APOLLO,EQ,8738.55,299.01,7.54,322.35,5.48,18.48,41.78,39.81,63.74,69.46,68.45,,,,39.1,38.59,51.13,70,69.79,1.661085,99,39.1,-1.89,28.23,30.82,-2.49,1.156243,99
14-09-2025,NSE:UNITEDPOLY,BE,732.84,1.37,0.28,36.34,9.36,12.14,-9.91,46.70,65.03,60.05,76.25,-13.58,-13.58,-13.58,-12.59,45.48,52.42,60.59,77.59,1.607372,99,-12.59,53,22.87,0.8,41.36,1.206466,99
14-09-2025,NSE:IZMO,BE,1003.78,6.32,7.99,828.15,9.45,18.93,51.02,59.79,63.74,29.41,53.76,,,,48.34,58.57,51.13,29.95,55.1,1.568215,99,48.34,19.41,-1.69,-79.66,35.29,1.162824,99
14-09-2025,NSE:CUPID,EQ,4573.34,40.72,4.76,198.32,11.65,13.13,16.59,51.23,67.03,58.97,57.73,-2.15,-2.15,-2.15,13.91,50.01,54.42,59.51,59.07,1.537446,99,13.91,43.03,20.88,-9.43,-2.2,1.135112,99
14-09-2025,NSE:STALLION,EQ,1170.05,29.91,7.96,205.61,8.02,27.59,40.03,61.12,62.56,41.64,41.64,,,,37.35,59.9,49.95,42.18,42.98,1.517547,99,37.35,36.67,-7.83,-40.82,0.8,1.12216,99
14-09-2025,NSE:GABRIEL,EQ,16510.43,5.61,4.47,1231.3,2.40,6.41,13.46,50.40,59.10,57.72,58.58,-2.66,-2.66,-2.66,10.78,49.18,46.49,58.26,59.92,1.474548,99,10.78,44.19,6.01,11.66,2.84,1.128764,99
14-09-2025,NSE:KARNIKA,SM,251.71,1.16,7.31,186.65,-1.47,-8.22,21.10,27.43,34.21,65.80,72.57,-16.66,-16.66,-16.66,18.42,26.21,21.6,66.34,73.91,1.469188,99,18.42,9.53,-2.17,63.05,20.6,1.151563,99
14-09-2025,NSE:MEGASOFT,BE,984.09,1.98,5.5,157.28,9.03,15.18,23.38,37.07,60.47,54.75,64.79,-3.02,-3.02,-3.02,20.7,35.85,47.86,55.29,66.13,1.465818,99,20.7,19.37,25.67,0.56,22.99,1.126376,99
14-09-2025,NSE:SMLISUZU,EQ,6112.82,1.26,4.99,3736.5,-0.77,-12.34,-5.38,48.16,68.66,57.34,45.98,-20.45,-20.45,-20.45,-8.06,46.94,56.05,57.88,47.32,1.459304,99,-8.06,52.31,28.01,-21.05,-25.85,1.139869,99
14-09-2025,NSE:KCK,SM,279.85,3.1,7.48,39,-4.23,-13.33,-8.72,0.00,76.33,70.18,-4.10,-20.89,-20.89,-39.06,-11.4,-1.22,63.72,70.72,-2.76,1.451711,99,-11.4,9.52,64.81,-10.96,-248.3,1.210358,99
14-09-2025,NSE:QPOWER,EQ,6080.91,9,5.4,944.45,3.81,16.98,12.71,46.84,63.52,54.47,54.47,-2.26,-2.26,-2.26,10.03,45.62,50.91,55.01,55.81,1.451698,99,10.03,40.6,19.86,-9.78,0.8,1.120004,99
14-09-2025,NSE:JSLL,EQ,8800.49,4.38,5.8,788.65,2.33,10.21,31.59,46.25,57.24,40.52,61.97,-1.19,-1.19,-1.19,28.91,45.03,44.63,41.06,63.31,1.440956,99,28.91,22.93,8.93,-24.06,36.86,1.130918,99
14-09-2025,NSE:AXISCADES,BE,5312.21,1.05,5.54,1578.9,9.00,21.10,23.41,26.57,45.53,64.33,65.04,,,,20.73,25.35,32.92,64.87,66.38,1.430778,99,20.73,5.63,14.31,49.54,2.8,1.120598,99
14-09-2025,NSE:FORCEMOT,EQ,25349.02,1.18,5.37,18391,3.62,-5.91,-2.87,27.40,58.92,63.77,59.26,-16.01,-16.01,-16.01,-5.55,26.18,46.31,64.31,60.6,1.409544,99,-5.55,30.93,31.89,26.84,-11.63,1.118113,99
14-09-2025,NSE:TFCILTD,EQ,2782.49,14.71,3.43,364.3,5.01,17.36,21.21,40.34,60.02,52.43,51.41,,,,18.53,39.12,47.41,52.97,52.75,1.402628,99,18.53,25.78,21.46,-3.94,-1.35,1.100204,98
14-09-2025,NSE:BHARATSE,EQ,932.58,2.44,6.55,168.76,5.00,12.54,30.49,40.99,52.60,52.60,52.60,-1.92,-1.92,-1.92,27.81,39.77,39.99,53.14,53.94,1.396459,99,27.81,16.61,8.15,15.04,0.8,1.097437,98
14-09-2025,NSE:IXIGO,EQ,10536.99,37.5,5.52,308.85,5.20,12.46,18.36,39.30,58.18,53.33,50.02,-4.02,-4.02,-4.02,15.68,38.08,45.57,53.87,51.36,1.383515,99,15.68,27.16,19.59,3.44,-6.3,1.095633,98
14-09-2025,NSE:KRISHANA,EQ,3558.8,1.8,4.05,553.25,-2.30,-4.41,4.28,11.63,62.53,61.91,54.72,-8.09,-8.09,-8.09,1.6,10.41,49.92,62.45,56.06,1.378626,98,1.6,9.18,46.08,13.37,-18.07,1.120438,99
14-09-2025,NSE:LOTUSEYE,EQ,241.34,3.23,8.94,120.81,-0.64,3.29,38.95,40.45,52.07,37.12,37.42,-10.17,-10.17,-10.17,36.27,39.23,39.46,37.66,38.76,1.334645,98,36.27,3.97,7.98,-16.13,1.27,1.082622,96
14-09-2025,NSE:GARUDA,EQ,2019.01,24.94,6.9,203.49,0.37,-6.31,15.98,40.77,49.28,50.44,48.40,-7.31,-7.31,-7.31,13.3,39.55,36.67,50.98,49.74,1.332722,98,13.3,31.01,2.84,17.33,-3.32,1.088815,97
14-09-2025,NSE:ROSSTECH,EQ,2540.74,3.28,6.68,745.9,4.12,9.93,17.98,46.57,62.30,32.27,24.96,,,,15.3,45.35,49.69,32.81,26.3,1.326158,98,15.3,36.36,17.92,-64.62,-9.99,1.083658,97
14-09-2025,NSE:KHAICHEM,BE,1052.33,4.32,6.08,129.17,3.18,15.88,15.62,34.90,59.39,44.68,36.48,-1.73,-1.73,-1.73,12.94,33.68,46.78,45.22,37.82,1.310707,98,12.94,24.35,26.11,-21.2,-14.02,1.078949,96
14-09-2025,NSE:PROSTARM,EQ,1109.79,17.18,5.9,218.69,5.30,13.68,7.01,47.57,45.13,45.13,45.13,-8.73,-8.73,-8.73,4.33,46.35,32.52,45.67,46.47,1.307328,98,4.33,45.11,-16.18,15.04,0.8,1.101167,98
14-09-2025,NSE:COMSYN,EQ,578.51,4,4.27,154.61,0.13,7.06,11.30,18.40,44.05,54.61,55.05,-0.49,-0.49,-0.49,8.62,17.18,31.44,55.15,56.39,1.289301,98,8.62,9.51,19.91,33.92,1.78,1.086968,97
14-09-2025,NSE:VIMTALABS,EQ,2957.39,35.83,6.75,776.95,-12.90,14.25,21.68,33.86,35.45,40.68,56.55,-11.43,-11.43,-11.43,19,32.64,22.84,41.22,57.89,1.283543,98,19,17.05,-9.12,23.14,27.56,1.093841,98
14-09-2025,NSE:GALLANTT,EQ,13958.1,3.89,5.68,687.7,6.92,16.40,-3.24,34.55,52.83,47.48,45.96,-12.38,-12.38,-12.38,-5.92,33.33,40.22,48.02,47.3,1.282232,98,-5.92,38.11,16.41,3.7,-2.08,1.090097,97
14-09-2025,NSE:YATRA,EQ,2369.43,46.72,6.88,164.76,6.96,8.19,16.78,43.71,58.27,32.78,15.13,,,,14.1,42.49,45.66,33.32,16.47,1.279785,98,14.1,33.85,14.35,-46.03,-25.47,1.065721,94
14-09-2025,NSE:MIRCELECTR,BE,768.41,13.84,6.38,28.78,2.71,3.54,6.60,55.25,52.12,25.43,13.30,-2.37,-2.37,-2.37,3.92,54.03,39.51,25.97,14.64,1.279106,98,3.92,53.59,-18.51,-40.72,-15.46,1.096146,98
14-09-2025,NSE:ATHERENERG,EQ,16719.71,42.75,6.58,542.55,7.96,17.03,26.07,42.13,39.54,39.54,39.54,-5.36,-5.36,-5.36,23.39,40.91,26.93,40.08,40.88,1.277951,98,23.39,23.22,-15.98,15.04,0.8,1.07399,96
14-09-2025,NSE:GMDCLTD,EQ,12729.54,103.51,6.22,569.85,10.68,29.13,27.52,28.28,55.31,35.68,36.17,,,,24.84,27.06,42.7,36.22,37.51,1.275491,97,24.84,2.54,26.17,-28.87,1.55,1.074547,96
14-09-2025,NSE:INDOTHAI,BE,1838.27,4.45,5.64,199.55,20.75,21.15,14.88,9.30,3.09,42.92,71.75,-5.88,-5.88,-5.88,12.2,8.08,-9.52,43.46,73.09,1.273176,97,12.2,-5.06,-18.36,56.14,51.31,1.14506,99
14-09-2025,NSE:SYRMA,EQ,14454.06,14.79,4.04,825.35,-0.71,8.74,18.42,36.66,48.52,29.89,48.72,-4.06,-4.06,-4.06,15.74,35.44,35.91,30.43,50.06,1.271093,97,15.74,23.86,7.2,-21.14,27.66,1.087635,97
14-09-2025,NSE:ASHAPURMIN,EQ,4929.62,8.49,4.88,607.75,7.50,15.09,10.70,36.27,48.70,30.51,51.99,-0.58,-0.58,-0.58,8.02,35.05,36.09,31.05,53.33,1.268329,97,8.02,30.14,7.99,-20.44,31.71,1.095936,98
14-09-2025,NSE:MANGCHEFER,EQ,4079.29,5.03,3.84,306.15,-10.34,-12.87,-12.67,10.99,54.12,46.86,57.81,-15.94,-15.94,-15.94,-15.35,9.77,41.51,47.4,59.15,1.264142,97,-15.35,22.5,36.94,-0.79,21.41,1.107892,98
14-09-2025,NSE:AIIL,EQ,54775.04,2.74,4.47,3134.8,1.45,-3.13,8.15,21.88,53.15,42.69,48.46,-3.03,-3.03,-3.03,5.47,20.66,40.54,43.23,49.8,1.260699,97,5.47,16.45,28.5,-7.28,10.86,1.082843,97
14-09-2025,NSE:BALAJITELE,BE,1136.21,1.24,5.65,118.29,7.46,19.63,20.46,22.27,53.72,36.44,44.68,,,,17.78,21.05,41.11,36.98,46.02,1.259881,97,17.78,3.77,28.94,-22.29,13.77,1.080862,96
14-09-2025,NSE:SUNDARMHLD,EQ,10505.51,2.78,4.61,584.3,16.90,19.82,18.78,22.76,54.27,44.77,33.49,,,,16.1,21.54,41.66,45.31,34.83,1.257984,97,16.1,6.4,29.28,-5.74,-19.62,1.06685,95
14-09-2025,NSE:LUMAXTECH,EQ,7981.95,2.11,6.41,1093.3,2.25,-7.45,6.38,5.23,52.28,46.24,53.21,-11.89,-11.89,-11.89,3.7,4.01,39.67,46.78,54.55,1.251588,97,3.7,0.28,38.12,2.38,13.77,1.09356,98
14-09-2025,NSE:BLACKBUCK,EQ,11443.15,21.3,5.97,624.65,5.72,-1.94,16.73,28.75,29.52,42.95,55.03,-3.94,-3.94,-3.94,14.05,27.53,16.91,43.49,56.37,1.249681,97,14.05,15.94,-10.44,34.1,21.97,1.086863,97
14-09-2025,NSE:CARTRADE,EQ,11389.08,5.65,5.76,2338.2,-11.64,-2.56,0.06,29.98,33.34,36.03,62.13,-14.58,-14.58,-14.58,-2.62,28.76,20.73,36.57,63.47,1.249488,97,-2.62,31.43,-6.72,19.08,41.6,1.112193,99
14-09-2025,NSE:POCL,EQ,3010.74,5.55,6.17,1263.6,0.49,16.90,12.99,40.47,57.89,26.67,13.36,-1.65,-1.65,-1.65,10.31,39.25,45.28,27.21,14.7,1.247164,97,10.31,33.08,17.75,-59.09,-17.36,1.062764,94
14-09-2025,NSE:PARTH,SM,338.97,1.38,5.61,267.5,2.06,6.62,28.30,36.45,36.45,36.45,36.45,-6.11,-6.11,-6.11,25.62,35.23,23.84,36.99,37.79,1.244309,97,25.62,12.87,-11.52,15.04,0.8,1.064343,94
14-09-2025,NSE:JAYNECOIND,EQ,5602.66,301.92,5.22,66.15,7.86,12.67,9.31,40.48,49.86,33.82,27.69,-1.25,-1.25,-1.25,6.63,39.26,37.25,34.36,29.03,1.238295,96,6.63,35.87,4.23,-16.95,-8.45,1.06608,94
14-09-2025,NSE:SHAILY,EQ,10215.82,1.98,4.53,2249.1,2.38,0.76,21.84,22.72,21.22,39.73,56.01,-1.48,-1.48,-1.48,19.16,21.5,8.61,40.27,57.35,1.228563,96,19.16,2.63,-13.46,38.53,27.8,1.08826,97
14-09-2025,NSE:PFOCUS,EQ,4494.09,37.36,4.85,188.89,16.16,23.37,21.11,34.85,46.98,31.55,24.15,-1.11,-1.11,-1.11,18.43,33.63,34.37,32.09,25.49,1.222299,96,18.43,18.92,7.1,-14.07,-10.01,1.051775,91
14-09-2025,NSE:HBLENGINE,EQ,22411.21,31.31,4.02,873.3,1.24,7.58,20.76,32.51,50.19,23.03,31.09,,,,18.08,31.29,37.58,23.57,32.43,1.221406,96,18.08,16.33,14.68,-39.49,11.27,1.062444,93
14-09-2025,NSE:NESCO,EQ,9899.62,1.54,4.15,1537.3,7.51,8.63,10.71,34.94,41.84,32.33,36.59,-2.59,-2.59,-2.59,8.03,33.72,29.23,32.87,37.93,1.210607,96,8.03,28.63,-0.91,-1.31,7.1,1.063649,94
14-09-2025,NSE:KIOCL,EQ,24765.86,42.09,7.78,466.55,3.19,12.68,27.84,35.49,47.39,17.69,16.06,-1.51,-1.51,-1.51,25.16,34.27,34.78,18.23,17.4,1.209462,96,25.16,12.1,6.92,-41.41,-1.18,1.048813,90
14-09-2025,NSE:PAYTM,EQ,76885.64,41.03,2.81,1219,-2.93,0.98,8.12,27.63,45.43,20.67,48.51,-5.38,-5.38,-5.38,5.44,26.41,32.82,21.21,49.85,1.205586,96,5.44,22.73,13.08,-30.32,35.89,1.085481,97
14-09-2025,NSE:YATHARTH,EQ,6696.63,6.43,3.8,770.25,-1.45,9.76,7.83,32.39,52.13,18.54,33.56,-3.59,-3.59,-3.59,5.15,31.17,39.52,19.08,34.9,1.204108,96,5.15,28.14,17.68,-55.12,19.24,1.071947,95
14-09-2025,NSE:MOSCHIP,EQ,3251.07,110.74,6.65,255.32,3.07,33.93,37.11,29.86,38.17,20.30,20.30,-3.09,-3.09,-3.09,34.43,28.64,25.56,20.84,21.64,1.202925,96,34.43,-10.02,0.32,-13.86,0.8,1.051962,91
14-09-2025,NSE:GODFRYPHLP,EQ,57063.33,6.61,6,10136,-9.24,-8.56,4.99,17.67,49.59,42.77,32.48,-9,-9,-9,2.31,16.45,36.98,43.31,33.82,1.201557,96,2.31,14.85,27.25,1.5,-17.19,1.058353,92
14-09-2025,NSE:ATALREAL,BE,208.71,5.49,4.62,19.25,0.26,2.70,-0.47,-0.73,36.00,36.21,62.18,-7.72,-7.72,-7.72,-3.15,-1.95,23.39,36.75,63.52,1.201311,96,-3.15,1.24,24.94,15.36,41.52,1.100049,98
14-09-2025,NSE:RISHABH,EQ,1584.39,8.36,7.67,427.05,-11.50,2.65,32.99,30.36,48.28,10.91,13.38,-10.31,-10.31,-10.31,30.31,29.14,35.67,11.45,14.72,1.200649,96,30.31,-2.43,14.22,-57.23,3.57,1.051574,91
14-09-2025,NSE:LAURUSLABS,EQ,46155.03,14.14,2.27,896.05,1.72,4.37,7.27,25.61,37.62,36.18,45.21,-1.52,-1.52,-1.52,4.59,24.39,25.01,36.72,46.55,1.19771,95,4.59,21.28,4.62,12.73,14.95,1.066823,94
14-09-2025,NSE:GANESHIN,SM,1012.5,3,6.71,238.9,1.61,0.92,2.64,31.23,43.76,34.16,33.99,-11.99,-11.99,-11.99,-0.04,30.01,31.15,34.7,35.33,1.192972,95,-0.04,30.86,6.71,-2.04,0.55,1.06088,93
14-09-2025,NSE:NETWEB,EQ,12561.86,27.36,6.67,2903.8,-6.05,23.98,27.90,38.64,47.40,0.20,7.02,-7.23,-7.23,-7.23,25.22,37.42,34.79,0.74,8.36,1.192516,95,25.22,16.39,2.76,-74.7,7.63,1.047935,90
14-09-2025,NSE:IMFA,EQ,4646.53,1.57,3.7,1031,5.34,16.41,27.10,30.65,38.91,6.19,39.17,-0.21,-0.21,-0.21,24.42,29.43,26.3,6.73,40.51,1.192244,95,24.42,6.36,0.4,-38.52,35.95,1.073801,95
14-09-2025,NSE:MBAPL,EQ,3693.48,1.95,3.78,419,0.67,-0.32,-0.66,16.81,27.46,47.24,47.97,-8.36,-8.36,-8.36,-3.34,15.59,14.85,47.78,49.31,1.185899,95,-3.34,18.86,1.28,42.3,2.19,1.071106,95
14-09-2025,NSE:SHREERAMA,EQ,720.73,12.51,7.55,56.94,-10.57,5.34,23.22,17.56,36.78,18.55,47.47,-12.09,-12.09,-12.09,20.54,16.34,24.17,19.09,48.81,1.1839,95,20.54,-5.87,11.79,-13.79,36.31,1.076496,96
14-09-2025,NSE:CPPLUS,EQ,14710.17,7.41,5.52,1435,4.66,11.92,26.02,29.27,29.27,29.27,29.27,,,,23.34,28.05,16.66,29.81,30.61,1.180085,95,23.34,5.89,-11.52,15.04,0.8,1.048701,90
14-09-2025,NSE:ANANDRATHI,EQ,23029.09,1.21,2.61,2977.1,1.18,6.15,7.44,32.38,39.57,25.35,35.60,,,,4.76,31.16,26.96,25.89,36.94,1.179319,95,4.76,28.45,-0.89,-8.5,14.53,1.060812,93
14-09-2025,NSE:GVT&D,EQ,70796.87,3.86,3.42,2788.2,1.41,0.32,-0.41,16.70,48.17,30.21,41.78,-4.41,-4.41,-4.41,-3.09,15.48,35.56,30.75,43.12,1.178538,95,-3.09,18.54,26.26,-19.61,17.37,1.069647,95
14-09-2025,NSE:LTF,EQ,54227.22,68.81,2.31,234.96,1.89,7.58,15.82,20.97,40.49,36.52,29.25,,,,13.14,19.75,27.88,37.06,30.59,1.178502,95,13.14,7.61,13.18,8.37,-10.66,1.046153,89
14-09-2025,NSE:COOLCAPS,SM,965.26,1.53,4.82,95.5,13.87,12.25,16.07,14.94,16.23,16.11,61.10,-3.14,-3.14,-3.14,13.39,13.72,3.62,16.65,62.44,1.178419,95,13.39,0.15,-10.01,14.9,54.43,1.109173,98
14-09-2025,NSE:OSIAHYPER,BE,288,9.66,1.93,28.45,21.58,38.49,58.56,26.71,8.47,-19.51,-33.53,,-0.91,-42.49,55.88,25.49,-4.14,-18.97,-32.19,1.178147,95,55.88,-75.34,-36.41,-15.53,-10.94,1.075482,96
14-09-2025,NSE:CCCL,EQ,820.25,28.91,9.62,22.28,8.08,17.55,29.89,16.83,37.57,18.22,37.61,,,-22.32,27.21,15.61,24.96,18.76,38.95,1.176947,95,27.21,-17.13,13.41,-15.94,24.51,1.064318,94
14-09-2025,NSE:HLEGLAS,EQ,3455.2,11.78,5.98,521.25,-5.48,-0.90,14.37,16.35,53.88,23.34,22.21,-9.17,-9.17,-9.17,11.69,15.13,41.27,23.88,23.55,1.176671,94,11.69,3.82,33.34,-51.18,-0.68,1.058166,92
14-09-2025,NSE:INFLUX,SM,397.03,1.12,6.73,188.15,-0.43,9.35,23.25,29.58,29.58,29.58,29.58,-5.88,-5.88,-5.88,20.57,28.36,16.97,30.12,30.92,1.17637,94,20.57,9.74,-11.52,15.04,0.8,1.048093,90
14-09-2025,NSE:IOLCP,EQ,2658.77,77.39,4.85,115.76,16.28,21.61,22.11,23.33,40.29,34.68,17.06,-1.78,-1.78,-1.78,19.43,22.11,27.68,35.22,18.4,1.175463,94,19.43,3.07,10.6,5.65,-26.18,1.037882,85
14-09-2025,NSE:PARAGMILK,EQ,2736.09,10.45,4.51,277.32,9.66,18.22,20.53,22.73,41.54,22.56,33.37,,,,17.85,21.51,28.93,23.1,34.71,1.175313,94,17.85,4.27,12.83,-17.43,14.75,1.053713,91
14-09-2025,NSE:ABDL,EQ,14181.3,3.96,3.31,545.7,8.26,7.39,9.51,22.42,41.21,30.99,36.33,,,,6.83,21.2,28.6,31.53,37.67,1.17373,94,6.83,15.77,12.7,-2.35,8.54,1.054226,91
14-09-2025,NSE:JMFINANCIL,EQ,17010.13,88.8,4.58,179.96,-2.46,1.38,9.62,20.31,49.76,21.98,31.04,-6.77,-6.77,-6.77,6.94,19.09,37.15,22.52,32.38,1.171295,94,6.94,13.33,25.43,-40.25,12.42,1.05904,93
14-09-2025,NSE:CHOICEIN,EQ,16345.5,5.23,2.15,817.45,3.77,2.62,3.46,15.02,40.35,31.61,45.40,-0.2,-0.2,-0.2,0.78,13.8,27.74,32.15,46.74,1.169682,94,0.78,13.47,18.29,0.39,20.97,1.065384,94
14-09-2025,NSE:HNGSNGBEES,EQ,1096.31,2.89,3.23,517.23,6.74,10.19,15.89,26.01,15.72,31.16,45.56,,,,13.21,24.79,3.11,31.7,46.9,1.167397,94,13.21,13.53,-25.43,33.37,21.72,1.068472,95
14-09-2025,NSE:STLTECH,EQ,5587.07,28.64,5.34,119.67,8.10,4.16,-4.87,30.37,49.43,23.65,21.11,-13.02,-13.02,-13.02,-7.55,29.15,36.82,24.19,22.45,1.162609,94,-7.55,35.1,15.85,-35.93,-2.52,1.057459,92
14-09-2025,NSE:FORTIS,EQ,69078.67,15.05,2,970,2.28,6.03,3.95,22.27,35.95,26.41,43.69,,,,1.27,21.05,23.34,26.95,45.03,1.160898,94,1.27,20.57,6.08,0.15,24.27,1.06393,94
14-09-2025,NSE:DIFFNKG,EQ,1359.32,5.82,5.41,391.65,0.79,7.63,13.33,22.99,26.61,13.98,50.59,-0.77,-0.77,-20.02,10.65,21.77,14,14.52,51.93,1.16055,94,10.65,12.65,-6.82,-2.18,43.36,1.080919,96
14-09-2025,NSE:SRM,EQ,1078.03,1.03,4.5,488.85,-1.70,5.35,2.31,11.82,35.48,34.79,46.29,-4.18,-4.18,-4.18,-0.37,10.6,22.87,35.33,47.63,1.160412,94,-0.37,11.24,15.31,13.96,18.44,1.062642,94
14-09-2025,NSE:KAYNES,EQ,41004.52,4.87,2.92,7171.5,4.60,14.62,19.01,23.65,40.02,11.38,35.52,,,-5.61,16.33,22.43,27.41,11.92,36.86,1.160247,93,16.33,7.23,9.92,-32.7,28.04,1.059599,93
14-09-2025,NSE:ACUTAAS,EQ,11502.58,3.31,3.14,1442.1,-2.25,2.50,9.58,23.40,19.85,23.63,50.97,-4.11,-4.11,-4.11,6.9,22.18,7.24,24.17,52.31,1.159412,93,6.9,16.78,-16.15,19.76,36.6,1.077041,96
14-09-2025,NSE:ABCAPITAL,EQ,72644.43,44.12,2.65,291.5,3.57,4.68,8.04,17.54,45.78,31.34,25.64,,,,5.36,16.32,33.17,31.88,26.98,1.158495,93,5.36,11.83,22.72,-11.58,-7.5,1.045748,89
14-09-2025,NSE:GUJAPOLLO,EQ,599.56,1.71,6.22,483.1,2.64,-5.61,12.16,21.62,43.49,28.11,23.08,-8.08,-8.08,-8.08,9.48,20.4,30.88,28.65,24.42,1.157153,93,9.48,12.27,16.38,-12.18,-6.2,1.041631,87
14-09-2025,NSE:RAMCOIND,EQ,2655.92,4.48,3.69,363.35,13.49,15.69,21.01,24.51,35.21,17.12,32.64,,,,18.33,23.29,22.6,17.66,33.98,1.157109,93,18.33,5.93,2.66,-12.89,19.52,1.050664,91
14-09-2025,NSE:FLYSBS,SM,1117.82,3.89,7.93,597.55,-3.03,-8.29,17.20,28.46,28.46,28.46,28.46,-15.27,-15.27,-15.27,14.52,27.24,15.85,29,29.8,1.156444,93,14.52,15.1,-11.52,15.04,0.8,1.044633,88
14-09-2025,NSE:PARADEEP,EQ,17796.34,78.61,5.23,170.66,-17.77,-27.40,-23.54,-0.71,46.30,35.64,50.00,-26.3,-26.3,-26.3,-26.22,-1.93,33.69,36.18,51.34,1.155543,93,-26.22,19.97,35.16,-4.81,23.11,1.087124,97
14-09-2025,NSE:BELRISE,EQ,12415.59,128.29,4.6,144.27,5.30,3.25,7.12,29.34,30.69,30.69,30.69,-6.6,-6.6,-6.6,4.44,28.12,18.08,31.23,32.03,1.153528,93,4.44,25.43,-9.62,15.04,0.8,1.049583,91
14-09-2025,NSE:NAVA,EQ,19429.45,19.75,4.6,703.85,3.58,2.31,11.59,21.19,39.58,26.70,30.01,-1.06,-1.06,-1.06,8.91,19.97,26.97,27.24,31.35,1.152709,93,8.91,12.36,11.81,-6.27,5.32,1.045407,89
14-09-2025,NSE:CAMLINFINE,BE,3797.88,4.54,5.23,224.89,9.37,9.44,4.44,-34.33,26.32,46.79,54.28,-31.34,-31.34,-31.34,1.76,-35.55,13.71,47.33,55.62,1.152492,93,1.76,-39.08,33.63,42.82,14.86,1.08666,97
14-09-2025,NSE:BANCOINDIA,EQ,8224.64,2.56,4.08,618.1,1.52,6.72,12.64,1.88,45.51,13.40,46.00,-8.29,-8.29,-8.29,9.96,0.66,32.9,13.94,47.34,1.152359,93,9.96,-10.81,32.94,-43.9,38.44,1.086222,97
14-09-2025,NSE:ACL,EQ,783.92,1.39,5.9,92.41,-13.36,7.59,33.15,27.98,34.73,8.48,4.87,-11.79,-11.79,-11.79,30.47,26.76,22.12,9.02,6.21,1.150463,93,30.47,-6.22,-2.16,-25.16,-3.15,1.033121,82
14-09-2025,NSE:ARIES,EQ,523.42,4.37,6.1,418.95,1.27,3.69,12.35,24.01,41.24,13.62,32.77,-4,-4,-4,9.67,22.79,28.63,14.16,34.11,1.150299,93,9.67,14.8,11.15,-31.97,22.97,1.054828,92
14-09-2025,NSE:RBLBANK,EQ,16026.12,130.37,2.99,272.6,-1.25,4.24,7.06,19.21,40.93,34.67,22.95,-1.23,-1.23,-1.23,4.38,17.99,28.32,35.21,24.29,1.150065,92,4.38,14.57,15.37,4.45,-17.14,1.039682,86
14-09-2025,NSE:MANAKCOAT,EQ,1341.13,1.33,4.61,138.77,-5.00,-4.26,-3.20,9.43,40.10,24.93,48.66,-16.84,-16.84,-16.84,-5.88,8.21,27.49,25.47,50,1.149296,92,-5.88,13.73,22.35,-10.3,32.42,1.074321,96
14-09-2025,NSE:SHANKARA,EQ,2266.1,1,4.65,1018.7,-0.21,9.18,-6.15,-1.87,44.26,35.03,44.65,-14.84,-14.84,-14.84,-8.83,-3.09,31.65,35.57,45.99,1.149087,92,-8.83,5.53,33.76,-1.52,15.6,1.070002,95
14-09-2025,NSE:EICHERMOT,EQ,167391.86,7.61,2.28,6875,4.28,11.23,17.70,22.63,27.41,29.99,30.95,,,,15.02,21.41,14.8,30.53,32.29,1.149032,92,15.02,7.49,-5.34,18.6,2.17,1.043875,88
14-09-2025,NSE:POWERINDIA,EQ,84687.49,1.87,3.59,19911,5.33,4.02,-3.94,10.70,36.14,37.21,42.56,-6.72,-6.72,-6.72,-6.62,9.48,23.53,37.75,43.9,1.148647,92,-6.62,15.59,16.97,16.72,9.31,1.058075,92
14-09-2025,NSE:WAAREEENER,EQ,97446.46,39.24,4.5,3634.2,11.41,6.39,15.12,22.27,41.09,13.75,31.21,-2.82,-2.82,-2.82,12.44,21.05,28.48,14.29,32.55,1.148535,92,12.44,9.93,12.69,-31.38,21.05,1.052011,91
14-09-2025,NSE:HYUNDAI,EQ,199568.22,10.91,3.98,2560.7,0.74,3.92,13.89,24.18,34.61,28.40,24.47,-0.8,-0.8,-0.8,11.21,22.96,22,28.94,25.81,1.146826,92,11.21,13.46,2.23,5.55,-4.68,1.038602,85
14-09-2025,NSE:ROHLTD,EQ,1456.55,10.36,6.82,505.2,-7.42,-6.27,19.88,23.50,24.83,31.87,25.33,-9.94,-9.94,-9.94,17.2,22.28,12.22,32.41,26.67,1.146168,92,17.2,6.01,-9.77,24.4,-8.8,1.039949,86
