Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHighP_1W,RSHighP_1M,RSHighP_3M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
18-11-2025,NSE:IFBAGRO,EQ,1432.23,1503.5,82046,1233.56161,9.27,9.27,6.51,,-1.88,-0.71,3.93,19.13,34.46,48.51,64.79,63.11,62.39,69.12,HV2Y,HVQ,HVQ,HV2Q,HVQ,-1,-1,-1,3,-1,-1,1.44,8.27,10.58,22.39,42.48,30.54,105.12,0,0,0,0,0,0,-6.43,-6.43,-6.43,-6.43,-6.43,-6.43,-0.16,-15.78,-13.29,-9.16,-7.39,100.47,190.59,235.53,282.38,55.43,35.98,72.77,18.15,41.06,43.81,33.37,43.71,60.77,52.81,57.21,1.578304,99,55.43,35.91,45.87,0.09,,,33.37,17.69,32.43,-11.3,3.76,1.126288,99
18-11-2025,NSE:IZMO,BE,1345.21,948.4,112356,1065.5843,5.4,5.93,8.37,,5.00,11,9.25,11.13,5.48,59.35,66.13,58.34,59.46,73.17,-1,-1,HV2Y,HV2Y,-1,HVQ,-1,-1,-1,-1,-1,8.12,-0.75,7.32,-7.8,-0.45,46.79,87.07,0,0,0,0,0,0,0,-29.68,-29.68,-29.68,-29.68,0,-33.54,-9.3,-49.32,-37.67,-27.92,134,219.97,292.31,292.31,21.48,149.42,59.48,32.89,58.9,54.64,4.39,54.55,62.11,48.04,54.28,1.55347,99,5.75,110.87,1.45,-23.8,,,4.39,53.24,17.5,-29.53,8.39,1.167217,99
18-11-2025,NSE:OSELDEVICE,SM,1229.77,698,18904,131.94992,5.19,5.3,3.98,,0.38,6.55,2.97,13.09,12.89,30.52,66.41,60.51,69.26,NA,-1,-1,-1,HV2Q,-1,2,-1,-1,-1,-1,5,4.38,2.92,7.52,4.78,12.91,38.15,82.56,0,0,0,0,0,0,0,0,0,0,NA,0,-6.38,0,-30.39,-18.16,NA,37.09,183.57,257.49,NA,20.65,108.33,147.61,32.8,56.13,NA,11.8,25.72,62.39,50.21,64.08,1.510905,99,16.33,76.64,72.49,,,,11.8,16.49,52.47,-24.11,27.86,1.143266,99
18-11-2025,NSE:SUMEETINDS,BE,1851.61,33.98,370479,125.88876,6.03,5.94,9.62,,-3.41,-6.3,-0.29,-0.53,-9.51,34.59,62.92,75.28,50.56,39.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.49,0.14,-2.35,4.72,2.49,36.82,62.21,0,0,0,0,0,0,-12.85,-12.85,-12.85,-12.85,-12.85,-12.85,-2.23,-20.95,-39.31,-71.23,-42.47,62.52,203.61,335.64,335.64,3.47,77.97,184.97,61.54,7.69,100,-10.6,29.79,58.9,64.98,45.38,1.508401,99,-11.35,40.62,171.07,-4.55,,,-10.6,36.51,44.13,26.79,-94.29,1.137851,99
18-11-2025,NSE:MEGASOFT,BE,1464.34,198.9,329902,656.17508,5.17,5.95,4.16,S,-0.11,-3.33,-11.56,6.77,23.29,43.22,63.71,61.72,61.13,54.8,-1,-1,-1,-1,-1,HVQ,-1,-1,-1,-1,0,-0.93,3.6,2.77,11.33,15.9,37.95,86.79,0,0,0,0,0,0,-10.37,-10.37,-10.37,-10.37,-10.37,-10.37,-10.23,-8.18,-32.43,-28.73,-23.03,78.59,162.78,305.42,305.42,36.63,45.3,130.19,47.15,50.47,52.81,22.2,38.42,59.69,51.42,55.95,1.507273,99,36.63,44.64,56.13,3.68,,,22.2,22.23,36.9,-12.01,4.16,1.117028,99
18-11-2025,NSE:TERASOFT,BE,688.65,529.95,24306,128.80965,4.69,5.63,2.76,,-3.72,3.01,-0.18,4.1,15.64,44.33,45.09,54.78,75.8,89.37,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,7,-1,-1.8,3.75,2.02,9.72,13,34.41,72.29,0,0,0,0,0,0,-8.53,-8.53,-8.53,-8.53,-8.53,-8.53,-8.44,-14.75,0,-9.66,0,83.31,109.8,275.72,1064.73,16.23,58.08,76.38,315.71,426.7,181.82,14.55,39.53,41.07,44.48,70.62,1.497357,99,16.23,44.14,25.61,257.98,,,14.55,30.26,2.18,11.11,52.2,1.163868,99
18-11-2025,NSE:DHARIWAL,ST,267.15,298.8,155496,464.62205,7.64,8.58,5.91,,0.42,10.94,34.54,35.19,45.63,42.27,60.51,57.81,51.47,NA,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-1,-1,8.04,9.89,19.9,16.22,43.11,26.8,95.5,0,0,0,0,0,0,-2.77,-2.77,-2.77,-2.77,NA,-2.77,-24.3,-5.69,-25.22,-20.12,NA,95.29,180.96,227.45,NA,70.45,14.64,89.04,29.32,2.52,NA,44.54,37.47,56.49,47.51,46.29,1.491933,99,70.45,13.6,27.78,,,,44.54,-9.94,32.41,-13.36,-9.32,1.114177,99
18-11-2025,NSE:SALSTEEL,BE,340.63,40.89,298751,122.15928,1.31,2.82,3.67,,2.00,-1.88,3.89,9.34,28.25,61.87,55.22,44.95,35.85,49.62,-1,-1,HV2Q,HVQ,-1,HV2Y,-1,-1,4,-1,-1,2.18,5.22,7.8,13.06,24,33.69,87.01,0,0,0,0,0,0,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-15.83,-29.84,-38.08,-23.88,-11.3,162.28,170.08,170.08,170.08,32.76,93.79,2.97,8.79,25.4,46.13,27.16,57.07,51.2,34.65,30.67,1.436697,99,32.76,74.75,-22.21,-2.29,,,27.16,43.11,-16.63,-29.48,-10.82,1.111037,99
18-11-2025,NSE:CPS,SM,229.95,990,3945,39.0555,3.55,4.48,16.8,S,-4.01,-10.2,-6.15,10.8,26.59,24.85,52.68,52.93,70.91,54.19,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.06,5.17,2.22,15.02,20.28,18.92,48.34,0,0,0,0,0,0,-9.26,-9.26,-9.26,-9.26,-9.26,-9.26,-17.41,-15.45,-28.76,-4.9,-40.06,50,111.09,296,296,36.06,10.11,75.06,87.38,86.4,15.2,25.5,20.05,48.66,42.63,65.73,1.428798,99,36.06,-8.44,52.05,26.61,,,25.5,-6.12,37.86,-6.02,43.91,1.132047,99
18-11-2025,NSE:DPEL,ST,690.03,270.9,82800,224.3052,0.6,1.78,4.38,M,-1.99,-6.22,-8.49,1.44,2.18,52.09,51.81,51.77,62.9,NA,-1,-1,HVQ,-1,HVQ,-1,-1,-1,14,-1,-1,-4.04,1.58,-2.5,9.02,7.16,35.37,65.81,0,0,0,0,0,0,-11.38,-11.38,-11.38,-11.38,NA,-11.38,-5.09,-19.53,-19.06,-15.05,NA,100.67,119.09,189.89,NA,2.23,114.31,38.9,92.27,92.42,NA,1.09,47.29,47.79,41.47,57.72,1.417678,99,1.65,86.62,-2.41,34.03,,,1.09,47.27,0.24,-6.62,28.79,1.146189,99
18-11-2025,NSE:DIVINEHIRA,ST,200.79,161.55,41696,67.35989,3.77,4.41,6.22,,4.97,17.64,28.2,30.39,33.4,52.06,72.21,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,15.84,8.37,26.43,15.53,49.67,,,0,0,0,0,0,0,0,0,0,NA,NA,0,-2.93,-9.42,NA,NA,NA,98.95,267.16,NA,NA,47.53,88.11,76.02,NA,NA,NA,32.31,47.26,68.19,0,0,1.390281,99,47.53,88.11,,,,,32.31,24.27,42.85,93.46,5.71,1.165893,99
18-11-2025,NSE:SUNLITE,ST,282.72,272.8,39288,107.17766,6.96,7.69,3.26,,4.98,11.66,20.01,30.88,34.04,47.58,57.4,45.01,43.07,NA,HVY,HVY,HV2Q,-1,-1,-1,4.28,-1,-1,-1,-1,12.01,8.07,21.84,14.51,42.52,19.56,77.16,0,0,0,0,0,0,0,0,0,0,NA,0,-5.79,-19.66,-44.52,-28.38,NA,83.15,145.77,197.33,NA,59.07,25.84,55.86,26.65,2.85,NA,32.95,42.78,53.38,34.71,37.89,1.388844,99,54.08,9.36,-2.05,,,,32.95,16.78,19.56,-35.63,2.18,1.086431,97
18-11-2025,NSE:LUMAXTECH,EQ,9928.53,1366.7,273240,3734.37108,4.52,4.78,4.51,,-6.22,-4.6,15.39,16.08,13.09,26.49,52.54,59.61,62.71,66.72,EEP,EEP,HVQ,EEP,-1,-1,5.81,-1,-1,-1,-1,0.87,4.7,5.84,6.34,13,25.57,51.81,0,0,0,0,0,0,-6.22,-6.22,-6.22,-6.22,-6.22,-6.22,-10.2,-16.04,-3.6,-17.96,-14.08,30.41,107.69,187.73,228.77,21.19,19.74,111.52,36.56,32.8,22.59,12,21.69,48.52,49.31,57.53,1.380783,99,15.51,3.01,89.21,20.34,,,12,11.67,36.26,8.35,13.4,1.102801,98
18-11-2025,NSE:GARUDA,EQ,2213.46,237.68,2498741,5939.00761,6.37,6.36,3.11,,-0.34,7.43,9.93,12.57,20.83,26.31,55.38,50.58,63.56,NA,-1,-1,-1,HVQ,-1,-1,-1,-1,-1,-1,-1,3.75,3.76,7.81,6.74,15.6,27.66,59.79,0,0,0,0,0,0,-1.94,-1.94,-1.94,-1.94,NA,-1.94,-14.29,-9.6,-27.81,-20.04,NA,31.72,131.77,206.05,NA,27.58,25.36,96.27,36.56,51.25,NA,19.74,21.51,51.36,40.28,58.38,1.371532,99,27.58,25.36,57.47,,,,19.74,3.16,40.27,-17.3,31.97,1.108969,98
18-11-2025,NSE:UNITEDPOLY,BE,963.74,39.96,202946,81.09722,6.12,5.98,5.59,,-4.33,-10.16,-4.6,-7.13,-9.83,4.03,56.83,57.55,70.24,75.1,-1,-1,-1,HV2Q,HVQ,-1,-1,-1,-1,-1,-1,-5.85,-0.58,-6.39,1.23,-5.23,38.98,55.31,0,0,0,0,0,0,-12.56,-19.48,-19.48,-19.48,-19.48,-12.56,-11.57,-8.8,-9.83,-5.13,-14.15,28.7,160.33,240.29,394.86,0.38,120.11,217.73,103.37,110.08,47.29,-10.92,-0.77,52.81,47.25,65.06,1.369908,99,-6.35,120.11,137.08,85.07,,,-10.92,8.87,55.84,-4.88,35.6,1.138672,99
18-11-2025,NSE:VMARCIND,SM,1804.69,756.25,38250,289.26563,6.43,6.42,5.64,,2.60,-0.53,23.03,22.46,22.82,35.93,58.1,56.85,34.66,86.14,HVY,HVY,HVQ,HV2Q,-1,-1,10.17,-1,-1,-1,-1,5.57,8.02,14.77,17.8,39.62,28.14,94.29,0,0,0,0,0,0,-3.49,-3.49,-3.49,-3.49,-3.49,-3.49,-0.65,0,-35.87,-33.97,0,78.87,164.79,277.56,931.72,34.38,38.06,141.91,58.21,345.16,574.15,21.73,31.13,54.08,46.55,29.48,1.349029,99,23.49,27.67,47.86,-8.65,,,21.73,13.24,35.42,-9.51,-45.73,1.072659,96
18-11-2025,NSE:BHAGYANGR,EQ,523.12,159.21,368910,587.34161,7.59,8.31,4.53,,-1.42,12.32,12.59,24.42,38.41,43.37,51.52,45.5,36.29,41.12,-1,HVQ,-1,HVY,-1,-1,-1,-1,-1,4,-1,9.58,8.16,19.32,17.86,45.26,19.43,80.3,0,0,0,0,0,0,-1.42,-1.42,-1.42,-1.42,-1.42,-1.42,-9.31,-16.61,-29.28,-29.07,-17.08,82.04,124.08,139.59,139.59,64.32,12.11,35.68,16.15,9.56,28.08,37.32,38.57,47.5,35.2,31.11,1.348088,99,64.32,4.33,11.27,-21.31,,,37.32,4.3,15.22,-18.97,-11.2,1.074926,97
18-11-2025,NSE:CARTRADE,EQ,15628.56,3181.4,564991,17974.62367,5.47,5.43,4.01,,-2.65,5.68,5.12,16.22,21.76,27.05,49.03,49.44,61.73,77.2,-1,EEP,-1,EEP,-1,EEP,-1,-1,-1,-1,-1,3.25,4.69,8.33,9.8,20.1,24.9,59.93,0,0,0,0,0,0,-2.65,-2.65,-2.65,-2.65,-2.65,-2.65,-9.07,-1.18,-10.65,-8.96,-1.69,40.06,110.49,170.55,402.63,29.66,31.38,67.46,95.98,154.11,92.35,20.67,22.25,45.01,39.14,56.55,1.337711,99,29.45,29.5,49.06,94.36,,,20.67,3.01,30.95,-5.72,30.02,1.098,98
18-11-2025,NSE:APOLLO,EQ,9295.55,274,8243444,22587.03656,4.23,4.18,8.28,2L,-1.74,-0.89,-1.55,-4.11,-7.1,30.69,48.81,54.38,64.14,56.44,-1,-1,HV2Y,EEP,EEP,EEP,-1,-1,-1,-1,-1,-1.37,-1.91,-3.22,-7.45,-9.93,36.07,40.89,0,0,0,0,0,0,-8.15,-20.33,-20.33,-20.33,-20.33,-8.15,-14.67,-11.26,-7.28,-17.37,-30.33,39.83,102.96,199.49,200.37,4.06,72.68,79.07,53.77,37.03,7.73,-8.19,25.89,44.79,44.08,58.96,1.334873,99,-6.69,63.34,59.47,28.77,,,-8.19,31.54,26.95,4.35,27.09,1.113449,99
18-11-2025,NSE:CHENNPETRO,EQ,15985.64,1096.55,3827406,41969.42049,5.89,5.82,11.47,,1.93,5.84,13.09,29.79,32.92,42.24,40.5,52.85,42.44,17.79,-1,EEP,-1,HVQ,HV2Q,-1,-1,1,-1,-1,-1,7.41,6.8,15.24,13.23,32.82,18.04,62.05,0,0,0,0,0,0,0,0,0,0,-10.12,0,-8.93,-19.54,-35.83,-57.62,-48.27,74.87,80.28,142.81,142.81,51.54,17.3,40.25,44.48,0.22,2.68,31.83,37.44,36.48,42.55,37.26,1.33174,99,51.54,-1.57,26.24,-27.11,,,31.83,10.14,-2.2,14.21,-16.36,1.080091,97
18-11-2025,NSE:PRAMARA,SM,379.53,326.85,53720,175.58382,4.92,4.57,4.8,,-1.57,2.75,1.56,3.52,7.11,28.1,51.31,56.39,54.05,65.6,-1,-1,-1,-1,HVQ,-1,-1,-1,-1,4,-1,1.02,2,3.08,6.54,10.29,31.91,61.98,0,0,0,0,0,0,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,0,0,-13.97,-22.95,-18.81,38.5,108.18,214.88,282.28,5.95,50.11,126.4,53.32,66.73,75.67,6.02,23.3,47.29,46.09,48.87,1.318347,98,4.49,50.07,75.37,3.01,,,6.02,18.85,33.1,3.89,0.34,1.085868,97
18-11-2025,NSE:PANACHE,BE,672.32,422.15,59187,249.85792,1.74,2.64,4.14,,-4.48,-0.68,-5.47,4.44,2.55,42.98,54.99,38.69,50.86,82.55,-1,-1,HVY,-1,-1,-1,-1,-1,-1,16,-1,-1.12,1.3,0.18,8.8,9.85,27.88,52.3,0,0,0,0,0,0,-5.24,-9.55,-9.55,-9.55,-9.55,-5.24,-11.85,-16.42,-44.12,-23.88,0,75.93,140.12,140.12,556.02,4.75,71.45,36.91,49.61,302.18,222.39,1.46,38.18,50.97,28.39,45.68,1.303999,98,0.61,57.43,-2.11,49.61,,,1.46,37.74,21.88,-42.75,25.55,1.102172,98
18-11-2025,NSE:AIMTRON,SM,1904.61,981.7,62780,616.31126,6.03,6.02,2.7,,4.56,10.43,10.31,26.29,28.1,31.33,38.28,54.01,49.7,NA,HVQ,HVQ,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.29,6.03,14.18,10.87,28.1,19.3,58.74,0,0,0,0,0,0,0,0,0,0,NA,0,-11.2,-16.76,-6.91,-35.17,NA,51.07,79.21,157.19,NA,36.64,8.62,76.62,58.75,78.4,NA,27.01,26.53,34.26,43.71,44.52,1.303782,98,34.46,-11.2,62.76,26.32,,,27.01,0.74,10.94,18.96,-3.66,1.079877,97
18-11-2025,NSE:TATVA,EQ,3727.29,1559,236887,3693.06833,5.24,5.17,4.12,,-1.87,5.03,9.38,12.85,17.5,32.98,51.56,52.05,43.93,22.9,-1,-1,-1,EEP,EEP,-1,-1,-1,5,-1,-1,4,5.05,9.53,14.12,27.54,22.19,63.92,0,0,0,0,0,0,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,0,-10.47,-30.29,-41.96,-32.14,58.74,76.41,144.74,144.74,17.26,37.6,64.02,18.56,0,8.75,16.41,28.18,47.54,41.75,38.75,1.301696,98,17.26,37.6,44.29,-21.34,,,16.41,15.01,28.53,-5.53,-11.22,1.070826,96
18-11-2025,NSE:VISASTEEL,BE,688.95,56.12,53866,30.2296,6.74,7.27,22.4,,-5.01,-19.98,-19.39,-12.54,-25.05,38.04,42.36,45.74,65.79,74.88,-1,-1,HV2Q,-1,-1,-1,-1,-1,-1,-1,-1,-9.33,1.1,-8.32,15.24,8.17,26.52,47.21,0,0,0,0,0,0,-18.12,-20.03,-20.03,-20.03,-20.03,-18.12,0,-23.55,-28.87,-15.79,-13.71,79.87,96.91,192.29,444.85,0,124.94,22,156.75,195.63,86.41,-26.14,33.24,38.34,35.44,60.61,1.300818,98,-16.96,87.3,8.76,125.44,,,-26.14,46.71,7.78,-0.67,42.66,1.149459,99
18-11-2025,NSE:LUMAXIND,EQ,4799.97,5112.2,26259,1342.4126,4.48,4.43,2.78,2L,-0.70,2.71,1.23,3.19,3.03,35.54,46.31,54.87,50.35,54.75,-1,-1,HV2Y,-1,-1,-1,-1,-1,-1,-1,10,2.45,0.79,3.27,3.36,6.86,28.84,50.18,0,0,0,0,0,0,-2.89,-3.65,-3.65,-3.65,-3.65,-2.89,-6.57,-17.64,-7.43,-22.25,-14.46,44.17,91.87,145.93,145.93,11.36,50.44,52.85,32.04,10.99,17.22,1.94,30.74,42.29,44.57,45.17,1.297628,98,2.11,26.67,41.24,1.14,,,1.94,29.78,17.53,9.4,-4.32,1.086,97
18-11-2025,NSE:THANGAMAYL,EQ,10113.78,3217.2,148710,4784.29812,6.41,6.51,3.65,,-1.39,-0.82,19.08,36.95,38.85,37.72,39.87,42.65,40.63,60.61,EEP,EEP,-1,-1,-1,EEP,4.06,-1,-1,-1,-1,3.5,9.77,14.71,17.38,38.84,12.87,59.35,0,0,0,0,0,0,-5.08,-5.08,-5.08,-5.08,-5.08,-5.08,-12.89,-10.13,-23.08,-26.63,-24.05,64.93,78.67,107.22,188.87,64.93,9.26,29.07,24.6,65.68,71.5,37.76,32.92,35.85,32.35,35.45,1.296458,98,63.9,3.03,10.75,13.54,,,37.76,-5.61,4.28,-1.92,2.2,1.07379,96
18-11-2025,NSE:SEJALLTD,BE,898.9,878.75,17721,155.72329,4.4,5.39,29.61,M,-1.66,6.1,-1.14,-12.36,14.19,40.24,53.22,49.91,30.21,55.86,-1,-1,HVY,HVQ,-1,-1,-1,-1,-1,14,-1,0.93,1.53,2.5,7.91,11.31,32.4,64.67,0,0,0,0,0,0,-11,-11,-11,-11,-11,-11,-7.44,-8.97,-39.4,-35.11,-9.6,71.63,100.47,174.78,196.22,13.54,61.55,64.2,29.91,48.37,106.73,13.1,35.44,49.2,39.61,25.03,1.291156,98,13.54,52.41,25.58,24.58,,,13.1,26.61,22.54,-13.62,-33.62,1.064394,95
