Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),Price_1D,Change_1W,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score
07-09-2025,NSE:UTIBANKETF,EQ,3537.15,1,1.93,55.9,1.06,-1.91,-3.97,11.72,3.38,5.87,-2.04,-2.5,-1.12,4.22,9.95,1.0046121230459706,54
07-09-2025,NSE:MIDCAPIETF,EQ,490.49,6.46,2.32,21.84,1.97,-0.41,-1.97,16.30,-0.18,-2.56,-0.54,-0.5,3.46,0.66,1.52,1.0044640994070557,54
07-09-2025,NSE:NIFTYETF,EQ,4481.02,1.62,1.5,266.59,1.06,0.37,-0.62,11.37,2.22,-1.12,0.24,0.85,-1.47,3.06,2.96,1.004452503193792,54
07-09-2025,NSE:ABSLBANETF,EQ,2556.82,1.65,2.15,55.31,0.96,-2.06,-3.92,11.79,3.42,5.66,-2.19,-2.45,-1.05,4.26,9.74,1.0044295799905185,54
07-09-2025,NSE:HUHTAMAKI,EQ,1624.48,1.4,3.34,238.15,9.49,8.58,13.81,24.93,-26.20,-68.99,8.45,15.28,12.09,-25.36,-64.91,1.0044164443506176,54
07-09-2025,NSE:WESTLIFE,EQ,11145.66,1.75,3.54,737,2.57,3.53,9.45,7.22,-5.89,-11.19,3.4,10.92,-5.62,-5.05,-7.11,1.0043938167529571,54
07-09-2025,NSE:EXIDEIND,EQ,33634.5,38.01,2.32,412.75,4.00,6.78,4.71,16.10,-10.37,-18.84,6.65,6.18,3.26,-9.53,-14.76,1.0043453058705916,54
07-09-2025,NSE:LIQUIDBETF,EQ,896.7,3.31,0.02,1047,0.11,0.48,1.25,2.70,4.16,4.49,0.35,2.72,-10.14,5,8.57,1.0043204905251195,54
07-09-2025,NSE:GODREJCP,EQ,127638.77,14.39,2.72,1231.5,-0.90,0.98,1.74,18.93,0.09,-19.37,0.85,3.21,6.09,0.93,-15.29,1.004176746896465,53
07-09-2025,NSE:BANKBEES,EQ,7301.96,4.56,1.08,559.17,0.75,-2.09,-4.07,11.71,3.40,5.68,-2.22,-2.6,-1.13,4.24,9.76,1.004135928908861,53
07-09-2025,NSE:IDBI,EQ,92363.13,83.27,3.28,88.87,3.60,-2.03,-13.57,24.06,6.48,-6.65,-2.16,-12.1,11.22,7.32,-2.57,1.004077006723179,53
07-09-2025,NSE:KPRMILL,EQ,33699.44,3.37,3.41,989.2,0.28,-7.31,-14.29,20.48,-1.01,15.86,-7.44,-12.82,7.64,-0.17,19.94,1.0040339177154205,53
07-09-2025,NSE:NIFTY1,EQ,3192.55,2.11,2.64,271.41,1.42,0.28,-0.59,10.95,2.02,-0.98,0.15,0.88,-1.89,2.86,3.1,1.0038326605330954,53
07-09-2025,NSE:CHOLAHLDNG,EQ,32363.45,2.08,2.96,1760,1.95,-2.43,-10.24,10.21,11.88,5.12,-2.56,-8.77,-2.63,12.72,9.2,1.0035983889788065,53
07-09-2025,NSE:SUNTECK,EQ,5588.56,4.83,3.47,447.7,15.09,14.60,-1.88,20.21,-20.57,-25.34,14.47,-0.41,7.37,-19.73,-21.26,1.0035314219297269,53
07-09-2025,NSE:MSPL,EQ,1756.5,5.12,4.38,31.04,-0.06,1.55,14.88,27.58,-46.23,-32.47,1.42,16.35,14.74,-45.39,-28.39,1.0034846162277813,53
07-09-2025,NSE:PSUBNKBEES,EQ,2878.86,16.94,2.83,76.27,1.39,-0.14,-3.70,17.78,-1.63,-2.61,-0.27,-2.23,4.94,-0.79,1.47,1.0033699656983053,53
07-09-2025,NSE:BSE500IETF,EQ,307.38,2.62,2.53,38.62,1.53,0.26,-0.62,13.80,-0.34,-3.57,0.13,0.85,0.96,0.5,0.51,1.0030765756333626,53
07-09-2025,NSE:MICEL,EQ,1152.04,60.82,7.2,65.51,27.20,21.55,-3.85,18.61,-40.38,-22.90,21.42,-2.38,5.77,-39.54,-18.82,1.0029749273957795,53
07-09-2025,NSE:AFCONS,EQ,15367.88,12.67,2.65,439,4.83,7.16,0.87,7.40,-12.38,2.96,7.03,2.34,-5.44,-11.54,7.04,1.0027803829783961,53
07-09-2025,NSE:PVRINOX,EQ,11047.5,5.59,3.21,1146.3,2.30,9.60,11.02,21.91,-39.43,-32.03,9.47,12.49,9.07,-38.59,-27.95,1.0027598244971079,52
07-09-2025,NSE:KSB,EQ,14428.72,5.07,3.84,821.05,-0.59,-2.94,-5.07,25.04,-1.67,-11.69,-3.07,-3.6,12.2,-0.83,-7.61,1.002743292554382,52
07-09-2025,NSE:LIQUIDPLUS,EQ,318.7,1.14,0.05,1049.4,0.11,0.48,1.29,2.76,4.25,2.23,0.35,2.76,-10.08,5.09,6.31,1.0027085653480452,52
07-09-2025,NSE:CDSL,EQ,29855.65,21.25,2.6,1523.4,6.50,-2.81,-16.58,27.52,-9.22,7.02,-2.94,-15.11,14.68,-8.38,11.1,1.0026997635704207,52
07-09-2025,NSE:MOIL,EQ,6721.12,6.97,3.03,352.15,6.22,4.05,-10.00,16.64,5.31,-8.70,3.92,-8.53,3.8,6.15,-4.62,1.0026801088715729,52
07-09-2025,NSE:MID150BEES,EQ,2554.9,6.03,2.09,217.9,2.02,-0.73,-2.42,16.00,-0.56,-2.95,-0.86,-0.95,3.16,0.28,1.13,1.0025824950207132,52
07-09-2025,NSE:MOM100,EQ,657.3,3.4,2.02,61.39,2.25,-0.18,-3.14,16.11,-0.31,-3.23,-0.31,-1.67,3.27,0.53,0.85,1.0025560582496935,52
07-09-2025,NSE:SRF,EQ,84540.36,4.01,2.22,2851.8,0.54,-6.70,-9.53,0.88,18.95,9.17,-6.83,-8.06,-11.96,19.79,13.25,1.0024932564715412,52
07-09-2025,NSE:NIACL,EQ,30908.24,23.4,3.54,194.79,3.35,-1.94,1.38,26.63,-1.39,-36.04,-2.07,2.85,13.79,-0.55,-31.96,1.002474999203476,52
07-09-2025,NSE:TATACONSUM,EQ,105046.28,9.12,2.12,1072.4,0.65,0.73,-4.03,11.05,10.95,-11.87,0.6,-2.56,-1.79,11.79,-7.79,1.0021462571529358,52
07-09-2025,NSE:IDEAFORGE,EQ,2108.94,6.92,5.42,509.35,4.26,13.69,-16.10,32.07,-17.11,-39.62,13.56,-14.63,19.23,-16.27,-35.54,1.0021460921102545,52
07-09-2025,NSE:INTELLECT,EQ,13557.31,3.79,3.64,906.55,-7.79,-7.31,-28.28,28.57,16.19,-9.09,-7.44,-26.81,15.73,17.03,-5.01,1.0019809066616416,52
07-09-2025,NSE:SCI,EQ,9836.28,16.78,2.93,208.95,-1.22,-0.54,-2.25,31.25,-13.72,-27.81,-0.67,-0.78,18.41,-12.88,-23.73,1.0018781619704802,51
07-09-2025,NSE:CHAMBLFERT,EQ,21715.26,14.13,3.17,553.4,2.40,-2.55,2.41,1.45,5.11,4.44,-2.68,3.88,-11.39,5.95,8.52,1.0018779924653956,51
07-09-2025,NSE:DRREDDY,EQ,104787.97,14.73,1.92,1268.1,0.63,4.20,-4.16,11.71,3.44,-8.38,4.07,-2.69,-1.13,4.28,-4.3,1.0018121327446807,51
07-09-2025,NSE:PRECWIRE,EQ,3042.55,1.23,2.95,175.12,2.58,-0.55,-6.71,24.42,-11.68,-2.11,-0.68,-5.24,11.58,-10.84,1.97,1.0014221054387997,51
07-09-2025,NSE:CASHIETF,EQ,717.48,2.54,0.13,1027.04,0.11,0.48,1.27,2.49,2.49,2.49,0.35,2.74,-10.35,3.33,6.57,1.001000015564679,51
07-09-2025,NSE:RELIGARE,EQ,7810.04,15.48,4.38,253.16,6.19,-0.29,6.77,6.61,-1.71,-7.13,-0.42,8.24,-6.23,-0.87,-3.05,1.0008593318778907,51
07-09-2025,NSE:NAVKARURB,BE,269.3,12.48,6.01,2.57,6.61,11.28,20.23,-32.76,-12.45,-12.45,11.15,21.7,-45.6,-11.61,-8.37,1.0004361272286755,51
07-09-2025,NSE:SBIN,EQ,740664.76,67.41,1.14,806.6,0.51,0.74,-0.80,13.80,-5.87,-1.93,0.61,0.67,0.96,-5.03,2.15,1.0000996728571385,51
07-09-2025,NSE:SHANTIGOLD,EQ,1582.94,28.19,5.38,230.53,4.69,2.14,1.29,1.29,1.29,1.29,2.01,2.76,-11.55,2.13,5.37,1.0000611303569902,51
07-09-2025,NSE:HAL,EQ,290448.98,13.39,2.17,4404.8,1.64,-3.94,-13.27,27.65,-2.59,-6.43,-4.07,-11.8,14.81,-1.75,-2.35,0.9997367911836225,51
07-09-2025,NSE:GMRAIRPORT,EQ,91176.76,71.92,1.98,85.95,-0.14,-7.98,-0.36,18.77,2.72,-8.64,-8.11,1.11,5.93,3.56,-4.56,0.9994305682171709,51
07-09-2025,NSE:PVTBANIETF,EQ,3139.14,10.12,1.91,26.6,1.13,-1.69,-4.70,9.14,3.80,3.05,-1.82,-3.23,-3.7,4.64,7.13,0.9993402082425347,51
07-09-2025,NSE:KOTAKBANK,EQ,389591.32,32.39,1.58,1945.5,-0.76,-2.96,-6.57,1.59,10.05,8.49,-3.09,-5.1,-11.25,10.89,12.57,0.9992798446172917,51
07-09-2025,NSE:IGCL,EQ,670.17,6.79,4.96,110.61,4.56,5.92,-0.35,-0.35,-0.35,-0.35,5.79,1.12,-13.19,0.49,3.73,0.9989772236182098,50
07-09-2025,NSE:AMBUJACEM,EQ,138723.11,18.45,1.96,566.7,0.62,-6.35,2.04,16.75,0.03,-9.48,-6.48,3.51,3.91,0.87,-5.4,0.9986946569145658,50
07-09-2025,NSE:ABFRL,EQ,9432.66,158.13,3.57,85.92,9.97,12.51,9.49,6.69,-22.96,-24.32,12.38,10.96,-6.15,-22.12,-20.24,0.9986695545869168,50
07-09-2025,NSE:HDFCSML250,EQ,1320.89,9.35,2.17,169.94,2.11,-0.55,-2.02,18.54,-6.43,-7.62,-0.68,-0.55,5.7,-5.59,-3.54,0.998591964542019,50
07-09-2025,NSE:ECOSMOBLTY,EQ,1624.2,1.11,4.54,280.3,4.08,-6.69,-2.71,37.15,-17.98,-39.14,-6.82,-1.24,24.31,-17.14,-35.06,0.9985882282076686,50
07-09-2025,NSE:IFGLEXPOR,EQ,1716.19,1.83,6.1,239.88,0.10,1.89,-9.28,29.48,-3.90,-33.78,1.76,-7.81,16.64,-3.06,-29.7,0.9985752904003325,50
07-09-2025,NSE:HERITGFOOD,EQ,4279.29,3.13,3.24,471.85,2.19,1.17,0.61,18.59,-6.32,-16.98,1.04,2.08,5.75,-5.48,-12.9,0.9985709668422528,50
07-09-2025,NSE:PHARMABEES,EQ,997.08,43.76,2.94,22.47,0.40,-0.40,1.65,9.75,-1.96,-4.58,-0.53,3.12,-3.09,-1.12,-0.5,0.9985056409262828,50
07-09-2025,NSE:ROTO,EQ,1587.09,2.13,3.61,84.1,0.11,-4.47,-4.08,25.12,-6.12,-11.92,-4.6,-2.61,12.28,-5.28,-7.84,0.9984964027336432,50
07-09-2025,NSE:JUBLPHARMA,EQ,16167.04,1.64,3.19,1070.4,4.42,-4.55,-6.50,15.99,-14.60,15.08,-4.68,-5.03,3.15,-13.76,19.16,0.9981918529074241,50
07-09-2025,NSE:FMCGIETF,EQ,640.18,10.38,1.83,60.2,0.35,1.20,1.36,10.71,-0.86,-10.83,1.07,2.83,-2.13,-0.02,-6.75,0.9980942333975383,50
07-09-2025,NSE:WABAG,EQ,9104.02,2.47,2.89,1506.8,3.25,-2.29,-5.26,15.84,-23.58,16.31,-2.42,-3.79,3,-22.74,20.39,0.9977877968727429,50
07-09-2025,NSE:LLOYDSENGG,EQ,7360.59,32.73,3.7,62.62,-0.62,-11.69,4.77,23.84,-11.11,-9.47,-11.82,6.24,11,-10.27,-5.39,0.9977780070920589,49
07-09-2025,NSE:FUSION,EQ,2766.74,3.8,4.69,174.98,2.55,9.46,1.71,19.51,1.21,-75.73,9.33,3.18,6.67,2.05,-71.65,0.9976257163635803,49
07-09-2025,NSE:REDTAPE,EQ,6771.34,4.91,3.94,146.65,16.74,14.37,9.03,7.72,-41.13,-15.55,14.24,10.5,-5.12,-40.29,-11.47,0.9975558290658946,49
07-09-2025,NSE:JSWINFRA,EQ,62464.55,7.78,1.96,300.1,1.37,-1.62,-1.18,17.74,-7.20,-6.41,-1.75,0.29,4.9,-6.36,-2.33,0.9974681436232009,49
07-09-2025,NSE:PNCINFRA,EQ,7821.88,3.76,2.63,313.05,2.91,0.42,2.52,18.62,5.02,-45.54,0.29,3.99,5.78,5.86,-41.46,0.9973744503592111,49
07-09-2025,NSE:DEEDEV,EQ,1847.8,8.85,5.15,274.05,2.34,1.46,-0.91,28.62,-23.92,-23.92,1.33,0.56,15.78,-23.08,-19.84,0.9968796115566612,49
07-09-2025,NSE:MASTERTR,EQ,1707.57,12.82,5.01,156.4,2.53,-2.70,2.16,23.29,-15.20,-15.73,-2.83,3.63,10.45,-14.36,-11.65,0.9967416727049628,49
07-09-2025,NSE:TOLINS,EQ,604.49,1.81,5.35,159.74,4.09,7.67,10.50,26.94,-53.84,-42.73,7.54,11.97,14.1,-53,-38.65,0.9966924982364851,49
07-09-2025,NSE:RELIANCE,EQ,1835003.29,103.49,1.67,1375,1.29,-1.21,-4.98,14.82,3.76,-10.27,-1.34,-3.51,1.98,4.6,-6.19,0.9966657096477407,49
07-09-2025,NSE:HINDPETRO,EQ,80133.8,43.72,2.31,383.6,2.01,-4.91,-6.11,22.37,-0.25,-11.54,-5.04,-4.64,9.53,0.59,-7.46,0.9966254962223254,49
07-09-2025,NSE:RCF,EQ,8220.15,28.03,3.39,157.4,5.38,2.42,-3.53,27.06,-13.83,-28.28,2.29,-2.06,14.22,-12.99,-24.2,0.9965822809678279,49
07-09-2025,NSE:PTC,EQ,5172.75,10.33,2.89,175.64,0.30,-1.91,1.11,17.91,-0.82,-21.66,-2.04,2.58,5.07,0.02,-17.58,0.9965285763467486,49
07-09-2025,NSE:TNPL,EQ,1109.45,5.8,3.45,163.94,0.93,5.90,0.41,20.70,-8.37,-37.61,5.77,1.88,7.86,-7.53,-33.53,0.9963845202638701,49
07-09-2025,NSE:PRSMJOHNSN,EQ,7384.24,3.09,3.15,146,-0.08,-2.70,5.51,24.05,-28.18,-13.24,-2.83,6.98,11.21,-27.34,-9.16,0.9961444663918734,48
07-09-2025,NSE:VOLTAS,EQ,45331.21,13.73,2.87,1432.8,4.10,8.08,11.29,4.65,-17.82,-23.51,7.95,12.76,-8.19,-16.98,-19.43,0.9960984669477206,48
07-09-2025,NSE:MADRASFERT,EQ,1401.58,3.02,3.72,92.5,5.96,-1.45,-3.39,25.35,-10.59,-18.70,-1.58,-1.92,12.51,-9.75,-14.62,0.9960764769741425,48
07-09-2025,NSE:ENGINERSIN,EQ,11145.86,22.43,2.99,201.2,1.42,-4.45,-14.17,27.01,-1.36,-11.17,-4.58,-12.7,14.17,-0.52,-7.09,0.9952922920928249,48
07-09-2025,NSE:GMRP&UI,EQ,7895.37,11.83,3.16,110.91,0.66,1.71,0.88,15.32,-3.95,-21.26,1.58,2.35,2.48,-3.11,-17.18,0.9951038667134318,48
07-09-2025,NSE:CANFINHOME,EQ,9639.69,2.11,2.52,754.55,4.89,-0.32,-3.71,23.31,-10.61,-16.61,-0.45,-2.24,10.47,-9.77,-12.53,0.9950989927256658,48
07-09-2025,NSE:PENINLAND,EQ,1122.02,4.99,5.12,34.15,-1.05,-15.58,19.18,35.67,-49.02,-67.09,-15.71,20.65,22.83,-48.18,-63.01,0.9948879735947397,48
07-09-2025,NSE:SUPRAJIT,EQ,6238.77,1,3.1,460.65,1.83,2.07,-3.70,15.56,-3.40,-14.35,1.94,-2.23,2.72,-2.56,-10.27,0.9944890397478923,48
07-09-2025,NSE:VEDL,EQ,164588.23,84.23,2.24,445.5,5.58,1.58,-0.57,8.16,-5.13,-3.98,1.45,0.9,-4.68,-4.29,0.1,0.9943910510856879,48
07-09-2025,NSE:SUPRIYA,EQ,5257.14,1.54,3.16,651.55,-0.19,-1.03,-5.99,9.49,-22.22,18.46,-1.16,-4.52,-3.35,-21.38,22.54,0.9943637305089977,48
07-09-2025,NSE:NEXT50IETF,EQ,1660.02,5.84,2.2,70.49,1.90,0.64,-0.67,14.30,-6.20,-11.32,0.51,0.8,1.46,-5.36,-7.24,0.9943025982263025,48
07-09-2025,NSE:NAZARA,EQ,10687.92,28.34,4.65,1103.3,-5.24,-24.17,-12.22,16.52,7.73,16.76,-24.3,-10.75,3.68,8.57,20.84,0.9942641647332531,48
07-09-2025,NSE:JUNIORBEES,EQ,6425.66,2.4,2.65,721.13,1.89,0.61,-0.76,14.54,-6.49,-11.28,0.48,0.71,1.7,-5.65,-7.2,0.9942331098529255,47
07-09-2025,NSE:SARVESHWAR,EQ,722.37,62.08,5.66,7.53,1.99,-4.79,6.56,21.31,-28.24,-8.32,-4.92,8.03,8.47,-27.4,-4.24,0.9941944610712213,47
07-09-2025,NSE:BANKINDIA,EQ,50398.03,38.44,1.7,112.57,2.03,1.64,-10.49,15.15,-1.29,-4.29,1.51,-9.02,2.31,-0.45,-0.21,0.9941035229197583,47
07-09-2025,NSE:REDINGTON,EQ,18829.04,17.72,3.27,236.81,-1.71,-6.84,-19.38,1.94,13.38,15.99,-6.97,-17.91,-10.9,14.22,20.07,0.9937014995571967,47
07-09-2025,NSE:VESUVIUS,EQ,10223.14,1.21,3.21,511.9,1.81,-2.93,-17.75,25.36,-2.49,-5.89,-3.06,-16.28,12.52,-1.65,-1.81,0.993487643177409,47
07-09-2025,NSE:DIVISLAB,EQ,161803.1,4.27,2.09,6009,-2.04,-6.66,-8.91,7.80,-3.35,16.18,-6.79,-7.44,-5.04,-2.51,20.26,0.9934779888530441,47
07-09-2025,NSE:IOC,EQ,193305.63,80.8,1.74,139.65,2.17,-1.16,-0.81,17.97,0.10,-27.98,-1.29,0.66,5.13,0.94,-23.9,0.9928884380271139,47
07-09-2025,NSE:20MICRONS,EQ,811.66,1.06,3.29,231.41,0.23,-2.05,1.76,25.55,-11.27,-37.63,-2.18,3.23,12.71,-10.43,-33.55,0.9928596335976693,47
07-09-2025,NSE:UTTAMSUGAR,EQ,1026.87,1.8,4.96,264.6,-1.80,3.99,-18.16,32.86,-12.47,-33.77,3.86,-16.69,20.02,-11.63,-29.69,0.992638682891376,47
07-09-2025,NSE:HAVELLS,EQ,95680.34,10.4,1.98,1582.5,3.60,5.04,3.75,9.68,-11.04,-19.14,4.91,5.22,-3.16,-10.2,-15.06,0.9926011040548737,47
07-09-2025,NSE:LIQUIDETF,EQ,469.43,1.39,0,1000,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,1.47,-12.84,0.84,4.08,0.9924809832199718,47
07-09-2025,NSE:LIQUIDIETF,EQ,1663,6.14,0.01,999.99,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,1.47,-12.84,0.84,4.08,0.99247602079024,47
07-09-2025,NSE:LIQUID,EQ,461.06,1.52,0.03,999.99,0.00,0.00,0.00,0.00,0.00,0.00,-0.13,1.47,-12.84,0.84,4.08,0.99247602079024,46
07-09-2025,NSE:LIQUIDBEES,EQ,11725.56,27.93,0.06,999.99,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.13,1.47,-12.84,0.84,4.08,0.9924719260822927,46
07-09-2025,NSE:NCLIND,EQ,956.9,1.05,2.37,213.91,1.23,-1.28,-2.44,11.37,-3.96,-4.69,-1.41,-0.97,-1.47,-3.12,-0.61,0.9924463791952086,46
07-09-2025,NSE:ADANIPORTS,EQ,283626.24,20.81,2.07,1321.8,0.68,-2.75,-11.34,20.33,2.51,-13.07,-2.88,-9.87,7.49,3.35,-8.99,0.9923193593786458,46
07-09-2025,NSE:SENCO,EQ,6038.75,10.26,4.44,384.75,4.00,11.99,4.26,26.02,-48.72,-50.51,11.86,5.73,13.18,-47.88,-46.43,0.9920191947887238,46
07-09-2025,NSE:JUBLFOOD,EQ,41306.31,18.29,2.48,656,4.31,2.21,-5.98,3.45,-0.16,1.00,2.08,-4.51,-9.39,0.68,5.08,0.9920024604226966,46
07-09-2025,NSE:EMAMIPAP,EQ,616.79,1.8,5.41,102.46,0.79,7.46,3.24,8.25,-8.44,-26.74,7.33,4.71,-4.59,-7.6,-22.66,0.9919657799644247,46
07-09-2025,NSE:SMSPHARMA,EQ,2096.71,1.67,4.14,236.25,-0.25,6.38,-3.75,22.43,-10.29,-41.19,6.25,-2.28,9.59,-9.45,-37.11,0.9917529153254788,46
07-09-2025,NSE:NUVAMA,EQ,22989.81,1.38,3.2,6509.5,1.93,-7.43,-13.15,21.74,-3.19,0.93,-7.56,-11.68,8.9,-2.35,5.01,0.9916114555107725,46
07-09-2025,NSE:JTLIND,EQ,2725.48,26.78,4.48,79.81,10.56,15.46,11.63,0.95,-24.47,-47.36,15.33,13.1,-11.89,-23.63,-43.28,0.9913296486625093,46
07-09-2025,NSE:AGI,EQ,5745.13,1.08,3.12,858.95,-3.98,-10.83,0.54,26.63,-23.77,-6.67,-10.96,2.01,13.79,-22.93,-2.59,0.991201717245941,46
07-09-2025,NSE:MOTISONS,EQ,1894.1,16.24,3.94,19.3,0.98,-6.53,12.07,12.80,-43.63,3.78,-6.66,13.54,-0.04,-42.79,7.86,0.9911995041535195,46
07-09-2025,NSE:WHIRLPOOL,EQ,16493.34,1.5,3.01,1357,4.16,2.93,5.06,32.08,-37.86,-63.63,2.8,6.53,19.24,-37.02,-59.55,0.9910502775121781,46
07-09-2025,NSE:LXCHEM,EQ,5609.47,21.82,4.22,210.56,4.06,9.38,3.48,19.14,-27.87,-38.01,9.25,4.95,6.3,-27.03,-33.93,0.990908183945925,45
07-09-2025,NSE:ALPHAETF,EQ,425.21,5.41,2.38,24.93,1.93,0.52,-1.89,16.41,-7.66,-17.53,0.39,-0.42,3.57,-6.82,-13.45,0.9905923363882791,45
07-09-2025,NSE:BERGEPAINT,EQ,62375.37,5.15,2.63,538.7,1.06,-6.13,-7.95,9.29,10.50,-6.94,-6.26,-6.48,-3.55,11.34,-2.86,0.9904317247909192,45
07-09-2025,NSE:PNB,EQ,116136.19,98.23,1.68,103.75,2.77,0.09,-6.20,15.87,-4.07,-12.31,-0.04,-4.73,3.03,-3.23,-8.23,0.9901672185167089,45
07-09-2025,NSE:GRANULES,EQ,11894.39,28.22,3.43,511.4,3.74,12.26,-3.63,7.54,-4.45,-33.72,12.13,-2.16,-5.3,-3.61,-29.64,0.9900796536171583,45
07-09-2025,NSE:ZUARIIND,EQ,924.41,3.92,6.47,300.4,-2.56,-4.68,5.01,21.85,-13.63,-30.39,-4.81,6.48,9.01,-12.79,-26.31,0.9899847643737619,45
07-09-2025,NSE:ZENSARTECH,EQ,17446.14,3.46,2.76,776.35,1.06,-3.26,-5.97,9.46,0.50,-1.73,-3.39,-4.5,-3.38,1.34,2.35,0.9898111071380105,45
07-09-2025,NSE:KFINTECH,EQ,17652.85,9.38,3.12,1087.5,6.10,-3.04,-14.79,19.79,-11.83,5.87,-3.17,-13.32,6.95,-10.99,9.95,0.9897146202567585,45
07-09-2025,NSE:KIRLOSENG,EQ,13030.8,3.8,3.42,866.5,-3.69,0.16,-0.36,33.24,-28.63,-55.52,0.03,1.11,20.4,-27.79,-51.44,0.9895695294733191,45
07-09-2025,NSE:UNIONBANK,EQ,95412.44,81.13,2.18,127.34,1.98,-0.50,-20.37,14.35,1.01,3.86,-0.63,-18.9,1.51,1.85,7.94,0.9892806007403512,45
07-09-2025,NSE:HERANBA,EQ,1400.47,1.48,5.4,334.6,-5.39,-10.49,13.57,31.37,-43.04,-49.54,-10.62,15.04,18.53,-42.2,-45.46,0.9890837929872464,45
07-09-2025,NSE:AEROFLEX,EQ,2221.08,5.54,3.76,178.32,4.43,-6.11,8.59,9.04,-24.87,0.87,-6.24,10.06,-3.8,-24.03,4.95,0.9889754465697346,45
07-09-2025,NSE:GIPCL,EQ,2777.59,2.46,3.03,194.41,8.52,-0.30,-1.81,20.06,-10.29,-24.55,-0.43,-0.34,7.22,-9.45,-20.47,0.9889166049717222,44
07-09-2025,NSE:BLKASHYAP,EQ,1566.81,4.38,3.94,68.75,-1.45,-6.09,-1.50,32.00,-9.22,-60.81,-6.22,-0.03,19.16,-8.38,-56.73,0.9889036996031532,44
07-09-2025,NSE:SBCL,EQ,2815.69,1.64,3.53,504.9,3.49,-6.69,3.78,16.46,-12.10,-13.01,-6.82,5.25,3.62,-11.26,-8.93,0.9887333166484473,44
07-09-2025,NSE:JBCHEPHARM,EQ,26932.34,1.42,1.71,1718.3,-0.35,1.41,0.93,6.96,-4.54,-14.68,1.28,2.4,-5.88,-3.7,-10.6,0.9886143897384798,44
07-09-2025,NSE:CPSEETF,EQ,32109.09,6.41,3.32,89.36,1.71,-0.84,-3.98,14.02,-3.60,-14.94,-0.97,-2.51,1.18,-2.76,-10.86,0.9881578030636666,44
07-09-2025,NSE:MAHLIFE,EQ,7443.05,1.68,2.96,363.45,3.71,1.99,7.06,21.53,-26.99,-42.12,1.86,8.53,8.69,-26.15,-38.04,0.987731046926117,44
07-09-2025,NSE:SHAKTIPUMP,EQ,9980.43,5.79,3.7,813.8,0.82,-0.79,-15.48,3.53,3.50,8.03,-0.92,-14.01,-9.31,4.34,12.11,0.9876970992553421,44
07-09-2025,NSE:RELAXO,EQ,11924.16,4.91,4.12,497.2,3.94,12.40,9.69,15.91,-37.56,-62.06,12.27,11.16,3.07,-36.72,-57.98,0.9875674552529866,44
07-09-2025,NSE:BANKBARODA,EQ,120404.83,57.22,1.78,234.26,0.61,-2.73,-5.09,16.37,-8.66,-8.38,-2.86,-3.62,3.53,-7.82,-4.3,0.987494511277687,44
07-09-2025,NSE:LT,EQ,495872.01,14.5,1.54,3553.6,-1.33,-2.79,-2.89,10.03,-6.57,-3.64,-2.92,-1.42,-2.81,-5.73,0.44,0.9873358107268105,44
07-09-2025,NSE:WSTCSTPAPR,EQ,3314,3.23,4.26,507.25,1.69,-1.93,2.19,19.63,-19.95,-19.85,-2.06,3.66,6.79,-19.11,-15.77,0.9873313550851497,44
07-09-2025,NSE:SURYAROSNI,EQ,6180.86,5.95,4.81,295.25,3.81,-9.20,-13.70,23.57,1.15,-11.64,-9.33,-12.23,10.73,1.99,-7.56,0.9871150016702733,44
07-09-2025,NSE:SANDUMA,EQ,6961.02,2.02,3.1,462.3,6.69,-1.45,-0.45,13.05,-16.37,-5.73,-1.58,1.02,0.21,-15.53,-1.65,0.9869267646795937,44
07-09-2025,NSE:ICICIB22,EQ,15680.38,2.37,2,107.17,1.68,-0.43,-2.53,11.05,-6.72,-10.90,-0.56,-1.06,-1.79,-5.88,-6.82,0.9868896640932648,43
07-09-2025,NSE:VERANDA,EQ,2045.21,7.43,4.87,230.34,5.08,-5.56,14.03,6.07,-6.72,-35.73,-5.69,15.5,-6.77,-5.88,-31.65,0.9867406010326072,43
07-09-2025,NSE:MOS,SM,600.32,2.4,7.17,50.6,5.24,0.75,-11.13,-6.42,-12.63,21.78,0.62,-9.66,-19.26,-11.79,25.86,0.9867397428690534,43
07-09-2025,NSE:PATANJALI,EQ,64457.45,4.53,2.11,1789.2,0.65,-2.47,4.40,2.22,-4.35,-10.07,-2.6,5.87,-10.62,-3.51,-5.99,0.9867346243299076,43
07-09-2025,NSE:PREMIERENE,EQ,44658.22,8.2,3.09,1000.25,0.61,0.29,-5.34,14.45,-21.45,1.02,0.16,-3.87,1.61,-20.61,5.1,0.9866530278247445,43
07-09-2025,NSE:MEIL,EQ,1467.16,13.39,4.38,549.45,4.01,-1.19,-1.19,-1.19,-1.19,-1.19,-1.32,0.28,-14.03,-0.35,2.89,0.9866300506831952,43
07-09-2025,NSE:GLAXO,EQ,47225.32,1.27,3.34,2770.3,-0.53,-2.11,-24.12,9.03,12.57,-0.41,-2.24,-22.65,-3.81,13.41,3.67,0.9866024431003789,43
