Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
22-01-2026,NSE:MVKAGRO,SM,3661.53,659.95,45690,301.53116,5.77,6.1,2.39,L,-1.77,-2.22,-3.26,-16.04,-12.33,-3.26,12.11,68.59,91.57,94.28,93.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-3.26,-2.1,-5.25,-3.25,-8.23,47.57,75.01,0,23.81,58.73,79.37,0,0,33.33,65.87,-15.2,-19.42,-19.42,-19.42,-19.42,-15.2,-9.49,0,0,-12.71,-40.78,27.55,212.18,1940.03,1940.03,6.93,64.73,948.82,540.8,72.02,1.89,-8.6,15.37,70.2,87.56,88.66,3.38665,99,-15.2,64.73,933.87,329.64,,,,-8.6,21.31,62.66,67.62,30.49,1.446722,99
22-01-2026,NSE:SWANDEF,BE,8465.49,1748.5,4348,76.02478,0.65,5.25,1.11,,-5.00,8.1,27.98,43.57,57.88,84.87,94.56,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,8.12,16.36,29.27,42.47,124.69,,,100,100,100,98.8,80,95.24,98.41,97.59,-5.99,-5.99,NA,NA,NA,-5.99,0,NA,NA,NA,NA,1652.18,NA,NA,NA,126.12,1848.28,NA,NA,NA,NA,61.61,97.82,0,0,0,3.35217,99,126.12,,,,,,,61.61,86.64,98.4,-5.53,-1.68,2.007552,99
22-01-2026,NSE:POLYSIL,ST,608.2,218.85,54610,119.51399,5.35,6.2,10.41,L,4.99,-5.46,-11.47,-39.98,-37.88,-42.06,-29.63,57.05,87.14,87.75,84.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.36,-9.19,-11.5,-17.7,-24.81,42.64,31.1,0,0,39.68,69.84,0,0,22.22,60.32,-30.74,-37.83,-37.83,-37.83,-37.83,-30.74,-14.28,-1.66,0,-31.34,-34.63,4.99,128.33,1388.78,1388.78,4.99,38.26,888.5,539.46,91.5,0,-34.15,-26.37,58.66,83.13,82.13,2.187238,99,-30.74,38.26,888.5,193.29,,,,-34.15,5.53,65.27,64.52,3.12,1.353377,99
22-01-2026,NSE:CUPID,EQ,10443.37,410.2,9811846,40248.19229,9.43,8.85,3.33,,8.92,-13.32,-5.75,-26.3,-11.64,17.84,38.89,64.33,81.95,82.34,76.38,-1,-1,2,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,3,-2.61,-1.12,-3.69,6.64,3.16,46.84,94.06,0,33.33,71.43,85.71,0,33.33,53.97,69.05,-21.85,-21.85,-21.85,-21.85,-21.85,-21.85,0,-1.24,-0.31,-29.93,-31.44,75.61,178.71,613.39,613.39,8.92,113.27,242.61,154.45,28.75,4.17,-7.91,42.15,65.94,77.94,76.72,1.974771,99,-12.54,110.15,241.77,85.41,,,,-7.91,44.81,40.04,43.87,0.48,1.235005,99
22-01-2026,NSE:TAKE,BE,601.8,39.72,2112452,839.06593,4.58,4.5,5.91,,1.35,-8.23,-7.73,-0.55,6.62,24.27,43,74.45,77.47,60.95,45.12,-1,-1,2,2,HV2Y,-1,HV2Y,HV2Y,HV2Y,-1,-1,7,-1,-1,-3.19,2.18,-1.04,10.7,10.83,51.15,126.86,100,100,100,79.37,0,61.9,71.43,49.21,-10.12,-10.12,-10.12,-10.12,-10.12,-10.12,0,0,-45.78,-62.63,-35.24,83.38,341.33,493.72,493.72,4.22,257.67,209.71,51.72,33.78,11.18,10.35,46.26,76.06,73.46,55.33,1.778999,99,2.03,253.24,158.15,-45.78,,,,10.35,38.51,53.57,6.29,-74.98,1.171756,99
22-01-2026,NSE:SABTNL,BE,4186.55,2129.2,91065,1938.95598,5.13,5.3,30.83,,2.40,7.89,16.9,25.28,24.92,41.21,60.05,53.3,72.65,66.06,93.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,-1,-1,6.16,7.17,14.35,16.54,37.02,34.01,107.64,100,100,57.14,35.71,60,52.38,30.16,15.08,-2.72,-2.72,-2.72,-2.72,-4.09,-2.72,-5.9,-40.25,-55.21,-73.77,-67.45,176.61,176.61,473.68,1455.3,35.57,107.68,57.63,167.9,417.18,541.7,28.65,63.31,54.91,68.64,60.44,1.710615,99,33.51,63.51,39.1,-8.69,,,,28.65,46.34,-18.5,35.9,-25.75,1.18151,99
22-01-2026,NSE:DIVINEHIRA,ST,317.04,239.15,26304,62.90602,1.77,2.6,9.37,S,-1.99,-2.36,-5.67,3.78,12.42,22.94,52.75,75.54,76.17,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-0.55,3.61,3.17,13.52,19.3,47.78,128.44,100,100,100,92.86,0,52.38,58.73,55.56,-5.36,-5.36,-5.36,NA,NA,-5.36,0,0,-31.58,NA,NA,114.48,298.25,NA,NA,8.75,138.15,156.82,32.95,NA,NA,16.15,56.01,77.15,72.16,0,1.709999,99,8.75,138.15,107.72,,,,,16.15,45.6,46.63,-2.97,98.32,1.203542,99
22-01-2026,NSE:DHARIWAL,ST,307.03,385,35256,135.7356,4.2,4.68,5.83,,-0.14,9.39,5.18,6.19,10.39,23.38,47.36,61,74.48,64.94,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,4.85,2.91,8,5.55,14.35,40.3,91.52,100,80.95,74.6,67.46,80,42.86,28.57,21.43,-0.47,-0.47,-0.47,-0.47,NA,-0.47,-5.92,-5.57,-5.45,-37.74,NA,106.05,171.7,321.92,NA,18.46,112.37,121.48,64.55,7.67,NA,14.12,50.62,62.61,70.47,59.32,1.660919,99,9.69,60.76,113.32,,,,,14.12,40.81,24.31,29.04,-39.08,1.154194,99
22-01-2026,NSE:SBISILVER,EQ,5088.38,285.87,5391445,15412.52382,5.61,6.04,5.16,,-9.80,5.68,16.07,22.57,28.21,48.12,48.35,60.8,66.83,68.18,NA,EP,EP,-1,HVQ,HVQ,-1,-1,-1,-1,-1,-1,2,-1,-1,3.26,8.81,13.24,19.66,40.95,32.2,107.9,100,100,58.73,73.81,80,80.95,50.79,59.52,-9.8,-9.8,-9.8,-9.8,NA,-9.8,0,-14.99,-0.65,-5.19,NA,109.31,163.72,220.52,NA,38.12,56.06,57.62,31.93,18.98,NA,31.94,51.61,62.41,62.82,62.56,1.641653,99,38.12,56.06,54,23.88,,,,31.94,27.61,22.51,9.84,2.4,1.140298,99
22-01-2026,NSE:HDFCSILVER,EQ,6496.31,279.54,9706381,27133.21745,6.78,6.88,3.9,,-10.31,5.35,15.84,22.72,28,48.09,48.11,60.75,66.85,68.13,69.86,HV2Y,HV2Y,2,2,HV2Y,-1,-1,-1,-1,-1,-1,4,-1,-1,3.03,8.84,13.02,19.7,40.75,32.16,107.47,100,100,57.14,73.02,80,80.95,41.27,53.17,-10.31,-10.31,-10.31,-10.31,-10.31,-10.31,0,-18.48,-0.73,-5.27,-7.4,109.19,163.79,220.9,259.03,37.86,56.42,58.06,31.89,19.01,14.42,31.73,51.37,62.36,62.84,62.51,1.639517,99,37.86,56.42,54.48,23.64,,,,31.73,27.49,22.75,10.03,2.17,1.139905,99
