Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
26-09-2025,NSE:MVKAGRO,ST,683.42,1.19,1.48,487.05,2.00,9.41,17.92,31.11,68.93,90.14,91.56,89.56,0,0,0,HV2Q,HVQ,HVQ,-1,0,0,-1,-1,0,0,0,215.55,969.26,1405.56,30.35,72.92,84.52,90.19,96.9,3.736364,99,30.35,59.67,59.05,18.87,-14.9,1.405283,99
26-09-2025,NSE:POLYSIL,ST,500.96,1.72,1.4,245.65,1.99,9.38,17.87,33.79,70.71,91.19,87.87,86.99,0,0,0,HV2Y,HV2Y,0,-1,0,0,-1,-1,0,0,0,234.9,1014.06,1571.09,33.03,74.7,85.57,86.5,94.33,3.415031,99,33.03,60.54,60.67,-33.14,1.61,1.403674,99
26-09-2025,NSE:IZMO,BE,1573.96,1.41,5.7,1348.7,5.00,21.64,38.6,47.65,73.44,78.95,58,67.08,0,HV2Y,HV2Y,0,HV2Y,HV2Y,-1,1,0,-1,-1,0,0,0,276.84,415.56,457.89,46.89,77.43,73.33,56.63,74.42,2.066552,99,46.89,54.05,11.5,-95.04,30.45,1.242196,99
26-09-2025,NSE:UNITEDPOLY,BE,920.36,1.77,1,49.63,1.85,19.2,26.78,34.33,60.41,68.66,68.16,74.41,0,0,HV2Q,HV2Q,HV2Y,HV2Y,-1,0,-1,-1,-1,0,0,0,148.9,232.66,371.14,33.57,64.4,63.04,66.79,81.75,1.858015,99,33.57,44.49,11.61,2.91,28.45,1.194477,99
26-09-2025,NSE:BGRENERGY,BE,1908.53,5.35,5.47,225.02,-2.06,-17.54,-3.68,27.28,54.86,61.11,58.28,77.17,0,HV2Q,HV2Q,0,HVQ,HV2Y,-1,-1,-1,4,-1,-15.13,-15.13,-15.13,132.43,203.75,546.05,26.52,58.85,55.49,56.91,84.51,1.716477,99,26.52,42.71,4.61,-2.79,54.1,1.200302,99
26-09-2025,NSE:APOLLO,EQ,11453.5,221.82,6.61,324.65,-4.99,-5.93,0.71,25.31,40.62,63.18,70.72,66.75,0,EEP,EEP,EEP,EEP,0,-1,-1,6,-1,-1,-5.6,-5.6,-5.6,91.04,200.18,255.9,24.55,44.61,57.56,69.35,74.09,1.644105,99,24.55,25.27,28.76,24.97,-4.74,1.148318,99
26-09-2025,NSE:CUPID,EQ,5758.62,38.84,5.32,215.52,-1.26,0.43,7.98,20.2,50.35,69.82,64.46,59.86,0,0,HV2Y,HV2Q,HV2Q,0,-1,-1,20,-1,-1,-2.89,-2.89,-2.89,101.31,274.82,274.82,19.44,54.34,64.2,63.09,67.2,1.63555,99,19.44,42.57,29.97,-13.27,-4.13,1.148752,99
26-09-2025,NSE:NACLIND,BE,4769.74,2.04,5.32,220.7,-4.23,-7.18,-14.39,-23.33,5.76,54.5,72.29,74.81,0,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-31.74,-31.74,-31.74,1.07,121.81,342.73,-24.09,9.75,48.88,70.92,82.15,1.543773,99,-24.09,28.37,42.48,43.6,17.9,1.17907,99
26-09-2025,NSE:INDOTHAI,EQ,2502.25,10.39,6.67,258.52,4.12,18.48,22.81,38.13,30.6,24.23,57.16,73.04,2,HV2Q,0,HVQ,HVQ,HVQ,-1,3,-1,-1,-1,0,0,0,74.75,74.75,263.7,37.37,34.59,18.61,55.79,80.38,1.48392,99,37.37,-7.39,-18.43,47.96,45.89,1.174266,99
26-09-2025,NSE:GABRIEL,EQ,18961,6.26,4.77,1237.7,-1.31,-3.64,0.52,8.39,45.97,53.26,61.17,57.47,0,0,0,EEP,EEP,EEP,-1,-1,-1,16,-1,-6.04,-6.04,-6.04,76.24,138.82,211.57,7.63,49.96,47.64,59.8,64.81,1.46039,99,7.63,45.81,4.24,21.42,-0.7,1.129779,99
26-09-2025,NSE:DPEL,ST,598.16,1.54,5.18,238,-2.02,-0.74,3.57,42.65,43.17,47.86,38.68,63.72,HV2Q,HVQ,0,HVQ,0,0,-1,-1,-1,-1,-1,-4.59,-4.59,-4.59,92.48,94.44,250.52,41.89,47.16,42.24,37.31,71.06,1.458852,99,41.89,5.7,-1,-13.11,49.66,1.147169,99
26-09-2025,NSE:JSLL,EQ,10165.31,2.61,4.35,802.9,-1.73,-1.66,1.77,13.47,47.15,52.1,43.74,63.72,0,EEP,EEP,0,EEP,EEP,-1,-1,7,-1,-1,-4.18,-4.18,-4.18,88.3,110.92,167.57,12.71,51.14,46.48,42.37,71.06,1.429578,99,12.71,43.71,0.11,-12.95,44.34,1.142998,99
26-09-2025,NSE:TFCILTD,EQ,3342.7,82.53,2.39,72.6,-0.21,0.28,-0.36,16.01,34.95,61.47,56.67,51.87,0,0,EEP,EEP,EEP,EEP,-1,-1,6,-1,-1,-0.41,-0.41,-0.41,54.47,118.91,183.31,15.25,38.94,55.85,55.3,59.21,1.429527,99,15.25,27.33,31.54,-7.96,-2.28,1.109603,98
26-09-2025,NSE:MEGASOFT,EQ,1156.64,3.06,5.56,157.58,-4.89,0.66,0.19,10.88,33.84,67.04,40.37,58.97,0,0,0,HVQ,HV2Q,HV2Y,-1,-1,-1,3,-1,-7.28,-7.28,-7.28,61.65,221.2,221.2,10.12,37.83,61.42,39,66.31,1.42785,99,10.12,30.54,40.94,-76.4,40,1.148167,99
26-09-2025,NSE:AXISCADES,EQ,7194,1.55,5.11,1640.4,-1.98,-2.65,3.75,22.01,13.05,44.03,61.72,64.53,0,0,0,EEP,EEP,EEP,-1,-1,-1,-1,26,-7.03,-7.03,-7.03,39.23,117.42,281.31,21.25,17.04,38.41,60.35,71.87,1.403994,99,21.25,-6.7,26.39,36.09,16.18,1.123609,98
26-09-2025,NSE:STALLION,EQ,1550.81,26.73,7.7,202.05,-3.86,2.68,-1.76,26.27,61.15,64.15,NA,NA,0,HV2Y,HVQ,0,0,0,-1,-1,6,-1,-1,-7.05,-7.05,NA,145.15,215.65,NA,25.51,65.14,58.53,0,0,1.401401,99,25.51,52.09,-1.52,104.5,8.82,1.170748,99
26-09-2025,NSE:NETWEB,EQ,18537.15,39.38,7.16,3695.4,2.27,11.26,21.42,39.39,51.03,56.6,27.03,29.2,EEP,EEP,EEP,EEP,EEP,EEP,-1,-1,5,-1,-1,0,0,0,106.18,161.83,175.65,38.63,55.02,50.98,25.66,36.54,1.392541,99,38.63,23.98,2.13,-63.64,11.8,1.095271,97
26-09-2025,NSE:BANCOINDIA,EQ,11867.8,23.48,5.85,829.4,0.03,-0.75,25.48,29.18,28.96,57.56,36.74,59.19,EEP,0,0,EEP,EEP,EEP,-1,-1,-1,-1,-1,-0.74,-0.74,-0.74,54.48,159.59,169.07,28.42,32.95,51.94,35.37,66.53,1.384253,99,28.42,4.47,31.02,-44.56,44.3,1.128965,99
26-09-2025,NSE:BALAJITELE,EQ,1491.27,2.7,6.64,132.6,-1.68,7.07,10.79,28.82,32.75,55.86,37.67,50.23,HVQ,0,0,0,HVQ,HV2Y,-1,4,-1,-1,-1,-3.16,-3.16,-3.16,52.68,130.41,159.49,28.06,36.74,50.24,36.3,57.57,1.354236,98,28.06,10.29,25.13,-36.71,28.97,1.103401,98
26-09-2025,NSE:FORCEMOT,EQ,24501.88,1.17,5.08,17372,-2.18,-7.01,-5.87,-11.59,16.53,49.72,61.68,58.71,0,0,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,11,-20.66,-20.66,-20.66,21.13,108.17,179.76,-12.35,20.52,44.1,60.31,66.05,1.349214,98,-12.35,29.98,30.52,28.28,1.06,1.115148,98
26-09-2025,NSE:LUMAXTECH,EQ,7584.59,2.44,5.94,1298.5,1.44,13.93,15.8,13.79,11.94,57.21,51.37,55.51,EEP,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,0,0,0,30.9,173.37,173.37,13.03,15.93,51.59,50,62.85,1.343373,98,13.03,2.63,42.17,-9.14,17.33,1.112748,98
26-09-2025,NSE:KRISHANA,EQ,3386.3,1.28,3.81,530.45,-2.92,-3.1,-4.3,-9.61,3.6,55.87,61.9,54.41,0,0,0,HV2Q,HV2Q,HV2Y,-1,-1,-1,-1,7,-11.88,-11.88,-11.88,27.15,138.79,193.28,-10.37,7.59,50.25,60.53,61.75,1.33957,98,-10.37,16.83,44.98,18.16,-10.84,1.1177,98
26-09-2025,NSE:GMDCLTD,EQ,18189.6,149.76,6.96,589,-2.18,2.88,3.25,29.52,30.09,54.9,44.04,38.34,EEP,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-6.12,-6.12,-6.12,56.44,125.9,147.08,28.76,34.08,49.28,42.67,45.68,1.331608,98,28.76,5.59,26.25,-19.58,-1.36,1.083781,96
26-09-2025,NSE:ASHAPURMIN,EQ,5922.62,9.67,4.82,654.5,0.70,5.27,7.14,26.2,34.35,44.1,38.17,53.09,0,HV2Q,HV2Q,0,HV2Y,HVQ,-1,-1,4,-1,-1,-0.14,-0.14,-0.14,54.07,97.88,201.82,25.44,38.34,38.48,36.8,60.43,1.321091,98,25.44,15.83,5.61,-6.12,32.95,1.096867,97
26-09-2025,NSE:COMSYN,EQ,621.26,3.26,2.73,154.47,-1.67,-0.56,-0.09,13.25,11.99,52.09,47.02,58.46,0,HV2Y,0,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,3,-1.67,-1.67,-1.67,23.18,113,180.45,12.49,15.98,46.47,45.65,65.8,1.317825,98,12.49,3.33,36.33,-6.09,30.41,1.109142,98
26-09-2025,NSE:JAYNECOIND,EQ,6758.15,229.71,5.23,68.88,-3.96,-1.02,3.96,14.53,44.51,53.12,41.59,26.25,0,0,HV2Y,HVQ,HV2Y,HVQ,-1,-1,-1,2,-1,-6.69,-6.69,-6.69,95.18,130.06,137.11,13.77,48.5,47.5,40.22,33.59,1.313044,98,13.77,39.86,6.28,-20.09,-17.45,1.078129,96
26-09-2025,NSE:MANGCHEFER,EQ,3650.27,4.48,4.19,314.9,-3.82,2.57,2.78,-10.5,14.39,51.92,50.32,59.5,0,0,EEP,0,EEP,EEP,-1,-1,-1,-1,-1,-13.54,-13.54,-13.54,19.14,106.95,152.45,-11.26,18.38,46.3,48.95,66.84,1.305754,98,-11.26,27.3,34.61,1.16,27.29,1.113284,98
26-09-2025,NSE:COOLCAPS,SM,1191.26,4.47,6.09,95.6,3.46,8.84,15.64,25.97,28.05,30.9,24.62,64.24,HV2Q,0,0,HVQ,HVQ,HV2Y,23.92,5,-1,-1,-1,-5.91,-5.91,-5.91,47.98,51.36,176.21,25.21,32.04,25.28,23.25,71.58,1.29834,98,25.21,7.58,-5.28,-4.58,61.37,1.133325,99
26-09-2025,NSE:TVSELECT,EQ,900.81,4.21,7.51,622.7,-0.14,21.38,31.6,35.58,31.89,46.54,37.39,33.76,HVQ,0,HV2Y,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-0.14,-0.14,-0.14,57.11,97.9,126.97,34.82,35.88,40.92,36.02,41.1,1.297514,98,34.82,-0.95,12.27,-12.62,3.04,1.075478,95
26-09-2025,NSE:ROSSTECH,EQ,2860.03,2.55,5.61,729.55,-5.55,-2.86,-2.24,7.72,45.17,59.67,35.3,NA,0,HV2Y,HV2Y,0,0,0,-1,-1,-1,2,-1,-8.12,-8.12,NA,76.3,160.55,NA,6.96,49.16,54.05,33.93,0,1.293929,98,6.96,45.36,17.2,-55.92,108.82,1.100599,97
26-09-2025,NSE:IXIGO,EQ,11155.78,37.83,5.32,279.05,-0.07,-2.01,-10.68,-0.16,35.94,49.09,40.61,50.01,0,0,EEP,0,EEP,EEP,-1,-1,-1,-1,-1,-13.28,-13.28,-13.28,63.11,101.33,122.99,-0.92,39.93,43.47,39.24,57.35,1.29247,97,-0.92,40.83,11.28,-12.15,24.65,1.100736,98
26-09-2025,NSE:VIMTALABS,EQ,3674.62,37.08,6.76,728.65,-2.94,-13.23,-6.63,9.73,39.86,28.59,31.65,60.9,0,0,EEP,0,EEP,EEP,-1,-1,-1,12,-1,-16.93,-16.93,-16.93,62.05,70.83,182.53,8.97,43.85,22.97,30.28,68.24,1.291982,97,8.97,38.16,-27.98,8.79,51.61,1.128735,99
26-09-2025,NSE:KHAICHEM,EQ,1240.49,5.29,5.4,118.71,-4.25,-8.49,-8.81,11.29,25.99,57.82,40.33,31.45,0,HV2Q,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-10.25,-10.25,-10.25,28.68,157.12,157.12,10.53,29.98,52.2,38.96,38.79,1.276556,97,10.53,21.35,33.77,-36.98,-6.04,1.077552,96
26-09-2025,NSE:PROZONER,EQ,740.12,13.67,5.24,49.28,-1.52,2.05,12.54,19.58,25.37,39.2,49.15,44.01,HV2Q,HV2Q,HV2Q,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-1.52,-1.52,-1.52,34.9,74.81,125.74,18.82,29.36,33.58,47.78,51.35,1.276136,97,18.82,11.97,9.3,20.86,-1.28,1.076407,96
26-09-2025,NSE:QPOWER,EQ,7767.64,10.13,5.37,1013.45,-0.24,1.21,6.81,23.1,31.38,66.93,NA,NA,0,0,HVQ,0,0,0,-1,-1,2,-1,-1,-3.17,-3.17,NA,55.31,270.55,NA,22.34,35.37,61.31,0,0,1.275066,97,22.34,15.55,42.56,104.5,8.82,1.153262,99
26-09-2025,NSE:CARTRADE,EQ,12068.11,6.17,5.9,2434.1,-0.82,-4.38,3.94,6.68,34.14,30.83,33.64,59.93,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-11.08,-11.08,-11.08,44.17,75.63,187.5,5.92,38.13,25.21,32.27,67.27,1.272523,97,5.92,34.2,-14.25,8.56,48.43,1.116143,98
26-09-2025,NSE:SUBROS,EQ,6569.24,4.2,4.99,1131.05,0.69,11.17,18.62,23.04,17.29,47.62,45.15,32.44,EEP,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-0.14,-0.14,-0.14,43.61,104.03,108.58,22.28,21.28,42,43.78,39.78,1.254379,97,22.28,-2.69,27.43,-0.22,-14.35,1.067438,94
26-09-2025,NSE:GALLANTT,EQ,15972.8,3.93,4.89,656.1,-1.00,-0.82,-4.82,11.38,19.83,44.36,47.77,41.13,0,0,HV2Q,HV2Q,0,HV2Y,-1,-1,-1,-1,-1,-16.4,-16.4,-16.4,25.22,85.73,117.9,10.62,23.82,38.74,46.4,48.47,1.252346,97,10.62,14.32,21.36,10.62,-3.89,1.071158,95
26-09-2025,NSE:IMFA,EQ,5762.3,1.92,4.43,1123,-3.12,4.63,8.19,24.74,31.2,43.95,22.44,40.38,0,0,EEP,EEP,EEP,EEP,-1,5,0,-1,-1,-4.41,-4.41,-4.41,58.01,96.36,96.36,23.98,35.19,38.33,21.07,47.72,1.24567,97,23.98,13.36,9.29,-33.88,31.96,1.077175,96
26-09-2025,NSE:SHREERAMA,BE,807.48,6.01,6.27,58.54,0.84,-3.57,2.73,10.45,29.13,42.13,16.89,51.14,0,HV2Q,HV2Q,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-9.62,-9.62,-9.62,46.94,84.96,125.94,9.69,33.12,36.51,15.52,58.48,1.229093,97,9.69,25.63,9.1,-39.1,50.03,1.099456,97
26-09-2025,NSE:AGIIL,EQ,2890.48,1.99,2.73,1253.1,-0.76,6.12,7.09,8.73,20.78,26.96,28.89,59.58,0,0,HV2Y,HVQ,HV2Y,HV2Y,-1,-1,-1,7,-1,-0.76,-0.76,-0.76,32.89,78.28,170.15,7.97,24.77,21.34,27.52,66.92,1.226295,97,7.97,17.98,-1.44,7.14,51.98,1.103991,98
26-09-2025,NSE:SHREEPUSHK,EQ,1251.47,12.44,6.12,437.15,-2.25,12.11,24.18,26.67,24.31,35.54,27.97,42.39,HV2Y,0,HVQ,HVQ,HV2Y,HV2Y,4.06,-1,-1,-1,-1,-3.87,-3.87,-3.87,39.51,92.92,92.92,25.91,28.3,29.92,26.6,49.73,1.226127,96,25.91,1.55,5.6,-7.25,28.84,1.072495,95
26-09-2025,NSE:BHARATSE,EQ,969.32,3.54,5.75,175.27,-1.46,12.15,3.71,21.21,41.78,51.85,NA,NA,0,HVQ,0,HV2Y,0,0,-1,-1,-1,3,-1,-1.46,-1.46,NA,71.36,140.89,NA,20.45,45.77,46.23,0,0,1.220679,96,20.45,30.89,8.05,104.5,8.82,1.102388,98
26-09-2025,NSE:MAHKTECH,EQ,556.92,8.14,0.61,28.99,2.47,0.86,7.42,13.56,24.15,23.25,33.87,53.16,0,0,0,HVQ,HV2Y,HV2Y,-1,-1,2,-1,-1,0,0,0,36.1,55.36,106.04,12.8,28.14,17.63,32.5,60.5,1.218945,96,12.8,17.03,-10.42,18.34,37.98,1.087157,97
26-09-2025,NSE:SYRMA,EQ,16032.26,18.08,4.54,802.85,-3.88,-3.08,-2.8,8,30.63,39.23,25.33,44.68,0,0,0,EEP,EEP,EEP,-1,-1,-1,10,-1,-6.68,-6.68,-6.68,41.55,92.48,111.53,7.24,34.62,33.61,23.96,52.02,1.21592,96,7.24,29.37,3.16,-18.37,34.74,1.080136,96
26-09-2025,NSE:GVT&D,EQ,77991.77,3.6,3.5,2906.7,-1.63,-5.57,4.08,7.67,19.64,45.16,27.58,46.57,0,0,0,EEP,0,0,-1,-1,-1,-1,-1,-5.28,-5.28,-5.28,27.14,124.36,124.36,6.91,23.63,39.54,26.21,53.91,1.214798,96,6.91,17.75,22.52,-27.55,35.04,1.081298,96
26-09-2025,NSE:PFOCUS,EQ,5687.96,36.99,4.52,183.41,-3.57,-0.33,-2.99,21.51,25.4,47.25,26.39,24.8,0,0,HV2Y,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-6.23,-6.23,-6.23,32.11,104.22,104.22,20.75,29.39,41.63,25.02,32.14,1.214428,96,20.75,9.73,20.06,-35.05,6.66,1.056666,91
26-09-2025,NSE:PARADEEP,EQ,14759.53,128.82,5.77,182.45,-5.60,1.52,6.46,-21.7,13.47,44.53,39.33,53.41,0,0,EEP,0,EEP,EEP,-1,-1,-1,-1,-1,-21.21,-21.21,-21.21,14.8,79.54,122.07,-22.46,17.46,38.91,37.96,60.75,1.213213,96,-22.46,33.68,26.65,-4.87,32.03,1.09894,97
26-09-2025,NSE:AIIL,EQ,53161.52,2.21,3.3,2965.5,-1.24,-6.57,-5.71,-7.79,11.63,47.21,43.66,42.56,0,0,0,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,-9.72,-9.72,-9.72,18.98,95.95,110.38,-8.55,15.62,41.59,42.29,49.9,1.212146,96,-8.55,22.8,31.02,-2.23,6.86,1.07659,96
26-09-2025,NSE:SUNDARMHLD,EQ,13770.44,5.01,5.17,563.85,-1.62,-7.82,-3.63,15.19,6.53,42.72,47.58,30.29,0,2,0,HVQ,HVQ,HV2Y,-1,-1,-1,-1,22,-10.74,-10.74,-10.74,25.12,88.23,132.08,14.43,10.52,37.1,46.21,37.63,1.211483,96,14.43,-5.44,29.48,13,-24.17,1.061651,94
26-09-2025,NSE:SRM,EQ,1280.29,5.38,5.41,546,-1.76,-2.46,10.47,15.24,12.71,41.3,29.42,47.51,HV2Y,0,0,HVQ,HVQ,HVQ,-1,-1,-1,-1,-1,-3.18,-3.18,-3.18,23.74,79.99,115.55,14.48,16.7,35.68,28.05,54.85,1.20969,96,14.48,1.8,23.51,-15.73,34.45,1.078733,96
26-09-2025,NSE:YATHARTH,EQ,7481.43,5.94,3.71,781.35,0.04,0.63,1.42,9.64,32.36,47.01,20.78,26.67,0,0,0,0,EEP,EEP,-1,-1,-1,6,-1,-2.54,-2.54,-2.54,45.98,87.28,117.74,8.88,36.35,41.39,19.41,34.01,1.204081,96,8.88,29.92,12.42,-44.99,16.25,1.06262,94
26-09-2025,NSE:HNGSNGBEES,EQ,1246.56,2.34,2.15,526.19,0.65,0.02,1.7,12.54,26.63,25.76,33.13,45.91,0,0,0,0,HV2Y,HV2Y,-1,-1,4,-1,-1,-0.08,-0.08,-0.08,37.49,51.18,76.59,11.78,30.62,20.14,31.76,53.25,1.20375,96,11.78,20.89,-10.42,14.42,27.94,1.074396,95
26-09-2025,NSE:SHAILY,EQ,10868.38,1.48,4.51,2243.1,-1.64,-4.76,-0.27,5.84,24.24,17.43,34.45,53.5,0,EEP,EEP,0,EEP,EEP,-1,-1,-1,4,-1,-9.46,-9.46,-9.46,45.26,61.32,148.63,5.08,28.23,11.81,33.08,60.84,1.201543,95,5.08,24.32,-18.24,25.11,37.88,1.090548,97
26-09-2025,NSE:NILASPACES,EQ,637.71,20.8,7.13,18.47,-1.39,13.21,16.73,28.1,35.3,31.02,1.25,35.25,HV2Y,0,HV2Q,HV2Q,0,HV2Y,-1,-1,-1,-1,-1,-1.39,-1.39,-2.89,57.19,71.65,75.24,27.34,39.29,25.4,-0.12,42.59,1.201405,95,27.34,14.8,-15.85,-38.67,43.25,1.076469,96
26-09-2025,NSE:EMKAY,EQ,671.48,3.89,7.74,324.51,-5.00,18.96,32.26,31.36,30.66,30.32,-3.23,38.68,HV2Q,0,0,0,HVQ,HV2Y,4.19,-1,-1,-1,-1,-14.5,-14.5,-14.5,57.51,84.8,91.26,30.6,34.65,24.7,-4.6,46.02,1.198092,95,30.6,3.77,-9.73,-43.66,49.42,1.084419,97
26-09-2025,NSE:PARAGMILK,EQ,3521.59,20.59,4.91,269.67,-1.76,-9.07,-2.84,14.51,17.42,43.18,31.49,34.03,EEP,0,0,EEP,EEP,EEP,-1,-1,-1,-1,-1,-9.62,-9.62,-9.62,26.96,80.44,90.82,13.75,21.41,37.56,30.12,41.37,1.196031,95,13.75,8.19,21.95,-16.08,12.53,1.059282,93
26-09-2025,NSE:SILVERIETF,EQ,8641.75,66.85,1.9,138.54,0.65,7.11,7.26,15.29,23.61,28.94,36.18,35.94,0,0,0,0,0,0,-1,-1,2,-1,-1,0,0,0,29.61,52.73,60.94,14.53,27.6,23.32,34.81,43.28,1.191561,95,14.53,14.6,-2.27,14.7,8.44,1.058417,93
26-09-2025,NSE:HDFCSILVER,EQ,1975.83,38.6,1.84,133.58,0.67,7.03,7.09,15.41,23.69,28.93,35.96,35.96,0,0,0,0,0,0,-1,-1,2,-1,-1,0,0,0,29.85,53.35,60.55,14.65,27.68,23.31,34.59,43.3,1.191495,95,14.65,14.56,-2.37,14.4,8.82,1.058426,93
26-09-2025,NSE:SILVER,EQ,1309.78,13.64,2.58,138.72,0.74,6.97,7.16,15.25,23.62,29.07,36.04,35.92,0,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,29.94,52.86,60.56,14.49,27.61,23.45,34.67,43.26,1.191385,95,14.49,14.65,-2.11,14.33,8.64,1.058338,93
26-09-2025,NSE:SILVERADD,EQ,1193.04,11.52,1.97,133.89,0.56,7.01,7.43,15.29,23.65,28.95,36.04,35.95,0,0,0,0,0,0,-1,-1,3,-1,-1,0,0,0,29.81,53.81,60.6,14.53,27.64,23.33,34.67,43.29,1.191373,95,14.53,14.65,-2.3,14.48,8.68,1.058399,93
26-09-2025,NSE:SIRCA,EQ,2680.15,5.67,3.05,483.75,-3.10,-1.23,3.69,6.66,20.99,46.97,31.47,27.45,0,0,EEP,EEP,EEP,0,-1,-1,-1,5,-1,-4.69,-4.69,-4.69,30.67,100.56,101.77,5.9,24.98,41.35,30.1,34.79,1.191228,95,5.9,20.14,23.64,-24.71,2.95,1.05653,91
26-09-2025,NSE:AXISILVER,EQ,505.74,6.84,2.63,138.26,0.68,7.12,7.28,15.33,23.5,28.76,35.99,36.2,0,0,0,0,0,0,-1,-1,3,-1,-1,0,0,0,29.54,52.74,60.28,14.57,27.49,23.14,34.62,43.54,1.191164,95,14.57,14.42,-2.36,14.64,9.15,1.058604,93
26-09-2025,NSE:TATSILV,EQ,512.32,131,5.85,13.5,0.90,7.11,7.33,15.33,23.48,29.04,35.93,35.93,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,30.06,52.89,60.33,14.57,27.47,23.42,34.56,43.27,1.190958,95,14.57,14.4,-1.98,14.21,8.82,1.058236,92
26-09-2025,NSE:SBISILVER,EQ,1469.3,17.04,2.48,136.33,0.32,7.05,7.13,15.22,23.2,29.16,36.02,35.92,0,0,0,0,0,0,-1,-1,3,-1,-1,0,0,0,29.78,52.85,60.52,14.46,27.19,23.54,34.65,43.26,1.190566,95,14.46,14.19,-1.47,14.17,8.67,1.058084,92
26-09-2025,NSE:SILVERBEES,EQ,12719.26,246.76,1.24,133.01,0.48,7.04,7.03,15.21,23.57,28.9,35.87,35.83,0,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,29.8,52.83,60.35,14.45,27.56,23.28,34.5,43.17,1.1904,94,14.45,14.64,-2.27,14.3,8.76,1.05815,92
26-09-2025,NSE:SILVER1,EQ,1778.18,8.24,2.31,134.56,0.29,7.01,6.9,15.18,23.65,28.82,35.86,35.82,0,0,0,0,0,0,-1,-1,1,-1,-1,0,0,0,29.82,52.77,60.15,14.42,27.64,23.2,34.49,43.16,1.190338,94,14.42,14.78,-2.47,14.39,8.76,1.058182,92
26-09-2025,NSE:HBLENGINE,EQ,23256.66,15.81,3.82,835.65,1.90,-0.32,-4.51,6.55,29.28,43.46,22.41,26.96,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-8.11,-8.11,-8.11,49.49,81.72,105.62,5.79,33.27,37.84,21.04,34.3,1.183754,94,5.79,29.1,10.8,-32.73,14.69,1.057844,92
26-09-2025,NSE:DECCANCE,EQ,1575.84,1.09,4.32,1085,-3.26,-3.32,1.31,5.89,14.87,26.18,41.56,43.17,0,0,EEP,EEP,EEP,0,-1,-1,-1,19,-1,-4.81,-4.81,-4.81,26.63,51.99,92.85,5.13,18.86,20.56,40.19,50.51,1.182926,94,5.13,14.32,4.05,25.33,11.57,1.065642,94
26-09-2025,NSE:GARUDA,EQ,1898.98,14.31,4.9,187.33,-4.46,-9.09,-8.63,-5.31,33.23,42.87,39.72,NA,0,0,HVQ,HVQ,0,0,-1,-1,-1,18,-1,-14.67,-14.67,NA,55.68,109.92,NA,-6.07,37.22,37.25,38.35,0,1.182221,94,-6.07,41.38,5.19,-1.01,108.82,1.082201,96
26-09-2025,NSE:ANANDRATHI,EQ,25154.42,1.12,2.58,2866.7,-0.27,-6.12,-3.85,3.44,27.58,35.58,30.68,32.28,0,0,EEP,0,0,0,-1,-1,-1,4,-1,-6.49,-6.49,-6.49,37.7,70.38,73.44,2.68,31.57,29.96,29.31,39.62,1.177844,94,2.68,29.78,1.81,-3.1,11.13,1.058599,93
26-09-2025,NSE:KMEW,EQ,2705.65,1.48,5.98,2492,-0.99,-0.69,12.48,25.04,35.16,37.53,11.63,NA,HV2Y,HV2Y,0,0,0,0,-1,-1,-1,-1,-1,-2.72,-2.72,NA,60.08,89.46,NA,24.28,39.15,31.91,10.26,0,1.176627,94,24.28,18.29,-5.58,-36.96,108.82,1.044895,87
26-09-2025,NSE:CHOICEIN,EQ,16658.1,4.44,2.07,804.45,-1.92,-0.65,-1.62,0.96,12.55,37.6,34.34,42.3,0,0,0,EEP,0,0,-1,-1,-1,-1,1,-2.64,-2.64,-2.64,16.46,66.23,78.43,0.2,16.54,31.98,32.97,49.64,1.175618,94,0.2,16.48,19.41,-0.73,20.94,1.064972,94
