Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
26-09-2025,NSE:DAMCAPITAL,EQ,1738.8,6.82,4.21,237.48,-5.72,-3.36,6.51,6.88,-8.43,1.53,NA,NA,0,0,0,0,0,0,-1,-1,-1,-1,-1,-8.63,-20.47,NA,13.8,18.16,NA,6.12,-4.44,-4.09,0,0,1.003439,55,6.12,-11.66,-0.05,104.5,8.82,1.006171,59
26-09-2025,NSE:JKLAKSHMI,EQ,10588.54,1.12,2.51,849.45,-1.34,-5.39,-6.21,-8.08,-4.33,6.63,1.63,9.29,0,0,0,0,0,0,-1,-1,-1,-1,-1,-15.76,-15.76,-15.76,0,10.92,26.48,-8.84,-0.34,1.01,0.26,16.63,1.003381,54,-8.84,8.24,1.27,-0.86,16.6,1.013076,67
26-09-2025,NSE:NAVKARCORP,EQ,1934.47,4.5,3.72,119.91,-0.82,-6.87,-3.97,0.94,7.31,19.75,-34.3,-14.73,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-12.62,-12.62,-27.52,15.03,42.29,42.29,0.18,11.3,14.13,-35.67,-7.39,1.003173,54,0.18,11.21,4.18,-62.85,23.39,1.006657,60
26-09-2025,NSE:CPPLUS,EQ,16409.89,2.87,4.03,1254.7,-5.00,-11.84,-14.37,0.35,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,3,-1,NA,NA,NA,NA,NA,NA,-0.41,0,0,0,0,1.003004,54,-0.41,104.78,-9.24,4.5,8.82,1.006173,59
26-09-2025,NSE:ZYDUSLIFE,EQ,104447.09,10.28,1.87,975,-4.34,-6.39,-7.15,-0.37,-0.7,6.94,1.05,-8.23,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-6.95,-6.95,-9.75,4.54,18.6,18.6,-1.13,3.29,1.32,-0.32,-0.89,1.002983,54,-1.13,4.45,-1.66,-1.83,-0.56,1.000374,51
26-09-2025,NSE:MEDIASSIST,EQ,3815.09,1.5,2.88,528.05,-3.32,-1.73,3.84,1.44,5.31,14.25,-7.92,-28.36,0,0,0,0,EEP,EEP,-1,-1,-1,-1,-1,-9.67,-9.67,-22.86,4.4,24.45,25.49,0.68,9.3,8.63,-9.29,-21.02,1.002954,54,0.68,8.71,0.2,-21.35,-10.12,0.991792,39
26-09-2025,NSE:WAAREERTL,EQ,11310.75,4.09,3.21,1011.6,-2.74,-7.91,-8.49,-2.56,2.59,NA,NA,NA,0,0,0,0,0,0,-1,-1,-1,-1,-1,-15.88,NA,NA,3.65,NA,NA,-3.32,6.58,0,0,0,1.002766,54,-3.32,9.8,90.76,4.5,8.82,1.009239,63
26-09-2025,NSE:BLUESTARCO,EQ,40364.24,3.89,2.31,1890.1,-1.93,-3.9,0.28,0.53,14.08,-16.32,-4.93,-6.49,0,0,0,0,EEP,EEP,-1,-1,-1,-1,-1,-5.34,-14.03,-19.14,15.56,23.35,23.35,-0.23,18.07,-21.94,-6.3,0.85,1.002754,54,-0.23,18.4,-44.62,14.29,7.32,1.011671,66
26-09-2025,NSE:LIQUIDBEES,EQ,10840.42,23.82,0.02,1000,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-0.76,3.99,-5.62,-1.37,7.34,1.002565,54,-0.76,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:URBANCO,EQ,26686.24,786.98,7.17,171.63,0.70,-7.68,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,3,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,54,99.24,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:VIKRAN,EQ,2953.08,199.59,5.8,96.99,-4.22,-18.45,-9.59,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,54,99.24,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:STLNETWORK,EQ,1400.33,87.91,7.74,30.1,-4.96,2.56,27.48,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,2,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,54,99.24,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:SHRINGARMS,EQ,1824.49,68.18,4.05,184.29,-2.20,-2.89,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,3,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,54,99.24,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:AHCL,EQ,701.6,15.08,6.31,128.67,-3.86,-4.54,14.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,53,99.24,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:DEVX,BE,521.19,17.23,6.57,53.16,-3.33,-8.71,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,3,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,53,99.24,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:SGMART,EQ,4813.2,1.19,3.53,362.95,-3.42,-5.83,1.34,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,53,99.24,4.78,-9.24,4.5,8.82,1.005731,57
26-09-2025,NSE:ANONDITA,SM,634.84,3.55,6.6,342.05,-6.29,-2.68,-5.19,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,53,99.24,4.78,-9.24,4.5,8.82,1.005731,57
26-09-2025,NSE:AMANTA,BE,547.49,8.13,4.91,138.17,-0.75,-2.16,-1.23,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,53,99.24,4.78,-9.24,4.5,8.82,1.005731,57
26-09-2025,NSE:TIGERLOGS,EQ,530.74,6.42,10.02,47.6,-4.40,-6.05,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,2,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.002563,53,99.24,4.78,-9.24,4.5,8.82,1.005731,57
26-09-2025,NSE:LIQUIDIETF,EQ,1681.22,3.72,0.17,999.99,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-0.76,3.99,-5.62,-1.37,7.34,1.002561,53,-0.76,4.78,-9.24,4.5,8.82,1.005731,58
26-09-2025,NSE:MIDCAPIETF,EQ,525.51,10.07,2.01,21.64,-1.73,-4.39,-2.77,0.51,-3.79,8.64,-0.14,-6.42,0,0,0,0,0,0,-1,-1,-1,-1,-1,-4.54,-4.54,-6.36,1.07,15.11,18.51,-0.25,0.2,3.02,-1.51,0.92,1.002265,53,-0.25,0.46,2.74,-5.11,2.54,1.000971,51
26-09-2025,NSE:MIDCAPETF,EQ,1266.82,23.88,3.06,21.35,-1.97,-4.45,-2.67,0.56,-3.98,8.52,0.09,-6.42,0,0,0,0,0,0,-1,-1,-1,-1,-1,-4.56,-4.56,-6.28,0.99,16.79,18.35,-0.2,0.01,2.9,-1.28,0.92,1.002196,53,-0.2,0.21,2.79,-4.72,2.3,1.000938,51
26-09-2025,NSE:SINCLAIR,EQ,558.73,1.59,4.64,97.33,-1.95,-10.68,-14.35,-0.16,8.6,9.94,-28.7,-2.9,0,0,HVQ,0,HVQ,HVQ,-1,-1,-1,-1,-1,-12.86,-12.86,-27.06,5.3,18.8,24.51,-0.92,12.59,4.32,-30.07,4.44,1.002147,53,-0.92,13.53,-7.78,-38.39,28.87,1.01138,65
26-09-2025,NSE:BLUSPRING,EQ,1280.82,7.62,3.83,79.05,-0.85,-8.7,-0.06,-1.13,0.72,NA,NA,NA,0,0,0,0,0,0,-1,-1,-1,-1,-1,-16.75,NA,NA,7.57,NA,NA,-1.89,4.71,0,0,0,1.002078,53,-1.89,6.61,90.76,4.5,8.82,1.00667,60
26-09-2025,NSE:MID150BEES,EQ,2777.97,6.61,2.1,216.44,-1.82,-4.4,-2.73,0.63,-3.96,8.52,-0.21,-6.37,0,0,0,0,0,0,-1,-1,-1,-1,-1,-4.47,-4.47,-6.25,1.38,15.37,18.27,-0.13,0.03,2.9,-1.58,0.97,1.002077,52,-0.13,0.16,2.77,-5.05,2.67,1.000949,51
26-09-2025,NSE:RELIANCE,EQ,1904830.85,92.34,1.16,1377.6,0.38,-2.16,-1.26,-0.6,-10,6.69,11.24,-8.4,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-10.63,-10.63,-10.63,1.75,18.18,18.56,-1.36,-6.01,1.07,9.87,-1.06,1.001985,52,-1.36,-4.56,5.93,9.38,-13.31,1.00082,51
26-09-2025,NSE:GMRP&UI,EQ,8899.71,26.93,3.87,113.62,-2.35,-9.4,-2.74,1.57,-0.93,4.07,12.47,-30.8,EEP,0,EEP,EEP,0,0,-1,-1,-1,-1,-1,-13.7,-16.61,-30.1,8.14,9.83,20.98,0.81,3.06,-1.55,11.1,-23.46,1.001921,52,0.81,2.24,-4.28,13.25,-40.61,0.992702,40
26-09-2025,NSE:NIFTY,IN,,,,24654.7,-0.95,-2.73,-1.86,0.62,-3.99,4,3.76,-5.21,0,0,0,0,0,0,0,-1,-1,-1,-1,-3.47,-3.83,-5.96,,,,-0.14,0,-1.62,2.39,2.13,1.001903,,-0.14,0.14,-1.56,4.25,-0.5,1.001617,
26-09-2025,NSE:GOCLCORP,EQ,1819.56,1.57,3.83,351.55,-1.65,-3.91,-0.17,-2.6,-2.49,20.65,-3.78,-23.31,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-11.94,-11.94,-19.73,4.63,39.5,39.5,-3.36,1.5,15.03,-5.15,-15.97,1.001759,52,-3.36,4.89,13.34,-26.29,-10,0.995681,45
26-09-2025,NSE:SIMPLEXINF,EQ,2431,1.17,4.48,284.75,-3.34,-7.46,-3.78,-4.11,3.72,-7.11,-6.67,12.36,EEP,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-10.82,-13.2,-16.56,12.02,12.02,33.8,-4.87,7.71,-12.73,-8.04,19.7,1.001757,52,-4.87,12.3,-20.49,4.91,26.66,1.018839,73
26-09-2025,NSE:ABFRL,EQ,11244.76,137.57,4.07,84.9,-2.76,-8.49,-4.1,8.03,12.01,-0.48,-11.27,-35.53,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-9.18,-11.14,-27.86,16.51,17.15,17.15,7.27,16,-6.1,-12.64,-28.19,1.001607,52,7.27,9.11,-23.43,-6.25,-12.98,0.989422,35
26-09-2025,NSE:KOTAKBANK,EQ,405434.24,34.47,1.38,1994.8,-0.93,-1.81,1.13,2.51,-10.68,-8.78,12.32,3.01,0,0,0,0,0,0,-1,-1,-1,-1,-1,-10.52,-12.08,-12.08,2.69,2.69,18.19,1.75,-6.69,-14.4,10.95,10.35,1.001275,52,1.75,-8.75,-7.52,23.9,-1.79,1.009462,63
26-09-2025,NSE:RAYMONDREL,EQ,4400.86,2.52,3.6,612.9,-2.87,-8.44,-0.32,-1.19,NA,NA,NA,NA,0,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-1.95,0,0,0,0,1.001088,52,-1.95,104.78,-9.24,4.5,8.82,1.004251,56
26-09-2025,NSE:JBMA,EQ,17155.29,51.7,4.2,686,-3.75,-5.77,-3.93,12,6.34,6.55,-18.18,-36.32,0,EEP,0,EEP,EEP,EEP,-1,-1,-1,-1,-1,-7.51,-7.51,-26.13,15.65,16.87,39.11,11.24,10.33,0.93,-19.55,-28.98,1.000749,52,11.24,-1.65,-9.02,-21.95,-6.53,0.987021,31
26-09-2025,NSE:VIPIND,EQ,6393.44,4.09,3.14,409.45,-3.93,-9.89,-7.67,-3.97,-1.89,29.47,-15.37,-36,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-15.22,-15.22,-29.37,0.87,57.48,57.48,-4.73,2.1,23.85,-16.74,-28.66,1.000506,52,-4.73,6.78,21.54,-59.07,-9.06,0.996977,47
26-09-2025,NSE:NDTV,EQ,836.19,1.82,3.99,119.02,-2.59,-8.97,-10.68,6.12,-8.39,21.17,-9.27,-28.48,0,0,0,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-9.65,-11.86,-22.66,19.46,34.13,34.13,5.36,-4.4,15.55,-10.64,-21.14,1.000472,52,5.36,-10.68,18.03,-34.11,-8.76,0.994302,43
26-09-2025,NSE:ADANIGREEN,EQ,164485.85,51.52,3.24,1047.4,-2.98,1.59,6.27,12.05,3.04,11.84,1.56,-93.93,EEP,0,0,0,EEP,EEP,-1,-1,-1,-1,-1,-9.09,-9.09,-49.41,14.66,21.68,36.28,11.29,7.03,6.22,0.19,-86.59,1.000415,52,11.29,-5.47,-0.16,-7.16,-88.18,0.973727,16
26-09-2025,NSE:MOM100,EQ,702.72,3.62,2.01,60.81,-1.73,-4.54,-2.93,0.76,-4.87,8.21,-0.54,-6.91,0,0,0,0,0,0,-1,-1,-1,-1,-1,-5.19,-5.19,-6.65,1.33,15.81,18.08,0,-0.88,2.59,-1.91,0.43,1.000212,51,0,-0.89,3.23,-5.03,2.49,1.000333,51
26-09-2025,NSE:HINDZINC,EQ,191575.96,42.36,2.5,449.1,-3.78,-0.88,-3.08,6.1,-0.46,1.04,-3.18,-12.2,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-3.78,-15.91,-19.86,8.11,12.11,15.91,5.34,3.53,-4.58,-4.55,-4.86,1.000169,51,5.34,-2.2,-7.75,0.24,0.08,0.997358,47
26-09-2025,NSE:JAGSNPHARM,EQ,1631.13,1.29,3.92,214.95,-8.50,-13.09,-11.84,-8.21,-2.35,0.53,-18.47,23.54,0,0,HV2Y,HV2Y,HVQ,HVQ,-1,-1,-1,-1,-1,-26.58,-26.58,-29.4,0,7.15,32.91,-8.97,1.64,-5.09,-19.84,30.88,1.000109,51,-8.97,10.2,-6.43,-14.61,44.28,1.033264,82
26-09-2025,NSE:SHANTIGOLD,EQ,1614.23,6.05,3.5,218.33,1.83,-1.96,-2.42,-2.01,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-2.77,0,0,0,0,1.000098,51,-2.77,104.78,-9.24,4.5,8.82,1.003258,55
26-09-2025,NSE:CNX500,IN,,,,22713.15,-1.34,-3.41,-2.1,0.76,-3.99,5.62,1.37,-7.34,0,0,0,0,0,0,0,-1,-1,-1,-1,-3.83,-3.84,-7.28,,,,0,0,0,0,0,1,,0,0,0,0,0,1,
26-09-2025,NSE:UTINEXT50,EQ,2057.73,1,1.8,72.15,-1.62,-3.41,-1.14,1.86,-1.62,7.29,-1.68,-12.61,0,0,0,0,0,0,-1,-1,-1,-1,-1,-3.62,-3.62,-12.53,2.68,11.5,18.36,1.1,2.37,1.67,-3.05,-5.27,0.999964,51,1.1,1.24,-0.47,-5.17,-1.94,0.997179,47
26-09-2025,NSE:FILATEX,EQ,2531.31,8.83,3.25,51.65,-3.28,-10.24,-8.11,-0.97,-5.54,26.91,-19.5,-20.68,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-17.2,-17.2,-27.61,0,45.33,45.33,-1.73,-1.55,21.29,-20.87,-13.34,0.99989,51,-1.73,0.25,21.51,-59,7.83,1.003238,55
26-09-2025,NSE:BRIGHOTEL,EQ,3205.87,4.51,2.48,82.47,-0.39,-2.24,-0.98,-2.19,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-2.95,0,0,0,0,0.999871,51,-2.95,104.78,-9.24,4.5,8.82,1.003031,54
26-09-2025,NSE:RBA,EQ,4966.1,21.17,3.35,79.2,-1.33,-8.43,-2.5,-0.78,-2.42,20.44,1.31,-42.66,EEP,0,0,EEP,0,EEP,-1,-1,-1,-1,-1,-7.79,-8.05,-30.03,1.85,31.02,32.33,-1.54,1.57,14.82,-0.06,-35.32,0.999844,51,-1.54,3.15,13.08,-19.54,-35.74,0.987723,32
26-09-2025,NSE:MARATHON,EQ,4457.17,1.1,3.52,615.35,-1.23,-7.38,2.4,-3.77,-4,14.8,0.2,-13.28,0,0,HVY,HVY,0,HV2Y,-1,-1,-1,-1,-1,-19.16,-19.16,-19.16,2.46,36.18,70.69,-4.53,-0.01,9.18,-1.17,-5.94,0.999792,51,-4.53,4.56,8.83,-12.63,-4.69,0.998455,49
26-09-2025,NSE:VESUVIUS,EQ,10655.44,1.51,2.52,509.3,-0.85,-4.16,-2.65,2.64,-8.68,9.7,4.94,-15.64,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-7.82,-17.72,-17.72,2.71,24.58,41.6,1.88,-4.69,4.08,3.57,-8.3,0.99977,51,1.88,-6.85,7.67,-0.78,-12.82,0.99613,45
26-09-2025,NSE:NIFTY_TOTAL_MKT,IN,,,,12780.55,-1.37,-3.45,-2.12,0.75,-3.98,5.74,1.02,-7.47,0,0,0,0,0,0,0,-1,-1,-1,-1,-3.84,-3.84,-7.37,,,,-0.01,0.01,0.12,-0.35,-0.13,0.999735,,-0.01,0.02,0.11,-0.52,0.24,0.99988,
26-09-2025,NSE:KROSS,EQ,1403.08,31.73,6.05,198.78,-3.57,-9.27,-9.4,2.66,0.96,9.97,-9.03,-15.2,0,HV2Q,HVQ,HVQ,0,0,-1,-1,-1,-1,-1,-13.48,-13.48,-17.85,24.6,28.54,28.54,1.9,4.95,4.35,-10.4,-7.86,0.999723,51,1.9,3.03,-0.14,-16.6,3.15,0.996437,45
26-09-2025,NSE:NEXT50IETF,EQ,1752.06,5.17,1.69,70.57,-1.64,-3.53,-1.49,1.77,-1.57,7.2,-1.8,-12.92,0,0,0,0,0,0,-1,-1,-1,-1,-1,-3.66,-3.66,-12.68,2.57,11.57,17.48,1.01,2.42,1.58,-3.17,-5.58,0.99953,51,1.01,1.38,-0.6,-5.2,-2.11,0.996968,46
26-09-2025,NSE:JUNIORBEES,EQ,6808.52,2.46,1.98,722.59,-1.66,-3.62,-1.33,1.82,-1.57,7.18,-1.88,-12.98,0,0,0,0,0,0,-1,-1,-1,-1,-1,-3.64,-3.64,-12.5,2.62,12.9,18.05,1.06,2.42,1.56,-3.25,-5.64,0.999467,50,1.06,1.33,-0.63,-5.26,-2.07,0.996924,46
26-09-2025,NSE:RAILTEL,EQ,12644.97,34.58,3.26,377.95,-0.70,-4.19,0.89,11.02,-13.32,14.45,-5.09,-24.05,EEP,0,0,EEP,EEP,EEP,-1,-1,-1,-1,-1,-11.78,-18.04,-19.29,15.16,34.24,37.14,10.26,-9.33,8.83,-6.46,-16.71,0.999334,50,10.26,-22.58,15.26,-18.34,-9.22,0.99497,44
26-09-2025,NSE:BFUTILITIE,EQ,2941.84,3.66,3.33,809.25,-3.00,3.8,0.33,-1.94,3.47,18.6,-25.83,-10.99,HV2Y,HV2Q,HV2Q,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-5.64,-5.64,-27.24,14.21,25.32,38.05,-2.7,7.46,12.98,-27.2,-3.65,0.999272,50,-2.7,10.09,6.43,-50.08,20.61,1.005752,58
26-09-2025,NSE:SHREEJISPG,EQ,4126.72,9.88,2.41,246.3,-2.13,-3.65,-3.67,-2.8,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-3.56,0,0,0,0,0.999148,50,-3.56,104.78,-9.24,4.5,8.82,1.002305,53
26-09-2025,NSE:VEDL,EQ,178215.94,100.42,2.46,447.95,-2.97,-1.71,-0.66,5.23,-3.53,-3.09,-3.16,-1.15,0,0,0,0,0,0,-1,-1,-1,-1,-1,-4.58,-5.17,-14.19,6.49,20.89,20.89,4.47,0.46,-8.71,-4.53,6.19,0.999044,50,4.47,-4.47,-8.82,4.44,10.77,1.003848,56
26-09-2025,NSE:DCBBANK,EQ,4087.57,9.54,2.17,123.83,-1.30,-5.15,-2.61,2.92,-16.92,8.56,1.07,2.18,0,0,0,EEP,0,EEP,-1,-1,-1,-1,-1,-16.99,-17.15,-17.15,3.01,11.27,21.5,2.16,-12.93,2.94,-0.3,9.52,0.999043,50,2.16,-15.66,12.55,-3.69,9.94,1.006896,60
26-09-2025,NSE:ELECON,EQ,13957.68,5.98,3.1,565.7,-3.21,-9.86,-6.15,4.78,-15.49,22.69,-10.92,-16.29,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-14.33,-19.8,-22.64,5.02,36.46,45.65,4.02,-11.5,17.07,-12.29,-8.95,0.998616,50,4.02,-16.51,23.82,-38.98,3.98,1.003289,55
26-09-2025,NSE:HUDCO,EQ,45843.51,40.76,2.6,220.05,-3.68,-4.09,1.62,6.9,-7.27,7.28,-5.54,-10.63,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-8.47,-11.15,-14.83,7.61,12.91,33.25,6.14,-3.28,1.66,-6.91,-3.29,0.998425,50,6.14,-10.44,4.32,-9.32,3.99,0.99809,48
26-09-2025,NSE:HDBFS,EQ,65162.47,6.92,1.78,755.85,-1.47,-3.76,-2.59,-3.45,NA,NA,NA,NA,0,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-4.21,0,0,0,0,0.99838,50,-4.21,104.78,-9.24,4.5,8.82,1.001535,52
26-09-2025,NSE:CNXMIDCAP,IN,,,,56378.55,-2.05,-4.82,-3.28,0.59,-5.33,7.82,-1.2,-7.69,0,0,0,0,0,0,0,-1,-1,-1,-1,-5.64,-5.64,-7.35,,,,-0.17,-1.34,2.2,-2.57,-0.35,0.997988,,-0.17,-1.18,3.25,-5.29,2.42,0.999576,
26-09-2025,NSE:SANGHIIND,EQ,1701.59,1.68,2.44,64.08,-2.44,-2.45,0.91,1.76,-0.05,9.08,3.6,-33.36,0,0,0,0,0,0,-1,-1,-1,-1,-1,-7.56,-7.56,-28.53,1.97,10.25,23.49,1,3.94,3.46,2.23,-26.02,0.997986,50,1,2.94,-0.12,-1.52,-29.53,0.988639,34
26-09-2025,NSE:IGCL,EQ,682.38,5.91,4.3,102.84,-2.22,-4.46,-8.82,-3.83,NA,NA,NA,NA,0,0,0,0,0,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-4.59,0,0,0,0,0.997939,50,-4.59,104.78,-9.24,4.5,8.82,1.001092,52
26-09-2025,NSE:NIFTYMIDSML400,IN,,,,19435.45,-2.01,-4.62,-2.83,0.58,-4.72,8.54,-2.44,-8.59,0,0,0,0,0,0,0,-1,-1,-1,-1,-5.71,-5.71,-8.02,,,,-0.18,-0.73,2.92,-3.81,-1.25,0.9978,,-0.18,-0.55,3.42,-7.5,2.81,0.999156,
26-09-2025,NSE:NIACL,EQ,33149.52,9.55,2.88,187.89,-3.45,-7.13,-2.45,-2.1,2.24,14.47,-5.39,-25.92,0,0,EEP,EEP,EEP,EEP,-1,-1,-1,-1,-1,-8.05,-8.05,-21,8.28,25.17,32.21,-2.86,6.23,8.85,-6.76,-18.58,0.997727,50,-2.86,9.03,3.28,-18.72,-10.67,0.992425,40
26-09-2025,NSE:ICICIBANK,EQ,1001683.8,95.68,1.08,1359.6,-1.18,-3.13,-4.27,-2.91,-7.55,1.17,4.59,2.77,0,0,0,0,0,0,-1,-1,-1,-1,-1,-8.67,-8.67,-8.67,0,5.6,13.66,-3.67,-3.56,-4.45,3.22,10.11,0.99763,49,-3.67,0.27,-1.14,7.96,6.92,1.006262,59
26-09-2025,NSE:SARLAPOLY,EQ,850.73,1.19,3.43,99.3,0.85,-2.38,1.1,-4.13,-13.48,17.54,-16.38,10.16,0,0,0,HVQ,HVQ,HV2Y,-1,-1,-1,-1,-1,-19.14,-19.14,-22.32,1.47,33.81,41.35,-4.89,-9.49,11.92,-17.75,17.5,0.997521,49,-4.89,-4.2,18.1,-36.65,31.63,1.02013,74
26-09-2025,NSE:JIOFIN,EQ,201775.78,105.11,1.65,295.85,-1.91,-7.15,-5.19,-4.82,-9.33,23.09,-2.99,-19.74,0,0,0,0,EEP,EEP,-1,-1,-1,-1,-1,-11.4,-11.4,-17.62,0,38.56,47.25,-5.58,-5.34,17.47,-4.36,-12.4,0.997507,49,-5.58,0.47,20.42,-29.42,-7.44,0.999026,49
26-09-2025,NSE:GOLDIAM,EQ,4515.58,8.7,4.27,368.1,-0.88,-8.27,-8.46,2.53,6.19,-6.78,-11.25,-3.02,0,EEP,0,EEP,EEP,EEP,-1,-1,-1,-1,-1,-11.63,-11.63,-32.15,11.06,35.11,35.11,1.77,10.18,-12.4,-12.62,4.32,0.997447,49,1.77,8.54,-23.07,0.31,16.22,1.005706,57
26-09-2025,NSE:SUMICHEM,EQ,30407.96,3.07,3.34,535.45,-3.66,-12.39,-3.6,-5.85,2.38,1.64,1.55,-5.84,0,0,EEP,0,EEP,EEP,-1,-1,-1,-1,-1,-17.91,-17.91,-17.91,3.38,8.84,16.25,-6.61,6.37,-3.98,0.18,1.5,0.997389,49,-6.61,12.56,-10,4.41,1.32,1.003376,55
26-09-2025,NSE:ARKADE,EQ,3360.51,8.8,2.65,170.08,-2.80,-6.37,-5.87,-3.03,-14.75,11.22,3.85,NA,0,0,HVQ,HVQ,0,0,-1,-1,-1,-1,-1,-18.56,-18.56,NA,0,16.96,NA,-3.79,-10.76,5.6,2.48,0,0.997367,49,-3.79,-6.59,13.4,-3.81,108.82,1.008193,61
26-09-2025,NSE:CANFINHOME,EQ,10306.13,1.38,2.39,743.6,-2.49,-4.06,-0.37,2.41,-6.15,8.54,2.34,-18.34,0,0,0,0,0,EEP,-1,-1,-1,-1,-1,-9.65,-9.65,-17.56,3.62,14.87,29.37,1.65,-2.16,2.92,0.97,-11,0.997044,49,1.65,-3.99,4.6,-2.28,-12.36,0.994063,42
26-09-2025,NSE:BOMDYEING,EQ,3813.05,15.92,3.67,168.51,-2.48,-9.68,-8.97,-2.84,3.42,20.46,-17.76,-26.72,0,0,HV2Y,0,0,HV2Y,-1,-1,-1,-1,-1,-10.78,-10.78,-32.5,7.07,36.05,36.52,-3.6,7.41,14.84,-19.13,-19.38,0.997017,49,-3.6,10.87,8.41,-43.56,1.22,0.995368,44
26-09-2025,NSE:ANTHEM,EQ,47540.29,4.86,2.73,780.9,-2.99,-8.35,-6.74,-4.69,NA,NA,NA,NA,0,0,0,0,0,0,NA,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,-5.45,0,0,0,0,0.996952,49,-5.45,104.78,-9.24,4.5,8.82,1.000102,50
26-09-2025,NSE:AGI,EQ,5450.75,1.47,3.35,870.95,-1.60,3.59,3.69,-4.41,7.52,13.79,-32.97,-3.92,0,0,EEP,0,EEP,EEP,-1,-1,-1,-1,-1,-10.43,-10.43,-32.19,12.21,18.93,38.19,-5.17,11.51,8.17,-34.34,3.42,0.996909,49,-5.17,16.21,-2.46,-49.74,30.67,1.013182,68
