Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1d,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
16-09-2025,NSE:SATIN,EQ,1492.46,1.61,2.63,147.32,,1.93,4.66,4.73,-4.83,2.78,-10.81,-41.17,-14.68,-14.96,-29.84,9.87,9.87,9.87,1.78,-6.49,-10.51,-11.29,-40.48,0.954196,25,1.78,-8.71,-4.56,0.8,-26.22,0.973084,16
16-09-2025,NSE:SUNPHARMA,EQ,382852.54,26.97,1.59,1610.5,,1.17,2.81,-1.92,-2.47,-4.12,-12.10,-14.60,-7.11,-12.55,-17.36,3.02,3.02,3.02,-4.87,-4.13,-17.41,-12.58,-13.91,0.953837,25,-4.87,0.79,-13.43,7.1,-1.05,0.985988,30
16-09-2025,NSE:ICICIPRULI,EQ,86792.78,9.07,1.97,603.7,,0.92,-1.15,-3.79,-6.06,9.74,-14.62,-24.38,-11.27,-11.27,-23.68,1.78,12.5,12.5,-6.74,-7.72,-3.55,-15.1,-23.69,0.953537,25,-6.74,-0.86,3.08,-12.22,-7.34,0.981867,25
16-09-2025,NSE:JISLJALEQS,EQ,3547.32,79.51,4.97,56.58,,7.21,6.24,13.43,-10.43,0.41,-35.35,-22.09,-8.92,-12.83,-30.54,23,23,23,10.48,-12.09,-12.88,-35.83,-21.4,0.953203,25,10.48,-26.23,-2.01,-21.13,10.97,0.985201,29
16-09-2025,NSE:KOPRAN,EQ,744.59,3.01,3.81,177.73,,-3.96,10.08,11.68,-7.22,10.93,-15.87,-89.30,-6.69,-13.66,-49.22,14.8,14.8,14.8,8.73,-8.88,-2.36,-16.35,-88.61,0.953158,25,8.73,-20.08,5.11,-15.31,-62.2,0.961304,8
16-09-2025,NSE:LODHA,EQ,119703.62,10.77,2.68,1200.7,,2.36,0.51,-2.57,-20.43,9.91,-19.62,0.24,-19.05,-20.8,-20.8,2.77,13.78,13.78,-5.52,-22.09,-3.38,-20.1,0.93,0.952798,24,-5.52,-16.08,13.37,-18.01,17.79,0.999373,49
16-09-2025,NSE:EKC,EQ,1537.25,7.47,3.34,140.6,,1.51,0.51,-8.80,8.29,16.62,-52.98,-30.60,-8.09,-8.09,-38.02,11.14,24.41,24.41,-11.75,6.63,3.33,-53.46,-29.91,0.952453,24,-11.75,17.04,-2.74,-68.71,15.81,0.993221,40
16-09-2025,NSE:UGROCAP,EQ,2030.38,3.26,3.32,172.84,,-2.33,-2.82,0.78,0.79,11.29,-38.37,-31.92,-7.86,-9.39,-33.57,4.78,12.09,15.74,-2.17,-0.87,-2,-38.85,-31.23,0.952406,24,-2.17,1.34,-1.23,-41.22,5.84,0.981893,25
16-09-2025,NSE:MRPL,EQ,21423.77,13.81,2.39,127.87,,1.99,0.88,3.34,-7.68,12.34,-18.05,-46.38,-17.97,-17.97,-33.05,5.11,11.35,26.1,0.39,-9.34,-0.95,-18.53,-45.69,0.952276,24,0.39,-10.07,6.77,-19.9,-22.81,0.972761,15
16-09-2025,NSE:SYNCOMF,BE,1578.26,6.93,3.23,18.08,,4.98,6.42,3.93,-12.11,13.44,-20.24,-36.12,-6.95,-18.37,-31.33,8.26,19.74,23.84,0.98,-13.77,0.15,-20.72,-35.43,0.952254,24,0.98,-15.37,10.97,-24.14,-12.02,0.978079,21
16-09-2025,NSE:BAJAJHFL,EQ,92697.22,35.31,1.43,115.92,,3.52,2.28,2.76,-4.09,0.03,-14.52,-29.40,-6.03,-12.38,-36.13,6.78,6.78,9.63,-0.19,-5.75,-13.26,-15,-28.71,0.952223,24,-0.19,-5.71,-7.87,0.22,-11.81,0.977468,20
16-09-2025,NSE:IPCALAB,EQ,35061.92,1.54,2.57,1311.5,,-0.66,-4.28,-4.15,-3.63,-0.34,-18.99,-9.50,-14.88,-14.88,-24.8,0.09,1.29,1.35,-7.1,-5.29,-13.63,-19.47,-8.81,0.951585,24,-7.1,1.83,-8.65,-3.81,9.15,0.989558,35
16-09-2025,NSE:IRCTC,EQ,55360,7.03,1.21,727.2,,1.93,2.09,0.33,-5.71,3.99,-15.50,-26.96,-7.49,-10.12,-22.38,5.09,5.54,8.38,-2.62,-7.37,-9.3,-15.98,-26.27,0.951346,24,-2.62,-4.73,-2.65,-5.53,-8.74,0.978856,22
16-09-2025,NSE:PRSMJOHNSN,EQ,7384.24,2.2,2.54,149.5,,2.55,-0.22,4.29,-3.73,15.20,-30.38,-55.59,-8.5,-8.5,-32.23,6.1,23.39,34.82,1.34,-5.39,1.91,-30.86,-54.9,0.951318,24,1.34,-7.04,6.42,-38.98,-18.16,0.97102,14
16-09-2025,NSE:ARTEMISMED,EQ,3036.62,1.55,2.95,244.39,,4.37,8.00,1.65,-2.66,3.90,-33.72,-17.78,-4.89,-15.64,-28.23,11.6,11.6,11.93,-1.3,-4.32,-9.39,-34.2,-17.09,0.950744,24,-1.3,-3.06,-5.43,-24.38,13.1,0.986618,31
16-09-2025,NSE:SJVN,EQ,36723.94,53.43,2.32,94.46,,2.06,0.60,2.65,-3.22,8.60,-25.38,-39.56,-6.28,-10.16,-29.42,2.72,10.58,15.2,-0.3,-4.88,-4.69,-25.86,-38.87,0.950489,24,-0.3,-4.69,-0.37,-22.4,-10.13,0.974559,17
16-09-2025,NSE:IRFC,EQ,154404.4,90.26,2.06,128.96,,3.21,4.63,3.46,-6.88,7.57,-26.19,-28.63,-9,-12.25,-22.89,9.19,10.77,16.04,0.51,-8.54,-5.72,-26.67,-27.94,0.950477,24,0.51,-9.38,1.7,-21.75,-0.76,0.979512,23
16-09-2025,NSE:GEEKAYWIRE,EQ,360.54,1.1,4.37,74.64,,-2.02,4.70,8.16,5.31,2.60,-37.25,-59.66,-3.63,-10.99,-37.18,15.42,15.42,15.42,5.21,3.65,-10.69,-37.73,-58.97,0.950404,23,5.21,-1.78,-14.68,-26.14,-15.15,0.967274,11
16-09-2025,NSE:RUPA,EQ,1512.95,1.33,2.83,205.02,,0.73,5.88,5.92,-2.37,10.68,-31.21,-53.06,-10.75,-10.75,-36.44,8.45,17.31,17.31,2.97,-4.03,-2.61,-31.69,-52.37,0.950358,23,2.97,-7.47,0.93,-32.13,-15.47,0.970181,13
16-09-2025,NSE:ITBEES,EQ,2604.78,89.33,3.08,39.48,,2.43,1.22,3.44,-8.33,0.81,-24.19,-15.22,-7.17,-7.69,-20.23,5.31,12.16,12.16,0.49,-9.99,-12.48,-24.67,-14.53,0.950339,23,0.49,-10.87,-3.38,-10.43,8.4,0.985425,29
16-09-2025,NSE:ITIETF,EQ,449.62,10.33,2.4,39.43,,2.49,1.75,3.63,-8.22,0.51,-24.60,-15.01,-7.25,-7.59,-20.15,5.2,12.37,12.37,0.68,-9.88,-12.78,-25.08,-14.32,0.950325,23,0.68,-10.96,-3.76,-10.47,8.87,0.985583,30
16-09-2025,NSE:HINDMOTORS,BE,463.22,2.97,3.49,24.46,,1.55,4.99,7.69,-32.05,3.07,-3.88,-17.33,-20.27,-28.08,-28.08,11.03,15.43,15.43,4.74,-33.71,-10.22,-4.36,-16.64,0.950218,23,4.74,-41.72,14.77,7.6,-11.77,0.988303,34
16-09-2025,NSE:IT,EQ,380.94,2.76,2.57,39.29,,2.47,1.15,3.77,-8.45,0.56,-24.66,-15.27,-7.44,-7.79,-19.91,5.22,12.23,12.23,0.82,-10.11,-12.73,-25.14,-14.58,0.950136,23,0.82,-11.37,-3.51,-10.59,8.71,0.985414,29
16-09-2025,NSE:AUROPHARMA,EQ,59648.33,15.97,2.3,1091.6,,4.37,6.36,0.73,-1.66,-1.49,-11.27,-38.09,-8.37,-13.21,-30.35,6.79,6.79,6.79,-2.22,-3.32,-14.78,-11.75,-37.4,0.94979,23,-2.22,-1.08,-11.66,5.14,-22.93,0.974157,17
16-09-2025,NSE:COASTCORP,EQ,211.11,1.55,5.26,37.92,,17.46,18.06,13.55,-1.93,-5.49,-36.36,-39.85,-4.19,-10.99,-31.18,24.04,24.04,24.04,10.6,-3.59,-18.78,-36.84,-39.16,0.949734,23,10.6,-16.58,-15.31,-14.5,-1.38,0.974268,17
16-09-2025,NSE:IOB,EQ,73136.53,69.85,2.58,40.11,,2.97,0.27,9.82,5.71,-4.94,-43.80,-43.16,,-9.8,-34.3,12.01,15.19,15.19,6.87,4.05,-18.23,-44.28,-42.47,0.949553,23,6.87,-3.23,-23.11,-22.27,1.63,0.974263,17
16-09-2025,NSE:INDOAMIN,EQ,1048.89,1.79,3.49,143.07,,0.94,-2.31,-3.31,-3.89,20.57,-32.10,-49.91,-16.13,-16.13,-41.06,4.89,34.09,34.09,-6.26,-5.55,7.28,-32.58,-49.22,0.949503,23,-6.26,0.77,11.72,-51.54,-12.3,0.976729,19
16-09-2025,NSE:SCILAL,EQ,2276.36,4.91,2.92,51.56,,0.52,3.86,3.24,-3.16,13.75,-33.81,-48.51,-4.8,-8.27,-34.13,5.81,17.48,17.48,0.29,-4.82,0.46,-34.29,-47.82,0.94945,23,0.29,-5.28,4.57,-40.37,-9.81,0.973352,16
16-09-2025,NSE:DOLLAR,EQ,2002.36,1.01,2.48,387.5,,7.56,7.29,5.51,-0.22,1.68,-34.13,-32.98,-5.21,-5.31,-29.49,10.24,10.24,10.24,2.56,-1.88,-11.61,-34.61,-32.29,0.949393,23,2.56,-4.73,-9.93,-21.65,2.04,0.977402,20
16-09-2025,NSE:FILATFASH,EQ,450.04,310.93,5.27,0.58,,5.17,8.62,8.62,8.62,12.07,-51.72,-103.45,-17.14,-17.14,-50.43,16,34.88,34.88,5.67,6.96,-1.22,-52.2,-102.76,0.94938,23,5.67,1.33,-8.05,-57.78,-32.91,0.957682,5
16-09-2025,NSE:UNITDSPR,EQ,95355.7,10.69,1.72,1330,,1.92,-0.30,0.80,-10.89,-0.47,-14.73,-14.53,-9.02,-17.39,-21.23,3.78,3.78,3.78,-2.15,-12.55,-13.76,-15.21,-13.84,0.94933,22,-2.15,-10.46,-2.43,0.57,1.35,0.984429,28
16-09-2025,NSE:AJANTPHARM,EQ,31231.41,1.16,2.55,2555.8,,-0.22,2.97,-5.09,0.32,0.42,-11.08,-32.65,-9.47,-9.47,-24.72,4.23,7.64,7.64,-8.04,-1.34,-12.87,-11.56,-31.96,0.949289,22,-8.04,6.48,-11.72,3.22,-18.24,0.977849,21
16-09-2025,NSE:RATNAVEER,EQ,746.94,3.1,3.48,145.4,,-1.78,-0.10,4.10,-5.51,7.94,-36.06,-27.18,-10.92,-15.36,-44.64,9.43,17.72,17.72,1.15,-7.17,-5.35,-36.54,-26.49,0.948908,22,1.15,-8.69,0.93,-33.03,7.71,0.981958,26
16-09-2025,NSE:ORIENTHOT,EQ,2464.67,3.2,2.51,142.93,,-1.41,3.53,4.25,-4.18,-0.93,-31.54,-18.48,-13.42,-13.42,-27.5,5.14,11.87,11.87,1.3,-5.84,-14.22,-32.02,-17.79,0.948811,22,1.3,-7.48,-8.7,-15.56,11.11,0.984427,28
16-09-2025,NSE:ANDHRSUGAR,EQ,1024.65,1.86,2.29,76.89,,1.09,-0.79,-5.27,2.59,10.81,-27.10,-42.22,-8.33,-8.33,-32.83,3.88,17.23,17.23,-8.22,0.93,-2.48,-27.58,-41.53,0.948514,22,-8.22,8.79,-3.38,-27.74,-10.71,0.976104,19
16-09-2025,NSE:TATATECH,EQ,26719.36,7.78,2.02,711.2,,4.45,4.23,6.73,-3.95,9.72,-32.45,-51.55,-3.19,-9.7,-36.56,8.21,16.9,16.9,3.78,-5.61,-3.57,-32.93,-50.86,0.948502,22,3.78,-10.12,1.33,-31.93,-13.25,0.970404,13
16-09-2025,NSE:NOVAAGRI,EQ,468.24,1.06,2.95,50.55,,-0.55,-2.37,3.88,2.51,3.88,-35.61,-42.41,-18.07,-18.07,-30.53,4.92,18.44,18.44,0.93,0.85,-9.41,-36.09,-41.72,0.948253,22,0.93,-0.09,-10.42,-26.31,-3.84,0.973761,16
16-09-2025,NSE:COLPAL,EQ,63334.57,7.31,2.28,2355.8,,-1.83,-2.46,8.57,-1.11,-3.26,-20.67,-55.09,-4.45,-13.77,-38.62,9.37,9.37,9.37,5.62,-2.77,-16.55,-21.15,-54.4,0.947726,22,5.62,-9.25,-13.94,-2.1,-27.34,0.966955,11
16-09-2025,NSE:HCC,BE,4608.73,41.91,3.95,28.61,,2.31,6.36,10.38,-10.10,19.40,-55.61,-55.82,-8.83,-21.38,-39.14,12.95,26.48,26.48,7.43,-11.76,6.11,-56.09,-55.13,0.947716,22,7.43,-21.52,14.97,-78.29,1.05,0.97925,23
16-09-2025,NSE:ORIENTPPR,EQ,586.27,9.16,2.97,28.4,,1.83,1.41,2.54,-1.09,19.65,-45.99,-66.48,-6.18,-8.74,-41.91,4.26,31.66,31.66,-0.41,-2.75,6.36,-46.47,-65.79,0.947571,22,-0.41,-2.39,8.7,-66.91,-12.86,0.971073,14
16-09-2025,NSE:PLATIND,EQ,1456.06,1.18,3.57,286.85,,2.25,7.51,3.17,4.03,10.91,-63.74,-37.01,-9.54,-9.54,-42.28,9.53,23.99,23.99,0.22,2.37,-2.38,-64.22,-36.32,0.947522,22,0.22,2.21,-4.65,-69.03,17.51,0.984982,29
16-09-2025,NSE:SUZLON,EQ,77413.07,535.2,2.18,58.98,,3.26,1.24,-1.83,-9.39,8.70,-11.39,-38.95,-12.91,-17.49,-30.37,4.72,15.17,18.65,-4.78,-11.05,-4.59,-11.87,-38.26,0.947176,22,-4.78,-6.1,4.72,-7.24,-23.55,0.974083,16
16-09-2025,NSE:MANINFRA,EQ,6060.89,5.08,2.75,158.45,,3.34,-1.42,1.47,-4.19,10.17,-49.32,-20.05,-16.36,-16.36,-37.93,3.46,16.46,16.46,-1.48,-5.85,-3.12,-49.8,-19.36,0.947117,21,-1.48,-4.42,1.97,-51.46,20.78,0.990746,36
16-09-2025,NSE:PETRONET,EQ,40650,16.6,1.8,279.3,,2.22,0.66,2.65,-6.37,-2.13,-22.81,-20.10,-10.6,-13.19,-23.36,3.91,3.91,3.91,-0.3,-8.03,-15.42,-23.29,-19.41,0.947079,21,-0.3,-7.94,-7.83,-5.48,3.38,0.981664,25
16-09-2025,NSE:ASIANTILES,BE,1379.64,1.63,3.29,58.69,,-2.33,-0.92,-1.29,-15.56,22.76,-27.24,-45.51,-14.48,-14.48,-34.69,4,41.39,41.39,-4.24,-17.22,9.47,-27.72,-44.82,0.946968,21,-4.24,-12.75,21.34,-49.98,-13.17,0.98086,24
16-09-2025,NSE:KMSUGAR,EQ,253.92,1.2,2.99,28.38,,-0.07,-3.21,-0.60,-0.92,-0.04,-18.78,-34.14,-3.11,-7.59,-32.17,8.57,10.9,10.9,-3.55,-2.58,-13.33,-19.26,-33.45,0.946962,21,-3.55,1.01,-10.95,-3.97,-11.75,0.97552,18
16-09-2025,NSE:COHANCE,EQ,33455.5,6.77,3.7,990.7,,-2.94,8.19,7.76,-0.44,-16.88,-28.83,-20.14,-9.69,-19.46,-25.75,13.66,13.66,13.66,4.81,-2.1,-30.17,-29.31,-19.45,0.946961,21,4.81,-7.56,-28.19,4.55,7.93,0.983579,27
16-09-2025,NSE:BALAJEE,EQ,473.11,3.17,5.07,52.79,,-0.23,-9.00,4.64,12.12,-0.70,-44.00,-70.49,-9.33,-13.05,-46.8,19.38,26.93,26.93,1.69,10.46,-13.99,-44.48,-69.8,0.946774,21,1.69,9.18,-26.41,-28.23,-17.21,0.965923,10
16-09-2025,NSE:ZEEL,EQ,11191.01,84.85,2.55,115.49,,0.37,0.15,-0.66,-18.81,9.39,-16.61,-17.31,-22.83,-22.83,-22.83,2.81,19,28.08,-3.61,-20.47,-3.9,-17.09,-16.62,0.946732,21,-3.61,-16.7,11.91,-13.92,0.58,0.985626,30
16-09-2025,NSE:PFC,EQ,125304.86,45.44,1.81,403.05,,2.52,2.58,-3.34,-0.01,1.72,-25.98,-24.40,-6.47,-8.01,-22.06,6.15,6.15,10.64,-6.29,-1.67,-11.57,-26.46,-23.71,0.946534,21,-6.29,4.55,-10.08,-13.42,2.43,0.981648,25
16-09-2025,NSE:GNFC,EQ,7688.67,3.21,1.7,507.9,,0.48,-2.36,1.24,-6.27,3.31,-21.79,-29.03,-10.72,-10.72,-27.39,1.94,8.91,8.91,-1.71,-7.93,-9.98,-22.27,-28.34,0.946467,21,-1.71,-6.28,-2.81,-11.18,-4.77,0.977444,20
16-09-2025,NSE:MTNL,EQ,1198.96,21.3,3.37,44.96,,1.45,2.18,5.78,-12.46,3.83,-30.25,-19.71,-15.49,-17.37,-24.22,6.14,15.22,15.22,2.83,-14.12,-9.46,-30.73,-19.02,0.946447,21,2.83,-18.03,2.66,-20.66,9.27,0.984196,28
16-09-2025,NSE:NAUKRI,EQ,87890.43,11.59,2.61,1352.4,,0.21,-0.89,-0.96,-9.09,3.77,-27.39,-13.42,-10.82,-11.89,-25.08,2.41,6.07,6.07,-3.91,-10.75,-9.52,-27.87,-12.73,0.94594,21,-3.91,-6.73,-0.03,-17.61,12.14,0.987284,32
16-09-2025,NSE:OBEROIRLTY,EQ,58430.88,4.27,2.13,1643,,1.56,-0.54,1.45,-16.32,4.39,-29.51,-6.61,-17.4,-17.4,-29.26,4.56,10.77,10.77,-1.5,-17.98,-8.9,-29.99,-5.92,0.945552,21,-1.5,-16.7,5.99,-20.69,18.86,0.993156,40
16-09-2025,NSE:KALYANKJIL,EQ,51904.33,44.58,2.11,508.55,,1.63,-0.03,-4.91,-1.18,15.99,-49.46,-29.15,-17.04,-17.04,-35.46,2.04,18.82,24.8,-7.86,-2.84,2.7,-49.94,-28.46,0.94529,21,-7.86,4.88,5.15,-63.14,14.77,0.988378,34
16-09-2025,NSE:JAGRAN,EQ,1557.32,1.01,1.6,71.92,,0.50,-0.11,0.01,-0.25,3.39,-22.15,-46.12,-3.81,-13.45,-32.6,1.68,5.94,8.66,-2.94,-1.91,-9.9,-22.63,-45.43,0.945072,20,-2.94,1.07,-8.19,-11.67,-18.44,0.97068,13
16-09-2025,NSE:SHIVAMAUTO,EQ,360.3,1.67,5.22,31.61,,7.72,10.03,10.19,-0.28,7.12,-58.84,-50.30,-2.17,-5.89,-40.89,15.28,23.48,23.48,7.24,-1.94,-6.17,-59.32,-49.61,0.944852,20,7.24,-10.33,-4.44,-56.24,6.56,0.974314,17
16-09-2025,NSE:ASHOKA,EQ,4851.46,7.28,2.85,191.74,,3.72,0.89,7.40,-6.93,7.78,-50.40,-29.24,-11.55,-14.31,-38.78,10.97,14.02,15.65,4.45,-8.59,-5.51,-50.88,-28.55,0.944816,20,4.45,-14.15,1.93,-48.31,15.25,0.983895,27
16-09-2025,NSE:CIFL,EQ,1328.09,1.95,5.39,33.9,,-0.86,0.77,0.29,-24.31,-5.58,-5.58,-5.58,-21.62,-21.62,-21.62,3.54,3.54,3.54,-2.66,-25.97,-18.87,-6.06,-4.89,0.944569,20,-2.66,-23.34,3.25,14.77,1.18,0.989416,34
16-09-2025,NSE:DHANBANK,EQ,1020.3,4.79,2.27,25.87,,3.29,2.82,-3.21,-12.95,9.24,-22.60,-19.34,-16.98,-20.15,-27.84,3.73,14.82,14.82,-6.16,-14.61,-4.05,-23.08,-18.65,0.944254,20,-6.16,-8.11,7.82,-20.31,3.84,0.984319,28
16-09-2025,NSE:UBL,EQ,48862.07,2.07,2.07,1824,,1.06,-0.90,-5.55,-10.48,-4.44,-8.02,-14.09,-10.4,-18.53,-18.53,1.67,1.67,1.67,-8.5,-12.14,-17.73,-8.5,-13.4,0.943953,20,-8.5,-3.34,-6.35,11.34,-4.44,0.984288,28
16-09-2025,NSE:CASTROLIND,EQ,19524.14,13.79,1.72,202.9,,2.72,1.18,-1.17,-3.88,-18.25,-3.32,-26.15,-11.27,-14.03,-22.11,2.87,4.85,19.84,-4.12,-5.54,-31.54,-3.8,-25.46,0.943878,20,-4.12,-1.35,-25.64,27.4,-20.92,0.982005,26
16-09-2025,NSE:DCW,EQ,2154.34,8.03,2.84,74.72,,1.00,0.13,-1.37,-1.11,2.40,-33.55,-25.24,-12.03,-15.67,-32.25,2.85,4.96,4.96,-4.32,-2.77,-10.89,-34.03,-24.55,0.94385,20,-4.32,1.58,-8.35,-22.06,7.4,0.981474,25
16-09-2025,NSE:CAPACITE,EQ,2383.3,3.49,3.96,310.05,,3.76,3.45,10.71,-5.39,-7.97,-39.06,-26.58,-8.13,-20.8,-31.89,11.99,11.99,11.99,7.76,-7.05,-21.26,-39.54,-25.89,0.943681,20,7.76,-16.69,-14.27,-14.03,10.16,0.979918,23
16-09-2025,NSE:BALRAMCHIN,EQ,10820.82,5.27,2.95,517.7,,-0.37,-9.49,-9.21,-17.22,5.94,-13.79,-6.54,-16.88,-16.88,-23.93,0.4,9.46,20.61,-12.16,-18.88,-7.35,-14.27,-5.85,0.943276,20,-12.16,-6,7.94,-6.21,7.55,0.990653,36
16-09-2025,NSE:SPANDANA,EQ,1740.56,2.22,3.28,262.19,,2.41,3.52,8.52,3.63,8.99,-35.64,-120.33,-13.43,-15.38,-54.67,9.31,21.1,21.1,5.57,1.97,-4.3,-36.12,-119.64,0.942916,20,5.57,-4.02,-6.25,-34.27,-61.26,0.951161,4
16-09-2025,NSE:CIEINDIA,EQ,14594.07,1.18,2.49,406.95,,0.63,1.90,2.86,-10.59,6.09,-23.34,-36.02,-10.13,-14.91,-31.13,5.8,7.05,8.22,-0.09,-12.25,-7.2,-23.82,-35.33,0.942844,20,-0.09,-12.52,3.27,-16.58,-9.1,0.974436,17
16-09-2025,NSE:ZENTEC,EQ,13184.2,3.98,3.25,1470.6,,2.22,-2.20,4.35,-32.54,17.99,-43.92,-9.64,-26.27,-34.04,-42.93,4.86,21.08,51.3,1.4,-34.2,4.7,-44.4,-8.95,0.942765,19,1.4,-37.25,26.3,-60.71,25,1.008837,62
16-09-2025,NSE:OSWALGREEN,EQ,1035.71,1.74,2.74,40.59,,0.79,-1.23,-2.73,-11.58,13.55,-34.17,-23.63,-14.8,-16.33,-38.79,2.09,21.27,23.75,-5.68,-13.24,0.26,-34.65,-22.94,0.942677,19,-5.68,-7.28,10.7,-40.43,9.04,0.985741,30
16-09-2025,NSE:TBZ,EQ,1240.52,1.5,2.47,187.77,,-0.52,-0.07,-0.17,-0.29,12.46,-48.81,-42.72,-12.57,-15.05,-42.68,2.64,18.77,18.77,-3.12,-1.95,-0.83,-49.29,-42.03,0.942622,19,-3.12,1.21,0.89,-55.22,5.27,0.977837,21
16-09-2025,NSE:ALEMBICLTD,EQ,2620.2,2.58,2.31,107.86,,4.41,3.84,1.88,-7.70,13.13,-37.20,-43.71,-12.33,-12.33,-30.63,6.57,19.71,21.22,-1.07,-9.36,-0.16,-37.68,-43.02,0.942035,19,-1.07,-8.44,7.52,-43.16,-3.57,0.975044,18
16-09-2025,NSE:NCC,EQ,12832.56,28.64,2.31,216.14,,4.83,2.32,-1.06,-4.46,14.03,-39.56,-43.77,-7.46,-9.92,-31.97,5.69,17.28,23.51,-4.01,-6.12,0.74,-40.04,-43.08,0.941891,19,-4.01,-2.03,5.88,-47.57,-1.84,0.975929,19
16-09-2025,NSE:INDOSTAR,EQ,3508.69,1.53,3.7,263.85,,-2.33,1.52,-0.74,-21.43,4.77,-20.79,-9.36,-27.27,-27.27,-27.27,2.51,2.51,17.37,-3.69,-23.09,-8.52,-21.27,-8.67,0.941818,19,-3.69,-19.21,9.76,-12.07,10.64,0.989439,34
16-09-2025,NSE:DEVIT,EQ,246.47,1.9,6.11,43.94,,-0.77,0.98,-0.32,0.98,-4.27,-39.06,-20.80,-10.06,-10.06,-40.88,5.68,12.71,12.71,-3.27,-0.68,-17.56,-39.54,-20.11,0.941667,19,-3.27,2.63,-17.12,-18.6,14.31,0.984553,29
16-09-2025,NSE:ORIENTELEC,EQ,4566.24,2.83,2.86,204.77,,-0.26,-3.80,0.08,-7.32,-3.53,-16.98,-27.41,-9.67,-16.64,-20.55,1.46,3.85,3.85,-2.87,-8.98,-16.82,-17.46,-26.72,0.941665,19,-2.87,-6.07,-8.29,1.77,-7.74,0.976768,20
16-09-2025,NSE:GATEWAY,EQ,3217.21,11.16,2.39,64.97,,1.71,1.48,-3.00,2.29,7.85,-35.02,-48.51,-8.87,-8.87,-33.39,5.4,11.75,11.75,-5.95,0.63,-5.44,-35.5,-47.82,0.941455,19,-5.95,6.47,-6.13,-31.75,-8.82,0.972101,15
16-09-2025,NSE:WELSPUNLIV,EQ,10465.31,59.88,3.17,124.22,,8.03,9.38,8.27,-6.84,2.50,-36.35,-43.74,-14.01,-18.31,-32.43,13.63,13.63,16.18,5.32,-8.5,-10.79,-36.83,-43.05,0.941264,19,5.32,-15.14,-3.07,-25.08,-4.25,0.971476,14
16-09-2025,NSE:ATGL,EQ,65081.26,6.61,2.11,605.85,,1.86,1.65,-0.25,-6.77,0.88,-20.56,-32.84,-11.22,-15.04,-27.47,3.63,6.35,10.73,-3.2,-8.43,-12.41,-21.04,-32.15,0.940998,19,-3.2,-5.17,-4.65,-6.86,-9.01,0.974603,17
16-09-2025,NSE:URJA,EQ,692.55,9.88,3.36,14.06,,0.78,2.70,7.04,-7.97,3.27,-29.02,-49.57,-8.82,-14.22,-33.99,7.57,22.15,24.98,4.09,-9.63,-10.02,-29.5,-48.88,0.940587,19,4.09,-14.81,-1.41,-18.61,-14.75,0.96835,12
16-09-2025,NSE:PNBHOUSING,EQ,19635.5,22,2.28,830.95,,3.68,5.48,7.70,-27.71,3.60,-11.67,-33.38,-25.15,-26.22,-26.92,10.26,10.26,10.26,4.75,-29.37,-9.69,-12.15,-32.69,0.940575,19,4.75,-37.03,12.7,-1.08,-18.26,0.978294,21
16-09-2025,NSE:ROTO,EQ,1587.09,1.88,3.05,83.03,,2.34,0.47,-7.25,-15.08,11.26,-26.80,-14.40,-21.11,-21.11,-22.75,2.39,25.46,31.85,-10.2,-16.74,-2.03,-27.28,-13.71,0.940263,18,-10.2,-5.97,11.07,-28.12,10.96,0.989145,34
16-09-2025,NSE:TREL,EQ,795.32,1.69,3.39,32.87,,0.21,0.67,-1.25,-0.61,5.35,-33.13,-43.29,-9.12,-12.42,-28.78,3.36,4.38,17.31,-4.2,-2.27,-7.94,-33.61,-42.6,0.940148,18,-4.2,1.96,-5.89,-25.89,-6.45,0.972444,15
16-09-2025,NSE:SFL,EQ,7544.53,1.47,3.47,697.7,,-5.97,-5.97,3.61,-3.04,-1.71,-35.50,-32.71,-8.07,-8.61,-32.85,5.79,11.92,11.92,0.66,-4.7,-15,-35.98,-32.02,0.94005,18,0.66,-5.57,-10.53,-18.46,3.24,0.975803,19
16-09-2025,NSE:TEXRAIL,EQ,5460.72,17.52,2.95,148.68,,5.49,5.10,10.40,-10.77,13.07,-56.56,-52.62,-16.75,-16.96,-36.15,11.61,19.64,19.64,7.45,-12.43,-0.22,-57.04,-51.93,0.939983,18,7.45,-22.3,9.7,-65.32,3.7,0.975922,19
16-09-2025,NSE:MAHSEAMLES,EQ,8587.34,1.32,2.28,629.35,,-1.48,-4.25,-7.17,-9.01,-3.61,-24.03,-4.86,-17.51,-17.51,-20.03,0.4,0.4,10.44,-10.12,-10.67,-16.9,-24.51,-4.17,0.939762,18,-10.12,-0.39,-6.87,-4.94,16.64,0.991647,38
16-09-2025,NSE:FIRSTCRY,EQ,18942.24,50.47,5.05,393.35,,-4.07,8.25,5.82,4.97,3.36,-53.88,-62.54,-3.91,-5.19,-45.58,17.7,24.09,24.09,2.87,3.31,-9.93,-54.36,-61.85,0.939743,18,2.87,0.43,-13.52,-44.46,-4.45,0.966904,11
