Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1d,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
16-09-2025,NSE:BGRENERGY,BE,1239.88,6.91,4.47,257.2,,12.12,26.45,56.31,60.51,67.34,75.28,81.79,,,,165.68,247.19,638.44,53.36,58.85,54.05,74.8,82.48,2.096166,99,53.36,10.93,5.48,39.08,27.52,1.245453,99
16-09-2025,NSE:APOLLO,EQ,8738.55,319.29,7.84,343.8,,20.54,14.86,44.76,41.53,67.30,71.50,70.33,,,,102.31,217.89,276.89,41.81,39.87,54.01,71.02,71.02,1.73414,99,41.81,-4.53,32.26,27.59,-2.89,1.171237,99
16-09-2025,NSE:IZMO,BE,1003.78,6.25,7.64,913,,9.46,26.65,57.77,63.40,69.38,35.09,55.27,,,,173.23,249.01,277.66,54.82,61.74,56.09,34.61,55.96,1.693263,99,54.82,14.66,4.52,-97.21,32.27,1.192844,99
16-09-2025,NSE:NACLIND,BE,5595.46,2.37,5.21,231.65,,-12.02,-22.19,-15.58,23.50,65.65,74.92,75.04,-28.35,-28.35,-28.35,31.53,150.76,364.69,-18.53,21.84,52.36,74.44,75.73,1.644101,99,-18.53,35.14,43.28,41.77,1.66,1.185008,99
16-09-2025,NSE:UNITEDPOLY,BE,732.84,1.42,0.28,37.8,,9.37,17.86,-1.46,49.50,63.88,60.04,77.35,-10.11,-10.11,-10.11,105.88,167.5,338.97,-4.41,47.84,50.59,59.56,78.04,1.631721,99,-4.41,51.55,16.67,4.13,44.49,1.205948,99
16-09-2025,NSE:CUPID,EQ,4573.34,40.8,4.9,204.76,,4.00,11.59,17.99,54.94,68.88,60.41,58.67,-1.28,-1.28,-1.28,127.13,256.1,256.1,15.04,53.28,55.59,59.93,59.36,1.583036,99,15.04,46.39,19.1,-12.42,-3.22,1.14522,99
16-09-2025,NSE:GABRIEL,EQ,16510.43,5.4,4.19,1317.2,,4.43,3.96,18.36,54.71,59.57,61.37,61.16,,,,122.42,158.48,231.58,15.41,53.05,46.28,60.89,61.85,1.535672,99,15.41,45.86,-1.1,19.23,0.63,1.140631,99
16-09-2025,NSE:DPEL,SM,337.03,1.33,4.62,241.65,,35.57,43.51,46.29,39.54,61.10,47.51,64.00,-3.11,-3.11,-3.11,95.43,141.65,255.89,43.34,37.88,47.81,47.03,64.69,1.510378,99,43.34,-11.23,23.84,-20.18,32.6,1.151934,99
16-09-2025,NSE:SMLISUZU,EQ,6112.82,1.17,4.94,3802.6,,3.23,-3.54,-13.70,50.60,70.35,59.04,50.18,-19.04,-19.04,-19.04,116.39,244.5,260.16,-16.65,48.94,57.06,58.56,50.87,1.493569,99,-16.65,57.89,28.15,-23.36,-20.47,1.166376,99
16-09-2025,NSE:STALLION,EQ,1170.05,26.85,7.38,205.46,,5.64,20.87,35.22,62.13,59.38,41.59,41.59,-1.02,-1.02,-1.02,177.65,220.98,232.62,32.27,60.47,46.09,41.11,42.28,1.488133,99,32.27,42.87,-19.08,-29.03,1.18,1.122256,99
16-09-2025,NSE:FORCEMOT,EQ,25349.02,1.21,5.4,19734,,7.99,1.20,0.31,28.97,63.68,66.75,63.37,-9.88,-9.88,-9.88,43.99,178.48,217.8,-2.64,27.31,50.39,66.27,64.06,1.481728,99,-2.64,30.08,37.05,23.21,-8.96,1.133623,99
16-09-2025,NSE:AXISCADES,BE,5312.21,1.26,5.32,1682.5,,12.34,20.49,28.04,24.04,49.24,66.30,68.12,,,,42.8,123,291.1,25.09,22.38,35.95,65.82,68.81,1.477134,99,25.09,-4.23,21.36,48.37,6.59,1.132149,99
16-09-2025,NSE:MEGASOFT,BE,984.09,2.1,5.44,148.68,,-3.33,10.42,24.04,36.10,61.08,52.37,64.04,-8.32,-8.32,-8.32,74.04,203.06,203.06,21.09,34.44,47.79,51.89,64.73,1.449436,99,21.09,17.2,27.27,-7.59,25.68,1.125675,99
16-09-2025,NSE:KARNIKA,SM,251.71,1.13,7.72,185,,2.03,-8.95,19.10,29.51,30.25,62.27,72.78,-17.39,-17.39,-17.39,46.59,55.71,279.95,16.15,27.85,16.96,61.79,73.47,1.437155,99,16.15,14.19,-10.76,60.67,29.05,1.150104,99
16-09-2025,NSE:QPOWER,EQ,6080.91,9.03,5.31,935.95,,1.53,7.53,17.09,42.45,63.88,54.06,54.06,-3.14,-3.14,-3.14,81,242.21,242.21,14.14,40.79,50.59,53.58,54.75,1.436324,99,14.14,31.91,25.42,-12.43,1.18,1.1121,98
16-09-2025,NSE:JSLL,EQ,8800.49,3.04,4.66,797.2,,3.84,11.58,17.24,45.55,58.61,41.03,62.84,-0.73,-0.73,-0.73,92.03,150.97,195.48,14.29,43.89,45.32,40.55,63.53,1.415012,99,14.29,35.53,12.17,-27.69,38.16,1.134569,99
16-09-2025,NSE:KCK,SM,279.85,3.39,7.6,38,,-5.26,-5.79,-12.11,-5.00,74.84,69.50,-9.45,-22.92,-22.92,-40.63,,448.34,448.34,-15.06,-6.66,61.55,69.02,-8.76,1.406724,99,-15.06,7.67,64.22,-6.46,-257.66,1.201117,99
16-09-2025,NSE:SACHEEROME,SM,447.46,1.12,6.55,233.15,,15.66,13.79,19.79,27.71,56.25,56.25,56.25,-2.3,-2.3,-2.3,58.28,128.58,128.58,16.84,26.05,42.96,55.77,56.94,1.373796,99,16.84,11.2,27.66,14.77,1.18,1.099688,98
16-09-2025,NSE:TFCILTD,EQ,2782.49,14.55,3.02,363.45,,2.30,7.83,14.95,40.12,60.25,50.27,49.35,-0.23,-0.23,-0.23,62.98,160.82,183.66,12,38.46,46.96,49.79,50.04,1.373484,99,12,30.92,21.81,-10.34,-0.68,1.097968,98
16-09-2025,NSE:KRISHANA,EQ,3558.8,1.66,3.8,556.15,,-0.01,-3.09,2.10,10.57,61.54,62.36,55.44,-7.61,-7.61,-7.61,33.31,158.65,207.49,-0.85,8.91,48.25,61.88,56.13,1.369495,98,-0.85,9.98,45.18,16.9,-17.21,1.118793,99
16-09-2025,NSE:LOTUSEYE,EQ,241.34,2.92,8.64,122.37,,-3.49,-9.90,37.31,41.51,53.01,40.95,37.74,-9.01,-9.01,-9.01,74.76,115.06,115.06,34.36,39.85,39.72,40.47,38.43,1.342151,98,34.36,8.02,7.85,-10.9,-4.26,1.081146,96
16-09-2025,NSE:PROSTARM,EQ,1109.79,16.47,5.84,229.35,,11.45,19.80,10.26,50.11,47.68,47.68,47.68,-4.28,-4.28,-4.28,92.28,104.18,104.18,7.31,48.45,34.39,47.2,48.37,1.341873,98,7.31,45.74,-16.7,14.77,1.18,1.108121,98
16-09-2025,NSE:KHAICHEM,BE,1052.33,4.69,5.79,132.27,,0.62,8.07,18.69,36.06,61.98,46.69,37.71,,,,58.83,186.48,186.48,15.74,34.4,48.69,46.21,38.4,1.338196,98,15.74,22.7,28.71,-25.44,-15.67,1.084527,96
16-09-2025,NSE:BHARATSE,EQ,932.58,2.59,6.59,158.95,,-1.43,-8.25,23.32,36.01,49.67,49.67,49.67,-7.62,-7.62,-7.62,57.95,118.46,118.46,20.37,34.35,36.38,49.19,50.36,1.329509,98,20.37,17.87,9.53,14.77,1.18,1.084642,97
16-09-2025,NSE:GARUDA,EQ,2019.01,24.07,6.5,204.65,,-3.26,-1.93,14.41,37.80,49.00,52.62,48.69,-6.78,-6.78,-6.78,74.07,129.33,163.52,11.46,36.14,35.71,52.14,49.38,1.323969,98,11.46,28.66,6.18,21.87,-7.1,1.086298,97
16-09-2025,NSE:JAYNECOIND,EQ,5602.66,296.81,5.43,71.78,,12.64,17.72,19.98,45.42,56.70,42.03,26.92,,,,103.4,143.82,147.09,17.03,43.76,43.41,41.55,27.61,1.315573,98,17.03,33.12,8.85,-19.11,-24.9,1.072726,95
16-09-2025,NSE:SUNDARMHLD,EQ,10505.51,3.36,5.04,626.55,,12.74,21.99,23.42,26.93,56.37,49.36,38.62,,,,39.03,138.97,157.89,20.47,25.27,43.08,48.88,39.31,1.304703,98,20.47,5.9,28.47,-1.29,-20.03,1.076137,96
16-09-2025,NSE:ROSSTECH,EQ,2540.74,2.46,5.77,728.15,,6.22,4.66,16.12,43.69,63.50,25.35,23.13,-2.38,-2.38,-2.38,82.72,202.7,202.7,13.17,42.03,50.21,24.87,23.82,1.300552,98,13.17,34.2,23.36,-89.78,-1.78,1.08394,96
16-09-2025,NSE:CCCL,EQ,820.25,45.46,10.07,26.13,,24.38,30.54,40.45,33.72,46.96,32.49,41.41,,,-8.89,75.37,101,128.81,37.5,32.06,33.67,32.01,42.1,1.29616,98,37.5,-9.98,8.16,-12.5,14.39,1.084811,97
16-09-2025,NSE:MIRCELECTR,BE,768.41,11.66,6.07,29.36,,0.75,4.16,10.93,51.68,58.44,27.09,16.28,-0.41,-0.41,-0.41,111.99,183.53,183.53,7.98,50.02,45.15,26.61,16.97,1.294286,98,7.98,47.08,2.18,-60.67,-13.64,1.085765,97
16-09-2025,NSE:POCL,EQ,3010.74,5.5,5.78,1301.3,,6.06,16.88,19.61,43.30,60.29,30.86,18.57,,,,85.44,162.73,162.73,16.66,41.64,47,30.38,19.26,1.290168,98,16.66,30.8,18.14,-59.34,-16.6,1.06971,95
16-09-2025,NSE:AIIL,EQ,54775.04,2.16,3.65,3284.6,,5.28,3.19,11.78,25.81,55.33,42.73,51.61,,,,31.78,130.45,133.02,8.83,24.15,42.04,42.25,52.3,1.289048,97,8.83,17.24,27.96,-13.42,16.68,1.090737,97
16-09-2025,NSE:ATHERENERG,EQ,16719.71,44.48,6.5,556.3,,-3.05,10.71,25.14,42.31,41.04,41.04,41.04,-2.96,-2.96,-2.96,75.07,85.31,85.31,22.19,40.65,27.75,40.56,41.73,1.282985,97,22.19,24.26,-14.02,14.77,1.18,1.0754,95
16-09-2025,NSE:ASHAPURMIN,EQ,4929.62,8.62,4.75,620.35,,1.46,11.07,19.88,38.33,50.21,26.27,50.96,-2.25,-2.25,-2.25,59.66,99.92,186.07,16.93,36.67,36.92,25.79,51.65,1.281368,97,16.93,24.36,7.44,-33.3,34.66,1.096693,97
16-09-2025,NSE:VIMTALABS,EQ,2957.39,35.37,6.69,776.95,,-5.88,1.68,15.10,37.92,32.78,40.07,58.57,-11.43,-11.43,-11.43,77.3,82.16,201.26,12.15,36.26,19.49,39.59,59.26,1.281131,97,12.15,28.2,-20.1,25.62,32.04,1.103668,98
16-09-2025,NSE:GALLANTT,EQ,13958.1,3.78,5.1,666.85,,-7.03,8.84,1.81,33.19,53.05,46.25,45.16,-15.03,-15.03,-15.03,47.81,114.59,121.47,-1.14,31.53,39.76,45.77,45.85,1.275788,97,-1.14,33.29,17.9,0.29,-0.84,1.083565,96
16-09-2025,NSE:COMSYN,EQ,578.51,3.57,3.48,155.35,,0.80,6.40,8.90,16.61,45.43,51.81,55.76,-0.06,-0.06,-0.06,23.88,114.22,182.04,5.95,14.95,32.14,51.33,56.45,1.274075,97,5.95,9.79,22.75,26.45,9.39,1.086359,97
16-09-2025,NSE:OSIAHYPER,BE,288,9.25,1.93,31.36,,21.59,38.52,63.93,35.30,23.05,-10.49,-25.99,,,-36.61,177.28,177.28,177.28,60.98,33.64,9.76,-10.97,-25.3,1.267862,97,60.98,-78.07,-30.75,-28.83,-12.85,1.114598,99
16-09-2025,NSE:MANGCHEFER,EQ,4079.29,4.88,3.85,307.8,,-5.59,-14.47,-11.53,9.26,54.45,48.87,58.07,-15.49,-15.49,-15.49,16.46,116.03,149.51,-14.48,7.6,41.16,48.39,58.76,1.267575,97,-14.48,19.97,37.98,2.53,19.18,1.107488,98
16-09-2025,NSE:IXIGO,EQ,10536.99,39.65,5.79,272.9,,-9.93,-1.76,1.58,32.34,54.14,42.87,44.77,-15.2,-15.2,-15.2,65.01,117.45,118.08,-1.37,30.68,40.85,42.39,45.46,1.267147,97,-1.37,32.58,20.41,-9.83,4.51,1.083841,96
16-09-2025,NSE:YATRA,EQ,2369.43,39.57,6.48,160.4,,-1.19,2.72,11.66,42.65,58.87,30.71,13.19,-2.65,-2.65,-2.65,93.67,131.66,143.1,8.71,40.99,45.58,30.23,13.88,1.260628,97,8.71,36.41,16.45,-53.67,-24.1,1.06597,94
16-09-2025,NSE:BALAJITELE,BE,1136.21,1.35,5.66,117.35,,5.33,14.20,21.30,24.38,56.00,30.84,43.34,-1.79,-1.79,-1.79,36.87,129.65,129.65,18.35,22.72,42.71,30.36,44.03,1.257728,97,18.35,5.24,30,-42.43,19.26,1.08462,97
16-09-2025,NSE:SHREERAMA,EQ,720.73,12.38,7.38,62.73,,5.80,0.38,30.69,28.60,44.59,28.18,48.40,-3.15,-3.15,-3.15,57.45,98.2,142.11,27.74,26.94,31.3,27.7,49.09,1.256349,97,27.74,-1.68,10.57,-14.83,29.33,1.08442,96
16-09-2025,NSE:SHAILY,EQ,10215.82,2.02,4.73,2388.6,,6.72,5.61,23.24,26.50,22.79,39.74,60.00,,,,54.68,71.79,164.75,20.29,24.84,9.5,39.26,60.69,1.254835,97,20.29,5.58,-16.87,36.72,34.81,1.09986,98
16-09-2025,NSE:SYRMA,EQ,14454.06,15.25,4.17,817.65,,-5.06,7.01,15.29,35.30,48.93,26.64,48.68,-4.96,-4.96,-4.96,62.46,97.62,115.43,12.34,33.64,35.64,26.16,49.37,1.253422,96,12.34,24.96,9.24,-28.86,31.22,1.088286,97
16-09-2025,NSE:CARTRADE,EQ,11389.08,5.29,5.44,2373.7,,-15.32,-3.85,2.22,28.42,35.44,35.79,61.46,-13.29,-13.29,-13.29,50.24,71.27,180.36,-0.73,26.76,22.15,35.31,62.15,1.244925,96,-0.73,28.12,-2.01,15.32,41.15,1.106571,98
16-09-2025,NSE:GMDCLTD,EQ,12729.54,106.48,6.16,547.95,,4.64,19.69,22.45,27.12,54.10,34.05,33.30,-3.84,-3.84,-3.84,45.54,122.18,129.86,19.5,25.46,40.81,33.57,33.99,1.244518,96,19.5,7.35,25.2,-28.9,0.03,1.0663,94
16-09-2025,NSE:LUMAXTECH,EQ,7981.95,2,6.05,1089.6,,-4.53,-3.37,7.79,2.51,51.57,46.51,52.99,-12.19,-12.19,-12.19,9.84,129.39,129.39,4.84,0.85,38.28,46.03,53.68,1.243676,96,4.84,-4.4,38.5,4.33,13.29,1.092573,97
16-09-2025,NSE:PFOCUS,EQ,4494.09,32.6,4.39,190.7,,-0.16,24.88,16.63,37.72,50.38,33.87,28.10,-0.31,-0.31,-0.31,68.66,112.34,112.34,13.68,36.06,37.09,33.39,28.79,1.239781,96,13.68,26.63,8.51,-18.51,-7.54,1.059864,92
16-09-2025,NSE:MOSCHIP,EQ,3251.07,125.6,7.08,269.13,,11.90,29.86,37.29,33.74,42.29,24.39,24.39,-0.45,-0.45,-0.45,72.16,93.47,93.47,34.34,32.08,29,23.91,25.08,1.230839,96,34.34,-4.32,1.08,-16.25,1.18,1.058013,92
16-09-2025,NSE:BANCOINDIA,EQ,8224.64,8.35,4.69,690.35,,10.11,13.72,22.23,13.62,50.81,21.98,51.44,-1.02,-1.02,-1.02,28.58,116.07,123.96,19.28,11.96,37.52,21.5,52.13,1.22636,96,19.28,-9.73,31.24,-43.85,38.94,1.100657,98
16-09-2025,NSE:PARAGMILK,EQ,2736.09,17.43,4.87,293.05,,10.64,16.06,27.52,24.97,47.61,29.36,36.29,-1.67,-1.67,-1.67,39.55,98.96,107.37,24.57,23.31,34.32,28.88,36.98,1.22413,96,24.57,-2.19,18.36,-20.07,10.99,1.064709,94
16-09-2025,NSE:HBLENGINE,EQ,22411.21,22.08,3.89,886.95,,4.31,3.66,13.68,33.11,52.29,24.37,32.13,-2.47,-2.47,-2.47,58.67,118.25,118.25,10.73,31.45,39,23.89,32.82,1.217841,96,10.73,23.84,16.85,-43.74,11.44,1.065685,94
16-09-2025,NSE:KIOCL,EQ,24765.86,42.66,7.89,459.75,,1.95,8.12,28.50,36.18,48.69,18.02,14.79,-2.94,-2.94,-2.94,62.95,108.58,108.58,25.55,34.52,35.4,17.54,15.48,1.212688,96,25.55,12.07,7.78,-45.01,-2.76,1.048785,89
16-09-2025,NSE:YATHARTH,EQ,6696.63,6.8,3.9,784.95,,0.10,10.48,9.25,33.73,52.71,20.71,33.10,-2.1,-2.1,-2.1,56.88,111.69,118.74,6.3,32.07,39.42,20.23,33.79,1.210599,96,6.3,28.31,16.82,-52.89,16.8,1.070727,95
16-09-2025,NSE:RAMCOIND,EQ,2655.92,5.23,3.95,384.1,,8.59,19.76,24.59,29.73,40.83,25.18,37.89,,,,51.58,71.76,71.76,21.64,28.07,27.54,24.7,38.58,1.206036,96,21.64,8.15,3.97,-11.68,18.18,1.061502,93
16-09-2025,NSE:BLACKBUCK,EQ,11443.15,16.31,5.62,607.25,,-2.21,-0.75,10.40,27.56,32.44,30.16,53.74,-6.62,-6.62,-6.62,42.21,60.5,139.88,7.45,25.9,19.15,29.68,54.43,1.205822,95,7.45,20.48,-5.08,11.39,34.95,1.083912,96
16-09-2025,NSE:ANANDRATHI,EQ,23029.09,1.16,2.48,3063.8,,4.47,4.15,11.53,31.89,46.05,29.18,36.07,,,,49.59,82.1,85.36,8.58,30.23,32.76,28.7,36.76,1.204716,95,8.58,24.33,8.98,-16.5,10.9,1.061987,93
16-09-2025,NSE:INDOTHAI,BE,1838.27,4.84,6.06,189.48,,7.99,21.92,8.78,4.92,-3.77,39.88,67.20,-10.63,-10.63,-10.63,28.08,28.08,190.41,5.83,3.26,-17.06,39.4,67.89,1.203906,95,5.83,-2.89,-20.97,56.83,46.63,1.123676,99
16-09-2025,NSE:GVT&D,EQ,70796.87,3.93,3.38,2924.6,,7.06,5.87,2.75,21.36,51.25,33.77,41.12,,,,27.92,125.74,125.74,-0.2,19.7,37.96,33.29,41.81,1.20335,95,-0.2,20.46,26.2,-21.09,12.27,1.071154,95
16-09-2025,NSE:MBAPL,EQ,3693.48,2.05,3.78,427.05,,3.54,2.81,1.17,17.57,25.98,49.40,49.49,-6.59,-6.59,-6.59,20.79,67.77,111.39,-1.78,15.91,12.69,48.92,50.18,1.194773,95,-1.78,17.93,-1.62,46.41,1.36,1.07503,95
16-09-2025,NSE:PAYTM,EQ,76885.64,38.72,2.75,1231.3,,0.99,-2.16,6.50,29.74,42.99,22.39,45.87,-4.42,-4.42,-4.42,41.82,80.32,88.98,3.55,28.08,29.7,21.91,46.56,1.193422,95,3.55,26.18,7.04,-21.36,31.43,1.077781,96
16-09-2025,NSE:LTF,EQ,54227.22,69.04,2.18,241.03,,2.93,7.92,16.16,21.16,41.81,38.76,31.03,,,,28.54,73.85,84.15,13.21,19.5,28.52,38.28,31.72,1.186816,95,13.21,7.29,14.38,9.53,-11.46,1.048462,89
16-09-2025,NSE:ATALREAL,BE,208.71,4.66,4.36,19.1,,0.63,-0.42,-3.09,-3.56,34.97,35.34,61.99,-8.44,-8.44,-8.44,3.8,56.05,163.09,-6.04,-5.22,21.68,34.86,62.68,1.186352,95,-6.04,0.87,25.39,15.33,42.39,1.098684,98
16-09-2025,NSE:LAURUSLABS,EQ,46155.03,12.19,2.19,894.85,,-0.83,3.88,3.93,26.18,34.70,37.00,43.36,-1.65,-1.65,-1.65,38.47,59.44,107.48,0.98,24.52,21.41,36.52,44.05,1.182026,95,0.98,24.5,-0.28,18.29,11.29,1.063961,93
16-09-2025,NSE:HLEGLAS,EQ,3455.2,11.87,6.04,512.5,,-10.05,-2.92,17.62,13.68,56.21,22.71,20.91,-10.69,-10.69,-10.69,25.77,128.83,128.83,14.67,12.02,42.92,22.23,21.6,1.181695,95,14.67,-3.45,37.45,-61.74,-1.16,1.064514,93
16-09-2025,NSE:ACL,EQ,783.92,1.37,5.46,96.13,,-1.45,3.57,35.37,29.76,40.98,13.47,7.86,-8.24,-8.24,-8.24,55.6,95.62,95.62,32.42,28.1,27.69,12.99,8.55,1.179467,95,32.42,-7.35,4.15,-31.83,-5.3,1.040843,86
16-09-2025,NSE:DIFFNKG,EQ,1359.32,5.91,5.21,399.65,,5.77,10.75,16.98,26.71,30.93,11.86,51.58,,,-18.39,34.81,68.3,96.71,14.03,25.05,17.64,11.38,52.27,1.179314,95,14.03,13.05,-6.06,-12.84,46.25,1.088195,97
16-09-2025,NSE:NESCO,EQ,9899.62,1.29,4.02,1480.5,,-2.78,4.33,8.41,30.96,38.88,31.20,33.86,-6.18,-6.18,-6.18,47.09,69.94,70.17,5.46,29.3,25.59,30.72,34.55,1.178604,95,5.46,25.95,-0.35,2.21,5.05,1.05504,92
16-09-2025,NSE:NETWEB,EQ,12561.86,28.61,6.96,2842.3,,-7.65,20.25,25.24,37.58,47.59,0.30,5.00,-9.2,-9.2,-9.2,65.1,102.49,112.02,22.29,35.92,34.3,-0.18,5.69,1.178451,94,22.29,17.83,4.23,-75.47,5.9,1.043998,88
16-09-2025,NSE:RELTD,BE,2535.47,1.13,4.64,174.98,,14.35,17.72,19.40,19.84,38.17,22.70,43.40,,,,37.33,80,80,16.45,18.18,24.88,22.22,44.09,1.175632,94,16.45,1.88,11.05,-10.25,27.96,1.064756,94
16-09-2025,NSE:RISHABH,EQ,1584.39,3.7,6.35,428.45,,-3.93,-2.23,16.49,29.69,51.25,15.37,14.40,-10.02,-10.02,-10.02,54.31,110.85,110.85,13.54,28.03,37.96,14.89,15.09,1.175363,94,13.54,17.13,18.85,-58.83,0.04,1.04706,89
16-09-2025,NSE:IOLCP,EQ,2658.77,84.77,5.02,115.13,,-2.37,17.28,19.79,24.39,46.02,27.43,19.57,-3.68,-3.68,-3.68,38.66,93.98,93.98,16.84,22.73,32.73,26.95,20.26,1.174489,94,16.84,7.07,16.78,-19.66,-9.65,1.041927,87
16-09-2025,NSE:GANESHIN,SM,1012.5,2.39,6.18,234.3,,1.30,-10.01,-9.67,30.77,40.06,39.39,32.69,-13.69,-13.69,-13.69,46.62,75.11,113.87,-12.62,29.11,26.77,38.91,33.38,1.173756,94,-12.62,38.2,1.59,13.67,-9.88,1.065256,94
16-09-2025,NSE:NAVA,EQ,19429.45,19.56,4.36,714.5,,1.88,1.47,18.60,20.87,42.68,28.94,30.51,,,,30.96,76.73,96.24,15.65,19.21,29.39,28.46,31.2,1.172697,94,15.65,4.12,15.74,-9.21,3.4,1.048376,89
16-09-2025,NSE:CPPLUS,EQ,14710.17,7.2,5.44,1425.1,,5.42,8.03,25.83,28.78,28.78,28.78,28.78,-1.16,-1.16,-1.16,34.82,34.82,34.82,22.88,27.12,15.49,28.3,29.47,1.1725,94,22.88,5.31,-11.82,14.77,1.18,1.046861,89
16-09-2025,NSE:ABDL,EQ,14181.3,4.67,3.32,551.9,,8.23,8.06,10.91,21.32,40.83,32.62,36.47,-2.21,-2.21,-2.21,32.92,80.65,84.12,7.96,19.66,27.54,32.14,37.16,1.172445,94,7.96,13.01,12.98,0.9,6.89,1.052735,91
16-09-2025,NSE:IMFA,EQ,4646.53,1.45,3.72,1022.5,,1.92,13.18,19.55,30.57,38.76,6.04,38.87,-2.03,-2.03,-2.03,43.87,78.79,78.79,16.6,28.91,25.47,5.56,39.56,1.171582,94,16.6,15.02,-0.02,-38.66,36.11,1.069835,95
16-09-2025,NSE:ACUTAAS,EQ,11502.58,3.2,3.12,1459.6,,-3.04,3.67,10.93,24.88,25.36,26.84,50.12,-2.95,-2.95,-2.95,34.35,36.88,100.02,7.98,23.22,12.07,26.36,50.81,1.171409,94,7.98,16.98,-11.17,16.75,33,1.073994,95
16-09-2025,NSE:COOLCAPS,SM,965.26,1.88,5.13,95.7,,13.06,13.48,12.12,15.39,16.93,16.84,61.13,-2.94,-2.94,-2.94,25.1,27.96,152.21,9.17,13.73,3.64,16.36,61.82,1.170961,94,9.17,5.05,-10,14.67,54.43,1.107098,98
16-09-2025,NSE:CHOICEIN,EQ,16345.5,5.22,2.1,825,,5.30,4.69,2.82,16.62,41.54,32.16,44.95,,,,19.56,71.64,82.99,-0.13,14.96,28.25,31.68,45.64,1.170941,94,-0.13,15.52,18.07,-1.27,20.03,1.065069,94
16-09-2025,NSE:SRM,EQ,1078.03,3.17,4.99,509.05,,1.38,7.05,8.10,12.36,37.54,30.66,49.13,-0.22,-0.22,-0.22,16.39,67.81,102.41,5.15,10.7,24.25,30.18,49.82,1.169884,93,5.15,5.96,16.91,3.76,27.81,1.069038,95
16-09-2025,NSE:MANAKCOAT,EQ,1341.13,1.8,4.73,140.57,,-6.73,-2.35,-1.66,5.79,45.52,28.26,50.89,-15.77,-15.77,-15.77,9.34,90.66,142.4,-4.61,4.13,32.23,27.78,51.58,1.168491,93,-4.61,8.66,30.35,-16.91,32.73,1.083265,96
16-09-2025,NSE:AMBER,EQ,24648.98,3.32,2.83,8298,,5.80,7.87,16.91,21.31,21.40,30.86,46.73,,,,29.2,43.19,90.87,13.96,19.65,8.11,30.38,47.42,1.165546,93,13.96,6.63,-11.71,26.8,24.13,1.064971,94
16-09-2025,NSE:INFLUX,SM,397.03,1.07,6.59,186.35,,-5.04,2.01,21.65,28.90,28.90,28.90,28.90,-6.78,-6.78,-6.78,50.1,50.1,50.1,18.7,27.24,15.61,28.42,29.59,1.164566,93,18.7,10.58,-11.82,14.77,1.18,1.045444,89
16-09-2025,NSE:SIRCA,EQ,2526.41,5.05,3.03,484,,0.62,4.01,4.03,20.29,49.30,28.46,28.32,,,,30.74,101.88,101.88,1.08,18.63,36.01,27.98,29.01,1.164198,93,1.08,18.27,24.57,-26.33,0.98,1.053319,91
16-09-2025,NSE:HNGSNGBEES,EQ,1096.31,2.57,2.92,524.08,,4.17,8.48,11.85,26.65,16.61,31.88,45.98,,,,38.6,50.58,86.28,8.9,24.99,3.32,31.4,46.67,1.162107,93,8.9,18.13,-25.51,33.08,21.87,1.068801,95
16-09-2025,NSE:KMEW,EQ,2030.59,1.33,6.68,2397,,25.60,23.70,30.37,28.19,38.79,6.01,20.11,,,,53.98,82.24,82.24,27.42,26.53,25.5,5.53,20.8,1.161191,93,27.42,-1.79,2.93,-38.78,16.18,1.046753,89
16-09-2025,NSE:GPIL,EQ,15546.89,71.02,4.37,262.35,,8.74,8.38,22.71,30.36,35.42,10.20,30.45,-2.88,-2.88,-2.88,48.55,51.8,73.13,19.76,28.7,22.13,9.72,31.14,1.159693,93,19.76,11.22,-4.55,-24.27,23.72,1.052721,91
16-09-2025,NSE:GOKULAGRO,EQ,4802.54,5.82,4.76,397.95,,14.65,15.17,24.39,22.61,45.36,8.97,24.04,,,,37.23,96.52,96.52,21.44,20.95,32.07,8.49,24.73,1.159539,93,21.44,-1.02,17.57,-51.82,17.73,1.051919,91
16-09-2025,NSE:ZYDUSWELL,EQ,12779.88,1.86,3.88,2621.3,,5.66,14.03,26.38,25.68,38.63,22.82,14.11,,,,35.83,64.76,70.72,23.43,24.02,25.34,22.34,14.8,1.158969,93,23.43,0.38,5.6,-11,-10.11,1.034725,82
16-09-2025,NSE:ARIES,EQ,523.42,3.32,5.58,431.3,,2.69,1.63,9.20,26.92,42.60,15.01,35.46,-1.28,-1.28,-1.28,39.76,79.79,90.04,6.25,25.26,29.31,14.53,36.15,1.158059,93,6.25,20.84,9.64,-33.29,25.24,1.060372,93
16-09-2025,NSE:SAFEENTP,SM,944.91,1,3.87,218.8,,8.91,7.38,7.04,30.99,30.99,30.99,30.99,-8.91,-8.91,-8.91,38,38,38,4.09,29.33,17.7,30.51,31.68,1.155628,93,4.09,27.09,-11.82,14.77,1.18,1.050994,90
