Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
26-12-2025,NSE:MVKAGRO,ST,3787.79,768.9,58770,451.88253,2.3,3.33,1.51,,1.59,6.37,1.74,-4.43,5.96,29,39.11,81.08,93.6,94.88,93.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,2.03,1.66,3.75,9.76,14.97,52.35,141.28,60,85.71,84.13,92.06,0,38.1,60.32,80.16,-6.12,-6.12,-6.12,-6.12,-6.12,-6.12,0,0,0,-22.82,-38.2,61.03,418.13,2276.82,2276.82,8.91,119.79,927.77,349.77,52.09,3.55,6.7,36.58,79.05,83.06,88.74,4.053215,99,4.25,119.79,868.25,185.29,,,,6.7,32.02,69.43,57.51,24.83,1.448877,99
26-12-2025,NSE:POLYSIL,ST,706.66,307.75,97090,298.79448,2.04,3.07,17.68,2L,2.24,6.45,-1.36,-12.1,-7.15,13.23,26.22,78.38,93.48,90.8,84.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0.67,-0.93,-0.27,3.03,2.85,51.09,110.29,0,47.62,68.25,84.13,0,28.57,49.21,74.6,-12.57,-12.57,-12.57,-12.57,-12.57,-12.57,0,0,0,-63.04,-47.83,32.91,353.57,1993.54,1993.54,7.08,115.03,1010.27,352.72,36.39,4.81,-6.41,23.69,76.35,82.94,84.66,3.285725,99,-8.49,115.03,1010.27,109.61,,,,-6.41,27.9,71.2,61.19,-36.24,1.429374,99
26-12-2025,NSE:CUPID,EQ,12742.79,479.5,3680875,17649.79563,3.83,3.86,3.28,,1.50,7.96,17.75,22.03,33.27,50.48,53.72,78.38,86.22,83.75,76.45,-1,-1,2,2,EP,EP,-1,-1,-1,-1,2,2,-1,-1,7.79,8.07,17.25,19.94,46.44,45.81,170.25,100,100,93.65,89.68,100,85.71,66.67,71.43,0,0,0,0,0,0,-5.11,0,-7.44,-50.55,-41.7,123.3,361.28,733.91,733.91,45.81,88.25,285.97,80.26,5.07,5.6,34.01,51.19,76.35,75.68,77.61,2.411852,99,45.81,88.25,231.09,20.2,,,,34.01,27.4,53.81,27.56,-12.99,1.246214,99
26-12-2025,NSE:TAKE,BE,576.35,38.11,1964020,748.48802,2.51,2.57,12.68,,-2.33,7.77,9.63,12.18,18.97,37.84,72.34,77.3,77.93,57.26,42.8,2,2,-1,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,1,0,-1,-1,4.07,5.72,10.38,15.7,30.94,50.05,162.13,100,100,95.24,71.43,80,95.24,77.78,41.27,-2.33,-2.33,-2.33,-2.33,-2.33,-2.33,0,-8.98,-61.18,-64.89,-31.98,265.39,345.73,469.66,469.66,23.25,207.88,57.55,29.3,7,0,19.71,69.81,75.27,67.39,51.12,2.0245,99,23.25,184.87,29.8,-54.28,,,,19.71,62.63,18.44,-5.91,-88.79,1.246306,99
26-12-2025,NSE:MAHASTEEL,BE,1526.76,882.2,22177,195.64549,2.95,3.32,4.62,,-5.00,7.28,8.6,13.63,19.64,32.63,53.54,60.21,72.23,77.42,88.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,2.96,4.93,8.3,11.61,22.52,40.76,106.81,100,100,100,85.71,80,47.62,63.49,50.79,-5,-5,-5,-5,-5,-5,-10.49,0,0,-0.18,-11.32,115.17,168.47,376.79,818,22.01,113.85,75.49,89.7,154.94,107.24,20.38,51.01,58.18,61.69,71.28,1.75779,99,22.01,101.19,59.47,80,,,,20.38,38.95,14.87,21.52,23.62,1.182522,99
26-12-2025,NSE:BGRENERGY,BE,2265.87,327.45,211923,693.94186,5.4,5.39,5.76,2L,4.38,3.79,0.09,-25.48,-29.39,-28.83,28.91,68.96,74.3,73.99,88.01,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-0.59,-6.07,-6.28,-12.29,-16.54,49.23,64.38,0,23.81,74.6,57.94,0,0,22.22,25.4,-23.63,-29.95,-29.95,-29.95,-29.95,-23.63,-9.36,-12.2,-29.9,-41.96,0,45.52,238.24,358.61,840.14,6.99,158.92,214.25,191.82,141.63,144.5,-28.65,26.38,66.93,63.76,67.85,1.651172,99,-22.5,145.97,171.2,101.79,,,,-28.65,41.82,56.85,8.52,3.72,1.195183,99
26-12-2025,NSE:SOMATEX,BE,408.62,129.88,25308,32.87003,1.05,2.86,10.54,L,5.00,19.33,16.47,14.41,3.38,11.74,46.83,66.38,70.53,61.25,74.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.09,0.5,12.65,-3.69,8.64,37.66,74.26,0,0,34.92,36.51,0,0,12.7,13.49,0,-15.43,-15.43,-15.43,-15.43,0,-18.29,-34.1,-33.63,-41.84,-23.51,96.46,202.54,255.06,294.77,26.44,92.85,87.15,21.31,27.14,67.21,4.12,44.3,64.35,59.99,55.11,1.584506,99,5.58,44.22,75.9,21.31,,,,4.12,41.73,37.28,3.69,-26.6,1.143029,99
26-12-2025,NSE:AKIKO,ST,278.93,258.8,12096,31.30445,3.63,4.12,2.31,,-0.08,-4.13,-0.46,-10.12,-7.96,-7.57,-4.97,68.32,72.95,69.32,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.63,-1.43,-3.02,-1.29,-4.25,42.09,65.34,0,23.81,65.08,60.32,0,4.76,15.87,26.98,-10.45,-12.15,-12.15,-12.15,NA,-10.45,-5.16,-0.77,-11.26,-25.01,NA,7.83,280.31,280.59,NA,0.7,90.52,299.19,27.33,10.41,NA,-7.22,-7.5,66.29,62.41,63.18,1.548989,99,-9.51,90.52,285.32,26.06,,,,-7.22,-0.47,70.32,5.95,-8.52,1.193723,99
26-12-2025,NSE:APRAMEYA,SM,611.18,319.1,18840,60.11844,4.56,4.67,3.11,S,-0.59,0.8,1.28,0.17,-2.55,14.45,13.82,47.23,67.72,79.63,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-0.19,0.2,0.01,4.61,4.85,34.33,59.65,0,57.14,52.38,47.62,0,0,17.46,20.63,-4.46,-9.54,-9.54,-9.54,NA,-4.46,-7.23,-3,-6.65,-14.91,NA,30.01,109.93,373.09,NA,6.35,94.68,204.71,200.71,83.93,NA,-1.81,11.29,45.2,57.18,73.49,1.542142,99,-2.42,94.68,172.28,123.49,,,,-1.81,12.73,39.27,30.16,41.8,1.166519,99
26-12-2025,NSE:VIVIMEDLAB,EQ,179.67,20.59,104697,21.55711,5.77,31.01,3.3,,-4.98,-29.19,73.29,72.07,69.65,45.85,45.36,53.38,35.16,13.55,-27.97,-1,-1,-1,-1,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,16.98,22.76,51.45,26.11,104.98,-3.86,97.35,60,14.29,15.87,7.94,0,0,4.76,2.38,-22.59,-22.59,-22.59,-22.59,-24.58,-22.59,-53.36,-13.46,-61.83,-53.4,-37.87,315.96,315.96,315.96,315.96,315.96,0,39.75,19.25,3.49,9.88,70.39,42.83,51.35,24.62,7.41,1.520508,99,216.77,-35.9,-13.13,-46.67,,,,70.39,-83.24,15.18,-47.74,-28.42,1.193835,99
