Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
19-02-2026,NSE:SWANDEF,BE,8465.49,1789.8,7278,130.26164,2.35,5.88,1.49,,-3.47,-2.83,14.49,32.99,49.99,82.03,93.55,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,3.74,13.13,19.42,39.47,97.31,,,100,100,100,98.85,20,80.95,93.65,94.25,-3.77,-3.77,NA,NA,NA,-3.77,0,NA,NA,NA,NA,1375.88,NA,NA,NA,90.44,1950.52,NA,NA,NA,NA,48.01,96.46,0,0,0,2.906093,99,90.44,1950.52,,,,,,48.01,92.09,96.21,-1.46,-8.02,1.953265,99
19-02-2026,NSE:MVKAGRO,SM,3661.53,523.2,34806,182.10499,5.2,5.14,4.35,L,-0.15,-11.43,-16.88,-16.46,-28.41,-34.94,-27.69,42.91,82.94,93.22,92.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-5.9,-5.75,-11.02,-13.11,-21.33,35.34,21.66,0,0,38.1,63.49,0,0,19.05,50,-20.72,-36.12,-36.12,-36.12,-36.12,-20.72,-17.97,0,0,0,-44.39,1.36,72.11,1517.31,1517.31,1.36,29.85,634.18,823.34,175.89,1.14,-30.39,-24.78,41.92,80.51,82.96,2.442398,99,-20.72,15.84,634.18,627.65,,,,-30.39,5.55,51.5,68.66,52.26,1.389492,99
19-02-2026,NSE:TAKE,BE,601.8,47.27,1520860,718.91052,5.01,4.92,3.66,,0.02,-2.69,11.89,12.12,17.09,25.24,37.15,77.77,78.76,77.26,52.78,-1,-1,-1,2,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,12,-1,1.82,3.91,5.96,8.1,15.3,48.64,124.51,100,76.19,92.06,85.71,20,23.81,63.49,53.17,-3.23,-3.23,-3.23,-3.23,-3.23,-3.23,-11.31,0,-40.22,-55.22,-52.05,57.15,371.29,606.58,606.58,29.05,80.93,256.66,57.1,50.07,0,15.11,40.06,76.78,76.33,67,1.964081,99,19.01,73.1,202.24,-39.11,,,,15.11,29.18,60.83,3.01,-15.09,1.215091,99
19-02-2026,NSE:POLYSIL,ST,608.2,200,37780,75.56,5.14,5.35,3.61,3L,0.00,-9,-6,-14.22,-4.22,-43.7,-52.43,30.47,79.4,87.95,79.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.93,-4.36,-6.98,-15.16,-19.23,25.07,7.8,0,0,22.22,53.97,0,0,15.87,44.44,-12.97,-43.18,-43.18,-43.18,-43.18,-12.97,-40.78,-1.31,0,0,-41.22,0.55,41.04,1260.54,1260.54,0.55,0,625.83,845.92,180.27,0,-6.2,-49.52,29.48,76.97,77.69,1.855246,99,-8.61,-26.52,625.83,382.81,,,,-6.2,-41.26,50.6,68.91,33.48,1.31046,99
19-02-2026,NSE:CUPID,EQ,10443.37,414.2,11223054,46485.88967,5.32,5.26,4,,-2.07,-3.63,-1.41,3.19,9.08,-8.09,20.45,58.52,76.54,83.31,77.07,-1,-1,-1,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,19,-1.5,0.15,-1.35,-2.15,-3.43,42.7,68.54,0,0,46.03,69.84,0,0,39.68,53.97,-4.77,-21.09,-21.09,-21.09,-21.09,-4.77,-28.25,-0.5,-0.01,-8.04,-34.57,29.46,148.29,620.35,620.35,6.15,61.22,265.51,198.8,68.97,1.16,7.1,23.36,57.53,74.11,73.05,1.808724,99,0.98,50.23,232.3,104.54,,,,7.1,17.49,44.07,41.99,20.83,1.198867,99
19-02-2026,NSE:DIVINEHIRA,ST,317.04,270,22656,61.1712,3.73,4.13,3.06,,0.37,7.41,15.93,16.11,9.63,26.11,34.06,68.52,83.44,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.95,3.84,10.18,6.7,18.09,46.15,119.29,100,42.86,80.95,90.48,100,23.81,36.51,55.56,0,0,0,NA,NA,0,-3.44,0,-0.58,NA,NA,63.74,223.74,NA,NA,21.43,118.83,304.66,93.18,NA,NA,7.65,36.97,67.53,81.01,0,1.691367,99,12.9,115.93,298.77,,,,,7.65,32.02,48.47,45.95,91.98,1.224662,99
19-02-2026,NSE:SMLMAH,EQ,5942.49,5133.3,108159,5552.12595,6.1,6.05,9.57,,0.40,5.3,26.16,32.6,26.42,28.28,44.19,22.02,66.38,76.05,58.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.33,6.95,17.5,7.77,27.4,19.85,58.95,100,23.81,28.57,20.63,80,19.05,19.05,11.9,0,0,0,0,0,0,-15.5,-39.01,-7.41,-22.66,-44.92,85.63,85.63,386.2,386.2,48.37,36.6,68.37,279.16,63.48,0,24.44,47.1,21.03,63.95,65.79,1.562864,99,41.7,29.31,67.79,151.06,,,,24.44,29.15,-43.53,55.42,20.75,1.196145,99
19-02-2026,NSE:SHEETAL,SM,189.14,249,13760,34.2624,2.09,2.82,7.19,,-0.84,12.43,15.06,16.87,15.66,41,41.81,46.2,53.63,70.88,75.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,-1,-1,6.44,5.58,12.73,13.73,30.67,23.25,70.25,100,100,88.89,57.94,100,38.1,60.32,41.27,-1.33,-1.33,-1.33,-1.33,-1.33,-1.33,-3.4,-0.58,-2.08,0,-8.34,75.72,104.85,235.58,349.05,24.13,49.57,30.42,124,108.21,30.75,13.68,44.72,45.21,51.2,60.62,1.4565,99,19.11,45.33,22.33,117.1,,,,13.68,35.99,3.77,12.35,29.18,1.136044,99
19-02-2026,NSE:PFOCUS,EQ,18410.38,273.51,7783382,21288.32811,7.19,7.07,5.81,,-3.94,4.24,2.24,17.51,19.88,19.66,38.56,41.82,65.12,62.16,64,-1,-1,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,-1,-1,1.81,4.24,6.32,7.75,15.24,26.43,56.64,100,66.67,58.73,42.86,60,38.1,33.33,23.81,-3.94,-3.94,-3.94,-3.94,-3.94,-3.94,-10.51,-14.08,-8.84,-40.88,-35.86,64.58,93.12,204.54,204.54,26.55,34.68,69.51,77.2,6.22,13.17,17.9,41.47,40.83,62.69,51.9,1.443579,99,18.34,28.24,69.51,21.95,,,,17.9,28.3,1.51,38.59,-16.5,1.117722,99
19-02-2026,NSE:MTARTECH,EQ,7602.85,3647.9,596397,21755.96616,6.79,6.81,5.81,,-2.59,2.39,9.99,19.64,33.19,35.87,26.07,58.47,54.85,60.99,50.11,-1,-1,2,-1,HV2Y,-1,-1,-1,-1,-1,3,-1,-1,-1,2.44,7,10.15,16.06,31.23,25.65,76.49,100,90.48,47.62,53.97,80,61.9,23.81,33.33,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,-9.63,0,-15.42,-17.89,-29.04,60.03,161.31,196.93,196.93,51.98,13.91,93.19,23.32,34.05,0,31.21,28.98,57.48,52.42,50.73,1.437615,99,48.55,13.91,62.14,-3.63,,,,31.21,-5.66,40.03,-10.16,5.56,1.114328,98
