Date,Symbol,Series,Mkt Cap (₹ Crore),CMP,AVOL(50),₹AVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHighP_1W,RSHighP_1M,RSHighP_3M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
17-11-2025,NSE:KOTAKBANK,EQ,50000,2102.9,3248091,68304.10564,1.63,1.67,10.79,M,1.12,0.49,0.03,-4,-2.22,5.48,-0.25,8.26,16.98,18.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.27,-0.51,-0.23,1.24,1.02,0.68,1.71,0,0,0,0,0,0,-5.51,-5.51,-5.67,-7.31,-7.31,-5.51,-1.37,-12.39,-7.08,-0.28,-9.76,8.26,8.26,24.59,35.96,1.33,10.66,4.45,24.9,24.73,12.87,-4.63,0.23,-4.77,-1.38,11.52,0.999716,49,-4.65,-1.37,1.41,18.94,,,-4.63,4.62,-5.3,3.13,14.13,1.010573,57
17-11-2025,NSE:NIFTY_TOTAL_MKT,IN,,13463.8,,,,,,,0.50,1.48,0.97,1.09,2.37,5.12,4.5,9.41,5.11,14.9,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-0.02,-0.02,-0.02,-0.02,-2.42,,,,,,,,,,,,,,,,,-0.04,-0.13,-0.02,-0.23,-0.35,0.999241,,,,,,,,-0.04,-0.1,0.1,-0.21,-0.13,0.999633,
17-11-2025,NSE:NIFTYJR,IN,,70154.1,,,,,,,0.53,0.75,0.47,1.14,1.48,5.03,4.38,9.41,0.54,14.5,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-0.47,-0.47,-0.47,-4.28,-9.84,,,,,,,,,,,,,,,,,-0.93,-0.22,-0.14,-0.23,-4.92,0.994357,,,,,,,,-0.93,0.69,0.07,-0.1,-5.17,0.99635,
17-11-2025,NSE:CNXPHARMA,IN,,22867.6,,,,,,,0.20,2.13,3.03,2.23,3.54,3.22,5.4,3.46,1.42,16.83,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,0,0,-0.89,-2.91,-3.85,,,,,,,,,,,,,,,,,1.13,-2.03,0.88,-6.18,-4.04,0.990414,,,,,,,,1.13,-3.24,3.01,-7.41,2.51,0.995115,
17-11-2025,NSE:SUNPHARMA,EQ,33000,1763.9,2063034,36389.85673,1.56,1.56,6.11,,0.39,3.75,4.15,3.68,6.17,7.04,1.64,0.8,-2.59,10.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.17,1.24,3.45,2.77,6.39,-1.51,4.81,0,0,0,0,0,0,0,0,0,-6.67,-9.48,0,-4.54,-10.96,-10.97,-10.21,-7.14,12.83,12.83,12.83,23.36,6.32,5.87,4.68,10.75,22.38,26.56,3.76,1.79,-2.88,-8.84,-8.05,0.9904,46,6.32,-2.7,-5.33,0.06,,,3.76,-1.99,-5.04,-6.22,1.2,0.993607,37
17-11-2025,NSE:CNXENERGY,IN,,36441.85,,,,,,,0.50,1.43,0.46,2.24,3.07,4.67,2.13,9.95,-5.38,-11.54,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-0.01,-0.01,-0.5,-4.72,-18.94,,,,,,,,,,,,,,,,,0.66,-0.58,-2.39,0.31,-10.84,0.990282,,,,,,,,0.66,-1.26,-1.9,2.62,-12.4,0.992722,
17-11-2025,NSE:CNXPSE,IN,,10043.8,,,,,,,0.59,1.41,-0.19,1.35,1.42,3.91,0.85,11.09,-1.1,3.76,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-0.49,-0.49,-1.15,-3.08,-14.43,,,,,,,,,,,,,,,,,-0.99,-1.34,-3.67,1.45,-6.56,0.990187,,,,,,,,-0.99,-0.39,-2.43,4.97,-9.08,0.995604,
17-11-2025,NSE:CNXSMALLCAP,IN,,18347.6,,,,,,,0.52,1.14,-0.18,0.51,1.41,4,4.29,7.31,-0.53,13.41,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-0.9,-0.9,-4.14,-6.66,-6.66,,,,,,,,,,,,,,,,,-1,-1.25,-0.23,-2.33,-5.99,0.989886,,,,,,,,-1,-0.29,1.06,-2.21,-3.84,0.994658,
17-11-2025,NSE:CNXREALTY,IN,,945.35,,,,,,,0.45,0.13,-0.23,0.47,3.17,6.27,3.47,2.92,-2.36,1.59,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-2.41,-2.41,-9.07,-15.49,-17.82,,,,,,,,,,,,,,,,,0.76,1.02,-1.05,-6.72,-7.82,0.988997,,,,,,,,0.76,0.3,-2.23,-5.92,-0.82,0.993571,
17-11-2025,NSE:AGARWALTUF,SM,262.47,139.7,83472,116.61038,5.19,5.19,4.63,,1.01,-3.69,2.97,-3.79,-9.13,-0.25,2.36,19.69,NA,NA,-1,-1,HVQ,-1,HVQ,-1,-1,-1,-1,-1,-1,-0.33,-1.66,-1.96,-3.89,-5.63,14.04,9.79,0,0,0,0,0,0,-8.93,-16.47,-16.47,NA,NA,-8.93,-8.85,-0.64,-3.98,NA,NA,3.21,21.85,NA,NA,3.21,25.99,64.19,59.91,NA,NA,-11.54,-5.5,-2.16,10.05,0,0.985385,43,-7.85,20.75,23.72,,,,-11.54,5.22,3.37,12.38,104.62,1.013912,63
17-11-2025,NSE:NIFTY_MICROCAP250,IN,,23714.45,,,,,,,0.60,1.07,-0.3,0.25,1.46,1.85,3.79,3.23,-4.58,14.87,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,-1.36,-2.25,-4.19,-10.21,-10.21,,,,,,,,,,,,,,,,,-0.95,-3.4,-0.73,-6.41,-10.04,0.980028,,,,,,,,-0.95,-2.52,2.73,-5.93,-3.45,0.990278,
17-11-2025,NSE:ICICIBANK,EQ,90000,1379,12268498,169182.58742,1.43,1.47,3.58,,0.44,2.25,2.44,0.09,-1.41,-3.03,-5.44,8.85,8.71,21.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,-0.12,0.91,-1.03,-0.12,0.19,0.07,0,0,0,0,0,0,-4.01,-4.63,-7.36,-7.36,-7.36,-4.01,-6.06,-4.55,0,-6.63,-5.95,4.44,4.44,15.29,30.66,4.44,3.74,18,25.17,20.14,20.33,-3.82,-8.28,-9.96,-0.79,3.25,0.978513,40,-2.7,-1.96,12.53,23.98,,,-3.82,-4.51,-1.58,8.2,4.46,1.000095,43
17-11-2025,NSE:APOLLOHOSP,EQ,113079.44,7487.5,305190,22851.10125,1.62,1.64,11.85,S,0.90,-0.56,-2.58,-4.67,-4.52,-4.29,6.31,9.31,0.88,19.05,-1,-1,EEP,EEP,-1,-1,-1,-1,-1,-1,-1,-1.02,-1.11,-2.1,-1.03,-3.1,7.34,4.57,0,0,0,0,0,0,-6.55,-6.55,-6.55,-6.55,-6.55,-6.55,-1.3,0,-5.67,-8.69,-0.05,1.06,9.91,23.71,29.85,0.9,10.47,29.01,15.9,17.76,28.7,-6.93,-9.54,1.79,-0.33,-4.58,0.977797,37,-4.42,6.44,15.49,7.88,,,-6.93,-2.69,10.92,-2.16,-4.67,0.993532,34
17-11-2025,NSE:HCLTECH,EQ,34000,1606.4,2456082,39454.50125,1.65,1.81,4.36,,0.74,4.1,4.04,5.14,6.89,6.56,-3.33,-7.42,-14.39,-0.81,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1,2.27,1.73,4.07,3.74,8.11,-5.54,2.43,0,0,0,0,0,0,0,0,-7.67,-19.48,-19.48,0,-4.29,-13.72,-16.8,-13.51,-1.83,15.98,15.98,16.91,23.23,8.1,7.98,9.24,20.8,32.38,40.96,4.48,1.31,-7.85,-17.06,-19.85,0.972663,34,6.03,-4.29,-13.42,4.71,,,4.48,-3.27,-9.82,-9.32,-1.86,0.984844,25
17-11-2025,NSE:HCLTECH,EQ,413806.79,1606.4,2456082,39454.50125,1.65,1.81,4.36,,0.74,4.1,4.04,5.14,6.89,6.56,-3.33,-7.42,-14.39,-0.81,-1,-1,-1,-1,EEP,-1,-1,-1,-1,-1,-1,2.27,1.73,4.07,3.74,8.11,-5.54,2.43,0,0,0,0,0,0,0,0,-7.67,-19.48,-19.48,0,-4.29,-13.72,-16.8,-13.51,-1.83,15.98,15.98,16.91,23.23,8.1,7.98,9.24,20.8,32.38,40.96,4.48,1.31,-7.85,-17.06,-19.85,0.972663,31,6.03,-4.29,-13.42,4.71,,,4.48,-3.27,-9.82,-9.32,-1.86,0.984844,22
