Date,Symbol,Series,Mkt Cap (₹ Crores),CMP,AVOL(50),PVOL(50),ADR(20),ATR(20),DV(50),RPS,Change_1D,Change_1W,Change_10D,Change_15D,Change_1M,Change_2M,Change_3M,Change_6M,Change_9M,Change_12M,Change_20M,Momo_5D,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_9M,Momo_12M,Momo_15M,Momo_20M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Off_10EMA,10_21_EMA,Off_21EMA,21_50SMA,Off_50SMA,50_200SMA,Off_200SMA,RSHigh_1W,RSHigh_1M,RSHigh_3M,RSHigh_6M,RSNHBP_1W,RSNHBP_1M,RSNHBP_3M,RSNHBP_6M,Below_1M,Below_3M,Below_6M,Below_12M,Below_20M,NB_1M,NB_3M,NB_6M,NB_9M,NB_12M,NB_20M,Above_3M,Above_6M,Above_12M,Above_20M,NA_1M,NA_3M,NA_6M,NA_9M,NA_12M,NA_20M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NC_15M,NC_20M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
05-02-2026,NSE:SWANDEF,BE,8465.49,1793.2,6511,116.75525,1.58,5.65,1.25,,-1.40,1.21,22.59,39.33,54.72,83.73,94.16,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,6.79,14.77,25.3,41.12,112.79,,,100,100,100,98.82,40,85.71,95.24,95.29,-3.59,-3.59,NA,NA,NA,-3.59,0,NA,NA,NA,NA,1530.18,NA,NA,NA,110.36,1947.67,NA,NA,NA,NA,57.28,94.59,0,0,0,3.130444,99,110.36,1947.67,,,,,,57.28,85.03,97.22,-3.45,-3.51,1.979159,99
05-02-2026,NSE:MVKAGRO,SM,3661.53,611.5,38718,236.76057,4.93,5.32,4.37,3L,2.44,0.36,-7.92,-10.32,-17.3,-33.93,9.91,58.72,88,94.27,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0.18,-4.45,-4.09,-10.93,-13.54,42.77,51.07,0,0,53.97,71.43,0,0,31.75,57.94,-12.79,-25.34,-25.34,-25.34,-25.34,-12.79,-12.42,-5.02,0,0,-45.02,5.99,144.55,1790.26,1790.26,5.83,38.64,636.01,680.37,126.89,0,-14.74,10.34,56.37,82.28,85.24,2.961525,99,-10.26,33.95,636.01,453.62,,,,-14.74,21.13,51.39,67.47,48.74,1.407184,99
05-02-2026,NSE:POLYSIL,ST,608.2,212,42170,89.4004,5.52,5.93,11.15,,-0.59,-7.76,-3.23,-8.87,-21.11,-59.48,-23.54,46.08,83.94,87.95,80.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4.7,-8.3,-18.7,-22.75,35.59,19.93,0,0,34.92,61.9,0,0,22.22,52.38,-13.1,-39.77,-39.77,-39.77,-39.77,-13.1,-27.06,-9.22,0,-16.95,-37.68,1.7,81.9,1342.18,1342.18,1.7,4.2,654.76,677.55,131.63,1.79,-18.55,-23.11,43.73,78.22,78.92,2.011244,99,-13.1,-2,654.76,271.1,,,,-18.55,-4.08,53.58,66.76,21.45,1.309604,99
05-02-2026,NSE:TAKE,BE,601.8,41.65,1710855,712.57111,5.36,5.21,5.45,2L,-0.95,0.26,4.63,-3.22,2.02,19.52,44.3,76.83,81.92,72.39,50.78,-1,-1,-1,2,2,-1,HV2Y,HV2Y,HV2Y,-1,-1,-1,12,-1,0.57,1.64,2.25,6.34,9.16,49.86,117.72,100,76.19,92.06,77.78,0,19.05,68.25,49.21,-5.75,-5.75,-5.75,-5.75,-5.75,-5.75,0,-6.98,-48.09,-68.56,-51.98,84.21,362.78,522.57,522.57,13.7,192.54,217.37,44.25,12.56,0,4.58,44.73,74.48,76.2,63.36,1.963243,99,-2.66,192.54,211.41,-46.69,,,,4.58,41.08,55.63,18.52,-56.23,1.209532,99
05-02-2026,NSE:CUPID,EQ,10443.37,420.05,11257065,47285.30153,8.33,8.02,3.89,,-1.73,4.54,2.34,-10.67,-2.12,13.08,41.58,60.16,79.79,83.05,77.62,-1,-1,2,2,EP,EP,EP,-1,-1,-1,-1,-1,-1,11,1.71,-0.58,1.13,0,1.13,45,83.87,0,0,61.9,77.78,0,0,53.97,61.11,-9.64,-19.98,-19.98,-19.98,-19.98,-9.64,-18.28,-3.34,0,-19.64,-32.62,65.88,158.99,630.52,630.52,11.54,99.68,194.29,191.04,47.65,4.17,0.44,42.01,57.81,74.07,74.02,1.910049,99,-3.17,99.53,194.29,107.37,,,,0.44,40.73,29.02,45.82,12.64,1.221514,99
05-02-2026,NSE:SABTNL,BE,4186.55,1890.8,68199,1289.50669,5.51,6.3,28.63,L,5.00,12.71,-12.61,-3.72,9.9,27.78,59.03,42.61,67.21,77.11,91.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.09,-0.31,4.77,6.56,12.13,35.51,73.87,0,61.9,60.32,37.3,0,42.86,30.16,15.08,-13.61,-13.61,-13.61,-13.61,-14.83,-13.61,-1.42,-45.58,-51.12,-72.07,-80.5,142.55,145.64,409.44,1034.93,20.59,121.33,43.58,192.39,352.92,216.14,12.46,59.46,40.26,61.49,68.08,1.671992,99,6.87,91.01,27.5,-18.23,,,,12.46,52.46,-42.85,39.41,26.69,1.226998,99
05-02-2026,NSE:DIVINEHIRA,ST,317.04,227,20928,47.50656,2.75,3.42,3.69,,-0.87,0.22,-5.35,-7.84,-9.14,21.19,46.59,71.5,78.02,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1.35,0.07,-1.28,7.05,6.2,47,100.38,20,66.67,88.89,93.65,0,9.52,44.44,55.56,-10.17,-10.17,-10.17,NA,NA,-10.17,0,0,-24.33,NA,NA,86.07,266.13,NA,NA,0.44,135.95,175.57,47.05,NA,NA,-6.58,47.02,69.15,72.3,0,1.610541,99,-10.17,134.17,155.53,,,,,-6.58,48.99,43.86,19.42,96.49,1.212819,99
05-02-2026,NSE:DHARIWAL,ST,307.03,386,27360,105.6096,3.48,3.97,3.93,S,1.51,-5.44,0.26,9.62,6.28,14.11,44.3,54.81,73.83,68.13,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-0.52,2.39,1.91,5.95,8.36,39.46,79,80,76.19,88.89,73.02,20,52.38,38.1,24.6,-5.16,-5.16,-5.16,-5.16,NA,-5.16,-1.79,0,0,-35.99,NA,51.7,152.29,323.01,NA,18.77,122.68,104.86,91.18,10.68,NA,8.84,44.73,52.46,68.11,59.1,1.60321,99,5.74,89.2,104.76,13.72,,,,8.84,38.5,16.08,38.65,-25.29,1.155156,99
05-02-2026,NSE:HINDCOPPER,EQ,53457.09,607.3,43727155,265555.01231,6.91,7.79,3.59,,-1.03,-12.94,12.39,5.68,6.92,38.77,46.93,59.83,65.08,62.14,41.64,-1,2,EP,EP,EP,2,2,2,-1,4.59,-1,-1,5,-1,-0.57,4.88,4.53,17.02,25.98,32.46,86.53,100,100,68.25,55.56,0,23.81,30.16,23.02,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,0,-11.49,-18.28,-46.87,-42.39,93.84,164.16,223.03,223.03,16.62,80.42,57.53,29.78,12.79,4.83,9.48,47.36,57.48,59.36,53.11,1.519276,99,10.17,69.92,57.53,-17.07,,,,9.48,40.91,21.52,9.64,-11.95,1.130048,99
05-02-2026,NSE:SUNLITE,ST,388.69,379.95,45924,174.48824,5.68,5.95,15.22,,4.17,-2.93,9.71,-4.16,1.28,21.19,36.77,58.68,71,60.52,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,2.69,2.49,5.31,8.76,15.43,37.2,83.79,100,100,96.83,59.52,0,14.29,33.33,23.02,-3.99,-3.99,-3.99,-3.99,NA,-3.99,0,0,-14.25,-47.39,NA,61,165.7,314.11,NA,13.47,121.82,118.31,71.12,20.11,NA,3.84,37.2,56.33,65.28,51.49,1.510783,99,-2.91,117.83,118.11,1.16,,,,3.84,33.88,31.87,26.36,-39.63,1.12656,99
05-02-2026,NSE:BGRENERGY,BE,2504.01,330.6,123215,407.34879,5.62,5.87,9.5,,-2.20,-5.52,-3.51,2.87,-4.13,-20.63,-21.79,69.25,69.94,59.55,88.26,-1,-1,-1,-1,HV2Q,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-1,-1.58,-0.97,-2.53,-3.66,-5.96,32.94,40.23,0,0,30.16,57.94,0,0,0,25.4,-10.88,-22.89,-29.27,-29.27,-29.27,-10.88,-26.35,-13.86,-29.9,-31.46,-7.77,8.02,209.75,363.03,849.18,3.12,18.75,315.92,186.34,185.33,283.95,-1.57,-21.36,66.9,64.22,50.52,1.467301,99,-3.52,18.75,297.25,150.12,,,,-1.57,-19.03,71.97,-1.22,-38.07,1.209222,99
